index	V7-arm-healthy-BA7	V7-arm-healthy-BB3	V7-arm-healthy-BB7	V7-arm-healthy-BB6	V7-arm-psoriasis-BB9	V7-arm-healthy-BA5	V7-arm-healthy-BA3	V7-arm-healthy-BA4	V7-arm-healthy-BB4	V7-arm-healthy-BA6	V7-arm-healthy-BA8	V7-arm-healthy-BB8	V7-arm-psoriasis-BB10	V7-arm-psoriasis-BA10	V7-arm-psoriasis-BA9	V7-arm-healthy-BB12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
620.404_C24H57N7O9S_7.03_2292	244723914.42657065	30412766.52676124	63077304.31395853	59021627.086725734	25847336.546962302	16390060.928762052	120936586.64715825	106550838.3057022	12263454.119623723	174117192.95495936	230863428.7543904	51402436.104171075	53805210.00750253	189881987.8363491	78712205.95961587	254516.64898470746	92501177.23481399	91141304.19801235	91141304.19801235	37010581.41933623	145272026.97668847	91141304.19801235	87061685.08760746	61049465.70034213	61049465.70034213	61049465.70034213	40907601.31546616	147526889.8010588	61049465.70034213	66258707.983559206	1110014126.8177679	1458260867.1681976	1458260867.1681976	296084651.35468984	1162176215.8135078	1458260867.1681976	348246740.35042983
619.869__3.56_4422	86729965.04002434	263200373.39003	25580421.97101706	17887542.125970498	63579920.72595451	103628690.3906197	85191840.16812997	117774465.78522329	145962853.80137175	47460041.047596924	58305651.610114954	73764573.9515885	75003698.24178697	71912127.96348928	28885222.17753304	1745483.5061287554	85602658.56565131	79163304.4935362	79163304.4935362	83340608.46423101	74986000.52284144	79163304.4935362	59845242.27719095	79478207.05985923	72838350.95753889	72838350.95753889	68672247.3387715	78551984.06580962	72838350.95753889	67746024.3447219	1027231902.7878158	1266612871.8965793	1266612871.8965793	666724867.7138481	599888004.1827315	1266612871.8965793	239380969.1087638
619.453_C33H58N6O5_9.06_2496	109905202.81051959	56466846.157782555	63094923.4817326	25939666.20677563	18055783.749286477	74884622.22085771	253779057.63343424	101931647.4208807	45238846.23991091	121101699.4446877	100867466.15971899	41318510.75999786	101896214.66810855	32819883.759177763	181940343.73485738	3628090.1869176715	83179714.89360134	83304300.28966539	83304300.28966539	44454860.181314036	122153740.39801677	83304300.28966539	83678056.47785755	68989772.85129516	68989772.85129516	68989772.85129516	43278678.49995439	105918425.11570016	68989772.85129516	67358049.21364316	998156578.723216	1332868804.6346462	1332868804.6346462	355638881.4505123	977229923.1841341	1332868804.6346462	334712225.9114302
618.461_C24H55N15O4_7.94_2119	80072977.47764431	174012340.23603523	11873359.961407827	19572940.824673466	10200652.948328333	238465252.80989808	167105326.5650754	274368662.2348909	99946608.38425899	133591639.62631083	254138502.5029375	46210234.79996027	39586448.92147314	109389665.86802877	75157614.1852256	35507.07047264418	124949446.04113047	108357983.40103883	108357983.40103883	50179761.64332624	166536205.15875143	108357983.40103883	58583595.480763964	116769124.0052849	90009792.93095165	90009792.93095165	29579694.873073302	150348483.0956931	90009792.93095165	57372031.553349376	1499393352.4935656	1733727734.4166212	1733727734.4166212	401438093.1466099	1332289641.2700114	1733727734.4166212	234334381.92305586
618.435_C21H55N13O8_8.26_1326	120916995.77273768	53810780.78408341	12947201.145273801	23470784.976235624	9875819.628577175	207674330.18623623	183874876.3625348	277967158.9600802	93132048.46233143	165382768.66745988	273677243.6019358	42615452.16792311	41808889.04560549	111878953.36636683	68959386.6205555	387257.8254869485	121321408.24269325	105523746.72333899	105523746.72333899	34756029.25443962	176291464.1922384	105523746.72333899	58130762.165276244	107024522.11753455	81045717.54144347	81045717.54144347	32639837.010920554	174628822.51499733	81045717.54144347	55384137.8330805	1455856898.912319	1688379947.5734239	1688379947.5734239	278048234.035517	1410331713.5379071	1688379947.5734239	232523048.66110498
618.405_C25H51N11O7_4.07_499	75578781.27822737	336037777.3183942	163417126.98038945	14257456.15775905	155660086.54575482	81753109.49904627	344430821.1825712	19253902.811811823	38446791.33005297	19204361.291391186	254022122.9364828	79812637.3764216	1540294222.7612462	184169604.14035597	63591324.77910323	933302.902794753	118929015.92211188	210678964.3307377	210678964.3307377	291107425.17160165	130250503.48987372	210678964.3307377	485928809.5566151	77695709.32732448	80782873.43773393	80782873.43773393	117736361.96108821	78665945.38863683	80782873.43773393	169914845.3430554	1427148191.0653427	3370863429.2918034	3370863429.2918034	2328859401.372813	1042004027.9189898	3370863429.2918034	1943715238.2264605
617.933__8.23_1056	116412689.36607812	47932208.96616945	12391540.314896535	21208567.158296183	9247556.321585337	231587954.78658164	169893578.33899373	290204327.6231252	88976172.60242465	144123206.30703276	270913925.5288959	51173781.646530464	42897930.16336509	108432544.53008865	77461058.70346113	216029.65518998812	120419498.52451788	105192067.00079468	105192067.00079468	34255473.353557214	176128660.64803216	105192067.00079468	59509772.42962505	102694430.98425138	83218615.6529429	83218615.6529429	32053248.660830636	157008392.32301325	83218615.6529429	60179494.4334131	1445033982.2942145	1683073072.0127149	1683073072.0127149	274043786.8284577	1409029285.1842573	1683073072.0127149	238039089.7185002
617.46_C33H70N2O3Se_7.93_1012	90926097.09183282	186927166.20299366	13638690.09234716	20882802.19739257	14123102.285010673	2133231.6801085556	187762052.12840772	320992623.75439197	111944063.25708447	145508159.03134272	287252455.09025186	54996308.5822682	48862383.37616683	122810311.62341945	88806596.86509956	47952.98860849428	118584300.17475253	106100874.7654204	106100874.7654204	56427808.62273401	155773940.90810683	106100874.7654204	68650598.53742413	101435080.17445865	89866346.97846618	89866346.97846618	34872592.7867797	134159235.32738107	89866346.97846618	68834490.1206332	1423011602.0970304	1697613996.2467265	1697613996.2467265	451422468.9818721	1246191527.2648547	1697613996.2467265	274602394.1496965
617.438_C32H60N2O9_8.95_1354	55759326.151632376	121098693.30482607	18212729.732802138	9141534.981022242	57072471.49392668	178529288.53103104	129472330.78954782	472130062.08622134	55792308.19975099	15201174.128080767	336933514.6919292	89626695.68823527	54555689.65036364	33616573.52068297	137729782.77600363	904104.636085147	123566813.57676369	110361017.52263385	110361017.52263385	50800528.46087652	169921506.58439115	110361017.52263385	70743629.36024423	72709501.94399312	56432389.84683883	56432389.84683883	55173998.925057314	133601056.78277573	56432389.84683883	55814080.572145164	1482801762.9211643	1765776280.3621416	1765776280.3621416	406404227.68701214	1359372052.6751292	1765776280.3621416	282974517.4409769
617.426_C32H58N4O6_6.54_2227	23789097.463803586	147300207.14171448	33699002.844640076	100443278.56709418	42147827.13306411	223316323.53735268	226185092.98930597	11313937.495977454	100548431.59921964	252784093.78128484	69102952.23314956	54900265.24004154	26685658.442233693	206940839.0228988	188697815.11341375	538772.160400488	103660121.2544987	106774599.67284968	106774599.67284968	63282930.391051024	150266268.95464832	106774599.67284968	116118034.9279026	84773115.40012187	84773115.40012187	84773115.40012187	48524046.18655282	197819327.06815627	84773115.40012187	115422821.12323894	1243921455.0539844	1708393594.765595	1708393594.765595	506263443.1284082	1202130151.6371865	1708393594.765595	464472139.7116104
615.484_C27H58N12O4_8.65_2978	76048690.64835413	49840596.89124078	204928630.15038186	194967643.03670943	95365994.67511901	180438204.45626664	38212303.7708236	43722230.437867105	41273008.82940873	224499925.4795298	64203662.62357728	179471146.20382524	186475059.31448913	94745510.44381842	35027606.03415107	1167103.46237852	108231095.49919693	106899207.2786213	106899207.2786213	119186147.82044409	94612266.73679851	106899207.2786213	102903542.61689442	70126176.6359657	85397100.54608628	85397100.54608628	137418570.43947214	70126176.6359657	85397100.54608628	95055752.55946872	1298773145.9903631	1710387316.4579408	1710387316.4579408	953489182.5635527	756898133.8943881	1710387316.4579408	411614170.4675777
615.456_C23H59N12O5P_9.36_2793	686469528.1332747	104539441.21274444	54901300.24296609	36800033.046499014	38237775.154313065	248891679.13963798	233974163.11616844	273683090.50690734	22619933.890366536	43880586.27431493	52967502.846614115	34837613.59729174	56534300.08012871	15825696.952618765	18432868.043023016	5385616.970701367	149912540.7481239	120498820.57547313	120498820.57547313	44232001.77437637	196765639.37656993	120498820.57547313	32257660.05752089	53934401.544790104	48424044.560464524	48424044.560464524	37518904.100406036	143470832.98139128	48424044.560464524	28335321.59866804	1798950488.9774868	1927981129.20757	1927981129.20757	353856014.19501096	1574125115.0125594	1927981129.20757	129030640.23008355
615.455__8.31_1389	134896169.25115517	34448546.93937059	11634034.275448391	29127394.61420129	3404480.142739679	238983569.71892574	180041754.7195711	298105873.01708484	110785250.32623674	148825260.36210296	269710855.44515216	65247481.10434948	35855818.85065072	136066673.92567658	82009084.03885788	311362.00644908723	126843129.31500395	111215850.54612327	111215850.54612327	36351796.032430746	186079905.0598158	111215850.54612327	64334014.23948121	122840709.78869596	96397167.1825473	96397167.1825473	31787970.77678594	164433507.54083705	96397167.1825473	58932451.4447543	1522117551.7800474	1779453608.7379723	1779453608.7379723	290814368.25944597	1488639240.4785264	1779453608.7379723	257336056.95792484
615.34__3.65_4692	89241383.43690434	163451583.69548032	142571178.0437464	46287604.484202385	51208305.803895906	94502251.3734782	78084508.84840944	118227515.49631535	97847611.91910368	84087176.87601931	48790920.00933269	20462984.30655708	100743145.4510672	58305869.77491798	52873650.24264511	1265362.5595046664	82068340.08742115	77996940.77009875	77996940.77009875	77979722.03294471	78014159.5072528	77996940.77009875	65782742.81813155	86664280.15646183	81085842.86221439	81085842.86221439	74527958.86149979	81085842.86221439	81085842.86221439	55589760.008781545	984820081.0490538	1247951052.32158	1247951052.32158	623837776.2635577	624113276.0580224	1247951052.32158	263130971.2725262
614.938__7.71_3050	83878303.96547508	64370690.89915966	22004724.788673066	26605272.70468179	33906399.40122147	145649177.90701783	83951467.95582673	154902078.39309752	62375412.415039405	50583312.122387365	130705074.7900739	57564727.07517433	161423176.6289296	173906533.59210804	187225787.07916394	458897.64719637757	73587428.38865027	89969439.83532664	89969439.83532664	53588662.69500946	126350216.97564381	89969439.83532664	139115474.17535576	63373051.65709953	74124497.43231738	74124497.43231738	45735563.2381979	138177126.34854585	74124497.43231738	167664855.1105188	883049140.6638032	1439511037.3652263	1439511037.3652263	428709301.5600757	1010801735.8051505	1439511037.3652263	556461896.701423
613.34_C20H44N12O10_3.07_2045	60682608.174349345	221892586.45921546	307313875.0177329	173575835.92056686	202780228.39184877	104296960.70028423	88523207.81592108	85737930.31528105	187936514.58139956	70127949.01065224	106053261.92769179	210255175.305208	196892278.929731	36438380.943690404	50024423.10901295	466870.56185526657	134738564.64917982	131437380.44777757	131437380.44777757	187639170.6459447	75235590.2496104	131437380.44777757	121533827.8435708	105175111.313988	105175111.313988	105175111.313988	199836253.6607899	77932939.66296664	105175111.313988	123458351.01937199	1616862775.7901578	2102998087.164441	2102998087.164441	1501113365.1675577	601884721.9968832	2102998087.164441	486135311.3742832
613.341_C21H40N16O6_3.93_3335	179253618.1547014	59171982.296322905	356789351.23827225	86187572.83214797	115235978.70318751	86645807.2246676	65669454.92008963	68335056.48602743	71243546.66085525	54020257.44338021	84986124.53186616	61696853.54775698	663907406.3692857	45940442.21927998	147621470.065514	10953181.887321062	98746067.26861739	134853631.53629225	134853631.53629225	178148234.1918937	91559028.88069081	134853631.53629225	243176324.3393168	69789301.57344134	78114835.59636071	78114835.59636071	78715559.74650161	76660590.5089468	78114835.59636071	131428724.38435075	1184952807.2234087	2157658104.580676	2157658104.580676	1425185873.5351496	732472231.0455265	2157658104.580676	972705297.3572671
613.294_C25H40N8O10_6.26_2036	283923141.0293109	37694474.80318412	48427286.60024904	66023907.580036946	65605613.771197915	89247961.78082511	133285028.78276525	84148426.70621057	57059808.197248474	205424124.85198054	124537143.42592658	40591391.317921996	55680292.836542085	184200773.11419934	111122551.76406002	392845.99956205575	97562961.75626844	99210298.2850763	99210298.2850763	46434452.638242826	151986143.9319098	99210298.2850763	104152307.87149984	75086167.14312376	75086167.14312376	75086167.14312376	52053789.71839556	128911086.10434592	75086167.14312376	88364082.76762897	1170755541.0752213	1587364772.561221	1587364772.561221	371475621.1059426	1215889151.4552784	1587364772.561221	416609231.48599935
612.504_C30H67N4O8_7.94_381	79595855.9736315	133892855.51200855	12407395.885869268	16784982.30860526	13120177.47957307	208361744.48046312	154828997.84074137	241689740.1150555	95605071.65422726	123864954.7684704	228707861.1064786	47697694.90791803	39425883.267011166	106502954.52622302	75584389.78595161	14040.870352178626	111954266.28531842	98630287.53016123	98630287.53016123	44868512.7356956	152392062.3246269	98630287.53016123	58658351.26468971	109735013.21134883	87600463.81392938	87600463.81392938	28105432.787808213	139346976.3046059	87600463.81392938	57505136.52648139	1343451195.423821	1578084600.4825797	1578084600.4825797	358948101.8855648	1219136498.5970151	1578084600.4825797	234633405.05875885
612.472_C22H57N15O5_7.5_1419	164903085.5294463	46597173.78667533	13732076.539819576	42358677.22108385	31924672.573363118	138744547.7446974	111393550.39986645	143109819.77259094	119244680.5223434	43015626.2816004	213836567.88010177	66253792.62667651	57929629.55355264	116286038.91271017	59542650.36626073	4380039.692659161	92297469.83313008	85828289.33771548	85828289.33771548	47802592.8145217	123853985.86090928	85828289.33771548	66420747.85147167	88823671.51327148	62898221.49646862	62898221.49646862	44477925.50387959	127515293.32870379	62898221.49646862	58736139.95990668	1107569637.997561	1373252629.4034476	1373252629.4034476	382420742.5161736	990831886.8872743	1373252629.4034476	265682991.40588668
611.484_C31H66N2O9_9.7_2160	92274077.09841664	61402793.83751581	75997712.0142362	70074048.26304884	46524028.66842464	86092359.66966417	59770884.55802365	262412566.97299826	44332561.14601049	66903760.60261217	101890222.60534698	91323641.65963121	61326619.18818318	53797080.53132621	64243975.67516335	29257634.201936983	86811021.88578679	79226497.91828367	79226497.91828367	60029879.87237342	98423115.96419394	79226497.91828367	56472926.01577435	73035880.13864252	65573868.13888776	65573868.13888776	61364706.512849495	76498060.13613817	65573868.13888776	57561849.8597547	1041732262.6294415	1267623966.6925387	1267623966.6925387	480239038.97898734	787384927.7135515	1267623966.6925387	225891704.0630974
611.472_C32H66O10_7.3_1149	254498959.79619208	43905356.465912245	13628984.799670605	34957116.33170852	22432650.36276722	140775458.9617464	86597131.90255696	123972750.86768724	87927038.84580271	169182772.02696463	206762929.38620454	68304278.64535823	58963336.40654945	184090229.96844596	133991471.22265716	272302.0329564124	102565423.33856338	101891423.00144878	101891423.00144878	41298882.98634067	162483963.01655686	101891423.00144878	99869421.99010494	87262085.37417984	87262085.37417984	87262085.37417984	39431236.39881039	154979115.4943555	87262085.37417984	96477403.8146033	1230785080.0627606	1630262768.0231805	1630262768.0231805	330391063.8907254	1299871704.1324549	1630262768.0231805	399477687.9604198
611.424__8.86_101	54237997.55480602	202625689.03168818	56775894.54861294	51399250.63514146	286592041.9295303	38129388.07806869	208946188.6326362	124505973.84960936	4318687429.896556	83012222.88681631	17918133.4233269	17660058.409640122	43053840.062876865	72525893.62573217	5374453.448552349	5038060.621685451	431578023.96404886	349155157.289705	349155157.289705	622729033.1419665	75581281.4374435	349155157.289705	101886557.26667294	55506946.05170947	55506946.05170947	55506946.05170947	54087572.5918772	63381945.59026909	55506946.05170947	57789866.84430452	5178936287.568586	5586482516.63528	5586482516.63528	4981832265.135732	604650251.499548	5586482516.63528	407546229.06669176
611.343_C29H50N6O4S2_6.49_3574	202734728.42876673	33332538.29462835	121161200.81805469	40912260.697024755	29441240.899500556	33601103.1627154	79286617.10707243	60595260.10546559	130969766.5123665	23434211.929806083	171363232.79739845	88520063.72920063	28722363.46653805	52296754.462081455	100335440.82360804	4836156.36067069	82562261.66193084	75096433.72468115	75096433.72468115	59736948.84724803	90455918.60211428	75096433.72468115	52698949.91293202	69940938.606269	56446007.28377353	56446007.28377353	37122399.49582655	69940938.606269	56446007.28377353	40868997.680791005	990747139.9431702	1201542939.5948985	1201542939.5948985	477895590.77798426	723647348.8169142	1201542939.5948985	210795799.6517281
610.488_C32H67NO9_8.29_2085	163429753.9933605	8397860.493505945	16121444.496585425	10905717.121500082	18900814.900992144	309799150.7250705	32813709.836917836	429657265.3582018	134296127.28888726	202556493.07235318	262161554.3492551	48334604.42602393	69561580.85665663	126388414.70069951	42107917.73339405	1427750.4826883387	134991785.97036248	117303759.98975578	117303759.98975578	38493237.50835497	196114282.47115657	117303759.98975578	64239682.04793558	91315365.8574556	58948092.64134028	58948092.64134028	17511129.698788784	182993123.53285682	58948092.64134028	55834749.295025334	1619901431.6443498	1876860159.8360925	1876860159.8360925	307945900.06683975	1568914259.7692525	1876860159.8360925	256958728.19174233
609.373_C26H53N6O8P_7.44_4411	14604476.786515662	8966263.78415056	9407903.520079743	7710986.001870393	12053224.982153118	476665616.7967505	177082865.95662612	557132532.7162143	153487043.8294553	162805433.9119506	388548201.23571646	57500382.785834655	35209296.04637453	137241406.58175585	103113026.16250297	316230.40340780426	167852328.14404765	143865305.7188349	143865305.7188349	35581416.41916576	252149195.01850402	143865305.7188349	71904238.44319662	105493713.30764496	80306704.4741688	80306704.4741688	10730564.25111643	169944149.93428835	80306704.4741688	69161161.10443875	2014227937.728572	2301844891.5013585	2301844891.5013585	284651331.3533261	2017193560.1480322	2301844891.5013585	287616953.7727865
609.373_C26H53N6O8P_6.55_3581	46116030.16205615	49535092.92357209	8737952.971905546	7965537.618648293	3554494.278655816	220716901.83272573	129251116.77042024	247441662.62551558	128523194.4297771	145229030.10659334	284409113.9796419	40027756.38034893	25281797.666238002	98227205.91584645	84183558.02200677	1779142.8826674356	109144377.72365604	95061224.28541371	95061224.28541371	33175621.14397665	156946827.4268508	95061224.28541371	52811763.97068676	89029143.6766746	66859325.47278943	66859325.47278943	17009875.319071773	137240073.43850678	66859325.47278943	54732677.84412238	1309732532.6838725	1520979588.5666194	1520979588.5666194	265404969.1518132	1255574619.4148064	1520979588.5666194	211247055.88274705
609.363_C26H53N6O8P_7.84_2782	237416184.66706562	15871901.082452353	31218509.498765174	46060648.312039554	11470061.26196569	141617138.46956083	67857351.09309581	154345647.78229564	115931019.88814388	128334566.86628124	241504892.0898348	62558458.93394585	47342049.21606597	161491375.2552997	79000535.39148551	650644.3462374457	103613913.58580987	96416936.50965844	96416936.50965844	41387911.56745199	151445961.4518649	96416936.50965844	74826005.28120422	91894185.49061984	73428943.24229066	73428943.24229066	38639578.90540236	147981393.12592822	73428943.24229066	63171292.30377574	1243366963.0297184	1542670984.154535	1542670984.154535	331103292.5396159	1211567691.6149192	1542670984.154535	299304021.1248169
609.254_C37H36O8_3.34_1091	77076392.30847648	53821914.71339213	105706571.75607798	77068809.57423972	251026327.01349875	72832851.05084471	173195594.5945588	88762991.10659611	65766687.50290959	69955142.65680693	75691858.5182341	108378008.84218958	108620241.37380189	66362333.33032322	99967929.54551566	242505.69447326334	80708277.35989995	93404759.97387117	93404759.97387117	96328883.30882286	90480636.6389195	93404759.97387117	131494207.81578487	76380334.0462369	77072600.94135809	77072600.94135809	91387690.66515884	76384125.41335529	77072600.94135809	104294085.45965877	968499328.3187994	1494476159.5819387	1494476159.5819387	770631066.4705828	723845093.111356	1494476159.5819387	525976831.2631395
608.946__8.99_69	38111896.48352289	756439241.0253505	102126427.19402836	110233262.84973265	158953655.14950705	20454968.985849526	511681688.9909437	20413419.750078507	11015882691.071823	42802756.88900626	98205184.2489929	63572543.46803151	85306958.3624653	65006040.41519657	35808716.05599255	4680560.06005734	1065383720.0847846	820605000.6875361	820605000.6875361	1537149417.3976245	104060583.97744787	820605000.6875361	86268842.49579038	80888863.85851221	75156499.38883093	75156499.38883093	106179845.02188051	40457326.686264575	75156499.38883093	75156499.38883093	12784604641.017416	13129680011.000578	13129680011.000578	12297195339.180996	832484671.8195829	13129680011.000578	345075369.9831615
608.385_C26H59BN4O6Se_3.07_1381	63844244.523385234	302916777.5948837	14165759.08104732	177827410.50677642	223497561.7715341	112950350.97908798	112343404.34933276	99470983.35376228	223490448.37892726	92962715.49219339	120790681.9172465	309005734.1105042	279012658.2106599	46334169.76972788	58992485.366544016	555580.2733651146	135860340.88004267	139885060.35493612	139885060.35493612	191308991.24096227	88461129.46891001	139885060.35493612	151959218.77961648	112646877.66421038	112646877.66421038	112646877.66421038	223494005.07523066	96216849.42297783	112646877.66421038	141245023.56903905	1630324090.560512	2238160965.678978	2238160965.678978	1530471929.9276981	707689035.7512801	2238160965.678978	607836875.1184659
606.943_C15H28O7P2S7_8.31_2682	98299263.90284716	151338447.2337513	9078354.306413753	21427325.42655902	7158459.929351122	253254611.37630084	134630799.514463	313726772.2793739	18861822.393101983	113355749.08810222	324250691.83201563	56008403.41950917	20315536.957032885	81280388.48982136	38551969.345163986	2074312.798863233	124692212.79760842	102725806.7682919	102725806.7682919	35782832.808072805	169668780.72851104	102725806.7682919	36826588.68034234	105827506.4954747	68644395.95466527	68644395.95466527	19588679.675067432	123993274.30128261	68644395.95466527	29433753.151098438	1496306553.571301	1643612908.2926705	1643612908.2926705	286262662.46458244	1357350245.8280883	1643612908.2926705	147306354.72136936
606.468__8.94_221	12513591.202733764	162972751.0262206	73005529.42452666	288789300.2813273	103761757.52225687	25722354.946600936	92623633.40913212	20075000.190351825	6204853130.762189	18811189.437195748	58007322.96681018	93178869.05323273	63445881.325779215	40586935.51760587	52920715.27996486	2982071.3626579717	587794562.0052482	457140627.1067866	457140627.1067866	874123661.3447739	40157592.86879941	457140627.1067866	65178822.411401704	65506426.19566842	60726602.1462947	60726602.1462947	98470313.28774479	33154645.232103404	60726602.1462947	58183298.30287203	7053534744.062979	7314250033.708586	7314250033.708586	6992989290.758191	321260742.9503953	7314250033.708586	260715289.64560682
605.423_C29H64N5O3Se_6.65_354	194219194.28790864	33170599.38775246	30257626.429944467	46577728.70521053	44237637.971262515	103470077.72488981	92083777.9447983	82418121.05548793	57073787.30050406	154129781.04181647	148096586.6899196	61768009.117596336	34476981.348987095	146073185.18740612	112434065.11146356	258357.03940826186	83626970.5604364	83796594.77152227	83796594.77152227	38477590.91258322	129115598.6304613	83796594.77152227	84305467.40477982	72093065.08654213	72093065.08654213	72093065.08654213	39357309.66012481	129253625.14943483	72093065.08654213	78335851.54136303	1003523646.7252368	1340745516.3443563	1340745516.3443563	307820727.30066574	1032924789.0436904	1340745516.3443563	337221869.6191193
604.446_C31H61N3O8_7.62_1627	164026301.24067143	98799690.04327929	58124722.37851175	29438931.39541992	40602082.149699636	28598290.990001153	75027591.51753889	30932428.268071305	366878607.20600325	96686366.8677612	27011721.850162648	114009471.26629503	29365544.715456143	45952272.24271271	26508671.215193614	2476175.05444776	91000858.17318028	77152429.2750766	77152429.2750766	92461903.0261391	61842955.52401412	77152429.2750766	35607142.58076553	66576156.948025316	43277177.19620617	43277177.19620617	49363402.26410569	38442350.25539201	43277177.19620617	34983813.43257789	1092010298.0781634	1234438868.4012256	1234438868.4012256	739695224.2091128	494743644.192113	1234438868.4012256	142428570.32306212
604.417_C20H53N13O8_7.69_2700	237451434.58693966	69697421.96928039	57104120.23876911	80378620.4130702	86596930.41309737	101468027.789249	38484038.399334505	129246976.07022023	39118393.18026805	43867092.38150327	88926737.42600507	150126258.94691935	293363289.9511229	27433442.792082362	24801603.09683302	369676.1548492501	86353233.12970068	91777128.98809648	91777128.98809648	97094338.90842208	86459919.06777088	91777128.98809648	108048816.56328392	75038021.1911753	75038021.1911753	75038021.1911753	75038021.1911753	66396914.90375417	75038021.1911753	57015186.60258986	1036238797.556408	1468434063.8095436	1468434063.8095436	776754711.2673767	691679352.5421671	1468434063.8095436	432195266.2531357
604.413__6.72_4556	53195106.84066808	141544229.03544942	23698248.07698403	12595495.476751924	11226279.781862762	172249662.50114542	141052684.50819737	175273439.01549274	112662995.28495903	110900619.89351246	202341725.86813644	16129350.037258953	41678009.44277838	81862958.38480602	80911233.27276556	2564859.1747877933	97017367.97611196	86242931.03722227	86242931.03722227	45262433.28885403	127223428.7855905	86242931.03722227	53919620.22055319	111781807.58923575	81387095.82878579	81387095.82878579	19913799.057121493	125976652.20085491	81387095.82878579	61294621.35777197	1164208415.7133436	1379886896.5955563	1379886896.5955563	362099466.31083226	1017787430.284724	1379886896.5955563	215678480.88221276
603.917_C12H28O7PS9_7.72_734	86855042.24815428	27734247.497118935	21264929.19140931	31642404.442995932	39851552.802445784	131277023.2137545	95798716.33658142	132012762.3802152	25826232.00271802	83119528.51256825	125854886.14402755	68447408.0727445	138028290.46321583	170409048.7534054	165500027.66118443	79478.08979753949	69159388.17767379	83981348.61327106	83981348.61327106	44109317.82030573	123853379.40623638	83981348.61327106	128447229.92006285	75783468.29265638	84987285.38036126	84987285.38036126	29688325.970057435	128565954.67889103	84987285.38036126	151764159.06220013	829912658.1320854	1343701577.812337	1343701577.812337	352874542.5624458	990827035.249891	1343701577.812337	513788919.6802514
603.443_C25H54N12O5_7.64_359	139108015.92090586	22133390.599269856	18121315.875190847	49957325.68052927	12013784.952057242	130764678.81859775	102758587.93418546	134447104.20311025	209815983.7260876	90006363.48253395	156611251.19963637	74466671.10082139	44658739.85100257	69099780.44874194	26750006.967221558	411615.87060493464	94050192.03428946	80070288.53940606	80070288.53940606	53947353.456945464	106193223.62186664	80070288.53940606	38130578.05475583	96382475.7083597	71783225.77478167	71783225.77478167	33396065.225136213	116761633.3763916	71783225.77478167	35704373.409112066	1128602304.4114735	1281124616.630497	1281124616.630497	431578827.6555637	849545788.9749331	1281124616.630497	152522312.21902332
603.376_C28H58N5O4Se_6.99_3168	265521433.69778347	32339219.404576585	29555868.30925885	67457518.12960409	17142036.95655475	126454346.5071974	84681314.71352082	95693419.23639463	96629665.08380947	131896760.65076686	224641172.68699673	70066496.92799751	69670680.66109718	160570364.97195932	84500009.76754132	316911.0143460468	102104510.53018771	97321076.16996282	97321076.16996282	47897299.56090556	146744852.77902007	97321076.16996282	82970773.08928815	90187366.97495773	84590662.24053107	84590662.24053107	49898368.767090335	129175553.57898213	84590662.24053107	77085345.21431926	1225254126.3622525	1557137218.7194052	1557137218.7194052	383178396.4872445	1173958822.2321606	1557137218.7194052	331883092.3571526
603.336__6.47_5114	73616498.83429457	28726518.75072746	78692032.11935523	204622203.7490876	52605287.21639611	47681365.86293629	158594375.25737816	90977611.56079733	90754242.61021382	86265490.73844177	70411800.50195588	78153280.15828758	85312909.3375768	73820045.58525974	76904342.10493311	9094738.598820046	84799179.89519133	81639546.43665385	81639546.43665385	78495151.56755808	84783941.30574961	81639546.43665385	72160646.06104144	78422656.13882141	77528811.13161035	77528811.13161035	78422656.13882141	75362193.84509642	77528811.13161035	75362193.84509642	1017590158.7422959	1306232742.9864616	1306232742.9864616	627961212.5404646	678271530.4459969	1306232742.9864616	288642584.2441658
602.908_C15H24O7P2S7_8.03_4435	88410245.11663905	59472687.98519943	33099409.281591002	42409737.68434284	74702229.4776417	1566465724.0497825	76301039.63513143	979937347.3570625	51309274.00332244	43423969.82081863	1610785447.094039	28397075.789092503	30804045.554803286	70469641.86627449	52854320.54878542	5732039.544061449	382145333.1134235	300910889.67553675	300910889.67553675	40740812.41500683	561080966.9360666	300910889.67553675	57207559.36187623	55390980.99426094	56163504.26699242	56163504.26699242	37754573.48296692	82355642.37588525	56163504.26699242	61661981.207529955	4585743997.361082	4814574234.808588	4814574234.808588	325926499.32005465	4488647735.488533	4814574234.808588	228830237.4475049
