#SampleID	V7-arm-healthy-BA7	V7-arm-healthy-BB3	V7-arm-healthy-BB7	V7-arm-healthy-BB6	V7-arm-psoriasis-BB9	V7-arm-healthy-BA5	V7-arm-healthy-BA3	V7-arm-healthy-BA4	V7-arm-healthy-BB4	V7-arm-healthy-BA6	V7-arm-healthy-BA8	V7-arm-healthy-BB8	V7-arm-psoriasis-BB10	V7-arm-psoriasis-BA10	V7-arm-psoriasis-BA9	V7-arm-healthy-BB12
643.387__3.68_5442	43738070.03015039	158630920.16714212	283914909.00163734	47831276.48490131	104322929.5977851	104706698.39752851	103603660.44532962	120197622.47177474	105989141.10227582	98786430.14249736	127499556.27146228	94816173.57321046	50809433.23761119	65692202.73880681	53864682.35088974	552046.87875383
643.356_C36H46N6O5_5.67_3748	252381696.1562355	98700389.81430176	56732013.93163578	70235254.14708737	76351694.23675795	40959223.29156645	83016574.75797279	111182660.05074652	54656665.36474519	215360267.6283756	102312961.02106231	56007739.19884031	51183773.72807853	244717270.90815452	68905415.1591758	817848.5694902673
642.926__8.23_409	143408258.11415592	57817627.76507722	11972406.145180695	22556467.86906003	7318353.099673173	247949357.40352377	171727245.42669442	306276372.19956917	71677520.09362791	192400336.41074064	240506245.89195177	43611063.532922186	47480257.66310241	106531511.39964756	69642553.43989702	756990.987287409
642.514_C36H75N2O2Se_7.61_451	137324225.89737824	21988569.499417048	22194674.043236386	38647894.97903858	8043132.503926646	125863984.37482038	109416473.597237	155631581.85265177	237230672.83953324	94403805.5856998	175928593.56422833	55188832.59349533	25848693.50418266	71879210.86368571	78169539.08716814	262759.80266755424
641.537_C39H68N4O3_8.66_234	110595273.95709056	113846765.90140024	14612351.238679422	17371053.91185836	18693671.058571067	259451237.32987145	179976537.58024684	369479823.911729	107196064.54049513	156635668.8583045	242949811.78441635	58502384.8395475	8689934.319656534	116155720.018688	56294003.78986249	14514.009443804009
641.445_C19H52N20O5_9.04_437	51917078.8100631	234699091.7705232	21455247.08585359	61118170.87622552	100805614.94898129	101461000.07877684	117602526.41604152	84516909.35806528	1959774144.1845396	72362605.41787024	25974663.21747937	108599798.25402296	35186821.06835608	33368938.56023873	82572756.02957344	9364330.37799469
641.442_C25H52N16O4_6.92_1782	26064386.35788185	7901392.434000608	210007175.1057885	143150718.28031728	120687065.0645576	79521153.55081342	158262535.59941587	94043368.18881094	59216522.01063725	142133649.24081787	157935216.3855417	210521330.93002236	227733758.4796724	39917623.94717355	59082309.97566526	158682.62215920512
641.354_C26H52N6O10S_6.19_573	262544357.9760432	25665396.63091777	55652253.53698371	6595609.628379764	55482518.19190356	88226526.033564	113918613.57367288	68183805.65679455	6270927.087205311	182407924.3994672	166044536.32893845	57123636.40150055	44555251.96733008	159698364.80822733	125239486.52923036	48510.390762108036
640.946__9.2_85	62007087.25970482	403459991.4269152	160357447.05324015	185193285.32190287	288938878.74760544	68230886.05498563	269685149.841112	114545531.17628571	8501922598.636907	26333070.95274186	28250434.88353399	53732953.7875204	75004945.69721633	28257857.697080154	58817453.08709992	11579563.536109513
640.536_C35H69N5O5_8.52_108	107377445.47070438	114584903.62497208	13301750.794369806	18586224.84591572	18556400.73912874	253639433.69682997	141728624.7142403	356592100.27636576	102975582.8553855	155470125.19064385	236341665.32217896	43782120.890971504	39530277.97564365	116546440.00182354	62390812.90911845	5360.041916094684
640.448__9.08_74	33842375.37729068	518869534.36596775	82169189.73377337	74569589.92953087	243090040.09473148	34545329.54839342	192044818.10924596	43131003.56591246	7767765223.636959	91502400.51824784	106095770.2273592	16676166.969574215	74044481.54840569	84478938.25210947	21456901.4576504	21419969.56418218
640.447_C30H57N9O6_8.38_1071	150665272.65237954	74774662.17109957	10055648.077422554	27190771.67266745	7839133.675708253	274605734.79033846	70523723.80901381	334919643.50201786	87586530.16897298	170011043.33397147	314386813.45677185	64389198.1800329	28303454.72626312	134114410.88054007	82427891.28284998	359233.0006350301
639.947_C14H29NO9P4S5_8.2_1184	100846049.56921852	54429138.71421476	16845088.874587275	23607600.40534553	7921198.634097315	194499903.9866556	148105503.13383406	244018201.75053063	74020357.16127943	121136479.25564644	224958476.92522097	41757644.27410479	40678216.59087384	104406719.92171398	71181100.25256583	151137.6778073122
639.517_C32H71N4O6P_8.86_2841	1622934557.3171215	22991066.33415151	45974405.69452139	59655774.58921062	89252056.7277733	94693519.54077044	72775427.8599259	340688191.6967675	50203549.85342772	104321900.23341656	86490942.36058676	75622300.75302684	41805091.16711436	99903581.25513114	15335458.229386725	8748349.118819483
639.503_C34H70O10_8.01_2017	73645326.41093053	342998474.4477972	8678552.651821194	15490974.567193786	12722121.089879598	249575522.1041177	181650419.38406068	326043701.05259013	85221083.79592165	122660551.17195624	291394738.2321864	47913141.91781854	34872400.94775963	111735660.52052648	81127097.26991485	149857.74511159403
639.375_C26H54N8O6S2_7.41_2280	166462241.51971886	33134647.541680865	46788624.43740607	73141077.65498622	10715175.936006928	118952408.0524288	111450050.79044454	111926859.10213518	167735107.55293792	75521327.39374733	204788010.516986	88014670.49120769	44371321.09289281	64464739.95221409	60826021.83919848	636729.5383164495
638.556_C32H67N11O2_9.35_1399	114070063.94805557	190947056.2739136	45193541.30596504	39129978.04911019	21493284.253209043	148896628.99243924	68287282.07269637	115214633.49493954	772105043.0101898	138088961.99644086	189831599.5087588	40180704.19701365	29731295.040646	38747672.83849069	24211596.936973706	16259168.67507064
637.968__9.18_47	65157894.77992519	691557705.2185763	178919645.2387978	431248062.69034266	565438287.3764403	33666200.90674174	460604821.4667574	69036025.81405589	15383908396.898815	52874145.55433232	73948537.22123262	40490349.59152578	79924278.7439455	42504497.54493579	68348911.86269699	7512426.914816872
637.968__8.53_1331	160792756.24107456	36769586.92485999	10939601.758678677	31373124.039518494	6670125.406141291	274777618.7759142	210789274.93294185	337780837.0914311	108668360.8167418	179005701.68210173	300143124.1344135	58414035.25242381	37233531.73447013	114966923.51477318	90531755.95285983	334981.2796328152
637.466_C23H56N16O5_8.34_1837	131659108.90650769	35909449.70885844	26569423.265175294	33922288.49660857	5987171.945387181	263895928.71278796	219390732.7486893	342868647.47678864	88848188.01030657	174843762.77870306	312970239.48721313	54733228.64185129	38923216.25125435	125494795.8942378	85066453.10550347	243191.78263826808
637.399_C28H57N6O8P_7.43_3794	112795478.03031586	47583330.28712378	27496096.59170101	42854722.9396133	22313045.52825198	69861688.45637085	464308433.3900597	1336858851.4308074	68994181.10033068	142770121.32348645	1388846417.3975694	38185143.70595282	107515284.29036652	85965917.06562467	65254464.67256948	1980991.870665033
636.952_C16H30O8P2S7_7.71_3127	139605871.93080628	15111536.80623473	18404981.738437943	40485042.45170096	21966722.629373968	147490675.05706266	25243194.49900834	197881698.93021905	52936316.06138426	81914148.11607747	133206111.07032757	110622803.00832324	226115663.76838997	277969317.65978587	237421551.4873521	787903.1241925504
636.45__9.07_4079	121130699.69666974	46778951.46356999	47937760.48075077	28232924.77855933	18617619.406427365	383398972.3777714	81927758.49425752	132263519.08110626	123184549.42548746	79229983.98713283	102831594.24949796	58675010.3252708	126816268.0061526	92861534.70008849	108519152.60056265	5150695.858838694
636.398_C24H57N7O10S_6.3_899	216869993.21514943	19538271.842876386	42793301.18061198	47718334.52697437	41343563.48310267	75599165.64671418	89388238.85648979	57760450.25761072	42724580.86444236	144344009.92803082	141154571.17606804	50050535.6643819	55977413.73441909	129839136.45163824	103693218.685617	19471.72917993314
635.488__9.07_167	64157054.56553882	305736847.24197894	61001508.41834399	84670557.00540799	175735118.48012468	23952549.19396525	131200429.5183152	63231228.77802832	6079361781.183673	23669885.758538906	50315497.52464882	42238080.747873306	87972286.17168342	63496558.47073696	60451132.5713958	6448796.269044883
635.382_C28H58O15_3.15_3191	63974018.05733871	246459591.09319627	302025469.5861908	123196874.96081407	162143192.23223183	103144361.7784097	89322555.22535555	61361557.99405502	151217664.9901518	74817663.40200101	93630255.63754743	193045925.352988	153218964.798291	39656169.80147429	51569016.27988554	264455.51199362427
635.377_C30H50N8O7_5.07_1990	69756618.42553607	70748767.49120627	124348425.32423624	36454975.86096104	118269001.19402646	52944972.33541016	84160009.72868255	87455590.61370102	298587680.5690812	151825418.85103595	122016827.56072466	315420929.45079136	85850895.86960459	50148183.95705948	44800196.084754094	1093415.5481964198
634.875__3.62_4500	46136673.99328889	187142715.8156946	287931406.18600655	54252495.27503827	108058307.66295664	109255770.4445614	101088568.86639632	94659631.10924566	132793971.79704234	60658529.42354258	60687646.18183083	100497645.8397462	89709995.55708162	75633744.3214609	64372848.72131954	704761.3050672734
634.453_C32H65B2N3O3Se_6.51_1214	44734778.31424219	45900828.70838793	132960615.01665978	41241276.25969502	84695800.19905742	51492875.44713186	109777718.4568558	145964691.88939202	42878631.21154076	46368103.60476733	15576064.525741264	194597715.44585377	54308327.54072809	99090873.61043829	167977350.39846826	5039280.7628491735
633.454_C34H64O10_7.29_283	57100166.85372941	108201550.14744724	162898667.52238476	200413728.06595677	91010456.1693771	31268207.01339701	456380120.29953504	591077432.4557544	48329113.19330083	70774373.53373171	30255087.29780301	40020784.95572247	50468534.64094112	696267269.6152072	55821050.97898501	1397573.4941314035
633.433_C30H60N6O6S_8.21_2453	27387189.72042416	180838970.24648365	33541183.43945515	47485515.78561393	7086777.557353069	290474229.84070456	129847681.18301299	354258349.73067755	76960979.67347294	148929903.87588885	131966449.30302604	26082222.933167346	38483436.51256793	131945318.70829424	46684598.06746633	1161383.228067786
631.416_C30H63O11P_7.5_2059	15299279.130439086	25209987.50675649	12954323.887355372	8699872.477439325	6863757.95826549	351443011.8650179	194604409.4778293	430753600.7755493	143022854.06320295	158588540.80520886	370825115.9507032	65801585.99660057	19486793.726236768	112559105.18558228	92759236.52144998	76840.69066398789
631.353_C28H54O15_3.08_3930	167427421.7894261	199694546.20648217	61720282.61327958	55025159.77853939	40365556.14800243	38306795.18039569	47774637.39408005	44547355.84159912	106912661.08763205	115932333.12885465	65569756.65875191	132494223.29291509	38086776.73562545	70527116.71579395	46068549.88384506	2593779.8537040427
631.346_C24H56N6O8Se_7.85_1456	182327298.0111713	5636759.071466402	31067657.409132887	43653037.80130525	4675930.37589669	126329255.48809388	59298410.47620752	157610759.7883934	162481572.13649282	115807343.02391	144534471.8491646	67976339.50841339	45882696.04199352	161040742.6482871	50849525.67939747	255824.95189964536
630.368_C28H55NO14_4.02_2023	40136823.00441763	34143593.3949079	138528559.98179218	23228132.22370483	184441665.18350524	52598680.14840614	41511598.70437863	48885667.96254006	101327770.31698334	45669467.77946266	253354407.51693687	88240651.78621356	1352886977.1499426	167586343.62811834	141873123.1908924	1780849.7646867116
629.494_C32H64N6O6_9.1_3973	79252516.41629471	350201310.92798454	40017538.61493152	40339360.413276464	15047804.609593207	178301317.23473763	104139412.04245672	720770169.4210402	131799162.00586042	90604792.98328143	129753463.264157	81585092.93585294	47711790.91455587	62517277.68760353	41366647.25371812	7596745.85208813
628.955_C17H28O7P4S5_8.31_1906	86721334.49770299	150572054.84944108	12424547.138212835	12019049.905182615	7354933.767759463	251069181.0043604	156423730.08470538	295371562.89334536	45169755.84591936	99182210.1422883	141342563.21409926	35378669.29789913	18306087.626117706	69653212.00160967	69210792.38571945	2381779.4082433777
628.911__7.66_2176	85927385.34349844	14475194.176715095	29492098.354708876	27455723.0427447	44732622.83686193	120914467.22966015	82859756.5289222	171480923.59665918	66397913.65942136	75807723.25186387	129643731.12762912	32356940.80048737	116739854.49031197	175560875.3844484	215641874.12064213	605491.2637854377
628.499_C33H65N5O6_7.3_61	229548291.92776516	25513841.78377905	28956500.968395524	40314450.69137354	19202140.064478632	121905465.74479894	100123379.8745783	112893268.93530792	87500540.4176547	158113080.19231147	194848085.8911439	74026203.61722697	52610968.36805929	153744092.46234956	111001247.58885393	625356.741184265
627.468_C35H70NO3Se_6.64_1561	297981509.4812188	25391079.78739778	31690574.40433089	49947554.41373926	36172507.76976817	112606874.5800278	104064174.73725528	87611246.9880818	57396908.8828468	212360137.07519364	223112636.08605468	66182684.36986034	55537499.66622777	212764377.81895205	144911089.9444318	543867.465825516
626.364__3.83_4673	41721947.91719873	144574923.10943422	312047719.7074462	24384103.751245506	82342126.05169815	29168901.23520013	82183325.28893395	112372855.43075824	224048737.86519915	177536834.3988016	94804879.81508176	154884866.73816517	90735751.1999935	40177163.748857215	65209634.89199179	692849.3627368375
626.338_C28H51NO14_4.46_2009	168431914.79714417	19320366.76113802	260682153.9061848	19116487.527347866	114592788.70807134	56036811.87000174	50770565.0664857	36474312.71849742	35258212.23978027	19689187.341949955	302458201.45423734	93193024.12576652	1567778262.5518394	75031486.22377494	127926356.27288592	2358220.6106848875
625.93__7.69_1049	96560678.13628387	33871106.49149105	19860365.098231517	33334276.52544697	39626598.02322408	136631271.92323074	98094588.45585684	135510039.14450225	69487715.64478977	73165914.54179469	116673416.27674784	56382648.10018895	161445250.44614145	189917359.2620525	186789994.8496433	78663.8716893026
625.487_C30H60N10O4_7.63_2664	164618641.28255212	83510376.65504102	9.051321188335349	9.051321188335349	62589967.47922965	9.051321188335349	101571754.0584141	78578130.71309333	296445251.03188413	58050956.18630917	126789993.02276155	83350222.57793462	48209916.27561276	106126098.28942762	69936110.2688945	3345911.3904800457
624.54_C30H69N7O6_9.13_3775	162930647.47590607	124740530.86516128	11015708.19811064	18917756.350359235	14278958.94342405	152284784.37838078	315754816.41962254	1544485476.5610847	86219465.07278235	161793417.61211577	421169768.05889773	13555227.75449261	20801453.987463623	60645248.12062244	29138802.561416704	7435948.172404646
624.498_C25H61N13O5_8.98_3447	90551371.57062005	651434314.3021567	87039770.59876256	29694418.24449413	38211117.16736036	100821261.6433615	75994781.60022424	209341808.5507916	79285241.34154812	106398239.07942759	89122499.14772692	34844938.84265751	30370497.21595432	130861464.75277115	70573690.24888726	1190640.0412091322
624.466__7.55_4966	12957569.369496426	44084367.74891594	44328814.82503166	41226856.61970674	120735471.13860773	230331558.39575917	141296819.82089958	13385460.754822338	16834538.51912794	320009217.38771933	411025973.7302685	304444709.8009385	9919926.593310332	722003151.5529187	9908500.163821772	567377.351617695
623.851__3.55_4290	86641355.10389866	158727329.00295657	200003394.0648196	55474450.00747644	45398634.2852049	101392730.65181106	76653418.31570925	115832121.91802064	81815792.97517255	58503569.554053195	132579681.65543976	98698128.88323957	85979325.17956012	87145455.44909307	67467627.48829253	518094.0263992965
623.52_C28H64N12O2_7.34_4477	22542221.995941807	69163086.58672424	116271504.62439568	106923027.40148138	60944676.86734479	98832029.2797481	47993768.47263723	130710535.01237369	274168884.53947616	12254639.664018301	67296449.84716192	122320507.14103092	61382629.69227909	85748604.5567182	63277993.45872351	9776881.928122304
623.508_C34H70O9_8.57_2234	106700488.63831632	315309334.4560432	3479326.660667085	9787040.50338396	11923422.30864752	280084337.4981212	191864959.52127612	469932295.19577175	95878139.75036182	154387103.96900126	276058610.98092234	57591574.68553986	34913333.51749886	106583619.73733342	69604822.15299542	92933.4522784665
623.464_C31H64N6O4_9.44_1520	125890168.65727223	52964399.94282315	64835505.96725323	150293633.66280916	105269216.33124724	307523817.0165888	61377841.32689484	45955312.687029704	56368141.53237383	310243619.42257494	76069707.87798391	70746350.46852052	61283078.99597629	76344439.91786548	65234303.09835889	3586500.421831367
623.452_C30H63N4O7P_7.94_2736	86534450.04022193	21486619.782535207	20318025.742663447	22257358.267044093	39574062.91026254	131529220.00757556	92291181.8422186	134162444.7820692	65140603.35886469	72951976.9457588	107531252.56543092	69934412.47069415	144269283.91433534	161362120.12025878	167105179.49030483	117625.75397009654
623.362_C27H46N10O7_5.09_3500	61034591.8117824	64604968.81330685	218336445.22310093	84611409.74556608	77050398.08557102	62229453.22761602	144296736.43282768	57456146.49772814	41191705.79334814	92780347.40187036	82461642.95161791	84665173.07575056	63149641.22123915	56359885.50425197	71627165.14079367	7031137.817506855
623.304_C28H42N6O10_5.23_1014	80221519.62927637	2690976.9413282718	227051409.9341024	157418150.98941532	209828724.97819293	90625248.17758392	72325663.48868912	163163812.52179095	128321028.08040234	74635308.22025214	102522824.02785625	270619224.4753907	234191684.7111917	80474827.86609621	138292502.1535888	493443.45781042846
622.525_C35H67N5O4_9.17_4043	129769905.04756418	109706970.46879	28728204.522846244	50682820.02630337	18441588.01068289	220213221.62369895	36128626.27236947	258002768.75169447	90306875.22570242	81986381.27151659	110016489.36614531	19734378.05067297	81899287.85841925	61208201.40659317	81639956.35298306	5771220.284966724
622.4_C24H51N11O8_3.29_3570	56505828.73495497	382982771.41407514	154787529.17698148	151156163.86770055	213731394.49760503	116621354.11428452	79976026.51862276	102142636.67355125	301624305.9636337	81821081.73904377	120902140.51390304	243544966.52972463	197971570.96358716	59132927.13058338	53058931.58206996	116319.57553825036
621.449_C35H60N2O7_9.41_614	150317638.15895212	13280047.2000753	71707300.01638497	128534230.8317468	50905648.67047647	195520822.86890408	67424916.18063642	443600712.9411463	101949261.10960051	264433953.76502883	79427762.44977278	69127118.62513803	37550953.05955032	51851627.53875092	30819057.02044191	1221834.2613643182
621.37__3.63_5210	75501913.89235272	119077379.2671044	191934762.555565	51832425.55121757	78657681.38292842	91258341.807572	59658737.84534318	88455684.17083292	147723399.82366592	97832333.74216366	82372221.88564357	122708585.84815784	104078666.24657618	88448749.08653857	60495034.82688431	510502.7306075409
620.914__8.24_1631	118063965.06728975	22946230.26414381	8255229.398335922	15796779.97144091	5386802.76159413	225728447.2346564	153481603.55531242	261244864.55021623	80424891.56979042	187308299.3717648	268743697.005139	32344890.03661928	27955534.76215377	94112397.26515108	78635148.08564669	1347036.3903720293
620.442_C38H57N3O4_6.86_981	15321436.693073168	19834407.56996095	238402338.82742336	75400924.61818433	95096102.728559	62619567.38359489	132251281.42006208	116361598.564408	164209642.9375277	213321651.9329884	131963530.60508136	70100564.23650144	126872477.42933124	32719504.83946707	62350270.6834277	890907.5812771769
620.411__8.23_1408	97584996.057769	60257867.76914033	9734883.409120046	24627271.92317455	6512460.2725027865	217630591.3009009	173193884.4289915	230165496.0137801	80630800.30704363	145110404.2938124	242848576.278815	36565897.80729833	29716625.53057603	104096121.61129844	71406002.34082861	649114.9081763094
620.404_C24H57N7O9S_7.03_2292	244723914.42657065	30412766.52676124	63077304.31395853	59021627.08672573	25847336.546962306	16390060.928762052	120936586.64715824	106550838.3057022	12263454.119623724	174117192.95495936	230863428.75439042	51402436.10417108	53805210.00750253	189881987.8363491	78712205.95961587	254516.64898470746
619.869__3.56_4422	86729965.04002434	263200373.39002997	25580421.97101706	17887542.125970498	63579920.72595451	103628690.3906197	85191840.16812997	117774465.78522328	145962853.80137175	47460041.04759693	58305651.61011496	73764573.9515885	75003698.24178697	71912127.96348928	28885222.17753304	1745483.5061287554
619.453_C33H58N6O5_9.06_2496	109905202.8105196	56466846.15778256	63094923.48173261	25939666.20677563	18055783.74928648	74884622.22085771	253779057.63343424	101931647.4208807	45238846.23991091	121101699.4446877	100867466.159719	41318510.75999786	101896214.66810855	32819883.759177767	181940343.73485735	3628090.186917672
618.461_C24H55N15O4_7.94_2119	80072977.47764431	174012340.23603523	11873359.961407827	19572940.824673466	10200652.948328333	238465252.80989808	167105326.56507543	274368662.23489094	99946608.384259	133591639.62631084	254138502.5029375	46210234.79996027	39586448.92147314	109389665.86802876	75157614.18522559	35507.070472644176
618.435_C21H55N13O8_8.26_1326	120916995.77273768	53810780.78408341	12947201.1452738	23470784.976235624	9875819.628577176	207674330.18623623	183874876.36253482	277967158.96008015	93132048.46233144	165382768.66745988	273677243.6019358	42615452.16792311	41808889.04560549	111878953.36636683	68959386.6205555	387257.82548694854
618.405_C25H51N11O7_4.07_499	75578781.27822737	336037777.3183942	163417126.98038945	14257456.15775905	155660086.54575482	81753109.49904627	344430821.1825712	19253902.811811823	38446791.33005297	19204361.291391186	254022122.93648282	79812637.3764216	1540294222.7612462	184169604.140356	63591324.77910323	933302.902794753
617.933__8.23_1056	116412689.36607812	47932208.96616945	12391540.314896535	21208567.158296186	9247556.321585337	231587954.78658164	169893578.33899373	290204327.6231252	88976172.60242465	144123206.30703276	270913925.5288959	51173781.64653046	42897930.16336509	108432544.53008863	77461058.70346113	216029.6551899881
617.46_C33H70N2O3Se_7.93_1012	90926097.09183282	186927166.2029937	13638690.09234716	20882802.19739257	14123102.285010673	2133231.680108556	187762052.1284077	320992623.754392	111944063.25708447	145508159.03134272	287252455.09025186	54996308.5822682	48862383.37616683	122810311.62341943	88806596.86509956	47952.98860849428
617.438_C32H60N2O9_8.95_1354	55759326.15163238	121098693.30482608	18212729.732802134	9141534.981022242	57072471.49392668	178529288.53103104	129472330.78954782	472130062.0862213	55792308.19975099	15201174.128080767	336933514.6919292	89626695.68823527	54555689.65036364	33616573.52068297	137729782.77600363	904104.636085147
617.426_C32H58N4O6_6.54_2227	23789097.463803586	147300207.14171448	33699002.84464008	100443278.56709418	42147827.13306411	223316323.53735268	226185092.989306	11313937.495977456	100548431.59921964	252784093.78128484	69102952.23314956	54900265.24004154	26685658.44223369	206940839.0228988	188697815.11341372	538772.160400488
615.484_C27H58N12O4_8.65_2978	76048690.64835413	49840596.89124078	204928630.15038183	194967643.03670943	95365994.675119	180438204.45626664	38212303.770823605	43722230.43786711	41273008.82940873	224499925.47952983	64203662.62357728	179471146.20382524	186475059.31448916	94745510.44381842	35027606.03415107	1167103.46237852
615.456_C23H59N12O5P_9.36_2793	686469528.1332747	104539441.21274444	54901300.24296609	36800033.04649901	38237775.154313065	248891679.139638	233974163.11616844	273683090.50690734	22619933.890366536	43880586.27431493	52967502.84661412	34837613.59729174	56534300.08012871	15825696.952618765	18432868.043023016	5385616.970701367
615.455__8.31_1389	134896169.25115517	34448546.93937059	11634034.275448393	29127394.61420129	3404480.1427396787	238983569.7189257	180041754.71957108	298105873.01708484	110785250.32623674	148825260.36210296	269710855.44515216	65247481.10434948	35855818.85065072	136066673.92567658	82009084.03885788	311362.0064490873
615.34__3.65_4692	89241383.43690434	163451583.69548032	142571178.0437464	46287604.48420239	51208305.80389591	94502251.3734782	78084508.84840944	118227515.49631536	97847611.91910368	84087176.87601931	48790920.00933269	20462984.30655708	100743145.4510672	58305869.77491798	52873650.24264511	1265362.5595046664
614.938__7.71_3050	83878303.96547508	64370690.89915966	22004724.788673066	26605272.70468179	33906399.40122147	145649177.90701783	83951467.95582673	154902078.39309752	62375412.41503941	50583312.12238737	130705074.7900739	57564727.07517433	161423176.6289296	173906533.59210804	187225787.07916397	458897.64719637757
613.34_C20H44N12O10_3.07_2045	60682608.17434935	221892586.45921543	307313875.01773286	173575835.92056686	202780228.3918488	104296960.70028424	88523207.81592108	85737930.31528105	187936514.5813996	70127949.01065224	106053261.9276918	210255175.305208	196892278.929731	36438380.9436904	50024423.10901295	466870.56185526657
613.341_C21H40N16O6_3.93_3335	179253618.1547014	59171982.2963229	356789351.23827225	86187572.83214797	115235978.70318753	86645807.2246676	65669454.92008963	68335056.48602743	71243546.66085525	54020257.44338021	84986124.53186616	61696853.54775698	663907406.3692857	45940442.21927998	147621470.065514	10953181.887321062
613.294_C25H40N8O10_6.26_2036	283923141.0293109	37694474.80318412	48427286.60024904	66023907.58003695	65605613.77119792	89247961.78082511	133285028.78276524	84148426.70621057	57059808.19724848	205424124.8519805	124537143.42592658	40591391.317922	55680292.83654209	184200773.1141993	111122551.76406002	392845.9995620558
612.504_C30H67N4O8_7.94_381	79595855.9736315	133892855.51200856	12407395.885869268	16784982.30860526	13120177.47957307	208361744.48046312	154828997.84074137	241689740.11505553	95605071.65422726	123864954.7684704	228707861.1064786	47697694.90791803	39425883.26701117	106502954.52622302	75584389.78595161	14040.870352178625
612.472_C22H57N15O5_7.5_1419	164903085.5294463	46597173.78667533	13732076.539819576	42358677.22108385	31924672.57336312	138744547.74469742	111393550.39986645	143109819.77259094	119244680.52234341	43015626.28160039	213836567.88010177	66253792.62667651	57929629.55355264	116286038.91271016	59542650.36626073	4380039.692659161
611.484_C31H66N2O9_9.7_2160	92274077.09841664	61402793.83751581	75997712.01423621	70074048.26304884	46524028.66842464	86092359.66966417	59770884.55802365	262412566.97299823	44332561.14601049	66903760.60261217	101890222.60534698	91323641.6596312	61326619.18818318	53797080.53132621	64243975.67516335	29257634.201936986
611.472_C32H66O10_7.3_1149	254498959.79619208	43905356.46591225	13628984.799670605	34957116.33170852	22432650.36276722	140775458.96174642	86597131.90255696	123972750.86768724	87927038.84580271	169182772.02696463	206762929.3862045	68304278.64535823	58963336.40654945	184090229.968446	133991471.22265716	272302.0329564124
611.424__8.86_101	54237997.55480602	202625689.03168815	56775894.54861294	51399250.63514146	286592041.9295303	38129388.07806869	208946188.6326362	124505973.84960936	4318687429.896556	83012222.88681631	17918133.4233269	17660058.409640122	43053840.06287687	72525893.62573217	5374453.448552349	5038060.621685451
611.343_C29H50N6O4S2_6.49_3574	202734728.42876676	33332538.29462835	121161200.81805468	40912260.69702476	29441240.89950056	33601103.1627154	79286617.10707243	60595260.10546559	130969766.5123665	23434211.929806083	171363232.79739845	88520063.72920063	28722363.46653805	52296754.46208146	100335440.82360804	4836156.36067069
610.488_C32H67NO9_8.29_2085	163429753.9933605	8397860.493505945	16121444.496585425	10905717.121500082	18900814.900992144	309799150.72507054	32813709.83691784	429657265.3582018	134296127.28888726	202556493.0723532	262161554.34925508	48334604.42602393	69561580.85665663	126388414.70069952	42107917.73339405	1427750.4826883387
609.373_C26H53N6O8P_7.44_4411	14604476.786515662	8966263.78415056	9407903.520079743	7710986.001870393	12053224.982153118	476665616.7967505	177082865.95662612	557132532.7162143	153487043.82945532	162805433.9119506	388548201.23571646	57500382.78583466	35209296.04637453	137241406.58175585	103113026.16250296	316230.40340780426
609.373_C26H53N6O8P_6.55_3581	46116030.16205615	49535092.92357209	8737952.971905546	7965537.6186482925	3554494.2786558163	220716901.83272573	129251116.77042024	247441662.6255156	128523194.4297771	145229030.10659334	284409113.9796419	40027756.38034893	25281797.666238	98227205.91584644	84183558.02200677	1779142.8826674356
609.363_C26H53N6O8P_7.84_2782	237416184.6670656	15871901.082452353	31218509.49876517	46060648.31203955	11470061.26196569	141617138.46956083	67857351.09309581	154345647.78229564	115931019.88814388	128334566.86628124	241504892.0898348	62558458.93394585	47342049.21606597	161491375.2552997	79000535.39148551	650644.3462374457
609.254_C37H36O8_3.34_1091	77076392.30847648	53821914.71339213	105706571.75607798	77068809.57423972	251026327.01349875	72832851.05084471	173195594.5945588	88762991.10659611	65766687.50290959	69955142.65680693	75691858.51823409	108378008.84218958	108620241.37380189	66362333.33032322	99967929.54551566	242505.69447326328
608.946__8.99_69	38111896.48352289	756439241.0253505	102126427.19402836	110233262.84973264	158953655.14950705	20454968.985849526	511681688.9909437	20413419.750078507	11015882691.071823	42802756.88900626	98205184.2489929	63572543.46803151	85306958.36246529	65006040.41519657	35808716.05599255	4680560.06005734
608.385_C26H59BN4O6Se_3.07_1381	63844244.52338523	302916777.5948837	14165759.08104732	177827410.50677642	223497561.7715341	112950350.97908798	112343404.34933276	99470983.35376228	223490448.3789273	92962715.4921934	120790681.9172465	309005734.1105042	279012658.2106599	46334169.76972788	58992485.36654402	555580.2733651146
606.943_C15H28O7P2S7_8.31_2682	98299263.90284716	151338447.23375133	9078354.306413753	21427325.42655902	7158459.929351122	253254611.37630084	134630799.51446298	313726772.2793739	18861822.393101986	113355749.08810222	324250691.83201563	56008403.41950917	20315536.957032885	81280388.48982136	38551969.34516399	2074312.798863233
606.468__8.94_221	12513591.202733764	162972751.02622062	73005529.42452666	288789300.2813273	103761757.52225688	25722354.946600936	92623633.40913212	20075000.190351825	6204853130.762189	18811189.437195748	58007322.96681018	93178869.05323271	63445881.32577922	40586935.51760587	52920715.27996486	2982071.3626579717
