#SampleID	V7-arm-healthy-BA7	V7-arm-healthy-BB3	V7-arm-healthy-BB7	V7-arm-healthy-BB6	V7-arm-psoriasis-BB9	V7-arm-healthy-BA5	V7-arm-healthy-BA3	V7-arm-healthy-BA4	V7-arm-healthy-BB4	V7-arm-healthy-BA6	V7-arm-healthy-BA8	V7-arm-healthy-BB8	V7-arm-psoriasis-BB10	V7-arm-psoriasis-BA10	V7-arm-psoriasis-BA9	V7-arm-healthy-BB12
957.631__7.62_4085	61357399.95141294	17006109.73056342	13108152.808970258	15775803.043796275	11588992.02962846	316963736.3318887	206511209.78678653	335697721.58992904	138073869.2929167	187262014.30815902	345229219.39619166	67885051.65636958	28274520.94462307	109704654.6440983	117092911.25607722	272222.1010886753
955.525__7.06_3916	379316662.09117585	39601964.65733774	54330676.27162225	26467725.34856458	76951481.31210205	97758025.78325006	89962945.93152401	81708072.83992025	87631333.02001607	207930897.14772183	255064735.211776	19823035.699125353	65919959.70023534	256782227.69314876	120980931.39607874	995567.5484020443
954.678__8.37_2186	107965124.49535759	117683156.47183187	14177981.594017714	22325186.346929897	14095337.157093262	235649361.0409815	160852716.6062117	311607577.33325213	89835362.35325925	146112477.81012797	226926534.23004192	62314808.20517268	37943531.83348294	97911539.20267113	75884215.68613777	325251.7386291843
953.674__8.39_629	105753870.78365916	114656398.2512946	14505392.023622287	22706592.68198357	12134988.93981821	232090708.4975617	169022424.83341882	292085617.2514255	87268948.46048295	148152435.98528528	225123624.06517947	58917530.79171047	42152798.57435905	97986321.34164096	75830066.45655382	38545.009740596535
952.672__6.62_2982	269140318.7382246	47756517.30485483	31563140.41398009	75357842.77251379	37224328.35232661	130479247.79275516	115840272.36031406	106521499.2844412	22326960.51908053	198331420.8635568	112318964.8910114	55490203.14572602	59498838.93990262	151319275.26651287	110875036.90014608	348353.2049047575
948.718__8.39_340	116148979.26466978	82483728.93367636	16540041.760037115	22698698.8206358	12609707.780226912	242094590.6572785	162321710.5047374	306763699.58254755	95617385.78970242	152769344.95374882	228807366.65991777	53650469.79155312	38788500.17496885	107243826.70079184	69126770.8571955	85820.9808740491
945.705__8.08_2558	22119243.795749586	147253529.0823639	65117616.0732728	81363823.7002882	50226711.52839998	38088121.69140025	197519951.95678383	44924304.38206518	904203037.6065336	60732853.03198905	71633942.35986084	29914650.80107323	99442584.41945118	29085412.766681086	38477334.59093963	5431094.045051133
945.588__8.23_4782	61049226.01995285	25381161.93879507	8316410.290627322	16807305.297346413	12425883.07601727	459265855.26806504	216946059.76806965	561636701.3678771	150834286.6847032	205427451.35852265	425264336.07138747	59063795.43963354	20225166.57387341	136725996.27809465	88557649.16758652	75899.07707642471
940.632__8.28_4703	52885970.144680895	25114582.828502014	15150995.209759813	16199376.50260024	13440712.868079064	488848109.9069456	229212596.47494924	601757146.0875428	152010425.9574282	217484105.40576476	454642007.0687528	58370633.22339156	32379479.72756162	127203421.40587194	91788464.02523768	81809.4798474355
939.599__7.91_3785	21725975.591249272	104048756.73259814	14553453.418041104	22683110.447388776	36176478.166848294	1496369341.2631311	161944403.13114828	2107655108.9139664	92897838.29032364	97638935.25552692	1944902196.4153376	52025982.47953123	49470726.43125991	78493906.65397474	71253788.34980509	4705661.280208772
936.681__7.2_2484	208235665.331949	95815184.67218028	33280560.76696835	58413684.22546999	19719513.81057843	104280470.70336756	88534643.91573583	93331856.07631859	33824992.45247345	144043942.54717767	184453582.01603308	65522873.328737706	36205806.21838535	134567653.23353273	106201784.3216123	711875.4696639052
931.69__8.48_3471	86117744.2840586	358617342.62206256	22343646.571510654	10992172.578633577	7694238.398005099	290782261.27975345	183412264.27808696	472984841.92902666	58221919.34212604	139688049.92267156	307981050.656786	16882361.429374903	16059482.469663255	83436339.63898307	69750691.70665534	3331926.5639191344
929.491__6.01_4603	359287207.52966744	23618792.862899084	12398034.983467955	39498374.9396617	35886396.47030194	118522387.49311396	92626707.87050176	65104799.74866703	41838449.38301616	198506457.98109663	219651622.68974683	25488539.266845897	15911221.568228215	216164387.2976039	87864052.67307073	406433.1645819989
927.494__6.39_3864	296683684.7622522	7625307.639294649	27917786.674030524	46998373.48861413	52487201.26972107	96828860.76901986	113656535.403704	80758588.30026709	57853225.4155365	271581946.99244416	191690119.9802384	45980102.18249418	39006748.52599292	219831420.36482665	119969841.50162068	429165.5544377998
