index	V9-arm-healthy-BG3	V9-arm-healthy-BG5	V9-arm-psoriasis-BG9	V9-arm-healthy-BG6	V9-arm-healthy-BG4	V9-arm-healthy-BG8	V9-arm-psoriasis-BG10	V9-arm-healthy-BG7	V9-arm-psoriasis-BG11	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
453.21_C16H32N6O7S_4.24_1803	57932769.884756565	35683945.36114155	31138379.693407036	44974995.458933346	52965943.9891933	52991990.0	55929824.671001926	55729989.04741301	67618427.70717771	50046605.62357295	50551807.31255826	50551807.31255826	50551807.31255826	50551807.31255826	51562210.69052889	52978966.994596645	52991990.0	52991990.0	52991990.0	52991990.0	55929824.671001926	300279633.74143773	454966265.8130244	454966265.8130244	454966265.8130244	454966265.8130244	154686632.07158667
452.85__8.52_1858	99073030.98758183	44095094.567728385	18639973.18733401	101562242.39075008	80692705.00590907	54227325.12293436	11492077.03175809	117388831.73274608	22762799.0	82839871.6346083	61103786.55852687	61103786.55852687	61103786.55852687	61103786.55852687	17631616.406364035	89882867.99674545	54227325.12293436	54227325.12293436	54227325.12293436	54227325.12293436	18639973.18733401	497039229.8076498	549934079.0267419	549934079.0267419	549934079.0267419	549934079.0267419	52894849.2190921
452.394_C22H51N4O5_7.37_217	40138905.61539173	69768910.12411438	28671459.496486656	112137051.87367229	83366650.0	97609897.05546944	25270273.285845745	113785022.03929739	17282590.290848423	86134406.11799087	65336751.08679178	65336751.08679178	65336751.08679178	65336751.08679178	23741441.024393607	90488273.52773473	69768910.12411438	69768910.12411438	69768910.12411438	69768910.12411438	25270273.285845745	516806436.7079452	588030759.781126	588030759.781126	588030759.781126	588030759.781126	71224323.07318082
451.363_C24H50O7_6.7_417	46324301.64519574	70974885.0	29943890.88656837	111070816.50535192	63085233.84603902	72806177.46540791	21245015.108613122	115316387.89912046	12152588.642283812	79929633.7268525	60324366.33317559	60324366.33317559	60324366.33317559	60324366.33317559	21113831.545821767	71890531.23270395	63085233.84603902	63085233.84603902	63085233.84603902	63085233.84603902	21245015.108613122	479577802.36111504	542919296.9985803	542919296.9985803	542919296.9985803	542919296.9985803	63341494.637465306
451.356_C31H46O2_8.06_631	39154768.718206674	61611482.23150225	35750993.83165515	54054985.0682867	55139547.52444631	52991990.0	44336133.24245311	36306640.27969513	38725966.73756605	49876568.970356174	46452500.84820127	46452500.84820127	46452500.84820127	46452500.84820127	39604364.60389144	53523487.53414335	44336133.24245311	44336133.24245311	44336133.24245311	44336133.24245311	38725966.73756605	299259413.82213706	418072507.6338114	418072507.6338114	418072507.6338114	418072507.6338114	118813093.81167433
451.339_C23H42N6O3_8.51_2708	5921429.248048432	65286761.82804895	144931447.53286833	71083270.77157371	56034968.19397139	54139600.69431832	69698287.96559067	88584643.3859897	22762799.0	56841779.02032509	64271467.62448994	64271467.62448994	64271467.62448994	64271467.62448994	79130844.83281966	60660865.01101017	65286761.82804895	65286761.82804895	65286761.82804895	65286761.82804895	69698287.96559067	341050674.1219505	578443208.6204095	578443208.6204095	578443208.6204095	578443208.6204095	237392534.49845898
451.27_C19H38N4O8_4.36_651	43692818.91220294	11624768.574811956	44062537.59905947	49949587.16651979	19771115.83827825	52991990.0	33656274.941937946	20139736.509530894	64162283.770044774	33028336.16689064	37783457.03470956	37783457.03470956	37783457.03470956	37783457.03470956	47293698.770347394	31916277.710866917	43692818.91220294	43692818.91220294	43692818.91220294	43692818.91220294	44062537.59905947	198170017.00134385	340051113.31238604	340051113.31238604	340051113.31238604	340051113.31238604	141881096.3110422
451.269_C21H40N4O3S_5.4_1793	34771105.0	100712962.33038284	76761368.5217105	58253383.53543788	45476515.12004657	32228599.935977403	79876201.01275772	54869892.493181504	35645414.59178914	54385409.7358377	57621715.8379204	57621715.8379204	57621715.8379204	57621715.8379204	64094328.04208579	50173203.80661404	54869892.493181504	54869892.493181504	54869892.493181504	54869892.493181504	76761368.5217105	326312458.4150262	518595442.54128355	518595442.54128355	518595442.54128355	518595442.54128355	192282984.12625736
451.261_C17H30N12O3_4.04_1658	34771105.0	48053692.14353121	51174833.412279986	80019017.21499695	36950775.6038855	40580436.58572284	60255309.770751566	61804602.65987453	85648467.68594176	50363271.534668505	55473137.786331594	55473137.786331594	55473137.786331594	55473137.786331594	65692870.28965777	44317064.364627026	51174833.412279986	51174833.412279986	51174833.412279986	51174833.412279986	60255309.770751566	302179629.20801103	499258240.07698435	499258240.07698435	499258240.07698435	499258240.07698435	197078610.8689733
451.218_C20H34O11_3.66_297	0.30123311963613075	2962422215.024241	32238721.5462578	253486225.45976225	364913668.58463615	23813851.730261676	30999084.0	28205571.252840456	0.30123311963613075	605473588.7254958	410675482.022274	410675482.022274	410675482.022274	410675482.022274	21079268.615830306	140845898.35630134	30999084.0	30999084.0	30999084.0	30999084.0	30999084.0	3632841532.352975	3696079338.200466	3696079338.200466	3696079338.200466	3696079338.200466	63237805.84749092
450.815_C7H2N2O9S6_6.77_832	34771105.0	33257633.520104207	46019845.415460475	64170957.68825162	53782607.28879959	46509092.07281125	71852015.38758945	67247308.39758344	34266794.05305033	49956450.66125835	50208595.42485004	50208595.42485004	50208595.42485004	50208595.42485004	50712884.95203342	50145849.68080542	46509092.07281125	46509092.07281125	46509092.07281125	46509092.07281125	46019845.415460475	299738703.9675501	451877358.82365036	451877358.82365036	451877358.82365036	451877358.82365036	152138654.85610026
450.27__3.55_3065	55954126.274473265	183144168.98092946	58631722.08046514	39344145.15233705	83366650.0	23569485.498510774	30741427.369163267	31359237.25358706	36565022.745147526	69456302.19330628	60297331.70606817	60297331.70606817	60297331.70606817	60297331.70606817	41979390.73159198	47649135.71340516	39344145.15233705	39344145.15233705	39344145.15233705	39344145.15233705	36565022.745147526	416737813.15983766	542675985.3546135	542675985.3546135	542675985.3546135	542675985.3546135	125938172.19477594
450.269_C21H39NO9_4.46_1310	39720923.05705829	45850919.97441919	64104758.75115304	65005080.190915346	65743809.7813651	44561290.45532511	63189000.31843032	63070178.99999999	58127960.75121398	53992033.743180506	56597102.47554226	56597102.47554226	56597102.47554226	56597102.47554226	61807239.940265775	54460549.48720959	63070178.99999999	63070178.99999999	63070178.99999999	63070178.99999999	63189000.31843032	323952202.459083	509373922.27988034	509373922.27988034	509373922.27988034	509373922.27988034	185421719.82079732
450.257_C20H37N2O9_3.44_4267	48346464.04634188	22322809.859849658	179184334.6269352	35237981.512801975	69908474.58828256	52991990.0	31803121.046307452	48516979.42604005	86151265.0955414	46220783.23888602	63829268.91134446	63829268.91134446	63829268.91134446	63829268.91134446	99046240.25626135	48431721.73619097	48516979.42604005	48516979.42604005	48516979.42604005	48516979.42604005	86151265.0955414	277324699.4333161	574463420.2021002	574463420.2021002	574463420.2021002	574463420.2021002	297138720.76878405
450.235_C19H41N3O4Se_4.13_12	17343763.84710354	1197898.5373910991	5276070.6356264325	42213640.42935928	83366650.0	88026475.83856894	46850992.76701591	118661439.96229215	48431719.37076432	58468311.43578583	50152072.37645796	50152072.37645796	50152072.37645796	50152072.37645796	33519594.257802222	62790145.21467964	46850992.76701591	46850992.76701591	46850992.76701591	46850992.76701591	46850992.76701591	350809868.614715	451368651.38812166	451368651.38812166	451368651.38812166	451368651.38812166	100558782.77340667
450.234_C17H27N11O4_2.88_2657	30061694.80057542	63426611.13413192	28145701.22964648	77931989.0	198600318.10619456	286144977.3773692	20277698.820800092	436217527.7150614	22826580.147560295	182063853.02222207	129292566.48125993	129292566.48125993	129292566.48125993	129292566.48125993	23749993.399335623	138266153.55309728	63426611.13413192	63426611.13413192	63426611.13413192	63426611.13413192	22826580.147560295	1092383118.1333325	1163633098.3313394	1163633098.3313394	1163633098.3313394	1163633098.3313394	71249980.19800687
449.825__7.83_1498	105454818.23047125	28898869.661279112	8961062.746500144	91058608.14964065	83366650.0	118756507.27146688	9752046.289693182	146622277.9368469	7948364.494496591	95692955.20828414	66757689.420043856	66757689.420043856	66757689.420043856	66757689.420043856	8887157.843563305	98256713.19005595	83366650.0	83366650.0	83366650.0	83366650.0	8961062.746500144	574157731.2497048	600819204.7803947	600819204.7803947	600819204.7803947	600819204.7803947	26661473.530689918
449.383_C25H52O6_7.71_1047	44102733.33219599	62589339.399756745	19790916.330021955	120810953.108697	83366650.0	96139436.94977757	16227177.716022378	114760215.43713227	15344164.094866835	86961554.70459326	63681287.37427453	63681287.37427453	63681287.37427453	63681287.37427453	17120752.713637058	89753043.47488879	62589339.399756745	62589339.399756745	62589339.399756745	62589339.399756745	16227177.716022378	521769328.22755957	573131586.3684708	573131586.3684708	573131586.3684708	573131586.3684708	51362258.14091117
449.324_C23H40N6O3_8.3_512	9766424.327538269	70974885.0	93449423.80700794	65997914.484648794	67288583.69867562	78472838.88787603	81018960.93887994	41332287.35656927	72434896.82729827	55638822.29255134	64526246.147610456	64526246.147610456	64526246.147610456	64526246.147610456	82301093.85772872	66643249.091662206	70974885.0	70974885.0	70974885.0	70974885.0	81018960.93887994	333832933.75530803	580736215.3284941	580736215.3284941	580736215.3284941	580736215.3284941	246903281.57318616
449.324_C23H40N6O3_8.01_1745	15162557.847318491	70974885.0	87628123.84189081	32881175.53285677	62053290.37534441	72232953.99944405	58920966.81303826	51338753.03933618	70039356.78205575	50773935.96571666	57914673.69236496	57914673.69236496	57914673.69236496	57914673.69236496	72196149.1456616	56696021.7073403	62053290.37534441	62053290.37534441	62053290.37534441	62053290.37534441	70039356.78205575	304643615.79429996	521232063.2312847	521232063.2312847	521232063.2312847	521232063.2312847	216588447.43698484
449.324_C22H44N2O7_6.79_2323	47134886.24718795	48445968.11926494	21782666.823230352	61255488.88684324	83366650.0	97580933.99842352	58474948.33038824	38001321.58967046	49560562.276031554	62630874.806898355	56178158.47456002	56178158.47456002	56178158.47456002	56178158.47456002	43272725.80988338	54850728.50305409	49560562.276031554	49560562.276031554	49560562.276031554	49560562.276031554	49560562.276031554	375785248.84139013	505603426.2710402	505603426.2710402	505603426.2710402	505603426.2710402	129818177.42965014
449.254_C21H44NO4Se_6.81_1062	23986645.14779293	70974885.0	12196260.715361938	101681350.83716016	98199018.53031133	67670297.4321079	6107934.332217934	70345967.29680884	17765299.411909647	72143027.37403019	52103073.189296745	52103073.189296745	52103073.189296745	52103073.189296745	12023164.819829838	70660426.14840442	67670297.4321079	67670297.4321079	67670297.4321079	67670297.4321079	12196260.715361938	432858164.24418116	468927658.7036707	468927658.7036707	468927658.7036707	468927658.7036707	36069494.45948952
449.254_C18H36N6O5S_4.79_1753	83178719.74532959	52685680.83241179	37251944.029314496	77931989.0	37201793.61855298	32386093.565664336	61513879.48664584	60748772.77558512	75977898.79966912	57355508.2562573	57652974.65035258	57652974.65035258	57652974.65035258	57652974.65035258	58247907.43854315	56717226.803998455	60748772.77558512	60748772.77558512	60748772.77558512	60748772.77558512	61513879.48664584	344133049.53754383	518876771.85317326	518876771.85317326	518876771.85317326	518876771.85317326	174743722.31562945
449.241_C18H28N10O4_3.93_1286	142998781.03642446	162048701.9392772	23580431.909445524	127198146.01569965	14675066.362378052	52991990.0	103044065.98013505	13950808.552071184	7815838.015193105	85643915.6509751	72033758.86784714	72033758.86784714	72033758.86784714	72033758.86784714	44813445.301591225	90095068.00784983	52991990.0	52991990.0	52991990.0	52991990.0	23580431.909445524	513863493.9058505	648303829.8106242	648303829.8106242	648303829.8106242	648303829.8106242	134440335.90477368
449.178_C19H24N6O7_3.39_1804	32858640.63385349	11862191.7664405	9654951.823615119	56891183.5365974	83366650.0	72965634.25084542	43038651.338096485	150695481.3006795	114055837.44708009	68106630.24806939	63932135.78857867	63932135.78857867	63932135.78857867	63932135.78857867	55583146.869597234	64928408.89372141	56891183.5365974	56891183.5365974	56891183.5365974	56891183.5365974	43038651.338096485	408639781.4884163	575389222.097208	575389222.097208	575389222.097208	575389222.097208	166749440.6087917
448.337__6.93_1714	34771105.0	25964639.524780013	48159924.388715014	48546554.137567766	35463209.12472456	47800379.56752365	73412285.95033494	78293637.60084474	81968552.3177911	45139920.82590679	52708920.84580909	52708920.84580909	52708920.84580909	52708920.84580909	67846920.88561368	41631794.346124105	48159924.388715014	48159924.388715014	48159924.388715014	48159924.388715014	73412285.95033494	270839524.95544076	474380287.6122818	474380287.6122818	474380287.6122818	474380287.6122818	203540762.65684104
448.295_C17H37N9O5_4.92_3585	162881431.42965338	260998070.5745519	11497677.927376082	11397212.832312863	155565386.5977276	27571154.273788985	30999084.000000004	16044850.544788068	49766855.869152814	105743017.70880382	80746858.22770575	80746858.22770575	80746858.22770575	80746858.22770575	30754539.265509635	91568270.4357583	30999084.000000004	30999084.000000004	30999084.000000004	30999084.000000004	30999084.000000004	634458106.2528229	726721724.0493517	726721724.0493517	726721724.0493517	726721724.0493517	92263617.7965289
448.256_C17H33N7O7_3.72_2077	89882241.86263806	70974885.0	21692137.333370924	38761358.80031393	31065180.875918347	101815296.53751168	39915115.463773064	87976377.55360165	16256595.378695698	70079223.4383306	55371020.97842482	55371020.97842482	55371020.97842482	55371020.97842482	25954616.05861323	79475631.27680083	39915115.463773064	39915115.463773064	39915115.463773064	39915115.463773064	21692137.333370924	420475340.62998366	498339188.8058233	498339188.8058233	498339188.8058233	498339188.8058233	77863848.17583969
447.405_C26H54O5_8.63_696	39489437.928647414	70304399.74775082	31034178.999999996	40146077.959095165	322541920.12668365	67572243.36740488	34468515.93973463	62279365.07319882	11952556.885935636	100388907.36713012	75532077.33649457	75532077.33649457	75532077.33649457	75532077.33649457	25818417.27522342	64925804.22030185	40146077.959095165	40146077.959095165	40146077.959095165	40146077.959095165	31034178.999999996	602333444.2027807	679788696.0284511	679788696.0284511	679788696.0284511	679788696.0284511	77455251.82567026
447.382_C24H50N2O5_7.69_2412	47867745.89439183	61139596.360525675	97989197.79120988	61882468.70147682	63502654.72924152	45036898.14637847	70645692.46198891	63070178.99999999	79027327.77906024	57083257.13866905	65573528.98491926	65573528.98491926	65573528.98491926	65573528.98491926	82554072.67741968	61511032.53100125	63070178.99999999	63070178.99999999	63070178.99999999	63070178.99999999	79027327.77906024	342499542.8320143	590161760.8642733	590161760.8642733	590161760.8642733	590161760.8642733	247662218.03225905
447.345_C28H46O4_9.21_925	261191726.93684468	70974885.0	75676871.73569167	110071384.16005382	46161495.05176996	76777805.49017899	18626032.70236411	36983021.295173906	14963237.055749526	100360052.98900355	79047384.38086964	79047384.38086964	79047384.38086964	79047384.38086964	36422047.164601766	73876345.2450895	70974885.0	70974885.0	70974885.0	70974885.0	18626032.70236411	602160317.9340214	711426459.4278268	711426459.4278268	711426459.4278268	711426459.4278268	109266141.4938053
447.345_C28H46O4_8.96_3594	53982353.47093092	49131453.250119746	31034179.0	86486321.28871135	64393194.98191499	13676731.270528816	40327672.789074406	18439048.617642734	36086688.436024845	47684850.47997477	43728627.01166087	43728627.01166087	43728627.01166087	43728627.01166087	35816180.07503308	51556903.36052533	40327672.789074406	40327672.789074406	40327672.789074406	40327672.789074406	36086688.436024845	286109102.8798486	393557643.1049478	393557643.1049478	393557643.1049478	393557643.1049478	107448540.22509925
447.257_C22H38O9_4.69_561	121543528.98864105	70974885.0	47138117.0488658	34111028.67956044	84235483.6899359	34747127.88496942	23712359.137369704	60004706.688033976	36751660.570127465	67602793.48852347	57024321.96527819	57024321.96527819	57024321.96527819	57024321.96527819	35867378.91878766	65489795.844016984	47138117.0488658	47138117.0488658	47138117.0488658	47138117.0488658	36751660.570127465	405616760.9311408	513218897.68750376	513218897.68750376	513218897.68750376	513218897.68750376	107602136.75636297
447.184__3.35_5417	37833787.75136095	47064091.89188383	120700421.84625147	56780243.096831545	40037113.49669941	52991990.0	35804754.43694404	36238164.64382253	85799414.35293837	45157565.14676637	57027775.724081345	57027775.724081345	57027775.724081345	57027775.724081345	80768196.87871128	43550602.69429162	47064091.89188383	47064091.89188383	47064091.89188383	47064091.89188383	85799414.35293837	270945390.88059825	513249981.5167321	513249981.5167321	513249981.5167321	513249981.5167321	242304590.63613385
446.296_C21H47BNO3Se_2.98_1826	22789788.860853292	70974885.0	7808620.685116512	38615386.424257	88896864.7405838	123617594.79760492	17958338.698313102	182862382.39675736	23685039.781188454	87959483.70334274	64134322.37607494	64134322.37607494	64134322.37607494	64134322.37607494	16483999.721539356	79935874.8702919	38615386.424257	38615386.424257	38615386.424257	38615386.424257	17958338.698313102	527756902.2200564	577208901.3846744	577208901.3846744	577208901.3846744	577208901.3846744	49451999.16461807
445.367_C24H48N2O5_7.66_2523	150685404.6542106	86059105.76453781	31034179.0	23350538.352995448	25842893.337757267	21772403.294824284	32543765.832316093	16875214.710168455	69090859.87175356	54097593.35241565	50806040.53539595	50806040.53539595	50806040.53539595	50806040.53539595	44222934.90135655	24596715.845376357	31034179.0	31034179.0	31034179.0	31034179.0	32543765.832316093	324585560.1144939	457254364.8185635	457254364.8185635	457254364.8185635	457254364.8185635	132668804.70406964
445.366_C20H44N8O3_8.03_1707	43950033.446668535	69046650.19768927	66575055.07092143	33003662.332731795	44245473.83924371	52991990.00000001	71583365.72579731	52519064.32732306	27909126.70396876	49292812.35727606	51313824.62714931	51313824.62714931	51313824.62714931	51313824.62714931	55355849.16689584	48382269.08328338	52519064.32732306	52519064.32732306	52519064.32732306	52519064.32732306	66575055.07092143	295756874.1436564	461824421.64434385	461824421.64434385	461824421.64434385	461824421.64434385	166067547.5006875
445.313_C20H40N6O5_5.99_2249	32566128.354534883	191297501.47821656	45393424.0830482	77931989.0	36419862.39670593	55474667.67871783	13735331.920342121	33795933.98899943	36896222.85749802	71247680.48286244	58167895.75089589	58167895.75089589	58167895.75089589	58167895.75089589	32008326.28696278	45947265.03771188	36896222.85749802	36896222.85749802	36896222.85749802	36896222.85749802	36896222.85749802	427486082.89717466	523511061.75806296	523511061.75806296	523511061.75806296	523511061.75806296	96024978.86088835
445.233_C20H39O7P_6.96_30	38954630.70488386	57243197.99400861	72365316.99246831	58057203.72466034	47898676.260312505	52991990.0	63899406.72063245	46406172.66107884	53608784.69185921	50258645.224157356	54602819.97221157	54602819.97221157	54602819.97221157	54602819.97221157	63291169.46831999	50445333.13015625	53608784.69185921	53608784.69185921	53608784.69185921	53608784.69185921	63899406.72063245	301551871.3449441	491425379.7499041	491425379.7499041	491425379.7499041	491425379.7499041	189873508.40495998
445.207_C21H32O10_2.65_509	51971240.47084936	58970906.82156635	54006513.59644753	55795752.94511648	49106739.14192178	52991990.0	57726193.670207806	54942924.64053048	50102540.68097212	53963259.003330745	53957200.21862355	53957200.21862355	53957200.21862355	53957200.21862355	53945082.64920915	53967457.32026524	54006513.59644753	54006513.59644753	54006513.59644753	54006513.59644753	54006513.59644753	323779554.0199845	485614801.9676119	485614801.9676119	485614801.9676119	485614801.9676119	161835247.94762745
445.183_C22H30O8_3.28_2406	34771105.0	50441476.863828555	217247679.5520418	37523817.55690055	63185103.898525886	83776836.23786305	71006566.28015336	57241545.37150105	97703754.09459516	54489980.82143652	79210876.0950455	79210876.0950455	79210876.0950455	79210876.0950455	128652666.64226346	53841511.1176648	63185103.898525886	63185103.898525886	63185103.898525886	63185103.898525886	97703754.09459516	326939884.9286191	712897884.8554095	712897884.8554095	712897884.8554095	712897884.8554095	385957999.92679036
444.403_C22H49N7O2_6.97_2424	90374569.58362116	68281950.52416691	31703057.374715667	57376047.33617759	77016262.57718128	38883289.34055145	30999084.0	90468161.5611875	93187535.27062017	70400046.82048099	64254439.72980242	64254439.72980242	64254439.72980242	64254439.72980242	51963225.548445284	72649106.5506741	68281950.52416691	68281950.52416691	68281950.52416691	68281950.52416691	31703057.374715667	422400280.9228859	578289957.5682218	578289957.5682218	578289957.5682218	578289957.5682218	155889676.64533585
444.3__8.73_5696	34771105.0	80056489.51755342	10131411.160729423	108342035.7121635	98535819.55909312	70367599.76384436	17924737.176866375	51691813.508187994	22240630.991585724	73960810.5101404	54895738.043336	54895738.043336	54895738.043336	54895738.043336	16765593.109727174	75212044.64069888	51691813.508187994	51691813.508187994	51691813.508187994	51691813.508187994	17924737.176866375	443764863.0608424	494061642.39002395	494061642.39002395	494061642.39002395	494061642.39002395	50296779.32918152
444.368_C21H45N7O3_8.27_1560	7260519.894152183	70974885.0	94502965.29934387	73018636.76130112	61725477.300105415	77009416.60608572	82232740.16212426	58125092.66206946	68525265.34138766	58019004.70395231	65930555.44739662	65930555.44739662	65930555.44739662	65930555.44739662	81753656.93428527	66350181.15005271	70974885.0	70974885.0	70974885.0	70974885.0	82232740.16212426	348114028.2237139	593374999.0265696	593374999.0265696	593374999.0265696	593374999.0265696	245260970.8028558
444.367_C21H45N7O3_6.16_1719	34771105.0	31342153.746200558	15081517.87558368	301501935.00919205	162746568.18819675	94386077.20256516	29236943.624632366	311938471.7789424	10004195.658958133	156114385.15418282	110112107.56491901	110112107.56491901	110112107.56491901	110112107.56491901	18107552.38639139	128566322.69538096	34771105.0	34771105.0	34771105.0	34771105.0	15081517.87558368	936686310.925097	991008968.0842711	991008968.0842711	991008968.0842711	991008968.0842711	54322657.159174174
444.338__7.84_4568	34771105.0	52279041.792606324	49460827.83182236	35801646.42166881	107018979.75041193	49504564.67915801	29426362.61777288	172297704.4355159	31643303.90654715	75278840.34656017	62467059.603944816	62467059.603944816	62467059.603944816	62467059.603944816	36843498.11871413	50891803.23588216	49460827.83182236	49460827.83182236	49460827.83182236	49460827.83182236	31643303.90654715	451673042.07936096	562203536.4355034	562203536.4355034	562203536.4355034	562203536.4355034	110530494.3561424
443.42_C26H54N2O3_6.18_968	44227355.59537223	117164483.89557296	6834376.735757115	105547737.29245582	83366650.0	92604370.51324587	22876466.170749664	56050287.757173516	6184463.90924051	83160147.50897007	59428465.763285294	59428465.763285294	59428465.763285294	59428465.763285294	11965102.271915764	87985510.25662294	56050287.757173516	56050287.757173516	56050287.757173516	56050287.757173516	6834376.735757115	498960885.05382043	534856191.86956763	534856191.86956763	534856191.86956763	534856191.86956763	35895306.81574729
443.35_C24H46N2O5_7.21_1984	35488297.953709856	33086891.019765183	53210671.02980436	40477785.514053866	27252456.312070526	42736684.108569235	144970512.5560319	63070179.0	72819250.28820801	40352048.98469478	57012525.309134774	57012525.309134774	57012525.309134774	57012525.309134774	90333477.95801477	37983041.73388186	42736684.108569235	42736684.108569235	42736684.108569235	42736684.108569235	72819250.28820801	242112293.90816867	513112727.782213	513112727.782213	513112727.782213	513112727.782213	271000433.8740443
443.335_C21H42N6O4_6.97_107	41705291.486223176	63475461.55511053	31034179.0	60114106.688839346	66242787.82758683	85158998.296282	28926046.11420987	95445702.05268836	52164317.41671492	68690391.31778838	58251876.715295	58251876.715295	58251876.715295	58251876.715295	37374847.510308266	64859124.69134868	60114106.688839346	60114106.688839346	60114106.688839346	60114106.688839346	31034179.0	412142347.90673023	524266890.43765503	524266890.43765503	524266890.43765503	524266890.43765503	112124542.5309248
443.267_C22H44N2O2Se_6.12_1232	22762536.697970483	125948511.94553864	23994292.4966146	85833103.29127304	110284630.36804436	61297412.13975085	24911245.17032664	37488416.772131994	22762799.0	73935768.53578489	57253660.875738956	57253660.875738956	57253660.875738956	57253660.875738956	23889445.55564708	73565257.71551195	37488416.772131994	37488416.772131994	37488416.772131994	37488416.772131994	23994292.4966146	443614611.21470934	515282947.8816506	515282947.8816506	515282947.8816506	515282947.8816506	71668336.66694124
443.266_C16H38N6O6S_4.9_1711	34771105.0	84528779.55799758	46455554.141467676	36536576.57533133	50410920.78718871	49500167.39417877	53863350.73235048	42960304.65957238	95303959.57899022	49784642.3290448	54925635.38078635	54925635.38078635	54925635.38078635	54925635.38078635	65207621.48426946	46230236.02687557	49500167.39417877	49500167.39417877	49500167.39417877	49500167.39417877	53863350.73235048	298707853.9742688	494330718.4270772	494330718.4270772	494330718.4270772	494330718.4270772	195622864.45280838
443.204_C22H35O5PS_6.05_2258	34771105.0	52346251.581072666	42716933.178845115	136041835.9453183	86896750.86039208	72400090.49981125	25947876.410946567	41205556.27838689	22580376.691599756	70610265.02749686	57211864.04959696	57211864.04959696	57211864.04959696	57211864.04959696	30415062.093797147	62373171.04044196	42716933.178845115	42716933.178845115	42716933.178845115	42716933.178845115	25947876.410946567	423661590.1649812	514906776.4463726	514906776.4463726	514906776.4463726	514906776.4463726	91245186.28139144
443.167_C22H28O8_3.3_1034	41085892.82048561	27282271.340891857	61632196.82846387	50362390.44075162	43090651.11926441	52991990.0	59047902.7058958	52732989.11847298	50074178.47601708	44591030.80664441	48700051.4278048	48700051.4278048	48700051.4278048	48700051.4278048	56918092.67012558	46726520.78000802	50362390.44075162	50362390.44075162	50362390.44075162	50362390.44075162	59047902.7058958	267546184.83986646	438300462.8502432	438300462.8502432	438300462.8502432	438300462.8502432	170754278.01037675
442.388_C15H45N12O3_6.71_1829	27625174.23847444	69947255.34268825	40431646.95727587	77931989.0	140940706.1634218	42985661.805679776	36099820.121985644	56180222.99974016	55265733.13300103	69268501.59166741	60823134.41802965	60823134.41802965	60823134.41802965	60823134.41802965	43932400.07075418	63063739.17121421	55265733.13300103	55265733.13300103	55265733.13300103	55265733.13300103	40431646.95727587	415611009.5500045	547408209.7622669	547408209.7622669	547408209.7622669	547408209.7622669	131797200.21226254
442.283__6.47_6080	85800551.9970663	63752877.17202168	47085652.52933641	57755510.09197322	70189105.91453275	52991990.0	92012128.89850345	40965863.81736232	43915651.924084716	61909316.49882605	61607703.59387565	61607703.59387565	61607703.59387565	61607703.59387565	61004477.78397486	60754193.63199745	57755510.09197322	57755510.09197322	57755510.09197322	57755510.09197322	47085652.52933641	371455898.9929563	554469332.3448808	554469332.3448808	554469332.3448808	554469332.3448808	183013433.3519246
441.828__8.46_1434	37966098.57295545	82046113.36909369	21967228.813851755	52223213.02197699	136972340.39517963	52991990.0	3196489.87742706	73306197.9060145	6086567.334744652	72584325.54420339	51861804.36569375	51861804.36569375	51861804.36569375	51861804.36569375	10416762.00867449	63149093.95300725	52223213.02197699	52223213.02197699	52223213.02197699	52223213.02197699	6086567.334744652	435505953.2652203	466756239.29124373	466756239.29124373	466756239.29124373	466756239.29124373	31250286.026023466
441.405_C26H52N2O3_5.81_4254	35755833.18677001	33988799.25365377	31034179.0	59620186.211149976	118862820.1099176	28790197.79897674	56105380.75875701	42525153.9737036	37438819.08753745	53257165.08902862	49346818.8200518	49346818.8200518	49346818.8200518	49346818.8200518	41526126.28209815	39140493.58023681	37438819.08753745	37438819.08753745	37438819.08753745	37438819.08753745	37438819.08753745	319542990.5341717	444121369.38046616	444121369.38046616	444121369.38046616	444121369.38046616	124578378.84629446
441.372_C25H48N2O4_8.2_537	44705232.85084118	21737435.80396772	71090261.40877025	50682170.67444913	62650489.19739219	42624819.97042283	58235024.62777863	63070179.0	37078226.95025227	47578387.916178845	50208204.49820825	50208204.49820825	50208204.49820825	50208204.49820825	55467837.66226705	47693701.762645155	50682170.67444913	50682170.67444913	50682170.67444913	50682170.67444913	58235024.62777863	285470327.49707305	451873840.4838742	451873840.4838742	451873840.4838742	451873840.4838742	166403512.98680115
