index	V5-leg-psoriasis-4B8	V5-leg-psoriasis-4B9	V5-leg-psoriasis-4A6	V5-forehead-psoriasis-4C6	V5-leg-psoriasis-4C1	V5-leg-psoriasis-4A11	V5-leg-healthy-4A3	V5-leg-psoriasis-4A9	V5-forehead-psoriasis-4C11	V5-leg-psoriasis-4B12	V5-forehead-psoriasis-4C5	V5-forehead-healthy-4C10	V5-leg-healthy-4B3	V5-leg-healthy-4B4	V5-forehead-healthy-4C9	V5-leg-healthy-4B10	V5-forehead-psoriasis-4C7	V5-leg-psoriasis-4B7	V5-leg-healthy-4A10	V5-leg-psoriasis-4A8	V5-forehead-healthy-4C4	V5-forehead-healthy-4C8	V5-leg-healthy-4B5	V5-leg-psoriasis-4A12	V5-leg-psoriasis-4A7	V5-leg-healthy-4B1	V5-leg-healthy-4B11	V5-leg-healthy-4B6	V5-leg-healthy-4A5	V5-leg-healthy-4A4	V5-leg-healthy-4B2	V5-forehead-healthy-4C2	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Body_side_middle	GROUP_MEAN_Batch_2	GROUP_MEAN_DESCRIPTION_forehead	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_Batch_2	GROUP_MEDIAN_DESCRIPTION_forehead	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Body_side_middle	GROUP_SUM_Batch_2	GROUP_SUM_DESCRIPTION_forehead	GROUP_SUM_DESCRIPTION_2_psoriasis
669.479_C28H56N14O5_9.98_3425	57981155.29714114	28846913.31366332	50730532.06288845	43327166.17872648	25406269.75420343	46853522.27101498	52682407.614639126	82228916.68683137	37731746.72722037	58559744.681955405	32035707.393126044	27325728.15613433	19953226.651663657	28776743.61264444	68443230.57204914	22734370.34385362	24683030.659041073	48649099.49948057	72768177.66533254	35318501.750488	34277750.47944498	29430762.44723189	22135958.079969283	20275054.80980153	40455808.62251939	48486145.63650961	72970434.95831545	17973172.388409782	58329533.744028725	55543096.2594032	36379191.270854235	35824392.74529219	41413783.68386919	43653825.08589614	41784921.63543368	50004240.69952593	36726098.96193637	37008835.03980739	41784921.63543368	37008835.03980739	42205544.647206776	35824392.74529219	46853522.27101498	37055468.9990373	49608338.849699035	28776743.61264444	34277750.47944498	37055468.9990373	34277750.47944498	40455808.62251939	704034322.6257763	1004037976.9756113	1337117492.3338778	600050888.3943112	403987088.5813001	333079515.3582665	1337117492.3338778	333079515.3582665	633083169.7081016
669.478__6.18_5708	30154453.891534973	24709793.68386545	44572071.38598937	5.528140659772753	71845927.27067061	31691503.648718853	39522004.33047376	25164090.755144913	35328799.07722293	44965006.09594535	53383374.78360116	37439548.2157967	59374220.81659689	32196991.30250781	89164928.58085948	51055585.31458405	33354141.705411445	36136123.21103548	98294542.31766099	52613520.387180544	82558021.02459802	18532422.656868324	61456997.56343222	40719172.94361349	67879596.91009685	28836992.937638592	54117732.98884537	35001085.370770946	78528780.42331605	5.528140659772753	36046241.17204824	38415712.82164004	49443636.080339886	45429671.315209195	44783106.08262344	45322376.89500186	45546719.77361719	43130772.71045986	44783106.08262344	43130772.71045986	39501172.08521147	39522004.33047376	40719172.94361349	38968858.5760569	40120588.637043625	44965006.09594535	37439548.2157967	38968858.5760569	37439548.2157967	36136123.21103548	840541813.3657781	1044882440.2498114	1433059394.64395	543868522.7400223	501013917.5097891	388176954.3941387	1433059394.64395	388176954.3941387	592517581.278172
669.466__9.25_105	28390049.45823185	25222526.263665088	40632463.23310949	20617770.569289092	28788495.32986453	42607756.42986201	75997963.23984969	27165058.593753397	36875289.897615165	31394701.56453345	42832194.971301675	37477184.76690783	50495900.78211261	59624686.09011927	24169053.044163574	24368826.964174528	31610958.24774515	26290901.323442724	34262555.08146173	42199963.7052246	37618024.120824344	41666869.84454192	51999943.16976467	48215250.32174244	9440108.27260516	79870341.66627455	26752721.939148813	65622964.62362021	38683938.62792362	79974210.69353499	66895832.38437164	78258365.96607652	51396434.29440414	43691180.85906048	42375714.72458926	48828786.85414278	38086519.77351615	39013967.93649614	42375714.72458926	39013967.93649614	32152232.545465723	50495900.78211261	40632463.23310949	38150981.37437399	42403860.067543305	28788495.32986453	37477184.76690783	38150981.37437399	37477184.76690783	31394701.56453345	873739383.0048704	1004897159.758391	1356022871.1868563	585945442.2497133	418951717.50867766	351125711.42846525	1356022871.1868563	351125711.42846525	482283488.18198586
669.464__8.19_3771	179067142.29594997	160758216.92124686	114259601.97112738	26432366.80697621	146714193.09440026	34403866.44525142	22700326.32761633	64786235.48981057	19807999.25245516	66453919.96638666	50943811.13905908	86101723.4218271	16605470.20174593	32692705.99515678	55654874.06148084	25965948.80452747	175381643.0170904	163567527.59981704	22832482.83519121	100003019.22548527	38482186.11923862	24751998.32065029	30030782.484787315	93415736.89747389	77729291.0893433	37319509.34532314	159145982.9032673	14722375.64278505	16791534.504501924	149506275.18734795	35643624.130330235	22617635.548580125	46562672.69613869	76744163.8851684	70790312.72019471	64115958.62073355	90520387.81000641	55574915.29859532	70790312.72019471	55574915.29859532	98248304.74745823	30030782.484787315	64786235.48981057	44712998.629148856	51052872.41756685	66453919.96638666	38482186.11923862	44712998.629148856	38482186.11923862	93415736.89747389	791565435.8343577	1765115769.3588734	2265290007.046231	769391503.4488026	995724265.9100705	500174237.68735784	2265290007.046231	500174237.68735784	1473724571.2118735
669.44__6.04_4637	59496374.781719245	34234775.0524613	51218175.08247761	124976286.67288265	56116167.421522714	55483768.07462949	71320228.36774336	25616255.04354382	62295549.89487514	26085261.884187583	22625415.60949091	60379437.61200167	50017216.933527336	38517161.90070839	47601174.68316732	163289503.2684205	64082776.54949443	55581256.06084198	34126665.226027355	22657997.880385783	43942629.316792786	43018552.44554278	29066607.695974454	42333060.4889828	40480128.41161278	3.318288104172667	24330879.64522339	31307052.776437856	47003550.99560583	27488831.38649054	32195823.062259465	36289857.24113751	45876186.81619698	44259423.68517703	47599325.77451427	37493707.27817058	51640205.22009315	56134631.113931686	47599325.77451427	56134631.113931686	49552216.59394054	38517161.90070839	38517161.90070839	42675806.46726279	37303396.81882007	38517161.90070839	47601174.68316732	42675806.46726279	47601174.68316732	51218175.08247761	779895175.8753486	1017966744.7590716	1523178424.7844567	449924487.3380469	568042257.4210247	505211680.0253852	1523178424.7844567	505211680.0253852	743283248.9091082
669.385_C21H56N12O8S2_7.03_2170	16669435.252558792	21384721.451264624	43135375.731272586	55510339.88723928	10577053.074295197	33370180.98551375	51070950.83322966	38376245.02884379	95702363.65374407	29680664.29602239	59847727.61508235	69469802.12835781	64593377.977079615	61998815.53981798	74198441.0771958	15127211.54938247	61158914.92282794	19477603.728224624	19320750.929433655	54644083.41217379	78880270.5028271	61453950.61243263	32726803.005978648	40466267.25138386	19353761.449840005	64687303.95650792	16438940.019071566	26285344.154882472	31094613.815804128	48820252.400695436	51852468.36764522	107690046.93022172	51512314.34120963	35267488.009170525	46095752.54815159	41349354.51352865	28632724.549870767	73767984.14776985	46095752.54815159	73767984.14776985	39956982.516019136	51852468.36764522	32726803.005978648	45977814.06598401	41800821.491328225	21384721.451264624	69469802.12835781	45977814.06598401	69469802.12835781	38376245.02884379	875709343.8005637	811152224.2109221	1475064081.5408509	496192254.1623438	314959970.04857844	663911857.3299286	1475064081.5408509	663911857.3299286	599354737.7402871
668.948__7.96_4650	24516753.260183163	30399703.69311076	21582348.03829828	92769964.57709007	11526075.131207973	16330533.638286	38430107.38673069	16532902.303339716	227788629.98089072	12705016.58677704	111488927.07781146	89065565.45123436	71955503.34606367	51489856.97959763	69376544.08758716	31947357.28169134	142340754.93829018	21571625.875171438	13305966.12598464	10957218.601100156	222782001.4041123	160390967.4461736	23705135.75610576	19386796.968980465	11651351.066048536	47005375.30582141	14923445.840799652	21071721.651743356	19972732.69947554	65742447.71681391	50408544.999730624	516837078.8994658	88730020.72818421	28135587.837089635	71248717.31611617	27608860.4042175	28710199.58204107	181426714.8736284	71248717.31611617	181426714.8736284	51436573.449105725	50408544.999730624	21571625.875171438	31173530.48740105	19679764.834228	23705135.75610576	142340754.93829018	31173530.48740105	142340754.93829018	21571625.875171438	1508410352.3791316	647118520.2530617	2279958954.1157174	331306324.85061	315812195.40245175	1632840433.8626556	2279958954.1157174	1632840433.8626556	771548601.7365859
668.566_C37H73N5O5_9.17_3568	22752995.91952448	35420477.007723145	30568542.216283593	230884231.54829714	18749921.91047932	37991311.33670922	11222653.8879813	35913839.949182294	276170939.7922854	37964568.28032781	305693784.91518176	163811249.72187924	57990320.76148486	44587986.47906309	49328010.287459575	20844791.37311063	90676690.56240578	23143915.14474717	23811830.817953087	26644200.364818856	193449236.53261647	120002969.58588281	39518736.4951197	24292057.92671808	16195769.694545379	40918947.22816369	34112219.07588554	53761255.204377055	26448227.94192215	1.9723472513758435	30040385.096962918	587836161.8264403	88099116.72286174	30125867.655888293	84710882.21430872	25337314.03613232	35349744.331985705	224205919.41916096	84710882.21430872	224205919.41916096	80870883.10461527	40918947.22816369	30040385.096962918	36939204.11475505	26546214.153370503	35420477.007723145	193449236.53261647	36939204.11475505	193449236.53261647	35420477.007723145	1497684984.2886496	692894956.0854307	2710748230.857879	304047768.43358785	388847187.6518428	2017853274.7724485	2710748230.857879	2017853274.7724485	1213063246.5692291
668.48__8.96_4710	11563494.08039215	33176869.532605406	87254206.56059606	37576679.886721775	17478890.63190644	11922475.582424467	242097408.63438973	96458847.00631236	2728771.8061924013	2384137.6990938294	97045455.46174939	32661931.209488027	161261571.1590007	48497428.53233995	21543374.86520867	15002974.60401051	3424144.3663889403	44911096.62899152	3420733.8931747004	81822551.8728295	122155765.08507697	52997835.36063005	89805727.84340727	5301541.64118471	7678848.808909439	240645345.87425387	93051501.25730343	1822727.8003150155	68285164.8846421	2759494.3154718624	207084432.74224415	264606274.82062098	98099981.93421046	68421194.41677389	69013365.76399614	87894254.31803608	47177856.34266966	70526692.54023081	69013365.76399614	70526692.54023081	36048534.104419895	68285164.8846421	44911096.62899152	41243888.25785665	75053858.3787358	33176869.532605406	37576679.886721775	41243888.25785665	37576679.886721775	17478890.63190644	1667699692.881578	1573687471.5857992	2208427704.4478765	1054731051.816433	518956419.7693662	634740232.8620772	2208427704.4478765	634740232.8620772	540728011.5662984
668.479__8.08_1479	31176131.99823883	63965519.08601331	40464122.0366057	18303926.433043867	26827115.003182087	57188007.82026827	8745106.704446055	40129438.892397575	56604842.90864264	98940321.6571468	63371954.06366932	35781189.92522491	40763600.50615775	30367717.143698316	43146816.65079151	54033154.23518518	65567012.11091031	55037565.26395514	74371814.20479967	21989517.5646073	45855817.530137956	64185469.6947561	32129348.349528845	60620225.446541466	50363518.16961995	34161902.99273917	53020324.59599217	42321073.13072395	14836714.335348977	33973617.375932746	40692550.64837516	17017751.069892015	39141409.94669002	43744278.572239324	44248537.11089291	39794711.34930684	48052897.360892944	45537197.820785396	44248537.11089291	45537197.820785396	50036614.563656166	40692550.64837516	40692550.64837516	41542336.818440855	40296780.464501634	42321073.13072395	45855817.530137956	41542336.818440855	45855817.530137956	55037565.26395514	665403969.0937304	1006118407.1615044	1415953187.548573	477536536.19168204	528581870.9698224	409834780.38706857	1415953187.548573	409834780.38706857	750549218.4548424
667.976__8.02_858	31119553.423429746	50121554.717502974	37314557.23906211	59796343.6452895	16099985.475559825	74248863.45063056	2670863.068616313	32679215.069289368	83162780.03714913	80850514.16446656	68774396.71810001	59571164.29034516	32743738.11334936	47556755.36048964	55879128.61940477	45554359.73577945	56165286.91254706	38451239.37130544	55709957.92291487	26997739.835532535	30501334.091671217	38931916.69967548	45694593.13113663	73386132.03805582	58065831.82157913	26022400.055263612	83695755.24530828	16041329.402129633	26991512.253560524	41178551.74784559	16810416.205911204	58579385.91011057	40243127.16785367	41739366.03690083	45980223.61790663	39339670.05902181	44357216.19458706	56817970.76936588	45980223.61790663	56817970.76936588	52482266.26129998	41178551.74784559	38451239.37130544	45624476.433458045	34996886.154175736	45554359.73577945	58579385.91011057	45624476.433458045	58579385.91011057	56165286.91254706	684133161.8535124	960005418.8487191	1471367155.7730122	472076040.7082617	487929378.14045763	511361736.9242929	1471367155.7730122	511361736.9242929	787233993.9194998
667.878__3.65_4245	37349714.708124764	19785382.392460406	62678082.6586565	50880590.90347022	43117019.86897288	25607978.29238127	17830110.087631457	30351650.216661993	92702601.49420154	51462494.62934908	120355615.5189338	52131716.86449063	21343543.297315013	72635358.24887927	75562933.68698151	17524725.95787804	69959190.92165378	52517371.41704209	20428972.52633575	100431311.02575551	39937044.51353022	45525692.7093888	37868815.0080962	31595461.193132855	75008045.9783647	32660417.502329055	33436000.271828722	26801312.580422133	53517741.68472668	24262021.1352635	35393911.902164064	87734013.56525058	40858490.09073598	40156845.32972922	48699901.33630228	42480475.35028361	37621976.216397144	70532155.57532233	48699901.33630228	70532155.57532233	57586834.08127742	35393911.902164064	33436000.271828722	41527032.191251546	32127939.347730957	37349714.708124764	69959190.92165378	41527032.191251546	69959190.92165378	51462494.62934908	694594331.5425117	923607442.5837721	1558396842.761673	509765704.2034033	413841738.3803686	634789400.177901	1558396842.761673	634789400.177901	863802511.2191614
667.535_C36H74O10_8.63_2541	12094761.6055069	46804978.067685604	29066927.040749487	278345265.0940115	26016680.96864573	37551361.472788304	41501652.76845546	25791276.423581414	430323176.2405124	38102813.314338505	303725256.9732369	203274467.05350953	42613984.4959215	44450308.884300664	121470778.54270826	23963498.880737253	211772657.95768678	12307322.947978375	19174177.642535523	20912835.889339108	345457695.8273089	208078065.35359475	46502760.431155734	35205761.21634457	13982555.76223287	47885940.53385933	4032862.572127954	16240117.804062173	12754508.4202326	38084122.79999608	26427268.161409125	966963968.0616419	129933892.83726804	28759499.04799932	116589994.03775612	29028199.010960322	28466371.815678217	341045703.45602345	116589994.03775612	341045703.45602345	101466908.73164254	42613984.4959215	26427268.161409125	38093468.05716729	27747097.601079307	26016680.96864573	278345265.0940115	38093468.05716729	278345265.0940115	35205761.21634457	2208876178.2335567	661468478.1039844	3730879809.2081957	348338388.13152385	313130089.9724604	3069411331.104211	3730879809.2081957	3069411331.104211	1522003630.9746382
667.51__6.93_4843	29461840.0862941	47745575.849540465	27977243.23481354	585753624.3136387	30498799.39337313	37667069.816345446	57723413.29628108	20622599.583728865	366705890.3162367	33679689.34548517	522650323.5540829	183876679.4699837	69724091.37392503	24904451.257410765	222985159.53206936	14653172.509182682	417199960.46304184	31169773.06265957	25483778.276839446	22574372.744879797	34242790.40067675	161299602.39773107	23894234.743241042	34360053.04037179	26314908.222762544	22012849.213989057	14288835.759885473	22132812.425046712	22021938.75877003	24278098.989776384	81276151.5884948	24793419.838704	60564204.696000434	32368076.198830295	101999162.58935195	33526039.730587732	31104843.25509493	279945272.25401837	101999162.58935195	279945272.25401837	148958781.53515032	24904451.257410765	26314908.222762544	30834286.22801635	25899343.249800995	29461840.0862941	222985159.53206936	30834286.22801635	222985159.53206936	33679689.34548517	1029591479.8320074	744465752.5730968	3263973202.8592625	402312476.76705277	342153275.8060442	2519507450.286165	3263973202.8592625	2519507450.286165	2234381723.0272546
667.489__9.15_352	27968271.147764288	23037021.59195484	41624016.05873009	20561906.418091368	27846239.87514894	45965708.82240632	76012416.28775957	26924832.075503282	38019703.04772163	31909037.020196147	969579.9662213647	38395698.296091676	53265632.73822048	62421238.18713782	23785030.340216912	23951690.177315768	33989546.03646685	26762345.115534592	35114515.97885152	44028038.04543897	37989671.68108295	41453869.835163206	53905264.10432965	47403778.07526967	9433479.920190595	81622826.83470358	29352170.7894949	64525857.73574884	39337966.327469945	77941981.98597082	67858592.60849714	75079197.22348739	51883154.18420836	44270127.02189729	41514285.135880664	49439012.751732625	38631342.58934966	34471578.09383815	41514285.135880664	34471578.09383815	29762900.214442596	53265632.73822048	41624016.05873009	38207700.67190665	44996873.43392265	29352170.7894949	37989671.68108295	38207700.67190665	37989671.68108295	27968271.147764288	882013621.1315422	1018212921.5036378	1328457124.3481812	593268153.0207915	424944768.48284626	310244202.84454334	1328457124.3481812	310244202.84454334	446443503.2166389
667.475_C33H66N2O11_7.65_1797	28560797.031886786	35468810.43385485	57881082.49349469	24028268.069778036	12020020.054491498	31160930.621756103	91282100.31526616	27579851.468811795	60990073.360832855	40661410.86247681	32304221.476402633	57433651.269883856	88446254.87321657	51984566.39180012	65848854.29200987	30976528.32620095	52229220.53508622	28792386.707001742	10294253.716009839	36196260.8964	69336225.80042672	65429383.19207436	40383789.85827884	14258915.314953923	13309104.581008933	52105947.46961804	24371046.747305844	36097316.824548565	41975508.38618018	66427319.06602799	46660646.144610435	50816626.49742237	52345295.24534592	39430210.808052205	43290980.40872243	40760993.372844845	37978448.0100966	53157391.61043521	43290980.40872243	53157391.61043521	33029423.593882456	51984566.39180012	36097316.824548565	40522600.360377826	39085884.64129008	35468810.43385485	57433651.269883856	40522600.360377826	57433651.269883856	31160930.621756103	889870019.1708807	906894848.5852007	1385311373.0791178	489131920.47413814	417762928.1110626	478416524.49391687	1385311373.0791178	478416524.49391687	495441353.90823686
667.475_C30H66N8O4S2_10.05_3064	36802154.29417991	27622755.5865316	40744283.44453212	60509277.33854359	25265086.33254542	50994169.2999415	16826162.17468728	26389773.034030847	51636577.940969415	47702051.989943154	17220148.429258995	86039354.93742776	74332540.95467088	15863308.525698172	340283641.321355	21720318.159221623	22798416.061657432	25453567.10020169	104042743.70904201	38500546.33175387	19967676.19893142	46921231.877648264	45323832.18726543	19178547.721424095	27780513.787583932	16330632.032463236	48444795.66281802	47819814.69298441	20520679.879352733	101947642.97288464	115738876.94706841	33341902.770799685	67968538.52966583	43275860.731340215	52314469.49054427	48249547.611230396	37850020.49873275	75413136.31962126	52314469.49054427	75413136.31962126	34573191.24620651	46921231.877648264	36802154.29417991	37651350.31296689	33140530.059668902	36802154.29417991	46921231.877648264	37651350.31296689	46921231.877648264	27780513.787583932	1155465155.004319	995344796.820825	1674063023.6974165	578994571.3347647	416350225.4860603	678718226.8765914	1674063023.6974165	678718226.8765914	518597868.6930976
667.336_C23H42N18O4S_5.11_338	34349609.09919038	23798633.375254095	20264467.49355608	5750839.819765915	48196815.774912894	22865422.105679505	50537793.57205422	19445486.67003858	199182949.55308703	65987430.266571105	5234330.29685627	5253016.4922901075	48052971.43782772	109871199.8645745	6348802.245899223	57276118.72471973	49862483.33710802	24297996.949012894	39660947.99517868	22724898.479911566	9195000.542032046	145894616.35806426	72191911.96728727	21931228.985539198	23789580.220369697	40459853.94969605	36025517.53596292	129286163.95028828	83870095.92072026	62274445.10064107	23746257.342980772	15094901.669474443	55002330.274687745	46995862.90356381	47585055.84676702	35964206.486363806	59030397.176872894	49090771.14606414	47585055.84676702	49090771.14606414	39178811.49512355	48052971.43782772	39660947.99517868	35187563.31757665	23767918.781675234	48196815.774912894	9195000.542032046	35187563.31757665	9195000.542032046	23789580.220369697	935039614.6696917	1080904846.7819676	1522721787.0965447	431570477.8363657	649334368.9456018	441816940.3145773	1522721787.0965447	441816940.3145773	587682172.4268533
667.318_C28H56N4O7SSe_4.31_3904	25672353.96182206	26407787.268202066	13819027.415954785	862395191.0817486	28230292.815431297	14977730.267754044	36248328.07862264	16590279.820363259	207526000.40351805	36636241.14064533	142506939.82026562	230207626.849725	25626620.026819576	69337126.59860823	223871761.8293183	26127650.441551402	305985131.05406725	15776230.604603438	50716100.25895831	31988284.52208718	272709675.1456866	419276424.28400785	55010905.560038164	23410632.948536366	58763656.645395674	16963466.09402186	17275104.310124345	76538507.98641299	37591315.953312494	45856704.91733986	32842204.30560619	16352845.572792724	97208962.83605568	34017676.17140051	108226192.12447943	31647310.93566272	36603529.155841716	297870177.33790326	108226192.12447943	297870177.33790326	120712385.31802633	45856704.91733986	28230292.815431297	36442284.60963398	32415244.413846686	26407787.268202066	230207626.849725	36442284.60963398	230207626.849725	28230292.815431297	1652552368.2129467	782406551.9422117	3463238147.9833417	379767731.22795266	402638820.7142589	2680831596.0411296	3463238147.9833417	2680831596.0411296	1810685779.770395
666.988__9.41_48	27791115.686133586	23269538.766378585	42864534.30806304	21234643.130343903	26964729.233700044	44895692.5803833	76399558.70078298	27805730.99036413	37660316.89688118	29764618.127540935	43040288.864606254	35467411.26128672	51024566.24454831	62094923.09140343	23010842.4347135	23875321.266758822	31567389.858648565	27234178.239550345	34768476.84599527	41652243.6172152	37664089.33486942	41087270.26229235	53662027.461202145	47559146.54576066	8702325.967125	78658109.4593427	27499590.319746625	62345924.769857496	39716228.52979892	83825871.72365077	69301169.9154561	79520531.15347782	51760112.51618725	43985896.62568515	42560262.674621195	49679090.76532817	37775139.38243821	38916975.91079108	42560262.674621195	38916975.91079108	32133766.187512983	51024566.24454831	41652243.6172152	38690158.93233417	43880113.444223166	27791115.686133586	37660316.89688118	38690158.93233417	37660316.89688118	29764618.127540935	879921912.7751833	1011675622.3907584	1361928405.5878782	596149089.183938	415526533.20682037	350252783.1971197	1361928405.5878782	350252783.1971197	482006492.8126947
666.97__8.46_5683	37528756.541223474	25616674.118533574	29934070.10044543	62616433.672863714	22914419.294104263	32758038.977845944	111613785.22862038	52799865.423386	41790060.94413034	25532054.487735413	33806387.70581896	50107444.772265665	36636019.43630285	38964804.376695946	86754705.39454	33498734.195020467	157658006.1332688	53744701.77102895	32754255.45616337	36282923.89110393	34524013.88145979	79504065.86629033	25779554.47837956	67376118.86486985	21877699.550645757	51304355.14464996	26733240.587645344	37917350.5684376	28451784.74638172	27119244.319463123	66397176.13254562	70951024.81840165	49353621.14136844	40153722.94309688	48163992.84000836	46555776.48634342	33169664.532282494	68634682.57655992	48163992.84000836	68634682.57655992	46815747.43180029	37917350.5684376	33498734.195020467	37082387.98876316	34520481.43447494	33498734.195020467	62616433.672863714	37082387.98876316	62616433.672863714	36282923.89110393	839011559.4032634	923535627.6912284	1541247770.8802676	558669317.8361211	364866309.8551074	617712143.1890392	1541247770.8802676	617712143.1890392	702236211.4770044
666.933__7.87_5612	66713182.187905535	28409156.481516786	48411930.52943757	33947954.3206029	27394827.388905138	48914743.35607727	27107140.87793405	65257910.36999424	41346256.16341219	44073360.624917634	58196493.12103354	41346251.43328212	29449789.827458095	43621637.93318419	40655084.82718059	54891830.31749272	30930509.745156053	23668052.507880773	25166179.30424321	32870241.485028207	63360087.58255885	28379356.66206401	28768078.751370225	37538212.91762304	62826245.10264768	33864510.09600505	61282141.44198667	36838626.67999358	72427089.44225225	104115933.64053039	43020438.40104961	108485055.45518453	49575248.98081	45505706.94197539	46664947.15549715	50126714.62690187	40464607.64932831	49627449.92338608	46664947.15549715	49627449.92338608	43366605.08680924	41346251.43328212	43020438.40104961	41346253.79834716	45716184.46524359	36838626.67999358	41346251.43328212	41346253.79834716	41346251.43328212	41346256.16341219	842779232.6737701	1046631259.665434	1493278308.9759088	601520575.5228225	445110684.1426114	446647049.31047475	1493278308.9759088	446647049.31047475	650499076.3021386
666.602__9.38_5929	16600621.366478082	15506974.90197305	308339755.92707306	33446530.666597303	30286499.57330589	56537662.563087896	25917915.00318008	122179808.38725294	34443212.204492286	18271035.724743582	18367468.184143394	27136058.77341422	179544766.1374188	44982712.247988254	62978456.54142692	18901644.584700983	25583490.29346163	27657994.311752077	528069145.80482	36875913.68126293	30695057.839365873	9174027.597264202	108993919.83263966	54047481.10388244	102390499.77778809	914860211.1467214	16858735.58208942	27541498.72321539	344639898.98741674	725731505.9143944	276054418.5736775	28288717.90221334	198256981.83482045	173947418.2546462	133465738.7456013	291303684.73921317	45922400.27148229	30012557.77804213	133465738.7456013	30012557.77804213	60035663.24448632	44982712.247988254	54047481.10388244	33944871.4355448	199117113.4804652	27541498.72321539	28288717.90221334	33944871.4355448	28288717.90221334	33446530.666597303	3370368691.1919475	4000790619.856863	4270903639.8592415	3495644216.870558	505146402.9863052	270113020.0023792	4270903639.8592415	270113020.0023792	900534948.6672947
