index	V5-leg-psoriasis-4B8	V5-leg-psoriasis-4B9	V5-leg-psoriasis-4A6	V5-forehead-psoriasis-4C6	V5-leg-psoriasis-4C1	V5-leg-psoriasis-4A11	V5-leg-healthy-4A3	V5-leg-psoriasis-4A9	V5-forehead-psoriasis-4C11	V5-leg-psoriasis-4B12	V5-forehead-psoriasis-4C5	V5-forehead-healthy-4C10	V5-leg-healthy-4B3	V5-leg-healthy-4B4	V5-forehead-healthy-4C9	V5-leg-healthy-4B10	V5-forehead-psoriasis-4C7	V5-leg-psoriasis-4B7	V5-leg-healthy-4A10	V5-leg-psoriasis-4A8	V5-forehead-healthy-4C4	V5-forehead-healthy-4C8	V5-leg-healthy-4B5	V5-leg-psoriasis-4A12	V5-leg-psoriasis-4A7	V5-leg-healthy-4B1	V5-leg-healthy-4B11	V5-leg-healthy-4B6	V5-leg-healthy-4A5	V5-leg-healthy-4A4	V5-leg-healthy-4B2	V5-forehead-healthy-4C2	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Body_side_middle	GROUP_MEAN_Batch_2	GROUP_MEAN_DESCRIPTION_forehead	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_Batch_2	GROUP_MEDIAN_DESCRIPTION_forehead	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Body_side_middle	GROUP_SUM_Batch_2	GROUP_SUM_DESCRIPTION_forehead	GROUP_SUM_DESCRIPTION_2_psoriasis
637.399_C28H57N6O8P_7.43_3794	35478900.54413451	30907955.675871484	67134570.34963842	138912762.92525452	20640459.528913144	22777684.993068352	25130821.49373423	21528476.859166216	125777514.32658458	38764095.48976965	127075994.96590981	179063607.15554327	23614825.92447243	35055652.55559554	92662529.34631748	18560584.49697745	318404997.8576597	31694851.2730362	20546143.10064122	22724710.042073324	199727515.00675672	100619518.08152501	37619483.69172338	42136228.95391758	24957539.54613863	42273024.57452272	52919429.30110594	24537950.533162855	25037076.17143919	27131371.254549786	36547903.00732495	74760918.7035457	59753432.611702226	31639988.667868573	65147659.30406482	31493795.86218455	31799471.72861478	150778373.1521219	65147659.30406482	150778373.1521219	71261116.22207575	36547903.00732495	27131371.254549786	36013401.77572973	25083948.83258671	31694851.2730362	127075994.96590981	36013401.77572973	127075994.96590981	35478900.54413451	1015808354.3989378	727719739.3609772	2084725097.7300742	377925550.3462146	349794189.0147626	1357005358.369097	2084725097.7300742	1357005358.369097	1068916743.3311362
637.352__3.58_3968	37158306.650345124	40932285.73652463	29505794.408737835	47465218.73235158	53796209.72771155	130956798.95378889	67975469.69947131	19055001.045881167	39458302.30727123	21229216.55579473	59124862.26497701	43767309.182228394	55169754.135738164	46544121.892543435	27499965.833007187	29140586.781749006	29083255.369577434	56670188.80748978	54734890.72392786	42290828.56735567	44719468.51857119	34968351.02405097	24470803.51491309	34891083.66975396	42085514.673922114	25657589.826529592	43442903.537276566	49206740.28931082	33827217.97374303	32772674.027007926	28809490.433367956	109403917.6001623	44241838.529035226	43492324.85360367	44869191.3270338	45213529.5002906	41614647.057217896	48387850.09246637	44869191.3270338	48387850.09246637	45580191.1647655	43442903.537276566	40932285.73652463	41508900.20522337	34359150.821748495	43442903.537276566	43767309.182228394	41508900.20522337	43767309.182228394	40932285.73652463	752111254.9935988	1000323471.6328844	1435814122.4650817	542562354.0034872	457761117.62939686	435490650.8321973	1435814122.4650817	435490650.8321973	683702867.4714825
637.305_C26H40N10O9_7.51_2757	22251994.159983978	52424597.30236564	76441560.68643442	114495222.15876679	42822507.52078424	28837957.798817184	43824730.32954206	24981819.114525855	63784286.7452884	39785606.35653525	44966668.59746573	49163258.44589396	15847952.870825572	45065686.140126094	98621656.67331165	15235178.499729238	79745723.33749294	19336880.51229191	41629397.28150743	35277637.50341059	116738001.34381361	55284014.27577357	47268608.43976643	50471008.54692592	11665434.204979744	42239508.75730352	18913213.87002221	30611046.634488326	55584388.86564172	14663676.786707353	63124643.197828256	32732930.372903816	46267523.105010875	36448045.01654535	46682399.916601665	40728480.25613534	31778479.300628994	72836862.43896784	46682399.916601665	72836862.43896784	47152593.63640458	43824730.32954206	39785606.35653525	43323618.92516315	41934453.01940548	30611046.634488326	63784286.7452884	43323618.92516315	63784286.7452884	42822507.52078424	786547892.7851849	838305035.380543	1493836797.3312533	488741763.0736241	349563272.3069189	655531761.9507105	1493836797.3312533	655531761.9507105	707288904.5460687
636.952_C16H30O8P2S7_7.71_3127	13877459.313131649	31648780.96059917	33856356.9543341	33773144.80625809	15527640.998530438	38925336.10278397	88489961.57140337	34341005.22847708	83416635.40383708	57357673.01784186	24321702.81052046	69078436.42170276	98397969.21064514	18713915.07832404	80741309.0638408	35295045.07038455	44110398.40457744	27403606.292048935	43710162.144501284	35301519.02385435	104319676.04118712	54516942.60046578	52817967.843352064	22360356.617461104	19044956.109107744	43916425.983708546	12710018.536345165	35932415.65899524	20573199.472557142	60215529.803389885	13803559.988152498	23064662.4289971	50370423.348114856	37140037.43390997	42861367.78004113	37878197.41664425	36334771.99819984	57482545.33126518	42861367.78004113	57482545.33126518	34351104.802890904	43916425.983708546	34341005.22847708	35298282.04711945	34821262.12616572	31648780.96059917	54516942.60046578	35298282.04711945	54516942.60046578	33773144.80625809	856297196.9179525	854220860.9799293	1371563768.961316	454538368.99973106	399682491.98019826	517342907.98138666	1371563768.961316	517342907.98138666	515266572.0433635
636.477__8.12_3270	48051044.84308593	26757638.989767816	34855927.95492979	26870581.863221634	16096801.181737578	60000296.04952576	47433419.477806054	26797251.13292755	37577340.79804801	109654927.67027825	40944890.0964314	27333964.644953527	17293439.553429708	66920008.26336234	59075493.85555975	84758954.25929052	27581635.34683299	23261841.499431252	66700124.669739395	47346127.96650889	43307897.50848908	76396620.53881678	11655380.127668846	55789202.88740046	98410283.0625317	37100443.69071245	79746104.76930138	44212355.81587671	32298891.71579628	34535788.40576667	65317836.69759891	45072378.88277819	49362300.16923215	49347569.16019453	47473590.44436267	50548799.475937	48037136.08847549	42684533.7261257	47473590.44436267	42684533.7261257	45333052.75617727	45072378.88277819	47346127.96650889	43760126.6621829	47389773.72215747	44212355.81587671	40944890.0964314	43760126.6621829	40944890.0964314	37577340.79804801	839159102.8769466	1134994090.6844742	1519154894.2196054	606585593.711244	528408496.97323036	384160803.53513134	1519154894.2196054	384160803.53513134	679995791.342659
636.398_C24H57N7O10S_6.3_899	17107860.69511769	20870036.168781172	37461209.376748465	64586216.50092458	12764082.771306304	34054586.12888547	44122164.022137284	37770147.59879097	109321215.6013133	18332612.448573396	67288762.75803994	65567667.369081095	34986989.77339864	32753899.48264614	86883719.82397756	15450365.02630406	70912985.53731646	20649967.31116016	16801531.278499596	67264809.8404374	76972017.12744626	66286597.495044604	25438455.263597805	35149611.65897909	22324745.04847972	52596259.04612731	13616416.112636076	20313687.12330806	32114905.044286095	41557070.741316095	41687530.219781354	137918108.15750143	47356904.888652325	30225606.181795582	45028944.767248236	38575380.83370573	21116761.1069845	82859698.9300717	45028944.767248236	82859698.9300717	42390589.96299027	41557070.741316095	32114905.044286095	36305410.51786378	37615678.48776972	20313687.12330806	70912985.53731646	36305410.51786378	70912985.53731646	35149611.65897909	805067383.1070895	695188942.1812984	1440926232.5519435	462904570.0044688	232284372.17682952	745737290.3706453	1440926232.5519435	745737290.3706453	635858849.444854
635.488__9.07_167	27816087.05068705	25123177.221062277	38990173.86733995	21680235.24576126	27550023.919929165	46783000.32482622	81598211.19080167	28752061.825557355	37349429.40813955	22690170.153204344	42107219.15121834	36662693.017326474	49447711.271807835	61043150.56585454	24581981.97077616	22896617.762087006	27053380.93093505	21628221.286198225	34006534.65290919	38602059.46491722	33448933.585313976	36542709.08254308	50165030.77844092	43950752.028050736	6488030.261336925	74158648.63409561	25876821.476411667	65707268.26582532	40437833.435842864	75300005.01361473	67813585.87685938	64325427.55530574	49647833.18445977	42470659.84033305	40643037.07109312	48073408.04801265	36358570.88650076	35972445.54970218	40643037.07109312	35972445.54970218	30437601.47594424	49447711.271807835	38990173.86733995	37006061.212733015	42194292.731946796	27550023.919929165	36542709.08254308	37006061.212733015	36542709.08254308	27816087.05068705	844013164.1358161	976825176.3276602	1300577186.2749798	576880896.5761518	399944279.75150836	323752009.9473196	1300577186.2749798	323752009.9473196	456564022.1391636
635.459_C27H58N10O7_9.97_3519	287747641.6977279	48182078.780930825	35927772.74243801	42882636.36895973	27528823.560963392	30461632.87424422	27976508.381227557	15279906.321233021	21672028.35215562	33510274.713011518	35429279.248128	25635048.67104183	29725561.45471478	28239437.347657967	20765999.549240045	153298533.79652572	58567123.04211429	32189956.8377667	80134277.0798932	53256488.50963659	22992997.620657437	80738891.41840354	20758597.35313779	35897568.821462385	42020786.833260834	201186952.65368804	174290332.8965473	104544232.68722802	113743385.91526198	31976299.849471312	26712035.63425656	107806946.03727242	73560355.1968368	71069090.72792545	64096251.15782058	57881134.63467282	85455951.92056471	46276772.25644144	64096251.15782058	46276772.25644144	53370266.58026886	31976299.849471312	35897568.821462385	35663424.034795195	35912670.7819502	33510274.713011518	35429279.248128	35663424.034795195	35429279.248128	35897568.821462385	1250526038.3462255	1634589086.7422855	2051080037.0502586	694573615.6160738	940015471.1262119	416490950.3079729	2051080037.0502586	416490950.3079729	800553998.7040329
635.382_C28H58O15_3.15_3191	16825762.415772345	27759203.523837466	52568058.38047609	115865471.91034871	30470051.4342603	12725817.008322101	59819072.68695449	10987087.883812102	163307593.40830913	51825760.53626567	172995219.72506413	90693128.12767081	44010458.576582834	36446492.938704655	87452342.88881612	18166192.804577764	87458507.64446029	42766786.13358509	25925937.297168005	25817460.57207525	131465939.36431225	163953052.89685565	80082969.10301043	16437804.004674649	10788473.624407807	29370657.247580767	21328752.654965024	35212239.93600793	12040916.4852956	24410286.173559565	27679521.185355987	370699275.9327412	74044543.31177406	31020250.548141386	65542384.2033072	25714257.71247353	36808606.36886995	153765614.6553976	65542384.2033072	153765614.6553976	55906603.880378075	36446492.938704655	27679521.185355987	35829366.43735629	25113873.37281741	35212239.93600793	131465939.36431225	35829366.43735629	131465939.36431225	30470051.4342603	1258757236.300159	713465762.6072519	2097356294.5058303	308571092.5496824	404894670.0575695	1383890531.8985784	2097356294.5058303	1383890531.8985784	838599058.2056711
635.377_C30H50N8O7_5.07_1990	70802904.48393524	20012448.153431837	47620888.556501865	25064553.27996083	33460002.647741985	53159075.62470447	57995062.91938074	14298771.193779971	31050046.022685066	42085464.7412429	45049766.369983114	53758022.36500381	40016567.66548662	21370676.837118726	105128138.82887875	26488102.913001638	26037359.157347187	34648305.100299865	29504645.40258391	48480953.19535347	24088514.96690775	29529997.686705094	17980066.9728136	36287679.65001269	49482376.62667778	18846110.019143973	32114892.071056485	17679876.43570232	38503121.58583635	55231498.915364765	63228377.12786368	49546334.094748065	40059412.16515272	37795559.514740646	39329706.3003517	42719880.06810031	32423573.45653011	43250303.64135775	39329706.3003517	43250303.64135775	38502706.32024388	32114892.071056485	36287679.65001269	35467992.375156276	48050920.87592767	32114892.071056485	31050046.022685066	35467992.375156276	31050046.022685066	36287679.65001269	681010006.8075962	869297868.8390348	1258550601.6112545	512638560.8172037	356659308.0218312	389252732.7722197	1258550601.6112545	389252732.7722197	577540594.8036582
635.054__3.09_6212	17299933.40581174	25059158.885801136	40312112.80371961	27005724.469483968	26289349.308517978	55785502.33912854	19941771.05988497	42421068.66534561	40012921.182926856	52572331.830171056	83325340.0093588	39530371.51320864	43587929.51839668	29935528.984085478	18811175.857839074	31535419.30168556	70557929.61524868	37296245.02777745	25821143.515689876	37078644.355766684	35331397.76703939	62476244.31039809	28378677.06313539	72868646.99048933	29094253.83850089	44749641.460922584	77096443.81003211	28853513.516035333	68406483.40132557	40080580.979578316	41300615.66681777	35929375.04984499	39515665.45740705	39815869.3795052	41523296.109499	43155038.75643081	36173139.150131814	45886719.97503872	41523296.109499	45886719.97503872	43798610.84853656	35929375.04984499	37296245.02777745	38413308.270493045	40806364.23526869	29935528.984085478	39530371.51320864	38413308.270493045	39530371.51320864	40012921.182926856	671766312.7759198	915764995.7286197	1328745475.503968	517860465.0771698	397904530.6514499	412980479.7753485	1328745475.503968	412980479.7753485	656979162.7280483
634.875__3.62_4500	84360961.4689105	27730366.5182157	64345242.65007479	52287472.7579827	35929319.210308194	86161373.32043627	74819147.9728428	22901095.61952426	85915430.01175565	25718479.031885836	80270336.09527613	57393467.21269757	29371903.12776542	49560844.83885939	34303399.59880384	38948414.043911114	298207353.06969947	48985560.35036219	31825127.323476642	29214521.23609897	56956834.55679145	30276178.433121957	33543519.781075295	50454212.94330083	25383962.818880986	29906057.30254329	34520509.75919915	35797898.63940859	32868984.933540236	30623324.94355298	86434426.68089111	36000081.04036296	42538242.364049636	43887184.978915855	54406743.97786113	47078123.14543027	40406161.52453649	81290061.4196102	54406743.97786113	81290061.4196102	67857712.47351417	34520509.75919915	34520509.75919915	35964700.125335574	32347056.12850844	35797898.63940859	56956834.55679145	35964700.125335574	56956834.55679145	50454212.94330083	723150120.1888438	1009405254.5150646	1741015807.2915561	564937477.7451632	444467776.7699014	731610552.7764918	1741015807.2915561	731610552.7764918	1017865687.1027126
634.561__9.8_5703	23888410.41578019	122722232.62222336	39890461.02717691	27622150.562153727	32104811.55851769	56754951.38264109	24302340.406173218	71573130.0209605	74589280.36011778	35870456.05128433	91599485.38539173	29934092.95606647	33824913.51649493	31910456.854172416	68735181.5566853	18691131.235958066	69476467.91348374	42679110.15775482	42198581.3969635	27832357.111562237	27006900.228445504	19805150.9405997	40874918.89147196	38832142.54664387	116402319.85088529	59899717.61117374	47898939.27992128	35470672.32768824	24202394.475274198	71340177.65047118	35782167.293970086	34805257.9273242	38040176.149932586	46736817.11674622	47453773.79735723	50750895.064491324	42357822.99193339	49285996.42558535	47453773.79735723	49285996.42558535	58122517.79777181	34805257.9273242	38832142.54664387	37351299.2989641	41044521.212070204	35470672.32768824	34805257.9273242	37351299.2989641	34805257.9273242	42679110.15775482	646682994.548854	1074946793.685163	1518520761.5154314	609010740.7738959	465936052.9112673	443573967.83026814	1518520761.5154314	443573967.83026814	871837766.9665772
634.453_C32H65B2N3O3Se_6.51_1214	38792048.038392775	17813323.80705543	34414705.244868085	30267666.187840067	12909440.95575675	52692657.01238552	57763738.47658185	6591464.676503222	90950793.35807143	37803076.315210186	39802366.37078745	42572603.42948909	47256856.034207225	82432036.03902909	47731472.94915442	33505122.212524857	41616447.89753304	28352056.604526125	35942312.58528516	6989347.282179148	28207440.61906585	40462507.58294053	20347172.658134565	60149464.1636502	7863165.839942853	58624577.54580941	47081371.46644813	70241482.92597212	39089292.81711868	65691335.889667444	60239932.54409831	75548585.68383503	50161049.49760952	40112433.96240639	42492058.287939504	40504332.83984082	39684907.91429611	48573320.45319077	42492058.287939504	48573320.45319077	33800534.916980155	47256856.034207225	38792048.038392775	40132436.97686399	45890974.914752096	37803076.315210186	41616447.89753304	40132436.97686399	41616447.89753304	34414705.244868085	852737841.4593618	922585981.135347	1359745865.2140641	486051994.0780899	436533987.05725724	437159884.0787169	1359745865.2140641	437159884.0787169	507008023.7547023
633.974__9.33_5866	55514393.061453916	38426947.4073245	28931212.09723248	43992917.051498145	32467571.759374604	28300538.426145148	30106971.497523967	51832242.13201435	55633804.61599462	55874844.95418338	33176118.960832104	63621717.86065613	105070376.58785875	50230233.71988342	48487467.488668285	38412644.105827935	49971610.12689982	27531415.945806563	43835242.59552068	31693135.65808154	83450991.92729767	27344951.32538482	36466317.886411145	35807037.61233069	42690205.585475095	45224223.11302197	28951505.29871409	33222883.65579604	35132497.584981866	51401065.94438075	23563107.205710188	68251234.27007009	47810201.88633575	41334200.60152405	44519294.60819858	37376456.6210349	45651739.489330396	52658979.29192241	44519294.60819858	52658979.29192241	40789599.69297647	43835242.59552068	36466317.886411145	40558576.4963998	35469767.59865628	38412644.105827935	49971610.12689982	40558576.4963998	49971610.12689982	38426947.4073245	812773432.0677078	950686613.8350531	1424617427.4623547	448517479.45241874	502169134.38263434	473930813.6273017	1424617427.4623547	473930813.6273017	611843995.394647
633.964__8.52_5841	47521510.0223266	45172908.12428911	37995026.649881385	105772221.3676267	31193123.964676492	32392620.55470975	35436806.222490296	32178164.23218419	104383809.2418497	27733607.137788948	35047130.89875424	58780049.903783016	38810255.19986663	36365478.433764845	43342024.877234705	37548408.02696665	125794127.32997926	15029947.680984534	84363404.663585	16681234.32801291	38389867.65526836	65346102.98131784	43046574.34797757	30936105.416610666	34276190.30314587	50813740.44822261	20257755.570022635	29038724.085052207	47894382.49962354	41568780.97332308	37455788.16030577	54559831.805717655	44883410.34438367	37117849.43677441	46410178.22210446	40166020.37100793	33792572.053974204	70157240.6735035	46410178.22210446	70157240.6735035	48140515.15018802	41568780.97332308	36365478.433764845	38192447.152574874	36446297.19139803	36365478.433764845	58780049.903783016	38192447.152574874	58780049.903783016	34276190.30314587	763017975.8545225	853710537.0458114	1485125703.1073427	481992244.45209515	371718292.5937162	631415166.0615315	1485125703.1073427	631415166.0615315	722107727.2528204
633.454_C34H64O10_7.29_283	22110847.25591087	25305312.069183014	52564212.29822071	26501202.490747686	22701531.42015072	38509611.17443121	71864469.99035624	37967436.69172649	41667137.61903936	37651935.6504005	30767655.40763462	24013343.415460654	62112412.552202515	64981342.13501062	18537866.614329338	25027422.130693346	32903964.488567922	3300939.1227073153	25212179.231881153	53806928.724572435	33655131.292309634	20212744.7169444	46066578.78442192	46562120.85804083	17934756.805605683	62318490.52338874	29422606.368550625	45624588.03780402	44256716.76218187	69296087.06201322	63031656.656998396	54400091.34144903	44707866.330352694	42070877.49158489	39071541.24040422	48610388.898284756	34936865.04791231	31406570.820720296	39071541.24040422	31406570.820720296	32683706.13846262	45624588.03780402	44256716.76218187	37809686.1710635	49563166.57813077	29422606.368550625	30767655.40763462	37809686.1710635	30767655.40763462	32903964.488567922	760033727.6159958	967630182.3064525	1250289319.692935	583324666.779417	384305515.5270354	282659137.38648266	1250289319.692935	282659137.38648266	490255592.07693934
633.38_C28H52N6O10_5.49_3589	130362226.73036377	38861363.17879791	16160943.680542601	70288850.58369803	27091571.539269283	16743797.358843148	42818034.120536	27614680.388080407	35042221.67504487	28455800.787095647	35591657.96628813	78144404.2558981	29791190.13638485	75464234.82241206	50541599.52506484	32358023.70748904	26265592.990437735	30352051.219464622	60250932.79629674	22193934.160385706	26272476.43182139	66986106.57340707	21023682.011611056	38379728.785183646	22156832.411327813	52047214.65891146	68571500.79289024	71511143.27019346	33895440.34052814	35438157.223432645	46524629.636805944	103412830.95201351	52650094.191511564	42089874.51116722	45644151.70970374	34518693.79673952	50349344.381451994	54727304.550408185	45644151.70970374	54727304.550408185	37704083.56365489	50541599.52506484	33895440.34052814	35514907.59486039	34666798.781980395	32358023.70748904	50541599.52506484	35514907.59486039	50541599.52506484	28455800.787095647	895051601.2556965	968067113.7568461	1460612854.7105198	414224325.5608742	553842788.195972	492545740.95367366	1460612854.7105198	492545740.95367366	565561253.4548234
633.368_C28H56O15_3.61_4197	64073307.02532102	28930430.647374578	36048367.04669166	43958937.71535548	84499883.20617926	21787284.214804284	35641895.32070648	29587450.709843844	61078566.808871366	35266243.85962834	24433599.51801576	31608862.546298865	118788625.22080219	53496688.01784688	184229708.88387957	22687081.830760855	31553408.395163395	30269320.713675827	37342825.37462534	36508132.37246937	32563829.840797417	104577451.12493673	25004780.875630006	54475493.39549588	52245296.68001581	35794858.754867755	32041840.63634302	38357272.64759505	34913429.42624508	44258458.5489462	78831820.79473138	45803400.39682368	56231931.19069626	44819599.448721744	49708079.7672107	41452942.71995359	48492315.88010519	62200862.80334914	49708079.7672107	62200862.80334914	42314381.48726039	37342825.37462534	36048367.04669166	36278249.70958052	36278249.70958052	35266243.85962834	43958937.71535548	36278249.70958052	43958937.71535548	36048367.04669166	955942830.2418364	1030850787.3206	1590658552.5507424	497435312.6394431	533415474.68115705	559807765.2301422	1590658552.5507424	559807765.2301422	634715722.3089058
633.326_C27H47N8O6P_6.62_2070	21837501.782198247	19085730.17072044	45595060.89415993	35557819.88345914	19439398.522734173	28659490.96775233	72493336.27685831	19513567.61301373	65923989.43587478	23756276.632581994	53206767.51404921	60369153.42111321	38219678.664580055	49145393.24461866	73251763.24540508	39002089.738449216	65593846.74632825	42131089.89269895	24591454.76923634	22637902.385827724	61226963.83697457	65877135.415460326	46624932.45756755	28080756.47936837	14917353.307814397	72147395.29833774	36873527.665535875	78054335.44648503	38053077.91962346	67174975.53233318	42942986.386152685	88203923.39176863	56132477.8065	38738144.002115145	45630896.0918463	39733946.485873185	37651814.019833654	63245706.98782591	45630896.0918463	63245706.98782591	33729103.481905445	60369153.42111321	38053077.91962346	42537038.139425814	33356284.443687893	38219678.664580055	65593846.74632825	42537038.139425814	65593846.74632825	28080756.47936837	954252122.7105	890977312.0486484	1460188674.9390817	476807357.8304782	414169954.21817017	569211362.8904332	1460188674.9390817	569211362.8904332	505936552.22858167
633.282__5.75_4609	67496578.48878063	127665137.79631935	20482371.41726143	34049789.90697529	27008132.453714956	18899042.808097266	36642663.840013355	36168142.328896776	63563991.22503474	54346801.03425419	72744250.66839573	49497888.896772794	28229397.24010662	51372332.13798758	76838160.58049585	26445799.48135052	106698270.00368653	37357466.768705875	24458901.520501245	32943176.685321856	30266588.11028345	53033028.28802805	61088915.68891052	46425155.71275798	57568382.34888552	30234819.948857665	66285166.849550195	36636842.200488456	71752579.94502127	20220474.825090498	17624338.280202422	51874281.55709527	43088363.49357387	43363157.38265549	47997464.657432616	34451670.80507561	53084779.10365172	59840694.35964087	47997464.657432616	59840694.35964087	53561112.643139206	36642663.840013355	36636842.200488456	41891311.240731925	31588998.31708976	51372332.13798758	53033028.28802805	41891311.240731925	53033028.28802805	46425155.71275798	732502179.3907558	997352619.8010762	1535918869.0378437	413420049.6609073	583932570.1401689	538566249.2367678	1535918869.0378437	538566249.2367678	803416689.647088
632.927__6.61_5636	22951772.68178773	11708884.617587287	29975340.125256523	33120651.930046	36678423.63396985	57625330.79328157	41799085.062388256	39137086.56766064	23687305.830318034	28420374.695051916	28227720.533584937	48421404.072176225	21271883.30709585	42494352.2708764	73149240.67244437	48385176.547751516	28434865.7048218	26670242.057212338	24116087.182561643	34517352.65302174	153674107.87071687	450213784.4986843	21189665.893769883	27018106.37358564	22817387.63329018	78780447.06902115	45368682.192969054	78510155.4160002	17364801.99924534	43676666.131153956	61167925.07118327	904574815.9116131	126715193.0099795	37462836.085900955	81410910.21875398	39832968.05513749	34877237.57400655	193722655.22493398	81410910.21875398	193722655.22493398	30066056.388698414	48385176.547751516	34517352.65302174	35597888.1434958	36827219.61034119	28420374.695051916	48421404.072176225	35597888.1434958	48421404.072176225	28420374.695051916	2154158281.1696515	861645229.975722	2605149127.0001273	477995616.6616499	383649613.314072	1743503897.0244057	2605149127.0001273	1743503897.0244057	450990845.8304762
632.458__4.65_5936	24670166.160002183	30323741.379097477	120824103.91665038	27239970.609097205	31719983.134623315	35491062.394853435	110347181.00323096	23625582.71294507	40645882.86043513	38615018.67716267	39644752.62924448	30201999.055007074	41469597.607617304	77912371.87473567	34446659.9840045	24413180.736596953	23201595.913406465	29935785.310890283	43096751.04666641	141497357.1985384	31989093.458070856	17712944.679955777	32066038.37244912	54671844.124761835	30656123.8573011	142579406.0888767	88610797.11475863	83558886.68171225	86641304.20605645	30935467.252415556	115086885.44347447	66745601.43826678	62224362.708464436	62554288.53458333	54705535.52884078	77954422.43714757	45754142.45905871	34647611.18083203	54705535.52884078	34647611.18083203	46184198.05860063	43096751.04666641	41469597.607617304	37053040.53600805	70656574.16540915	32066038.37244912	31989093.458070856	37053040.53600805	31989093.458070856	31719983.134623315	1057814166.0438954	1438748636.2954166	1750577136.922905	935453069.2457709	503295567.04964584	311828500.62748826	1750577136.922905	311828500.62748826	692762970.8790094
632.442_C30H53N11O4_7.78_2409	32397604.657346122	52998072.63231634	33897780.829992235	47803705.568710566	28906851.222143967	19175735.52791076	25680864.204665717	16250397.56891196	61584559.459171295	32337759.63446526	49469991.05157666	59792863.78126999	42285738.54287859	75004148.7073568	27358586.236390624	31163076.079139266	43163241.50126428	42246761.471976906	53517760.661525205	21054217.73805377	44854257.1149045	41901940.14966335	47087758.861708194	40260626.65245709	23465153.79071378	28502259.87071256	32528918.736374184	62359994.0312582	27287773.37566975	52366588.58832445	36831199.36695521	89178964.5207645	45747217.225268304	37287262.728385046	41334848.50426787	31524196.514657706	43574244.05245126	51678678.82041286	41334848.50426787	51678678.82041286	36334163.953800745	42285738.54287859	32528918.736374184	41081283.40106022	27895016.623191155	42246761.471976906	47803705.568710566	41081283.40106022	47803705.568710566	33897780.829992235	777702692.8295611	857607042.7528561	1322715152.136572	378290358.1758925	479316684.57696384	465108109.38371575	1322715152.136572	465108109.38371575	545012459.3070111
632.428__4.55_4610	47122228.69022454	40303203.08451703	26913400.983311024	38694686.03252286	42010831.83782247	28483767.258868523	20286735.60826841	24678327.706090584	55943892.963744275	38657740.017447345	28284584.063028257	117850318.57045038	46432382.33482544	99966118.06860338	121149192.1137022	39164382.32852635	36220021.863408916	32504457.50817337	59678416.24693325	32607103.176144034	33280002.555062853	72918097.05079655	76645066.48025106	27965563.254593603	22866370.634780057	35736832.24016046	20963168.953846626	56717273.45605488	45929113.35555768	23469634.80702394	28402245.07343016	58278724.49753981	56286335.51417843	39891494.048063226	46253871.337990955	31418125.862096813	49135168.43275387	62513279.967806235	46253871.337990955	62513279.967806235	34883745.27164512	46432382.33482544	35736832.24016046	38676213.024985105	28183904.16401188	42010831.83782247	55943892.963744275	38676213.024985105	55943892.963744275	32607103.176144034	956867703.7410333	917504363.1054542	1480123882.8157105	377017510.34516174	540486852.7602925	562619519.7102561	1480123882.8157105	562619519.7102561	523256179.0746769
632.385__4.08_5139	77744016.52282278	88192813.57982083	27440653.35732724	43500519.12460793	22477832.38760919	30326896.71892983	25422539.798266854	43532330.92640496	34100403.57185629	24719417.619491264	149505574.53003687	53284702.595700994	27160267.137170196	21974792.173638225	75026705.64422406	64687976.35846103	42915878.63405723	39148586.141589776	25053357.72626176	42962077.49799585	84923078.76357728	109271351.88144483	67338315.2379289	33033414.23462607	28370840.908163633	42126822.47996077	21763830.989635315	38761006.291910015	38480546.48064227	51315817.401302986	36819100.416373156	116805691.5626774	52953876.64348095	39950141.40810143	50880848.709203616	35407033.16218794	44906259.49455249	78814878.47868699	50880848.709203616	78814878.47868699	48531417.05035599	42126822.47996077	36819100.416373156	40637704.31077527	34926257.32549961	38761006.291910015	75026705.64422406	40637704.31077527	75026705.64422406	39148586.141589776	900215902.9391761	918853252.386333	1628187158.6945157	424884397.9462553	493968854.4400774	709333906.3081828	1628187158.6945157	709333906.3081828	727971255.7553399
