index	V17-leg-psoriasis-GA6	V17-leg-psoriasis-GA4	V17-leg-healthy-GA5	V17-leg-psoriasis-GA3	V17-leg-healthy-GA8	V17-leg-healthy-GA2	V17-leg-healthy-GB4	V17-leg-psoriasis-GB3	V17-leg-healthy-GA1	V17-leg-healthy-GA12	V17-leg-psoriasis-GA7	V17-leg-psoriasis-GA10	V17-leg-psoriasis-GB2	V17-leg-psoriasis-GA11	V17-leg-healthy-GB1	V17-leg-healthy-GA9	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Sex_male	GROUP_MEAN_Batch_4	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Sex_male	GROUP_SUM_Batch_4	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_2_psoriasis
964.712__7.85_1165	2095689.4978339432	1307991.8389020115	1605021.6358081955	5634823.761846738	3215145.8237816975	1574324.6796979853	6568696.858512148	6156167.883737655	2163271.3018561634	5512874.492161868	15271941.91361626	2419818.3870658707	1715326.0561712221	5931145.461707072	2104083.752089835	2338562.930776895	3135247.6843355987	4100930.392222848	4100930.392222848	4100930.392222848	4100930.392222848	5066613.100110097	2250917.116316529	2379190.658921383	2379190.658921383	2379190.658921383	2379190.658921383	4027321.0744563043	25081981.47468479	65614886.275565565	65614886.275565565	65614886.275565565	65614886.275565565	40532904.800880775
964.677__6.67_5749	2718172.2303356156	1385100.1910585323	1991327.7260607765	3153260.817640885	1193924.7929817007	1722678.5359297039	3035076.8976374012	6565424.14590027	3527045.252826217	2000386.4898573793	1989922.929756587	3399208.7891449784	2464041.6824205215	8097492.098762044	3725317.044604624	4338068.91708148	2691728.2071224106	3206653.0338749196	3206653.0338749196	3206653.0338749196	3206653.0338749196	3721577.8606274286	2517731.69374739	2876624.563986508	2876624.563986508	2876624.563986508	2876624.563986508	2935716.52398825	21533825.656979285	51306448.541998714	51306448.541998714	51306448.541998714	51306448.541998714	29772622.88501943
963.622__7.98_3912	2142807.6141010667	1322895.0698439858	1566319.008949924	7904322.895919241	3050600.9396465127	1061922.9347819777	6906371.577854873	5014602.424996299	1469661.79965839	11590616.826011192	12780341.639370285	1416405.1918550916	2141642.6015342744	6689082.753997308	4373767.845756084	3389004.469947804	4176033.1753258444	4551272.849639019	4551272.849639019	4551272.849639019	4551272.849639019	4926512.523952194	3219802.7047971585	3219802.7047971585	3219802.7047971585	3219802.7047971585	3219802.7047971585	3578705.0195486825	33408265.402606755	72820365.5942243	72820365.5942243	72820365.5942243	72820365.5942243	39412100.19161755
962.733__8.07_615	1981771.5567066928	3061893.0508213304	3008558.9753272654	4796010.971234338	4603891.6945378	1674745.7380830655	5424055.198630226	3666210.712313014	2166924.957003151	4266213.991842203	3371144.5024432368	1471123.1327462199	2913089.9662370817	5557283.922005561	5.069779039359766	2459344.7422143826	2950467.545927142	3151391.7613702877	3151391.7613702877	3151391.7613702877	3151391.7613702877	3352315.9768134346	2733951.858770824	3035226.013074298	3035226.013074298	3035226.013074298	3035226.013074298	3216518.776632284	23603740.367417134	50422268.181924604	50422268.181924604	50422268.181924604	50422268.181924604	26818527.814507477
962.698__8.06_4795	1293544.4220221716	2940039.080151659	1211561.7233651208	3027949.1595779755	5830661.488586065	1582381.4296737046	4217664.354926722	4454959.712119903	3790718.2837526193	6648141.5380195705	21872307.9382592	1457280.583615915	3925075.8865182134	4530949.534087585	2513187.614195482	3090315.8301643613	3610579.0328354556	4524171.161189767	4524171.161189767	4524171.161189767	4524171.161189767	5437763.289544078	3440517.05695849	3440517.05695849	3440517.05695849	3440517.05695849	3440517.05695849	3476512.5230480945	28884632.262683645	72386738.57903627	72386738.57903627	72386738.57903627	72386738.57903627	43502106.31635262
961.584__7.56_4092	5103921.907414588	2438311.8325645067	2929106.4485329273	3836932.4850073555	1492639.3047109642	1088608.3641504429	2811934.003615204	9617847.898135316	3105020.449167225	3427378.9902726337	6556397.514031386	4175884.2729366347	3960559.4836455537	3550000.8913609283	2974134.818768629	2977574.079839391	2600799.557382177	3752890.796509606	3752890.796509606	3752890.796509606	3752890.796509606	4904982.035637034	2951620.633650778	3266199.7197199296	3266199.7197199296	3266199.7197199296	3266199.7197199296	4068221.878291094	20806396.459057417	60046252.74415369	60046252.74415369	60046252.74415369	60046252.74415369	39239856.28509627
958.665__8.09_4410	2482806.804690771	1439031.1427563126	2229208.8947324143	1698786.187876971	4614461.325542834	2574660.3957796735	2778856.3506710916	10063493.347581964	3392490.9283229364	7251906.39075692	4327470.011939523	3111363.380500665	2054889.5327550124	3611789.9735830594	4939000.298103546	2655916.4707009913	3804562.631826301	3701633.214768418	3701633.214768418	3701633.214768418	3701633.214768418	3598703.797710535	3085673.6394970138	2945109.8655858785	2945109.8655858785	2945109.8655858785	2945109.8655858785	2797085.092595718	30436501.05461041	59226131.43629469	59226131.43629469	59226131.43629469	59226131.43629469	28789630.38168428
957.631__7.62_4085	3153797.4605293423	1538270.823383769	1957519.823563107	2329741.2680325587	2198119.9932844867	1751524.1114706586	10750712.282506092	6351196.258264939	1818459.3587918598	5090204.653252029	4873120.00767433	1455213.8384348785	4372004.991465305	7534865.690544008	3080767.665513098	3494725.410816797	3767754.162399766	3859390.2273454536	3859390.2273454536	3859390.2273454536	3859390.2273454536	3951026.292291141	2639443.8293987922	3117282.5630212203	3117282.5630212203	3117282.5630212203	3117282.5630212203	3762901.2259973236	30142033.29919813	61750243.63752726	61750243.63752726	61750243.63752726	61750243.63752726	31608210.33832913
954.678__8.37_2186	1975023.0286992877	3042482.7888957853	2359561.4874857483	3880950.893945507	3967673.5945790536	2146635.185228789	3965232.615868348	4192839.7011387027	1916985.5820176366	3941411.624848561	8368015.61530533	1996393.667711334	1768266.7470390485	4287756.863236913	1303309.1298755757	2416445.4447566746	2752156.8330825483	3220561.4981645183	3220561.4981645183	3220561.4981645183	3220561.4981645183	3688966.163246488	2388003.4661212116	2729464.1168262297	2729464.1168262297	2729464.1168262297	2729464.1168262297	3461716.841420646	22017254.664660387	51528983.97063229	51528983.97063229	51528983.97063229	51528983.97063229	29511729.305971906
953.674__8.39_629	1505525.4739289333	3650808.386720038	1705439.7629458096	4493973.4355232725	3572148.9156028475	1897081.2905090488	4724635.533402466	4578851.1349473735	1987682.5343415244	4762769.701579978	9262001.165525861	1795996.4257209727	1736320.4857919079	4735715.486969336	1691947.7010340106	2148972.507429323	2811334.7433556262	3390616.871373294	3390616.871373294	3390616.871373294	3390616.871373294	3969898.999390962	2068327.5208854238	2860560.711516085	2860560.711516085	2860560.711516085	2860560.711516085	4072390.9111216553	22490677.94684501	54249869.9419727	54249869.9419727	54249869.9419727	54249869.9419727	31759191.995127697
952.672__6.62_2982	2158905.5163239986	1423177.2189175764	3171928.736272042	6454049.099833342	2184724.1711107166	1628961.0047755344	3428774.345565581	4963567.9390069125	2438832.0308163976	2273896.586258093	4615622.315366384	2883017.933336223	5211524.243005998	3757974.7653953684	8979896.86959117	8243665.720219632	4043834.933076146	3988657.405987186	3988657.405987186	3988657.405987186	3988657.405987186	3933479.8788982257	2805380.3835442197	3300351.5409188117	3300351.5409188117	3300351.5409188117	3300351.5409188117	4186798.540380876	32350679.46460917	63818518.495794974	63818518.495794974	63818518.495794974	63818518.495794974	31467839.031185806
952.662__7.76_4155	8669846.168591091	4055297.279634292	3113897.814070603	2795578.6460027304	3394505.252701181	1665380.7448020496	3793403.331329863	3338679.5040640426	3502859.6587807816	3651773.282147624	3312072.977241546	2607694.403833354	3810738.0380655113	3210987.1585683916	2977473.1725017778	7596593.028796652	3711985.785641317	3843548.778820718	3843548.778820718	3843548.778820718	3843548.778820718	3975111.77200012	3448682.4557409813	3366592.378382612	3366592.378382612	3366592.378382612	3366592.378382612	3325376.240652794	29695886.285130534	61496780.46113149	61496780.46113149	61496780.46113149	61496780.46113149	31800894.17600096
948.718__8.39_340	1841048.427257475	3754264.8923957427	2108244.4410006665	3942048.649169241	3553818.688072556	1533857.5690134328	5167413.023488439	5601162.648236353	2702942.410144197	4692032.6722735725	12171322.744737428	2563008.2228113688	2066142.083630634	4822462.391524386	1485651.819984498	3001283.1706384574	3030655.4743269775	3812918.9908986525	3812918.9908986525	3812918.9908986525	3812918.9908986525	4595182.507470328	2852112.790391327	3277550.929355507	3277550.929355507	3277550.929355507	3277550.929355507	3848156.770782492	24245243.79461582	61006703.85437844	61006703.85437844	61006703.85437844	61006703.85437844	36761460.05976263
940.632__8.28_4703	2661585.335940461	2595277.5049110395	4885932.433440711	1974107.7576760564	2774938.9087266964	2121062.7678962112	3659326.131442926	3006456.9149306603	5888544.69150123	3570385.8116868567	2978486.794980117	2243996.1067655073	3546000.528776641	2849870.860074202	5100281.447681701	6036721.063625892	4254649.157000278	3493310.941253557	3493310.941253557	3493310.941253557	3493310.941253557	2731972.7255068356	4272629.282441819	2992471.8549553887	2992471.8549553887	2992471.8549553887	2992471.8549553887	2755728.0980073316	34037193.256002225	55892975.06005691	55892975.06005691	55892975.06005691	55892975.06005691	21855781.804054685
939.621__7.53_3295	3982436.289569534	2815158.898804785	1238910.2998098275	3263501.3824261883	2804003.027860607	1249256.9249126315	2402375.8947033687	7622541.30073766	3094294.614078281	912351.4257318012	11122394.314678907	2972749.946203945	3894343.4553609095	5150511.655342211	1862525.5143394088	3228370.1945771244	2099010.9870016314	3600982.8211960746	3600982.8211960746	3600982.8211960746	3600982.8211960746	5102954.655390518	2132450.7045213887	3033522.2801411133	3033522.2801411133	3033522.2801411133	3033522.2801411133	3938389.8724652217	16792087.89601305	57615725.13913719	57615725.13913719	57615725.13913719	57615725.13913719	40823637.24312414
939.599__7.91_3785	2215570.2704187264	2578026.5535906344	1626403.4919297467	2785188.85215043	2001783.9350124307	1852475.8770958353	12973734.915145434	10163345.570737904	9175696.818217956	2795230.1793994037	3907226.1937776916	3898039.9989137915	4294623.838180922	4048808.9079882214	2676366.7778741326	4304163.099067447	4675731.886717798	4456042.829968794	4456042.829968794	4456042.829968794	4456042.829968794	4236353.77321979	2735798.478636768	3346635.089156598	3346635.089156598	3346635.089156598	3346635.089156598	3902633.0963457413	37405855.093742386	71296685.27950071	71296685.27950071	71296685.27950071	71296685.27950071	33890830.18575832
936.681__7.2_2484	1760096.9419652869	2404279.6312142923	1371160.6599232005	6829513.771201555	2075586.1567878304	2719813.467584357	7535385.749898324	4374845.257449189	2277093.346930309	3429333.2577909664	14478186.193331074	1639395.65592102	3184082.077228748	3294405.135012092	11839360.834497306	4157646.1564284973	4425672.453730099	4585636.518322753	4585636.518322753	4585636.518322753	4585636.518322753	4745600.582915407	3074573.362687662	3239243.6061204197	3239243.6061204197	3239243.6061204197	3239243.6061204197	3239243.6061204197	35405379.62984079	73370184.29316404	73370184.29316404	73370184.29316404	73370184.29316404	37964804.66332325
935.591__7.49_2794	1907468.430695344	3548819.368554615	1871866.697286985	6051081.095179476	1129617.4788051592	972089.6770009416	8611662.286744935	4984215.491143331	1986726.573566789	4421246.1583219	6753073.245003815	1712469.5842720105	4097733.5254603783	6278503.0847441275	1733141.8391390773	1132405.677725683	2732344.5485739335	3574507.5133527853	3574507.5133527853	3574507.5133527853	3574507.5133527853	4416670.478131637	1802504.2682130313	2767772.971060702	2767772.971060702	2767772.971060702	2767772.971060702	4540974.508301854	21858756.38859147	57192120.213644564	57192120.213644564	57192120.213644564	57192120.213644564	35333363.825053096
934.666__7.52_3538	1638949.0522221208	2930966.14067843	1344646.3767372773	7440121.389235316	2716277.901770053	959683.9249362674	1459262.3992985298	10202932.702394376	2288699.3057569643	4121125.8219143273	7024108.461107459	3816247.3711138	3565643.799233361	4942165.562772109	5319234.255877492	2620672.892916273	2603700.3599008983	3899421.08487276	3899421.08487276	3899421.08487276	3899421.08487276	5195141.8098446205	2454686.0993366186	3248304.9699558956	3248304.9699558956	3248304.9699558956	3248304.9699558956	4379206.466942955	20829602.879207186	62390737.35796416	62390737.35796416	62390737.35796416	62390737.35796416	41561134.478756964
934.666__6.68_5667	3719728.6759090833	8.954268936311928	1648382.4142167266	1613774.1647778808	3626469.9649373945	2031356.4966227876	2296761.027895073	3904768.6434779693	3381579.6637981995	4770476.318509542	7723406.1740575535	2414241.0363394856	2657985.1910548327	6285126.72616245	3403687.7538019535	4491461.298454063	3206271.867279467	3373075.906517746	3373075.906517746	3373075.906517746	3373075.906517746	3539879.9457560237	3392633.7088000765	3392633.7088000765	3392633.7088000765	3392633.7088000765	3392633.7088000765	3188856.9334819578	25650174.938235737	53969214.504283935	53969214.504283935	53969214.504283935	53969214.504283935	28319039.56604819
932.646__7.27_5441	3542279.0042126565	2244483.409034811	1141020.2433517808	2977493.9593973286	1380900.0080369343	3109242.4101225855	5142557.45829383	3190416.1626714347	3677334.427548522	4600892.548579841	6798480.983296869	3039494.9169840924	5192998.348329925	4140023.86130453	2064153.0456513884	4453302.169813878	3196175.288924845	3543442.0597894005	3543442.0597894005	3543442.0597894005	3543442.0597894005	3890708.830653956	3393288.418835554	3366347.5834420454	3366347.5834420454	3366347.5834420454	3366347.5834420454	3366347.5834420454	25569402.31139876	56695072.95663041	56695072.95663041	56695072.95663041	56695072.95663041	31125670.64523165
