index	V17-leg-psoriasis-GA6	V17-leg-psoriasis-GA4	V17-leg-healthy-GA5	V17-leg-psoriasis-GA3	V17-leg-healthy-GA8	V17-leg-healthy-GA2	V17-leg-healthy-GB4	V17-leg-psoriasis-GB3	V17-leg-healthy-GA1	V17-leg-healthy-GA12	V17-leg-psoriasis-GA7	V17-leg-psoriasis-GA10	V17-leg-psoriasis-GB2	V17-leg-psoriasis-GA11	V17-leg-healthy-GB1	V17-leg-healthy-GA9	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Sex_male	GROUP_MEAN_Batch_4	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Sex_male	GROUP_SUM_Batch_4	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_2_psoriasis
659.465__7.97_2014	2849573.3124708435	2770884.4436879246	1922278.996028995	2917984.292932002	2673860.613017372	2035833.5972672163	4459198.310224608	3559677.947988976	14960958.176065484	1877555.5293949377	4716350.299279498	1661419.7645358194	3778258.7275038203	5016516.5396690415	12535967.572495872	4398733.186056174	5608048.247568833	4508440.706788661	4508440.706788661	4508440.706788661	4508440.706788661	3408833.1660084906	3536296.899536773	3238831.120460489	3238831.120460489	3238831.120460489	3238831.120460489	3238831.120460489	44864385.98055066	72135051.30861858	72135051.30861858	72135051.30861858	72135051.30861858	27270665.328067925
659.445_C26H54N14O6_6.76_1438	1967424.408302935	4985132.894686129	3311552.0864770324	5163543.80463326	869013.3613924932	3424128.8261489365	4128941.617183346	2448033.9038944147	2175157.592379563	2031203.1888899768	5846306.4676431995	3210271.8919319	4546953.120785386	4441585.284458873	3492688.605113862	9939282.235922555	3671495.9391884706	3873826.205615241	3873826.205615241	3873826.205615241	3873826.205615241	4076156.4720420125	3367840.456312984	3458408.7156313993	3458408.7156313993	3458408.7156313993	3458408.7156313993	4494269.20262213	29371967.513507765	61981219.28984386	61981219.28984386	61981219.28984386	61981219.28984386	32609251.7763361
659.366__3.61_4960	1245881.0911866853	13008763.899848668	1847599.5576695374	2964170.031974815	2074766.8575963348	2129914.321180552	16718659.188393896	2305586.1123879883	3081778.6859559314	2399903.7370226774	7987664.650034087	3814083.9901062967	3192662.638102568	4257987.9393042205	9186502.279628325	8787830.540214876	5778369.395957766	5312734.720037966	5312734.720037966	5312734.720037966	5312734.720037966	4847100.044118166	2740841.2114893044	3137220.6620292496	3137220.6620292496	3137220.6620292496	3137220.6620292496	3503373.3141044322	46226955.16766213	85003755.52060746	85003755.52060746	85003755.52060746	85003755.52060746	38776800.35294533
659.365_C33H54O13_5.32_1268	2986259.451788354	5450539.811805001	3464944.707191904	3117566.2521590353	923578.467327062	1457607.0992079622	3408471.7282036683	5392149.769164445	3031483.7516013705	3408208.1989504364	5964106.513821861	3564645.8635648657	3754862.618526546	2939528.121974656	1153605.5592569823	2533373.7102761595	2422659.152751943	3284433.2265512696	3284433.2265512696	3284433.2265512696	3284433.2265512696	4146207.3003505953	2782428.730938765	3262887.225554736	3262887.225554736	3262887.225554736	3262887.225554736	3659754.241045706	19381273.222015545	52550931.624820314	52550931.624820314	52550931.624820314	52550931.624820314	33169658.402804762
659.251_C26H44N6O9Se_3.56_2921	1218372.3862231812	2453246.1623932635	9971258.380048472	1958740.537882895	1358621.6756807973	3037150.876736393	6158336.7643146105	4630432.638137145	7045687.694376977	1977294.3727488064	7764318.968033567	1939400.1272994457	1741036.0854116895	4673988.22473821	7609401.961957832	16807094.019032508	6745605.71811205	5021523.804688487	5021523.804688487	5021523.804688487	5021523.804688487	3297441.891264925	6602012.229345794	3833791.757436769	3833791.757436769	3833791.757436769	3833791.757436769	2205993.3501380794	53964845.7448964	80344380.8750158	80344380.8750158	80344380.8750158	80344380.8750158	26379535.1301194
658.966__7.67_3431	790233.9318132551	4760822.127580711	635399.6717917428	5786838.67659189	5607306.9385045795	887143.0318948958	5983020.513342528	2714951.007193665	3615510.3157335357	9597878.190002818	9510492.480054703	3280342.058060694	1687635.6054558412	4893204.134815134	2656548.5303507154	2513829.858413291	3937079.631254263	4057572.3169750003	4057572.3169750003	4057572.3169750003	4057572.3169750003	4178065.0026957365	3136029.4230421255	3447926.186897115	3447926.186897115	3447926.186897115	3447926.186897115	4020582.092820702	31496637.050034106	64921157.071600005	64921157.071600005	64921157.071600005	64921157.071600005	33424520.02156589
658.916__6.46_551	4030390.9810029306	2924892.551176255	2396575.076381512	1620735.5016802265	2131116.47394186	1954122.2716438563	11640119.773337303	2922652.532172576	2245087.6598188328	2106958.604759846	3583744.272072255	2073979.6388443657	3629811.8161807656	4203469.237670415	5583615.25300293	4989388.897888256	4130873.0013467995	3627291.2838483867	3627291.2838483867	3627291.2838483867	3627291.2838483867	3123709.566349974	2320831.3681001724	2923772.5416744156	2923772.5416744156	2923772.5416744156	2923772.5416744156	3254318.411624255	33046984.010774396	58036660.54157419	58036660.54157419	58036660.54157419	58036660.54157419	24989676.53079979
658.509_C34H67N5O7_6.87_394	1592265.1384226526	2800015.14416821	402985.40379110904	4810257.561926927	2579350.56071203	1774127.1442519184	1966159.7302425758	5075819.311426325	1548400.2690260808	4349647.82034074	8971462.98019362	3191437.760180413	2310953.432584129	4660503.645702029	5479286.34807865	1936947.2683632362	2504613.0681007924	3340601.219963165	3340601.219963165	3340601.219963165	3340601.219963165	4176589.3718255386	1951553.499302906	2689682.85244012	2689682.85244012	2689682.85244012	2689682.85244012	3925970.7029412207	20036904.54480634	53449619.51941064	53449619.51941064	53449619.51941064	53449619.51941064	33412714.97460431
658.475__9.13_434	2132457.2967000166	970909.4540530177	3171787.3111033584	1469408.6351563327	1985605.0207397987	2543376.6375596942	1223559.1314378884	3089748.6351425913	4247186.929015442	1692961.488824054	2861555.722698376	4607058.008357576	3669314.3135899357	8288937.032529375	4938106.403122529	4534131.920475372	3042089.355284767	3214131.4962815847	3214131.4962815847	3214131.4962815847	3214131.4962815847	3386173.6372784027	2857581.974331526	2975652.1789204837	2975652.1789204837	2975652.1789204837	2975652.1789204837	2975652.1789204837	24336714.842278138	51426103.940505356	51426103.940505356	51426103.940505356	51426103.940505356	27089389.09822722
658.475_C29H59N11O6_6.41_4230	1121643.1599533143	2869162.1595993615	1303062.9111434103	3573355.5854392867	3161147.221694743	1692689.9566900015	5377502.929558494	1433582.1224092152	5040230.676986509	1947367.7052897343	3435435.5053514484	10101805.54718025	2263634.080468275	2709537.689368217	16968606.669138167	5659981.48560274	5143823.6945129745	4291171.587867073	4291171.587867073	4291171.587867073	4291171.587867073	3438519.481221171	4100688.9493406257	3015154.690647052	3015154.690647052	3015154.690647052	3015154.690647052	2789349.924483789	41150589.556103796	68658745.40587316	68658745.40587316	68658745.40587316	68658745.40587316	27508155.84976937
658.38_C33H55NO12_5.81_1887	4884735.431606336	1505571.2703419311	4157712.571913551	4828345.299575492	940140.2075572445	1183574.5017302274	7822203.025063102	4504803.491062773	2249040.136439823	891055.8706359017	6908533.7362720035	2666212.3827823456	4728585.693557505	2562662.839779443	4683719.621514427	7501377.784231128	3678602.9648856753	3876142.116503952	3876142.116503952	3876142.116503952	3876142.116503952	4073681.2681222283	3203376.354176687	4331258.031488162	4331258.031488162	4331258.031488162	4331258.031488162	4616694.592310139	29428823.719085403	62018273.86406323	62018273.86406323	62018273.86406323	62018273.86406323	32589450.144977827
658.381_C29H47N13O5_6.26_1101	2898476.5092467098	3580314.050546905	1835467.745300133	4163492.137836226	1957710.3287689148	2381139.525057849	2585607.168742603	4308619.700937676	3588967.9229053897	1228982.603008512	3357052.107384214	3118300.7945246645	7132303.923773247	4876204.890609286	11580248.315120457	3810143.380278581	3621033.3736478053	3900189.4440025855	3900189.4440025855	3900189.4440025855	3900189.4440025855	4179345.514357366	2483373.346900226	3468683.0789655596	3468683.0789655596	3468683.0789655596	3468683.0789655596	3871903.094191565	28968266.989182442	62403031.10404137	62403031.10404137	62403031.10404137	62403031.10404137	33434764.11485893
657.504_C37H64N6O4_9.54_2822	4523572.21364747	2531816.2821936337	9310761.93478311	1830953.42623776	2967816.5223071966	3920900.1858738917	3583231.1185258934	2600113.714139385	3398692.3858418697	4332235.765122489	1849903.5435582895	27453735.9654515	2777383.317125826	6943094.836329686	2589030.090640101	2288588.3236492765	4048907.0408429783	5181364.351589211	5181364.351589211	5181364.351589211	5181364.351589211	6313821.662335444	3490961.7521838816	3183254.454074533	3183254.454074533	3183254.454074533	3183254.454074533	2688748.5156326056	32391256.326743826	82901829.62542738	82901829.62542738	82901829.62542738	82901829.62542738	50510573.298683554
657.496__8.27_4357	3010808.058520128	4126879.2516820594	2434057.958823163	2918763.498631908	3776859.2339344304	900866.6782392048	2363318.4277627594	3235103.0463003563	5486051.740335619	2018791.2334805727	1773600.247248078	8638089.806925664	3872671.4180596615	8313155.167632325	2883377.8263648795	3312399.7887590225	2896965.360962456	3691549.5864187395	3691549.5864187395	3691549.5864187395	3691549.5864187395	4486133.811875022	2658717.8925940213	3122955.552410242	3122955.552410242	3122955.552410242	3122955.552410242	3553887.2321800087	23175722.88769965	59064793.38269983	59064793.38269983	59064793.38269983	59064793.38269983	35889070.495000176
657.477_C36H72NO4Se_5.43_3078	1467479.5992736625	3263615.581349662	2672161.867322832	3157404.8863904807	3241284.24271114	6166030.592806599	1184269.3852589275	1616857.3814067917	2959637.350542236	3393468.315698671	4233268.702108081	2753963.5066704014	3248981.8637436004	3055012.7972514452	6614671.011982678	10226264.828690592	4557223.44937671	3703398.2445754874	3703398.2445754874	3703398.2445754874	3703398.2445754874	2849573.039774266	3317376.2792049055	3199344.5645508105	3199344.5645508105	3199344.5645508105	3199344.5645508105	3106208.8418209627	36457787.59501368	59254371.9132078	59254371.9132078	59254371.9132078	59254371.9132078	22796584.31819413
657.458_C32H60N6O8_8.16_1257	6356995.697604152	3353354.292854108	2850708.8395932596	1948588.6335414604	3120982.950851915	3885970.717053104	1379081.633585113	4544447.100142982	6747458.477981551	3058500.9942799415	5078408.037056727	3786904.1315674535	2586789.035211745	3177394.9575729566	1882256.2423404346	2850390.8680411256	3221918.8404658055	3538014.5380798765	3538014.5380798765	3538014.5380798765	3538014.5380798765	3854110.2356939483	2954604.9169366006	3149188.9542124355	3149188.9542124355	3149188.9542124355	3149188.9542124355	3570129.212210781	25775350.723726444	56608232.60927802	56608232.60927802	56608232.60927802	56608232.60927802	30832881.885551587
657.441__5.49_4744	2733322.0631883335	2119195.506933511	729291.499590123	4234395.875021804	1778810.8520739055	4707742.979760706	5309882.161558365	5482517.975035133	2382320.578929958	3969108.2787153632	3955000.4752607136	1573864.43884551	3218803.386497799	5481988.357266139	4524041.9728589235	8139578.995331423	3942597.1648523463	3771241.5873042317	3771241.5873042317	3771241.5873042317	3771241.5873042317	3599886.009756118	4246575.125787144	3962054.3769880384	3962054.3769880384	3962054.3769880384	3962054.3769880384	3586901.930879256	31540777.31881877	60339865.39686771	60339865.39686771	60339865.39686771	60339865.39686771	28799088.078048944
657.437_C30H52N14O3_7.3_2090	6261967.693996722	2555796.9030243405	3806296.4242059467	4312587.107447783	2292907.257682276	3212163.3480242994	2455940.005875406	6705843.945100816	5015546.862326522	2682674.641703921	2660429.583464493	2494495.0573362624	2625439.57346676	3169715.9116780832	1395750.4219592963	5462079.979402064	3290419.8676474667	3569352.1697934372	3569352.1697934372	3569352.1697934372	3569352.1697934372	3848284.4719394073	2947418.99486411	2926195.276691002	2926195.276691002	2926195.276691002	2926195.276691002	2915072.747571288	26323358.941179734	57109634.716694996	57109634.716694996	57109634.716694996	57109634.716694996	30786275.77551526
657.366_C27H48N10O9_3.14_2770	1174521.055901452	14190665.304481791	1724016.0939078724	3157628.0009227516	1490029.5781076269	1741209.4781385711	13930344.278552372	4259829.559785166	9618134.075538022	1990281.0439380317	4762501.28808451	1805820.2137237426	3846765.418678255	2390934.9510000134	34848339.57305933	4147129.762319721	8686185.485445194	6567384.354758702	6567384.354758702	6567384.354758702	6567384.354758702	4448583.2240722105	3068705.4031288764	3502196.709800503	3502196.709800503	3502196.709800503	3502196.709800503	3502196.709800503	69489483.88356155	105078149.67613924	105078149.67613924	105078149.67613924	105078149.67613924	35588665.792577684
657.349_C33H52O13_5.51_2570	1365707.270978548	3072485.251336925	3704224.898241527	4062858.3950907006	2013708.631920115	2432280.789330098	3403689.8847570266	3114206.1576559874	5268747.639679052	2186546.252746529	2279167.8234049333	505168.851618816	4196915.985376322	2547156.2362137744	5048628.369665697	6805513.69352775	3857917.519983474	3250437.8832214875	3250437.8832214875	3250437.8832214875	3250437.8832214875	2642958.246459501	3553957.3914992767	3093345.7044964563	3093345.7044964563	3093345.7044964563	3093345.7044964563	2809820.74377535	30863340.159867793	52007006.1315438	52007006.1315438	52007006.1315438	52007006.1315438	21143665.971676007
657.259__8.39_6172	3177813.420159429	5572018.404093831	2225871.198112003	3054642.357362552	2328513.7504427335	2010380.491104514	2354473.5182493515	1383152.3823218837	1689197.2816398954	2164578.931148795	2271186.4186438443	2060299.963269477	5492901.524757303	3940535.5633073286	8379028.272347613	4133849.613722675	3160736.632095948	3264902.6931677014	3264902.6931677014	3264902.6931677014	3264902.6931677014	3369068.754239456	2277192.4742773683	2341493.6343460428	2341493.6343460428	2341493.6343460428	2341493.6343460428	3116227.8887609905	25285893.056767583	52238443.09068322	52238443.09068322	52238443.09068322	52238443.09068322	26952550.033915646
657.254_C29H40N2O15_3.82_688	2211303.9717648877	3673683.8918060656	3472584.433539766	2530847.0091877445	1843990.6716602421	1737043.4940433013	3357154.6859139097	4202770.624688782	2076966.046504491	1451984.8409451484	6005582.441605972	3343538.2731010593	6438550.672903153	6491655.164902685	3321518.9399016197	7452934.520800615	3089272.2041636365	3725756.85520434	3725756.85520434	3725756.85520434	3725756.85520434	4362241.506245043	2699242.493203055	3350346.4795074845	3350346.4795074845	3350346.4795074845	3350346.4795074845	3938227.258247424	24714177.633309092	59612109.68326944	59612109.68326944	59612109.68326944	59612109.68326944	34897932.049960345
657.254_C28H41N4O12P_3.5_613	1390438.3093909465	4224360.442019204	13763050.772769215	2131926.9258469422	2039013.4611965043	1748529.4352633653	8593185.394907255	2848095.0832001125	1916768.8743192388	1850936.5124520557	7762094.571620274	1535611.6988439874	4124915.266581094	11603764.784250887	1813137.2024446854	9538111.53646924	5157841.6487276945	4805246.266973438	4805246.266973438	4805246.266973438	4805246.266973438	4452650.885219181	1977891.1677578716	2490011.0045235273	2490011.0045235273	2490011.0045235273	2490011.0045235273	3486505.174890603	41262733.189821556	76883940.271575	76883940.271575	76883940.271575	76883940.271575	35621207.08175345
656.53_C37H71N2O7_7.91_1132	1482376.1488833833	3898922.3585983287	1017646.5543491131	5200389.13539761	2576480.522805276	2069644.0380966882	4661414.111582294	5237789.344033253	1841965.7418624647	5424154.6290346775	10227183.874497075	2379096.151858622	2257177.0471129827	4528009.168429964	597288.7384939772	2017058.8417353986	2525706.647244986	3463537.2754231943	3463537.2754231943	3463537.2754231943	3463537.2754231943	4401367.903601402	2043351.4399160435	2477788.337331949	2477788.337331949	2477788.337331949	2477788.337331949	4213465.763514146	20205653.17795989	55416596.40677111	55416596.40677111	55416596.40677111	55416596.40677111	35210943.22881122
656.496_C29H65N7O9_7.74_1384	3537841.2995769316	1028701.57998258	3036659.2246334623	1825297.957049327	1688655.905929233	2090942.7261174275	3112167.601806618	10091005.75972749	2378447.3509585736	4511884.791873458	3458450.9499486205	3490245.951765764	4314269.583621765	4552658.175032748	2837842.2523300904	4658121.946836736	3039340.2250606995	3538324.5660744263	3538324.5660744263	3538324.5660744263	3538324.5660744263	4037308.907088153	2937250.7384817763	3285309.275877619	3285309.275877619	3285309.275877619	3285309.275877619	3514043.6256713476	24314721.800485596	56613193.05719082	56613193.05719082	56613193.05719082	56613193.05719082	32298471.256705225
656.437_C26H57N9O10_6.5_534	1634908.6909026713	1581801.5275832042	2789880.716231915	2007177.0274654143	2536193.3791120467	1184935.406535962	4718049.659933117	9679512.435715646	1948054.8859133376	4199027.661431254	4048150.3175776647	1327427.6389675017	4737662.293428758	7121135.134703178	4261864.615057923	5408099.507338272	3380763.2289442285	3698992.556118617	3698992.556118617	3698992.556118617	3698992.556118617	4017221.8832930047	3494454.1888315845	3419015.51690479	3419015.51690479	3419015.51690479	3419015.51690479	3027663.6725215395	27046105.831553828	59183880.89789787	59183880.89789787	59183880.89789787	59183880.89789787	32137775.066344038
655.498_C34H70O11_7.28_1549	2730907.979200028	1985774.3624995144	1840439.1188483506	4637406.702337402	3421911.7466545044	1602542.6999104042	4451406.701475972	6441353.466047178	1473711.0432393875	4193788.6445023734	9447501.274148323	4131945.3762271265	2585586.6944936737	3920050.6511264974	1277014.8172473477	3294678.168759784	2694436.6175797656	3589751.2154198666	3589751.2154198666	3589751.2154198666	3589751.2154198666	4485065.813259968	2567558.6438040673	3358294.9577071443	3358294.9577071443	3358294.9577071443	3358294.9577071443	4025998.013676812	21555492.940638125	57436019.446717866	57436019.446717866	57436019.446717866	57436019.446717866	35880526.50607974
655.435_C37H56N6O3_7.59_3488	8556181.184351739	4131787.4556742646	1954170.677852587	1077685.61570768	2662133.7786992304	3023147.3724296433	2264752.4614925375	4402629.17124502	3063167.049225996	3274167.8499486563	5443156.258738393	3434535.4603341483	3221766.386137527	2892974.4064194825	2440806.044017605	4593990.7506773835	2909541.9980429546	3527315.7451844933	3527315.7451844933	3527315.7451844933	3527315.7451844933	4145089.492326032	2842640.5755644366	3142466.7176817614	3142466.7176817614	3142466.7176817614	3142466.7176817614	3783161.4580042064	23276335.984343637	56437051.92295189	56437051.92295189	56437051.92295189	56437051.92295189	33160715.938608255
655.38_C31H58O14_3.7_3797	1512972.229778598	4268258.9048037	1960825.7995460862	2175062.4877110133	1912184.7327560459	3447734.718482202	12836328.821297107	3014556.054803307	3730979.4643116407	7108346.631664847	4115745.7610356426	1927029.0461299329	3794172.6169084357	4495218.080094207	23896104.617626682	6321708.137584282	7651776.6154086115	5407326.756533358	5407326.756533358	5407326.756533358	5407326.756533358	3162876.8976581045	5026343.800947961	3762576.040610038	3762576.040610038	3762576.040610038	3762576.040610038	3404364.3358558714	61214212.92326889	86517228.10453373	86517228.10453373	86517228.10453373	86517228.10453373	25303015.181264836
655.293_C25H46N6O12S_5.36_1346	2456610.767174481	2412428.628210473	3567522.4917231295	1702942.6377389634	5746495.505338873	5414164.3192964895	6650189.878489555	4367420.034876063	1712182.6711260083	1023225.9719674753	7098720.4799643755	2788045.0518963244	6513149.206067431	4865843.696984159	2998107.140308787	4042790.5014774497	3894334.809965971	3959989.936415002	3959989.936415002	3959989.936415002	3959989.936415002	4025645.0628640335	3805156.49660029	3805156.49660029	3805156.49660029	3805156.49660029	3805156.49660029	3577732.5433861935	31154678.479727767	63359838.982640035	63359838.982640035	63359838.982640035	63359838.982640035	32205160.502912268
654.514_C35H74O8P_8.21_2193	4480694.922753955	7671141.809360356	1161794.3257340002	3487270.3674149862	1084615.474616791	1712596.9443799309	3332988.7329225303	3946007.6128263385	4692761.3849212	4968569.36409543	5977858.269619398	3144997.3860108294	2507192.1249565403	4024666.2090778067	23726308.250149786	4529834.033910563	5651183.563841279	5028081.075796902	5028081.075796902	5028081.075796902	5028081.075796902	4404978.587752527	3931411.3834165465	3985336.9109520726	3985336.9109520726	3985336.9109520726	3985336.9109520726	3985336.9109520726	45209468.51073023	80449297.21275043	80449297.21275043	80449297.21275043	80449297.21275043	35239828.70202021
653.532_C31H64N12O3_9.73_3371	2756112.3516523526	2744668.891016136	3310191.650000537	2297647.2407623846	4130876.4222217337	1748441.873050793	3250926.415121246	3052372.4637359595	2811604.6944424734	4272910.394839305	14084118.085786292	3933342.766557059	3971989.219571607	2766396.0516852834	4774646.320642998	2626417.351022902	3365751.8901677486	3908291.3870068165	3908291.3870068165	3908291.3870068165	3908291.3870068165	4450830.883845884	3280559.0325608915	3151649.439428603	3151649.439428603	3151649.439428603	3151649.439428603	2909384.2577106217	26926015.12134199	62532662.19210906	62532662.19210906	62532662.19210906	62532662.19210906	35606647.070767075
653.4_C28H57N6O9P_6.44_2121	2168846.784928033	1945273.6626601806	4728727.398563723	3053600.113166892	1275559.9519922272	1387423.1360383239	6249323.976429723	2902757.9605491366	3568117.4841344836	2903400.4021440228	2640212.1374325026	3145263.679925203	5950936.180041336	5204563.2044101665	872655.0561556553	8163387.513024206	3643574.3648102954	3510003.040099738	3510003.040099738	3510003.040099738	3510003.040099738	3376431.7153891814	3235758.943139253	2978500.2576554576	2978500.2576554576	2978500.2576554576	2978500.2576554576	2978179.0368580143	29148594.918482363	56160048.64159581	56160048.64159581	56160048.64159581	56160048.64159581	27011453.72311345
653.479__7.77_4687	5978370.126182351	1262271.4437949706	4467336.179573414	515332.4549374914	1995132.0648724716	3854507.7250495604	4738205.616284373	2070548.3153229593	6199131.848118568	3441397.6027279906	1544523.1876788344	1703218.2845763112	8966194.28197788	1448671.150751695	4157255.3480399167	4317368.8217718955	4146291.9008047734	3541216.528228793	3541216.528228793	3541216.528228793	3541216.528228793	2936141.1556528118	4237312.084905906	3647952.6638887757	3647952.6638887757	3647952.6638887757	3647952.6638887757	1623870.7361275728	33170335.206438188	56659464.451660685	56659464.451660685	56659464.451660685	56659464.451660685	23489129.245222494
653.448__8.1_2511	1524862.9540194112	2347127.420772766	2262960.395972503	2386937.5856927843	4853303.066050061	1755569.5489689505	5437739.732524086	6527800.374657566	5042482.297295138	4662463.299533033	12300323.960619872	1878939.9975716942	3615054.8286214885	4363870.505113011	1467531.6215578355	2789836.8682656623	3533985.8537709084	3951050.278577241	3951050.278577241	3951050.278577241	3951050.278577241	4368114.703383574	3726150.0838993476	3202445.848443575	3202445.848443575	3202445.848443575	3202445.848443575	3000996.2071571364	28271886.830167267	63216804.45723586	63216804.45723586	63216804.45723586	63216804.45723586	34944917.627068594
653.396_C28H57N6O9P_7.86_3037	4036084.8611192643	3779611.053690787	2728754.4387500174	3569917.7146750623	7246942.195912807	3543808.5778107014	3370524.6352133537	5112082.842906143	2589637.498626317	1625234.0218099281	5152962.274622237	3264155.4982377538	3575331.915844246	3074263.087857663	4590534.467063811	3119627.307463218	3601882.892831269	3773717.024475207	3773717.024475207	3773717.024475207	3773717.024475207	3945551.1561191445	3245075.971338286	3556863.146242882	3556863.146242882	3556863.146242882	3556863.146242882	3677471.484767516	28815063.142650153	60379472.39160331	60379472.39160331	60379472.39160331	60379472.39160331	31564409.248953156
653.336_C39H40N8O2_3.12_3080	1112392.7432813707	1898092.2349727591	5584975.589397119	5561035.636584297	1809364.8464740326	2163679.3872291357	2043162.8002559438	5287884.070447935	2849910.9733250868	2575222.2309727594	7108653.102632306	1233715.9428772784	9990314.545759443	2058527.168759955	29686482.946718466	20075908.667232253	8348588.430200599	6314957.680432509	6314957.680432509	6314957.680432509	6314957.680432509	4281326.930664418	2712566.602148923	2712566.602148923	2712566.602148923	2712566.602148923	2712566.602148923	3673205.619603945	66788707.44160479	101039322.88692014	101039322.88692014	101039322.88692014	101039322.88692014	34250615.445315346
652.872__3.55_4006	1287826.2295434433	4316037.368901704	1886742.3199304095	1217387.8495993747	1569516.46236559	1902304.5819503972	17118678.082849015	1458890.866550467	9496580.85988245	1804336.3769608033	7031180.603581333	2258388.6293495907	8313810.974190896	4699429.737006976	30201477.48532858	18097062.750185337	10259587.364931572	7041228.198636023	7041228.198636023	7041228.198636023	7041228.198636023	3822869.032340473	5699442.720916424	3287212.9991256474	3287212.9991256474	3287212.9991256474	3287212.9991256474	3287212.9991256474	82076698.91945258	112659651.17817637	112659651.17817637	112659651.17817637	112659651.17817637	30582952.258723784
652.498_C34H69NO10_7.82_2334	2277502.6855442985	3236951.3728045984	2062701.4197471647	1851637.2248528923	2581199.3130162293	2604346.457185573	3915369.80645546	4700672.7438784335	2582197.034747666	2341230.2424442144	6738017.7784795	2844548.512227841	3656721.4115554276	4708073.427051182	7543715.902329062	3179245.2310135323	3351250.675867363	3551508.1602083175	3551508.1602083175	3551508.1602083175	3551508.1602083175	3751765.6445492716	2593271.74596662	3011896.8716206867	3011896.8716206867	3011896.8716206867	3011896.8716206867	3446836.392180013	26810005.406938903	56824130.56333308	56824130.56333308	56824130.56333308	56824130.56333308	30014125.156394172
652.455__6.64_4995	4824418.925664114	2923134.9227171247	1923745.96289414	1951165.5523146857	662271.9945154673	2545290.3692876673	2828110.626338163	4141623.1542374594	3718394.960079743	4070570.5410243636	9220914.98801414	3956541.3853696096	2070139.4652594842	13277013.51718553	3263705.3109293287	3853709.190346718	2858224.869426949	4076921.9291361086	4076921.9291361086	4076921.9291361086	4076921.9291361086	5295618.988845268	3045907.968633746	3491050.135504536	3491050.135504536	3491050.135504536	3491050.135504536	4049082.2698035343	22865798.95541559	65230750.86617774	65230750.86617774	65230750.86617774	65230750.86617774	42364951.910762146
652.413_C30H53N9O7_6.46_2461	2754119.5374310846	2062520.6723922945	4338361.304783609	2833446.807615425	2048355.8972918778	3273162.4521659603	4259779.480963621	1729338.501969541	2270890.402628035	3812436.600044488	5650020.773259933	3739593.8073056145	4892754.683828022	3988227.9946381273	3569219.193541833	8336872.835552199	3988634.770871453	3722443.809088229	3722443.809088229	3722443.809088229	3722443.809088229	3456252.8473050054	3690827.8967931606	3654406.500423724	3654406.500423724	3654406.500423724	3654406.500423724	3286520.3074605195	31909078.166971624	59559100.94541167	59559100.94541167	59559100.94541167	59559100.94541167	27650022.778440043
652.411_C26H59N4O14_3.14_1930	343951.84938653285	11808473.257245338	2133929.08561725	2547446.060937711	1496232.6308688482	1377460.1539566356	12064504.534798045	3994045.309762566	10371064.107123634	2715592.707200137	7419665.663251124	2380625.315576562	4536462.874978759	2848352.328193655	38615857.24495308	5531147.0855070995	9288223.443753092	6886550.63808481	6886550.63808481	6886550.63808481	6886550.63808481	4484877.832416531	4123369.8963536182	3421198.8189781103	3421198.8189781103	3421198.8189781103	3421198.8189781103	3421198.8189781103	74305787.55002473	110184810.20935696	110184810.20935696	110184810.20935696	110184810.20935696	35879022.659332246
651.452__5.91_5783	3299635.9738023207	2065652.2932736506	2083886.3337595086	3126877.4570320216	1561114.3892892422	2217335.4652274377	3328209.3163658744	3152280.8817880335	1665645.5347910277	3188652.783205539	4932748.774381437	5286208.636107303	8924580.984878337	9335808.691352258	2817576.033133336	5855230.923708842	2839706.347435101	3927590.2795060105	3927590.2795060105	3927590.2795060105	3927590.2795060105	5015474.21157692	2517455.749180387	3170466.8324967865	3170466.8324967865	3170466.8324967865	3170466.8324967865	4116192.374091879	22717650.779480807	62841444.47209617	62841444.47209617	62841444.47209617	62841444.47209617	40123793.69261536
651.445_C36H60N4O5_8.17_1463	5286749.035996155	2303964.9975495078	3306187.954246336	1718883.0190308692	3067394.986758116	4074579.51292963	2937826.6137250317	5057885.86212877	7737653.658590452	3347485.3096624054	2343471.6704565613	4838843.895560342	2695104.7665964304	3128160.711518407	2341188.2863102606	4041356.6415275033	3856709.1204687166	3639171.0576616735	3639171.0576616735	3639171.0576616735	3639171.0576616735	3421632.9948546304	3326836.631954371	3217174.3328823717	3217174.3328823717	3217174.3328823717	3217174.3328823717	2911632.739057419	30853672.963749733	58226736.92258678	58226736.92258678	58226736.92258678	58226736.92258678	27373063.958837043
