#SampleID	V21-hand-psoriasis-RF3	V21-hand-psoriasis-RF4	V21-hand-psoriasis-RE9	V21-hand-healthy-RE6	V21-hand-psoriasis-RE7	V21-arm-healthy-RD11	V21-hand-psoriasis-RF5	V21-arm-psoriasis-RE1	V21-arm-healthy-RE4	V21-hand-healthy-RF1	V21-hand-psoriasis-RF8	V21-hand-psoriasis-RF2	V21-hand-healthy-RE12	V21-arm-psoriasis-RD7	V21-arm-healthy-RD8	V21-hand-healthy-RE8	V21-hand-psoriasis-RF6	V21-arm-healthy-RD4	V21-hand-psoriasis-RE5	V21-arm-psoriasis-RD6	V21-arm-psoriasis-RD3	V21-hand-psoriasis-RE10	V21-hand-psoriasis-RF7	V21-hand-psoriasis-RF9	V21-arm-psoriasis-RD9	V21-arm-healthy-RD12	V21-arm-healthy-RD1	V21-arm-psoriasis-RE2	V21-arm-psoriasis-RD10	V21-hand-psoriasis-RE11	V21-hand-psoriasis-RF10	V21-arm-healthy-RD5	V21-arm-healthy-RE3	V21-arm-psoriasis-RD2
978.692__6.81_6029	1081930.8810258969	3983328.8376541124	2028661.4080502426	1709513.8783696648	1927414.1269447932	1358116.607209178	1191852.535084178	2384657.6740344493	2562882.917882044	6.30863487478657	2727595.065827846	2653784.037792844	2755857.7500668904	1627943.2294386744	1939898.915361996	2092921.1628848184	1359258.4701215143	1880477.883476381	2202716.644245604	1918764.9885314603	2341191.179747169	4482152.597203488	954868.6660128204	1458108.469974545	2410491.5338467	1951065.199090368	2941994.022047468	2609409.100083595	2611768.529526765	3193336.34409384	7735452.515782174	2622650.924685772	4989720.124689315	2791564.6234581824
978.691__7.53_4572	1485154.110310564	1621231.424597853	2543090.963252207	1380919.385106955	1239186.6943209495	1608817.7902597622	1297913.052625799	1670243.3055299085	684615.6652991222	1815831.9348377653	1417368.369564589	1697852.6545804585	1811208.9547819968	2698659.424841889	1218061.9558598362	3164042.181236237	2660282.471123329	2725812.695142543	859496.9888616931	3497439.8935810025	2757203.35164678	2945767.037706245	1695970.293194522	1925850.5678241525	3283766.999254511	2587832.288617049	3985547.810231555	3514227.7377476464	2558684.710328212	1483661.4889472662	5083905.678925385	2448147.8060351247	2500970.017614042	3755161.702806585
976.712__7.48_5753	1951291.457149904	2618858.7010649573	3261110.6150375768	1568084.2492198998	1294864.7302611358	2168941.2798483293	1418190.032260665	2775822.6059661214	881491.7485939531	1529745.809910754	1901768.2045241096	1773619.036504054	2595138.03757559	2337958.205357256	2108498.9916480645	1230993.909186778	1808794.720681284	1924762.4088515246	4695583.963635667	1441069.066233136	3986311.762343883	3287670.67073921	1197328.728510925	740456.7897073112	2271735.251264624	2825704.6585438554	1874393.097079798	2238114.366879134	2531200.7720656875	1653802.0007012722	4121167.388724892	4.429629036296429	2326436.7402338493	3889652.827142859
975.718__8.45_3720	1866091.6293764187	1783945.7242521225	3079440.0465580374	1850393.9345948743	1831144.1426157919	1019498.7108131456	1543930.458095541	4204363.480702742	1335749.4732480366	3069462.5741992183	2228867.842831129	1115136.1482091472	955379.5526691087	1281432.2307644235	778272.1034376341	2589461.3013357874	2285177.653841533	1183336.9995908828	1698745.1325757415	1719168.2284891019	4085028.8149683014	1668224.6005596588	2681277.454596711	3917852.022976074	1551482.322071527	2582526.81174916	3697221.142267345	4159549.70749228	2837607.7685730606	1882462.2915018129	2586707.987115949	2179829.0050792787	1235041.3732133738	1889016.408241917
975.661__9.34_4891	3079772.897789441	3618891.8333779783	1760884.4262408663	1446559.9974465559	2793975.332680861	1919862.6276340848	1479353.5490259489	2556751.0119815427	2450642.127794098	1938956.9375053118	1353227.6690178209	2265423.2081567957	1325552.9675147098	2339032.3897933364	3348703.528662743	1802352.40114126	1245919.880794141	1758686.4355077676	6295415.709371712	1166580.6431020612	5156045.4863077495	2840338.8323958837	1904811.6803948688	1724658.71800872	1812372.653012741	2171009.515303221	2222080.4764546407	2178831.776441603	1468034.4844485454	1659718.08271261	1516554.8360326798	2414375.280697963	1882508.53913254	3894293.0198586113
974.658__7.53_3150	1824752.0392997575	3784587.7328175707	1987269.341583436	1939840.3682929815	3722068.7066621594	3443881.618132005	1859067.295814762	852391.5904042503	1999034.5723885803	1313007.7992842016	3688557.593156969	3943452.3701220485	797954.2014974825	948514.5157967528	1602224.0184797454	2490090.6870477716	1697975.800944641	1407250.2671768283	3093658.7802110487	1578405.9211005613	2311153.4030752108	2118159.080719531	1879220.356783826	3325548.8813799494	2075134.336836681	3014667.1937853424	2095720.3978879538	2053190.5112419128	2768862.3256889065	1054723.2502469777	2289051.841736209	2226857.5656424537	2132138.7976593976	2217390.328130743
973.655__5.42_3754	3014093.8233407736	2542287.9499565717	8.392882209093697	8.392882209093697	1629436.116484496	8.392882209093697	3947835.540631285	1872284.1632046225	1243279.606044095	1163245.0812981774	8.392882209093697	8.392882209093697	1876640.0690711415	2538838.4753686343	2351215.5935843447	8.392882209093697	8.392882209093697	1381795.7340229773	1237866.1970192294	2901578.844445664	5734638.198536287	1674539.4654761655	2203803.010463823	8.392882209093697	2706024.6889737807	2996930.3792231777	2333422.683301066	4194082.704646094	2508086.954954515	1712777.4368207962	2968562.4373564413	2870365.715510045	1554529.6427683346	1655244.229277459
973.642__8.82_4479	1193135.7957063182	1473718.4861014471	1804376.923600457	1575321.8749031932	2185101.363944329	1858779.121709228	3729062.9652347583	3118796.2632426214	2373763.2109172707	2125658.1358358683	1418436.056594535	3368262.286500487	2673350.4544877787	940139.1025968656	1470015.6676738397	1823995.3650940969	1605785.6766861146	4371680.607173361	3266161.94048872	1812432.1777236736	5225290.6896724515	1811701.3582971718	1204975.0704156423	1902274.2458882555	3891593.957602348	2492240.4082553512	3528977.5986040123	6060084.608003883	4124014.023747858	2314225.78830495	1582077.8944904066	2077930.7551558118	1862969.153087836	3702055.1273176037
970.7__9.45_4004	1302941.8146913766	2313724.310934012	1485187.222744398	1959961.7225378626	2366256.129608373	2070965.743806521	2500647.1110145343	1593818.9322455153	1940104.4165484225	4283703.528101614	3432120.4395629494	1944618.532057509	2292901.752585714	1830228.9241570355	2158371.505913848	1815250.7047178424	1488932.9781668317	2688155.7856611293	2915585.569059892	2387606.9355162447	1799619.3792049943	1851622.9503197817	1263039.9149413751	6886974.733189748	2007508.8051500616	3124579.5126295225	1918979.316416005	1777697.1054826744	2907690.6691695317	1733996.625554282	2615737.8474940783	1660282.0797410046	1641644.5453891263	3222305.3111507082
970.671__7.82_2660	738692.0141226916	1573849.6248793185	1692108.610440033	4340612.085225352	2177552.708462939	687717.8113367158	1511519.5617964403	1618282.8987303884	3907646.856039045	1550902.9822311585	1649240.1892816122	3427541.8956151274	792597.8888266569	2449188.61445364	2428820.2898896453	2359896.8772481624	928153.7387035113	3368782.259457536	1032839.6657353071	6210873.156059258	5687132.880167246	1332406.0566347505	4490826.294692156	1502258.5849429232	2776359.317492142	2332009.1054402115	6370202.72953597	6314675.698506492	1994925.0800088241	1814433.106594304	1809383.2531779518	1602962.4860781643	1290013.304098785	13735570.228404205
97.514__7.52_3602	2169244.0736847497	1634443.7340442138	923984.6356725744	2558354.9560320848	1284003.5101142093	1626498.5380172262	2500580.221512903	1626893.1365725046	3781133.2884460688	3517469.8751771864	2010422.743540291	1466787.066945743	2387695.66922926	2685197.285119896	1421353.1728251434	1288022.9093517011	2254523.2451779293	2177881.193690064	1332456.5420182215	1668562.7440099556	1015346.1309434014	4755004.358216483	1113731.4804981926	3266422.6036245218	4420190.2370755235	2221681.63332602	5160128.60053967	2258092.9855966144	1770644.4725895454	2166986.602880131	6546812.160763799	2976282.544967485	2079213.2014491656	2229279.9496927853
97.514__6.52_3288	1996000.1989581848	956075.4486972815	1073144.7740920591	1586900.935653589	1491368.479710634	3080955.5510628894	1452201.6404212278	1849791.819131284	1469887.3580983854	3113414.4462272064	2315014.3666439317	4392598.684541408	2006603.6655873973	2483804.034631413	1671041.4912362106	2996338.294566358	1385912.9083234745	3603158.0791754136	2791794.9203246245	2522845.725709531	973538.1750161422	1920604.0902116282	1456981.1643814554	1154549.1346914992	2042144.6198824581	2349213.9596561776	1416938.2876130263	3870116.2795200013	1373854.309310275	2726301.448224062	2748532.321393033	3722685.9980665143	2051718.4580460656	1727159.0868892048
97.514__6.14_3357	2003385.964370948	959613.1983351151	1077115.7133532446	1592772.9180562706	1706399.7536608826	3092355.958216745	1457575.1973245684	1614789.1523204476	1475326.357160493	3124934.960475924	2577862.370874466	4408852.54235834	2182477.9812064203	2492994.8122378667	2003950.073277924	2241373.6917048227	1649356.238804415	1889839.0632268384	2802125.3513400243	3930627.503587872	2064821.3068716074	3638815.336314061	1506901.6109799303	1561895.3778849354	2984340.5217394237	2357906.71590914	1422181.3601348298	1374928.6747690807	1378937.9589237242	3729101.30945188	5719446.537552241	6085296.285985397	2059310.3967803773	1733550.0641310625
97.514__5.71_3499	1032224.9550097269	1205091.9102198791	1713855.516529856	2025721.4207818843	1424423.7109316508	2581355.9455072917	1619311.0660993971	2177990.184455581	1679887.4219673316	1814821.8289798943	2151880.458675811	1018003.82402114	1913346.9378330584	1416392.8088216675	1619219.5567103694	2778881.821392004	1650123.0399632675	1577550.3751274822	3930490.3066163976	2206061.6427626316	1286278.8495206996	2708982.9465168715	1257891.874466063	2227337.575711574	2491189.6474081283	990674.9262771364	1393443.9698545628	1147726.9619731354	3308973.7879050532	1464597.2859376166	4774329.839193357	5079724.313840083	4579743.702431161	1960264.5641658052
97.514__5.2_3857	1201980.2236859726	1047050.6018837626	2707651.162266115	1760058.97549466	2263745.681852631	1452270.2638150018	1806455.4548647176	3044389.22310502	1243399.144308903	1576817.72836603	1160723.6327659432	2244208.142610581	1662421.8002633732	1853887.200197156	2874312.4179540244	1624965.0495316659	1625061.122212975	1054355.4385143216	3415027.689041661	2100041.1457532807	1647646.4844482744	2654404.5350761767	1430406.2749022897	1935234.2584571887	2280023.3756323364	2472455.299868598	1870601.362106601	3724157.277195795	5087718.499439082	3778148.467665878	4952074.640196871	5229430.673646384	2643361.1460022684	3842330.8162696376
97.514__3.89_4067	1214541.5799648685	1829268.2004508718	2074247.6314013675	1171981.717673832	2130034.0611681924	2647013.589521675	1255668.8627403814	2282564.1940409583	2975527.657073717	1856310.534772708	1616902.2463825832	1565232.7117912604	960678.3225830259	1628690.4006857162	1537626.1794868703	1920998.2919422737	4139929.7873748383	2408466.182248209	3003991.736976405	2489304.8358755144	3126052.6786525035	2754490.388369578	1795241.311783715	2160707.430364454	2409512.0736338883	4387142.675627023	4692077.1010544365	2756885.5213117627	2162599.202034169	3526704.083530753	1672530.3340272738	5090856.735373137	2885155.140934722	3849942.0248973486
