#SampleID	V13-leg-psoriasis-BB3	V13-leg-healthy-BA2	V13-leg-psoriasis-BA9	V13-leg-psoriasis-BA12	V13-leg-psoriasis-BB2	V13-leg-psoriasis-BA8	V13-leg-psoriasis-BA7	V13-leg-psoriasis-BB7	V13-leg-psoriasis-BA10	V13-leg-healthy-BA1	V13-leg-healthy-BB9	V13-leg-psoriasis-BA6	V13-leg-psoriasis-BB12	V13-leg-healthy-BC1	V13-leg-psoriasis-BB4	V13-leg-healthy-BB8	V13-leg-psoriasis-BB6	V13-leg-psoriasis-BA5	V13-leg-psoriasis-BB5	V13-leg-psoriasis-BB1	V13-leg-psoriasis-BA11	V13-leg-healthy-BA4	V13-leg-psoriasis-BB10	V13-leg-psoriasis-BA3	V13-leg-psoriasis-BB11
997.7__8.37_887	2320001.7265311875	461012.3214454138	1676236.5408464463	469534.651376988	699065.8730923993	690310.1369008388	1114924.5	2045639.5535784585	672612.2219983942	892617.9259083719	2502733.05100976	1854333.285654337	1249602.73689878	3337411.139151717	3610989.052946458	1337965.1915114643	1640298.3328035257	1845153.816464313	3122622.294674475	660857.5155102164	2101560.3036072003	1226367.6910389287	2540201.288287962	1100501.3349540054	2823624.2851911443
993.67__9.35_4876	2122664.806583704	1471295.602103031	1088024.68059302	1497709.0375069522	1454291.713859149	1243470.8370759177	5.467488181312571	1092453.3460198832	1590350.1572511124	1690924.602346357	1367473.4690280866	2084337.7144327029	1871406.3872114846	1235674.198929366	1541120.893666574	1441940.6580575642	1572887.0	1539174.4678740266	1219249.864432703	1369600.321930617	3240438.0903712464	2003965.6381674085	1671733.71882995	1083765.5072997776	4423985.256979978
992.745__8.38_527	1175950.383553732	763759.9631932684	263447.66468394536	160405.9612112398	1302387.1714621098	1426099.021658962	268523.5921674544	1714134.9705168025	329181.48893159506	1483832.3987409754	2695630.815976731	1650430.2296369397	1291180.0	2544637.934534877	1453348.3987742169	1156703.0631361343	2336613.43197216	1664706.7786630655	1491051.1498550875	1540322.144081442	1619580.865901418	1732601.6679042224	3126880.77801901	413622.3673484651	3459887.58805381
990.729__7.93_5197	1946951.164585701	401333.39216894674	306254.12582974485	1176654.365664165	3050313.014205245	1866488.3612946274	230685.06000631317	963258.321785145	1435877.0	366706.5632991513	2681721.2124454053	502079.6346475712	1696441.541254095	2814349.4741882924	735270.2131656012	268905.94726557523	845992.5482652229	2274076.165778403	4020647.7835922088	466307.0237167996	3114725.4846781893	1480835.5737439538	3124681.8709738133	955362.6540856746	4327687.347247537
99.531__4.61_1540	585438.6308556781	651010.0052715369	1116041.8403013437	723774.5462485355	706694.2831451959	1211485.13893258	1238185.1868392937	1224442.0	634568.4286098683	2199995.1223403285	2094173.3084019811	1136768.0236798013	1101458.1592008693	1751715.1016836744	1004775.3034241088	666081.3886024925	1727829.399473529	1518985.7157224896	3327950.3137547118	3545616.585674046	3752085.40392478	2726694.391108123	8335028.466908378	2942815.142185043	2696057.697020561
99.531__4.16_1538	925060.9252958263	726795.6145340422	706593.7298374027	691986.9717050523	706543.5393712785	1846296.715244216	684810.7122088303	867318.7927554806	1118966.1502907062	2213460.406458842	1709423.6719839054	1158210.2090021279	1192079.535036789	1905045.6774182785	2187771.6822389844	593960.9938940248	836275.2343799452	2245946.962943615	2086820.0	4013387.349292272	4282032.929629805	2606940.2471362185	7745696.451208324	2813569.1550406213	7541125.085916958
99.512__4.27_3979	1104408.5088084314	944122.4828949984	833247.6891676915	1001195.0	1828039.850793078	1256873.4860815492	1641910.1995092516	1484719.9029366346	2463052.714398643	1785150.6652967937	834630.259833995	1684356.962392319	1523648.177092923	1825575.8026278	987817.8607087007	1093484.35711708	2635050.6500452943	1523439.2553033484	1829440.8557349318	885213.9119451463	1665045.215325394	1651881.9136304832	4354083.713700204	1561770.2589317937	3927949.626359747
99.013__6.55_2949	1225655.0913482457	1023854.6732670908	1246615.2558184594	964206.1855635955	1125964.168983755	1272827.7312810172	1114924.5	785528.6482436194	1707306.8136541392	1972235.5363876082	1055409.5729007828	2125620.2354178587	2837820.0890028933	1810372.957313496	1801747.8387721463	1084568.4274769991	1522079.174650849	1741709.9334031646	1636632.3348600978	1537793.4647843463	1521959.29193978	1568600.9077832515	3830879.3880003807	3436662.3911615554	2064846.9421433925
99.013__5.59_3303	785295.3092819615	841350.1996497373	1200929.6042031522	1209262.3565674257	1560522.2626970229	1074642.7460595446	2135951.365323993	936602.29352014	1477482.3495621716	3317404.304028021	872850.8399299475	2088933.0115586687	1142118.5569176883	1589280.0	1627564.007005254	809205.4178633976	1163032.6122591945	1036511.1593695271	3377133.849387041	1518768.3740805604	2730509.880210158	1831628.3012259197	2464238.2164623467	3647732.92469352	3822264.1260945713
99.013__4.62_3713	713372.4763636921	780941.3776016468	787316.6411401285	1001195.0	2045802.061891329	1486984.6474673215	1284562.496391827	1344130.3307356134	1505191.5701880297	1053217.2492770085	987918.3469510508	1040313.5775509229	998376.6444411441	1437647.8637149304	1300896.6082582627	1220922.990441364	2806851.925631917	1664126.5690926253	2926638.212070763	1666621.3448283346	2151912.0371485148	1921582.484867878	4787281.476962712	2896360.526909198	2567254.652004368
