index	V11-arm-healthy-BF3	V11-arm-healthy-BH1	V11-arm-healthy-BF4	V11-arm-healthy-BH2	V11-arm-healthy-BF5	V11-arm-healthy-BH3	V11-arm-psoriasis-BF11	V11-arm-healthy-BF6	V11-arm-psoriasis-BH5	V11-arm-healthy-BH4	V11-arm-healthy-BF8	V11-arm-psoriasis-BF9	V11-arm-psoriasis-BF10	V11-arm-healthy-BF7	V11-arm-healthy-BF12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
887.666__8.45_3614	14759540.919518072	22817033.561445784	28951841.006265063	41204985.39180723	24575392.77493976	27100058.02409639	7993811.007228916	37701917.65204819	20749321.946987953	25750008.29301205	23347344.038554218	70598922.83373494	43617412.68433735	38905152.0	8871559.903614458	26725893.96048193	29129620.135839354	29129620.135839354	27524281.443469882	29932289.482024096	29129620.135839354	35739867.118072286	25750008.29301205	25750008.29301205	25750008.29301205	25750008.29301205	26763616.89060241	25750008.29301205	32183367.315662652	293984833.56530124	436944302.0375903	436944302.0375903	137621407.2173494	299322894.820241	436944302.0375903	142959468.47228914
887.389__5.47_62	1338081.767425564	4076267.771085606	1500409.4123505398	17649776.62870782	22249308.021592904	2459585.959461993	981006924.2635273	217852184.82010502	105694949.63212623	37444421.36694692	259828367.56829405	92498626.96210113	22179136.258056514	38905152.0	1700194.711066314	55000340.9115488	120425559.14285652	120425559.14285652	33465000.271665715	163905838.57845193	120425559.14285652	300344909.2789528	17649776.62870782	22249308.021592904	22249308.021592904	17649776.62870782	30577230.01079645	22249308.021592904	99096788.29711369	605003750.0270368	1806383387.1428478	1806383387.1428478	167325001.35832858	1639058385.7845192	1806383387.1428478	1201379637.115811
886.591__9.4_4792	182821776.33949637	19006670.081082348	25213735.927455842	12292254.025244473	60485871.99436457	40772065.07787377	14997474.5	40087028.53294585	25754287.294619184	15577719.438065767	15361788.731075585	26115877.030868314	14333799.153870981	14281570.008368121	15150509.954081634	40095544.555459484	34816828.53929419	34816828.53929419	22680599.18337711	40884943.21725273	34816828.53929419	20300359.49483962	19006670.081082348	19006670.081082348	19006670.081082348	19006670.081082348	20287762.329265714	19006670.081082348	20375880.897309594	441050990.1100543	522252428.0894128	522252428.0894128	113402995.91688554	408849432.1725273	522252428.0894128	81201437.97935848
886.463__5.09_2434	20075934.63545296	25837330.76108569	24989888.073630355	23227287.0	18667869.689607773	40807616.168623485	314506173.8041697	78562889.7740003	74502579.17813617	19699925.151302233	118908686.43027003	22906868.978538796	16369786.31759128	12685194.753354382	15367523.807811538	36257286.02228534	55141036.96823831	55141036.96823831	36814947.65182952	64304081.626442716	55141036.96823831	107071352.06960899	23227287.0	23227287.0	23227287.0	25837330.76108569	21491401.806995876	23227287.0	48704724.07833748	398830146.24513876	827115554.5235746	827115554.5235746	184074738.25914758	643040816.2644272	827115554.5235746	428285408.27843595
883.106__10.03_6129	18280651.5	97678704.23811285	165570538.8440943	18724743.553188592	40268419.41496779	109732425.27278449	12328457.02784299	10780912.05468417	64685482.93739275	17600222.709646214	107329442.82075267	16249206.304236019	15862559.300384602	16788686.463395607	50993806.70139372	59431686.688456394	50858283.94285845	50858283.94285845	61684315.74222498	45445268.04317518	50858283.94285845	27281426.39246409	40268419.41496779	18724743.553188592	18724743.553188592	64685482.93739275	17534668.981697805	18724743.553188592	16055882.80231031	653748553.5730203	762874259.1428767	762874259.1428767	308421578.7111249	454452680.43175185	762874259.1428767	109125705.56985636
882.722__9.38_2344	60720504.64476708	36632318.32928573	132603366.8865432	22698189.390178513	16807003.883055642	53944719.30234976	8753782.315436943	33698817.5	9440754.763350362	82526839.04508571	12272985.726827074	38393884.9726756	20131391.279458843	23250351.99732318	39754377.60274572	46809952.20983288	39441952.50927223	39441952.50927223	41048564.16605002	38638646.680883326	39441952.50927223	19179953.332730435	36632318.32928573	33698817.5	33698817.5	36632318.32928573	28474584.748661593	33698817.5	14786073.021404602	514909474.3081616	591629287.6390835	591629287.6390835	205242820.83025008	386386466.80883324	591629287.6390835	76719813.33092174
882.433__5.46_177	2082851.0845159492	3734335.2457790906	2024207.1558686048	21610636.711600702	24592620.838539045	5260702.757005768	664651014.0850188	218676099.08646	80599361.67080903	45292372.45498427	241128923.40309998	71676746.83325967	21535560.0	40491326.3430928	1985760.8329508065	55170894.17399064	96356167.90019895	96356167.90019895	31299481.768035777	128884510.96628058	96356167.90019895	209615670.64727187	21610636.711600702	24592620.838539045	24592620.838539045	21610636.711600702	32541973.590815924	24592620.838539045	76138054.25203435	606879835.913897	1445342518.5029843	1445342518.5029843	156497408.84017888	1288845109.6628058	1445342518.5029843	838462682.5890875
879.519__8.25_5925	11916401.628508901	19059894.49559036	16039339.366768075	29527207.47565978	48418051.25757874	28247149.150816683	14997474.5	45025261.71582484	19765594.992142834	11827021.734644765	17606150.11335392	30906167.859402847	23437371.735401478	15368815.147976432	6668026.902653286	22700301.726306885	22587328.538421527	22587328.538421527	21685373.569770884	23038306.022746854	22587328.538421527	22276652.27173679	17606150.11335392	19059894.49559036	19059894.49559036	19765594.992142834	16822744.740060996	19059894.49559036	21601483.363772154	249703318.98937574	338809928.0763229	338809928.0763229	108426867.84885442	230383060.22746852	338809928.0763229	89106609.08694716
878.64__6.79_498	22086429.722371433	17417011.4586638	30366180.43442628	23344151.40637344	23722451.644248914	20536420.024257716	12237225.188305477	22289035.279677104	22455709.5	33849063.933653854	19732777.22814021	21603765.862662643	40162143.0318932	23455617.5132295	85412365.40830605	29291954.91394075	27911356.50908064	27911356.50908064	23520471.264589764	30106799.13132608	27911356.50908064	24114710.89571533	23344151.40637344	22455709.5	22455709.5	22455709.5	22872326.396453302	22455709.5	22029737.68133132	322211504.05334824	418670347.6362096	418670347.6362096	117602356.32294881	301067991.3132608	418670347.6362096	96458843.58286132
877.089__9.7_6013	26323268.521476623	13859229.242425144	28091052.5	52753826.76607966	271172176.0670574	41176329.95216324	36382228.77084163	88161886.92753641	13373287.273581289	24984412.40124231	16064438.00431351	6717384.0228281785	10557095.690749839	116829177.26935482	6908308.132351483	62393100.52581823	50223606.769466765	50223606.769466765	29229417.12709833	60720701.59065099	50223606.769466765	16757498.939500233	28091052.5	26323268.521476623	26323268.521476623	24984412.40124231	27207160.510738313	26323268.521476623	11965191.482165564	686324105.7840005	753354101.5420015	753354101.5420015	146147085.63549164	607207015.9065099	753354101.5420015	67029995.75800093
875.57__8.0_2934	20315584.947971746	12489632.45616921	29505969.24346528	12359240.39351238	17841839.77746217	12456625.251895357	46702633.31878387	21097884.52538245	80087846.63944161	19708249.546335064	68310848.13069548	115012173.67049865	79963861.47536261	26809030.470486466	15613457.5	23318942.022125054	38551658.48983082	38551658.48983082	27420318.85747073	44117328.30601087	38551658.48983082	80441628.77602169	19708249.546335064	21097884.52538245	21097884.52538245	12489632.45616921	28157499.856975872	21097884.52538245	80025854.0574021	256508362.2433756	578274877.3474623	578274877.3474623	137101594.28735363	441173283.0601087	578274877.3474623	321766515.10408676
873.61__7.62_5083	141483273.71441936	22236306.211625833	21642027.75932813	28135396.794242896	16921931.04851099	38875821.31715329	15455722.27563371	13241135.173890406	28001322.476449266	17434118.912356414	18227952.792886823	18440405.109537825	74191219.37937063	21990565.172164097	15613457.499999998	32345635.126961652	32792710.37583798	32792710.37583798	26936593.142365538	35720768.99257419	32792710.37583798	34022167.31024785	21642027.75932813	21642027.75932813	21642027.75932813	28001322.476449266	18334178.951212324	21642027.75932813	23220863.792993546	355801986.3965782	491890655.6375697	491890655.6375697	134682965.7118277	357207689.9257419	491890655.6375697	136088669.2409914
873.532__7.58_4049	10954239.954559263	19904662.6936978	29812092.566458665	68257009.4432169	45459371.85720662	24044937.879299514	47912482.89997006	22333677.96160703	22455709.5	15194508.6750107	23374688.15502086	17602327.129559197	45392507.06468501	16301941.446481038	10935757.355315464	26052080.72617035	27995727.63880587	27995727.63880587	29971365.638244987	27007908.639086317	27995727.63880587	33340756.648553565	22333677.96160703	22455709.5	22455709.5	22455709.5	22854183.058313943	22455709.5	33924108.28234251	286572887.98787385	419935914.58208805	419935914.58208805	149856828.19122493	270079086.3908632	419935914.58208805	133363026.59421426
873.113__10.04_3562	51865327.66587161	54477834.97174404	10274362.327681836	18321123.77968077	34889405.6709316	19836493.79694098	12274598.315212192	33698817.5	128524311.0947512	41707017.92608989	78654092.02286676	17512668.953069072	12347736.695451085	10009291.565734861	19517316.18823593	33931916.67416166	36260693.23161745	36260693.23161745	52573356.31384137	28104361.690505493	36260693.23161745	42664828.764620885	33698817.5	19836493.79694098	19836493.79694098	41707017.92608989	18514992.5706525	19836493.79694098	14930202.824260078	373251083.4157782	543910398.4742618	543910398.4742618	262866781.56920686	281043616.9050549	543910398.4742618	170659315.05848354
870.636__9.97_2703	19358353.044963364	35519911.76276632	40769407.36416271	80215389.17401011	21265463.9238444	19931328.326697305	12195944.513074592	33698817.5	34883701.05744497	27028070.12450284	27839973.037563812	21063259.48946861	173112950.2653794	14258632.575318687	20148464.90401947	30912164.70344082	38752644.470881104	38752644.470881104	39515680.08908431	38371126.66177951	38752644.470881104	60313963.83134189	27028070.12450284	27028070.12450284	27028070.12450284	34883701.05744497	21164361.70665651	27028070.12450284	27973480.27345679	340033811.737849	581289667.0632166	581289667.0632166	197578400.44542155	383711266.61779505	581289667.0632166	241255855.32536757
870.613__8.08_4260	18280651.5	74574360.69411679	22333742.19200784	27023665.48268942	19026550.99264214	57458494.89765732	10065118.998437703	21074769.167318646	26954308.682933915	18777633.604849882	17091581.858870562	30798388.851531923	33580765.89873525	29586765.60097105	20384093.378922075	29601119.033640515	28467392.786778968	28467392.786778968	40957692.67244947	22222242.84394372	28467392.786778968	25349645.607909694	21074769.167318646	22333742.19200784	22333742.19200784	27023665.48268942	20729431.27312036	22333742.19200784	28876348.767232917	325612309.37004566	427010891.8016845	427010891.8016845	204788463.36224735	222222428.43943718	427010891.8016845	101398582.43163878
868.641__8.9_4964	38331244.57574153	51831793.88628089	105497556.95828497	43725009.5812654	21182839.359659817	25267353.795948647	5642958.097403483	33698817.5	18583547.97421811	29721374.86379021	18309344.94527499	30920301.099190407	25474438.491577856	23871311.931229617	8057187.360974361	36317621.341677316	32007672.02805602	32007672.02805602	33825816.02030065	31098600.031933706	32007672.02805602	20155311.415597465	29721374.86379021	25474438.491577856	25474438.491577856	29721374.86379021	24672875.211403735	25474438.491577856	22028993.232897982	399493834.75845045	480115080.4208403	480115080.4208403	169129080.10150325	310986000.31933707	480115080.4208403	80621245.66238986
868.607__7.63_3913	33418366.989629	39953386.29734701	38201248.532680005	23227287.0	39175706.81562763	21690124.301418692	1895061.1158696234	23977761.256046742	7842645.163164812	33376831.23745741	31149152.995473195	12727872.24313066	11271323.135851212	45753238.03314134	71592771.53802562	36501443.18153151	29016851.776990864	29016851.776990864	25218054.799877584	30916250.265547503	29016851.776990864	8434225.414504077	33418366.989629	31149152.995473195	31149152.995473195	23227287.0	32283759.992551096	31149152.995473195	9556984.149508012	401515874.9968466	435252776.65486294	435252776.65486294	126090273.99938792	309162502.655475	435252776.65486294	33736901.65801631
868.575__7.61_3749	17205423.007275615	21708128.495873746	28091052.5	110676577.16216351	29311229.282152187	23362505.118315965	54831882.225306965	24332512.116791654	34620890.79120961	38731368.40055366	23699592.171563923	49600240.02946904	20675280.888498474	13917474.91258304	9729803.459752426	30978696.966093246	33366264.03743399	33366264.03743399	45819893.9936233	27139449.059339333	33366264.03743399	39932073.48362102	23699592.171563923	24332512.116791654	24332512.116791654	34620890.79120961	24016052.144177787	24332512.116791654	42110565.410339326	340765666.6270257	500493960.56150985	500493960.56150985	229099469.96811652	271394490.5933933	500493960.56150985	159728293.9344841
867.493__5.99_4194	23483578.866449434	17422181.719002817	43983952.17011253	23193416.331179805	26361914.662551716	20941311.164295144	14997474.499999998	26372771.6491204	30250668.272058565	42046269.369649604	25113910.13924251	45603646.02917269	20182600.967895616	25119737.72099187	22447521.47366799	26953324.11511489	27168063.66902605	27168063.66902605	26770769.37123719	27366710.817920476	27168063.66902605	27758597.442281716	25113910.13924251	25113910.13924251	25113910.13924251	23193416.331179805	25116823.93011719	25113910.13924251	25216634.61997709	296486565.2662638	407520955.03539073	407520955.03539073	133853846.85618594	273667108.17920476	407520955.03539073	111034389.76912686
866.625__8.41_2047	3996385.4067289527	4158618.5708991224	28091052.5	27015136.191877116	14196856.397713002	14168020.875821402	12927110.103321401	43474141.14234225	27341629.24547041	35042451.69479597	36809598.782384604	112942400.74987747	50773270.68616338	63849145.505927555	2741728.727654967	24867557.79964954	31835169.772065174	31835169.772065174	21545171.3157728	36980169.00021136	31835169.772065174	50996102.696208164	27015136.191877116	27341629.24547041	27341629.24547041	27015136.191877116	32450325.641192302	27341629.24547041	39057449.96581689	273543135.79614496	477527546.5809776	477527546.5809776	107725856.57886401	369801690.0021136	477527546.5809776	203984410.78483266
865.622__8.42_476	2666738.940007371	7763330.181744679	32371290.13038669	23227287.0	15281589.53521105	19513159.227256108	16952843.72390046	41398358.11682133	7623734.530539993	14328272.25437677	67177540.24064708	125482949.64274976	44407478.289378226	47845281.8204781	8482205.481421309	25459550.266213678	31634803.940994594	31634803.940994594	14491156.638783509	40206627.59210013	31634803.940994594	48616751.54664211	19513159.227256108	19513159.227256108	19513159.227256108	14328272.25437677	36884824.12360401	19513159.227256108	30680161.006639343	280055052.92835045	474522059.1149189	474522059.1149189	72455783.19391754	402066275.9210013	474522059.1149189	194467006.18656844
865.407__5.48_503	6160568.718763347	7199672.9290939495	8559058.36895502	13824004.497414349	16468595.800814716	3259099.9392393124	859452096.0936341	189311444.0781133	86029977.64378372	33792979.61869045	230306757.4773809	85510862.41039407	24670936.37443506	38905152.0	4456404.907679774	50203976.21237683	107193840.7238928	107193840.7238928	28821146.925644357	146380187.62301704	107193840.7238928	263915968.13056174	13824004.497414349	24670936.37443506	24670936.37443506	13824004.497414349	31788044.18721753	24670936.37443506	85770420.0270889	552243738.3361452	1607907610.858392	1607907610.858392	144105734.62822178	1463801876.2301705	1607907610.858392	1055663872.522247
864.624__6.6_1903	21314195.80693521	35532341.76017758	44241679.90917889	31733633.12894648	37710670.6262943	21785069.716087773	4991091.253420579	33698817.5	21875398.810038026	42203822.21656784	39388391.61159644	7767773.819729557	20175858.55607355	36377309.88045804	80111337.545003	38554297.24556778	31927159.476033818	31927159.476033818	30626053.12636354	32577712.65086896	31927159.476033818	13702530.60981543	36377309.88045804	33698817.5	33698817.5	31733633.12894648	35038063.69022902	33698817.5	13971816.187901553	424097269.7012456	478907392.1405073	478907392.1405073	153130265.6318177	325777126.5086896	478907392.1405073	54810122.43926172
863.114__10.06_4243	18280651.5	58390073.051785655	13559716.177405773	24678902.325246684	7664329.911220166	8097703.040874524	31446225.862006687	16633929.275287282	84912115.67789155	17257626.7661782	141767918.25223738	37028996.54996037	12792752.173191573	20203056.625804145	190586102.48476878	47010909.94643714	45553339.978257254	45553339.978257254	38667284.172395326	48996367.881188214	45553339.978257254	41545022.56576255	18280651.5	20203056.625804145	20203056.625804145	24678902.325246684	19241854.06290207	20203056.625804145	34237611.20598353	517120009.41080856	683300099.6738588	683300099.6738588	193336420.86197662	489963678.81188214	683300099.6738588	166180090.2630502
862.645__7.48_2524	23037275.36207645	25077428.492852267	40089334.882470384	24711394.383804563	33521227.0	26277244.693004478	2727345.278189523	29175195.593383577	8480860.319634601	44898814.175462395	19942515.95607398	8135738.308899266	9754647.665167777	29908225.474167906	64392563.433940195	32821019.949748743	26008654.067941822	26008654.067941822	25889148.41295166	26068406.895436905	26008654.067941822	7274647.892972792	29175195.593383577	25077428.492852267	25077428.492852267	25077428.492852267	26106235.477730013	25077428.492852267	8308299.314266933	361031219.4472362	390129811.0191273	390129811.0191273	129445742.0647583	260684068.95436907	390129811.0191273	29098591.571891166
861.615__10.06_4179	58365541.1532173	18914294.519747123	10096478.957182834	12837496.281904386	17121175.090532444	10119373.64558184	73413379.14402728	23319911.208718043	266803646.94452655	12831890.294691036	323978645.9207096	47114396.29491167	10420978.821041113	38905152.0	232691412.84992322	69016488.35656434	77128918.20844762	77128918.20844762	64301340.33729018	83542707.14402637	77128918.20844762	99438100.30112666	18914294.519747123	23319911.208718043	23319911.208718043	12837496.281904386	43009774.147455834	23319911.208718043	60263887.71946947	759181371.9222078	1156933773.1267142	1156933773.1267142	321506701.6864509	835427071.4402636	1156933773.1267142	397752401.20450664
861.136__3.21_4748	18992127.35360764	18433798.879890997	16045257.001677591	13070885.370668337	16362588.288141066	23803292.34908428	28372262.3092333	16.40887773222367	20662058.840416044	26516237.74006375	40102969.0	83343709.23546675	58595101.44022906	11807319.740898453	26113727.9692923	19204383.64565474	26814756.79516982	26814756.79516982	20497254.636024684	29973507.87474238	26814756.79516982	47743282.95633629	18433798.879890997	20662058.840416044	20662058.840416044	20662058.840416044	22552927.66144997	20662058.840416044	43483681.87473118	211248220.10220215	402221351.9275473	402221351.9275473	102486273.18012342	299735078.7474238	402221351.9275473	190973131.82534516
860.667__8.43_300	2557323.8259637924	4349482.492145392	30692792.968074583	23227287.0	31480369.28661898	17334606.75328566	10273473.6457035	55184164.59421568	12901771.897801097	33393473.11140653	55168465.91241673	156509487.4951818	53186245.63409422	50317041.35797835	2083565.394098765	27798961.15420041	35910636.757932335	35910636.757932335	18241324.25092774	44745293.011434644	35910636.757932335	58217744.66819516	30692792.968074583	30692792.968074583	30692792.968074583	17334606.75328566	40898705.32229867	30692792.968074583	33044008.765947662	305788572.6962045	538659551.368985	538659551.368985	91206621.25463869	447452930.11434644	538659551.368985	232870978.67278063
859.604__8.73_3284	32264912.08490684	49076571.32817823	45888799.29164788	39289483.576647446	9867423.564128244	22746610.0	5816699.284877918	24274647.549051654	17172229.000886034	41772149.25261967	25494505.976635538	26594662.961381305	83386177.46866836	22451437.334703002	3901377.26754567	28820719.747824017	29999845.72945852	29999845.72945852	34011408.63166628	27994064.278354637	29999845.72945852	33242442.1789534	25494505.976635538	25494505.976635538	25494505.976635538	39289483.576647446	24884576.762843594	25494505.976635538	21883445.98113367	317027917.2260642	449997685.9418778	449997685.9418778	170057043.1583314	279940642.7835464	449997685.9418778	132969768.7158136
859.537__6.48_2619	45891930.467987634	40183377.91148527	14401527.906321015	35303254.722158134	15370298.193390494	44038874.09894489	20296334.70295647	26462472.821839243	45469985.2840613	13120299.111238038	28283204.303907864	29117730.294756606	16730103.982553877	38905152.0	12039313.374032564	28545427.719209556	28374257.278375562	28374257.278375562	35623158.225577526	24749806.804774575	28374257.278375562	27903538.56608206	28283204.303907864	28283204.303907864	28283204.303907864	40183377.91148527	23379403.762397856	28283204.303907864	24707032.498856537	313999704.9113051	425613859.17563343	425613859.17563343	178115791.12788764	247498068.04774576	425613859.17563343	111614154.26432824
858.65__8.12_4287	18280651.5	17934476.810205452	18178437.2513045	27384772.815222766	29277385.950431254	35642876.40679648	27064871.225858077	31532037.7453626	72758855.23739137	49451441.2245139	35516601.708908886	16765093.475073976	59847551.78085765	35287515.51713308	3917553.052924045	27491249.99843663	31922674.780132268	31922674.780132268	40634484.49882599	27566769.920785405	31922674.780132268	44109092.929795265	29277385.950431254	29277385.950431254	29277385.950431254	35642876.40679648	28171128.588144667	29277385.950431254	43456211.503357865	302403749.9828029	478840121.701984	478840121.701984	203172422.49412996	275667699.20785403	478840121.701984	176436371.71918106
858.569__7.03_3609	52337958.175368935	22711415.794343304	17595263.82500638	25667806.0048683	13743048.180884236	22746610.0	18529584.2394893	21034587.232974593	16017195.451205727	34623072.27063244	14878241.863235945	17891775.19379799	32789886.23484139	12931293.244192846	26800679.21741611	24097270.528083917	23353227.795217168	23353227.795217168	24353219.904209953	22853231.74072077	23353227.795217168	21307110.2798336	22711415.794343304	21034587.232974593	21034587.232974593	22746610.0	18210679.716643646	21034587.232974593	18210679.716643646	265069975.8089231	350298416.9282575	350298416.9282575	121766099.52104977	228532317.40720773	350298416.9282575	85228441.1193344
857.562__8.63_3980	17949334.62234459	7525220.2043156745	20736159.69645593	39015360.64615569	37775492.164822035	27347583.140357953	27949680.086454466	25866758.472553827	18730455.018104598	30837997.0	36104265.516699	55568848.630243525	24889802.008513752	47115446.53728612	3358874.554756433	26693862.959613387	28051418.553270902	28051418.553270902	24691323.201786783	29731466.229012966	28051418.553270902	31784696.435829084	27347583.140357953	27347583.140357953	27347583.140357953	27347583.140357953	26908219.279504146	27347583.140357953	26419741.047484107	293632492.5557473	420771278.29906356	420771278.29906356	123456616.00893392	297314662.29012966	420771278.29906356	127138785.74331634
857.536__8.25_4890	33636570.65221711	24606423.668853004	15787122.384657849	68244780.14738944	40226545.711810224	21456231.460400064	29923997.160407092	32759393.319479294	39611962.2993155	23272025.82447257	25249673.537025515	27650104.188735772	21535560.0	17086393.68895658	5620365.293755144	27995047.78991062	28444476.622498345	28444476.622498345	35438284.68008612	24947572.59370446	28444476.622498345	29680405.91211459	24606423.668853004	25249673.537025515	25249673.537025515	24606423.668853004	26449888.862880643	25249673.537025515	28787050.674571432	307945525.6890168	426667149.3374752	426667149.3374752	177191423.4004306	249475725.9370446	426667149.3374752	118721623.64845836
857.536__7.36_3730	66629363.29526739	12726371.041568134	35197694.587444946	32442825.32244309	12705825.546997452	48584218.689020924	14997474.5	94946892.01922487	20818072.27963413	15412773.00698678	18859721.43915061	17703238.60479062	29123983.251609802	39223552.62442252	12923328.272787675	35422960.53139222	31486355.63208993	31486355.63208993	25996852.067930616	34231107.414169595	31486355.63208993	20660692.159008637	32442825.32244309	20818072.27963413	20818072.27963413	20818072.27963413	23991852.345380206	20818072.27963413	19260655.442212373	389652565.8453144	472295334.481349	472295334.481349	129984260.33965307	342311074.141696	472295334.481349	82642768.63603455
855.479__3.23_5713	36117852.908805415	15650637.19568418	23672172.913124755	33423342.142168675	18579477.303144373	10288850.59685444	15749178.299992083	34309158.16538569	45856260.97701517	28546883.655999776	24254197.777873833	22960332.0	31361013.838026322	36513686.02566434	20774774.619695067	25648275.754945505	26537187.894628942	26537187.894628942	26753194.913544446	26429184.385171186	26537187.894628942	28981696.27875839	24254197.777873833	24254197.777873833	24254197.777873833	28546883.655999776	23963185.345499292	24254197.777873833	27160672.91901316	282131033.30440056	398057818.41943413	398057818.41943413	133765974.56772223	264291843.85171187	398057818.41943413	115926785.11503357
855.207__10.03_4550	3331161.996426719	16729580.0	18333000.559045587	22031930.395942595	33254913.40345417	18888882.92893781	35565173.65089428	65437354.259888954	27375678.450617637	40865930.18942232	19266882.940464526	22785175.6037116	102017467.45240428	42815093.184830844	16578593.165619656	27048483.91127574	32351787.8787774	32351787.8787774	25178400.392984074	35938481.62167406	32351787.8787774	46935873.78940695	19266882.940464526	22785175.6037116	22785175.6037116	22031930.395942595	28020044.503582887	22785175.6037116	31470426.050755955	297533323.0240331	485276818.181661	485276818.181661	125892001.96492037	359384816.2167406	485276818.181661	187743495.1576278
851.604__7.67_2137	51183178.25476582	50442119.2611118	12832071.500980675	32661995.686570343	17377571.13339481	21912112.757669803	14997474.500000002	23048129.217485175	12407723.15188266	62292738.70548659	110534557.86853	19851286.577548552	9467818.496931592	97340628.12891841	24298569.50231373	45811242.91065702	37376531.64957266	37376531.64957266	35943337.912544236	38093128.51808688	37376531.64957266	14181075.6815907	32661995.686570343	23048129.217485175	23048129.217485175	32661995.686570343	21449707.89751686	23048129.217485175	13702598.825941332	503923672.0172272	560647974.74359	560647974.74359	179716689.5627212	380931285.1808688	560647974.74359	56724302.7263628
851.482__7.91_2883	10023265.721598504	28683046.072864387	35595042.19162828	35298939.5195652	32185948.684563182	22746610.0	10373292.52886521	27953161.67045016	23584920.319898076	36482198.81668511	60060226.40187202	16929017.007101983	49641994.49165659	20818088.398562104	9097765.820322756	28994935.75437379	27964901.17637557	27964901.17637557	29359142.94580256	27267780.29166208	27964901.17637557	25132306.086880464	28683046.072864387	27953161.67045016	27953161.67045016	28683046.072864387	24385625.03450613	27953161.67045016	20256968.66350003	318944293.2981117	419473517.6456336	419473517.6456336	146795714.7290128	272677802.9166208	419473517.6456336	100529224.34752186
848.629_C48H85N3O9_7.23_1934	33567224.02097857	31047215.484823413	39607911.27459316	29377065.39176007	33521227.0	24455421.467925932	3877208.458822156	29262102.390312254	8870396.433005229	41782534.99924051	28118118.781945635	7602657.636851077	5875554.044257936	32868671.340013657	69529528.96719198	35739729.192616835	27957522.51278144	27957522.51278144	27106526.75535103	28383020.39149664	27957522.51278144	6556454.143234099	32868671.340013657	29377065.39176007	29377065.39176007	29377065.39176007	31065386.865162954	29377065.39176007	6739105.8405545065	393137021.1187852	419362837.6917216	419362837.6917216	135532633.77675515	283830203.9149664	419362837.6917216	26225816.572936397
847.698__9.09_6091	26913628.683991667	36263379.63511055	37533599.540687434	35517822.39644992	33521227.0	8422366.728221742	18633678.82128809	6993345.54755813	7003336.041197498	5193991.039816887	14823513.87186148	50263981.303275146	18525210.604632087	75148664.42093703	11036336.572561266	26487988.67610874	25719605.48050593	25719605.48050593	18480179.16815932	29339318.636679232	25719605.48050593	23606551.6925982	26913628.683991667	18633678.82128809	18633678.82128809	8422366.728221742	22773653.75263988	18633678.82128809	18579444.712960087	291367875.43719614	385794082.2075889	385794082.2075889	92400895.8407966	293393186.3667923	385794082.2075889	94426206.7703928
846.649_C15H23Br5N2O6P4_7.64_1510	27239621.905604716	59784041.70166279	28091052.5	84762554.60993174	13845747.794065725	10651402.348050622	9949052.020032916	8206677.9317899905	12876650.420379093	34584847.05388761	95288423.38652338	8860649.76537735	15113609.211651884	129187211.65986201	32961387.435091652	47691178.93877002	38093528.64959409	38093528.64959409	40531899.22678237	36874343.360999964	38093528.64959409	11699990.35436031	32961387.435091652	27239621.905604716	27239621.905604716	34584847.05388761	21176615.5586283	27239621.905604716	11412851.220206004	524602968.3264702	571402929.7439114	571402929.7439114	202659496.13391185	368743433.60999966	571402929.7439114	46799961.41744124
846.442__5.31_2542	36891340.561816074	16729580.0	8723763.701576896	29352677.128232874	25036091.809666418	21524059.04767558	36562326.579628944	11939904.109211415	14930887.196409298	40712177.13454758	375780141.14537424	59475175.074627504	17251858.205019828	22061316.263175845	46313341.96547842	57733126.62425049	50885642.66149606	50885642.66149606	24649876.101373065	64003525.941557564	50885642.66149606	32055061.763921395	25036091.809666418	25036091.809666418	25036091.809666418	21524059.04767558	30799209.19464768	25036091.809666418	26907092.392324388	635064392.8667554	763284639.9224409	763284639.9224409	123249380.50686532	640035259.4155756	763284639.9224409	128220247.05568558
845.569__4.83_5739	17879654.794453934	11019010.783307135	16776857.318398947	27108431.26556635	43748963.74993504	31926569.03354392	11828769.718840158	35313944.67982419	22455709.5	27559803.709708992	16640699.515000546	35102823.5288504	21548894.63198524	14863220.775391623	37260135.49297956	25463390.10164638	24735565.899852403	24735565.899852403	24013904.85842528	25096396.420565967	24735565.899852403	22734049.34491895	27108431.26556635	22455709.5	22455709.5	27108431.26556635	19714274.713219587	22455709.5	22002302.06599262	280097291.1181102	371033488.49778605	371033488.49778605	120069524.29212639	250963964.20565966	371033488.49778605	90936197.3796758
