index	V19-leg-healthy-GG9	V19-leg-psoriasis-GF8	V19-leg-psoriasis-GF9	V19-leg-healthy-GH2	V19-leg-psoriasis-GG8	V19-leg-psoriasis-GG1	V19-leg-psoriasis-GH6	V19-leg-psoriasis-partial-GF7	V19-leg-healthy-GG4	V19-leg-psoriasis-GH4	V19-leg-healthy-GF2	V19-leg-healthy-GF11	V19-leg-psoriasis-GG12	V19-leg-psoriasis-partial-GF4	V19-leg-psoriasis-GH1	V19-leg-psoriasis-GG2	V19-leg-psoriasis-GG10	V19-leg-psoriasis-GF10	V19-leg-healthy-GF1	V19-leg-psoriasis-GG5	V19-leg-psoriasis-GG6	V19-leg-psoriasis-GG7	V19-leg-psoriasis-partial-GF3	V19-leg-psoriasis-GF12	V19-leg-psoriasis-GG11	V19-leg-psoriasis-GG3	V19-leg-healthy-GH3	V19-leg-psoriasis-GH5	V19-leg-psoriasis-partial-GF5	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Batch_4	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Body_side_right	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Batch_4	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Body_side_right	GROUP_SUM_DESCRIPTION_2_psoriasis
481.169__2.9_5256	680951.1079348188	2178917.7558142683	2799124.0001442856	2367192.204146414	1383012.3499652813	1713490.2021805197	1203138.1491735128	5266496.345059563	927734.8405190683	1609927.9369831637	5825440.128594746	779846.4329837408	1099115.797585016	2207790.6241263943	901719.1576412874	3181601.4036305924	1091677.3263835658	1044095.0939210576	3424119.5480246367	969277.2154638339	2534830.0647482662	6107738.614946209	5596418.667430179	2870252.62203425	2578110.0	1575697.998935892	1706900.9329882497	2537150.0748482742	1549903.7938155485	2244597.885027382	2334885.1858628495	2334885.1858628495	2334885.1858628495	2334885.1858628495	2363612.963401407	1706900.9329882497	1713490.2021805197	1713490.2021805197	1713490.2021805197	1713490.2021805197	1946203.978997394	15712185.195191674	67711670.39002264	67711670.39002264	67711670.39002264	67711670.39002264	51999485.194830954
480.55_C33H69N_9.76_4109	2453837.395061728	1262658.0555555555	1093293.8888888888	1700679.3827160492	3994240.444444444	1653159.4999999998	1487650.7777777778	4730079.555555555	3398139.7753086416	1094211.8518518517	6.1197530864197525	2159562.948148148	6.1197530864197525	30171722.941975307	1263478.1024691358	6477874.91728395	1581185.0839506171	8579740.833333332	1751467.2135802468	1114768.1024691358	1793332.4444444443	6.1197530864197525	5578583.320987654	1362250.9172839506	2302251.111111111	51081976.79629629	1643239.3802469135	2240564.0	2531007.4814814813	1872418.8878306877	4982792.226947636	4982792.226947636	4982792.226947636	4982792.226947636	5972456.471212121	1751467.2135802468	1751467.2135802468	1751467.2135802468	1751467.2135802468	1751467.2135802468	1723245.972222222	13106932.214814814	144500974.58148146	144500974.58148146	144500974.58148146	144500974.58148146	131394042.36666666
480.533__3.24_152	458284630395.0	636422601600.0	849617246895.0	419004598400.0	1649105.0	1649105.0	1649105.0	1649105.0	1649105.0	886210886845.0	680353109695.0	1649105.0	928066820850.0	1649105.0	1649105.0	1649105.0	326885593100.0	320610748575.0	1649105.0	1649105.0	1649105.0	653720063945.0	1649105.0	1649105.0	1649105.0	698163443695.0	1649105.0	1649105.0	1649105.0	222521276415.7143	236461014754.65518	236461014754.65518	236461014754.65518	236461014754.65518	240896386044.31818	1649105.0	1649105.0	1649105.0	1649105.0	1649105.0	1649105.0	1557648934910.0	6857369427885.0	6857369427885.0	6857369427885.0	6857369427885.0	5299720492975.0
480.425_C27H53N5O2_8.01_833	2371525.8845347064	2163338.4790947186	2486992.49542877	2352940.487309271	3216376.4441641727	1204913.7988725118	4209026.8236882575	105128.93644281804	2010877.523108144	2387266.663340119	2364836.682017996	1757957.139831455	1619351.5160375137	5930918.095625495	3504668.763044597	2083631.8812810741	359230.3974779345	3668284.143891447	149496.81311645068	1161383.2877977588	1968090.7858608346	900591.8305908851	4225105.481288622	1751007.8763971676	2038690.4896289892	8879972.888854781	2943210.0	2022481.5733940103	1890357.6311633235	1992977.789988289	2473367.407354614	2473367.407354614	2473367.407354614	2473367.407354614	2626218.6492438996	2352940.487309271	2083631.8812810741	2083631.8812810741	2083631.8812810741	2083631.8812810741	2061161.1854550317	13950844.529918022	71727654.81328382	71727654.81328382	71727654.81328382	71727654.81328382	57776810.28336579
480.307_C18H41N9O4S_5.97_3378	1639077.7100294116	1214932.8690423584	1629479.9841451559	2093617.114262166	1384759.1494433128	2058651.3230511837	2435628.0793009396	4557805.442402356	5089491.928439447	1008790.8690793543	1434097.7072156598	1735571.1179473791	1339589.4880492622	2549509.093764323	798943.1834467534	1597865.1915468234	1287829.0	2899222.5911591873	1286399.6640988698	1621078.6653485126	8238702.721787975	5630974.65923595	3279529.17067491	3426303.4392926362	2799910.215213991	4655876.4136482375	2852065.0940952315	4281295.118492043	8644912.04413418	2304331.476584024	2878341.6913223313	2878341.6913223313	2878341.6913223313	2878341.6913223313	3060981.3051027027	1735571.1179473791	2093617.114262166	2093617.114262166	2093617.114262166	2093617.114262166	2492568.586532631	16130320.336088166	83471909.0483476	83471909.0483476	83471909.0483476	83471909.0483476	67341588.71225946
479.835__7.19_1725	2908178.750598937	1305139.5777081177	1017713.7191844491	3307560.4205770316	1892055.3887461475	2070288.5185416732	1500768.4449286114	1430153.223431988	2119364.0	2179647.1813876564	1014680.9158321628	2781615.143489697	397176.05131062306	4818148.187834767	1802429.8349251219	2837914.041620897	3042870.6435779613	1465689.2266458664	3958864.8840980465	1272552.4785734601	6847680.925425706	1743789.8363373515	3412711.0687717176	3666889.199069852	1767431.4085349583	3895688.1100037824	1347440.3482354458	4222122.158694039	8470302.810126062	2491100.6375473314	2706788.4999383492	2706788.4999383492	2706788.4999383492	2706788.4999383492	2775416.456153673	2781615.143489697	2119364.0	2119364.0	2119364.0	2119364.0	1981171.9536439104	17437704.46283132	78496866.49821213	78496866.49821213	78496866.49821213	78496866.49821213	61059162.03538081
479.393_C26H54O7_7.37_484	2051361.4884730163	1727489.2800449822	2004920.4724157476	2034295.7126732215	2377696.5859475066	2012486.1322016022	2404408.2393089603	2626542.1878768355	1676900.7565565559	2038079.0214867836	1691143.522359418	1980444.3986840274	2065577.8835373817	3202993.8605447346	2197386.3057061774	2515089.425233085	1169653.7176889603	2038391.1409062063	1619663.4408390513	1553547.1938011465	2624486.1460146764	1259927.5206594816	3095480.4472674327	1978784.0	2108795.161650789	4966747.700702513	2668686.9027034375	1674103.1758769865	1974445.0885162826	1960356.603184104	2184121.6175750685	2184121.6175750685	2184121.6175750685	2184121.6175750685	2255319.576699467	1980444.3986840274	2038079.0214867836	2038079.0214867836	2038079.0214867836	2038079.0214867836	2051984.512221794	13722496.222288728	63339526.90967699	63339526.90967699	63339526.90967699	63339526.90967699	49617030.68738827
479.37_C25H46N6O3_8.98_1108	1673903.1711838148	1986969.854086811	830604.960533105	3924485.894647214	2561998.8529989785	555616.1876597616	4966915.839989975	6138344.319893526	5025854.354328755	516004.4224020029	1717976.2045483897	4909867.445792541	673599.4138091813	3521280.8328110976	2208098.7550217807	773214.3744819023	547333.6508891786	2861120.0000000005	1505400.4761430728	927427.5014437401	195204.59331933619	150731.56030285568	1657196.9340307177	2176726.0083045466	3355028.6364884796	6373096.916685784	3699403.979560962	576867.5900049865	3326819.730049079	3208127.3608863926	2390934.222807296	2390934.222807296	2390934.222807296	2390934.222807296	2130918.2243275833	3699403.979560962	1986969.854086811	1986969.854086811	1986969.854086811	1986969.854086811	1822083.3940587644	22456891.52620475	69337092.46141158	69337092.46141158	69337092.46141158	69337092.46141158	46880200.93520683
479.349_C28H42N6O_6.01_4494	9678963.090807999	1339488.8588117154	750391.5490856486	14359820.539017592	823117.7336832776	2449768.851008406	2014859.4820211525	8615368.982917173	9206985.754704282	1052186.0789343338	1358405.0	6741657.966257661	1609800.1771376317	18395256.93652515	685227.2471677611	2226681.0269679236	1910824.910731516	1217609.0192971388	1370087.0786911978	1683905.6824000133	1851081.2180662234	213546.1682772544	3065436.1330134883	7142878.117857662	2600112.440968732	3867605.2214760412	5206971.324906589	1069602.3175745949	6592730.740926227	6846127.250626475	4106909.2982494617	4106909.2982494617	4106909.2982494617	4106909.2982494617	3235339.9497658666	6741657.966257661	2014859.4820211525	2014859.4820211525	2014859.4820211525	2014859.4820211525	1880953.0643988699	47922890.75438532	119100369.64923438	119100369.64923438	119100369.64923438	119100369.64923438	71177478.89484906
479.322__7.52_4813	1211207.2767519706	2590085.411591621	2096006.6305090643	1098036.1108051687	7416499.965309123	2058546.3488134232	4790263.747933389	2762672.7916267742	918498.8515369111	917037.9554019845	2054261.774532988	1356153.513047547	3802601.3917029602	2659186.3395601627	1814539.611776986	5723591.738185221	1287829.0	3057822.4816680467	1635813.532276932	2917387.9499880024	5405137.2396795405	859085.7276572005	1710596.5813837	1183997.217117782	1703476.7406753532	8995847.660197483	2529234.5681417896	1581722.520228797	1275645.8524337425	1543315.0895847583	2669406.432087368	2669406.432087368	2669406.432087368	2669406.432087368	3027708.222883652	1356153.513047547	2054261.774532988	2054261.774532988	2054261.774532988	2054261.774532988	2343046.021050343	10803205.627093308	77412786.53053367	77412786.53053367	77412786.53053367	77412786.53053367	66609580.90344034
479.265_C21H44O8S_6.14_3367	3526423.756549736	2888440.332391651	2181256.9908024976	2801637.873295437	2521922.79625209	712786.6444766687	2346953.633583995	2263410.209513209	788551.243546507	1231153.6416662908	809141.6469990318	3562922.517951712	673509.7144309226	3568507.6482201414	1705242.462432889	2981551.4044031515	1371654.538105215	626832.0442644324	1649105.0	1356562.8859784515	7980599.956808197	4835968.648767906	2217206.3254871736	3570629.950520537	2307449.309791635	667330.3159175784	4705616.098052306	1479306.6554859788	4082248.7698202287	2549056.8766278187	2462549.0695005367	2462549.0695005367	2462549.0695005367	2462549.0695005367	2435023.8581418563	2801637.873295437	2263410.209513209	2263410.209513209	2263410.209513209	2263410.209513209	2240308.267500191	17843398.13639473	71413923.01551557	71413923.01551557	71413923.01551557	71413923.01551557	53570524.87912084
479.227_C14H34N6O12_6.57_3566	1721633.9999999998	917395.8886427269	3181698.1131957746	1390927.7037391365	1757586.5441757806	1048481.6002662083	2244441.6753640217	2257873.3038212867	5539165.084604885	1579033.1621869644	1003008.3096544748	3613430.3066700287	1793781.6722443916	1419697.6163427017	1673917.479737223	1555602.780656214	2058923.181677373	4595407.219416576	2411708.1927598584	953596.3875724338	2439010.965140734	1589944.9616467485	3684212.8850525524	2767823.137721786	2340956.944400394	4872233.932307148	6265583.894400523	1811948.6099011856	2766441.0361331142	3135065.355975558	2457085.0548080085	2457085.0548080085	2457085.0548080085	2457085.0548080085	2241364.0498910607	2411708.1927598584	2058923.181677373	2058923.181677373	2058923.181677373	2058923.181677373	1935435.8957892791	21945457.491828907	71255466.58943224	71255466.58943224	71255466.58943224	71255466.58943224	49310009.097603336
479.227_C14H30N12O5S_4.63_1342	1784841.203398813	2342511.227656463	1398275.5632545059	1971346.0503997477	1724489.617044935	1090918.980658649	3882163.5743777566	1556136.1502130523	873648.2620469183	2184749.1262073866	1349249.810489649	1511533.8991447182	1685928.36697272	2909921.3018760793	737738.2589786636	6587001.322127506	1202307.761114859	966201.2715055582	1126739.3289249432	3232685.024343221	2142475.473201939	1808559.5187217908	3530804.0	2435496.571809216	2807903.6680328045	3564097.109938545	3581801.132200175	4206975.4615926845	1674045.0052453447	1742737.0980864237	2271398.070395815	2271398.070395815	2271398.070395815	2271398.070395815	2439608.3797669853	1511533.8991447182	1808559.5187217908	1808559.5187217908	1808559.5187217908	1808559.5187217908	2163612.2997046625	12199159.686604965	65870544.04147864	65870544.04147864	65870544.04147864	65870544.04147864	53671384.35487368
478.828__7.49_4793	1584004.844235503	1244943.7051511784	1416314.094224324	1245133.1318558138	2321989.0	1591893.402857682	4794310.882111295	2394730.374045504	703968.3870925524	2965781.4866173626	638175.0224967472	2628591.3161076983	1399334.0667566804	3244891.6061271876	3366337.422270113	3551360.715755423	973824.9614320911	4117057.2317459867	4044794.4893472223	2429285.552985995	6282422.762277552	3137007.019975199	3318533.0102639664	2934378.6921946523	1554889.3519468382	8845034.326015899	2663625.126694929	1715182.837195454	4332036.281966459	1929756.0454043522	2808270.0379912863	2808270.0379912863	2808270.0379912863	2808270.0379912863	3087797.217450766	1584004.844235503	2628591.3161076983	2628591.3161076983	2628591.3161076983	2628591.3161076983	2950080.0894060074	13508292.317830466	81439831.1017473	81439831.1017473	81439831.1017473	81439831.1017473	67931538.78391685
