index	V19-leg-healthy-GG9	V19-leg-psoriasis-GF8	V19-leg-psoriasis-GF9	V19-leg-healthy-GH2	V19-leg-psoriasis-GG8	V19-leg-psoriasis-GG1	V19-leg-psoriasis-GH6	V19-leg-psoriasis-partial-GF7	V19-leg-healthy-GG4	V19-leg-psoriasis-GH4	V19-leg-healthy-GF2	V19-leg-healthy-GF11	V19-leg-psoriasis-GG12	V19-leg-psoriasis-partial-GF4	V19-leg-psoriasis-GH1	V19-leg-psoriasis-GG2	V19-leg-psoriasis-GG10	V19-leg-psoriasis-GF10	V19-leg-healthy-GF1	V19-leg-psoriasis-GG5	V19-leg-psoriasis-GG6	V19-leg-psoriasis-GG7	V19-leg-psoriasis-partial-GF3	V19-leg-psoriasis-GF12	V19-leg-psoriasis-GG11	V19-leg-psoriasis-GG3	V19-leg-healthy-GH3	V19-leg-psoriasis-GH5	V19-leg-psoriasis-partial-GF5	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Batch_4	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Body_side_right	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Batch_4	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Body_side_right	GROUP_SUM_DESCRIPTION_2_psoriasis
780.524_C43H73NO11_7.7_2981	1788563.2903099037	922574.7460655667	617421.6408874042	1368678.5161215053	1314418.3894459556	727051.0756062067	4324236.528058358	2836939.7201225613	4084217.3738310295	1313886.238847578	997139.9443683722	1303742.0379228403	1461810.0	5017224.836205997	2551013.280178316	762910.3321932738	2709787.7843752494	4168981.911554308	2649967.645664601	1433599.6068329883	3237628.604051407	1108590.2317370453	5076189.687087445	1633324.0612930362	973745.8346893287	7563217.948691183	3111439.668543569	1832002.1666247074	3290753.9035472837	2186249.782394546	2420036.4484433453	2420036.4484433453	2420036.4484433453	2420036.4484433453	2494423.1149134184	1788563.2903099037	1788563.2903099037	1788563.2903099037	1788563.2903099037	1788563.2903099037	1732663.113958872	15303748.476761822	70181057.00485702	70181057.00485702	70181057.00485702	70181057.00485702	54877308.5280952
780.521__6.66_4907	1084460.3265306123	2902679.191836735	2409741.5067055393	2327998.577259475	3088083.4285714286	1481445.4285714284	1478939.512536443	2800677.3119533528	1209792.2588921282	3390135.3469387754	1596702.081632653	2112089.780758017	1741131.6233236152	2151036.0	3432150.087463557	1888753.5626822156	3733089.6991253644	1855977.9358600583	682595.0110787172	1162786.332361516	1625206.55393586	1504840.0	4316470.048979592	1810153.9965014576	2144506.682215743	1802295.5883381923	2025840.847813411	2234495.1335276966	3220615.6758017493	1577068.4119950018	2179816.8803860457	2179816.8803860457	2179816.8803860457	2179816.8803860457	2371600.4839650146	1596702.081632653	2025840.847813411	2025840.847813411	2025840.847813411	2025840.847813411	2147771.3411078714	11039478.883965014	63214689.53119533	63214689.53119533	63214689.53119533	63214689.53119533	52175210.64723032
780.457__3.31_4838	915743.5842553071	925395.4749891188	2347798.1116758394	1863011.796292331	4301406.609812002	1320425.0	9418567.943333708	2215956.2968469197	1601322.5044893574	1397733.7480519207	3389075.136941199	1357362.1949062112	1166600.41888619	1715119.8952336991	8381674.011978054	2164403.937858025	927351.8078000393	4654757.208165435	5600222.034519614	995637.6022478377	2021268.5070920615	1664841.075997908	1382404.1818382847	2038568.2177057592	1839275.3289674125	11485160.33888331	2738636.051120409	2521816.719237897	7494262.8172034705	2495053.3289320613	3098130.984701012	3098130.984701012	3098130.984701012	3098130.984701012	3290019.329718404	1863011.796292331	2021268.5070920615	2021268.5070920615	2021268.5070920615	2021268.5070920615	2029918.3623989103	17465373.30252443	89845798.55632934	89845798.55632934	89845798.55632934	89845798.55632934	72380425.25380489
780.436__3.81_5349	3725267.57251892	1315619.0191321934	939645.773006234	1750400.3087399215	5014625.123469075	1604665.1462749506	3054812.977834195	960613.6673892114	1611844.6569167962	1252423.946599827	1374868.193763884	946752.4363022209	1416476.1694734748	1651206.5061290793	741076.0494199025	4197095.784570535	840536.95896556	5242576.6098850565	1895888.5996439273	965227.332626925	2119388.303812992	1504840.0	2082215.922051238	2590467.8070321702	2943599.3631566777	1939560.5834861794	2438277.5603091703	4517988.343077825	6955565.759451798	1963328.4754564057	2330811.2577599976	2330811.2577599976	2330811.2577599976	2330811.2577599976	2447737.597583868	1750400.3087399215	1750400.3087399215	1750400.3087399215	1750400.3087399215	1750400.3087399215	1795383.5448076292	13743299.32819484	67593526.47503993	67593526.47503993	67593526.47503993	67593526.47503993	53850227.146845095
780.008__6.39_3666	1778932.3537688765	1153782.1899760284	1911084.1131860237	2984440.76894931	2321989.0	1690098.1843960946	1670044.901436416	3636328.6433550627	1378116.5797212184	879808.1159948236	2099597.467264299	1512860.8975272337	1407165.727933837	1742942.6456284688	1402848.9620381554	1820725.6444231602	1769874.0172294579	1178520.8194216131	1909678.509240252	1844745.8540742395	4168646.475440489	2211483.5413477398	2440878.1052977084	1437739.1755365373	3311353.011092607	2436748.7532614633	4738696.96455908	3601782.021932314	6.247128647874971	2343189.077290038	2084169.6445227982	2084169.6445227982	2084169.6445227982	2084169.6445227982	2001754.3704604951	1909678.509240252	1820725.6444231602	1820725.6444231602	1820725.6444231602	1820725.6444231602	1795299.830826309	16402323.541030267	60440919.69116115	60440919.69116115	60440919.69116115	60440919.69116115	44038596.15013089
779.673__8.91_5140	1171407.3357341469	1064126.055820786	1825466.021536121	1882127.7177782608	2424175.674529893	2522895.686311616	1980620.9090401495	2247062.630318451	2177110.216807693	1617905.9420132358	1664737.1404063646	1118847.7127230621	1266092.8378439147	6130548.443811973	2236836.4030518564	1593896.7486902953	1287829.0	2224385.404303477	1547393.7161556508	1464724.875628621	1836377.5363307279	4074898.20239157	2724157.876932705	2488534.790540895	4.825968507123746	4010181.9647110407	4321360.41405038	2244432.477482069	3109270.1638011797	1983283.464807937	2215772.714645332	2215772.714645332	2215772.714645332	2215772.714645332	2289746.5668663215	1664737.1404063646	1980620.9090401495	1980620.9090401495	1980620.9090401495	1980620.9090401495	2230610.9036776666	13882984.253655558	64257408.72471464	64257408.72471464	64257408.72471464	64257408.72471464	50374424.47105908
779.419_C30H60N12O8P2_7.05_1555	2032942.641682404	1659286.9713175753	1086283.6494305446	1740371.1139678515	2991458.4619559953	1724195.8792628075	3534555.0735458834	3469246.054757351	1872848.2342483941	1621194.4912422532	1535225.268236803	1674285.5020858273	1661244.9940664808	3765493.816502517	2506206.6716031423	2034352.6685997145	1122722.5405510245	2478928.3985022237	3271069.256282219	1355934.2791532676	2480372.5556095797	1394288.0239581012	2350645.7285554335	2058865.2336301613	1732502.979991313	4431447.560498799	2943210.0	1257140.8810253735	2832852.9934391365	2152850.2880719285	2228247.307713868	2228247.307713868	2228247.307713868	2228247.307713868	2252237.268509031	1872848.2342483941	2032942.641682404	2032942.641682404	2032942.641682404	2032942.641682404	2046608.951114938	15069952.0165035	64619171.92370217	64619171.92370217	64619171.92370217	64619171.92370217	49549219.907198675
778.515__4.89_5907	2772468.52186244	1249226.9890745354	1478320.0	2451279.5624289247	6.806292846652149	6.806292846652149	1097235.6635159464	2457609.4147763113	939261.6065451499	2068833.9673755406	1390518.8222781874	1540196.008268915	2063940.2428187977	1306767.3888001328	1329023.9664086853	1266916.5441829844	1979773.6254770972	2528401.66667434	1330698.3144489618	1973818.1192362765	5671751.892043702	3096863.245226728	6.806292846652149	2338097.7186819464	3641632.1183799193	2645878.2812075564	6455632.639192631	6600293.587355375	7429919.428726652	2411436.496432173	2382909.6466850443	2382909.6466850443	2382909.6466850443	2382909.6466850443	2373832.921765503	1540196.008268915	1979773.6254770972	1979773.6254770972	1979773.6254770972	1979773.6254770972	2021856.9341479475	16880055.47502521	69104379.75386629	69104379.75386629	69104379.75386629	69104379.75386629	52224324.27884106
777.497__9.06_5726	3094836.966245159	1792630.609924933	1818477.216192718	2251351.3344106106	1473173.5412506927	1049265.1524414502	5564717.935817629	7711643.713683492	1789252.7169804224	974504.9387644684	2360700.599315153	1957775.223457828	1276442.7660654844	7586759.00385534	1619067.0276210166	2190460.520154098	1761911.8224778625	2693652.064040599	2207080.8984895456	911455.7081688364	3741571.784546524	1386650.8173118515	1901135.4015933478	1978784.0	2171352.524048498	2840633.346443901	3546784.729114979	765404.7776358447	2624336.555770786	2458254.638287671	2518683.23089045	2518683.23089045	2518683.23089045	2518683.23089045	2537910.5103549715	2251351.3344106106	1978784.0	1978784.0	1978784.0	1978784.0	1859806.3088930328	17207782.468013696	73041813.69582306	73041813.69582306	73041813.69582306	73041813.69582306	55834031.22780938
777.35_C22H44N22O8S_4.38_3248	801735.6048284654	4809410.722033185	4813994.596683308	849875.1378336182	6422291.558545902	87792644.48784958	941552.6308360785	22339675.342320297	566580.4754961251	1239710.96393417	1358405.0	1344573.73343988	23692346.074418213	214099803.16185653	1011045.2324334068	340749239.22503746	1275871.6584874892	948543.4821364592	1291977.1640149485	4021019.6789274714	584242306.7579948	337134629.8842176	123132029.05269925	1127016.6711362617	11150673.299472986	1671668.8814142307	1888057.8521081652	2769586.5027284436	2292055.31411299	1157314.9953887432	61578562.76368957	61578562.76368957	61578562.76368957	61578562.76368957	80803505.23542164	1291977.1640149485	2292055.31411299	2292055.31411299	2292055.31411299	2292055.31411299	4811702.659358246	8101204.967721203	1785778320.1469975	1785778320.1469975	1785778320.1469975	1785778320.1469975	1777677115.1792762
777.05__8.71_5346	2712050.6344882515	3991863.451692553	3812872.536519315	1184182.9291915572	1074882.6759060135	1842009.7937076862	3842742.811628833	1946723.8231780168	2038305.8701712466	5571703.612584627	3759464.3934687376	1553618.9247311829	1974067.4023098368	14954365.511748308	2328562.5631222622	2039584.885384309	1094423.97737953	2861120.0	940956.3947431302	1651664.4138590202	2495700.5110314614	734149.035125448	4040317.903305456	2241908.570290721	2140424.8375945836	3141933.6296296297	2777798.853046595	1766690.3254480287	2294106.064197531	2138053.999977243	2855455.046051168	2855455.046051168	2855455.046051168	2855455.046051168	3083719.0152565073	2038305.8701712466	2241908.570290721	2241908.570290721	2241908.570290721	2241908.570290721	2268007.317244126	14966377.999840703	82808196.33548386	82808196.33548386	82808196.33548386	82808196.33548386	67841818.33564316
776.572_C39H83N5O5Se_6.62_1406	2142902.823649018	1452048.781440774	1375099.7225040258	1958594.4965374605	1369186.866371858	2024547.7993476947	916938.9422561935	2263132.542558138	1745108.98553167	1190840.487154738	1358405.0	1907191.0055310372	1511075.9177722717	2650950.699693404	1661664.3113135102	2363198.9358367184	1075302.4374302179	1955759.623432978	1743180.360452021	1644132.679962747	2398897.854648556	2135981.354946575	1309353.4037172955	3273810.2552917656	2357762.6691095545	2850683.4705991494	2392428.030158997	2306339.1655761194	3423145.9867842672	1892544.385980029	1957160.8486071983	1957160.8486071983	1957160.8486071983	1957160.8486071983	1977720.6321703887	1907191.0055310372	1955759.623432978	1955759.623432978	1955759.623432978	1955759.623432978	1990153.7113903365	13247810.701860202	56757664.609608755	56757664.609608755	56757664.609608755	56757664.609608755	43509853.90774855
776.554__6.57_5247	1135404.7540344347	10123109.584484885	866703.178822883	1178716.8778901414	2883929.523607351	4767261.160069618	1994559.5125524756	18389925.638143215	2039568.066446074	1070860.2905582497	428343.19173826557	9201214.649115881	1071545.9502920024	2775872.6311847	11212385.616925858	5691105.2180525465	4380872.639995067	2571116.1449854462	942973.194150435	1424445.0	2680821.7023858847	9205559.728776965	15452380.60497318	3496400.8588134507	1061815.7453062753	2528389.5283181123	4066715.6764566856	4140535.8064434133	887852.3147902766	2713276.629975988	4402427.0617004745	4402427.0617004745	4402427.0617004745	4402427.0617004745	4939884.017249174	1178716.8778901414	2680821.7023858847	2680821.7023858847	2680821.7023858847	2680821.7023858847	2829901.0773960254	18992936.409831915	127670384.78931376	127670384.78931376	127670384.78931376	127670384.78931376	108677448.37948184
776.537__10.05_4649	801228.0985070923	1575526.7612134828	793102.8377051564	1252346.877310365	817232.7127470115	982322.535555108	1411551.2598867947	1680119.0734094083	695753.6151383851	355034.34551053814	1060969.0414061428	2169496.2230743677	1984187.828016798	1855344.4067289568	3304065.510474766	1027883.3233470427	4243246.780343405	1701248.1907582732	2921051.8938789587	3510266.573492785	3024957.2131245406	3110328.33958213	4820909.832563156	2273624.2346530403	2578110.0	8166397.836624596	3870993.7604604256	4022390.154323376	2037428.4919444886	1824548.5013965338	2346452.3362682965	2346452.3362682965	2346452.3362682965	2346452.3362682965	2512512.6473638574	1252346.877310365	1984187.828016798	1984187.828016798	1984187.828016798	1984187.828016798	2010808.1599806433	12771839.509775737	68047117.7517806	68047117.7517806	68047117.7517806	68047117.7517806	55275278.242004864
776.536__6.57_5015	2093468.9236691236	1103673.4557239057	1405698.731909182	3072460.5619210117	1816585.6452088451	1217579.5575575575	1758329.307029757	1732323.8061880062	2541108.9393939395	1476148.5373555373	1116525.595136045	2517228.0578487576	1833438.013013013	4521342.482254982	3330913.069205569	2321413.665024115	6101970.880444081	1510086.217990718	1574186.2633087633	2391622.4928564928	3447984.01036946	1472409.368045318	3530804.0	3070733.5556875058	4837460.932564382	4945258.251883701	2674851.515151515	3856123.778869779	2603522.1414141413	2227118.550918451	2616387.9916215586	2616387.9916215586	2616387.9916215586	2616387.9916215586	2740246.4500270933	2517228.0578487576	2391622.4928564928	2391622.4928564928	2391622.4928564928	2391622.4928564928	2356518.078940304	15589829.856429156	75875251.7570252	75875251.7570252	75875251.7570252	75875251.7570252	60285421.90059605
775.556__8.81_2672	3419908.330319112	1310239.7018574122	2707261.2221423085	1160671.2170937785	2325859.6410865164	955318.9914670764	8095901.325675582	5157494.626513512	9381628.906207668	944773.8229173941	920379.6508833183	1796970.0	1124902.4671321835	6172311.506738356	1176023.4466517703	1860523.3367292788	1951181.169632009	4858969.989476992	2367750.4611758958	3025706.7416032404	1559954.6635709798	729152.480273724	2568182.695621814	1219181.5942322465	3384239.9627330494	7693204.878430278	3418553.168249424	2096435.7218071364	2573904.491027163	3209408.8191327425	2964020.2141810074	2964020.2141810074	2964020.2141810074	2964020.2141810074	2885942.0216963645	2367750.4611758958	2325859.6410865164	2325859.6410865164	2325859.6410865164	2325859.6410865164	2211147.6814468266	22465861.7339292	85956586.21124922	85956586.21124922	85956586.21124922	85956586.21124922	63490724.47732002
775.553_C38H74N6O10_9.92_1889	724333.6228688813	1024887.778066273	701628.4350509677	867212.5771633653	2274264.094561654	1350274.6725180491	2888474.8328366945	1137976.9010396574	7684586.285402397	934365.0895562496	1002816.7444687954	1187635.1849300426	1690755.8763398803	5163444.0	2236846.9399506743	3768499.9975396963	1618881.6386817072	2899019.059980055	3139356.3149069324	2310243.353298419	1040464.1268680692	3877786.2507957174	4831503.8360028425	1309388.6840432584	3596168.331185544	6099041.4249052005	2169326.47421757	1207153.1568037549	1710997.421262518	2396466.7434225692	2429218.382939478	2429218.382939478	2429218.382939478	2429218.382939478	2439639.359149404	1187635.1849300426	1710997.421262518	1710997.421262518	1710997.421262518	1710997.421262518	1973922.1806065962	16775267.203957984	70447333.10524486	70447333.10524486	70447333.10524486	70447333.10524486	53672065.901286885
775.055__10.06_4586	1113748.0585911998	1512144.3656156156	1577441.5282673978	1112077.4856378117	998928.4933738086	1320425.0	2059768.1790377335	1531686.103930017	2045062.3097989294	1349129.891304348	1452467.5	1567287.0652173914	6580609.261652958	1762480.3260869565	1567287.0652173914	3590178.5100208903	4592575.726596162	1056338.2759825042	3324024.6890259827	2182364.787178483	2210274.906417287	3207524.2067502285	2953731.5911998954	2570516.9822431128	2319182.8156417287	5066523.65233712	3247635.197806502	7616312.77222875	3608849.619499935	1980328.9008682596	2589537.116091729	2589537.116091729	2589537.116091729	2589537.116091729	2783376.093662833	1567287.0652173914	2059768.1790377335	2059768.1790377335	2059768.1790377335	2059768.1790377335	2196319.846797885	13862302.306077817	75096576.36666015	75096576.36666015	75096576.36666015	75096576.36666015	61234274.060582325
774.985__6.97_5758	649554.5169582297	788363.0560757288	562215.3058148405	2182826.127329219	9225476.29804952	1749694.3119666222	6686881.465191831	1408138.957771847	2584762.5890348875	724368.204872232	1276041.656940612	1796970.0	758460.6824679802	1906101.287833719	4527734.43466118	2147749.476222928	1055552.609702617	6961542.486942468	1885180.2341664925	1752029.2194209758	3303409.622385952	768480.3938609431	1674656.680379562	1446716.202083302	3478039.7199853864	19744506.64827276	5101183.462307138	709711.6807960651	4295304.475045569	2210931.226676654	3143160.40712209	3143160.40712209	3143160.40712209	3143160.40712209	3439778.782718366	1885180.2341664925	1796970.0	1796970.0	1796970.0	1796970.0	1750861.7656937991	15476518.586736578	91151651.80654061	91151651.80654061	91151651.80654061	91151651.80654061	75675133.21980405
774.561__7.8_3397	901298.166922174	1874704.2779684775	1508146.7419569576	2839754.9905636036	3899634.6299647093	759734.7861187333	3148169.8555825893	1598538.1569201252	2119364.0	1435106.1995910606	3474949.5198512534	3318511.6435050527	1317365.225154482	1382828.1024332237	1264047.8775277513	1800137.6509949467	2158896.5878536813	4101946.924540767	1565179.7103244746	1012045.2227080457	2352889.3593852506	1154446.237441429	3064751.4184218803	4196899.061453884	1047810.2435307117	1600043.1383473536	4602044.412165545	1483210.0876646836	4854164.920131207	2688728.9204760147	2270228.246518071	2270228.246518071	2270228.246518071	2270228.246518071	2137068.941167816	2839754.9905636036	1800137.6509949467	1800137.6509949467	1800137.6509949467	1800137.6509949467	1599290.6476337393	18821102.443332102	65836619.149024054	65836619.149024054	65836619.149024054	65836619.149024054	47015516.70569195
774.522__6.01_5837	1263953.1478373671	1282580.0383502466	900673.2555203259	1603220.0	1493381.9212277115	1043403.6970519428	1949710.451166408	2067130.5325268656	2728910.131266156	2246327.276786136	2250951.1878186013	1335154.3106244036	2771312.808856451	1692750.2249692222	2159199.870213697	2539965.8190989266	1955722.5450961746	2010462.3826901217	1653699.378083684	1970659.3930711367	1919018.9892915278	2248573.6091108597	6445050.507652732	995554.2945664186	3557307.0132462634	2549304.504044408	1732447.2078942312	2364701.418392375	4024342.219276509	1795476.480503492	2163981.6598527897	2163981.6598527897	2163981.6598527897	2163981.6598527897	2281233.307827566	1653699.378083684	1970659.3930711367	1970659.3930711367	1970659.3930711367	1970659.3930711367	2038796.4576084935	12568335.363524444	62755468.1357309	62755468.1357309	62755468.1357309	62755468.1357309	50187132.77220645
774.482_C27H63N15O11_6.89_4061	830581.922869378	2685135.95735538	3045167.444421892	2218879.8756404864	3503651.6184856063	733149.6334562737	1001701.8740364861	1618986.9298051933	1195848.0736651898	358224.2013218149	840597.2578331147	1012687.4310057181	1461810.0	7726515.63855541	2354151.3057253896	889892.3515235527	4007873.2447337806	3684682.2113418654	2119411.133176564	1478124.2999084138	1048032.2664719424	1660859.4150647295	6253246.7907918515	7612401.899086611	930199.2622391644	5458355.142949083	1637730.403158494	828447.0484912994	913209.5218495508	1407962.2996212777	2383088.074309112	2383088.074309112	2383088.074309112	2383088.074309112	2693355.3662552405	1195848.0736651898	1618986.9298051933	1618986.9298051933	1618986.9298051933	1618986.9298051933	1639923.1724349614	9855736.097348943	69109554.15496425	69109554.15496425	69109554.15496425	69109554.15496425	59253818.057615295
774.464_C38H73N3O8Se_7.06_2079	1432312.792994447	1072115.2907611309	503442.98005709454	2031749.5526827753	2726515.0032309173	616459.4553168999	4164331.8025446897	3528478.556811169	1520774.8894043185	1990697.3450026729	1562164.7213679561	2047259.19444681	1286269.1731043153	4126460.19865974	1987600.706460824	884531.5411039474	446898.34348988463	3297406.179718763	3165091.970292116	821005.5295855292	2372280.293460979	1585549.4642393661	2885018.7308503385	2222722.2239285586	1467101.2767433298	5442964.0	3257755.2681510495	1388951.0370569667	2452094.3046415597	2145301.1984770675	2147793.166417523	2147793.166417523	2147793.166417523	2147793.166417523	2148586.065307667	2031749.5526827753	1990697.3450026729	1990697.3450026729	1990697.3450026729	1990697.3450026729	1989149.0257317484	15017108.389339473	62286001.82610816	62286001.82610816	62286001.82610816	62286001.82610816	47268893.43676867
773.566__8.97_3281	843934.2750697554	3833908.9107605973	2163608.650302566	2934908.7427960476	1017039.4264757561	567786.6151086215	3980750.1779727726	7013054.257437643	2655533.1727507855	867897.7601663587	1358405.0	3725493.712469164	551940.6412484274	5484568.18328437	1683248.180174371	922562.6704420064	401765.01261394547	2615612.01149294	3564293.9259697227	1623361.4260048636	751940.269752887	310407.80588510225	5276050.538284617	2898710.514212872	1164954.2769146701	5026937.221978381	2853547.45993021	2246657.4016906447	1917288.8462430509	2562302.3269979553	2422626.4512907984	2422626.4512907984	2422626.4512907984	2422626.4512907984	2378184.1272021574	2853547.45993021	2163608.650302566	2163608.650302566	2163608.650302566	2163608.650302566	1800268.513208711	17936116.28898569	70256167.08743316	70256167.08743316	70256167.08743316	70256167.08743316	52320050.79844747
773.32__4.76_5786	3572760.4053389803	1619566.769124189	1848332.3974578155	1696803.534186382	1444995.6447690867	1311781.0543834292	1945929.1528069284	2461275.0071910718	2429734.0293981372	1738373.8723497707	2559916.4875787734	1611549.111851297	1454014.2944045337	2872629.4171526926	1400028.7354337273	2660521.0792017775	1523865.0964032141	2126428.484357745	2254735.2966551473	3778503.2093338417	4008755.7486526226	1404105.5926773374	2772457.293103802	1759895.2081447034	4445858.986425792	5442964.0	2107181.247716578	2919301.9008533764	3019371.9819915206	2318954.3018178996	2420401.208239457	2420401.208239457	2420401.208239457	2420401.208239457	2452679.7693735897	2254735.2966551473	2126428.484357745	2126428.484357745	2126428.484357745	2126428.484357745	2036178.8185823367	16232680.112725297	70191635.03894426	70191635.03894426	70191635.03894426	70191635.03894426	53958954.92621897
772.578__9.46_3289	3431589.3916856986	1833340.129351079	1456530.7860982046	1857202.5113699008	5386152.189468814	1320425.0	13142141.255168138	2884855.1395889116	3016954.832355489	1022604.0667329502	3488186.833556466	4996045.527986691	2341861.814360529	9081093.473873839	996869.921444322	1546957.7493995118	1624664.5214797608	5771475.455928099	4102746.5074716494	686599.1627618523	669997.6624271539	843226.753376516	2994977.211962514	1062199.658902977	845098.5166463223	3120697.3115845015	1070645.9906579778	1059415.41103914	1856555.1932390928	3137624.5135834105	2879693.4475833825	2879693.4475833825	2879693.4475833825	2879693.4475833825	2797624.4720379203	3431589.3916856986	1856555.1932390928	1856555.1932390928	1856555.1932390928	1856555.1932390928	1585811.1354396362	21963371.595083874	83511109.97991809	83511109.97991809	83511109.97991809	83511109.97991809	61547738.384834245
772.49__7.09_3672	4489944.195398217	1004758.4507066509	1187276.8465661167	1257198.432236219	2328084.6054879767	1542176.1607044865	4462841.746592414	3146429.641431407	1982954.6453229324	690225.5065084489	777105.8063453129	2848102.478696216	763632.2737518705	10843450.017577723	1219953.2916344544	1520997.0605930141	1029286.1199479641	3819589.020935856	1573226.8134111236	2156912.342338778	2223434.2595681204	541667.2955487861	4250560.609230096	2646145.4878257774	1289891.5627938367	24541032.23254015	5641572.49411803	2240564.0	2808834.222519275	2652872.123646864	3269925.7800114225	3269925.7800114225	3269925.7800114225	3269925.7800114225	3466261.0343092363	1982954.6453229324	2156912.342338778	2156912.342338778	2156912.342338778	2156912.342338778	2190173.300953449	18570104.86552805	94827847.62033126	94827847.62033126	94827847.62033126	94827847.62033126	76257742.7548032
772.079__8.12_3989	1966554.5103448275	910489.1986206897	2092651.0250574711	2415346.9827586208	1121555.5198850574	1118816.7264367817	1543217.6948275862	1763575.7509195402	4546587.551494253	1111759.712643678	1373563.7227586207	2626995.7877011495	1461810.0	4151534.7991954023	1909168.6664367816	1288011.4325287356	1493504.9532183907	2447943.665517241	1915475.1724137932	5.600804597701149	4294696.9655172415	5.600804597701149	2281375.7367816092	2100856.2037931033	7256004.7796551725	2286522.8762068967	2619630.729655172	2467154.425287356	3812882.1491954024	2494879.208160919	2219920.618636544	2219920.618636544	2219920.618636544	2219920.618636544	2132433.79469697	2415346.9827586208	1966554.5103448275	1966554.5103448275	1966554.5103448275	1966554.5103448275	1836372.2086781608	17464154.457126435	64377697.94045977	64377697.94045977	64377697.94045977	64377697.94045977	46913543.483333334
771.987__7.03_4172	1433931.8012989524	1953993.1170736921	289670.9313316299	1121238.8906731952	4717378.610492401	2355691.487661987	7721712.7900756365	1241440.287352519	859873.0262233668	1867057.0632526746	1386115.0033339101	3308253.4380452596	1277868.1342064275	2292802.2743884437	8650537.589099387	2278105.160383985	1149360.243629941	14744799.578191645	6924427.161391793	2023017.0632017753	1685253.7630175196	1474442.034016064	2863567.3212362444	2781414.390678285	2578110.0	67589429.06670874	7450203.292478087	797698.985015219	3119986.0321327862	3212006.0876349383	5446116.501261778	5446116.501261778	5446116.501261778	5446116.501261778	6156969.8146885	1433931.8012989524	2278105.160383985	2278105.160383985	2278105.160383985	2278105.160383985	2285453.717386214	22484042.613444567	157937378.53659156	157937378.53659156	157937378.53659156	157937378.53659156	135453335.923147
771.57__9.34_3327	2468142.762417204	1999400.4347276122	1656487.4631481427	1515489.8263546438	8009410.570753698	824400.9005004232	5441047.327691051	5206820.370956494	4135361.5418808907	743829.5038677015	1308373.8063450148	1650880.6907020514	832707.2300501883	6163328.828318403	1581479.0	1230075.1137696595	1143560.0768813284	3172925.5954597183	1545494.1345394065	2293758.295461177	1025921.6846327799	716280.1775276472	4031647.7881970177	1797625.846081235	2457102.266057308	7178327.6895932425	3175971.2496279655	2919891.7242362346	3135039.503457734	2257102.001695311	2736578.6690771026	2736578.6690771026	2736578.6690771026	2736578.6690771026	2889139.4268803997	1650880.6907020514	1999400.4347276122	1999400.4347276122	1999400.4347276122	1999400.4347276122	2146579.3650943944	15799714.011867177	79360781.40323597	79360781.40323597	79360781.40323597	79360781.40323597	63561067.39136879
771.523_C39H66N10O6_9.01_3828	1179274.3018871294	1681575.4678697947	1903632.3772393726	1531611.821939429	1527312.844459391	2509385.786224541	2608976.8015086716	2087514.7591868965	3277772.065183986	1342849.4135008666	1616533.312699211	1728186.9839718502	1494552.280457403	5727168.467029549	971684.7276900993	1155227.5100467342	2486281.2360236063	5508362.29131611	3538890.7795194434	1574731.1549652345	1547376.7023696504	571045.5455949621	3872895.8106739917	1978784.0	1748680.7396301136	8293385.16513746	1991327.5918253162	4697133.462812451	1975998.4981533452	2123370.9795751953	2487177.651686779	2487177.651686779	2487177.651686779	2487177.651686779	2602934.32008592	1728186.9839718502	1903632.3772393726	1903632.3772393726	1903632.3772393726	1903632.3772393726	1939815.437696359	14863596.857026367	72128151.8989166	72128151.8989166	72128151.8989166	72128151.8989166	57264555.04189024
771.482__8.76_6166	1403064.352654346	4464119.666155738	2005716.7818915013	3964355.2587222313	3403415.46256243	1323839.11250045	2445718.704820052	1940201.7587710952	7422884.078089879	2210185.8890940608	1921070.3628026356	2938763.407058025	3391769.094909396	3220664.711676448	1194608.8371130098	2289105.0	1360894.2077338917	3470916.9617368854	2421120.7151380796	1713901.5993200184	2002857.3328721253	1165644.300575567	2352821.9342958694	1220690.3762273875	1769425.3711609582	2772664.74163782	2011099.2741632676	1486703.2364710905	2683406.199483584	3154622.492661209	2481780.3010219946	2481780.3010219946	2481780.3010219946	2481780.3010219946	2267694.14913679	2421120.7151380796	2210185.8890940608	2210185.8890940608	2210185.8890940608	2210185.8890940608	2107951.335492781	22082357.448628463	71971628.72963785	71971628.72963785	71971628.72963785	71971628.72963785	49889271.28100938
