index	V16-back-psoriasis-BG9	V16-back-healthy-BG3	V16-back-healthy-BH8	V16-back-healthy-BG10	V16-back-healthy-BG2	V16-back-healthy-BH9	V16-back-healthy-BH10	V16-back-healthy-BG4	V16-back-psoriasis-BH7	V16-back-psoriasis-BG12	V16-back-psoriasis-BH1	V16-back-psoriasis-BG6	V16-back-healthy-BG1	V16-back-healthy-BG5	V16-back-healthy-BH11	V16-back-psoriasis-BH2	V16-back-healthy-BH12	V16-back-psoriasis-BH5	V16-back-psoriasis-BG7	V16-back-healthy-BH3	V16-back-healthy-BF12	V16-back-healthy-BH4	V16-back-psoriasis-BG8	V16-back-psoriasis-BG11	V16-back-psoriasis-BH6	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_male	GROUP_MEAN_Batch_4	GROUP_MEAN_DESCRIPTION_back	GROUP_MEAN_Body_side_middle	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_DESCRIPTION_back	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_male	GROUP_SUM_Batch_4	GROUP_SUM_DESCRIPTION_back	GROUP_SUM_Body_side_middle	GROUP_SUM_DESCRIPTION_2_psoriasis
691.424_C31H58N6O11_5.78_2663	4465391.2061342	1280440.513240171	1922237.5542393294	2450149.5442246455	1251104.7997145732	949405.7553991849	2781804.2204055367	1942658.8747504577	1982789.9999999998	2249183.1409727605	3505759.2516292417	5029605.2215439435	1705607.9899770666	1573185.9084984572	2140092.234165415	3644676.5724950912	1592323.2292818134	3164967.73152563	2682175.655541073	1537003.28687037	1994992.086584943	6086894.7604395235	6235920.512283249	4841470.637227566	4401510.17509198	2086278.6255565349	2856454.0344894486	2856454.0344894486	2856454.0344894486	2856454.0344894486	3836677.2822222486	1813922.7721081981	2249183.1409727605	2249183.1409727605	2249183.1409727605	2249183.1409727605	3644676.5724950912	29207900.75779149	71411350.86223622	71411350.86223622	71411350.86223622	71411350.86223622	42203450.104444735
691.368_C27H56N10O6Se_7.03_533	1756192.6203198473	2108950.443519755	2012063.6437434875	2671532.42646757	2690283.4681061087	2074737.1859120107	2372304.8283011154	2201543.8072151863	2675374.672400279	841385.7477440798	2280308.806708728	2218074.0	3067632.5396453077	2569406.244322782	2052012.8191005015	2386838.5599640314	2409288.516948535	2497790.032589991	2260335.0451064883	670900.4836249151	2596641.85175455	2858237.990391662	3464970.648843251	3377404.2769536823	2950145.177013191	2311109.7320752493	2362574.2334678825	2362574.2334678825	2362574.2334678825	2362574.2334678825	2428074.5079675973	2390796.6726248255	2386838.5599640314	2386838.5599640314	2386838.5599640314	2386838.5599640314	2386838.5599640314	32355536.24905349	59064355.83669706	59064355.83669706	59064355.83669706	59064355.83669706	26708819.58764357
690.521_C43H67N3O4_8.5_490	2623429.1590537764	1676038.0920382945	1821981.6592294583	5165426.394709076	2205612.772981542	2690658.692827107	3420586.0808246103	3989084.005750488	1351422.0720255214	4042594.1673547546	2617305.000635556	1829383.037341744	4089837.675152456	2204156.386291837	3001728.221105206	4034756.920995766	1832830.168427449	1811577.4003598383	2027745.0	1117834.4111601529	3965818.4903225005	5576562.261692418	1128069.9806362172	3847594.467205322	3240522.202446218	3054153.9508937565	2852502.1888226927	2852502.1888226927	2852502.1888226927	2852502.1888226927	2595854.4916413375	2846193.456966156	2623429.1590537764	2623429.1590537764	2623429.1590537764	2623429.1590537764	2617305.000635556	42758155.31251259	71312554.72056732	71312554.72056732	71312554.72056732	71312554.72056732	28554399.408054713
689.99__7.73_1231	1708521.028916377	1788336.055878945	2821835.815762525	1421895.0052550733	6.532042471770826	6.532042471770826	7328298.449079689	2184831.033915434	6.532042471770826	2714579.678376048	2263352.7164685912	4989859.904398092	1443509.533794163	2838296.562791387	1369240.2108901287	2423845.0	1957254.6741989383	10316119.996092383	4487833.248187674	4606396.3510927865	2429913.2674562754	2225989.433530062	2485762.230589916	6218635.073975261	2382196.6971999896	2315414.9612664534	2896260.862559086	2896260.862559086	2896260.862559086	2896260.862559086	3635519.2823860734	2071042.8540571863	2382196.6971999896	2382196.6971999896	2382196.6971999896	2382196.6971999896	2485762.230589916	32415809.45773035	72406521.56397715	72406521.56397715	72406521.56397715	72406521.56397715	39990712.10624681
689.891__3.66_4714	8.75974413917809	1840807.6723834407	9617051.53833531	2199344.0	2411110.8145646304	1929938.0689995778	2559238.087958132	2023763.6884743143	2315375.570867553	8.75974413917809	2553465.4165704134	3071113.7367310035	2643988.6125046797	8.75974413917809	2532266.8357536024	1474396.3347857604	2631208.1458056187	2943274.0307638384	8.75974413917809	8.75974413917809	6079262.432589595	4460803.345690912	3828700.208607821	3655966.813927368	6020046.562208751	2923485.768753435	2671646.628649721	2671646.628649721	2671646.628649721	2671646.628649721	2351124.0866995384	2471688.8251591166	2532266.8357536024	2532266.8357536024	2532266.8357536024	2532266.8357536024	2553465.4165704134	40928800.76254809	66791165.71624302	66791165.71624302	66791165.71624302	66791165.71624302	25862364.953694925
689.516_C34H69N6O6P_8.49_184	1569578.2584676188	1447837.1325575728	3927977.0569631485	3097540.876499665	4402862.114409487	3394621.495881149	3490705.975490355	4512499.092493204	1246283.988368349	3147755.12041107	988238.9065142128	1798957.2697819525	5651938.778889529	2801987.93131856	3453870.9707157738	4989997.652238165	1672460.2098433962	1732680.0065511384	2786830.8704636903	890573.8703364978	2467200.443908988	2311300.439379979	4461294.0	1739763.4605979905	1540864.872124753	3108812.5991919497	2781024.83176825	2781024.83176825	2781024.83176825	2781024.83176825	2363840.400501722	3246081.186190407	2786830.8704636903	2786830.8704636903	2786830.8704636903	2786830.8704636903	1739763.4605979905	43523376.3886873	69525620.79420625	69525620.79420625	69525620.79420625	69525620.79420625	26002244.40551894
689.496_C23H60N16O8_8.27_1558	1968909.8960071495	2470337.164843376	2411717.97099606	3829607.7522491813	2588648.0317662447	5165118.947623066	2241961.7241678126	2202524.0	197219.169781609	311875.8836335658	2171684.938566063	2213656.8800431625	2972618.651280595	542938.0941994301	4424491.537337568	2963675.6885150103	3792652.177696128	1796371.0055632538	2502318.64144949	199282.66439129366	4401790.214655324	3192308.585687499	2428722.3962228317	2300256.407549974	3541263.008171157	2888285.5369209694	2513278.0572958738	2513278.0572958738	2513278.0572958738	2513278.0572958738	2035995.810500297	2780633.34152342	2428722.3962228317	2428722.3962228317	2428722.3962228317	2428722.3962228317	2213656.8800431625	40435997.51689357	62831951.432396844	62831951.432396844	62831951.432396844	62831951.432396844	22395953.915503267
689.494__9.05_2399	2904617.8858209937	2719884.28642005	2108697.6282341415	1638401.7435182529	2368835.0	4605986.956005009	3177464.0342137236	1177389.6446626117	1349385.0262553093	1246144.6169003407	2867448.394335068	4529464.418747845	3100450.8106003096	1794071.9900385183	3467727.0948215416	2245356.2318815063	3918621.2410113113	2162587.2573092813	1444823.5225459053	648736.4315979282	2494465.4277906497	3379430.5384461624	8561385.139417246	10543473.42058002	6738276.784247643	2614297.3448114437	3247725.0210160543	3247725.0210160543	3247725.0210160543	3247725.0210160543	4053905.6998219234	2607174.85710535	2719884.28642005	2719884.28642005	2719884.28642005	2719884.28642005	2867448.394335068	36600162.82736021	81193125.52540135	81193125.52540135	81193125.52540135	81193125.52540135	44592962.698041156
689.368__3.65_4962	1862928.4952646226	3808950.2267200653	2357625.2960495027	1313091.7331505688	1829025.5053183057	1986200.8547703775	1683645.7256725016	2356344.3515715892	3321177.4501401223	1085686.995334135	1492226.130795441	1495979.941060832	3711771.5470037735	2861006.8014800036	2381369.7533408618	1070281.04147815	2434135.7635140573	3992337.953519399	2027745.0	3451942.592981934	2488885.01204881	3722528.513179301	6073927.133175935	4419011.162222347	7791579.709157827	2599037.405485832	2840776.1875580186	2840776.1875580186	2840776.1875580186	2840776.1875580186	3148443.728377165	2407752.7584274597	2381369.7533408618	2381369.7533408618	2381369.7533408618	2381369.7533408618	2027745.0	36386523.67680165	71019404.68895046	71019404.68895046	71019404.68895046	71019404.68895046	34632881.01214881
688.52_C37H77N2O4Se_6.63_639	1508560.6393446126	1888708.0406596097	2531340.0	1509570.2915920317	2677411.997902142	1615035.9509257188	2641118.181646024	3040072.2910926742	1066123.112429579	1902565.8187590884	2787708.7658387907	2710262.2463866323	2615016.435023116	3386090.264406306	2539550.519596346	1836145.8370625174	2987688.195656094	1102135.6192733198	2269480.153552567	2272115.6555220867	2658250.879471373	3440669.880475286	4532727.983504966	3583564.4838345703	3954993.615394042	2557331.327426343	2522276.27437398	2522276.27437398	2522276.27437398	2522276.27437398	2477660.752307335	2628067.30833457	2615016.435023116	2615016.435023116	2615016.435023116	2615016.435023116	2269480.153552567	35802638.5839688	63056906.85934949	63056906.85934949	63056906.85934949	63056906.85934949	27254268.275380686
688.494__6.53_5274	1489444.2129078354	2573036.589813051	4654510.45133514	5219731.18971779	1208406.60778608	1563916.423553227	4722631.897661646	2702901.578128721	1665553.0786720053	1580224.8606439035	1575478.0714158134	2159381.9985041083	4027793.1451312816	2332681.8723580022	1722034.1710824007	1840133.961397059	3224231.478663075	1100267.2042450584	4841450.898465409	3950756.2027417244	3710230.503170398	3646750.0	6638201.540359312	3643751.0279605268	3017834.352301143	3232829.4365101815	2992453.3327205884	2992453.3327205884	2992453.3327205884	2992453.3327205884	2686520.109715652	3435490.7393315374	2702901.578128721	2702901.578128721	2702901.578128721	2702901.578128721	1840133.961397059	45259612.11114254	74811333.31801471	74811333.31801471	74811333.31801471	74811333.31801471	29551721.206872173
687.263_C27H40N10O9_4.88_487	3232902.5850857007	1220069.5944068977	1349517.3660222003	3130933.7355581	2394569.5218756124	1897892.0954250828	1595211.0284822893	2344979.689415101	3610143.698634479	2556661.6608137027	3527383.6051055263	1515582.9243718951	1654773.3645640824	2314435.0015657	3286948.8801019723	2276243.4291035747	2641151.360439472	1701168.8794584023	2027745.0	2888438.28617343	2208967.984752197	1770875.1215674672	4270097.498828127	8717351.070775397	5675270.005177376	2192768.7878821148	2792372.5355081516	2792372.5355081516	2792372.5355081516	2792372.5355081516	3555504.5779412896	2261701.4931589486	2344979.689415101	2344979.689415101	2344979.689415101	2344979.689415101	3232902.5850857007	30698763.030349605	69809313.38770379	69809313.38770379	69809313.38770379	69809313.38770379	39110550.35735419
686.952__8.2_1179	1498918.7584129854	1723819.0	3564863.5826255446	1759779.5615231278	5565635.891752922	1112773.3139609746	3818128.4667813983	2949429.807412589	882932.203484053	1609888.7528241382	3369235.054569879	2957478.194705824	4939246.8335974645	2913298.5031200475	2827916.4469901444	3494997.775666105	2385156.9687698097	1617454.7917937797	2716077.7987396	615098.6925279814	866976.2916823494	1071163.3010548733	1959956.2500990492	5358845.05514684	1001651.7853419671	2579520.4758428014	2503228.923303338	2503228.923303338	2503228.923303338	2503228.923303338	2406130.5837076562	2606536.7078799773	2385156.9687698097	2385156.9687698097	2385156.9687698097	2385156.9687698097	1959956.2500990492	36113286.66179922	62580723.08258345	62580723.08258345	62580723.08258345	62580723.08258345	26467436.42078422
686.541_C29H69N10O8_7.59_715	1914366.0165019014	1781010.1621660725	2097786.6689606537	2167549.2644407204	2565379.5598931457	2020068.4617459937	2315307.266566367	2150664.5955313216	2954612.2407963974	2033023.4992910032	2242996.059185484	1901304.7768503407	2683657.5107881445	2409575.188406055	1699497.6588236063	2530340.962002518	2847624.0	2614258.6106440774	2324836.9878545664	650266.4635646603	2623985.632603421	2581246.6319247778	3720094.437694198	2849722.8297850285	3612524.062750669	2185258.5046724956	2371667.9819508446	2371667.9819508446	2371667.9819508446	2371667.9819508446	2608916.407577835	2241428.2655035434	2324836.9878545664	2324836.9878545664	2324836.9878545664	2324836.9878545664	2530340.962002518	30593619.06541494	59291699.54877112	59291699.54877112	59291699.54877112	59291699.54877112	28698080.483356185
686.517__8.52_3917	1456408.4885557184	2141834.832645218	4238563.440538253	3058660.3728429005	4925313.090883578	2731267.4606870376	1242189.1255588958	886401.0704208604	643288.8778325311	1543733.1983152267	1299075.8624165223	1132237.0362354687	2475844.276080215	2641498.6852917676	4865444.092405678	3553248.97948496	2391671.5815131566	7407571.351367035	2027745.0	1966631.7849987634	6071834.504414087	3868180.4362288094	2907734.015035484	9388211.664106052	3370187.1130539016	3107523.9110363727	3129391.053636485	3129391.053636485	3129391.053636485	3129391.053636485	3157221.9624002636	2686383.0729894023	2641498.6852917676	2641498.6852917676	2641498.6852917676	2641498.6852917676	2027745.0	43505334.75450922	78234776.34091212	78234776.34091212	78234776.34091212	78234776.34091212	34729441.5864029
686.507_C35H67N5O8_7.03_1912	1546474.9678068175	1964301.4552088666	2160334.1451994292	2381765.8769565793	3056043.7395547256	754954.5295085106	1381539.0896168686	1909515.2048816886	4305558.1745011695	1030579.0505955055	888449.2251815036	3126993.6351647666	3211100.397747789	3041412.748131947	3943540.160382713	3632376.0369095663	1900700.403462588	2438960.0	1685612.987550779	1380612.147095805	3979400.9939509076	2176285.4512263658	2198594.684589408	6850226.3729274785	6347936.501884378	2374393.310208913	2691730.719201446	2691730.719201446	2691730.719201446	2691730.719201446	3095614.694282852	2168309.7982128975	2198594.684589408	2198594.684589408	2198594.684589408	2198594.684589408	2438960.0	33241506.34292478	67293267.98003615	67293267.98003615	67293267.98003615	67293267.98003615	34051761.63711137
686.434_C31H61N5O10_6.94_3598	1193597.4228056027	1467576.4808326953	2531340.0	11817202.682812786	3136663.1942752204	1636451.9842649878	1425436.9403872087	2910280.237719304	2279216.3472002926	1681694.6114427827	2642692.6120662196	1982853.5529819948	4428346.632802282	1447384.9750692896	7632289.68767153	1534218.2274054848	1853232.3540174426	4219458.6356619615	1993994.8179495693	2188523.5342517737	1131880.475574138	6500947.835222845	8882228.118615698	7726529.865662842	2274566.005502511	3579111.2153501073	3460744.2892878586	3460744.2892878586	3460744.2892878586	3460744.2892878586	3310095.474299542	2359931.767125887	2274566.005502511	2274566.005502511	2274566.005502511	2274566.005502511	2274566.005502511	50107557.014901504	86518607.23219647	86518607.23219647	86518607.23219647	86518607.23219647	36411050.21729496
686.412_C31H56ClN9O6_7.03_2054	3191558.903954901	2373356.777624746	3125631.4184874315	1971330.2177407194	4264149.871068861	1796294.221381795	2030552.335352769	1746669.4217355186	2792825.6210593837	2063327.7022365595	3339553.470891619	2213519.8181720856	2859399.9820870375	3404997.3737189625	2094369.6050995714	3587281.219761016	2624328.246924823	1677931.2264164318	1715008.061899645	600005.8208132214	3802606.4945342205	4296205.246159604	3945327.350075094	4261836.3516007075	4168078.9999999995	2642135.5023378055	2797845.8303518686	2797845.8303518686	2797845.8303518686	2797845.8303518686	2996022.611460677	2498842.5122747845	2792825.6210593837	2792825.6210593837	2792825.6210593837	2792825.6210593837	3191558.903954901	36989897.032729276	69946145.75879672	69946145.75879672	69946145.75879672	69946145.75879672	32956248.726067446
685.908__3.64_3543	1128214.6609783103	1591620.3315312967	800149.0653292516	2592422.507001889	1171297.6009031893	1805055.0	907819.0912742352	8333829.831737554	7455365.962026965	684911.6253066718	2503291.2459019953	854154.8349942465	2055591.458672572	4039851.4085195074	3577492.6724418676	1143760.0516728542	5377219.690397099	768554.4117327775	824820.1415575674	2280337.1251004147	12303708.320198007	4281876.159273975	5568905.741440326	3645142.181766864	5404318.684187672	3651305.0187414894	3243988.392157884	3243988.392157884	3243988.392157884	3243988.392157884	2725585.412869659	2436379.8160511516	2280337.1251004147	2280337.1251004147	2280337.1251004147	2280337.1251004147	1143760.0516728542	51118270.26238085	81099709.80394709	81099709.80394709	81099709.80394709	81099709.80394709	29981439.54156625
685.729__9.97_6016	1623588.6608967113	1704189.663794271	1656388.5313169574	4416477.927558789	2462447.8093472384	1836792.7435337792	1743613.5320696568	4122559.569198386	3853984.7743789116	1579047.8158395484	1377589.632744866	2218074.0	2176704.7940645544	4598876.726490356	1428931.7722540349	2951988.3378221453	3575180.950901352	1656393.456222426	1820392.8083236562	4029528.1048983186	3722780.367792459	5444182.576199156	2140161.995488244	12303054.09803743	2017167.40631779	3065618.2192442366	3058403.922219641	3058403.922219641	3058403.922219641	3058403.922219641	3049222.089642884	3018814.380124295	2176704.7940645544	2176704.7940645544	2176704.7940645544	2176704.7940645544	2017167.40631779	42918655.06941931	76460098.05549103	76460098.05549103	76460098.05549103	76460098.05549103	33541442.98607173
685.51_C32H64N10O6_6.87_1401	1573044.5712335317	1611052.3708452003	3037308.706173857	3419735.9511494576	2543005.6255242554	3492013.872932562	1777205.0305609715	3120155.6510105147	4595329.856922748	2417717.2581373295	1571334.1380186405	1752774.2273944283	2688215.0	2351559.1555998125	1123986.6040162996	1229066.5838349818	2900071.543190596	2821227.1505734003	1242150.186083504	1645343.2675091247	2681961.0121570905	1749991.3110048154	6289134.821784553	5616876.572874119	3579561.9122986095	2438686.0786910397	2673192.8952332167	2673192.8952332167	2673192.8952332167	2673192.8952332167	2971656.116286895	2612483.318840673	2543005.6255242554	2543005.6255242554	2543005.6255242554	2543005.6255242554	2417717.2581373295	34141605.10167456	66829822.380830415	66829822.380830415	66829822.380830415	66829822.380830415	32688217.279155843
685.517_C32H64N10O6_9.22_1670	2524810.262860279	1238215.7743019825	4188866.7578729703	1247122.095336097	1784173.2536931958	1767944.2503650566	2349332.023432217	1339002.1273297465	3160255.188594557	2798099.9332902124	1590674.2067052794	4068818.5093542663	2912946.6795244957	2954131.8267917167	2688734.0	4078581.207410892	4306100.819745392	2982626.784088437	1343982.2890914257	1353600.06180578	4032863.84943992	2880101.32695342	1873463.0745695273	4612578.393555406	1825110.7103754447	2503081.0604708567	2636085.4162595086	2636085.4162595086	2636085.4162595086	2636085.4162595086	2805363.6872632476	2519033.011716109	2688734.0	2688734.0	2688734.0	2688734.0	2798099.9332902124	35043134.846591994	65902135.40648772	65902135.40648772	65902135.40648772	65902135.40648772	30859000.559895724
685.436_C24H56N14O7S_7.14_3139	1670100.3016042826	1690802.8426321081	3822151.8350281543	2537901.8037727224	1632805.2393953565	1475399.0422695272	2122248.5717981076	1648593.0097094013	2314338.23140277	764902.1093641164	2603705.844935715	5163031.0385305425	1483222.0242664565	1707820.782773767	3992733.0210186006	2482602.06577751	3040297.9618051327	1948364.4802666614	1836201.5895961854	1591297.3477575702	2767049.0	5168774.194498077	7385201.070409067	4594174.98510428	5769093.5252156155	2477221.191194642	2848512.4767572694	2848512.4767572694	2848512.4767572694	2848512.4767572694	3321065.022018795	1915034.6772859371	2314338.23140277	2314338.23140277	2314338.23140277	2314338.23140277	2482602.06577751	34681096.676724985	71212811.91893174	71212811.91893174	71212811.91893174	71212811.91893174	36531715.242206745
685.434_C25H56N12O10_5.86_2984	2011528.1628396583	2490635.2600446115	2061536.787758559	2127239.2523005987	1258264.3852938921	1546353.6540140116	1713775.391719751	1673328.958288382	1710976.0932826514	1519560.814295891	3054960.4207509174	3659833.325800848	4846191.901463805	2570606.976920531	4440868.762340069	4768720.226176475	1887172.9146191657	1895277.7875996327	4676363.639934635	2554788.4469438465	3003718.919961334	3086647.356845705	3191137.8731169566	12313794.305770895	4168079.0	2518652.0691795903	3129254.4247233127	3129254.4247233127	3129254.4247233127	3129254.4247233127	3906384.6954153236	2308937.256172605	2554788.4469438465	2554788.4469438465	2554788.4469438465	2554788.4469438465	3191137.8731169566	35261128.96851426	78231360.61808282	78231360.61808282	78231360.61808282	78231360.61808282	42970231.64956856
685.381__6.3_1470	1691801.2240318495	1287898.6011581614	3379010.808903366	1856356.7669200145	1532286.786825914	1450360.7383279044	2393153.7104596454	992457.4835323923	2370087.7658342384	1198490.166485704	3024015.377126312	2916812.9938472677	3214724.638074557	1889267.8754976476	1478450.8566775245	3621468.7513572206	1660001.4676076728	1626251.4574737605	4152299.4885993483	2646109.466883822	2745892.5740137533	5017708.794788274	3679189.7962359753	5061070.0	5820960.883098082	2253120.0406907606	2668245.1389504164	2668245.1389504164	2668245.1389504164	2668245.1389504164	3196586.173099069	1872812.321208831	2393153.7104596454	2393153.7104596454	2393153.7104596454	2393153.7104596454	3024015.377126312	31543680.56967065	66706128.4737604	66706128.4737604	66706128.4737604	66706128.4737604	35162447.90408976
685.267__4.63_5347	2365313.06372966	1083207.8381179236	1640572.1646275443	1546059.3795822249	3644417.800493411	1301407.150822867	1785826.6661317516	2205683.397884056	4557881.084401875	2798413.2423397573	2164769.0665021962	2243359.3967897356	1032460.8943265483	1676429.0518274764	1891588.6706907752	2710735.1945222113	4003023.263820145	1712291.166359896	2027745.0	4997235.766333601	2196391.814387026	4069619.4797144714	3660282.7545938254	2232800.1851644185	8566761.574274577	2362423.095625702	2724571.002697519	2724571.002697519	2724571.002697519	2724571.002697519	3185486.520788923	1838707.6684112633	2205683.397884056	2205683.397884056	2205683.397884056	2205683.397884056	2365313.06372966	33073923.338759825	68114275.06743798	68114275.06743798	68114275.06743798	68114275.06743798	35040351.72867815
684.561_C39H75N2O7_8.5_122	1706767.7837766095	739986.7479606557	2795807.3959221253	2199344.0	3579114.9683861732	1400310.1044500682	2169019.9736177544	2980694.043630249	984840.7883487389	3434900.399835638	2449577.2286488395	2262287.8462525713	3520419.3957292982	1201160.8052741117	3714976.6489539864	3009788.475699306	2096247.175436506	1843702.5481459284	2543836.946491122	684139.1158462717	3096847.333078874	1866816.9935384158	1728637.9476524664	407704.8342065157	3308801.5787810115	2288920.335844606	2229029.2431865293	2229029.2431865293	2229029.2431865293	2229029.2431865293	2152804.216167159	2184181.9868088774	2199344.0	2199344.0	2199344.0	2199344.0	2262287.8462525713	32044884.701824486	55725731.07966323	55725731.07966323	55725731.07966323	55725731.07966323	23680846.377838746
684.475__8.19_674	1652879.0	1296870.787345578	3693623.2208641856	1101754.0295387376	3008703.9021925186	3418275.8424944705	1629434.4714395613	2099415.4119088375	1156570.2513222424	1860409.436997147	2007989.6978209442	3178425.33473475	5032875.358008782	4777797.827631502	8890414.245449882	1619410.2797929288	3486490.148757893	1497519.9240728274	2293758.632728147	602956.1871846651	1752659.973192935	4467895.598353047	7797475.358649869	1853658.4724114498	3749655.9090335607	3232797.643168757	2957076.7720770584	2957076.7720770584	2957076.7720770584	2957076.7720770584	2606159.299778533	3213489.8723434946	2099415.4119088375	2099415.4119088375	2099415.4119088375	2099415.4119088375	1860409.436997147	45259167.0043626	73926919.30192646	73926919.30192646	73926919.30192646	73926919.30192646	28667752.297563866
684.459_C29H57N13O6_7.09_3628	950352.6278863095	1467156.2023885625	2531340.0	5410446.704781802	1240439.0849249288	955749.6678308051	1152320.3212242161	2025437.0648591341	1619258.0092923183	2475820.5415581786	3207459.8523519235	1577198.5908729478	5068745.996632314	1550953.3874865528	2998583.55322035	6290748.319509191	5031166.022700697	3867179.412572694	1716315.9287329083	1205690.830306054	5077371.393925693	6892848.805017228	8440465.30235894	5326491.653798781	3714426.408893185	3043446.359664167	3271758.6273250286	3271758.6273250286	3271758.6273250286	3271758.6273250286	3562337.8770752163	2278388.532429567	2531340.0	2531340.0	2531340.0	2531340.0	3207459.8523519235	42608249.03529833	81793965.68312572	81793965.68312572	81793965.68312572	81793965.68312572	39185716.64782738
684.344_C30H53NO16_4.33_3310	1813592.8911368297	1766470.409978603	1728845.5597752957	1694946.6272306822	3485956.701788957	1730718.4016753554	1580891.0496705906	2739582.260029338	1310816.3763042183	1745992.6874618568	2438746.5290696393	1595567.4096789728	2688215.0	2543457.663270858	2922226.348335674	1813592.8911368297	2804815.4682686157	2003545.5102352188	2298105.4912923435	2225371.032382115	1629515.7575771501	3757988.223156447	3201497.2190002277	3056087.599604047	8478088.438660378	2378500.035938549	2522185.34186881	2522185.34186881	2522185.34186881	2522185.34186881	2705057.549416415	2384414.3478264865	2225371.032382115	2225371.032382115	2225371.032382115	2225371.032382115	2003545.5102352188	33299000.503139682	63054633.546720244	63054633.546720244	63054633.546720244	63054633.546720244	29755633.043580562
683.97__8.22_187	1622874.5148356054	2240964.7193263834	2960499.351586665	2327607.044220415	1589018.347920724	1805055.0	6637244.416886241	3788428.4676366136	2326870.484018788	1030749.0421583229	3472692.2870890135	5444930.697559858	1967049.0090502922	5221749.017642342	2169768.495131172	7368861.393630427	2330708.868598923	2289392.567877191	1290752.8239202658	853738.2642914423	3706264.5863214573	1572179.872723107	2813776.1655401536	8804482.21720701	3170340.2325581396	2797876.8186668414	3152239.915509222	3152239.915509222	3152239.915509222	3152239.915509222	3603247.493308616	2284285.881773399	2327607.044220415	2327607.044220415	2327607.044220415	2327607.044220415	2813776.1655401536	39170275.46133578	78805997.88773055	78805997.88773055	78805997.88773055	78805997.88773055	39635722.426394776
683.973__10.01_4722	1807323.4269551765	2514895.5326642203	1909781.0549320094	1424752.7432998775	2140340.3036009786	7707922.40039751	3291798.3620224474	1970404.4732804517	2637316.694906108	1940090.488281531	1727897.1449384848	3115899.87098892	1667269.1749406431	3992274.44631808	2890479.43449169	2182606.9199222964	3304224.3648823653	1697578.6082901647	3269604.519551766	1950950.7237481112	3112577.1669274764	3448689.16516476	3422517.181119145	5061070.0	3456340.487804878	2951882.8104764735	2865784.187577164	2865784.187577164	2865784.187577164	2865784.187577164	2756204.122068952	2702687.483577955	2637316.694906108	2637316.694906108	2637316.694906108	2637316.694906108	2637316.694906108	41326359.34667063	71644604.68942909	71644604.68942909	71644604.68942909	71644604.68942909	30318245.34275847
683.935__7.03_4025	1561698.260948339	2429308.4059196385	3182596.236675735	2900296.77033263	1117479.0709867985	2059129.630585348	976336.3271558338	1702184.0067640464	2561868.2395087285	1697380.0	2387558.7448082375	2610560.6456040563	1580984.1814104025	1152397.816563678	1024353.0969943368	1889004.4211167814	2900599.641758103	886807.5337859169	4222116.202745697	2707805.6709829555	5589725.135129942	2016051.9947622565	6533542.390310723	4819965.758388488	2088834.3280836942	2238517.7132872646	2503943.3804528946	2503943.3804528946	2503943.3804528946	2503943.3804528946	2841757.8659364237	2037590.8126738023	2088834.3280836942	2088834.3280836942	2088834.3280836942	2088834.3280836942	2387558.7448082375	31339247.986021705	62598584.511322364	62598584.511322364	62598584.511322364	62598584.511322364	31259336.52530066
683.934__6.55_2759	1652879.0	2571145.111111111	3368414.127506266	3069632.4285714286	964179.4166666666	1243994.136743645	1033340.3400942833	1801567.0947905479	2711444.5342851174	1796482.6030582408	1134980.8586227475	2762979.877255639	1110845.5506325336	2495395.554362096	1310077.7344283327	1999295.136997255	3069952.983336317	1331332.9811463181	4468627.123168039	2129765.857918606	5916084.76660401	2133760.4634502926	6915007.388172813	3184262.8124955245	2915938.7478368543	2301296.8261582954	2523655.4651701874	2523655.4651701874	2523655.4651701874	2523655.4651701874	2806657.369367141	2131763.1606844496	2133760.4634502926	2133760.4634502926	2133760.4634502926	2133760.4634502926	2711444.5342851174	32218155.566216137	63091386.629254684	63091386.629254684	63091386.629254684	63091386.629254684	30873231.06303855
683.542__9.49_4666	1652879.0	3379329.268876982	4208333.484388789	3879412.727367502	3491579.6535664066	1447741.8327352956	6636598.116231877	2283398.279105853	1867152.9662755176	5589913.671655433	2073408.1892086505	2472345.679702274	12628274.47281191	2934295.024426611	3907784.8927168697	1302911.5463099452	2086015.368896378	2328597.3826334677	2089922.5526838966	1368335.8360689522	2763080.227173544	2413918.2544489163	2884583.6245454107	4742575.747602192	2468819.1958735394	3816292.6742011346	3316048.279812249	3316048.279812249	3316048.279812249	3316048.279812249	2679373.596044575	3156812.1466517965	2472345.679702274	2472345.679702274	2472345.679702274	2472345.679702274	2328597.3826334677	53428097.438815884	82901206.99530622	82901206.99530622	82901206.99530622	82901206.99530622	29473109.556490324
