index	V16-back-psoriasis-BG9	V16-back-healthy-BG3	V16-back-healthy-BH8	V16-back-healthy-BG10	V16-back-healthy-BG2	V16-back-healthy-BH9	V16-back-healthy-BH10	V16-back-healthy-BG4	V16-back-psoriasis-BH7	V16-back-psoriasis-BG12	V16-back-psoriasis-BH1	V16-back-psoriasis-BG6	V16-back-healthy-BG1	V16-back-healthy-BG5	V16-back-healthy-BH11	V16-back-psoriasis-BH2	V16-back-healthy-BH12	V16-back-psoriasis-BH5	V16-back-psoriasis-BG7	V16-back-healthy-BH3	V16-back-healthy-BF12	V16-back-healthy-BH4	V16-back-psoriasis-BG8	V16-back-psoriasis-BG11	V16-back-psoriasis-BH6	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_male	GROUP_MEAN_Batch_4	GROUP_MEAN_DESCRIPTION_back	GROUP_MEAN_Body_side_middle	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_DESCRIPTION_back	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_male	GROUP_SUM_Batch_4	GROUP_SUM_DESCRIPTION_back	GROUP_SUM_Body_side_middle	GROUP_SUM_DESCRIPTION_2_psoriasis
559.417_C22H54N8O8_7.65_265	1855800.698485824	1778137.7477585054	2444537.4604445677	2585996.2694580494	2456869.3959453916	2103155.8859656155	2521561.3382124673	1881423.4731068974	3521339.0212664637	2060523.3582608246	2430041.0164883104	2272860.699600519	2635934.6433934984	2487021.5269586337	2445631.136424741	2384666.0213012374	2847624.0	2643389.9278173363	1737747.2517647173	848446.523327735	2147804.763212117	2582202.023747281	3650796.893494815	3128292.655536115	3839658.8090511654	2269024.727711107	2451658.501640913	2451658.501640913	2451658.501640913	2451658.501640913	2684101.486642484	2451250.266185066	2445631.136424741	2445631.136424741	2445631.136424741	2445631.136424741	2430041.0164883104	31766346.1879555	61291462.54102283	61291462.54102283	61291462.54102283	61291462.54102283	29525116.353067324
559.35_C26H54N5O3Se_6.94_2426	2099872.0555870337	2119843.139441865	1453701.792596404	2411041.271272575	3636918.263083892	1105846.3288769044	1048241.1654965745	2582337.879643601	1924287.3448311652	2440290.9890631004	1237837.1360250073	2035548.8402547517	1292070.3034965673	2947358.25629092	2264547.466612154	2513696.889706127	3227015.2007298553	985150.1870886165	1520469.700297101	869090.0031488908	2764904.1465975437	3968071.4392481903	5681001.132499531	5668271.003498659	4168079.0000000005	2263641.904038281	2478619.6374154813	2478619.6374154813	2478619.6374154813	2478619.6374154813	2752227.6617137357	2337794.3689423646	2264547.466612154	2264547.466612154	2264547.466612154	2264547.466612154	2099872.0555870337	31690986.65653594	61965490.93538703	61965490.93538703	61965490.93538703	61965490.93538703	30274504.27885109
559.349_C29H50O10_6.51_1849	1546318.6539763033	1174393.339900657	4242815.596498501	3602719.7603772995	1691940.0681953398	2454119.899848723	1170483.2690928467	1836147.7929799464	1982789.9999999998	2533716.218508023	3381886.44117431	2154269.7247934793	3112186.5760418703	1565471.5503928317	5422075.620375495	4683410.836843327	3647019.018687051	2685192.7482007225	4274599.174902932	1855433.6096505646	1580483.6116715325	3792576.3618685766	3160279.92572204	4204459.307000287	2393486.544987975	2653419.00539866	2805931.0260676253	2805931.0260676253	2805931.0260676253	2805931.0260676253	3000037.2341917637	2154776.7547496436	2533716.218508023	2533716.218508023	2533716.218508023	2533716.218508023	2685192.7482007225	37147866.07558124	70148275.65169063	70148275.65169063	70148275.65169063	70148275.65169063	33000409.576109402
559.349_C29H50O10_5.74_2983	2684614.0817536097	1863217.6966697718	3890726.6760712625	1922343.5340125759	1702615.8624941779	1688719.247438286	2250263.476362366	1604607.670249185	1982790.0	1535343.9301467163	2481602.0595132746	1766225.3726129483	2951856.678982301	3524425.3865393572	4026532.0912901727	1821403.1767699115	2197830.8251047973	2682677.0058220774	2174532.811725664	4203567.902200745	2245031.755193293	8603872.531788543	4403509.231963204	6649249.786096879	2425613.8695971123	3048257.9524569167	2931326.906415929	2931326.906415929	2931326.906415929	2931326.906415929	2782505.575091036	2247647.6157778297	2250263.476362366	2250263.476362366	2250263.476362366	2250263.476362366	2425613.8695971123	42675611.33439683	73283172.66039823	73283172.66039823	73283172.66039823	73283172.66039823	30607561.326001395
559.311__6.25_4746	1517676.1560577531	1454598.047945574	1717832.0150300644	4084651.596952605	2066298.2606143623	1301510.373740425	2022720.5360965698	2522370.1399633354	3383222.280560648	4931186.015730253	3205284.226295164	2676457.1086625643	2017325.7599245186	2069482.3334009245	4414053.471870357	1567949.6250512106	2847624.0	5712474.0458897	3363474.430169378	2458500.1381011303	1805821.7806951406	8332593.570621853	3926873.8377398625	2787062.982736117	4474067.7053544605	2793955.85892549	3066444.4175681593	3066444.4175681593	3066444.4175681593	3066444.4175681593	3413248.0376588283	2067890.2970076434	2676457.1086625643	2676457.1086625643	2676457.1086625643	2676457.1086625643	3363474.430169378	39115382.02495686	76661110.43920398	76661110.43920398	76661110.43920398	76661110.43920398	37545728.41424711
559.296_C25H42N4O10_3.3_4350	1442513.255313882	2919645.786226823	1103491.9549555574	925936.3243098685	3116158.3311077342	2055833.5707586976	2253690.0	2874747.831459192	2767949.7485765503	2183074.985426692	1711575.193771695	1449114.5781871998	1566724.82160572	1271110.986088047	3346251.6954910383	1517815.5756411622	3668067.2036594995	1885449.3957452807	5383983.551152945	3459887.2991042794	1748572.7374509631	5497708.747056878	4149340.699753708	10091305.03734128	4036539.9333946505	2557701.949233879	2897059.5697431737	2897059.5697431737	2897059.5697431737	2897059.5697431737	3328969.268573186	2564218.9157295963	2253690.0	2253690.0	2253690.0	2253690.0	2183074.985426692	35807827.289274305	72426489.24357934	72426489.24357934	72426489.24357934	72426489.24357934	36618661.954305045
559.289_C29H44O9_6.94_2339	1922247.0596772793	1776708.5409638793	2589266.7536050603	2297734.770034426	1542232.8309332698	1709104.2905497174	1844665.9504918961	944883.6277106893	2163402.7483989564	651252.537017333	1070506.3031253605	2500420.60614293	4235045.12657853	3758797.3609273527	1790131.5006937298	1423401.8450198495	1143141.5459273828	4153982.773506457	3077092.839438314	1296956.4973306763	2219117.4907343783	3250714.9277773714	4542117.294728898	5061070.0	4368683.849257567	2171321.515304169	2453307.162822852	2453307.162822852	2453307.162822852	2453307.162822852	2812197.98693754	1817398.725592813	2163402.7483989564	2163402.7483989564	2163402.7483989564	2163402.7483989564	2500420.60614293	30398501.214258365	61332679.0705713	61332679.0705713	61332679.0705713	61332679.0705713	30934177.85631294
558.42_C28H55N5O6_5.61_4223	1652879.0	1088214.098955493	1808670.5939453207	5150530.50402177	3121721.027363249	1446243.1243445612	1923134.146071039	2920610.2909885063	5548102.1928903265	1030076.6333948572	1815560.7676365408	1085050.685877134	11554600.274605162	2675727.4511829354	2719599.223792944	2559764.5279269265	2292213.4500214984	3234871.54638932	1172889.5668337597	3980830.3509218087	1937911.1852452913	2884426.045503167	6741623.279814589	2764775.3626174545	5088068.262773187	3250316.5547830537	3127923.7437246735	3127923.7437246735	3127923.7437246735	3127923.7437246735	2972151.075104918	2697663.3374879397	2675727.4511829354	2675727.4511829354	2675727.4511829354	2675727.4511829354	2559764.5279269265	45504431.76696275	78198093.59311683	78198093.59311683	78198093.59311683	78198093.59311683	32693661.826154094
557.893__7.8_5736	8.404418985895472	3854048.03203803	2681009.6565006557	2199344.0	4391006.361046892	2652686.764518188	1924519.4991612183	1989065.4369728954	8.404418985895472	8.404418985895472	1655124.2529873247	2202630.127823485	3179131.165375694	9840011.41055222	2866066.5581510877	8.404418985895472	2461570.2767789247	3004571.383038645	8.404418985895472	3741395.199951087	3373441.3323295973	8.404418985895472	8.404418985895472	6078411.987359041	4498666.968256213	3225236.0069853915	2503710.369750964	2503710.369750964	2503710.369750964	2503710.369750964	1585405.013270784	2773538.1073258715	2461570.2767789247	2461570.2767789247	2461570.2767789247	2461570.2767789247	8.404418985895472	45153304.09779548	62592759.2437741	62592759.2437741	62592759.2437741	62592759.2437741	17439455.145978622
557.83__3.62_4053	3091895.209507039	3235140.9068590356	38588804.0341995	7.832341700038096	2922403.3351182146	2853478.7281578793	2328782.325330627	33830429.31351705	1396968.633277095	1531301.1257744483	7.832341700038096	2767401.2928744606	4509619.548289235	1883278.7294324604	2018582.4323006184	1527298.7991657287	37051393.68189902	1380685.1948827156	1618467.2565541724	15343941.175117934	8233240.109954546	2965167.920800423	4461294.0	4782819.459128263	3375378.984998218	11126019.2909513	7267911.514472883	7267911.514472883	7267911.514472883	7267911.514472883	2357592.5262276223	3100154.413829729	2922403.3351182146	2922403.3351182146	2922403.3351182146	2922403.3351182146	1618467.2565541724	155764270.0733182	181697787.86182207	181697787.86182207	181697787.86182207	181697787.86182207	25933517.788503844
557.812__3.46_4924	2842888.750418021	2974598.124104299	7.201562342734879	1912014.8019961102	1521394.8589638278	2623673.192705171	7.201562342734879	2495334.1501952927	7.201562342734879	1400912.7209698732	1913123.8425968916	2218074.0	5199916.89582109	1731608.463748259	1807584.9464641118	1944421.8325384173	4038052.8352559586	2582480.2561047277	3799717.129523148	5927245.886187942	2943127.2966665477	3321641.413400693	5657900.253007315	4309407.704330209	12068918.291130815	2606871.94775957	3009362.37003263	3009362.37003263	3009362.37003263	3009362.37003263	3521622.9074710687	2559503.671450232	2582480.2561047277	2582480.2561047277	2582480.2561047277	2582480.2561047277	2582480.2561047277	36496207.268633984	75234059.25081575	75234059.25081575	75234059.25081575	75234059.25081575	38737851.98218176
557.44_C31H66N2OSe_8.55_415	2827937.633843912	2013673.8671126603	3825256.3574246736	4132935.308432694	1996421.2807599613	2503510.0981519013	2345775.520520751	2233530.2504241266	1509343.2126989304	2275688.2730828812	2088195.0000000002	1145193.477797597	2043734.2989480312	3221546.543205286	3800632.05435712	2522694.5062853224	2491174.7957722433	3481425.0897961557	1473174.7237171952	672052.4404963416	2388298.639772927	1098550.8372137088	2742260.6732512903	4059388.726464322	1303968.6250278358	2483363.7351851733	2407854.4893823145	2407854.4893823145	2407854.4893823145	2407854.4893823145	2311751.812905949	2367037.080146839	2345775.520520751	2345775.520520751	2345775.520520751	2345775.520520751	2275688.2730828812	34767092.29259243	60196362.23455787	60196362.23455787	60196362.23455787	60196362.23455787	25429269.94196544
557.413__7.82_1236	1194199.9163349078	5040875.982603028	643174.6629565442	1600871.70036622	1020661.1542907332	1003209.9585778503	2907098.873798327	2377654.1369434274	2180577.4859702825	3956568.12321214	2628880.815461051	1860221.4321273258	1435543.004667714	2693148.439300113	3152923.5592874615	2423845.0	1797143.6913409852	8672619.12662688	2095267.0527877763	1551980.0519922522	1826261.4010461187	6916092.391078105	3282151.1102397814	8796076.357244367	1190374.7189882814	2426188.500589206	2889896.8058896675	2889896.8058896675	2889896.8058896675	2889896.8058896675	3480071.0126357083	1811702.546193552	2180577.4859702825	2180577.4859702825	2180577.4859702825	2180577.4859702825	2423845.0	33966639.00824888	72247420.14724168	72247420.14724168	72247420.14724168	72247420.14724168	38280781.138992794
557.22__4.17_5699	1003849.732114718	2334424.1411913014	1308345.5562559091	2377961.125118185	2066872.9335014182	1783803.618972581	2253690.0	1227030.0450677592	2209466.4207374724	1114652.013867003	3182919.183107469	2040187.7875827292	3215633.7409391743	1463868.6069965332	4442916.326820044	3329369.1790104	2965289.5067759217	2304432.2890009456	3727686.545855657	2977153.663725181	1295005.6139300347	3199899.9221556885	3193112.887803341	9104738.187204538	4485637.814371257	2350849.628674981	2744317.8736842102	2744317.8736842102	2744317.8736842102	2744317.8736842102	3245095.6400595936	2294057.070595651	2334424.1411913014	2334424.1411913014	2334424.1411913014	2334424.1411913014	3182919.183107469	32911894.80144974	68607946.84210525	68607946.84210525	68607946.84210525	68607946.84210525	35696052.04065553
556.442_C26H59N4O8_6.67_160	1676974.449548155	1730264.0879903822	2387245.8167922096	2322258.377155771	2408983.786163545	2016674.5800819749	2002887.979047572	2121353.5510069802	2885769.502285613	1741840.9467429516	2218609.5472069173	1738603.2306474317	2287401.9330871827	2332059.0	1797419.798299669	2197274.054382874	2961392.537986371	2536877.0566353183	2219815.2775964076	2068137.6453422476	2621596.2396181775	2583653.9039608343	3643573.78566008	3220505.8457012624	3934882.754473746	2260094.945466637	2386242.2274965467	2386242.2274965467	2386242.2274965467	2386242.2274965467	2546793.3137164325	2304830.155121477	2287401.9330871827	2287401.9330871827	2287401.9330871827	2287401.9330871827	2219815.2775964076	31641329.23653292	59656055.68741367	59656055.68741367	59656055.68741367	59656055.68741367	28014726.45088076
556.369_C26H53NO11_5.11_3524	1354898.6490369062	1425366.8450540768	3812344.224338819	3011780.564160434	2267428.442887018	1118302.854144205	1182620.8290578793	2238431.014872942	2031548.9388055676	1861316.252591077	1694398.2638548564	1160662.8107405766	3926261.632979125	3122037.4797584177	2761869.1700834157	1823799.9038597483	2847624.0	3310347.8640678846	1574814.7479007267	5072830.804516267	1397878.5676802564	2431693.6856532968	5124848.337222949	1804225.4049660899	8385665.926677012	2615462.1510847253	2669719.888596382	2669719.888596382	2669719.888596382	2669719.888596382	2738775.1908839447	2596781.427868356	2238431.014872942	2238431.014872942	2238431.014872942	2238431.014872942	1823799.9038597483	36616470.115186155	66742997.214909546	66742997.214909546	66742997.214909546	66742997.214909546	30126527.09972339
555.464_C30H54N10_9.25_4463	1652879.0	1655475.2135774668	2059837.3487387826	1487020.6063824731	3083972.527156065	1459113.1808955832	2112958.7216494847	1947235.0019351116	2095825.208414906	2007408.0500526214	2097018.5688345197	2593011.331325042	3193174.3579051006	2061760.19280048	3682953.416141772	4364444.516459764	2023830.7843538877	3970687.9511718177	1080080.9623524619	1010798.7210632928	2099113.4962169137	4562317.889610375	5482518.483268641	9773206.592101123	1176357.8393404777	2317111.532744771	2749319.998469927	2749319.998469927	2749319.998469927	2749319.998469927	3299403.5003019436	2060798.7707696313	2095825.208414906	2095825.208414906	2095825.208414906	2095825.208414906	2097018.5688345197	32439561.458426792	68732999.96174817	68732999.96174817	68732999.96174817	68732999.96174817	36293438.50332138
555.423_C30H56N3O6_8.82_1542	1567449.590465172	682835.1627566074	2927962.2257862147	2430379.4133807877	1020839.1316610763	1805055.0	1033950.7266972661	3444909.137622314	1110496.6760188641	2689259.725928074	2530652.786095279	2259891.121913775	4716213.762483607	3087938.2524021487	4656862.769277086	1065860.805094951	3010226.9291271563	1270075.5195198224	1583854.7325923028	525783.9516291738	676759.0577398365	5114853.594900635	5410931.414934933	2365151.4757452332	3343791.3240158125	2509612.0796759934	2413279.371511525	2413279.371511525	2413279.371511525	2413279.371511525	2290674.106574929	2679170.819583501	2365151.4757452332	2365151.4757452332	2365151.4757452332	2365151.4757452332	2259891.121913775	35134569.115463905	60331984.28778812	60331984.28778812	60331984.28778812	60331984.28778812	25197415.172324218
555.423_C30H56N3O6_8.46_3027	762396.1477610518	1352209.8048889015	2531340.0	2531539.01703404	997104.1344924667	1809754.2005510177	1521819.7432264476	2563508.7746297694	3302920.5721617322	2001196.7309632103	1637410.5303586633	918696.5043668232	3509542.597544676	1489066.620709498	3062313.212412785	2492166.6726530315	2240042.578240658	4260107.817792818	984786.2504069067	695855.8610311424	3236165.177658861	3806188.0727932113	4422217.778030556	6356786.146640281	2488262.5512618707	2239032.128229534	2438935.899904417	2438935.899904417	2438935.899904417	2438935.899904417	2693358.882036086	2385691.289120329	2488262.5512618707	2488262.5512618707	2488262.5512618707	2488262.5512618707	2488262.5512618707	31346449.795213472	60973397.49761042	60973397.49761042	60973397.49761042	60973397.49761042	29626947.702396948
555.41__5.94_4856	404719.44290731306	1812168.9701341107	2531340.0	1370451.9223388107	2926373.226807864	931883.8791473865	613331.4002914219	3619134.552229432	839329.3280767978	2286695.1218516296	1689368.6186700596	2150235.6306928676	5190939.676107094	3981512.237077629	1629100.4702260795	862495.52824798	6127711.944395727	2775730.9102872256	3364654.817876835	2834296.095941364	2042077.8061067946	1133798.172472486	4391570.911298297	5248707.520801826	4296988.554824775	2624580.0252340143	2602184.6695524724	2602184.6695524724	2602184.6695524724	2602184.6695524724	2573681.489594146	2286708.9030533973	2286695.1218516296	2286695.1218516296	2286695.1218516296	2286695.1218516296	2286695.1218516296	36744120.3532762	65054616.738811806	65054616.738811806	65054616.738811806	65054616.738811806	28310496.385535605
555.412__7.84_4209	1216701.9427376066	2308756.028060136	1703438.2464699412	2199344.0	1623887.8395739286	2105147.02602235	3015341.9309076266	1218184.541726528	3478043.133069243	2125433.135245286	1741770.5128128063	1419328.840986553	5017152.75173272	3207683.18062961	4071951.512758706	2347671.890692908	1951929.3916577003	3492464.949476127	1618797.8978221538	1139164.848608715	4975147.039487368	5796338.78850905	6219738.841166888	3468788.6935205613	3649967.955950156	2880961.937581741	2844486.996784987	2844486.996784987	2844486.996784987	2844486.996784987	2798064.3448618446	2254050.014030068	2308756.028060136	2308756.028060136	2308756.028060136	2308756.028060136	2347671.890692908	40333467.12614437	71112174.91962467	71112174.91962467	71112174.91962467	71112174.91962467	30778707.79348029
555.375__7.47_2329	695221.4534025623	1535088.925494459	1899036.3933496734	3133621.664422166	1931225.110733699	2106458.653573768	1110844.5356981324	1172101.1942561409	1516210.8409519084	2596722.476499707	2416577.628421134	1298401.2272755574	5409166.9763135025	3387070.4771290026	3043834.0601782	2685718.461255247	2116251.884358422	1125291.1833106272	2386363.8792453464	2461453.476286678	1801954.464376271	6836295.32563794	5991286.4073841	2996074.1058465745	4168079.0	2710314.5101291463	2632813.992216033	2632813.992216033	2632813.992216033	2632813.992216033	2534176.969417524	2111355.268966095	2386363.8792453464	2386363.8792453464	2386363.8792453464	2386363.8792453464	2416577.628421134	37944403.14180805	65820349.80540082	65820349.80540082	65820349.80540082	65820349.80540082	27875946.663592763
555.372__4.94_4596	1911556.9516045477	2332631.685190022	1557636.0144459084	2227682.4087047745	1405631.470752483	1975200.285281797	1366275.115411422	4627299.147047832	2028712.9959855643	862847.6376661438	2088195.0	2284991.8430690374	2492729.8794803456	1756885.6615305361	1281602.1512368706	1854606.0966971093	2431482.0976365046	2772210.926711294	1935693.2663034145	3452803.775582649	1024705.5832403798	6087835.4605129305	6830302.851959382	5646210.206796835	3680110.005209243	2430028.6240038895	2636633.540722281	2636633.540722281	2636633.540722281	2636633.540722281	2899585.252909325	2101441.3469932857	2088195.0	2088195.0	2088195.0	2088195.0	2088195.0	34020400.73605445	65915838.518057026	65915838.518057026	65915838.518057026	65915838.518057026	31895437.782002576
555.35_C30H50O9_5.34_977	1982980.4758302683	1266792.0344337143	1453427.4965122389	2484106.3595972313	1169228.3819438154	1517353.7586741073	2169383.3680788325	2307847.6519214395	6343006.042675248	1050392.504692624	4975653.736110104	3510396.836990198	2688215.0	4325366.573965448	2127933.579693077	1168893.530094396	960598.6327523418	2726685.2157474677	1230416.164798978	4427909.16904544	2410962.539253166	5130282.231956498	7093640.389410795	8976585.397280905	3227703.946922617	2459957.6269876673	3069030.440735238	3069030.440735238	3069030.440735238	3069030.440735238	3844214.0218685092	2238615.5100001357	2410962.539253166	2410962.539253166	2410962.539253166	2410962.539253166	3227703.946922617	34439406.777827345	76725761.01838095	76725761.01838095	76725761.01838095	76725761.01838095	42286354.2405536
555.338_C26H50O12_4.52_3637	2262607.9476466044	3180480.7853009384	2289198.387197861	1464025.122735914	4104997.770906888	2057661.3247122236	2253690.0	2782150.406334218	2864015.504000669	1759976.3549000355	3196128.736916874	9292304.809785448	1861912.3738692629	1824991.51670253	2232004.431654376	2382931.0021517957	1529428.0213926088	1265279.5199197778	1798029.9575908247	3747612.4037437066	1510428.9155368	3473676.31625128	3850321.1268723756	6918997.990264692	4344162.171224435	2450875.5554527575	2969880.5159044857	2969880.5159044857	2969880.5159044857	2969880.5159044857	3630432.283752139	2242847.215827188	2289198.387197861	2289198.387197861	2289198.387197861	2289198.387197861	2864015.504000669	34312257.77633861	74247012.89761214	74247012.89761214	74247012.89761214	74247012.89761214	39934755.12127353
555.335__3.53_4700	2289747.445018924	1580222.539316368	4383787.490124819	2493721.607079377	3961268.5425008973	1496757.3755908988	1504328.5643593988	2202524.0	1832340.5760856087	3323347.6356277047	5033216.312586496	4442037.208427924	1786236.0788228817	1607790.55229258	3726980.491402929	1819375.9623213664	3239820.5622297656	1565364.2179236407	1941013.9017425624	4115314.3745872597	2612074.6921142396	4445365.76375953	4072381.8376022447	8869216.095463121	2981857.524030298	2796870.9024414965	3093043.654040433	3093043.654040433	3093043.654040433	3093043.654040433	3469990.792439081	2552898.1495968085	2612074.6921142396	2612074.6921142396	2612074.6921142396	2612074.6921142396	2981857.524030298	39156192.63418095	77326091.35101083	77326091.35101083	77326091.35101083	77326091.35101083	38169898.71682989
554.874__8.33_433	950358.0383431263	1285415.6021949206	2944141.94743845	3645690.688292138	3484454.8516486185	2183413.477977954	2644223.931918613	2032179.978827757	1897906.6643811003	2094671.5413004418	4455935.3377167	3630258.5104452968	2252597.848764143	1379444.4886903316	1653450.9188559218	3006393.8225610643	2847624.0	1752711.4427038315	1230045.519642597	1059936.6416743554	3827611.0823095227	1838252.170446268	9503557.336570678	6963364.6286408	4143491.3534696256	2362745.5449313563	2908285.27299257	2908285.27299257	2908285.27299257	2908285.27299257	3602608.5632522968	2218005.6633710484	2252597.848764143	2252597.848764143	2252597.848764143	2252597.848764143	3006393.8225610643	33078437.62903899	72707131.82481425	72707131.82481425	72707131.82481425	72707131.82481425	39628694.19577526
554.874__7.24_3210	2050203.9076333689	1762738.0212915705	3605103.918490048	2279757.55325638	3067305.8237748803	1262777.8639545767	5.820325700380608	2495930.2700942163	2955410.062185063	1099599.212618706	2839294.56446247	1665777.21544893	1848529.6221151808	2332059.0	1990545.5692044676	2725943.721447557	2807725.1178636053	978222.1404629688	1845619.4592649904	2614950.1103412993	2180637.4065788984	2121741.530816747	8358738.527761903	4447363.250592126	6770726.683995757	2169271.973436255	2644268.254959256	2644268.254959256	2644268.254959256	2644268.254959256	3248808.9768976215	2230197.479917639	2279757.55325638	2279757.55325638	2279757.55325638	2279757.55325638	2725943.721447557	30369807.62810757	66106706.3739814	66106706.3739814	66106706.3739814	66106706.3739814	35736898.74587384
554.513_C34H67NO4_9.48_1698	1526273.6919859343	1863931.3309275075	785021.9378517752	3191616.363375401	3590548.645697707	1818521.3746014498	967646.5301770538	617927.7538676044	1982790.0	1167714.598886622	871177.758993654	2597616.641207287	6782275.682430978	3973013.184096944	2828969.1319547677	991371.2842804565	1093949.6765462728	6337662.406987831	1203900.2696302067	1089565.656390646	7311578.921684215	2462482.2126080315	2978172.628843256	11959778.641186783	8312933.394572539	2741217.743015025	3132257.588751397	3132257.588751397	3132257.588751397	3132257.588751397	3629944.665143143	2163206.7717677695	1982790.0	1982790.0	1982790.0	1982790.0	1982790.0	38377048.40221035	78306439.71878493	78306439.71878493	78306439.71878493	78306439.71878493	39929391.31657457
554.513_C34H67NO4_9.22_3419	1526273.6919859343	1863931.3309275075	785021.9378517752	3191616.363375401	3590548.645697707	1818521.3746014498	967646.5301770538	628466.5679047785	1982790.0	779126.887565229	1086652.010846721	2597616.641207287	6782275.682430978	3973013.184096944	3633699.9620672334	1808942.4825458014	1093949.6765462728	7535602.125772752	1203900.2696302067	1089565.656390646	8277802.508688655	2462482.2126080315	2978172.628843256	11959778.641186783	8312933.394572539	2868467.2595260306	3277213.216300837	3277213.216300837	3277213.216300837	3277213.216300837	3797435.3431051373	2163206.7717677695	1982790.0	1982790.0	1982790.0	1982790.0	1982790.0	40158541.63336443	81930330.40752093	81930330.40752093	81930330.40752093	81930330.40752093	41771788.77415651
554.462_C32H67N2Se_7.66_239	1746651.6088227334	1819933.5047663497	2105606.735423698	2115644.0959119555	2522084.1154612144	2331822.3168760026	2518790.7580925077	2196261.8784396066	3122626.376846391	2307297.886469976	2088195.0	2023343.1147618967	2648622.4487393023	2629479.79244389	2421824.1720231143	2285352.338953932	3132159.944892665	3372991.469283759	2207361.0273893005	831187.6240808013	2817311.7271407163	2604628.5003090804	3515384.4170327527	3138305.1904124664	3625404.1352098454	2335382.6867572074	2485130.8071913584	2485130.8071913584	2485130.8071913584	2485130.8071913584	2675719.32410755	2470307.465057811	2421824.1720231143	2421824.1720231143	2421824.1720231143	2421824.1720231143	2307297.886469976	32695357.6146009	62128270.179783955	62128270.179783955	62128270.179783955	62128270.179783955	29432912.56518305
554.43_C28H59NO9_7.1_1444	1936466.9464522323	3356815.857676714	966331.9806406056	2976893.772741338	2368835.0	1586964.4469401843	1378621.8619849726	698995.3331482025	2465917.9834889756	2828828.126851639	1799245.8763220324	479668.55422613997	3886180.975816625	3296385.87557622	1425558.2813380198	1632947.7035315027	3001863.415139999	4174932.908344375	1453355.72942866	2342849.9036394074	1986740.2409609878	2754377.2547743917	4650561.663440101	4318216.630632275	6676134.023810469	2287672.4428841197	2577747.613876243	2577747.613876243	2577747.613876243	2577747.613876243	2946934.1951389457	2355842.451819704	2368835.0	2368835.0	2368835.0	2368835.0	2465917.9834889756	32027414.200377673	64443690.34690607	64443690.34690607	64443690.34690607	64443690.34690607	32416276.1465284
553.874__7.1_5967	7.349962411243171	7.349962411243171	1865119.1115146556	1951407.6702226505	2071733.9048571126	2703793.922411969	7.349962411243171	3027001.169483976	5439192.683192284	7.349962411243171	1109248.977142408	3186208.7052739146	7.349962411243171	3381570.7061647577	6062101.997545143	3377601.7264626864	7.349962411243171	3059458.603492026	7.349962411243171	3321146.665181928	2883978.2509235954	3646750.0000000005	7.349962411243171	6177349.408153435	15000097.287361512	2208188.0570111023	2730552.7835633336	2730552.7835633336	2730552.7835633336	2730552.7835633336	3395380.6173570827	2387763.9136345405	2703793.922411969	2703793.922411969	2703793.922411969	2703793.922411969	3059458.603492026	30914632.79815543	68263819.58908334	68263819.58908334	68263819.58908334	68263819.58908334	37349186.79092791
553.638__8.97_4998	1823786.3545866446	1540232.44577605	4893539.959280046	2332974.5050522136	1714817.9874887005	2269409.6242450797	3638908.093399402	2319367.515971872	3339897.3197202706	2378406.104956826	1631567.9542971544	1683943.6168109498	2602612.1750306403	2596798.2796963127	1577730.3838656368	2609500.0104122185	2358332.9847019417	2669724.9938996322	2027745.0	9544144.558971146	1369357.9010853108	3272700.1600098717	2791344.4872086383	3151642.9389769128	2677006.419874443	3002209.0410410156	2752619.671012717	2752619.671012717	2752619.671012717	2752619.671012717	2434960.472794881	2345653.7448770776	2378406.104956826	2378406.104956826	2378406.104956826	2378406.104956826	2609500.0104122185	42030926.57457422	68815491.77531792	68815491.77531792	68815491.77531792	68815491.77531792	26784565.200743694
553.43_C25H56N6O7_6.92_877	1270270.5020909673	2399699.8659677594	2687815.2257847507	1780368.1603120079	3104730.526922475	1939499.338648477	3797770.6289992686	2636977.4610448834	2648002.9079295923	1009461.1782887217	1554642.9464508344	2217543.1522052223	1559885.3824782453	1810660.1575371195	2603392.871674098	2710099.876592602	3578190.5532060117	2258797.438937752	2949046.8444765722	992561.1610352581	3391091.4943862665	3277625.71581694	4461294.0	4753362.488438174	5524867.9706965545	2540019.1817009686	2676706.313996822	2676706.313996822	2676706.313996822	2676706.313996822	2850671.755100636	2620185.1663594907	2636977.4610448834	2636977.4610448834	2636977.4610448834	2636977.4610448834	2648002.9079295923	35560268.543813564	66917657.849920556	66917657.849920556	66917657.849920556	66917657.849920556	31357389.306106992
