index	V7-arm-healthy-BA7	V10-arm-healthy-BC3	V7-arm-healthy-BB3	V8-arm-healthy-BD3	V8-arm-healthy-BE3	V11-arm-healthy-BF3	V9-arm-healthy-BG3	V7-arm-healthy-BB7	V7-arm-healthy-BB6	V7-arm-psoriasis-BB9	V7-arm-healthy-BA5	V7-arm-healthy-BA3	V7-arm-healthy-BA4	V11-arm-healthy-BH1	V9-arm-healthy-BG5	V8-arm-healthy-BD4	V8-arm-healthy-BE4	V7-arm-healthy-BB4	V11-arm-healthy-BF4	V11-arm-healthy-BH2	V8-arm-healthy-BE5	V7-arm-healthy-BA6	V8-arm-healthy-BD6	V7-arm-healthy-BA8	V11-arm-healthy-BF5	V11-arm-healthy-BH3	V9-arm-psoriasis-BG9	V9-arm-healthy-BG6	V9-arm-healthy-BG4	V8-arm-healthy-BE7	V8-arm-healthy-BD5	V8-arm-healthy-BD8	V7-arm-healthy-BB8	V8-arm-healthy-BE8	V7-arm-psoriasis-BB10	V8-arm-psoriasis-BE10	V7-arm-psoriasis-BA10	V8-arm-psoriasis-BE9	V9-arm-healthy-BG8	V10-arm-healthy-BC6	V10-back-healthy-BC9	V8-arm-healthy-BD7	V9-arm-psoriasis-BG10	V8-arm-healthy-BE6	V10-arm-psoriasis-BC7	V10-back-healthy-BC8	V10-back-healthy-BE12	V8-arm-psoriasis-BD10	V12-leg-healthy-BH8	V9-arm-healthy-BG7	V10-arm-healthy-BC4	V7-arm-psoriasis-BA9	V11-arm-psoriasis-BF11	V10-arm-healthy-BC5	V11-arm-healthy-BF6	V11-arm-psoriasis-BH5	V11-arm-healthy-BH4	V8-arm-psoriasis-BD9	V12-leg-healthy-BH9	V12-leg-healthy-BH7	V10-back-psoriasis-BD11	V10-back-healthy-BC10	V11-arm-healthy-BF8	V9-arm-psoriasis-BG11	V11-arm-psoriasis-BF9	V10-back-psoriasis-BD12	V11-arm-psoriasis-BF10	V10-back-healthy-BC11	V10-back-psoriasis-BE11	V12-leg-healthy-BH10	V10-back-healthy-BC12	V11-arm-healthy-BF7	V12-leg-psoriasis-BA11	V11-arm-healthy-BF12	V12-leg-psoriasis-BA12	V12-leg-psoriasis-BB11	V12-leg-healthy-BH11	V12-leg-healthy-BH12	V7-arm-healthy-BB12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_DESCRIPTION_back	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Body_side_middle	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_DESCRIPTION_back	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_DESCRIPTION_back	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Body_side_middle	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
741.475_C35H68N2O14_6.46_1759	66383.67785234899	554.9642058165548	284.30872483221475	359.0	228.08948545861296	162.23266219239372	109.22595078299776	9884.948545861296	10318.639821029083	9727.534675615212	13262.118568232661	16640.894854586128	10084.125279642058	134.12304250559282	258.6085011185682	136.5324384787472	261.0178970917226	7214.534675615212	138.94183445190157	60.23489932885906	410.40044742729305	20626.035794183445	236.1208053691275	15232.201342281878	179.90156599552571	170.26398210290827	175.88590604026845	534.8859060402684	484.2885906040268	259.4116331096197	431.28187919463085	167.8545861297539	7234.612975391498	123.68232662192393	9088.241610738254	129.3042505592841	16879.425055928412	103.60402684563758	130.91051454138702	4887.86129753915	1463.3064876957494	542.917225950783	110.02908277404921	454.572706935123	1654.4519015659955	2872.8031319910515	4425.257270693512	107.61968680089485	199.97986577181206	518.0201342281879	8599.134228187919	15216.9418344519	67.46308724832214	3798.0111856823264	93.16331096196868	236.92393736017897	183.11409395973152	210.42058165548096	69.8724832214765	136.5324384787472	1640.7986577181207	2864.7718120805366	78.7069351230425	109.22595078299776	85.9351230425056	927.6174496644295	42.56599552572707	3014.1543624161072	670.6152125279642	208.0111856823266	3622.125279642058	74.69127516778524	46.58165548098434	174.27964205816554	64.25055928411632	57.02237136465324	79.51006711409396	36.94407158836689	2.4093959731543624	3878.916166254562	4984.3101484645085	4197.549602083102	99.85607755406413	2389.049962714392	179.73424683072335	1964.701789709172	4950.204418344519	2389.049962714392	3524.692153031461	2606.929936953427	284.30872483221475	554.9642058165548	258.6085011185682	69.8724832214765	2864.7718120805366	136.5324384787472	247.76621923937358	189.94071588366887	2864.7718120805366	258.6085011185682	152.59507829977628	221098.22147651005	274137.05816554796	256050.52572706927	898.7046979865771	21501.44966442953	4313.62192393736	58941.05369127516	198008.17673378074	21501.44966442953	278450.6800894854	57352.458612975395
741.453_C32H65N6O11P_7.54_4100	15826.469696969696	345.16666666666663	6956.181818181818	229.56060606060603	642.4393939393939	204.78787878787878	209.74242424242422	3706.0	4596.166666666666	3762.151515151515	68222.43939393939	59078.0	67319.06060606061	244.4242424242424	198.18181818181816	206.43939393939394	109.0	43206.93939393939	127.16666666666666	640.7878787878788	313.78787878787875	50045.86363636363	211.39393939393938	50985.57575757575	138.72727272727272	94.13636363636363	216.34848484848484	2475.621212121212	857.1363636363636	161.84848484848484	298.9242424242424	132.12121212121212	11365.727272727272	171.75757575757575	9621.727272727272	188.27272727272725	28701.681818181816	275.8030303030303	431.0454545454545	1025.590909090909	188.27272727272725	176.7121212121212	163.5	155.24242424242422	325.3484848484848	244.4242424242424	102.39393939393939	165.15151515151516	89.18181818181817	224.6060606060606	99.09090909090908	23344.166666666664	132.12121212121212	333.60606060606057	364.98484848484844	244.4242424242424	198.18181818181816	383.1515151515151	153.5909090909091	120.56060606060605	100.74242424242424	214.6969696969697	508.66666666666663	363.3333333333333	135.4242424242424	92.48484848484848	132.12121212121212	74.31818181818181	763.0	69.36363636363636	145.33333333333331	530.1363636363636	132.12121212121212	74.31818181818181	52.848484848484844	18.166666666666664	171.75757575757575	64.4090909090909	6.6060606060606055	6931.380116959063	8281.687878787878	7567.296572280179	96.88888888888887	213.96296296296293	371.24684343434336	3060.037373737374	9266.899242424242	213.96296296296293	5878.515918680477	3150.6404958677685	214.6969696969697	214.6969696969697	298.9242424242424	89.18181818181817	145.33333333333331	213.04545454545453	260.1136363636364	205.61363636363637	145.33333333333331	214.6969696969697	202.31060606060606	395088.6666666666	455492.8333333333	461605.09090909094	871.9999999999999	1925.6666666666665	8909.92424242424	91801.12121212122	370675.96969696967	1925.6666666666665	464402.7575757576	69314.09090909091
741.451_C32H65N6O11P_6.59_2955	4034.4383259911897	857.2797356828194	6078.799559471366	325.704845814978	348.2378854625551	289.8568281938326	349.2621145374449	434.273127753304	731.2995594713657	880.8370044052864	8247.092511013216	5687.544052863436	9185.286343612335	555.1321585903083	243.76651982378854	287.8083700440529	245.8149779735683	2990.748898678414	359.5044052863436	137.24669603524228	229.4273127753304	3800.9140969162995	313.41409691629957	7902.951541850221	184.36123348017622	150.56167400881057	486.50881057268725	244.79074889867843	473.19383259911893	221.23348017621146	290.8810572687225	212.01541850220264	3000.9911894273127	191.5308370044053	836.795154185022	239.66960352422907	2776.685022026432	499.8237885462555	350.2863436123348	150.56167400881057	125.98017621145375	317.51101321585907	390.23127753303964	257.08149779735686	263.226872246696	124.95594713656388	289.8568281938326	356.431718061674	209.96696035242292	311.36563876651985	256.057268722467	2798.193832599119	88.08370044052863	93.20484581497797	350.2863436123348	337.9955947136564	244.79074889867843	199.72466960352423	178.215859030837	158.75550660792953	115.73788546255507	192.55506607929516	232.5	281.66299559471366	141.34361233480178	107.54405286343612	133.1497797356828	74.76872246696036	111.6409691629956	343.11674008810576	104.47136563876653	160.80396475770925	100.37444933920705	80.91409691629956	66.5748898678414	86.0352422907489	147.48898678414096	41.99339207048458	5.121145374449339	1112.420588917227	1238.702643171806	1182.3969090777787	148.05800293685758	138.61233480176213	274.0666299559471	724.9493392070485	1292.7563325991189	138.61233480176213	945.6486644733171	513.5577693231878	257.08149779735686	257.08149779735686	313.41409691629957	147.48898678414096	115.73788546255507	263.2268722466961	343.11674008810576	259.6420704845815	115.73788546255507	257.08149779735686	251.44823788546256	63407.97356828194	68128.64537444932	72126.2114537445	1332.5220264317181	1247.511013215859	6577.599118942731	21748.480176211455	51710.25330396475	1247.511013215859	74706.24449339205	11298.270925110131
740.924__3.68_4415	1846.25	40810.91666666667	3068.291666666667	650.5833333333334	940.7083333333334	439.58333333333337	342.875	1178.0833333333335	457.1666666666667	668.1666666666667	826.4166666666667	747.2916666666667	298.9166666666667	184.625	483.5416666666667	202.20833333333334	474.75	606.625	131.875	298.9166666666667	422.0	844.0	685.75	1046.2083333333335	8.791666666666668	211.0	79.125	404.4166666666667	290.125	290.125	386.83333333333337	228.58333333333334	923.125	184.625	422.0	263.75	536.2916666666667	483.5416666666667	167.04166666666669	11341.25	96796.25	1916.5833333333335	96.70833333333334	246.16666666666669	3850.75	5846.458333333334	14444.708333333334	1134.125	167.04166666666669	228.58333333333334	11605.0	465.95833333333337	8.791666666666668	4105.708333333334	131.875	105.5	114.29166666666667	527.5	140.66666666666669	61.54166666666667	1942.9583333333335	83872.5	61.54166666666667	105.5	87.91666666666667	958.2916666666667	8.791666666666668	8941.125	26594.791666666668	96.70833333333334	14040.291666666668	140.66666666666669	79.125	8.791666666666668	123.08333333333334	96.70833333333334	87.91666666666667	219.79166666666669	43.958333333333336	5521.783625730995	6349.821212121213	1620.8374316939894	119.17592592592594	28159.708333333332	172.53645833333334	459.5111111111111	2153.9583333333335	28159.708333333332	4473.177742616034	1756.3352272727277	404.4166666666667	650.5833333333334	404.4166666666667	96.70833333333334	14040.291666666668	131.875	294.52083333333337	263.75	14040.291666666668	404.4166666666667	342.875	314741.6666666667	349240.1666666667	98871.08333333336	1072.5833333333335	253437.375	4140.875	13785.333333333334	86158.33333333334	253437.375	353381.0416666667	38639.37500000001
740.551_C38H77NO12_7.8_2048	15498.627930682977	1.1809378185524975	174.77879714576963	1.1809378185524975	109.82721712538226	135.80784913353722	348.3766564729868	1317.9266055045873	1471.448521916412	839.6467889908257	3743.572884811417	2798.8226299694193	5283.515800203874	106.28440366972478	381.4429153924567	325.93883792048933	200.75942915392457	3261.750254841998	128.72222222222223	155.88379204892968	308.22477064220186	3651.4597349643223	619.9923547400612	5633.073394495413	175.95973496432214	164.15035677879715	321.2150866462793	662.5061162079511	1189.204383282365	285.7869520897044	131.08409785932722	99.19877675840979	1704.0932721712538	109.82721712538226	1158.5	149.9791029561672	2407.9322120285424	139.3506625891947	1019.1493374108054	17077.541794087665	9213.676860346586	883.3414882772681	317.6722731906218	220.83537206931703	2440.9984709480123	13889.009683995922	3669.17380224261	389.7094801223242	67.31345565749236	324.7579001019368	25400.79153924567	1915.481141692151	27.161569826707442	13936.247196738022	103.92252803261978	95.6559633027523	93.2940876656473	148.7981651376147	138.1697247706422	222.01630988786954	3845.133537206932	15280.154434250766	118.09378185524974	72.03720693170234	154.70285423037717	2397.30377166157	79.12283384301733	14563.3251783894	1628.513251783894	57.86595310907238	7898.112130479103	67.31345565749236	86.20846075433232	42.51376146788991	22.437818552497454	21.256880733944953	107.46534148827728	9.44750254841998	4.72375127420999	3062.959055385661	3399.3187749050135	1969.3590097090628	81.35349416694982	8042.711405595199	261.8729612640163	556.9696398233096	2603.849796126402	8042.711405595199	2446.1706796216727	848.1280696877027	308.22477064220186	839.6467889908257	308.22477064220186	67.31345565749236	7898.112130479103	145.2553516819572	297.00586136595314	143.48394495412845	7898.112130479103	308.22477064220186	236.1875637104995	174588.66615698268	186962.53261977574	120130.89959225283	732.1814475025484	72384.40265035679	6284.951070336391	16709.08919469929	104153.99184505608	72384.40265035679	193247.48369011213	18658.81753312946
740.463_C28H65N7O15_3.27_2429	2459.6923076923076	18101.641025641027	8046.769230769231	1717.3333333333335	1096.3076923076924	97.64102564102565	470.974358974359	7938.358974358975	1412.2051282051282	1901.1282051282053	2475.4871794871797	2167.4871794871797	1562.9743589743591	348.92307692307696	1356.923076923077	257.02564102564105	324.51282051282055	2331.1794871794873	277.12820512820514	406.35897435897436	123.48717948717949	1315.2820512820513	343.8974358974359	1822.1538461538462	91.17948717948718	132.82051282051282	241.94871794871796	245.53846153846155	647.5897435897436	584.4102564102565	243.3846153846154	459.4871794871795	1985.1282051282053	98.35897435897436	1438.0512820512822	99.07692307692308	677.0256410256411	55.282051282051285	299.3846153846154	9065.538461538463	6019.282051282052	618.1538461538462	106.25641025641026	89.74358974358975	1084.820512820513	1085.5384615384617	2475.4871794871797	424.3076923076923	32.30769230769231	392.0	11355.076923076924	1004.4102564102565	48.1025641025641	4175.589743589744	144.30769230769232	85.43589743589745	130.66666666666669	52.410256410256416	55.282051282051285	43.794871794871796	804.8205128205128	6249.025641025642	313.7435897435898	44.51282051282052	45.23076923076923	486.0512820512821	112.0	2247.1794871794873	1584.5128205128206	70.35897435897436	1905.4358974358975	242.66666666666669	33.743589743589745	205.33333333333334	43.794871794871796	53.84615384615385	57.43589743589744	40.205128205128204	15.076923076923078	1899.4781826360772	2040.1883449883449	1564.080706179067	47.86324786324786	2539.703703703704	270.27777777777777	1081.6136752136752	1584.7820512820515	2539.703703703704	1502.4939954560207	473.94405594405595	459.4871794871795	1004.4102564102565	392.0	43.794871794871796	1905.4358974358975	223.64102564102564	336.71794871794873	267.0769230769231	1905.4358974358975	392.0	109.12820512820514	108270.2564102564	112210.35897435897	95408.92307692308	430.7692307692307	22857.333333333336	6486.666666666667	32448.410256410258	63391.28205128206	22857.333333333336	118697.02564102564	10426.76923076923
738.444__3.65_4261	766.7775330396477	3994.425110132159	2019.3920704845816	3064.9977973568284	2980.5044052863436	959.0	773.114537444934	553.431718061674	318.9625550660793	952.6629955947137	999.1343612334803	274.6035242290749	314.7378854625551	373.8832599118943	215.4581497797357	245.0308370044053	185.88546255506608	390.78193832599123	266.15418502202647	606.240088105727	363.3215859030837	690.7334801762115	441.477973568282	471.0506607929516	126.74008810572688	181.66079295154185	122.51541850220265	207.00881057268722	124.62775330396477	122.51541850220265	118.29074889867842	116.1784140969163	566.1057268722467	154.20044052863437	420.35462555066084	257.704845814978	259.8171806167401	276.715859030837	69.70704845814979	3079.784140969163	27808.88766519824	479.5	154.20044052863437	175.3237885462555	1438.5	1772.2488986784142	3709.2599118942735	568.2180616740088	173.2114537444934	99.27973568281939	3428.3193832599122	663.273127753304	88.71806167400881	650.5991189427314	128.852422907489	99.27973568281939	177.43612334801762	187.99779735682822	137.30176211453744	109.84140969162996	1620.160792951542	24857.955947136565	120.40308370044053	257.704845814978	99.27973568281939	458.37665198237886	78.15638766519824	2507.34140969163	5844.8303964757715	90.83039647577093	1706.7665198237887	103.50440528634361	204.89647577092512	141.52643171806167	82.38105726872247	154.20044052863437	116.1784140969163	230.2444933920705	14.786343612334802	1664.4827652832523	1883.472927513015	616.0745648877013	144.34287812041117	7809.536465981401	232.26881424375924	440.4922173274597	641.6216960352424	7809.536465981401	1381.841298165393	649.5429515418502	314.7378854625551	441.477973568282	266.15418502202647	137.30176211453744	2507.34140969163	135.18942731277534	236.58149779735686	237.6376651982379	2507.34140969163	266.15418502202647	257.704845814978	94875.51762114538	103591.01101321583	37580.54845814978	1299.0859030837005	70285.82819383261	5574.4515418502215	13214.76651982379	25664.867841409694	70285.82819383261	109165.46255506606	14289.944933920706
736.527_C29H65N15O7_7.62_3516	82.80284301606922	58.281829419035844	132.91100123609394	120.82818294190358	97.72867737948084	2018.8967861557478	1867.8615574783682	27.364029666254634	57.21569839307787	31.27317676143387	0.3553770086526576	29.140914709517922	0.3553770086526576	768.3250927070458	2641.517305315204	610.5377008652657	748.7793572311496	19.901112484548825	1954.2181705809642	969.46847960445	630.4388133498146	0.3553770086526576	705.778739184178	46.9097651421508	1330.8868974042027	1288.2416563658837	915.0957972805933	3410.1977750309024	2653.955500618047	1039.8331273176761	222.46600741656366	932.1538936959209	0.3553770086526576	437.82447466007415	28.43016069221261	226.73053152039554	21.322620519159457	165.60568603213844	2637.9635352286773	121.18355995055624	474.4283065512979	886.6656365883807	772.5896168108776	543.7268232385661	33.76081582200247	168.44870210135971	168.80407911001237	287.5	703.2911001236093	3153.970951792336	504.2799752781211	23.4548825710754	145.34919653893695	44.4221260815822	1179.8516687268232	28.43016069221261	1593.155129789864	264.40049443757727	455.9487021013597	659.9351050679852	21.677997527812114	645.0092707045735	716.4400494437577	537.3300370828183	316.6409147095179	23.4548825710754	465.54388133498145	714.6631644004945	18.124227441285537	453.10568603213846	175.9116192830655	1005.716934487021	51.52966625463535	1439.2768850432633	19.54573547589617	52.951174289245984	397.3114956736712	42.645241038318915	1.776885043263288	768.3126233383213	262.42976738959436	704.881557883645	315.1404340063179	267.83580552121964	1408.7884991759372	914.2665842604039	460.1510352286774	267.83580552121964	610.6906479322809	202.30643892572198	543.7268232385661	121.18355995055624	437.82447466007415	397.3114956736712	168.80407911001237	1234.0466625463534	587.0828182941904	275.9502472187886	168.80407911001237	316.6409147095179	52.240420271940664	43793.81953028431	14433.63720642769	42997.77503090235	2836.263906056861	2410.522249690977	33810.92398022249	27427.997527812116	18406.041409147096	2410.522249690977	48244.561186650186	4450.7416563658835
736.495_C37H65N7O8_7.76_2097	13649.453883495145	2779.3325242718447	8680.558252427185	861.6990291262136	1429.101941747573	814.6116504854369	255.4490291262136	1940.0	1950.5946601941748	3052.4393203883496	49422.912621359224	33809.91504854369	48935.55825242719	585.0606796116505	220.13349514563106	250.74029126213594	375.5218446601942	23360.04854368932	118.89563106796116	1371.4199029126214	348.4466019417476	26501.953883495145	175.4004854368932	37641.6504854369	155.38834951456312	209.53883495145632	169.51456310679612	1593.9077669902913	1234.866504854369	105.94660194174757	242.5	177.75485436893203	9138.483009708738	156.56553398058253	4675.776699029127	350.8009708737864	14832.52427184466	149.50242718446603	131.84466019417476	190.70388349514565	163.62864077669903	211.89320388349515	157.74271844660194	517.9611650485436	187.17233009708738	317.8398058252427	150.67961165048544	251.91747572815535	100.06067961165049	137.73058252427185	1050.0485436893205	12319.235436893205	201.29854368932038	247.20873786407768	211.89320388349515	177.75485436893203	115.36407766990291	246.03155339805826	88.28883495145631	60.036407766990294	153.03398058252426	481.46844660194176	111.83252427184466	141.2621359223301	191.88106796116506	258.9805825242718	83.58009708737865	135.376213592233	868.7621359223301	95.35194174757282	283.70145631067965	90.64320388349515	51.79611650485437	123.60436893203884	16.480582524271846	29.429611650485437	47.0873786407767	47.0873786407767	10.594660194174757	4800.269119400442	5519.582524271845	5062.83881107751	59.51321467098166	312.6078748651564	358.5507686084143	2091.464401294498	6165.621359223302	312.6078748651564	3951.6741428044734	1753.0417034421887	247.20873786407768	258.9805825242718	250.74029126213594	51.79611650485437	258.9805825242718	173.63470873786406	349.623786407767	196.5898058252427	258.9805825242718	220.13349514563106	189.52669902912623	273615.3398058252	303577.03883495147	308833.16747572814	535.6189320388349	2813.4708737864075	8605.218446601943	62743.93203883495	246624.85436893205	2813.4708737864075	312182.2572815534	38566.91747572815
736.431_C36H65NO12S_3.21_4319	3707.4426229508194	24808.032786885247	5442.688524590164	430.8196721311475	1069.8688524590164	157.9672131147541	189.08196721311475	1486.327868852459	308.75409836065575	560.0655737704918	1333.1475409836066	1486.327868852459	600.7540983606557	229.77049180327867	864.0327868852459	282.42622950819674	313.54098360655735	1282.8852459016393	193.86885245901638	160.36065573770492	141.21311475409837	1483.9344262295083	816.1639344262295	2005.704918032787	102.91803278688525	150.78688524590163	112.49180327868852	191.47540983606558	131.63934426229508	181.9016393442623	213.01639344262296	124.45901639344262	2017.672131147541	210.62295081967213	746.7540983606557	378.1639344262295	849.672131147541	136.4262295081967	131.63934426229508	5650.918032786885	46538.098360655735	2403.0163934426228	141.21311475409837	112.49180327868852	3683.5081967213114	2570.55737704918	8628.360655737704	1469.5737704918033	215.40983606557376	155.5737704918033	9099.868852459016	708.4590163934427	55.049180327868854	3379.5409836065573	251.31147540983605	150.78688524590163	100.52459016393442	339.8688524590164	157.9672131147541	146.0	2560.9836065573772	43385.934426229505	157.9672131147541	141.21311475409837	76.59016393442623	1617.967213114754	148.39344262295083	5334.983606557377	12898.262295081968	213.01639344262296	6366.55737704918	86.1639344262295	67.01639344262296	205.8360655737705	141.21311475409837	98.1311475409836	93.34426229508196	129.24590163934425	4.786885245901639	3291.907391429393	3826.0703427719814	1369.7946788497716	140.14936247723134	14433.522768670307	178.61065573770495	574.825136612022	1689.3516393442624	14433.522768670307	2717.9813239261257	1230.9910581222057	251.31147540983605	816.1639344262295	251.31147540983605	141.21311475409837	6366.55737704918	150.78688524590163	185.4918032786885	233.36065573770492	6366.55737704918	251.31147540983605	245.327868852459	187638.7213114754	210433.86885245898	83557.47540983607	1261.344262295082	129901.70491803277	4286.6557377049185	17244.75409836066	67574.0655737705	129901.70491803277	214720.52459016393	27081.803278688523
735.996__7.66_1818	31614.329268292684	1601.9817073170732	5863.536585365854	2395.8841463414637	2753.140243902439	558.5670731707318	734.359756097561	4037.5609756097565	5528.963414634147	8735.762195121952	20414.634146341465	12325.33536585366	18129.329268292684	447.9878048780488	603.9329268292684	260.8536585365854	229.66463414634148	9254.634146341465	275.0304878048781	700.3353658536586	82.22560975609757	6765.182926829269	255.1829268292683	10351.920731707318	121.92073170731709	323.2317073170732	170.1219512195122	527.3780487804878	618.109756097561	379.9390243902439	226.82926829268294	320.3963414634147	7366.280487804878	334.57317073170736	20298.384146341465	90.73170731707317	23522.19512195122	42.53048780487805	768.3841463414635	2841.036585365854	425.3048780487805	283.5365853658537	252.34756097560978	195.64024390243904	632.2865853658537	660.6402439024391	640.7926829268293	309.0548780487805	48.201219512195124	379.9390243902439	2047.1341463414635	23258.506097560978	76.5548780487805	884.6341463414635	87.89634146341464	104.90853658536587	170.1219512195122	158.78048780487805	93.56707317073172	246.6768292682927	266.5243902439025	1431.859756097561	232.50000000000003	155.94512195121953	107.7439024390244	192.8048780487805	22.682926829268293	762.7134146341464	201.3109756097561	110.57926829268294	277.8658536585366	328.9024390243903	17.01219512195122	181.46341463414635	39.69512195121951	14.176829268292684	59.54268292682927	17.01219512195122	31.189024390243905	2782.6379974326064	4169.6374722838145	3799.576169532187	71.82926829268293	539.979674796748	331.26524390243907	2372.728658536586	4030.96875	539.979674796748	3003.549706699599	3575.911862527716	447.9878048780488	379.9390243902439	379.9390243902439	48.201219512195124	425.3048780487805	263.68902439024396	413.9634146341464	267.94207317073176	425.3048780487805	323.2317073170732	164.4512195121951	158610.36585365856	229330.06097560978	231774.1463414634	646.4634146341464	4859.817073170731	7950.365853658537	71181.85975609758	161238.75	4859.817073170731	237280.42682926834	78670.06097560975
735.522_C35H70N6O10_7.57_1119	268.7084564254062	218.81000738552436	95.8687223042836	219.02234121122598	327.9495937961595	1603.6512186115215	1486.5491137370752	20.277880354505168	28.558899556868536	37.90158788774003	157.55169867060562	90.34804283604136	107.44091580502216	990.3249630723781	1947.6320162481536	539.1155834564254	656.8546898079763	132.92097488921712	1407.3485967503693	869.7193500738553	431.3561669128508	73.36133677991137	432.63016986706054	108.18408419497784	1113.7970827178729	930.8714918759232	742.7437223042836	2894.216211225997	1774.5799483013293	672.0365583456426	295.67485228951256	427.6403249630724	24.206056129985228	281.1299852289512	49.04911373707533	217.323670605613	73.89217134416543	77.39567946824224	1988.1877769571638	407.5747784342688	256.39309453471196	589.2263663220089	595.5963810930576	487.51846381093054	23.46288774002954	245.24556868537664	127.93112998522895	287.5	497.2858197932053	2283.1194608567207	304.0620384047267	83.76569423929098	85.78286558345643	206.2823116691285	883.7333825701625	283.6779911373707	1265.0849335302805	115.72193500738553	538.4785819793206	514.3786927621861	33.23024372230428	316.5897341211226	582.7501846381093	161.16137370753322	244.29006646971933	48.09361152141802	263.8247784342688	183.9872599704579	26.86022895125554	434.7535081240768	214.88183161004432	804.5328655834564	13.6955317577548	1339.2956056129985	13.164697193500738	35.56591580502216	401.73559822747416	52.97728951255539	1.2740029542097489	623.7827651662391	227.760843292601	575.6404823594935	278.0039594616773	161.46807812243557	1105.936307545544	725.1695593303793	396.52545697932055	161.46807812243557	494.54832610362183	159.71364307774942	427.6403249630724	206.2823116691285	295.67485228951256	401.73559822747416	183.9872599704579	960.5982274741507	459.4373153618907	278.1042282127031	183.9872599704579	281.1299852289512	80.58068685376661	35555.617614475625	12526.846381093055	35114.069423929104	2502.035635155096	1453.2127031019202	26542.471381093055	21755.08677991138	15861.018279172822	1453.2127031019202	39069.317762186125	3513.7001477104873
734.547_C45H71N3O5_8.49_473	29223.847389558236	607.3694779116466	30208.682730923698	151.23092369477914	288.1947791164659	137.77911646586347	111.28313253012048	2180.4156626506024	2797.160642570281	2310.8574297188757	30955.46184738956	19139.475903614457	37547.25502008032	52.17670682730924	829.1204819277109	535.218875502008	466.73694779116465	10807.915662650603	844.6104417670683	421.0823293172691	538.8875502008033	15725.977911646587	370.53614457831327	24264.206827309237	1736.5060240963855	172.83534136546186	116.17469879518073	696.2329317269076	767.5682730923695	1067.991967871486	203.0	406.0	1431.190763052209	310.206827309237	4537.335341365462	279.63453815261045	9988.578313253012	115.35943775100402	61.144578313253014	929.3975903614459	279.63453815261045	848.6867469879519	197.7008032128514	971.7911646586346	154.49196787148594	621.2289156626506	40.76305220883534	193.21686746987953	19.97389558232932	1427.5220883534137	1165.4156626506024	7616.576305220884	486.710843373494	658.3232931726908	1346.8112449799198	447.9859437751004	722.7289156626506	118.62048192771086	21.196787148594378	82.74899598393574	169.16666666666669	500.16265060240966	597.9939759036145	63.99799196787149	2731.5321285140562	52.99196787148595	1439.343373493976	660.7690763052209	272.70481927710847	43.61646586345382	122.69678714859438	1213.5160642570281	8.560240963855422	32.610441767068274	14.26706827309237	6.929718875502008	10.598393574297189	35.46385542168675	2.853413654618474	3989.715916296766	4401.483205549471	4193.001152149582	27.039491298527444	302.23538598839804	693.9569946452476	2146.758969210174	4790.341415662651	302.23538598839804	3275.146128819074	1423.760770354144	607.3694779116466	466.73694779116465	696.2329317269076	19.97389558232932	272.70481927710847	542.3524096385543	502.81224899598396	566.6064257028113	272.70481927710847	486.710843373494	195.45883534136547	227413.80722891566	242081.5763052209	255773.0702811245	243.355421686747	2720.118473895582	16654.967871485944	64402.76907630522	191613.65662650604	2720.118473895582	258736.54417670684	31322.736947791167
