index	V20-arm-psoriasis-RB7	V20-arm-healthy-RA3	V20-arm-psoriasis-RB6	V20-arm-healthy-RA1	V20-arm-healthy-RB4	V20-arm-healthy-RB8	V20-arm-psoriasis-RA6	V20-arm-healthy-RB12	V20-arm-psoriasis-RB2	V20-arm-healthy-RA4	V20-arm-healthy-RB3	V20-arm-healthy-RA2	V20-arm-psoriasis-RB10	V20-arm-healthy-RC6	V20-arm-healthy-RB9	V20-arm-healthy-RC5	V20-arm-healthy-RC4	V20-arm-psoriasis-RA12	V20-arm-psoriasis-RA8	V20-arm-healthy-RB11	V20-arm-healthy-RA11	V20-arm-psoriasis-RC2	V20-arm-healthy-RA10	V20-arm-psoriasis-RC3	V20-arm-psoriasis-RB1	V20-arm-psoriasis-RA7	V20-arm-healthy-RC1	V20-arm-psoriasis-RA9	V20-arm-healthy-RA5	V20-arm-psoriasis-RB5	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Batch_4	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Body_side_right	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Batch_4	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Body_side_right	GROUP_SUM_DESCRIPTION_2_psoriasis
980.117__7.52_5945	24.0	7.199999999999999	12.0	21.599999999999998	4.8	28.799999999999997	9.6	21.599999999999998	21.599999999999998	31.2	9.6	2.4	2.4	50.4	2.4	38.4	7.199999999999999	7.199999999999999	7.199999999999999	2.4	2.4	28.799999999999997	21.599999999999998	9.6	7.199999999999999	12.0	38.4	16.8	31.2	7.199999999999999	18.917647058823526	16.24	16.24	16.24	16.24	12.738461538461536	21.599999999999998	10.8	10.8	10.8	10.8	9.6	321.59999999999997	487.19999999999993	487.19999999999993	487.19999999999993	487.19999999999993	165.59999999999997
979.617__7.57_3001	30.13761467889908	29.311926605504585	13.211009174311926	15.275229357798164	5.779816513761467	15.688073394495412	14.862385321100916	4.954128440366972	21.46788990825688	6.192660550458715	9.082568807339449	14.036697247706421	7.844036697247706	6.605504587155963	9.082568807339449	5.779816513761467	7.0183486238532105	11.559633027522935	13.211009174311926	9.908256880733944	3.715596330275229	9.908256880733944	3.715596330275229	5.779816513761467	11.146788990825687	14.449541284403669	4.128440366972477	16.926605504587155	7.431192660550458	8.669724770642201	9.276848354020506	11.229357798165134	11.229357798165134	11.229357798165134	11.229357798165134	13.782639378969652	7.0183486238532105	9.495412844036696	9.495412844036696	9.495412844036696	9.495412844036696	13.211009174311926	157.7064220183486	336.88073394495405	336.88073394495405	336.88073394495405	336.88073394495405	179.17431192660547
978.692__6.81_6029	37.440000000000005	43.68000000000001	6.24	6.24	18.720000000000002	12.48	12.48	12.48	6.24	24.96	12.48	31.200000000000003	12.48	12.48	18.720000000000002	37.440000000000005	6.24	24.96	6.24	6.24	6.24	6.24	6.24	6.24	6.24	12.48	31.200000000000003	24.96	6.24	6.24	17.251764705882355	15.392000000000003	15.392000000000003	15.392000000000003	15.392000000000003	12.96	12.48	12.48	12.48	12.48	12.48	6.24	293.28000000000003	461.7600000000001	461.7600000000001	461.7600000000001	461.7600000000001	168.48000000000002
978.691__7.53_4572	12.98611111111111	16.42361111111111	6.875	13.75	5.347222222222222	22.15277777777778	11.07638888888889	17.1875	16.805555555555557	14.51388888888889	17.1875	5.347222222222222	5.729166666666667	30.17361111111111	8.402777777777779	19.86111111111111	11.07638888888889	6.111111111111111	8.020833333333334	9.166666666666666	8.402777777777779	12.604166666666666	20.243055555555557	8.020833333333334	7.256944444444445	7.638888888888889	22.15277777777778	12.604166666666666	29.791666666666668	9.930555555555555	15.951797385620914	13.228009259259263	13.228009259259263	13.228009259259263	13.228009259259263	9.666132478632479	16.42361111111111	11.840277777777779	11.840277777777779	11.840277777777779	11.840277777777779	8.020833333333334	271.18055555555554	396.8402777777779	396.8402777777779	396.8402777777779	396.8402777777779	125.65972222222223
976.712__7.48_5753	18.0	18.0	18.0	9.0	9.0	9.0	18.0	9.0	18.0	18.0	9.0	9.0	9.0	9.0	9.0	18.0	18.0	27.0	9.0	9.0	9.0	9.0	18.0	9.0	9.0	18.0	9.0	9.0	18.0	9.0	12.176470588235293	12.9	12.9	12.9	12.9	13.846153846153847	9.0	9.0	9.0	9.0	9.0	9.0	207.0	387.0	387.0	387.0	387.0	180.0
975.718__8.45_3720	27.0	27.0	9.0	9.0	18.0	9.0	18.0	18.0	9.0	9.0	9.0	9.0	9.0	54.0	18.0	27.0	9.0	9.0	9.0	9.0	36.0	9.0	9.0	9.0	9.0	9.0	18.0	9.0	9.0	9.0	17.470588235294116	14.7	14.7	14.7	14.7	11.076923076923077	9.0	9.0	9.0	9.0	9.0	9.0	297.0	441.0	441.0	441.0	441.0	144.0
974.658__7.53_3150	31.69014084507042	40.56338028169014	16.478873239436616	10.140845070422534	2.5352112676056335	12.676056338028168	20.28169014084507	19.014084507042252	40.56338028169014	2.5352112676056335	8.873239436619718	17.746478873239436	5.070422535211267	13.943661971830984	2.5352112676056335	15.2112676056338	11.40845070422535	6.338028169014084	7.6056338028169	6.338028169014084	10.140845070422534	11.40845070422535	6.338028169014084	11.40845070422535	7.6056338028169	13.943661971830984	5.070422535211267	13.943661971830984	5.070422535211267	10.140845070422534	11.184755592377796	12.88732394366197	12.88732394366197	12.88732394366197	12.88732394366197	15.113759479956657	10.140845070422534	10.774647887323942	10.774647887323942	10.774647887323942	10.774647887323942	11.40845070422535	190.14084507042253	386.6197183098591	386.6197183098591	386.6197183098591	386.6197183098591	196.47887323943655
974.371__2.39_1449	24.28301886792453	11.037735849056604	22.07547169811321	2.207547169811321	2.207547169811321	15.452830188679245	13.245283018867925	15.452830188679245	2.207547169811321	6.622641509433962	19.867924528301888	2.207547169811321	22.07547169811321	26.49056603773585	8.830188679245284	2.207547169811321	19.867924528301888	6.622641509433962	4.415094339622642	13.245283018867925	37.528301886792455	37.528301886792455	6.622641509433962	11.037735849056604	2.207547169811321	4.415094339622642	8.830188679245284	6.622641509433962	8.830188679245284	19.867924528301888	12.206437291897892	12.803773584905661	12.803773584905661	12.803773584905661	12.803773584905661	13.584905660377363	8.830188679245284	9.933962264150944	9.933962264150944	9.933962264150944	9.933962264150944	11.037735849056604	207.50943396226415	384.11320754716985	384.11320754716985	384.11320754716985	384.11320754716985	176.60377358490572
973.655__5.42_3754	12.0	18.0	10.0	2.0	2.0	10.0	8.0	4.0	6.0	30.0	14.0	2.0	6.0	52.0	26.0	10.0	2.0	20.0	14.0	18.0	18.0	12.0	16.0	10.0	4.0	12.0	16.0	16.0	20.0	2.0	15.294117647058824	13.066666666666666	13.066666666666666	13.066666666666666	13.066666666666666	10.153846153846153	16.0	12.0	12.0	12.0	12.0	10.0	260.0	392.0	392.0	392.0	392.0	132.0
973.642__8.82_4479	7.466666666666667	7.466666666666667	29.866666666666667	7.466666666666667	7.466666666666667	22.400000000000002	29.866666666666667	14.933333333333334	7.466666666666667	22.400000000000002	7.466666666666667	7.466666666666667	22.400000000000002	44.800000000000004	7.466666666666667	59.733333333333334	14.933333333333334	14.933333333333334	7.466666666666667	7.466666666666667	14.933333333333334	7.466666666666667	14.933333333333334	7.466666666666667	7.466666666666667	7.466666666666667	7.466666666666667	29.866666666666667	7.466666666666667	7.466666666666667	16.250980392156862	15.431111111111107	15.431111111111107	15.431111111111107	15.431111111111107	14.358974358974361	7.466666666666667	7.466666666666667	7.466666666666667	7.466666666666667	7.466666666666667	7.466666666666667	276.26666666666665	462.9333333333332	462.9333333333332	462.9333333333332	462.9333333333332	186.66666666666669
971.361__7.54_5821	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	187.0	330.0	330.0	330.0	330.0	143.0
970.671__7.82_2660	22.0	22.0	14.0	5.0	10.0	16.0	9.0	17.0	16.0	9.0	17.0	5.0	14.0	18.0	2.0	13.0	12.0	8.0	6.0	5.0	5.0	7.0	7.0	10.0	9.0	11.0	15.0	8.0	6.0	10.0	10.823529411764707	10.933333333333334	10.933333333333334	10.933333333333334	10.933333333333334	11.076923076923077	10.0	10.0	10.0	10.0	10.0	10.0	184.0	328.0	328.0	328.0	328.0	144.0
97.514__5.2_3857	13.333333333333334	10.666666666666666	5.333333333333333	8.0	10.666666666666666	18.666666666666668	5.333333333333333	10.666666666666666	8.0	8.0	34.666666666666664	16.0	5.333333333333333	13.333333333333334	10.666666666666666	13.333333333333334	10.666666666666666	8.0	13.333333333333334	8.0	8.0	16.0	8.0	18.666666666666668	2.6666666666666665	13.333333333333334	18.666666666666668	16.0	8.0	16.0	12.705882352941176	11.911111111111113	11.911111111111113	11.911111111111113	11.911111111111113	10.871794871794872	10.666666666666666	10.666666666666666	10.666666666666666	10.666666666666666	10.666666666666666	13.333333333333334	216.0	357.33333333333337	357.33333333333337	357.33333333333337	357.33333333333337	141.33333333333334
97.514__2.54_3455	16.71641791044776	14.328358208955224	7.164179104477612	2.388059701492537	4.776119402985074	9.552238805970148	4.776119402985074	9.552238805970148	4.776119402985074	11.940298507462686	9.552238805970148	11.940298507462686	11.940298507462686	14.328358208955224	4.776119402985074	9.552238805970148	9.552238805970148	14.328358208955224	16.71641791044776	4.776119402985074	11.940298507462686	7.164179104477612	11.940298507462686	14.328358208955224	16.71641791044776	9.552238805970148	33.43283582089552	26.268656716417908	9.552238805970148	14.328358208955224	10.816505706760314	11.621890547263682	11.621890547263682	11.621890547263682	11.621890547263682	12.67508610792193	9.552238805970148	10.746268656716417	10.746268656716417	10.746268656716417	10.746268656716417	14.328358208955224	183.88059701492534	348.65671641791045	348.65671641791045	348.65671641791045	348.65671641791045	164.77611940298507
