index	V17-leg-psoriasis-GA6	V17-leg-psoriasis-GA4	V17-leg-healthy-GA5	V17-leg-psoriasis-GA3	V17-leg-healthy-GA8	V17-leg-healthy-GA2	V17-leg-healthy-GB4	V17-leg-psoriasis-GB3	V17-leg-healthy-GA1	V17-leg-healthy-GA12	V17-leg-psoriasis-GA7	V17-leg-psoriasis-GA10	V17-leg-psoriasis-GB2	V17-leg-psoriasis-GA11	V17-leg-healthy-GB1	V17-leg-healthy-GA9	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Sex_male	GROUP_MEAN_Batch_4	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Sex_male	GROUP_SUM_Batch_4	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_2_psoriasis
965.799__6.18_5877	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	48.0	96.0	96.0	96.0	96.0	48.0
965.514__3.3_5490	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	48.0	96.0	96.0	96.0	96.0	48.0
964.712__7.85_1165	5.224719101123595	2.696629213483146	3.202247191011236	11.46067415730337	6.404494382022472	2.8651685393258424	11.96629213483146	10.44943820224719	3.7078651685393256	9.438202247191011	25.786516853932582	3.8764044943820224	2.696629213483146	8.932584269662922	3.202247191011236	3.3707865168539324	5.519662921348314	7.20505617977528	7.20505617977528	7.20505617977528	7.20505617977528	8.890449438202246	3.5393258426966288	4.550561797752809	4.550561797752809	4.550561797752809	4.550561797752809	7.078651685393258	44.157303370786515	115.28089887640448	115.28089887640448	115.28089887640448	115.28089887640448	71.12359550561797
964.677__6.67_5749	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	48.0	96.0	96.0	96.0	96.0	48.0
964.583__5.02_189	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	48.0	96.0	96.0	96.0	96.0	48.0
963.622__7.98_3912	4.8275862068965525	2.4137931034482762	2.4137931034482762	19.31034482758621	7.241379310344828	2.4137931034482762	14.482758620689657	9.655172413793105	2.4137931034482762	24.13793103448276	26.551724137931036	2.4137931034482762	2.4137931034482762	12.06896551724138	7.241379310344828	4.8275862068965525	8.146551724137932	9.051724137931036	9.051724137931036	9.051724137931036	9.051724137931036	9.956896551724139	6.03448275862069	6.03448275862069	6.03448275862069	6.03448275862069	6.03448275862069	7.241379310344829	65.17241379310346	144.82758620689657	144.82758620689657	144.82758620689657	144.82758620689657	79.65517241379311
962.698__8.06_4795	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	10.909090909090908	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	10.909090909090908	43.63636363636363	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	6.818181818181818	8.522727272727273	8.522727272727273	8.522727272727273	8.522727272727273	10.227272727272727	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	54.54545454545455	136.36363636363637	136.36363636363637	136.36363636363637	136.36363636363637	81.81818181818181
961.607__7.73_3285	7.6521739130434785	3.8260869565217392	3.8260869565217392	3.8260869565217392	7.6521739130434785	3.8260869565217392	3.8260869565217392	3.8260869565217392	3.8260869565217392	7.6521739130434785	11.478260869565219	7.6521739130434785	7.6521739130434785	7.6521739130434785	3.8260869565217392	3.8260869565217392	4.782608695652174	5.739130434782609	5.739130434782609	5.739130434782609	5.739130434782609	6.695652173913044	3.8260869565217392	3.8260869565217392	3.8260869565217392	3.8260869565217392	3.8260869565217392	7.6521739130434785	38.26086956521739	91.82608695652175	91.82608695652175	91.82608695652175	91.82608695652175	53.56521739130435
961.584__7.56_4092	10.476190476190476	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	15.714285714285714	5.238095238095238	5.238095238095238	10.476190476190476	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	6.5476190476190474	6.5476190476190474	6.5476190476190474	6.5476190476190474	7.857142857142858	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	41.904761904761905	104.76190476190476	104.76190476190476	104.76190476190476	104.76190476190476	62.85714285714286
958.665__8.09_4410	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	10.909090909090908	5.454545454545454	5.454545454545454	21.818181818181817	5.454545454545454	10.909090909090908	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	6.818181818181818	7.159090909090909	7.159090909090909	7.159090909090909	7.159090909090909	7.5	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	54.54545454545455	114.54545454545455	114.54545454545455	114.54545454545455	114.54545454545455	60.0
957.631__7.62_4085	5.0	5.0	5.0	5.0	5.0	5.0	20.0	10.0	5.0	10.0	10.0	5.0	5.0	10.0	5.0	5.0	7.5	7.1875	7.1875	7.1875	7.1875	6.875	5.0	5.0	5.0	5.0	5.0	5.0	60.0	115.0	115.0	115.0	115.0	55.0
954.678__8.37_2186	4.943820224719101	6.404494382022472	4.831460674157303	7.865168539325842	7.97752808988764	4.044943820224719	7.191011235955056	7.078651685393258	3.258426966292135	6.629213483146067	14.044943820224718	3.258426966292135	2.8089887640449436	6.51685393258427	1.9101123595505618	3.4831460674157304	4.915730337078651	5.765449438202247	5.765449438202247	5.765449438202247	5.765449438202247	6.615168539325842	4.438202247191011	5.674157303370786	5.674157303370786	5.674157303370786	5.674157303370786	6.460674157303371	39.32584269662921	92.24719101123596	92.24719101123596	92.24719101123596	92.24719101123596	52.92134831460674
953.674__8.39_629	3.605853658536585	7.320975609756097	3.332682926829268	8.686829268292682	6.883902439024389	3.387317073170731	8.19512195121951	7.430243902439024	3.223414634146341	7.70341463414634	14.860487804878048	2.786341463414634	2.6224390243902436	6.829268292682926	2.40390243902439	2.950243902439024	4.76	5.76390243902439	5.76390243902439	5.76390243902439	5.76390243902439	6.76780487804878	3.3599999999999994	5.217560975609755	5.217560975609755	5.217560975609755	5.217560975609755	7.075121951219511	38.08	92.22243902439024	92.22243902439024	92.22243902439024	92.22243902439024	54.14243902439024
952.672__6.62_2982	5.0	5.0	5.0	10.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	10.0	5.0	5.625	5.625	5.625	5.625	5.625	5.625	5.0	5.0	5.0	5.0	5.0	5.0	45.0	90.0	90.0	90.0	90.0	45.0
952.662__7.76_4155	18.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.75	6.75	6.75	6.75	7.5	6.0	6.0	6.0	6.0	6.0	6.0	48.0	108.0	108.0	108.0	108.0	60.0
948.718__8.39_340	4.262975778546713	7.460207612456748	4.069204152249135	7.460207612456748	6.685121107266436	2.7128027681660902	8.816608996539793	9.01038062283737	4.262975778546713	7.460207612456748	19.280276816608996	3.972318339100346	3.1003460207612457	6.878892733564014	2.0346020761245676	4.069204152249135	5.013840830449828	6.346020761245675	6.346020761245675	6.346020761245675	6.346020761245675	7.678200692041523	4.166089965397925	5.474048442906575	5.474048442906575	5.474048442906575	5.474048442906575	7.169550173010381	40.110726643598625	101.5363321799308	101.5363321799308	101.5363321799308	101.5363321799308	61.425605536332185
939.621__7.53_3295	9.692307692307692	6.461538461538462	3.230769230769231	6.461538461538462	6.461538461538462	3.230769230769231	3.230769230769231	12.923076923076923	3.230769230769231	3.230769230769231	22.615384615384613	3.230769230769231	6.461538461538462	6.461538461538462	3.230769230769231	3.230769230769231	3.6346153846153846	6.461538461538461	6.461538461538461	6.461538461538461	6.461538461538461	9.288461538461538	3.230769230769231	4.846153846153847	4.846153846153847	4.846153846153847	4.846153846153847	6.461538461538462	29.076923076923077	103.38461538461537	103.38461538461537	103.38461538461537	103.38461538461537	74.3076923076923
939.599__7.91_3785	5.0	5.0	5.0	5.0	5.0	5.0	30.0	20.0	20.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	10.0	8.4375	8.4375	8.4375	8.4375	6.875	5.0	5.0	5.0	5.0	5.0	5.0	80.0	135.0	135.0	135.0	135.0	55.0
936.681__7.2_2484	5.0	5.0	5.0	15.0	5.0	5.0	15.0	5.0	5.0	5.0	25.0	5.0	5.0	5.0	20.0	5.0	8.125	8.4375	8.4375	8.4375	8.4375	8.75	5.0	5.0	5.0	5.0	5.0	5.0	65.0	135.0	135.0	135.0	135.0	70.0
936.089__7.55_5859	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	48.0	96.0	96.0	96.0	96.0	48.0
935.84__7.59_1963	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	48.0	96.0	96.0	96.0	96.0	48.0
935.591__7.49_2794	4.061538461538461	6.769230769230769	4.061538461538461	12.184615384615384	1.353846153846154	1.353846153846154	16.246153846153845	8.123076923076923	2.707692307692308	6.769230769230769	10.830769230769231	2.707692307692308	6.769230769230769	9.476923076923077	2.707692307692308	1.353846153846154	4.569230769230769	6.092307692307692	6.092307692307692	6.092307692307692	6.092307692307692	7.615384615384615	2.707692307692308	5.415384615384616	5.415384615384616	5.415384615384616	5.415384615384616	7.446153846153846	36.55384615384615	97.47692307692307	97.47692307692307	97.47692307692307	97.47692307692307	60.92307692307692
934.666__7.52_3538	5.0	5.0	5.0	15.0	5.0	5.0	5.0	15.0	5.0	5.0	10.0	5.0	5.0	5.0	5.0	5.0	5.0	6.5625	6.5625	6.5625	6.5625	8.125	5.0	5.0	5.0	5.0	5.0	5.0	40.0	105.0	105.0	105.0	105.0	65.0
934.666__6.68_5667	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	48.0	96.0	96.0	96.0	96.0	48.0
931.69__8.48_3471	1.1666666666666665	6.999999999999999	4.666666666666666	13.999999999999998	2.333333333333333	1.1666666666666665	9.333333333333332	8.166666666666666	1.1666666666666665	9.333333333333332	18.666666666666664	1.1666666666666665	2.333333333333333	8.166666666666666	5.833333333333333	1.1666666666666665	4.375	5.979166666666666	5.979166666666666	5.979166666666666	5.979166666666666	7.583333333333332	3.4999999999999996	5.25	5.25	5.25	5.25	7.583333333333332	35.0	95.66666666666666	95.66666666666666	95.66666666666666	95.66666666666666	60.66666666666666
925.643__7.55_4783	5.0214132762312635	8.618843683083512	3.3725910064239826	11.691648822269807	8.843683083511777	2.1734475374732334	10.492505353319057	9.36830835117773	2.6980728051391862	10.342612419700213	16.03854389721627	1.1241970021413277	2.8479657387580297	6.970021413276231	3.297644539614561	3.5224839400428265	5.592880085653105	6.651498929336189	6.651498929336189	6.651498929336189	6.651498929336189	7.710117773019272	3.4475374732334045	5.995717344753747	5.995717344753747	5.995717344753747	5.995717344753747	7.794432548179872	44.74304068522484	106.42398286937902	106.42398286937902	106.42398286937902	106.42398286937902	61.680942184154176
925.623__8.48_2415	2.0	10.0	8.0	6.0	2.0	4.0	10.0	16.0	4.0	8.0	14.0	2.0	2.0	2.0	6.0	6.0	6.0	6.375	6.375	6.375	6.375	6.75	6.0	6.0	6.0	6.0	6.0	4.0	48.0	102.0	102.0	102.0	102.0	54.0
923.627__8.07_3206	3.1578947368421053	11.052631578947368	1.5789473684210527	11.052631578947368	7.894736842105264	3.1578947368421053	4.736842105263158	11.052631578947368	7.894736842105264	4.736842105263158	12.631578947368421	7.894736842105264	3.1578947368421053	4.736842105263158	3.1578947368421053	1.5789473684210527	4.342105263157896	6.217105263157895	6.217105263157895	6.217105263157895	6.217105263157895	8.092105263157894	3.947368421052632	4.736842105263158	4.736842105263158	4.736842105263158	4.736842105263158	9.473684210526315	34.736842105263165	99.47368421052632	99.47368421052632	99.47368421052632	99.47368421052632	64.73684210526315
920.686__7.8_1762	3.782909930715935	7.274826789838337	1.9399538106235565	10.281755196304848	6.110854503464203	2.715935334872979	9.990762124711315	7.662817551963048	4.073903002309469	6.789838337182448	21.145496535796767	2.4249422632794455	1.9399538106235565	7.662817551963048	2.327944572748268	3.1039260969976903	4.63163972286374	6.201789838337183	6.201789838337183	6.201789838337183	6.201789838337183	7.771939953810623	3.5889145496535795	5.092378752886836	5.092378752886836	5.092378752886836	5.092378752886836	7.468822170900692	37.05311778290992	99.22863741339492	99.22863741339492	99.22863741339492	99.22863741339492	62.175519630484985
919.596__8.0_3571	8.8	8.8	1.7600000000000002	3.5200000000000005	3.5200000000000005	7.040000000000001	17.6	19.360000000000003	3.5200000000000005	17.6	12.320000000000002	1.7600000000000002	5.28	10.56	1.7600000000000002	1.7600000000000002	6.82	7.8100000000000005	7.8100000000000005	7.8100000000000005	7.8100000000000005	8.8	3.5200000000000005	6.16	6.16	6.16	6.16	8.8	54.56	124.96000000000001	124.96000000000001	124.96000000000001	124.96000000000001	70.4
918.671__8.11_3974	6.461538461538462	9.692307692307692	3.230769230769231	12.923076923076923	3.230769230769231	3.230769230769231	12.923076923076923	16.153846153846153	3.230769230769231	9.692307692307692	16.153846153846153	3.230769230769231	3.230769230769231	3.230769230769231	6.461538461538462	3.230769230769231	5.653846153846153	7.269230769230769	7.269230769230769	7.269230769230769	7.269230769230769	8.884615384615383	3.230769230769231	4.846153846153847	4.846153846153847	4.846153846153847	4.846153846153847	8.076923076923077	45.230769230769226	116.3076923076923	116.3076923076923	116.3076923076923	116.3076923076923	71.07692307692307
917.582__8.49_5021	5.0	5.0	10.0	5.0	25.0	5.0	5.0	10.0	5.0	5.0	10.0	5.0	10.0	10.0	5.0	5.0	8.125	7.8125	7.8125	7.8125	7.8125	7.5	5.0	5.0	5.0	5.0	5.0	7.5	65.0	125.0	125.0	125.0	125.0	60.0
917.581__6.53_4296	10.909090909090908	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	21.818181818181817	5.454545454545454	7.5	6.818181818181818	6.818181818181818	6.818181818181818	6.818181818181818	6.136363636363637	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	60.0	109.0909090909091	109.0909090909091	109.0909090909091	109.0909090909091	49.09090909090909
917.558__7.56_4102	13.333333333333332	4.444444444444445	8.88888888888889	4.444444444444445	4.444444444444445	4.444444444444445	8.88888888888889	4.444444444444445	8.88888888888889	4.444444444444445	4.444444444444445	4.444444444444445	13.333333333333332	8.88888888888889	4.444444444444445	4.444444444444445	6.111111111111111	6.666666666666666	6.666666666666666	6.666666666666666	6.666666666666666	7.222222222222222	4.444444444444445	4.444444444444445	4.444444444444445	4.444444444444445	4.444444444444445	4.444444444444445	48.888888888888886	106.66666666666666	106.66666666666666	106.66666666666666	106.66666666666666	57.77777777777778
916.651__7.78_3057	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	10.909090909090908	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.795454545454545	5.795454545454545	5.795454545454545	5.795454545454545	6.136363636363637	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	43.63636363636363	92.72727272727272	92.72727272727272	92.72727272727272	92.72727272727272	49.09090909090909
