index	V17-leg-psoriasis-GA6	V17-leg-psoriasis-GA4	V17-leg-healthy-GA5	V17-leg-psoriasis-GA3	V17-leg-healthy-GA8	V17-leg-healthy-GA2	V17-leg-healthy-GB4	V17-leg-psoriasis-GB3	V17-leg-healthy-GA1	V17-leg-healthy-GA12	V17-leg-psoriasis-GA7	V17-leg-psoriasis-GA10	V17-leg-psoriasis-GB2	V17-leg-psoriasis-GA11	V17-leg-healthy-GB1	V17-leg-healthy-GA9	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Sex_male	GROUP_MEAN_Batch_4	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Sex_male	GROUP_SUM_Batch_4	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_2_psoriasis
776.572_C39H83N5O5Se_6.62_1406	3.134328358208955	4.074626865671641	4.544776119402985	6.7388059701492535	6.26865671641791	2.977611940298507	4.074626865671641	7.835820895522388	1.5671641791044775	5.798507462686567	13.164179104477611	7.835820895522388	3.917910447761194	7.052238805970148	3.761194029850746	4.701492537313433	4.211753731343283	5.465485074626866	5.465485074626866	5.465485074626866	5.465485074626866	6.719216417910447	4.309701492537313	4.6231343283582085	4.6231343283582085	4.6231343283582085	4.6231343283582085	6.895522388059701	33.69402985074626	87.44776119402985	87.44776119402985	87.44776119402985	87.44776119402985	53.753731343283576
776.554__6.57_5247	21.818181818181817	8.181818181818182	8.181818181818182	2.727272727272727	2.727272727272727	5.454545454545454	10.909090909090908	5.454545454545454	8.181818181818182	8.181818181818182	2.727272727272727	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	2.727272727272727	6.4772727272727275	6.818181818181818	6.818181818181818	6.818181818181818	6.818181818181818	7.159090909090908	6.818181818181818	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	51.81818181818182	109.0909090909091	109.0909090909091	109.0909090909091	109.0909090909091	57.272727272727266
775.004__8.12_1695	2.2857142857142856	6.857142857142857	3.4285714285714284	13.714285714285714	4.571428571428571	1.1428571428571428	9.142857142857142	8.0	8.0	8.0	13.714285714285714	2.2857142857142856	3.4285714285714284	5.714285714285714	1.1428571428571428	1.1428571428571428	4.571428571428571	5.785714285714285	5.785714285714285	5.785714285714285	5.785714285714285	7.0	4.0	5.142857142857142	5.142857142857142	5.142857142857142	5.142857142857142	6.285714285714286	36.57142857142857	92.57142857142856	92.57142857142856	92.57142857142856	92.57142857142856	56.0
774.592_C35H79N7O11_7.58_1905	5.167958656330749	6.201550387596899	2.2739018087855296	7.028423772609819	2.2739018087855296	1.6537467700258397	8.062015503875969	9.715762273901808	3.3074935400516794	6.821705426356589	15.297157622739016	4.961240310077519	4.547803617571059	8.47545219638243	2.8940568475452193	1.8604651162790697	3.643410852713178	5.658914728682171	5.658914728682171	5.658914728682171	5.658914728682171	7.674418604651162	2.5839793281653742	5.064599483204134	5.064599483204134	5.064599483204134	5.064599483204134	6.614987080103359	29.147286821705425	90.54263565891473	90.54263565891473	90.54263565891473	90.54263565891473	61.3953488372093
774.504__8.12_1999	3.230769230769231	9.692307692307692	4.3076923076923075	5.384615384615384	14.0	2.1538461538461537	10.769230769230768	6.461538461538462	7.538461538461538	11.846153846153845	35.53846153846154	4.3076923076923075	4.3076923076923075	11.846153846153845	4.3076923076923075	2.1538461538461537	7.134615384615384	8.615384615384615	8.615384615384615	8.615384615384615	8.615384615384615	10.096153846153847	5.923076923076923	5.923076923076923	5.923076923076923	5.923076923076923	5.923076923076923	5.923076923076923	57.07692307692307	137.84615384615384	137.84615384615384	137.84615384615384	137.84615384615384	80.76923076923077
774.482_C27H63N15O11_6.89_4061	3.7333333333333334	3.7333333333333334	3.7333333333333334	14.933333333333334	3.7333333333333334	3.7333333333333334	3.7333333333333334	14.933333333333334	7.466666666666667	7.466666666666667	56.0	3.7333333333333334	3.7333333333333334	11.200000000000001	7.466666666666667	3.7333333333333334	5.133333333333333	9.566666666666666	9.566666666666666	9.566666666666666	9.566666666666666	14.0	3.7333333333333334	3.7333333333333334	3.7333333333333334	3.7333333333333334	3.7333333333333334	7.466666666666667	41.06666666666666	153.06666666666666	153.06666666666666	153.06666666666666	153.06666666666666	112.0
774.464_C38H73N3O8Se_7.06_2079	3.3333333333333335	1.6666666666666667	8.333333333333334	10.0	3.3333333333333335	1.6666666666666667	11.666666666666668	20.0	5.0	5.0	11.666666666666668	8.333333333333334	5.0	13.333333333333334	6.666666666666667	5.0	5.833333333333334	7.5	7.5	7.5	7.5	9.166666666666668	5.0	5.833333333333334	5.833333333333334	5.833333333333334	5.833333333333334	9.166666666666668	46.66666666666667	120.0	120.0	120.0	120.0	73.33333333333334
773.433__6.34_2792	7.466666666666667	3.7333333333333334	7.466666666666667	26.133333333333333	3.7333333333333334	3.7333333333333334	3.7333333333333334	7.466666666666667	3.7333333333333334	3.7333333333333334	7.466666666666667	7.466666666666667	3.7333333333333334	3.7333333333333334	7.466666666666667	7.466666666666667	5.133333333333333	6.766666666666666	6.766666666666666	6.766666666666666	6.766666666666666	8.399999999999999	3.7333333333333334	5.6	5.6	5.6	5.6	7.466666666666667	41.06666666666666	108.26666666666665	108.26666666666665	108.26666666666665	108.26666666666665	67.19999999999999
773.32__4.76_5786	6.0	6.0	18.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	7.5	6.75	6.75	6.75	6.75	6.0	6.0	6.0	6.0	6.0	6.0	6.0	60.0	108.0	108.0	108.0	108.0	48.0
772.613_C44H85NO7S_8.46_174	4.52608376193975	8.346803820720059	3.4680382072005878	9.110947832476121	7.817781043350478	3.8207200587803087	8.7582659808964	8.28802351212344	3.2329169728141074	7.9941219691403385	13.872152828802351	3.5855988243938284	2.8802351212343864	6.230712711241734	2.292432035268185	3.409257898603968	5.099191770756796	6.102130786186628	6.102130786186628	6.102130786186628	6.102130786186628	7.105069801616459	3.6443791329904482	5.378398236590742	5.378398236590742	5.378398236590742	5.378398236590742	7.259368111682587	40.79353416605437	97.63409257898604	97.63409257898604	97.63409257898604	97.63409257898604	56.84055841293167
772.582_C36H73N11O7_8.02_2768	3.428571428571429	9.42857142857143	3.428571428571429	14.571428571428573	3.428571428571429	3.428571428571429	14.571428571428573	12.85714285714286	3.428571428571429	11.142857142857144	19.714285714285715	3.428571428571429	0.8571428571428572	10.285714285714286	1.7142857142857144	3.428571428571429	5.571428571428571	7.446428571428573	7.446428571428573	7.446428571428573	7.446428571428573	9.321428571428573	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	9.857142857142858	44.57142857142857	119.14285714285717	119.14285714285717	119.14285714285717	119.14285714285717	74.57142857142858
772.541__6.88_5385	5.0	5.0	5.0	5.0	5.0	5.0	5.0	10.0	5.0	5.0	10.0	5.0	10.0	5.0	5.0	5.0	5.0	5.9375	5.9375	5.9375	5.9375	6.875	5.0	5.0	5.0	5.0	5.0	5.0	40.0	95.0	95.0	95.0	95.0	55.0
772.526__8.22_1190	5.070422535211268	10.140845070422536	2.535211267605634	6.76056338028169	4.225352112676056	3.380281690140845	5.070422535211268	4.225352112676056	4.225352112676056	7.605633802816901	30.422535211267604	1.6901408450704225	5.915492957746479	10.140845070422536	0.8450704225352113	4.225352112676056	4.014084507042253	6.654929577464789	6.654929577464789	6.654929577464789	6.654929577464789	9.295774647887324	4.225352112676056	4.647887323943662	4.647887323943662	4.647887323943662	4.647887323943662	6.338028169014084	32.112676056338024	106.47887323943662	106.47887323943662	106.47887323943662	106.47887323943662	74.36619718309859
772.025__8.14_1597	5.070422535211268	5.915492957746479	4.225352112676056	7.605633802816901	4.225352112676056	0.8450704225352113	7.605633802816901	6.76056338028169	5.070422535211268	6.76056338028169	23.661971830985916	3.380281690140845	2.535211267605634	10.140845070422536	1.6901408450704225	1.6901408450704225	4.014084507042254	6.073943661971832	6.073943661971832	6.073943661971832	6.073943661971832	8.133802816901408	4.225352112676056	5.070422535211268	5.070422535211268	5.070422535211268	5.070422535211268	6.338028169014084	32.11267605633803	97.18309859154931	97.18309859154931	97.18309859154931	97.18309859154931	65.07042253521126
771.581_C40H82O13_7.99_2640	4.7368421052631575	11.052631578947368	2.8421052631578947	11.368421052631579	9.157894736842104	3.157894736842105	9.157894736842104	12.315789473684209	3.789473684210526	8.210526315789473	17.36842105263158	3.789473684210526	4.105263157894736	5.052631578947368	2.526315789473684	3.4736842105263155	5.289473684210526	7.006578947368421	7.006578947368421	7.006578947368421	7.006578947368421	8.723684210526315	3.631578947368421	4.894736842105263	4.894736842105263	4.894736842105263	4.894736842105263	8.052631578947368	42.315789473684205	112.10526315789474	112.10526315789474	112.10526315789474	112.10526315789474	69.78947368421052
771.57__9.34_3327	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	16.363636363636363	5.454545454545454	10.909090909090908	5.454545454545454	5.454545454545454	5.454545454545454	6.4772727272727275	6.4772727272727275	6.4772727272727275	6.4772727272727275	7.5	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	43.63636363636363	103.63636363636364	103.63636363636364	103.63636363636364	103.63636363636364	60.0
770.048__8.25_672	4.0	20.0	4.0	4.0	4.0	4.0	24.0	16.0	4.0	8.0	56.0	4.0	4.0	8.0	4.0	4.0	7.0	10.75	10.75	10.75	10.75	14.5	4.0	4.0	4.0	4.0	4.0	6.0	56.0	172.0	172.0	172.0	172.0	116.0
769.547__8.25_918	9.09090909090909	7.2727272727272725	1.8181818181818181	5.454545454545454	7.2727272727272725	1.8181818181818181	16.363636363636363	10.909090909090908	5.454545454545454	9.09090909090909	41.81818181818181	1.8181818181818181	5.454545454545454	3.6363636363636362	3.6363636363636362	3.6363636363636362	6.136363636363636	8.409090909090908	8.409090909090908	8.409090909090908	8.409090909090908	10.68181818181818	4.545454545454545	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	6.363636363636363	49.090909090909086	134.54545454545453	134.54545454545453	134.54545454545453	134.54545454545453	85.45454545454544
769.508_C27H62N20O5_7.1_1516	6.0	3.0	6.0	9.0	6.0	3.0	15.0	15.0	6.0	3.0	6.0	3.0	3.0	6.0	6.0	6.0	6.375	6.375	6.375	6.375	6.375	6.375	6.0	6.0	6.0	6.0	6.0	6.0	51.0	102.0	102.0	102.0	102.0	51.0
769.483_C34H69N6O11P_7.29_3540	23.783783783783782	2.972972972972973	5.945945945945946	8.91891891891892	5.945945945945946	5.945945945945946	5.945945945945946	2.972972972972973	2.972972972972973	5.945945945945946	8.91891891891892	5.945945945945946	8.91891891891892	2.972972972972973	2.972972972972973	2.972972972972973	4.831081081081081	6.503378378378378	6.503378378378378	6.503378378378378	6.503378378378378	8.175675675675675	5.945945945945946	5.945945945945946	5.945945945945946	5.945945945945946	5.945945945945946	7.4324324324324325	38.648648648648646	104.05405405405405	104.05405405405405	104.05405405405405	104.05405405405405	65.4054054054054
768.425__3.27_4798	5.0	5.0	5.0	5.0	5.0	5.0	15.0	5.0	15.0	5.0	5.0	5.0	5.0	5.0	40.0	5.0	11.875	8.4375	8.4375	8.4375	8.4375	5.0	5.0	5.0	5.0	5.0	5.0	5.0	95.0	135.0	135.0	135.0	135.0	40.0
767.55__4.79_5988	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	48.0	96.0	96.0	96.0	96.0	48.0
767.512__6.22_5309	6.0	6.0	3.0	18.0	6.0	6.0	3.0	3.0	3.0	6.0	12.0	3.0	3.0	21.0	6.0	6.0	4.875	6.9375	6.9375	6.9375	6.9375	9.0	6.0	6.0	6.0	6.0	6.0	6.0	39.0	111.0	111.0	111.0	111.0	72.0
766.535_C30H67N15O8_7.26_1956	7.714285714285714	2.857142857142857	5.142857142857143	13.142857142857142	4.0	2.5714285714285716	8.285714285714286	8.285714285714286	3.4285714285714284	5.428571428571429	10.571428571428571	5.142857142857143	6.0	4.571428571428571	3.142857142857143	3.7142857142857144	4.464285714285714	5.875	5.875	5.875	5.875	7.285714285714286	3.857142857142857	5.142857142857143	5.142857142857143	5.142857142857143	5.142857142857143	6.857142857142858	35.714285714285715	94.0	94.0	94.0	94.0	58.285714285714285
766.494__6.5_2702	10.0	15.0	5.0	5.0	5.0	5.0	5.0	10.0	5.0	5.0	5.0	5.0	5.0	5.0	30.0	5.0	8.125	7.8125	7.8125	7.8125	7.8125	7.5	5.0	5.0	5.0	5.0	5.0	5.0	65.0	125.0	125.0	125.0	125.0	60.0
765.573__4.83_6162	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	48.0	96.0	96.0	96.0	96.0	48.0
765.531_C40H76O13_7.25_814	6.243567753001716	5.859348198970841	3.938250428816467	8.452830188679247	6.147512864493997	1.7289879931389367	5.571183533447685	6.627787307032591	2.8816466552315614	5.475128644939966	13.255574614065182	5.18696397941681	6.819897084048028	7.108061749571184	3.361921097770155	4.610634648370498	4.214408233276158	5.829331046312179	5.829331046312179	5.829331046312179	5.829331046312179	7.4442538593481995	4.274442538593482	5.715265866209263	5.715265866209263	5.715265866209263	5.715265866209263	6.72384219554031	33.715265866209265	93.26929674099486	93.26929674099486	93.26929674099486	93.26929674099486	59.554030874785596
765.489_C37H64N8O9_6.59_3997	11.200000000000001	13.066666666666666	3.7333333333333334	1.8666666666666667	3.7333333333333334	1.8666666666666667	16.8	9.333333333333334	1.8666666666666667	1.8666666666666667	3.7333333333333334	5.6000000000000005	1.8666666666666667	7.466666666666667	24.266666666666666	7.466666666666667	7.7	7.233333333333333	7.233333333333333	7.233333333333333	7.233333333333333	6.7666666666666675	3.7333333333333334	4.666666666666667	4.666666666666667	4.666666666666667	4.666666666666667	6.533333333333333	61.6	115.73333333333333	115.73333333333333	115.73333333333333	115.73333333333333	54.13333333333334
765.402__6.48_4346	4.444444444444445	4.444444444444445	11.11111111111111	13.333333333333332	8.88888888888889	2.2222222222222223	4.444444444444445	8.88888888888889	2.2222222222222223	2.2222222222222223	37.77777777777778	15.555555555555555	2.2222222222222223	13.333333333333332	2.2222222222222223	6.666666666666666	5.0	8.75	8.75	8.75	8.75	12.5	3.3333333333333335	5.555555555555555	5.555555555555555	5.555555555555555	5.555555555555555	11.11111111111111	40.0	140.0	140.0	140.0	140.0	100.0
764.526_C38H73N3O12_7.55_3736	3.7333333333333334	5.6000000000000005	3.7333333333333334	14.933333333333334	3.7333333333333334	5.6000000000000005	13.066666666666666	13.066666666666666	3.7333333333333334	16.8	9.333333333333334	1.8666666666666667	7.466666666666667	7.466666666666667	7.466666666666667	3.7333333333333334	7.233333333333333	7.583333333333333	7.583333333333333	7.583333333333333	7.583333333333333	7.933333333333334	4.666666666666667	6.533333333333333	6.533333333333333	6.533333333333333	6.533333333333333	7.466666666666667	57.86666666666667	121.33333333333333	121.33333333333333	121.33333333333333	121.33333333333333	63.46666666666667
763.517_C32H66N12O9_7.68_1943	1.435897435897436	8.615384615384615	1.435897435897436	6.461538461538462	6.461538461538462	2.1538461538461537	16.512820512820515	8.615384615384615	8.615384615384615	11.487179487179487	16.512820512820515	3.58974358974359	4.3076923076923075	6.461538461538462	4.3076923076923075	2.871794871794872	6.730769230769231	6.865384615384615	6.865384615384615	6.865384615384615	6.865384615384615	7.0	5.384615384615385	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	53.84615384615385	109.84615384615384	109.84615384615384	109.84615384615384	109.84615384615384	56.0
762.556__6.16_5450	5.0	5.0	5.0	5.0	5.0	5.0	5.0	10.0	5.0	5.0	15.0	5.0	5.0	5.0	5.0	5.0	5.0	5.9375	5.9375	5.9375	5.9375	6.875	5.0	5.0	5.0	5.0	5.0	5.0	40.0	95.0	95.0	95.0	95.0	55.0
761.573_C45H72N6O4_9.05_4236	15.0	5.0	5.0	5.0	10.0	5.0	20.0	5.0	5.0	5.0	30.0	10.0	5.0	5.0	5.0	5.0	7.5	8.75	8.75	8.75	8.75	10.0	5.0	5.0	5.0	5.0	5.0	5.0	60.0	140.0	140.0	140.0	140.0	80.0
761.265_C27H40N10O16_3.75_558	5.419354838709677	5.419354838709677	7.04516129032258	5.961290322580645	4.3354838709677415	4.3354838709677415	5.419354838709677	4.3354838709677415	4.3354838709677415	3.793548387096774	17.341935483870966	8.129032258064516	3.793548387096774	7.04516129032258	3.793548387096774	9.212903225806452	5.283870967741935	6.232258064516128	6.232258064516128	6.232258064516128	6.232258064516128	7.180645161290322	4.3354838709677415	5.419354838709677	5.419354838709677	5.419354838709677	5.419354838709677	5.6903225806451605	42.27096774193548	99.71612903225805	99.71612903225805	99.71612903225805	99.71612903225805	57.445161290322574
760.995__7.23_5348	2.1538461538461537	12.923076923076923	4.3076923076923075	8.615384615384615	4.3076923076923075	2.1538461538461537	19.384615384615383	6.461538461538462	2.1538461538461537	2.1538461538461537	19.384615384615383	2.1538461538461537	2.1538461538461537	15.076923076923077	8.615384615384615	4.3076923076923075	5.923076923076923	7.269230769230769	7.269230769230769	7.269230769230769	7.269230769230769	8.615384615384615	4.3076923076923075	4.3076923076923075	4.3076923076923075	4.3076923076923075	4.3076923076923075	7.538461538461538	47.38461538461539	116.3076923076923	116.3076923076923	116.3076923076923	116.3076923076923	68.92307692307692
760.577_C41H85N2O5Se_7.25_922	5.348927875243666	5.239766081871346	3.8206627680311893	8.187134502923978	5.1306042884990255	3.60233918128655	5.7855750487329445	7.31384015594542	2.947368421052632	5.567251461988305	14.30019493177388	6.003898635477584	5.021442495126706	6.658869395711502	2.7290448343079925	3.60233918128655	4.148148148148149	5.703703703703704	5.703703703703704	5.703703703703704	5.703703703703704	7.25925925925926	3.7115009746588696	5.294346978557506	5.294346978557506	5.294346978557506	5.294346978557506	6.3313840155945424	33.18518518518519	91.25925925925927	91.25925925925927	91.25925925925927	91.25925925925927	58.07407407407408
760.45__6.6_2884	8.0	4.0	4.0	4.0	4.0	4.0	4.0	12.0	4.0	4.0	12.0	16.0	4.0	8.0	4.0	8.0	4.5	6.5	6.5	6.5	6.5	8.5	4.0	4.0	4.0	4.0	4.0	8.0	36.0	104.0	104.0	104.0	104.0	68.0
759.74__6.51_5633	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	48.0	96.0	96.0	96.0	96.0	48.0
759.735__7.77_5003	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	48.0	96.0	96.0	96.0	96.0	48.0
759.546_C45H74O9_6.62_3061	7.096774193548387	2.5806451612903225	4.516129032258064	6.451612903225806	10.32258064516129	0.6451612903225806	6.451612903225806	7.741935483870967	1.9354838709677418	7.741935483870967	12.258064516129032	5.161290322580645	5.806451612903226	3.8709677419354835	2.5806451612903225	5.806451612903226	5.0	5.685483870967741	5.685483870967741	5.685483870967741	5.685483870967741	6.370967741935483	5.161290322580645	5.806451612903226	5.806451612903226	5.806451612903226	5.806451612903226	6.129032258064516	40.0	90.96774193548386	90.96774193548386	90.96774193548386	90.96774193548386	50.967741935483865
759.486_C37H62N10O7_7.58_2422	5.121951219512196	5.121951219512196	3.414634146341464	11.951219512195124	11.951219512195124	3.414634146341464	18.780487804878053	6.829268292682928	3.414634146341464	10.243902439024392	17.073170731707318	1.707317073170732	1.707317073170732	5.121951219512196	5.121951219512196	8.536585365853659	8.109756097560975	7.469512195121952	7.469512195121952	7.469512195121952	7.469512195121952	6.829268292682928	6.829268292682928	5.121951219512196	5.121951219512196	5.121951219512196	5.121951219512196	5.121951219512196	64.8780487804878	119.51219512195124	119.51219512195124	119.51219512195124	119.51219512195124	54.63414634146342
758.562_C38H79NO13_7.6_1802	2.4	8.8	2.4	5.6	0.8	3.2	16.0	8.8	3.2	8.0	23.2	0.8	4.8	12.0	9.6	4.0	5.8999999999999995	7.1	7.1	7.1	7.1	8.3	3.6	5.199999999999999	5.199999999999999	5.199999999999999	5.199999999999999	7.2	47.199999999999996	113.6	113.6	113.6	113.6	66.4
758.561__6.83_5181	5.0	5.0	5.0	5.0	5.0	5.0	10.0	5.0	5.0	5.0	15.0	5.0	5.0	5.0	5.0	5.0	5.625	5.9375	5.9375	5.9375	5.9375	6.25	5.0	5.0	5.0	5.0	5.0	5.0	45.0	95.0	95.0	95.0	95.0	50.0
758.561_C49H75NO5_8.91_3097	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	10.0	5.0	7640.0	10.0	5.0	5.0	5.0	10.0	6.25	483.125	483.125	483.125	483.125	960.0	5.0	5.0	5.0	5.0	5.0	5.0	50.0	7730.0	7730.0	7730.0	7730.0	7680.0
758.525__6.53_5610	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	10.476190476190476	5.238095238095238	10.476190476190476	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.892857142857142	5.892857142857142	5.892857142857142	5.892857142857142	6.5476190476190474	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	41.904761904761905	94.28571428571428	94.28571428571428	94.28571428571428	94.28571428571428	52.38095238095238
758.511__7.72_3401	11.200000000000001	1.8666666666666667	1.8666666666666667	28.0	3.7333333333333334	1.8666666666666667	13.066666666666666	14.933333333333334	5.6000000000000005	3.7333333333333334	14.933333333333334	1.8666666666666667	1.8666666666666667	7.466666666666667	1.8666666666666667	11.200000000000001	5.366666666666667	7.816666666666666	7.816666666666666	7.816666666666666	7.816666666666666	10.266666666666667	3.7333333333333334	4.666666666666667	4.666666666666667	4.666666666666667	4.666666666666667	9.333333333333334	42.93333333333334	125.06666666666666	125.06666666666666	125.06666666666666	125.06666666666666	82.13333333333334
758.009__7.61_2800	4.8275862068965525	8.448275862068966	2.4137931034482762	9.655172413793105	10.862068965517242	2.4137931034482762	9.655172413793105	7.241379310344828	1.2068965517241381	12.06896551724138	14.482758620689657	2.4137931034482762	1.2068965517241381	8.448275862068966	2.4137931034482762	2.4137931034482762	5.431034482758621	6.260775862068966	6.260775862068966	6.260775862068966	6.260775862068966	7.090517241379311	2.4137931034482762	6.03448275862069	6.03448275862069	6.03448275862069	6.03448275862069	7.844827586206897	43.44827586206897	100.17241379310346	100.17241379310346	100.17241379310346	100.17241379310346	56.72413793103449
756.554__7.17_4632	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	10.476190476190476	5.238095238095238	5.238095238095238	10.476190476190476	5.238095238095238	5.238095238095238	5.238095238095238	5.892857142857142	5.892857142857142	5.892857142857142	5.892857142857142	6.5476190476190474	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	5.238095238095238	41.904761904761905	94.28571428571428	94.28571428571428	94.28571428571428	94.28571428571428	52.38095238095238
756.535_C46H69N5O4_7.66_2737	5.0	5.0	5.0	5.0	5.0	5.0	10.0	5.0	10.0	5.0	35.0	5.0	5.0	5.0	5.0	5.0	6.25	7.5	7.5	7.5	7.5	8.75	5.0	5.0	5.0	5.0	5.0	5.0	50.0	120.0	120.0	120.0	120.0	70.0
756.034__7.69_2985	4.444444444444445	4.444444444444445	4.444444444444445	4.444444444444445	4.444444444444445	4.444444444444445	26.666666666666664	8.88888888888889	4.444444444444445	22.22222222222222	48.888888888888886	4.444444444444445	4.444444444444445	31.11111111111111	4.444444444444445	4.444444444444445	9.444444444444445	11.666666666666666	11.666666666666666	11.666666666666666	11.666666666666666	13.88888888888889	4.444444444444445	4.444444444444445	4.444444444444445	4.444444444444445	4.444444444444445	4.444444444444445	75.55555555555556	186.66666666666666	186.66666666666666	186.66666666666666	186.66666666666666	111.11111111111111
755.587_C40H84NO9S_8.54_2529	3.0153846153846158	9.476923076923079	4.307692307692308	9.476923076923079	8.184615384615386	1.2923076923076924	9.046153846153848	9.046153846153848	1.2923076923076924	7.753846153846155	13.784615384615385	0.4307692307692308	4.738461538461539	6.461538461538463	3.8769230769230774	3.4461538461538463	4.9	5.976923076923077	5.976923076923077	5.976923076923077	5.976923076923077	7.053846153846155	4.092307692307693	5.600000000000001	5.600000000000001	5.600000000000001	5.600000000000001	7.753846153846155	39.2	95.63076923076923	95.63076923076923	95.63076923076923	95.63076923076923	56.43076923076924
755.548_C39H78O13_7.06_3695	7.466666666666667	3.7333333333333334	7.466666666666667	7.466666666666667	3.7333333333333334	3.7333333333333334	18.666666666666668	11.200000000000001	3.7333333333333334	3.7333333333333334	3.7333333333333334	3.7333333333333334	7.466666666666667	3.7333333333333334	7.466666666666667	3.7333333333333334	6.533333333333333	6.299999999999999	6.299999999999999	6.299999999999999	6.299999999999999	6.066666666666666	3.7333333333333334	3.7333333333333334	3.7333333333333334	3.7333333333333334	3.7333333333333334	5.6	52.266666666666666	100.79999999999998	100.79999999999998	100.79999999999998	100.79999999999998	48.53333333333333
755.531__7.71_2867	8.470588235294118	5.647058823529412	5.647058823529412	11.294117647058824	19.764705882352942	2.823529411764706	8.470588235294118	5.647058823529412	2.823529411764706	8.470588235294118	22.58823529411765	2.823529411764706	2.823529411764706	16.941176470588236	2.823529411764706	2.823529411764706	6.7058823529411775	8.11764705882353	8.11764705882353	8.11764705882353	8.11764705882353	9.529411764705882	4.235294117647059	5.647058823529412	5.647058823529412	5.647058823529412	5.647058823529412	7.0588235294117645	53.64705882352942	129.8823529411765	129.8823529411765	129.8823529411765	129.8823529411765	76.23529411764706
753.584_C40H76N6O7_9.13_3205	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	10.909090909090908	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	27.27272727272727	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	6.136363636363637	7.159090909090909	7.159090909090909	7.159090909090909	7.159090909090909	8.181818181818182	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	49.09090909090909	114.54545454545455	114.54545454545455	114.54545454545455	114.54545454545455	65.45454545454545
753.452__3.78_5589	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	48.0	96.0	96.0	96.0	96.0	48.0
