index	V9-arm-healthy-BG3	V9-arm-healthy-BG5	V9-arm-psoriasis-BG9	V9-arm-healthy-BG6	V9-arm-healthy-BG4	V9-arm-healthy-BG8	V9-arm-psoriasis-BG10	V9-arm-healthy-BG7	V9-arm-psoriasis-BG11	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
765.531_C40H76O13_7.25_814	6119.5	7716.811149524633	3641.552074330164	9969.09039181792	7623.37021031403	7380.071161048689	2130.6297176606167	8966.804091040047	1566.4580092192452	7962.607833957553	6123.809644995039	6123.809644995039	6123.809644995039	6123.809644995039	2446.213267070009	7670.090679919332	7380.071161048689	7380.071161048689	7380.071161048689	7380.071161048689	2130.6297176606167	47775.64700374532	55114.28680495535	55114.28680495535	55114.28680495535	55114.28680495535	7338.639801210026
763.38_C36H54N6O12_6.24_1350	33693.36765857479	37972.740798747065	26997.547376664057	7600.5	13808.26938136257	1208.223570869225	2642.6170712607677	5499.500391542679	1731.9855129209084	16630.433633516055	14572.750195771343	14572.750195771343	14572.750195771343	14572.750195771343	10457.383320281911	10704.384690681285	7600.5	7600.5	7600.5	7600.5	2642.6170712607677	99782.60180109633	131154.75176194208	131154.75176194208	131154.75176194208	131154.75176194208	31372.149960845734
761.265_C27H40N10O16_3.75_558	7321.91554151106	10060.16432059753	4864.87331226659	5722.553289284689	5708.492961792588	6118.0	5123.231829933927	5734.856075840276	4815.662166044241	6777.663698171024	6163.305499696767	6163.305499696767	6163.305499696767	6163.305499696767	4934.589102748253	5926.428037920138	5722.553289284689	5722.553289284689	5722.553289284689	5722.553289284689	4864.87331226659	40665.982189026145	55469.7494972709	55469.7494972709	55469.7494972709	55469.7494972709	14803.767308244758
760.577_C41H85N2O5Se_7.25_922	6119.5	9349.323328202498	3574.156404994014	12366.685821788951	8165.089661364802	8485.874123482128	2601.336967675731	11046.39349238926	1723.7585941508466	9255.477737871273	7048.013154894248	7048.013154894248	7048.013154894248	7048.013154894248	2633.0839889401973	8917.598725842312	8165.089661364802	8165.089661364802	8165.089661364802	8165.089661364802	2601.336967675731	55532.86642722764	63432.11839404823	63432.11839404823	63432.11839404823	63432.11839404823	7899.251966820592
751.339__4.84_6038	5221.944444444444	622218.4166666666	3275.5833333333335	19985.805555555555	37313.166666666664	4937.111111111111	31758.916666666668	2658.4444444444443	2563.5	115389.14814814815	81103.65432098765	81103.65432098765	81103.65432098765	81103.65432098765	12532.666666666666	12603.875	5221.944444444444	5221.944444444444	5221.944444444444	5221.944444444444	3275.5833333333335	692334.8888888889	729932.8888888889	729932.8888888889	729932.8888888889	729932.8888888889	37598.0
747.304__3.27_3115	3923.329479768786	263505.88053949905	1861.9190751445087	12723.113680154142	13942.227360308285	4776.709055876686	5641.171483622351	5752.0	2382.8131021194604	50770.54335260117	34945.46264183259	34945.46264183259	34945.46264183259	34945.46264183259	3295.30122029544	9237.556840077072	5641.171483622351	5641.171483622351	5641.171483622351	5641.171483622351	2382.8131021194604	304623.260115607	314509.16377649334	314509.16377649334	314509.16377649334	314509.16377649334	9885.90366088632
746.561_C28H71N15O8_6.83_435	6842.487369484676	8427.968339508252	6790.421017177501	6442.181879420681	6160.539238800943	4924.266082856181	5938.712361064332	5752.0	4579.659481306838	6424.907151678454	6206.470641068823	6206.470641068823	6206.470641068823	6206.470641068823	5769.597619849556	6301.360559110812	6160.539238800943	6160.539238800943	6160.539238800943	6160.539238800943	5938.712361064332	38549.44291007073	55858.23576961941	55858.23576961941	55858.23576961941	55858.23576961941	17308.79285954867
746.534__5.53_5327	2098943.3829787234	48024.27659574468	4283.0	7381.340425531916	51760.51063829788	4465.255319148936	3462.8510638297876	7016.829787234043	1275.7872340425533	369598.5992907801	247401.47044917257	247401.47044917257	247401.47044917257	247401.47044917257	3007.212765957447	27702.8085106383	7016.829787234043	7016.829787234043	7016.829787234043	7016.829787234043	3462.8510638297876	2217591.5957446806	2226613.234042553	2226613.234042553	2226613.234042553	2226613.234042553	9021.638297872341
744.582_C41H85N2O4Se_7.9_319	9759.293416030534	6631.097805343511	1133.7895992366412	7600.5	7280.186307251908	8594.076812977099	824.3544847328244	10279.047709923663	120.87309160305342	8357.367008587784	5802.579914122138	5802.579914122138	5802.579914122138	5802.579914122138	693.0057251908397	8097.288406488549	7280.186307251908	7280.186307251908	7280.186307251908	7280.186307251908	824.3544847328244	50144.20205152671	52223.21922709924	52223.21922709924	52223.21922709924	52223.21922709924	2079.017175572519
744.559_C33H69N13O6_9.51_2654	958384.7000000001	25695.600000000002	2651.1333333333337	6423.900000000001	183845.90000000002	6118.000000000001	1835.4	3262.9333333333334	2753.1000000000004	197288.50555555557	132330.07407407407	132330.07407407407	132330.07407407407	132330.07407407407	2413.211111111111	16059.750000000002	6118.000000000001	6118.000000000001	6118.000000000001	6118.000000000001	2651.1333333333337	1183731.0333333334	1190970.6666666667	1190970.6666666667	1190970.6666666667	1190970.6666666667	7239.633333333334
743.458_C34H66N2O15_6.02_2730	1145.1095471236229	10753.5	8715.994736842105	3574.8477356181147	7528.766217870257	4806.827662178703	10787.721664626682	4067.113219094247	2895.6793145654833	5312.694063647491	6030.61778865769	6030.61778865769	6030.61778865769	6030.61778865769	7466.465238678091	4436.970440636474	4806.827662178703	4806.827662178703	4806.827662178703	4806.827662178703	8715.994736842105	31876.164381884944	54275.56009791921	54275.56009791921	54275.56009791921	54275.56009791921	22399.395716034272
743.398_C28H59N10O9PS_6.31_2420	394.8635897435897	9300.900102564103	7159.69641025641	6535.364923076922	7264.0	6073.449025641025	6571.126153846153	7232.7089230769225	5624.94358974359	6133.54776068376	6239.672524216523	6239.672524216523	6239.672524216523	6239.672524216523	6451.922051282051	6884.036923076923	6571.126153846153	6571.126153846153	6571.126153846153	6571.126153846153	6571.126153846153	36801.286564102564	56157.05271794871	56157.05271794871	56157.05271794871	56157.05271794871	19355.766153846154
742.351__3.51_5769	4471.220930232558	1124839.953488372	2980.8139534883717	18898.36046511628	28675.430232558138	2801.9651162790697	4173.13953488372	3576.9767441860463	2563.5	197210.65116279072	132553.48449612403	132553.48449612403	132553.48449612403	132553.48449612403	3239.151162790697	11684.790697674418	4173.13953488372	4173.13953488372	4173.13953488372	4173.13953488372	2980.8139534883717	1183263.9069767443	1192981.3604651163	1192981.3604651163	1192981.3604651163	1192981.3604651163	9717.453488372092
736.527_C29H65N15O7_7.62_3516	6119.5	8654.155917047185	2998.042713089802	11172.511796042618	8694.90601217656	8642.513032724506	2531.1630517503804	10333.059836377473	1760.4041095890411	8936.107765728057	6767.361829866397	6767.361829866397	6767.361829866397	6767.361829866397	2429.869958143074	8674.530964611873	8642.513032724506	8642.513032724506	8642.513032724506	8642.513032724506	2531.1630517503804	53616.64659436834	60906.25646879757	60906.25646879757	60906.25646879757	60906.25646879757	7289.609874429223
735.522_C35H70N6O10_7.57_1119	6119.500000000001	8017.5851664048	3057.564776460506	11914.27578203114	7305.20229252964	8184.536244822169	2451.82081131267	9398.646443365235	663.4338665904871	8489.957654858832	6345.840598168516	6345.840598168516	6345.840598168516	6345.840598168516	2057.6064847878874	8101.060705613484	7305.20229252964	7305.20229252964	7305.20229252964	7305.20229252964	2451.82081131267	50939.74592915299	57112.565383516645	57112.565383516645	57112.565383516645	57112.565383516645	6172.819454363663
732.546_C37H73N5O9_6.63_965	6119.499999999999	10125.595181729563	3816.059183957666	11838.475699763263	8669.220651719816	8295.11391171146	3034.610708814928	11686.787773290627	1516.879264726361	9455.782203035787	7233.582486190408	7233.582486190408	7233.582486190408	7233.582486190408	2789.1830524996517	9397.40791672469	8295.11391171146	8295.11391171146	8295.11391171146	8295.11391171146	3034.610708814928	56734.69321821472	65102.24237571368	65102.24237571368	65102.24237571368	65102.24237571368	8367.549157498956
730.566_C33H75N7O10_7.56_1279	6119.5	8734.849054997445	3544.2668568023155	13102.534075429932	8660.869061808275	9211.030137919292	2369.704218457347	11103.771794653498	1683.044845053635	9488.759020801406	7169.952227235749	7169.952227235749	7169.952227235749	7169.952227235749	2532.338640104432	8972.939596458367	8660.869061808275	8660.869061808275	8660.869061808275	8660.869061808275	2369.704218457347	56932.55412480844	64529.57004512174	64529.57004512174	64529.57004512174	64529.57004512174	7597.015920313297
729.295__4.78_5774	404.7957317073171	179180.8719512195	4283.0	17689.138211382113	15538.93292682927	1136.0396341463415	9236.306910569107	591.959349593496	248.10060975609755	35756.95630081301	25367.682813911477	25367.682813911477	25367.682813911477	25367.682813911477	4589.135840108401	8337.486280487805	4283.0	4283.0	4283.0	4283.0	4283.0	214541.73780487807	228309.14532520328	228309.14532520328	228309.14532520328	228309.14532520328	13767.407520325203
728.463__6.7_2328	4451.895561357703	8366.318537859008	5902.057441253264	7129.117493472585	31923.843342036555	7423.206266318538	3884.0	3823.1540469973893	8498.151436031332	10519.589208006963	9044.638236147373	9044.638236147373	9044.638236147373	9044.638236147373	6094.736292428199	7276.1618798955615	7129.117493472585	7129.117493472585	7129.117493472585	7129.117493472585	5902.057441253264	63117.53524804178	81401.74412532637	81401.74412532637	81401.74412532637	81401.74412532637	18284.208877284596
