index	V15-leg-psoriasis-BF3	V15-leg-psoriasis-BD7	V15-leg-psoriasis-BE4	V15-leg-psoriasis-BF10	V15-leg-psoriasis-BE10	V15-leg-healthy-BD11	V15-leg-psoriasis-BD8	V15-leg-healthy-BF7	V15-leg-psoriasis-BE2	V15-leg-healthy-BF6	V15-leg-psoriasis-BE9	V15-leg-healthy-BE5	V15-leg-psoriasis-BE3	V15-leg-psoriasis-BD9	V15-leg-psoriasis-BF1	V15-leg-psoriasis-BF9	V15-leg-psoriasis-BF2	V15-leg-psoriasis-BE7	V15-leg-healthy-BE12	V15-leg-healthy-BF11	V15-leg-psoriasis-BE8	V15-leg-psoriasis-BE1	V15-leg-healthy-BD12	V15-leg-psoriasis-BF8	V15-leg-healthy-BE6	V15-leg-healthy-BD6	V15-leg-psoriasis-BF4	V15-leg-healthy-BF5	V15-leg-healthy-BE11	V15-leg-healthy-BD10	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Batch_4	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Batch_4	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_DESCRIPTION_2_psoriasis
973.655__5.42_3754	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	60.0	150.0	150.0	150.0	150.0	90.0
971.361__7.54_5821	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	60.0	150.0	150.0	150.0	150.0	90.0
970.671__7.82_2660	1.4482758620689655	14.482758620689655	7.241379310344827	2.896551724137931	1.4482758620689655	7.241379310344827	10.137931034482758	2.896551724137931	7.241379310344827	2.896551724137931	1.4482758620689655	10.137931034482758	7.241379310344827	8.689655172413794	4.344827586206897	1.4482758620689655	1.4482758620689655	4.344827586206897	2.896551724137931	5.793103448275862	1.4482758620689655	8.689655172413794	5.793103448275862	1.4482758620689655	1.4482758620689655	7.241379310344827	1.4482758620689655	7.241379310344827	4.344827586206897	10.137931034482758	5.6724137931034475	5.16551724137931	5.16551724137931	5.16551724137931	5.16551724137931	4.827586206896552	5.793103448275862	4.344827586206897	4.344827586206897	4.344827586206897	4.344827586206897	3.6206896551724137	68.06896551724137	154.9655172413793	154.9655172413793	154.9655172413793	154.9655172413793	86.89655172413794
969.668__7.79_1917	4.0	19.0	7.0	6.0	4.0	12.0	9.0	7.0	5.0	3.0	2.0	7.0	10.0	3.0	8.0	3.0	1.0	2.0	10.0	8.0	1.0	9.0	4.0	3.0	15.0	7.0	4.0	6.0	7.0	5.0	7.583333333333333	6.366666666666666	6.366666666666666	6.366666666666666	6.366666666666666	5.555555555555555	7.0	6.0	6.0	6.0	6.0	4.0	91.0	191.0	191.0	191.0	191.0	100.0
969.111__7.53_5447	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	60.0	150.0	150.0	150.0	150.0	90.0
968.569__6.23_4939	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	15.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.833333333333333	5.333333333333333	5.333333333333333	5.333333333333333	5.333333333333333	5.0	5.0	5.0	5.0	5.0	5.0	5.0	70.0	160.0	160.0	160.0	160.0	90.0
967.688__8.07_678	0.9230769230769229	5.538461538461537	3.6923076923076916	2.7692307692307687	4.615384615384615	9.23076923076923	11.076923076923075	4.615384615384615	7.384615384615383	8.307692307692307	1.8461538461538458	17.538461538461537	3.6923076923076916	3.6923076923076916	13.846153846153845	0.9230769230769229	2.7692307692307687	3.6923076923076916	4.615384615384615	9.23076923076923	2.7692307692307687	11.076923076923075	8.307692307692307	5.538461538461537	7.384615384615383	4.615384615384615	3.6923076923076916	6.461538461538461	15.69230769230769	20.307692307692307	9.692307692307692	6.86153846153846	6.86153846153846	6.86153846153846	6.86153846153846	4.974358974358974	8.307692307692307	5.076923076923077	5.076923076923077	5.076923076923077	5.076923076923077	3.6923076923076916	116.3076923076923	205.8461538461538	205.8461538461538	205.8461538461538	205.8461538461538	89.53846153846152
967.654__8.04_3935	8.0	8.0	8.0	4.0	4.0	4.0	4.0	4.0	8.0	12.0	4.0	8.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	16.0	6.0	5.6	5.6	5.6	5.6	5.333333333333333	4.0	4.0	4.0	4.0	4.0	4.0	72.0	168.0	168.0	168.0	168.0	96.0
965.799__6.18_5877	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	60.0	150.0	150.0	150.0	150.0	90.0
964.712__7.85_1165	1.263157894736842	20.210526315789473	7.578947368421052	5.052631578947368	1.263157894736842	7.578947368421052	2.526315789473684	3.789473684210526	1.263157894736842	5.052631578947368	5.052631578947368	10.105263157894736	7.578947368421052	3.789473684210526	1.263157894736842	1.263157894736842	1.263157894736842	3.789473684210526	2.526315789473684	7.578947368421052	1.263157894736842	6.31578947368421	7.578947368421052	3.789473684210526	10.105263157894736	11.368421052631579	6.31578947368421	6.31578947368421	1.263157894736842	8.842105263157894	6.842105263157893	5.431578947368422	5.431578947368422	5.431578947368422	5.431578947368422	4.4912280701754375	7.578947368421052	5.052631578947368	5.052631578947368	5.052631578947368	5.052631578947368	3.789473684210526	82.10526315789471	162.94736842105266	162.94736842105266	162.94736842105266	162.94736842105266	80.84210526315788
964.677__6.67_5749	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	60.0	150.0	150.0	150.0	150.0	90.0
964.583__5.02_189	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	60.0	150.0	150.0	150.0	150.0	90.0
963.622__7.98_3912	4.0	4.0	4.0	4.0	4.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	16.0	8.0	4.0	4.0	4.0	8.0	8.0	4.0	8.0	4.0	4.0	6.333333333333333	5.2	5.2	5.2	5.2	4.444444444444445	4.0	4.0	4.0	4.0	4.0	4.0	76.0	156.0	156.0	156.0	156.0	80.0
962.733__8.07_615	2.823529411764706	7.058823529411765	1.411764705882353	1.411764705882353	1.411764705882353	4.235294117647059	18.35294117647059	8.470588235294118	5.647058823529412	11.294117647058824	1.411764705882353	7.058823529411765	1.411764705882353	5.647058823529412	1.411764705882353	1.411764705882353	4.235294117647059	2.823529411764706	4.235294117647059	11.294117647058824	2.823529411764706	8.470588235294118	5.647058823529412	7.058823529411765	4.235294117647059	2.823529411764706	1.411764705882353	5.647058823529412	8.470588235294118	15.529411764705884	7.411764705882352	5.5058823529411764	5.5058823529411764	5.5058823529411764	5.5058823529411764	4.235294117647059	6.352941176470589	4.235294117647059	4.235294117647059	4.235294117647059	4.235294117647059	2.823529411764706	88.94117647058823	165.1764705882353	165.1764705882353	165.1764705882353	165.1764705882353	76.23529411764706
961.607__7.73_3285	4.0	4.0	4.0	4.0	4.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	8.0	4.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	12.0	4.0	4.0	12.0	4.0	5.666666666666667	4.933333333333334	4.933333333333334	4.933333333333334	4.933333333333334	4.444444444444445	4.0	4.0	4.0	4.0	4.0	4.0	68.0	148.0	148.0	148.0	148.0	80.0
955.525__7.06_3916	2.0	8.0	6.0	4.0	2.0	6.0	16.0	10.0	2.0	8.0	2.0	12.0	8.0	4.0	2.0	2.0	2.0	2.0	6.0	10.0	2.0	4.0	6.0	2.0	12.0	12.0	2.0	2.0	6.0	20.0	9.166666666666666	6.066666666666666	6.066666666666666	6.066666666666666	6.066666666666666	4.0	9.0	5.0	5.0	5.0	5.0	2.0	110.0	182.0	182.0	182.0	182.0	72.0
954.678__8.37_2186	3.061224489795918	20.816326530612244	7.959183673469388	3.673469387755102	2.4489795918367347	13.46938775510204	10.408163265306122	8.571428571428571	1.836734693877551	6.73469387755102	2.4489795918367347	7.959183673469388	4.8979591836734695	3.673469387755102	3.061224489795918	2.4489795918367347	3.061224489795918	3.061224489795918	6.122448979591836	11.020408163265307	1.2244897959183674	6.73469387755102	9.183673469387756	1.836734693877551	7.346938775510204	6.122448979591836	3.673469387755102	7.346938775510204	5.510204081632653	4.285714285714286	7.806122448979592	6.0	6.0	6.0	6.0	4.795918367346939	7.346938775510204	5.204081632653061	5.204081632653061	5.204081632653061	5.204081632653061	3.061224489795918	93.6734693877551	180.0	180.0	180.0	180.0	86.3265306122449
953.674__8.39_629	1.6438356164383563	24.383561643835616	5.205479452054795	2.191780821917808	5.205479452054795	11.506849315068493	10.41095890410959	5.7534246575342465	3.8356164383561646	3.8356164383561646	2.73972602739726	2.73972602739726	5.205479452054795	4.383561643835616	1.6438356164383563	3.5616438356164384	2.191780821917808	6.301369863013699	2.73972602739726	7.123287671232877	1.9178082191780823	8.767123287671232	10.95890410958904	2.191780821917808	7.397260273972603	15.068493150684931	4.657534246575342	5.47945205479452	6.301369863013699	10.41095890410959	7.442922374429224	6.191780821917806	6.191780821917806	6.191780821917806	6.191780821917806	5.357686453576864	6.712328767123288	5.205479452054795	5.205479452054795	5.205479452054795	5.205479452054795	4.109589041095891	89.31506849315069	185.7534246575342	185.7534246575342	185.7534246575342	185.7534246575342	96.43835616438355
