index	V19-leg-healthy-GG9	V19-leg-psoriasis-GF8	V19-leg-psoriasis-GF9	V19-leg-healthy-GH2	V19-leg-psoriasis-GG8	V19-leg-psoriasis-GG1	V19-leg-psoriasis-GH6	V19-leg-psoriasis-partial-GF7	V19-leg-healthy-GG4	V19-leg-psoriasis-GH4	V19-leg-healthy-GF2	V19-leg-healthy-GF11	V19-leg-psoriasis-GG12	V19-leg-psoriasis-partial-GF4	V19-leg-psoriasis-GH1	V19-leg-psoriasis-GG2	V19-leg-psoriasis-GG10	V19-leg-psoriasis-GF10	V19-leg-healthy-GF1	V19-leg-psoriasis-GG5	V19-leg-psoriasis-GG6	V19-leg-psoriasis-GG7	V19-leg-psoriasis-partial-GF3	V19-leg-psoriasis-GF12	V19-leg-psoriasis-GG11	V19-leg-psoriasis-GG3	V19-leg-healthy-GH3	V19-leg-psoriasis-GH5	V19-leg-psoriasis-partial-GF5	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Batch_4	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Body_side_right	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Batch_4	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Body_side_right	GROUP_SUM_DESCRIPTION_2_psoriasis
995.65__9.84_5856	9.0	3.0	3.0	3.0	45.0	3.0	6.0	9.0	33.0	3.0	3.0	3.0	3.0	153.0	3.0	3.0	3.0	102.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	513.0	3.0	3.0	3.0	8.142857142857142	32.172413793103445	32.172413793103445	32.172413793103445	32.172413793103445	39.81818181818182	3.0	3.0	3.0	3.0	3.0	3.0	57.0	933.0	933.0	933.0	933.0	876.0
99.531__4.61_1540	6.5	2.3333333333333335	2.8333333333333335	5.666666666666667	5.666666666666667	5.5	5.333333333333333	6.5	2.1666666666666665	1.5	1.6666666666666667	2.5	3.0	10.0	4.166666666666667	1.6666666666666667	2.0	4.666666666666667	2.8333333333333335	5.666666666666667	5.5	6.5	25.666666666666668	4.0	13.333333333333334	11.5	12.666666666666666	16.0	20.0	4.857142857142857	6.804597701149426	6.804597701149426	6.804597701149426	6.804597701149426	7.424242424242425	2.8333333333333335	5.5	5.5	5.5	5.5	5.5	34.0	197.33333333333334	197.33333333333334	197.33333333333334	197.33333333333334	163.33333333333334
99.531__4.16_1538	5.333333333333333	1.8666666666666667	1.6	3.3333333333333335	1.6	6.266666666666667	5.2	6.133333333333334	1.8666666666666667	2.4	2.933333333333333	6.933333333333334	2.1333333333333333	4.666666666666667	8.4	4.0	1.6	2.8	4.533333333333333	2.933333333333333	4.0	5.466666666666667	8.533333333333333	3.7333333333333334	18.666666666666668	17.466666666666665	7.333333333333333	6.933333333333334	6.8	4.609523809523809	5.360919540229886	5.360919540229886	5.360919540229886	5.360919540229886	5.6000000000000005	4.533333333333333	4.533333333333333	4.533333333333333	4.533333333333333	4.533333333333333	4.333333333333334	32.266666666666666	155.4666666666667	155.4666666666667	155.4666666666667	155.4666666666667	123.2
989.614__8.21_4778	6.0	3.0	3.0	9.0	6.0	3.0	9.0	9.0	3.0	3.0	3.0	3.0	3.0	6.0	3.0	3.0	3.0	21.0	3.0	3.0	3.0	3.0	6.0	6.0	3.0	9.0	6.0	3.0	3.0	4.714285714285714	5.068965517241379	5.068965517241379	5.068965517241379	5.068965517241379	5.181818181818182	3.0	3.0	3.0	3.0	3.0	3.0	33.0	147.0	147.0	147.0	147.0	114.0
987.717__8.03_4706	3.5	3.5	3.5	3.5	7.0	3.5	10.5	7.0	3.5	3.5	3.5	3.5	3.5	7.0	3.5	3.5	3.5	7.0	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	4.224137931034483	4.224137931034483	4.224137931034483	4.224137931034483	4.454545454545454	3.5	3.5	3.5	3.5	3.5	3.5	24.5	122.5	122.5	122.5	122.5	98.0
987.559__3.37_5387	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	28.0	116.0	116.0	116.0	116.0	88.0
987.044__3.24_6202	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	28.0	116.0	116.0	116.0	116.0	88.0
983.647__7.58_4359	3.75	6.75	8.0	5.75	13.0	5.25	5.25	2.75	3.5	2.25	3.25	2.25	3.25	10.5	4.0	6.0	2.75	8.5	2.75	3.75	3.5	2.0	2.25	2.75	3.0	19.75	5.5	2.0	1.75	3.8214285714285716	5.025862068965517	5.025862068965517	5.025862068965517	5.025862068965517	5.409090909090909	3.5	3.5	3.5	3.5	3.5	3.625	26.75	145.75	145.75	145.75	145.75	119.0
982.62__7.48_4896	6.0	3.0	3.0	6.0	6.0	3.0	12.0	9.0	3.0	3.0	3.0	3.0	3.0	6.0	9.0	3.0	6.0	15.0	12.0	3.0	6.0	3.0	3.0	3.0	3.0	27.0	3.0	3.0	3.0	5.142857142857143	5.896551724137931	5.896551724137931	5.896551724137931	5.896551724137931	6.136363636363637	3.0	3.0	3.0	3.0	3.0	3.0	36.0	171.0	171.0	171.0	171.0	135.0
98.512__5.67_2114	4.833333333333333	3.8333333333333335	4.0	2.6666666666666665	3.1666666666666665	1.6666666666666667	5.333333333333333	9.0	3.8333333333333335	1.8333333333333333	2.1666666666666665	4.0	6.666666666666667	6.0	2.8333333333333335	4.5	5.5	4.5	6.333333333333333	12.5	14.0	18.833333333333332	39.666666666666664	6.666666666666667	12.833333333333334	12.5	14.5	7.666666666666667	24.0	5.476190476190475	8.477011494252874	8.477011494252874	8.477011494252874	8.477011494252874	9.431818181818182	4.0	5.5	5.5	5.5	5.5	6.333333333333334	38.33333333333333	245.83333333333334	245.83333333333334	245.83333333333334	245.83333333333334	207.5
98.512__4.61_1741	4.0	4.0	3.3684210526315788	1.7894736842105263	3.1578947368421053	1.1578947368421053	3.789473684210526	3.1578947368421053	4.0	3.473684210526316	2.9473684210526314	4.947368421052632	2.526315789473684	9.789473684210526	3.473684210526316	2.526315789473684	6.842105263157895	4.842105263157895	7.2631578947368425	5.157894736842105	2.6315789473684212	6.947368421052632	15.894736842105264	7.7894736842105265	7.157894736842105	22.736842105263158	18.94736842105263	9.473684210526315	8.526315789473685	6.270676691729323	6.286751361161524	6.286751361161524	6.286751361161524	6.286751361161524	6.291866028708134	4.0	4.0	4.0	4.0	4.0	4.421052631578947	43.89473684210526	182.31578947368422	182.31578947368422	182.31578947368422	182.31578947368422	138.42105263157896
98.512__2.39_1840	1.6363636363636365	2.3636363636363638	2.3636363636363638	4.7272727272727275	1.8181818181818181	1.4545454545454546	4.909090909090909	8.363636363636363	2.1818181818181817	1.6363636363636365	4.7272727272727275	4.0	3.272727272727273	2.090909090909091	4.636363636363637	4.2727272727272725	3.5454545454545454	2.3636363636363638	5.636363636363637	5.2727272727272725	3.4545454545454546	2.272727272727273	12.090909090909092	5.0	4.7272727272727275	9.727272727272727	2.8181818181818183	5.909090909090909	3.4545454545454546	3.675324675324675	4.163009404388715	4.163009404388715	4.163009404388715	4.163009404388715	4.318181818181819	4.0	3.5454545454545454	3.5454545454545454	3.5454545454545454	3.5454545454545454	3.5	25.727272727272727	120.72727272727273	120.72727272727273	120.72727272727273	120.72727272727273	95.00000000000001
98.013__10.03_149	8.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	24.0	8.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	8.0	5.103448275862069	5.103448275862069	5.103448275862069	5.103448275862069	4.181818181818182	4.0	4.0	4.0	4.0	4.0	4.0	56.0	148.0	148.0	148.0	148.0	92.0
979.617__7.57_3001	4.533333333333333	4.0	3.7333333333333334	3.7333333333333334	10.266666666666667	4.933333333333334	5.866666666666666	2.533333333333333	4.0	3.466666666666667	3.2	4.0	3.066666666666667	6.4	5.6	6.133333333333334	2.1333333333333333	8.533333333333333	4.0	2.933333333333333	4.8	2.933333333333333	5.733333333333333	2.8	2.533333333333333	15.6	3.7333333333333334	1.3333333333333333	2.933333333333333	3.8857142857142857	4.671264367816092	4.671264367816092	4.671264367816092	4.671264367816092	4.921212121212121	4.0	4.0	4.0	4.0	4.0	3.8666666666666667	27.2	135.46666666666667	135.46666666666667	135.46666666666667	135.46666666666667	108.26666666666667
978.691__7.53_4572	5.2	4.8	0.8	4.0	7.2	4.8	7.6	2.8	4.8	4.4	4.4	3.2	1.6	6.8	4.0	6.4	1.6	12.8	5.2	3.6	8.4	2.8	5.2	2.8	1.2	24.0	4.8	0.8	1.2	4.514285714285714	5.0758620689655185	5.0758620689655185	5.0758620689655185	5.0758620689655185	5.254545454545455	4.8	4.4	4.4	4.4	4.4	4.2	31.599999999999998	147.20000000000005	147.20000000000005	147.20000000000005	147.20000000000005	115.60000000000001
975.718__8.45_3720	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	6.0	3.0	24.0	3.0	3.0	6.0	15.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	9.0	3.0	3.0	3.0	3.4285714285714284	4.551724137931035	4.551724137931035	4.551724137931035	4.551724137931035	4.909090909090909	3.0	3.0	3.0	3.0	3.0	3.0	24.0	132.0	132.0	132.0	132.0	108.0
975.661__9.34_4891	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	12.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	8.0	4.0	4.0	4.0	4.0	4.413793103448276	4.413793103448276	4.413793103448276	4.413793103448276	4.545454545454546	4.0	4.0	4.0	4.0	4.0	4.0	28.0	128.0	128.0	128.0	128.0	100.0
974.658__7.53_3150	6.181818181818182	1.4545454545454546	4.0	5.090909090909091	12.363636363636363	2.1818181818181817	8.0	5.818181818181818	1.4545454545454546	3.272727272727273	2.909090909090909	4.0	3.6363636363636362	4.0	4.7272727272727275	5.454545454545454	2.909090909090909	12.363636363636363	3.272727272727273	2.1818181818181817	5.090909090909091	1.8181818181818181	4.7272727272727275	2.5454545454545454	0.36363636363636365	26.90909090909091	4.0	1.8181818181818181	2.5454545454545454	3.844155844155844	5.0031347962382435	5.0031347962382435	5.0031347962382435	5.0031347962382435	5.37190082644628	4.0	4.0	4.0	4.0	4.0	3.8181818181818183	26.90909090909091	145.09090909090907	145.09090909090907	145.09090909090907	145.09090909090907	118.18181818181817
973.655__5.42_3754	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	28.0	116.0	116.0	116.0	116.0	88.0
973.642__8.82_4479	6.0	3.0	3.0	3.0	12.0	3.0	15.0	6.0	9.0	3.0	3.0	3.0	3.0	12.0	3.0	3.0	3.0	21.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	9.0	3.0	3.0	3.0	4.285714285714286	5.275862068965517	5.275862068965517	5.275862068965517	5.275862068965517	5.590909090909091	3.0	3.0	3.0	3.0	3.0	3.0	30.0	153.0	153.0	153.0	153.0	123.0
971.361__7.54_5821	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	28.0	116.0	116.0	116.0	116.0	88.0
971.158__9.75_6081	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	6.0	3.0	3.0	3.0	3.0	66.0	3.0	3.0	3.0	24.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	39.0	3.0	3.0	3.0	3.4285714285714284	7.241379310344827	7.241379310344827	7.241379310344827	7.241379310344827	8.454545454545455	3.0	3.0	3.0	3.0	3.0	3.0	24.0	210.0	210.0	210.0	210.0	186.0
97.514__5.71_3499	2.2857142857142856	2.2857142857142856	3.4285714285714284	4.571428571428571	3.4285714285714284	2.2857142857142856	8.0	2.2857142857142856	2.2857142857142856	3.4285714285714284	3.4285714285714284	2.2857142857142856	4.571428571428571	2.2857142857142856	4.571428571428571	2.2857142857142856	1.1428571428571428	4.571428571428571	4.571428571428571	3.4285714285714284	4.571428571428571	1.1428571428571428	17.142857142857142	4.571428571428571	8.0	13.714285714285714	3.4285714285714284	6.857142857142857	11.428571428571429	3.2653061224489797	4.76847290640394	4.76847290640394	4.76847290640394	4.76847290640394	5.246753246753247	3.4285714285714284	3.4285714285714284	3.4285714285714284	3.4285714285714284	3.4285714285714284	4.0	22.857142857142858	138.28571428571428	138.28571428571428	138.28571428571428	138.28571428571428	115.42857142857143
969.668__6.85_3076	4.0	12.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	12.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	4.571428571428571	4.827586206896552	4.827586206896552	4.827586206896552	4.827586206896552	4.909090909090909	4.0	4.0	4.0	4.0	4.0	4.0	32.0	140.0	140.0	140.0	140.0	108.0
969.111__7.53_5447	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	28.0	116.0	116.0	116.0	116.0	88.0
967.654__8.04_3935	5.0	5.090909090909091	4.181818181818182	4.2727272727272725	12.090909090909092	1.0	6.454545454545454	4.2727272727272725	3.3636363636363638	2.4545454545454546	2.8181818181818183	4.0	2.0	12.818181818181818	3.6363636363636362	6.7272727272727275	2.8181818181818183	11.272727272727273	4.0	3.090909090909091	6.2727272727272725	2.0	5.545454545454546	2.6363636363636362	1.3636363636363635	27.0	4.090909090909091	1.0	2.272727272727273	3.935064935064935	5.294670846394985	5.294670846394985	5.294670846394985	5.294670846394985	5.7272727272727275	4.0	4.0	4.0	4.0	4.0	3.909090909090909	27.545454545454543	153.54545454545456	153.54545454545456	153.54545454545456	153.54545454545456	126.0
965.799__6.18_5877	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	28.0	116.0	116.0	116.0	116.0	88.0
965.514__3.3_5490	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	28.0	116.0	116.0	116.0	116.0	88.0
964.712__6.79_3416	4.0	4.0	4.0	4.0	4.0	4.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	12.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.413793103448276	4.413793103448276	4.413793103448276	4.413793103448276	4.545454545454546	4.0	4.0	4.0	4.0	4.0	4.0	28.0	128.0	128.0	128.0	128.0	100.0
964.677__6.67_5749	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	28.0	116.0	116.0	116.0	116.0	88.0
964.583__5.02_189	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	28.0	116.0	116.0	116.0	116.0	88.0
963.622__7.98_3912	5.027027027027027	5.27027027027027	3.4864864864864864	4.216216216216216	15.243243243243242	2.5135135135135136	6.243243243243243	4.945945945945946	2.0270270270270268	2.5945945945945943	3.8108108108108105	4.135135135135135	3.0	8.91891891891892	4.864864864864865	6.405405405405405	2.6756756756756754	14.189189189189188	4.945945945945946	2.3513513513513513	4.621621621621621	1.7027027027027026	5.513513513513513	2.918918918918919	1.8648648648648647	32.5945945945946	3.081081081081081	0.48648648648648646	1.135135135135135	3.8918918918918917	5.544268406337372	5.544268406337372	5.544268406337372	5.544268406337372	6.070024570024569	4.135135135135135	4.135135135135135	4.135135135135135	4.135135135135135	4.135135135135135	4.0540540540540535	27.243243243243242	160.7837837837838	160.7837837837838	160.7837837837838	160.7837837837838	133.54054054054052
962.698__8.06_4795	3.7209302325581395	3.5348837209302326	2.7906976744186047	3.7209302325581395	12.465116279069768	1.4883720930232558	8.0	4.651162790697675	3.1627906976744184	4.27906976744186	3.5348837209302326	2.4186046511627906	2.046511627906977	15.627906976744185	4.27906976744186	6.883720930232558	2.046511627906977	15.44186046511628	3.9069767441860463	2.9767441860465116	5.209302325581396	1.6744186046511629	6.6976744186046515	3.5348837209302326	2.4186046511627906	37.02325581395349	5.767441860465116	1.4883720930232558	2.604651162790698	3.7475083056478407	5.97914995990377	5.97914995990377	5.97914995990377	5.97914995990377	6.689217758985202	3.7209302325581395	3.7209302325581395	3.7209302325581395	3.7209302325581395	3.7209302325581395	3.9069767441860463	26.232558139534884	173.39534883720933	173.39534883720933	173.39534883720933	173.39534883720933	147.16279069767444
961.607__7.73_3285	3.0	3.0	6.0	12.0	9.0	3.0	9.0	6.0	3.0	3.0	3.0	3.0	6.0	18.0	3.0	3.0	3.0	6.0	6.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.714285714285714	4.758620689655173	4.758620689655173	4.758620689655173	4.758620689655173	4.7727272727272725	3.0	3.0	3.0	3.0	3.0	3.0	33.0	138.0	138.0	138.0	138.0	105.0
958.665__8.09_4410	5.0	6.428571428571428	4.285714285714286	3.8095238095238093	18.095238095238095	1.4285714285714286	3.571428571428571	5.714285714285714	2.619047619047619	2.857142857142857	3.095238095238095	2.619047619047619	2.380952380952381	18.57142857142857	4.761904761904762	5.714285714285714	2.380952380952381	20.476190476190474	3.571428571428571	1.1904761904761905	4.285714285714286	2.380952380952381	4.285714285714286	3.8095238095238093	1.4285714285714286	38.095238095238095	4.0476190476190474	1.6666666666666665	2.142857142857143	3.5374149659863945	6.231527093596058	6.231527093596058	6.231527093596058	6.231527093596058	7.088744588744588	3.571428571428571	3.8095238095238093	3.8095238095238093	3.8095238095238093	3.8095238095238093	4.0476190476190474	24.761904761904763	180.71428571428567	180.71428571428567	180.71428571428567	180.71428571428567	155.95238095238093
957.631__7.62_4085	6.0	5.0	3.0	7.0	9.0	2.0	9.0	7.0	6.0	6.0	1.0	1.0	2.0	1.0	4.0	6.0	4.0	4.0	5.0	4.0	5.0	1.0	7.0	2.0	1.0	20.0	6.0	3.0	4.0	4.571428571428571	4.862068965517241	4.862068965517241	4.862068965517241	4.862068965517241	4.954545454545454	6.0	4.0	4.0	4.0	4.0	4.0	32.0	141.0	141.0	141.0	141.0	109.0
956.655__7.73_4299	2.0	6.0	4.0	4.0	2.0	8.0	6.0	4.0	8.0	2.0	2.0	6.0	6.0	20.0	6.0	20.0	6.0	4.0	2.0	2.0	14.0	2.0	2.0	2.0	4.0	10.0	12.0	4.0	2.0	5.142857142857143	5.931034482758621	5.931034482758621	5.931034482758621	5.931034482758621	6.181818181818182	4.0	4.0	4.0	4.0	4.0	4.0	36.0	172.0	172.0	172.0	172.0	136.0
955.525__7.06_3916	2.142857142857143	6.428571428571428	4.714285714285714	4.714285714285714	9.428571428571429	6.857142857142857	8.571428571428571	6.428571428571428	5.142857142857142	4.714285714285714	4.714285714285714	3.4285714285714284	4.714285714285714	4.714285714285714	4.285714285714286	6.0	2.142857142857143	3.4285714285714284	3.4285714285714284	2.142857142857143	3.0	1.7142857142857142	3.8571428571428568	2.142857142857143	3.0	6.857142857142857	4.285714285714286	2.142857142857143	3.4285714285714284	3.9795918367346936	4.433497536945812	4.433497536945812	4.433497536945812	4.433497536945812	4.577922077922078	4.285714285714286	4.285714285714286	4.285714285714286	4.285714285714286	4.285714285714286	4.5	27.857142857142854	128.57142857142856	128.57142857142856	128.57142857142856	128.57142857142856	100.71428571428571
952.672__6.62_2982	3.0	3.0	3.0	3.0	3.0	6.0	3.0	9.0	9.0	3.0	3.0	9.0	3.0	9.0	3.0	12.0	3.0	3.0	3.0	3.0	6.0	3.0	3.0	6.0	3.0	3.0	3.0	3.0	3.0	4.714285714285714	4.448275862068965	4.448275862068965	4.448275862068965	4.448275862068965	4.363636363636363	3.0	3.0	3.0	3.0	3.0	3.0	33.0	129.0	129.0	129.0	129.0	96.0
952.129__10.01_5702	42.0	3.0	3.0	3.0	108.0	3.0	24.0	33.0	39.0	3.0	3.0	3.0	3.0	726.0	3.0	9.0	3.0	252.0	3.0	3.0	3.0	3.0	6.0	3.0	3.0	831.0	3.0	3.0	9.0	13.714285714285714	73.55172413793103	73.55172413793103	73.55172413793103	73.55172413793103	92.5909090909091	3.0	3.0	3.0	3.0	3.0	3.0	96.0	2133.0	2133.0	2133.0	2133.0	2037.0
947.627__8.85_4617	6.0	3.0	3.0	3.0	3.0	3.0	6.0	6.0	6.0	3.0	3.0	3.0	3.0	12.0	3.0	3.0	3.0	9.0	3.0	3.0	3.0	3.0	3.0	3.0	6.0	6.0	3.0	3.0	3.0	3.857142857142857	4.137931034482759	4.137931034482759	4.137931034482759	4.137931034482759	4.2272727272727275	3.0	3.0	3.0	3.0	3.0	3.0	27.0	120.0	120.0	120.0	120.0	93.0
946.666__7.58_5264	3.0	12.0	12.0	3.0	12.0	3.0	9.0	3.0	9.0	3.0	3.0	3.0	3.0	21.0	3.0	3.0	3.0	6.0	3.0	3.0	9.0	3.0	15.0	6.0	3.0	36.0	3.0	3.0	3.0	3.857142857142857	6.931034482758621	6.931034482758621	6.931034482758621	6.931034482758621	7.909090909090909	3.0	3.0	3.0	3.0	3.0	3.0	27.0	201.0	201.0	201.0	201.0	174.0
945.588__8.23_4782	3.0	6.0	3.0	3.0	3.0	3.0	21.0	12.0	6.0	3.0	3.0	3.0	3.0	27.0	3.0	3.0	3.0	18.0	3.0	3.0	3.0	3.0	6.0	3.0	9.0	3.0	3.0	3.0	3.0	3.4285714285714284	5.793103448275862	5.793103448275862	5.793103448275862	5.793103448275862	6.545454545454546	3.0	3.0	3.0	3.0	3.0	3.0	24.0	168.0	168.0	168.0	168.0	144.0
940.632__8.28_4703	6.0	6.0	3.0	3.0	9.0	3.0	9.0	3.0	3.0	3.0	3.0	3.0	3.0	15.0	3.0	3.0	3.0	6.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	9.0	3.0	3.0	3.0	3.4285714285714284	4.344827586206897	4.344827586206897	4.344827586206897	4.344827586206897	4.636363636363637	3.0	3.0	3.0	3.0	3.0	3.0	24.0	126.0	126.0	126.0	126.0	102.0
939.621__7.53_3295	6.571428571428571	3.7142857142857144	5.142857142857143	5.428571428571429	11.0	4.428571428571429	5.142857142857143	3.2857142857142856	3.4285714285714284	4.428571428571429	4.857142857142857	3.7142857142857144	3.5714285714285716	4.142857142857143	6.0	8.142857142857142	1.1428571428571428	5.428571428571429	3.0	3.857142857142857	8.142857142857142	0.7142857142857143	3.4285714285714284	3.0	2.5714285714285716	18.857142857142858	5.142857142857143	1.7142857142857142	2.142857142857143	4.591836734693878	4.901477832512315	4.901477832512315	4.901477832512315	4.901477832512315	4.999999999999999	4.857142857142857	4.142857142857143	4.142857142857143	4.142857142857143	4.142857142857143	4.0	32.142857142857146	142.14285714285714	142.14285714285714	142.14285714285714	142.14285714285714	109.99999999999999
939.599__7.91_3785	10.0	4.0	2.0	6.0	16.0	2.0	16.0	8.0	2.0	2.0	4.0	2.0	6.0	10.0	2.0	6.0	4.0	8.0	2.0	2.0	4.0	2.0	6.0	6.0	2.0	32.0	10.0	4.0	4.0	5.142857142857143	6.344827586206897	6.344827586206897	6.344827586206897	6.344827586206897	6.7272727272727275	4.0	4.0	4.0	4.0	4.0	4.0	36.0	184.0	184.0	184.0	184.0	148.0
936.681__7.2_2484	8.666666666666666	2.6666666666666665	4.666666666666667	5.333333333333333	4.0	4.666666666666667	1.3333333333333333	6.666666666666667	2.0	4.0	1.3333333333333333	3.3333333333333335	3.3333333333333335	10.0	4.0	5.333333333333333	3.3333333333333335	5.333333333333333	0.6666666666666666	2.0	5.333333333333333	3.3333333333333335	8.666666666666666	6.0	2.0	6.0	4.666666666666667	2.6666666666666665	6.666666666666667	3.7142857142857144	4.413793103448276	4.413793103448276	4.413793103448276	4.413793103448276	4.636363636363637	3.3333333333333335	4.0	4.0	4.0	4.0	4.333333333333334	26.0	128.0	128.0	128.0	128.0	102.00000000000001
936.089__7.55_5859	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	28.0	116.0	116.0	116.0	116.0	88.0
935.84__7.59_1963	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	28.0	116.0	116.0	116.0	116.0	88.0
