index	V10-arm-healthy-BC3	V10-arm-healthy-BC6	V10-back-healthy-BC9	V10-arm-psoriasis-BC7	V10-back-healthy-BC8	V10-back-healthy-BE12	V10-arm-healthy-BC4	V10-arm-healthy-BC5	V10-back-psoriasis-BD11	V10-back-healthy-BC10	V10-back-psoriasis-BD12	V10-back-healthy-BC11	V10-back-psoriasis-BE11	V10-back-healthy-BC12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_DESCRIPTION_back	GROUP_MEAN_Body_side_left	GROUP_MEAN_Body_side_middle	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_DESCRIPTION_back	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_DESCRIPTION_back	GROUP_SUM_Body_side_left	GROUP_SUM_Body_side_middle	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
958.665__8.09_4410	401.0202511387418	2162.644925783929	389.56252967763487	504.139744288704	1077.0258173440495	183.32354337771054	2469.1389748685388	965.313033098257	578.6149337858989	1987.9146735020486	146.0859486291131	741.8874646066723	335.1383527373771	283.578606162396	1066.140981955998	873.2420570715052	1300.4513858356343	635.9035410914333	1300.4513858356343	635.9035410914333	873.2420570715052	390.9947448602733	853.6002488524647	541.3773390373015	965.313033098257	389.56252967763487	965.313033098257	389.56252967763487	541.3773390373015	419.6390485130405	10661.40981955998	12225.388799001073	6502.256929178171	5723.1318698229	6502.256929178171	5723.1318698229	12225.388799001073	1563.978979441093
956.655__7.73_4299	570.0922820191037	1520.9971951102568	1688.8702188668703	315.466084911757	1331.7175441632028	423.6258854529308	2937.2145834462517	1065.8247011661504	198.29296765881867	3432.9470025932983	87.87983793970373	1701.2635293455467	227.58624697205326	1416.2173883359947	1608.8770330499603	1208.4282477129957	1281.918969330704	1167.600069036491	1281.918969330704	1167.600069036491	1208.4282477129957	207.30628437058317	1468.6072917231259	1198.7711226646766	1065.8247011661504	1331.7175441632028	1065.8247011661504	1331.7175441632028	1198.7711226646766	212.93960731543598	16088.770330499603	16917.99546798194	6409.59484665352	10508.40062132842	6409.59484665352	10508.40062132842	16917.99546798194	829.2251374823327
955.525__7.06_3916	693.6575153796712	1316.3727848682397	890.7193095216232	599.0678541915343	934.0729042328527	1371.5500872279863	1836.615921402993	1462.1985125332842	409.88853181526025	315.2988706271233	240.4153888531815	906.4842530529794	275.88651179873284	1466.1397484161232	1119.3109907262874	908.4548709943989	1181.5825176751446	756.7172895050958	1181.5825176751446	756.7172895050958	908.4548709943989	381.31457166467715	1125.2228445505461	898.6017812873013	1316.3727848682397	890.7193095216232	1316.3727848682397	890.7193095216232	898.6017812873013	342.8875218069966	11193.109907262875	12718.368193921584	5907.912588375722	6810.455605545862	5907.912588375722	6810.455605545862	12718.368193921584	1525.2582866587086
954.678__8.37_2186	556.638149227381	1571.8538410825004	292.7397520548143	472.9982200688625	1186.8217534044934	178.81640026993583	1573.295908826613	1031.0784370403558	331.6755811458487	1417.552592462475	112.48128404076608	1522.8235377826793	392.2424263985689	447.0410006748396	977.8661372826085	792.0042060342952	1041.1729112491425	653.5771475816023	1041.1729112491425	653.5771475816023	792.0042060342952	327.34937791351155	1108.9500952224246	514.8181846481217	1031.0784370403558	392.2424263985689	1031.0784370403558	392.2424263985689	514.8181846481217	361.9590037722088	9778.661372826085	11088.058884480133	5205.864556245713	5882.194328234421	5205.864556245713	5882.194328234421	11088.058884480133	1309.3975116540462
953.674__8.39_629	977.8455605340587	1696.2627070488772	673.8998447008662	416.77404974096845	1146.704291552499	157.34563572172843	1994.06810539049	1037.7136560769602	401.42325601201935	1573.4563572172842	128.1791276367251	1143.634132806709	239.4723821716062	447.4756371988667	1084.8405928248337	859.5896245578327	1224.532815758271	656.843407224256	1224.532815758271	656.843407224256	859.5896245578327	296.46220389032976	1090.6738944418346	825.8727026174624	1037.7136560769602	447.4756371988667	1037.7136560769602	447.4756371988667	825.8727026174624	320.4478190918128	10848.405928248338	12034.254743809659	6122.664078791355	5911.590665018304	6122.664078791355	5911.590665018304	12034.254743809659	1185.848815561319
948.718__8.39_340	374.4388668316453	2408.650018368949	414.0429777465309	301.8313301543551	1264.331237843392	208.2216134464438	2253.8339484289418	1575.1635022965847	496.85157329583706	1117.9160399156333	139.21445048868864	1609.3670526321678	120.01245731783503	646.2670826565417	1187.223234016683	923.581582244539	1382.7835332160953	668.4693872603411	1382.7835332160953	668.4693872603411	923.581582244539	264.47745281417895	1191.1236388795128	571.5593279761894	1575.1635022965847	496.85157329583706	1575.1635022965847	496.85157329583706	571.5593279761894	220.52289032152186	11872.232340166829	12930.142151423546	6913.917666080476	6016.22448534307	6913.917666080476	6016.22448534307	12930.142151423546	1057.9098112567158
945.613__9.4_5478	25154.724988537368	1177.1915635029802	619.5745071068317	557.6170563961485	681.5319578175149	309.78725355341584	1363.0639156350298	1363.0639156350298	681.5319578175149	557.6170563961485	433.7021549747822	991.3192113709307	557.6170563961485	185.8723521320495	3240.37467216873	2473.872496233707	5923.132287941311	557.6170563961485	5923.132287941311	557.6170563961485	2473.872496233707	557.6170563961485	836.4255845942228	650.5532324621734	1363.0639156350298	557.6170563961485	1363.0639156350298	557.6170563961485	650.5532324621734	557.6170563961485	32403.746721687297	34634.214947271896	29615.661439706557	5018.553507565337	29615.661439706557	5018.553507565337	34634.214947271896	2230.468225584594
945.588__8.23_4782	857.711075781664	1298.9972089736796	491.0085143967497	1398.4419713831478	1162.2606606606607	571.8073838544427	366.7025613849143	304.54958487899665	621.5297650591768	316.9801801801802	385.34845433668966	360.48726373432254	3809.9774598127538	615.3144674085851	634.5818901254196	897.2226108461402	845.2804804804804	926.0793499381736	845.2804804804804	926.0793499381736	897.2226108461402	1553.8244126479422	531.4079491255962	593.5609256315139	857.711075781664	571.8073838544427	857.711075781664	571.8073838544427	593.5609256315139	1009.9858682211623	6345.818901254196	12561.116551845964	4226.402402402402	8334.714149443562	4226.402402402402	8334.714149443562	12561.116551845964	6215.297650591769
936.681__7.2_2484	13504.880622561515	2051.734270274839	1076.6526368768957	190.95348654043056	1149.7837593817414	377.84413294170304	1426.056888844492	650.0544222652956	304.7130104368573	1109.1553579901606	341.27857168928017	1243.2290825823777	174.70212598379817	296.5873301585411	2288.597850387756	1706.973264180566	3564.735938097315	674.8828897823728	3564.735938097315	674.8828897823728	1706.973264180566	252.91179866259154	1129.4695586859511	863.3535295710956	1426.056888844492	377.84413294170304	1426.056888844492	377.84413294170304	863.3535295710956	247.83324848864393	22885.97850387756	23897.625698527925	17823.679690486573	6073.946008041355	17823.679690486573	6073.946008041355	23897.625698527925	1011.6471946503661
929.674__10.01_3394	722242.0268084122	1449.4707649641782	1176.8638779755024	405.58585625144434	738.033279408366	784.575918650335	5305.860873584468	731.3843309452275	478.7242893459671	438.8305985671365	957.4485786919342	591.7564132193204	837.7675063554424	305.85162930436786	73376.46544950308	52603.1557661197	146026.8657268315	701.0946768353747	146026.8657268315	701.0946768353747	52603.1557661197	669.881557661197	761.3045990293505	761.3045990293505	1449.4707649641782	738.033279408366	1449.4707649641782	738.033279408366	761.3045990293505	658.2458978507048	733764.6544950309	736444.1807256758	730134.3286341574	6309.852091518372	730134.3286341574	6309.852091518372	736444.1807256758	2679.526230644788
927.494__6.39_3864	1302.4577432682854	1558.6283420627585	351.84877424783065	675.920013686622	672.8336209300621	648.1424788775828	2271.5850688281	1040.1143589606925	179.01077988047524	1092.583035822211	478.3908772667873	154.3196378279959	169.7516016107955	1018.5096096647729	1011.102267049029	829.5782816382119	1369.7411053612918	529.4878240142793	1369.7411053612918	529.4878240142793	829.5782816382119	375.76831811117	1029.3119843127326	674.3768173083421	1302.4577432682854	478.3908772667873	1302.4577432682854	478.3908772667873	674.3768173083421	328.70082857363127	10111.02267049029	11614.095942934968	6848.705526806459	4765.390416128514	6848.705526806459	4765.390416128514	11614.095942934968	1503.07327244468
927.133__10.01_6149	864.3724696356276	553.1983805668016	1599.089068825911	1305.2024291497976	769.2914979757085	432.1862348178138	406.2550607287449	1227.408906882591	466.7611336032389	1123.6842105263158	11478.866396761134	1391.6396761133603	1037.246963562753	311.17408906882594	867.82995951417	1640.455465587045	871.2874493927123	2067.7710301394513	871.2874493927123	2067.7710301394513	1640.455465587045	3572.019230769231	816.831983805668	950.8097165991903	864.3724696356276	1037.246963562753	864.3724696356276	1037.246963562753	950.8097165991903	1171.2246963562752	8678.2995951417	22966.37651821863	4356.437246963562	18609.93927125506	4356.437246963562	18609.93927125506	22966.37651821863	14288.076923076924
926.079__6.95_5795	11197.796849898145	1080.9754384802663	1579.8871793173123	540.4877192401332	845.3782275294391	762.2262707232647	1372.0072873018764	734.5089517878733	679.0743139170904	1094.8340979479622	166.30391361234868	651.356994981699	388.0424650954802	609.7810165786118	1992.8752314546448	1550.1900518865361	2985.155249341659	752.9871644114677	2985.155249341659	752.9871644114677	1550.1900518865361	443.47710296626315	963.1768330048527	748.367611255569	1080.9754384802663	679.0743139170904	1080.9754384802663	679.0743139170904	748.367611255569	464.2650921678067	19928.752314546447	21702.660726411505	14925.776246708294	6776.884479703209	14925.776246708294	6776.884479703209	21702.660726411505	1773.9084118650526
921.486__3.14_5302	568.111448348145	454.48915867851605	420.40247177762734	488.57584557940476	1022.6006070266611	1852.043321614953	522.6625324802934	1079.4117518614755	636.2848221499224	204.52012140533222	840.8049435552547	602.1981352490337	363.5913269428128	602.1981352490337	732.8637683691071	689.8496158513188	622.6501473895669	727.1826538856257	622.6501473895669	727.1826538856257	689.8496158513188	582.3142345568486	585.1547917985894	585.1547917985894	522.6625324802934	602.1981352490337	522.6625324802934	602.1981352490337	585.1547917985894	562.4303338646636	7328.637683691071	9657.894621918464	3113.2507369478344	6544.643884970631	3113.2507369478344	6544.643884970631	9657.894621918464	2329.2569382273946
921.01__3.16_6119	5232.414570033796	1070.266616597822	654.0518212542245	594.5925647765678	654.0518212542245	1129.7258730754786	416.2147953435974	772.9703342095381	535.133308298911	535.133308298911	356.75553886594065	832.4295906871948	594.5925647765678	832.4295906871948	1212.9688321441984	1015.0544498685691	1617.2917761922643	680.4781574665164	1617.2917761922643	680.4781574665164	1015.0544498685691	520.2684941794969	802.6999624483665	654.0518212542245	772.9703342095381	654.0518212542245	772.9703342095381	654.0518212542245	654.0518212542245	564.8629365377394	12129.688321441983	14210.762298159967	8086.4588809613215	6124.303417198648	8086.4588809613215	6124.303417198648	14210.762298159967	2081.0739767179875
920.686__7.8_1762	662.1880185641402	2308.609244818919	505.3418025342317	395.36383448959174	915.5549829201461	362.88089034138585	2313.24966541152	1303.0301024023165	168.91130957067065	1309.5266912319576	76.5669397779139	1053.8395165796512	66.35801447419205	700.2394674234671	1143.4460382227737	867.2614628957218	1396.4881731372975	573.2466238726241	1396.4881731372975	573.2466238726241	867.2614628957218	176.8000245780921	984.6972497498987	681.2137429938036	1303.0301024023165	505.3418025342317	1303.0301024023165	505.3418025342317	681.2137429938036	122.73912467429227	11434.460382227737	12141.660480540106	6982.440865686487	5159.219614853617	6982.440865686487	5159.219614853617	12141.660480540106	707.2000983123684
919.596__8.0_3571	1746.4154555265309	3344.5503535083562	762.585724515628	331.8660097429122	1659.330048714561	155.34153647540572	2932.6599158841746	1746.4154555265309	277.73183794087686	1153.293225347709	143.57323825757194	517.8051215846857	305.9757536636779	833.1955138226307	1485.1592350906215	1136.4813707508035	2020.3814380377007	645.4257778136384	2020.3814380377007	645.4257778136384	1136.4813707508035	264.7867099012597	1406.311637031135	797.8906191691294	1746.4154555265309	517.8051215846857	1746.4154555265309	517.8051215846857	797.8906191691294	291.8537958022774	14851.592350906214	15910.73919051125	10101.907190188504	5808.832000322746	10101.907190188504	5808.832000322746	15910.73919051125	1059.1468396050388
