index	V7-arm-healthy-BA7	V7-arm-healthy-BB3	V7-arm-healthy-BB7	V7-arm-healthy-BB6	V7-arm-psoriasis-BB9	V7-arm-healthy-BA5	V7-arm-healthy-BA3	V7-arm-healthy-BA4	V7-arm-healthy-BB4	V7-arm-healthy-BA6	V7-arm-healthy-BA8	V7-arm-healthy-BB8	V7-arm-psoriasis-BB10	V7-arm-psoriasis-BA10	V7-arm-psoriasis-BA9	V7-arm-healthy-BB12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
780.021__7.61_3683	4962.513874229291	1271.150442458154	331.552422373737	720.5579720902153	1527.295635194543	2653.6163191428695	2143.7198139760394	2724.235788168323	1383.6628168376894	1032.959352016372	1158.6380680786187	1165.8197089964615	3381.355932150928	3287.994600218973	3072.5453726836927	4.787760611895119	1629.4345282483055	1926.4003674517376	1926.4003674517376	1223.272836339203	2629.5278985642726	1926.4003674517376	2817.2978850620343	1218.4850757273077	1455.4792260161162	1455.4792260161162	1218.4850757273077	2688.926053655596	1455.4792260161162	3180.269986451333	19553.214338979666	30822.4058792278	30822.4058792278	9786.182690713624	21036.22318851418	30822.4058792278	11269.191540248137
779.55_C32H68N16O5_7.56_2175	7401.897269329805	938.7114862196173	601.8532973848264	835.4083083102814	426.6870391907351	3687.474307111511	2825.1173436944464	3251.8043828851814	1410.3129505883246	952.1858137730089	2708.3398382317187	309.9095337280076	1131.8435144848975	309.9095337280076	2075.046443222312	31.44009762458048	2079.537885740109	1806.1213224692037	1806.1213224692037	710.7707784414088	2901.4718664969987	1806.1213224692037	985.871632656488	1181.2493821806668	1042.0146641289532	1042.0146641289532	718.6308028475539	2766.7285909630828	1042.0146641289532	779.2652768378163	24954.454628881307	28897.94115950726	28897.94115950726	5686.16622753127	23211.77493197599	28897.94115950726	3943.486530625952
779.419_C30H60N12O8P2_7.05_1555	8005.011849262652	960.2986810027912	1121.8358076742406	1352.054453937467	759.1115323301678	1926.810328416023	1462.5322930176612	1624.0694196891106	1250.048841780601	1996.0566631360218	2462.029143919049	1012.0357467479128	1143.637671623604	2455.8161775086087	1590.858290149666	0.5648151282218511	1931.1123369759791	1820.1732322077373	1820.1732322077373	949.9484437781258	2690.398020637349	1820.1732322077373	1487.3559179030115	1407.2933734775643	1407.2933734775643	1407.2933734775643	1066.9357772110766	1961.4334957760225	1407.2933734775643	1367.247980886635	23173.34804371175	29122.771715323797	29122.771715323797	7599.587550225006	21523.18416509879	29122.771715323797	5949.423671612046
778.573_C41H79NO12_8.47_713	5089.087383053969	5018.39716038789	360.1462512704734	536.1327342669578	376.75367135561595	5268.551859785561	3812.6636822691908	6327.600952126065	1807.1655447623175	2745.615204337938	4232.022776879884	223.11329810720298	802.1992550027493	1754.9956387356917	1141.4775438625722	2.52154545795358	2951.918199392116	2468.652781353877	2468.652781353877	1140.8036825763952	3796.501880131359	2468.652781353877	1018.8565272391572	3279.1394433035643	1781.0805917490047	1781.0805917490047	456.4432028112868	4022.3432295745374	1781.0805917490047	971.8383994326607	35423.018392705395	39498.44450166203	39498.44450166203	9126.429460611162	30372.015041050872	39498.44450166203	4075.426108956629
777.944__3.8_5747	3689.199894508849	3272.982470512979	17500.05078164454	851.3538218097344	2289.1958319772857	1135.138429079646	1286.4902196235987	1664.8696959834806	718.9210050837758	1154.05740289764	3783.7947635988194	1570.2748268935102	983.7866385356931	2232.4389105233035	227.02768581592917	132.43281672595867	3063.297177363544	2655.7509497009214	2655.7509497009214	3414.8747741479347	1896.6271252539082	2655.7509497009214	1433.1122667130528	1428.3825232585546	1428.3825232585546	1428.3825232585546	1277.0307327146015	1475.6799578035398	1428.3825232585546	1608.1127745294984	36759.56612836253	42492.01519521474	42492.01519521474	27318.998193183477	15173.017002031265	42492.01519521474	5732.449066852211
777.571_C42H80O12_8.46_890	5205.206380838038	4916.205438337962	371.04866489835956	513.655420495376	356.0982781639785	5315.520301088792	4007.74020496105	6508.680765586278	1892.9980344583548	2759.323111093291	4256.993052596652	856.6372260310575	629.3913476684648	1791.17593387273	950.0472423474705	0.7176185632502925	3050.3938515790383	2520.714938812569	2520.714938812569	1192.0940035771005	3849.335874048038	2520.714938812569	931.6782005131608	3383.5316580271706	1842.0869841655424	1842.0869841655424	571.5233840819204	4132.366628778851	1842.0869841655424	789.7192950079677	36604.72621894846	40331.439021001104	40331.439021001104	9536.752028616804	30794.686992384304	40331.439021001104	3726.7128020526434
776.572_C39H83N5O5Se_6.62_1406	10652.7431577089	809.5722054187963	841.2564723436365	914.8132333670287	939.4441122485299	2009.9916752708684	1859.8552726340815	1291.6656802539972	813.6027128721329	3154.4318749377107	2920.4385255634493	908.9913892677648	719.1097047994647	2705.1422524310547	1818.8784468584934	2.12721226703874	2181.6241176587837	2022.6289955151842	2022.6289955151842	743.614630323049	3301.6433607073195	2022.6289955151842	1545.6436290843856	1103.2394568105128	1115.5548962512635	1115.5548962512635	827.4295926078846	2357.5669638509617	1115.5548962512635	1379.1612795535116	26179.489411905404	32362.063928242947	32362.063928242947	5948.917042584392	26413.146885658556	32362.063928242947	6182.574516337542
774.592_C35H79N7O11_7.58_1905	7422.3759777416135	783.612328731167	426.28510682975485	714.6544438028243	253.8903945088981	2404.1226245472203	3159.5249094440655	2952.6512546590375	5253.3370518137435	1629.9136437608274	3146.9871121843667	1717.678224578718	322.8482794372408	1260.0486245997165	1764.694964302588	50.15118903879469	2471.774488927678	2078.9235081237857	2078.9235081237857	1190.3071273426426	2967.5398889049293	2078.9235081237857	900.3705657121109	2060.9004245629694	1673.7959341697729	1673.7959341697729	570.4697753162895	2678.3869396031287	1673.7959341697729	791.4484520184786	29661.293867132135	33262.77612998057	33262.77612998057	9522.457018741141	23740.319111239434	33262.77612998057	3601.4822628484435
774.464_C38H73N3O8Se_7.06_2079	9105.830758673119	683.4776686426275	1017.670623014481	1343.8061123555551	560.0577677743386	2113.2300746598303	1746.9351564351887	1750.516252004424	1358.2583909028262	2900.0479297289626	3012.085062537896	1009.1015729023821	1109.3722488409712	2490.140383321848	1598.1917940415929	0.3836888109894989	2170.1119408890236	1987.4440927904398	1987.4440927904398	885.2660091555215	3089.622176425358	1987.4440927904398	1439.4405484946878	1552.5967736690075	1478.2250924722096	1478.2250924722096	1013.3860979584315	2301.6852289908393	1478.2250924722096	1353.782021441282	26041.343290668283	31799.105484647036	31799.105484647036	7082.128073244172	24716.977411402862	31799.105484647036	5757.762193978751
773.433__6.34_2792	15014.438640677849	634.7288615016739	705.3276018142301	872.9171348926346	1229.8696443234096	2406.955183740235	1621.1318219434643	1576.2653327728679	996.9597814231073	4324.337794471903	3464.616685805914	560.1713133211239	1384.9229524865004	3138.015036696425	2117.302408065355	2.6392052453292054	2681.707446467528	2503.1624624488763	2503.1624624488763	798.442061876001	4207.882863021751	2503.1624624488763	1967.5275103929223	1286.6125570979875	1480.594142629684	1480.594142629684	789.1223683534324	2772.48511021833	1480.594142629684	1751.1126802759277	32180.489357610335	40050.59939918202	40050.59939918202	6387.536495008008	33663.06290417401	40050.59939918202	7870.110041571689
772.613_C44H85NO7S_8.46_174	5027.507361106085	3875.1078041558203	302.96024502246314	492.8589920150767	354.8521071512075	5058.387794397424	3579.1968480290234	5816.186350681563	1897.4184346558093	2690.918228250259	3930.2741746748097	918.6587809549268	629.7971137237964	1787.0174746930338	1011.7548736609212	0.0682189247967717	2799.1286027390047	2335.8103001310633	2335.8103001310633	1058.965212075487	3612.6553881866403	2335.8103001310633	945.8553923072398	3135.057538139641	1842.2179546744214	1842.2179546744214	561.3280528694365	3754.7355113519166	1842.2179546744214	820.7759936923588	33589.543232868054	37372.96480209701	37372.96480209701	8471.721696603896	28901.243105493122	37372.96480209701	3783.421569228959
772.582_C36H73N11O7_8.02_2768	4242.13120150482	16069.25182224312	278.3964260521984	336.17681636491886	343.53068422290147	2122.11615330355	4899.777098518693	1339.4545027039735	2226.120855866447	2990.9231130966373	1110.4340465553726	1396.1843404655535	435.9793087232541	1884.6912767458264	1786.9898894897717	7.3538678579826	3084.860020377773	2591.8444627321887	2591.8444627321887	2636.624265224547	2547.06466023983	2591.8444627321887	1112.7977897954383	1759.150246884552	1591.5871149776626	1591.5871149776626	389.75499647307777	2003.4037150246882	1591.5871149776626	1111.4845991065129	37018.32024453327	41469.51140371502	41469.51140371502	21092.994121796375	20376.51728191864	41469.51140371502	4451.191159181753
771.581_C40H82O13_7.99_2640	3573.9098366787816	13390.150298125363	319.07709331258343	280.06509348672057	321.541009091059	5222.269492478923	3707.371941346207	6343.761824315044	1755.9506447935737	2343.1839053302456	5186.5427136910275	1007.741553396499	758.8860597704687	1917.747780913468	1463.9766250442212	4.517178927205171	3594.545131323515	2974.793315668837	2974.793315668837	2229.741116362934	3719.8455149747397	2974.793315668837	1115.5378687048042	2958.5468710045134	1836.8492128535208	1836.8492128535208	540.2135344307638	3640.6408890124944	1836.8492128535208	1111.431342407345	43134.54157588218	47596.69305070139	47596.69305070139	17837.928930903472	29758.764119797917	47596.69305070139	4462.151474819217
771.482__8.76_6166	4086.7002771428884	1179.6660593814524	926.880475228284	252.78558415316837	990.0768712665761	12597.148276966223	2759.5759603387546	6983.201762231276	631.9639603829208	3086.0906732032636	610.8984950368235	473.97297028719066	811.0204158247485	1169.1333267084037	2770.108693011803	21.065465346097362	2800.8291633081953	2459.393079156867	2459.393079156867	660.9289752338047	4257.857183079929	2459.393079156867	1435.0848267028828	1053.273267304868	1079.6050989874898	1079.6050989874898	721.4921881038347	2928.0996831075336	1079.6050989874898	1079.6050989874898	33609.949959698344	39350.28926650987	39350.28926650987	5287.431801870438	34062.85746463943	39350.28926650987	5740.339306811531
771.482__8.28_4919	2040.4268187014013	723.189252197965	1943.5711152820309	736.1033459872143	574.6771736215971	4681.358998602898	2834.643586740238	19087.030620510577	891.0724714582069	1982.313396649779	2466.591913746631	1859.62950565191	1394.7221292389324	852.3301900904587	968.5570341937031	45.19932826237281	3274.2608628159355	2692.5885550584944	2692.5885550584944	1021.0205402125287	4364.15656990446	2692.5885550584944	947.5716317861728	1962.942255965905	1627.1758174454212	1627.1758174454212	813.5879087227106	2253.509366224016	1627.1758174454212	910.4436121420808	39291.130353791224	43081.41688093591	43081.41688093591	8168.164321700229	34913.25255923568	43081.41688093591	3790.2865271446913
770.598_C43H87N2O4Se_8.28_3232	8580.421684190118	1468.1475061504564	603.295984321904	1457.9652954446012	1013.7663534016805	2604.7367761915116	2060.6248915973893	2378.18258798624	3430.132231534876	1779.3413208481472	2461.549438140427	1074.223229467694	1412.1453472682542	1808.6151766274802	1380.9623269815736	5.09110535292746	2325.309337602191	2094.9500784690804	2094.9500784690804	1308.0958816177993	2881.804275320361	2094.9500784690804	1403.8723010697472	1919.9831062227681	1623.7444134993018	1623.7444134993018	1243.1842883679742	2219.4037397918146	1623.7444134993018	1396.553837124914	27903.712051226295	33519.201255505286	33519.201255505286	10464.767052942394	23054.434202562887	33519.201255505286	5615.489204278989
769.508_C27H62N20O5_7.1_1516	9913.32263180866	611.1909050351622	1055.9007053405974	1096.9508407534067	561.0185173083952	2338.147296221269	2077.5929645038536	2066.1901491114063	1579.8600726235395	3169.127467945848	3125.796769454549	953.560437193385	925.9086098667009	2760.336536126621	1770.5721600622167	1.425351924055882	2332.422132659644	2125.431338454979	2125.431338454979	848.2269300056553	3402.635746904303	2125.431338454979	1504.4589558409834	1823.025110867473	1675.2161163428782	1675.2161163428782	939.7345235300429	2549.241916173945	1675.2161163428782	1348.2403849644588	27989.06559191573	34006.901415279666	34006.901415279666	6785.815440045242	27221.085975234422	34006.901415279666	6017.835823363934
769.484__8.29_5426	1172.9785393930808	1379.3316571969897	185.24709618893962	294.5732513168384	365.6352521499726	11213.067469069363	4247.321126718868	13310.6112287038	2900.4836322960036	3702.816137429083	7438.1264376322915	979.2282978053046	466.761945643279	2540.466529784548	1234.1708178882795	0.9110512927324899	3902.0579937536077	3214.4831544068356	3214.4831544068356	821.5215229862574	5607.444785827414	3214.4831544068356	1151.7586363665198	2139.9076447464968	1306.7512375426345	1306.7512375426345	416.19859889662575	3975.0686320739756	1306.7512375426345	850.4663817657793	46824.69592504329	51431.73047050937	51431.73047050937	6572.172183890059	44859.558286619314	51431.73047050937	4607.034545466079
769.483_C34H69N6O11P_7.29_3540	2762.2195364025793	1821.9606754345298	334.19342967681115	130.08029615705664	177.3441979761801	5703.456329252812	3291.7425426239092	6644.133454838729	2261.1385241962967	2436.8096637010035	5164.731501438378	787.5922754461018	534.1239170178821	1611.1553080288818	1375.2540635511327	2.9278523250784456	2611.7488401244404	2189.92897300421	2189.92897300421	756.170146028742	3623.6877999796784	2189.92897300421	924.4693716435191	2348.97409394865	1716.557991731706	1716.557991731706	434.1586733473466	3026.9810395132445	1716.557991731706	954.6889902845074	31340.986081493287	35038.86356806736	35038.86356806736	6049.361168229936	28989.502399837427	35038.86356806736	3697.8774865740766
768.476_C34H75BN4O7SSe_6.43_2450	12702.683870692224	1182.748151446537	716.2168180200713	937.4934113603334	844.9690407645819	1494.9853232034675	2006.084733733802	1285.9584352660231	976.5882158374116	3412.715798819073	3188.3116211206448	540.0295658433724	956.7801815690253	2662.3561848890204	1788.978252871095	1.04252811938875	2370.404872788529	2168.6213833472543	2168.6213833472543	769.4834891200901	3567.759277574419	2168.6213833472543	1563.2709150234305	1234.3532933562801	1234.3532933562801	1234.3532933562801	891.2312260624576	2334.220459311411	1234.3532933562801	1372.8792172200601	28444.858473462347	34697.94213355607	34697.94213355607	6155.867912960721	28542.07422059535	34697.94213355607	6253.083660093722
767.426__3.2_4892	4955.445107835841	9252.142422893505	1661.7061439449526	1258.1489375583212	2676.5338247113345	1382.7768983541928	1228.4756135593043	1786.3341047408242	1691.3794679439695	611.2704743797505	2130.544663129421	2433.212567919395	1465.8622055514404	379.8185471874177	789.3104183738525	35.607988798820415	2368.920365921525	2108.6605866801465	2108.6605866801465	2559.324194915217	1657.9969784450755	2108.6605866801465	1327.8812489560112	1676.5428059444612	1563.7841747481966	1563.7841747481966	1676.5428059444612	1305.6262559567485	1563.7841747481966	1127.5863119626465	28427.044391058298	33738.569386882344	33738.569386882344	20474.593559321736	13263.975827560604	33738.569386882344	5311.524995824045
766.535_C30H67N15O8_7.26_1956	11977.808953623568	1238.7216972196152	740.9585293396992	1056.762577854022	545.8773580967796	2184.384235845607	1690.9950852581328	1823.0904074898856	1701.492726759994	3773.902119919082	3819.39189976048	1162.6137963311219	935.1648971241304	3201.7806580676493	2304.2323096585214	8.748034584884287	2598.2391719988414	2385.370330433323	2385.370330433323	923.7924521637808	3846.9482087028655	2385.370330433323	1746.76380573677	1696.2439060090633	1696.2439060090633	1696.2439060090633	995.9637374890763	2753.006483863085	1696.2439060090633	1619.6986033913258	31178.870063986094	38165.92528693317	38165.92528693317	7390.3396173102465	30775.585669622924	38165.92528693317	6987.05522294708
765.531_C40H76O13_7.25_814	9716.731465463507	1605.9204385097119	386.2141078109401	830.65935657137	615.0467535962323	663.8350068241832	1812.4049166873622	1937.0510346116753	1139.12702214164	3389.681929108406	3157.701654082601	1170.6033145467698	1009.7594603565574	2349.390465118873	1987.0983395358314	6.295258481025919	2151.352125403266	1986.095032715418	1986.095032715418	845.4532140017809	3126.736851429055	1986.095032715418	1490.3237546518735	1388.261876528241	1388.261876528241	1388.261876528241	920.2094084639637	2168.2444023273524	1388.261876528241	1498.4288999461944	25816.225504839193	31777.52052344669	31777.52052344669	6763.625712014247	25013.89481143244	31777.52052344669	5961.295018607494
765.428__3.75_4930	8510.812568463534	1514.7449216873258	2118.0755260882097	1681.6235995003362	1206.661208801768	1591.7658499087152	898.5774959162102	1039.7825309887576	4916.502584798693	2695.732487748631	1797.1549918324204	949.9247813971365	911.4143172864418	1732.9708849812625	1155.3139233208417	77.02092822138945	2315.976522212614	2049.8799125588544	2049.8799125588544	1671.9959834726624	2427.763841645047	2049.8799125588544	1251.5900835975785	1636.6947247045257	1553.2553857980206	1553.2553857980206	1360.703065244547	1662.368367444989	1553.2553857980206	1180.9875660613047	27791.718266551365	32798.07860094167	32798.07860094167	13375.967867781299	19422.110733160374	32798.07860094167	5006.360334390314
764.526_C38H73N3O12_7.55_3736	2165.0979566690876	1739.3560055257547	486.14636472435313	106.98131080011963	154.28597203826777	6959.607314160164	2805.5302934317087	7369.338456884431	2431.4595876408143	2223.3190781929625	5712.947549530198	789.6239606675497	930.8101803629456	1700.056748497139	1305.6086501728885	2.9110560761937316	2732.6932445252783	2305.192530335911	2305.192530335911	830.1968047294997	3780.188255942322	2305.192530335911	1022.6903877678103	2194.208517431025	1719.7063770114469	1719.7063770114469	637.8851626959514	2514.4246858123356	1719.7063770114469	1118.209415267917	32792.31893430334	36883.08048537458	36883.08048537458	6641.574437835998	30241.506047538576	36883.08048537458	4090.7615510712412
764.525_C39H69N7O8_8.29_3511	826.0341412730394	1101.3216464884883	173.51350858654538	115.67567239103025	328.66307511694794	10674.770729046439	3949.620547084242	12895.434712826172	2505.390898463293	3342.5807054713728	6701.2942198518795	967.2820320413152	407.95411464907846	1984.1638701968852	1282.3866826495223	3.432512533858464	3604.6959438381396	2953.719941791882	2953.719941791882	700.4041825338197	5207.035701049944	2953.719941791882	1000.7919356531085	1803.3562724758908	1191.8541645690052	1191.8541645690052	368.3085948830132	3646.1006262778074	1191.8541645690052	845.1703986493004	43256.35132605767	47259.51906867011	47259.51906867011	5603.233460270558	41656.28560839955	47259.51906867011	4003.167742612434
763.425_C29H66N10O7Se_7.89_1147	12337.139555290423	162.383216045893	893.8548502894324	1160.0935894812417	143.45511110802818	2691.2776573495703	1371.7894999705193	2408.8504073556396	2229.2824644582643	3150.284202092792	3273.814992213594	1124.478865716575	974.299296275358	2790.1521002486797	1084.3811697297824	0.74716203702098	2566.9997051917467	2237.267758728926	2237.267758728926	836.0743194264767	3638.4611980313753	2237.267758728926	1248.071919340462	1800.5359822143919	1265.9415447258805	1265.9415447258805	934.0770732823952	2740.714878799125	1265.9415447258805	1029.3402330025701	30803.996462300962	35796.284139662814	35796.284139662814	6688.594555411813	29107.689584251002	35796.284139662814	4992.287677361848
763.372_C26H54N10O16_4.6_2575	1564.5449756556218	1659.8472076752535	4090.054124175864	849.7782355083834	4399.786378239667	818.0108248351728	921.2549095231072	929.1967621914099	1898.102787724333	984.7897308695284	4709.51863230347	555.9296867811854	18067.714820388526	1953.6957564024515	738.5922981521463	23.825558004907947	1583.7377862706865	2760.290168026939	2760.290168026939	3943.129849812265	1577.4504862416134	2760.290168026939	6289.947313295698	956.9932465304692	1274.667353262575	1274.667353262575	1778.9749976997932	956.9932465304692	1274.667353262575	3176.7410673210593	19004.85343524824	44164.64268843103	44164.64268843103	31545.03879849812	12619.603889932907	44164.64268843103	25159.789253182793
761.573_C45H72N6O4_9.05_4236	4139.948230698885	3193.6743493962827	916.702822511896	1005.4159988840149	192.2118821395911	4760.940465303718	3563.312584280112	11724.924810515056	1256.7699986050186	1552.480586512082	1907.3332920005578	251.35399972100373	443.56588186059486	413.9948230698885	1715.1214098609667	103.49870576747213	2864.696320349675	2321.3281150704465	2321.3281150704465	920.3992048607342	3722.257025280158	2321.3281150704465	691.2234992327603	1729.90693925632	1404.6252925585504	1404.6252925585504	680.1343521862455	2735.322938140335	1404.6252925585504	428.78035246524166	34376.3558441961	37141.249841127144	37141.249841127144	7363.193638885874	29778.056202241263	37141.249841127144	2764.8939969310413
760.577_C41H85N2O5Se_7.25_922	13395.663110077548	791.969665609871	645.276515509219	949.7135552306605	588.5060497390997	2923.0289436599614	2156.6276557633505	2141.893336403167	1519.1516622683462	3904.8113116157274	3855.841367859823	897.7100751358947	990.0162523041041	3341.4402772557646	2199.7472080085936	2.166811670615242	2765.321167567015	2518.972737381984	2518.972737381984	798.0638234334763	4239.881651330492	2518.972737381984	1779.9274468268904	1830.5224993357565	1830.5224993357565	1830.5224993357565	844.8398703728828	3132.234610457863	1830.5224993357565	1594.8817301563488	33183.85401080418	40303.56379811175	40303.56379811175	6384.51058746781	33919.053210643935	40303.56379811175	7119.709787307562
759.546_C45H74O9_6.62_3061	11760.657889336459	1371.6180600807304	747.5467192956258	1034.6641657116572	993.009821153891	2176.4395031432846	2041.8067109119331	1511.4576453818026	709.611512644803	3686.40949336231	3260.196289226595	758.704133016456	525.8861000417985	2826.544809276993	1651.297230682875	3.7191379069434123	2421.9026050015505	2191.223076323385	2191.223076323385	768.0949562314881	3614.3511964152817	2191.223076323385	1499.1844902888895	1441.5378527312664	1441.5378527312664	1441.5378527312664	753.1254261560409	2501.492156210139	1441.5378527312664	1322.153525918383	29062.831260018604	35059.56922117416	35059.56922117416	6144.759649851905	28914.809571322254	35059.56922117416	5996.737961155558
758.511__7.72_3401	4830.979011191441	1760.086915052852	526.7914071553353	971.2716569426494	933.5457098156397	2234.0619962303736	1534.4171586021941	2523.522899641248	736.6848584437892	797.7323001584049	1265.534044533325	1113.258403402486	2468.648794729234	3031.1083700773784	2773.2000769909123	2.0577789342005284	1524.6998691906917	1718.9313363688416	1718.9313363688416	1064.0431905595233	2373.8194821781594	1718.9313363688416	2301.625737903291	1189.3962239679054	1399.9756015677594	1399.9756015677594	952.4086833791446	2378.7924479358107	1399.9756015677594	2620.924435860073	18296.3984302883	27502.901381901465	27502.901381901465	8512.345524476186	18990.555857425275	27502.901381901465	9206.502951613164
758.469_C36H69N3O12_7.91_2584	12936.979668711063	281.585183754286	1149.1104264258463	1436.0085381754961	160.14682957454	2874.2940454918626	1423.105713043898	1890.64337663592	1463.332167865939	2635.2122857004874	3077.703288742937	1173.3980972617956	964.675926015357	2435.59799101753	854.6224175399623	6.830907422610711	2529.0169749360116	2172.702928961221	2172.702928961221	829.3860095619839	3516.0198483604577	2172.702928961221	1103.7607910368474	1449.6703530207176	1429.557125609697	1429.557125609697	1056.8931762206016	2535.4051383590086	1429.557125609697	909.6491717776596	30348.20369923214	34763.246863379536	34763.246863379536	6635.088076495871	28128.15878688366	34763.246863379536	4415.04316414739
758.417_C34H63NO17_4.56_1476	1770.1406919410954	1720.0423704710645	3515.2322231471753	413.31115212775575	3602.9042857197296	1227.4088760157595	1749.2663913285824	308.9396490651912	434.18545274026866	263.0161877176628	3807.4724317223563	2321.2222281114364	26339.192512868798	3494.3579225346625	359.0379705352222	20.87430061251292	1462.5926629167386	3209.162790416205	3209.162790416205	4795.870565724843	1622.4550151075664	3209.162790416205	8448.873172914604	1473.725623243412	1734.6543808998235	1734.6543808998235	2020.6322992912505	1488.3376336721708	1734.6543808998235	3548.631104127196	17551.111955000863	51346.60464665928	51346.60464665928	38366.96452579874	12979.640120860531	51346.60464665928	33795.492691658415
756.617_C37H77N11O5_9.14_4465	2985.9434952886886	11178.780193105586	814.3482259878242	616.9304742332001	370.1582845399201	5651.083143976113	6021.241428516033	30032.175485672182	2146.9180503315365	1949.5002985769124	3800.291721276513	370.1582845399201	370.1582845399201	1529.9875760983364	394.8355035092481	98.70887587731202	5472.173306448486	4270.701207879329	4270.701207879329	1995.7700841444023	6545.632331614253	4270.701207879329	666.2849121718561	2566.4307728101126	1739.7439373376244	1739.7439373376244	493.5443793865601	3393.1176082826005	1739.7439373376244	382.4968940245841	65666.07967738183	68331.21932606926	68331.21932606926	15966.160673155218	52365.05865291403	68331.21932606926	2665.1396486874246
756.535_C46H69N5O4_7.66_2737	4542.560184135249	1032.0306679520154	489.19878906071915	970.2713523895327	1077.537532050687	2759.666258555153	2114.443935441846	1979.5485882922123	1253.0640078598487	1069.4113063187815	1101.916209246404	1053.15885485497	3138.348377661956	2918.9402829005035	3131.847397076431	14.62720631743014	1531.6581133686802	1790.4106843821087	1790.4106843821087	1128.5295985183948	2452.2917702458226	1790.4106843821087	2566.6683974223947	1085.6637577825927	1177.4901085531264	1177.4901085531264	1042.5947614034926	2437.0550969984997	1177.4901085531264	3025.3938399884673	18379.897360424162	28646.57095011374	28646.57095011374	9028.236788147158	19618.33416196658	28646.57095011374	10266.673589689579
756.034__7.69_2985	5202.875146047579	374.3648681326335	154.52507322921468	1039.4598998150782	1092.0302855528523	2695.427050554961	2074.937194650022	2124.3214964036883	942.2843382997988	800.5036010070143	1306.294433484083	1131.0598143581694	2931.1972653789176	3266.532604706234	3006.8667600014714	3.9826049801343992	1487.502960080198	1759.1664022876157	1759.1664022876157	958.6130187183498	2559.7197858568816	1759.1664022876157	2574.1567289098684	1085.259857086624	1218.6771239211262	1218.6771239211262	990.8721190574386	2409.874273479325	1218.6771239211262	2969.0320126901943	17850.035520962374	28146.66243660185	28146.66243660185	7668.904149746799	20477.758286855053	28146.66243660185	10296.626915639474
755.93__3.79_5240	3917.633671080312	2841.493557728004	20543.39384927608	1910.4509877490411	906.8596460834056	2587.5728568246504	991.4998797178567	1729.07905853236	858.4937982922906	1281.6949664645465	991.4998797178567	1172.871808934538	1825.8107541145898	1100.3230372478654	1729.07905853236	36.27438584333622	3238.4965583467388	2776.501949758693	2776.501949758693	3761.9560985026606	1791.047801014726	2776.501949758693	1390.5181239945553	1505.3870124984533	1505.3870124984533	1505.3870124984533	1499.3412815245638	1505.3870124984533	1505.3870124984533	1414.7010478901127	38861.95870016087	44424.03119613909	44424.03119613909	30095.648788021284	14328.382408117808	44424.03119613909	5562.072495978221
755.587_C40H84NO9S_8.54_2529	4495.917648265889	9610.08121816108	113.24100382705082	328.48217654243786	108.6614044075745	6024.2548727111225	4429.721620293458	8823.63909967101	1707.3579290247624	2623.2778129200265	5002.171547727999	1081.2017902163639	579.5274901737306	1629.9210661136174	1306.8511434305606	0.8326544399047854	3686.681614483425	2991.5712798704117	2991.5712798704117	1691.1732083491129	4291.96935139171	2991.5712798704117	906.2402760313707	3526.4997166067424	1668.6394975691899	1668.6394975691899	454.0048333580842	4462.819634279673	1668.6394975691899	943.1893168021456	44240.179373801104	47865.14047792659	47865.14047792659	13529.385666792903	34335.75481113368	47865.14047792659	3624.961104125483
755.531__7.71_2867	5068.654297137664	860.7286668629332	480.78052868914267	1212.9113641701776	941.8329809731077	2205.8912098974492	2251.1927186797093	3147.7241908705573	1643.2756976016442	1055.817422425245	1621.3556127070024	915.5288790995377	3559.8217868898223	3812.6334326746905	3639.464762007021	3.653347482440294	1705.626161301958	2026.329181135509	2026.329181135509	1202.3166564711007	2850.3417057999172	2026.329181135509	2988.4382406361606	1417.1334884385901	1632.3156551543234	1632.3156551543234	928.6809300363227	2699.4584547751333	1632.3156551543234	3599.643274448422	20467.513935623498	32421.266898168145	32421.266898168145	9618.533251768806	22802.733646399338	32421.266898168145	11953.752962544642
