index	V12-leg-healthy-BH8	V12-leg-healthy-BH9	V12-leg-healthy-BH7	V12-leg-healthy-BH10	V12-leg-psoriasis-BA11	V12-leg-psoriasis-BA12	V12-leg-psoriasis-BB11	V12-leg-healthy-BH11	V12-leg-healthy-BH12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
98.013__1.82_3349	136.0	113.33333333333333	566.6666666666666	68.0	260.66666666666663	56.666666666666664	170.0	68.0	192.66666666666666	190.7777777777778	181.33333333333334	181.33333333333334	181.33333333333334	181.33333333333334	162.44444444444443	124.66666666666666	136.0	136.0	136.0	136.0	170.0	1144.6666666666667	1632.0	1632.0	1632.0	1632.0	487.3333333333333
98.013__0.85_3287	211.9811320754717	73.30188679245283	176.32075471698113	105.0	55.47169811320755	27.735849056603776	41.60377358490566	87.16981132075472	295.188679245283	158.16037735849056	119.30817610062893	119.30817610062893	119.30817610062893	119.30817610062893	41.60377358490567	140.66037735849056	87.16981132075472	87.16981132075472	87.16981132075472	87.16981132075472	41.60377358490566	948.9622641509434	1073.7735849056603	1073.7735849056603	1073.7735849056603	1073.7735849056603	124.811320754717
98.013_H5N2O2S_7.49_2288	176.1290322580645	97.09677419354838	112.90322580645162	58.70967741935484	70.0	88.06451612903226	67.74193548387098	60.96774193548387	67.74193548387098	95.59139784946235	88.81720430107526	88.81720430107526	88.81720430107526	88.81720430107526	75.26881720430107	82.41935483870968	70.0	70.0	70.0	70.0	70.0	573.5483870967741	799.3548387096774	799.3548387096774	799.3548387096774	799.3548387096774	225.80645161290323
979.617__7.57_3001	147.0	224.0	149.33333333333334	105.0	67.66666666666667	37.333333333333336	35.0	133.0	9.333333333333334	127.94444444444446	100.85185185185186	100.85185185185186	100.85185185185186	100.85185185185186	46.666666666666664	140.0	105.0	105.0	105.0	105.0	37.333333333333336	767.6666666666667	907.6666666666667	907.6666666666667	907.6666666666667	907.6666666666667	140.0
979.434__4.56_5212	103.57894736842104	181.26315789473682	125.1578947368421	82.0	69.05263157894737	64.73684210526315	112.21052631578947	82.0	60.421052631578945	105.73684210526316	97.82456140350877	97.82456140350877	97.82456140350877	97.82456140350877	82.0	92.78947368421052	82.0	82.0	82.0	82.0	69.05263157894737	634.421052631579	880.421052631579	880.421052631579	880.421052631579	880.421052631579	246.0
978.692__6.81_6029	256.25	58.9375	128.125	133.25	43.5625	66.625	58.9375	82.0	25.625	114.03125	94.8125	94.8125	94.8125	94.8125	56.375	105.0625	66.625	66.625	66.625	66.625	58.9375	684.1875	853.3125	853.3125	853.3125	853.3125	169.125
978.691__7.53_4572	158.66666666666669	245.0	172.66666666666669	105.0	105.0	21.0	18.666666666666668	46.66666666666667	21.0	124.83333333333333	99.2962962962963	99.2962962962963	99.2962962962963	99.2962962962963	48.22222222222222	131.83333333333334	105.0	105.0	105.0	105.0	21.0	749.0	893.6666666666667	893.6666666666667	893.6666666666667	893.6666666666667	144.66666666666666
975.718__8.45_3720	136.0	261.53846153846155	436.7692307692308	204.0	28.76923076923077	20.923076923076923	15.692307692307693	13.076923076923078	240.61538461538464	215.33333333333334	150.82051282051285	150.82051282051285	150.82051282051285	150.82051282051285	21.794871794871796	222.30769230769232	136.0	136.0	136.0	136.0	20.923076923076923	1292.0	1357.3846153846157	1357.3846153846157	1357.3846153846157	1357.3846153846157	65.38461538461539
974.658__7.53_3150	251.72093023255815	208.74418604651163	132.0	153.48837209302326	67.53488372093024	73.67441860465117	18.41860465116279	76.74418604651163	18.41860465116279	140.18604651162792	111.19379844961242	111.19379844961242	111.19379844961242	111.19379844961242	53.2093023255814	142.74418604651163	76.74418604651163	76.74418604651163	76.74418604651163	76.74418604651163	67.53488372093024	841.1162790697675	1000.7441860465117	1000.7441860465117	1000.7441860465117	1000.7441860465117	159.62790697674419
974.371__2.39_1449	78.08846487424111	128.0138768430182	98.35732870771899	67.70511708586297	186.18907198612317	154.47007805724198	181.06851691240243	82.0	144.44232437120556	99.76785198034115	124.48164209309049	124.48164209309049	124.48164209309049	124.48164209309049	173.90922231858917	90.17866435385949	128.0138768430182	128.0138768430182	128.0138768430182	128.0138768430182	181.06851691240243	598.6071118820469	1120.3347788378144	1120.3347788378144	1120.3347788378144	1120.3347788378144	521.7276669557675
973.655__5.42_3754	194.24303593056115	229.73435607589826	132.0	156.24707307226484	16.253532498990715	19.344368187323376	27.178037949132015	179.2151796528058	31.814291481631006	153.87565603552684	109.55887498317857	109.55887498317857	109.55887498317857	109.55887498317857	20.925312878482035	167.73112636253532	132.0	132.0	132.0	132.0	19.344368187323376	923.2539362131611	986.0298748486072	986.0298748486072	986.0298748486072	986.0298748486072	62.77593863544611
973.642__8.82_4479	430.42857142857144	131.0	99.80952380952381	193.38095238095238	374.28571428571433	87.33333333333334	43.66666666666667	49.904761904761905	37.42857142857143	156.99206349206352	160.8042328042328	160.8042328042328	160.8042328042328	160.8042328042328	168.42857142857147	115.4047619047619	99.80952380952381	99.80952380952381	99.80952380952381	99.80952380952381	87.33333333333334	941.9523809523811	1447.2380952380952	1447.2380952380952	1447.2380952380952	1447.2380952380952	505.2857142857144
971.361__7.54_5821	92.25	92.25	61.5	123.0	102.5	102.5	82.0	82.0	41.0	82.0	86.55555555555556	86.55555555555556	86.55555555555556	86.55555555555556	95.66666666666667	87.125	92.25	92.25	92.25	92.25	102.5	492.0	779.0	779.0	779.0	779.0	287.0
970.7__9.45_4004	54.92307692307693	145.15384615384616	54.92307692307693	58.84615384615385	184.3846153846154	70.61538461538461	82.38461538461539	62.769230769230774	51.0	71.26923076923077	85.0	85.0	85.0	85.0	112.46153846153845	56.88461538461539	62.769230769230774	62.769230769230774	62.769230769230774	62.769230769230774	82.38461538461539	427.61538461538464	765.0	765.0	765.0	765.0	337.38461538461536
97.514__7.52_3602	121.33333333333334	127.11111111111111	156.0	69.33333333333333	167.55555555555557	57.77777777777778	52.0	40.44444444444444	52.0	94.37037037037037	93.72839506172839	93.72839506172839	93.72839506172839	93.72839506172839	92.44444444444446	95.33333333333334	69.33333333333333	69.33333333333333	69.33333333333333	69.33333333333333	57.77777777777778	566.2222222222222	843.5555555555555	843.5555555555555	843.5555555555555	843.5555555555555	277.33333333333337
97.514__7.06_3244	101.88888888888889	131.0	378.4444444444444	87.33333333333333	140.7037037037037	33.96296296296296	126.14814814814814	145.55555555555554	43.666666666666664	147.98148148148147	132.0781893004115	132.0781893004115	132.0781893004115	132.0781893004115	100.2716049382716	116.44444444444444	126.14814814814814	126.14814814814814	126.14814814814814	126.14814814814814	126.14814814814814	887.8888888888888	1188.7037037037037	1188.7037037037037	1188.7037037037037	1188.7037037037037	300.8148148148148
97.514__6.52_3288	76.5625	111.5625	52.5	67.8125	70.0	63.4375	89.6875	83.125	120.3125	85.3125	81.66666666666667	81.66666666666667	81.66666666666667	81.66666666666667	74.375	79.84375	76.5625	76.5625	76.5625	76.5625	70.0	511.875	735.0	735.0	735.0	735.0	223.125
97.514__5.2_3857	74.97142857142858	82.0	98.4	206.17142857142858	67.94285714285715	128.85714285714286	128.85714285714286	82.0	119.4857142857143	110.5047619047619	109.85396825396826	109.85396825396826	109.85396825396826	109.85396825396826	108.55238095238094	90.2	98.4	98.4	98.4	98.4	128.85714285714286	663.0285714285715	988.6857142857143	988.6857142857143	988.6857142857143	988.6857142857143	325.65714285714284
97.514__2.54_3455	136.0	88.11267605633802	118.76056338028168	90.0281690140845	132.16901408450704	134.0845070422535	91.94366197183098	78.53521126760563	91.94366197183098	100.56338028169013	106.84194053208138	106.84194053208138	106.84194053208138	106.84194053208138	119.39906103286386	90.98591549295773	91.94366197183098	91.94366197183098	91.94366197183098	91.94366197183098	132.16901408450704	603.3802816901408	961.5774647887324	961.5774647887324	961.5774647887324	961.5774647887324	358.19718309859155
969.668__7.79_1917	86.0	107.0	257.0	66.0	104.0	138.0	52.0	118.0	49.0	113.83333333333333	108.55555555555556	108.55555555555556	108.55555555555556	108.55555555555556	98.0	96.5	104.0	104.0	104.0	104.0	104.0	683.0	977.0	977.0	977.0	977.0	294.0
968.569__6.23_4939	293.7464788732395	163.60563380281693	132.0	83.66197183098592	59.49295774647888	55.774647887323944	111.54929577464789	118.98591549295776	40.90140845070423	138.81690140845072	117.74647887323944	117.74647887323944	117.74647887323944	117.74647887323944	75.6056338028169	125.49295774647888	111.54929577464789	111.54929577464789	111.54929577464789	111.54929577464789	59.49295774647888	832.9014084507043	1059.718309859155	1059.718309859155	1059.718309859155	1059.718309859155	226.8169014084507
967.688__8.07_678	136.0	90.15730337078652	218.51685393258427	307.14606741573033	48.89887640449438	36.674157303370784	24.44943820224719	235.32584269662922	56.53932584269663	173.94756554307116	128.18976279650437	128.18976279650437	128.18976279650437	128.18976279650437	36.674157303370784	177.25842696629212	90.15730337078652	90.15730337078652	90.15730337078652	90.15730337078652	36.674157303370784	1043.685393258427	1153.7078651685392	1153.7078651685392	1153.7078651685392	1153.7078651685392	110.02247191011236
967.654__8.04_3935	220.9375	118.125	155.3125	122.5	70.0	56.875	37.1875	135.625	41.5625	132.34375	106.45833333333333	106.45833333333333	106.45833333333333	106.45833333333333	54.6875	129.0625	118.125	118.125	118.125	118.125	56.875	794.0625	958.125	958.125	958.125	958.125	164.0625
965.799__6.18_5877	11.666666666666666	151.66666666666666	81.66666666666667	70.0	70.0	105.0	81.66666666666667	70.0	93.33333333333333	79.72222222222221	81.66666666666669	81.66666666666669	81.66666666666669	81.66666666666669	85.55555555555556	75.83333333333334	81.66666666666667	81.66666666666667	81.66666666666667	81.66666666666667	81.66666666666667	478.3333333333333	735.0000000000001	735.0000000000001	735.0000000000001	735.0000000000001	256.6666666666667
965.514__3.3_5490	143.68421052631578	82.89473684210526	49.73684210526316	105.0	77.36842105263158	49.73684210526316	77.36842105263158	77.36842105263158	93.94736842105263	92.10526315789474	84.12280701754385	84.12280701754385	84.12280701754385	84.12280701754385	68.1578947368421	88.42105263157895	77.36842105263158	77.36842105263158	77.36842105263158	77.36842105263158	77.36842105263158	552.6315789473684	757.1052631578947	757.1052631578947	757.1052631578947	757.1052631578947	204.4736842105263
964.712__7.85_1165	136.0	136.0	568.9014084507041	147.49295774647885	42.140845070422536	22.985915492957744	40.225352112676056	88.11267605633802	34.478873239436616	185.16431924882625	135.1486697965571	135.1486697965571	135.1486697965571	135.1486697965571	35.11737089201878	136.0	88.11267605633802	88.11267605633802	88.11267605633802	88.11267605633802	40.225352112676056	1110.9859154929575	1216.338028169014	1216.338028169014	1216.338028169014	1216.338028169014	105.35211267605635
964.583__5.02_189	56.142857142857146	131.0	105.48051948051949	108.88311688311688	120.79220779220779	134.4025974025974	56.142857142857146	73.15584415584416	37.42857142857143	85.34848484848486	91.4920634920635	91.4920634920635	91.4920634920635	91.4920634920635	103.77922077922078	89.31818181818183	105.48051948051949	105.48051948051949	105.48051948051949	105.48051948051949	120.79220779220779	512.0909090909091	823.4285714285714	823.4285714285714	823.4285714285714	823.4285714285714	311.3376623376623
963.622__7.98_3912	146.57142857142858	185.25	128.25	154.71428571428572	57.0	57.0	14.25	95.67857142857143	10.178571428571429	120.10714285714285	94.32142857142857	94.32142857142857	94.32142857142857	94.32142857142857	42.75	137.41071428571428	95.67857142857143	95.67857142857143	95.67857142857143	95.67857142857143	57.0	720.6428571428571	848.8928571428571	848.8928571428571	848.8928571428571	848.8928571428571	128.25
