index	V8-arm-healthy-BD3	V8-arm-healthy-BE3	V8-arm-healthy-BD4	V8-arm-healthy-BE4	V8-arm-healthy-BE5	V8-arm-healthy-BD6	V8-arm-healthy-BE7	V8-arm-healthy-BD5	V8-arm-healthy-BD8	V8-arm-healthy-BE8	V8-arm-psoriasis-BE10	V8-arm-psoriasis-BE9	V8-arm-healthy-BD7	V8-arm-healthy-BE6	V8-arm-psoriasis-BD10	V8-arm-psoriasis-BD9	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
904.692__8.11_1911	323.24985504823144	509.7993470528825	442.95467613729915	456.2031694719193	480.49207391872284	2768.46672585812	2285.2312770569756	683.2341688879096	640.2100213416433	407.0231563358294	445.6980510197205	200.73474749424432	3906.432009402991	1814.039913105486	1633.1109940306737	630.8423997919118	1226.4446994681673	1101.73266162216	1101.73266162216	824.9027169319726	1378.5626063123475	1101.73266162216	727.5965480841376	575.0046841972629	570.3208734223972	570.3208734223972	468.3476216953211	661.7220951147765	570.3208734223972	538.2702254058162	14717.336393618009	17627.72258595456	17627.72258595456	6599.221735455781	11028.50085049878	17627.72258595456	2910.3861923365503
896.604__7.43_4551	8021.232325195576	1317.3742373022537	1241.0784320530886	513.7250886777128	1352.9789464185308	1052.8821124384808	467.94760552821367	686.6622472424875	462.86121851160266	752.7852784584308	381.4790262458264	345.87431712954924	885.0313408903172	386.5654132624374	488.2931535946578	813.8219226577629	1428.427020498261	1198.162041600433	1198.162041600433	689.8412391278694	1706.4828440729966	1198.162041600433	507.36710490694907	818.908309674374	719.7237628504591	719.7237628504591	490.83634710296326	849.4266317740401	719.7237628504591	434.88608992024206	17141.124245979132	19170.592665606928	19170.592665606928	5518.729913022955	13651.862752583973	19170.592665606928	2029.4684196277963
892.655__7.23_1983	6536.369258209539	956.7232945660672	1361.433615129007	776.6867181391713	657.6542709147772	1050.4613467552776	1916.4224003127445	428.5168100078186	918.0377492181392	568.3799354964816	563.9162187255669	169.62123729476153	1251.3286014464425	996.8967455043003	632.3598758795935	142.83893666927287	1451.5758954749806	1182.97793839181	1182.97793839181	825.7876026192339	1540.1682741643863	1182.97793839181	377.1840671422987	976.8100200351837	847.3622336786552	847.3622336786552	717.1704945269742	984.2495479867084	847.3622336786552	366.7687280101642	17418.910745699766	18927.64701426896	18927.64701426896	6606.300820953871	12321.34619331509	18927.64701426896	1508.7362685691949
891.564__7.58_1901	649.896946165412	459.68320582431585	615.0244271028778	662.5778621881518	684.7694652279463	2263.543510059045	1432.9435105695914	383.59770968787734	808.4083964496589	450.17251880726104	719.6419842904807	792.5572514212342	5364.027477618913	447.00228980157607	5148.451905232338	1540.7312967628793	1185.1372766252186	1401.4393598255974	1401.4393598255974	706.1685110163196	2096.710208634875	1401.4393598255974	2050.345609426733	656.2374041767819	702.2057247592135	702.2057247592135	673.673663708049	1174.569846606269	702.2057247592135	1166.6442740920568	14221.647319502625	22423.02975720956	22423.02975720956	5649.348088130557	16773.681669079	22423.02975720956	8201.382437706932
89.506__10.04_28	3580.477113102446	127.87418261080164	511.49673044320656	1150.8676434972147	1022.9934608864131	511.49673044320656	639.3709130540082	1150.8676434972147	1022.9934608864131	639.3709130540082	1406.616008718818	511.49673044320656	1022.9934608864131	511.49673044320656	511.49673044320656	511.49673044320656	991.0249152337127	927.0878239283118	927.0878239283118	751.2608228384596	1102.914825018164	927.0878239283118	735.2765500121094	831.1821869702106	639.3709130540082	639.3709130540082	639.3709130540082	767.2450956648098	639.3709130540082	511.49673044320656	11892.298982804552	14833.405182852988	14833.405182852988	6010.086582707677	8823.318600145312	14833.405182852988	2941.1062000484376
887.666__8.45_3614	162.84904338224365	238.31567324230778	413.08050028666685	5703.6884462659	321.7261588771155	32502.285902363412	25734.12078228187	619.6207504300003	258.1753126791668	428.968211836154	2299.74624678827	377.33314930032066	45649.36720956406	19462.446648121804	18477.408532053596	270.09109634128214	10957.88705327756	9557.451478988385	9557.451478988385	6820.793164589218	12294.109793387554	9557.451478988385	5356.144756120867	524.2944811330772	524.2944811330772	524.2944811330772	1364.357229312212	516.3506253583336	524.2944811330772	1338.5396980442954	131494.6446393307	152919.22366381416	152919.22366381416	54566.34531671374	98352.87834710043	152919.22366381416	21424.579024483468
887.389__5.47_62	52.183609378218854	594.2269731749517	1601.2596052184517	45.965987835282135	251.59161457668918	317.5428145142679	2097.781097004398	407.03215315010704	955.2931384897765	387.93517269680143	1133.6056420247116	3204.9618474716285	81.71731170716825	1648.779998439468	3875.5767424598025	641.9694243082157	703.4424563487984	1081.0889457781211	1081.0889457781211	1170.6060416529913	991.5718499032511	1081.0889457781211	2214.0284140660897	397.48366292345423	618.0981987415837	618.0981987415837	863.9163075998317	524.5007887291614	618.0981987415837	2169.28374474817	8441.309476185581	17297.423132449938	17297.423132449938	9364.84833322393	7932.5747992260085	17297.423132449938	8856.113656264359
885.592__8.87_4324	6312.246569627053	2498.2712850012776	1871.7455708943742	736.1677140756116	704.8414283702664	1018.1042854237181	1049.4305711290633	830.1465711916471	673.5151426649212	751.8308569282842	767.4939997809568	180.12614280573476	352.4207141851332	556.0415712698768	454.231142727505	830.1465711916471	1446.2301900634357	1224.1725085791918	1224.1725085791918	905.5254461701339	1542.8195709882498	1224.1725085791918	557.9994641264609	790.9887140599657	759.6624283546205	759.6624283546205	743.999285501948	830.1465711916471	759.6624283546205	610.8625712542309	17354.762280761228	19586.76013726707	19586.76013726707	7244.2035693610715	12342.556567905998	19586.76013726707	2231.9978565058436
883.106__10.03_6129	1872.053756030324	1333.4855272226052	639.6967608545831	2088.42177808408	185.79427980702965	2815.1361130255	176.3869745003446	1154.7467263955893	131.70227429359065	148.16505858028947	1272.3380427291524	157.5723638869745	152.86871123363198	119.94314266023433	851.3611302549966	517.4017918676775	901.5334252239836	851.0671519641627	851.0671519641627	685.2633959338388	1016.8709079944866	851.0671519641627	699.6683321847001	412.74552033080636	578.5492763611303	578.5492763611303	181.09062715368714	745.5289455547899	578.5492763611303	684.3814610613371	10818.401102687803	13617.074431426603	13617.074431426603	5482.10716747071	8134.967263955893	13617.074431426603	2798.6733287388006
882.722__9.38_2344	491.2608367048859	957.6477069943345	1585.7153589841253	715.1265344438212	808.4039085017109	161.68078170034218	2866.724629379144	690.252568028384	708.9080428399619	715.1265344438212	155.4622900964829	167.8992733042015	1442.6900520953611	938.9922321827565	186.55474811577946	609.4121771782129	1006.8774321915539	825.1161046870828	825.1161046870828	915.6728886682841	734.5593207058816	825.1161046870828	279.8321221736692	761.7652214727661	712.0172886418916	712.0172886418916	761.7652214727661	649.8323726032984	712.0172886418916	177.22701070999048	12082.529186298647	13201.857674993325	13201.857674993325	7325.383109346273	5876.474565647053	13201.857674993325	1119.3284886946767
882.433__5.46_177	56.888952575423765	638.745813107883	1697.0476514595164	27.189572922077534	234.66692937362305	353.46444798700793	1946.3551200988734	261.0199000519443	970.0403016353508	263.1114056613349	793.0989270809077	2125.388000262707	58.14385594105811	1927.11326849248	3062.3825132696866	470.1704609910023	702.8156016088811	930.3016950569298	930.3016950569298	994.4586296249859	866.1447604888738	930.3016950569298	1612.759975401076	308.28792682417145	554.4581370494427	554.4581370494427	715.9223700943953	411.8174544890051	554.4581370494427	1459.2434636718074	8433.787219306574	14884.827120910877	14884.827120910877	7955.669036999887	6929.15808391099	14884.827120910877	6451.039901604304
875.57__8.0_2934	387.57227781846706	602.0540237956769	474.1175437390956	238.9401906939093	331.12971308762235	1019.7290028039279	395.097953115913	278.4499860055006	306.671268370923	549.3742967135552	699.8878026624744	814.6543509485253	3160.783624927304	543.7300402404708	2022.5252361886023	840.9942144895863	690.6374934426971	791.6069703500972	791.6069703500972	521.8585464072685	1061.3553942929257	791.6069703500972	1094.5154010722972	434.6077484275043	546.552168477013	546.552168477013	546.552168477013	657.555879114341	546.552168477013	827.8242827190559	8287.649921312364	12665.711525601555	12665.711525601555	4174.868371258148	8490.843154343405	12665.711525601555	4378.061604289189
874.645__8.11_2827	888.3388536446924	646.46441329589	347.41965068282525	598.0895252261296	551.9134957049945	2429.738696231151	1842.643463748149	1125.8155768962438	358.41394342595265	250.6698745433043	870.7479852556886	136.32923001477954	6475.638425702027	1312.7185535294093	2702.3971562607103	303.44247971031575	1402.3220393858974	1302.5488327420162	1302.5488327420162	776.1970676647932	1828.9005978192397	1302.5488327420162	1003.2292128103735	767.4016334702912	758.6061992757893	758.6061992757893	622.2769692610098	1007.0772152704681	758.6061992757893	587.0952324830022	16827.86447263077	20840.78132387226	20840.78132387226	6209.576541318345	14631.204782553918	20840.78132387226	4012.916851241494
868.607__7.63_3913	623.8957098594809	379.93648997853006	603.8990524921899	471.9211138680689	319.94651787665686	571.9044007045242	1935.676433153774	559.9064062841495	1395.7666842369156	1003.832199838011	683.8856819613541	923.8455703688468	1167.8047902497976	727.8783281693944	891.8509185811811	407.9318102927375	813.5306772259577	791.8676317447258	791.8676317447258	805.8652919018296	777.869971587622	791.8676317447258	726.8784953010297	613.8973811758353	653.8906959104174	653.8906959104174	705.8820050653742	613.8973811758353	653.8906959104174	787.8683002712676	9762.368126711492	12669.882107915613	12669.882107915613	6446.922335214636	6222.959772700976	12669.882107915613	2907.513981204119
867.493__5.99_4194	5414.351691738718	783.2081063521415	1610.1980323140301	1439.9354004983472	617.8101211597638	588.6222414199325	1133.4626632301179	870.7717455716356	418.3596096042495	574.0283015500167	510.7878954470488	608.0808279131534	651.8626475229004	642.13335427629	593.4868880432376	569.1636549267115	1228.7286596031788	1064.1414488480184	1064.1414488480184	788.68083380336	1339.6020638926768	1064.1414488480184	570.3798165825378	717.5353769375209	629.9717377180268	629.9717377180268	629.9717377180268	622.674767783069	629.9717377180268	581.3252714849746	14744.743915238145	17026.263181568294	17026.263181568294	6309.44667042688	10716.816511141415	17026.263181568294	2281.5192663301514
866.625__8.41_2047	207.18894112630858	338.73747517475846	1047.4552023607823	1009.634998821853	1131.317392816669	904.3961715830931	419.31095227943405	850.1324012881074	933.9945917439943	799.1573443443331	368.3358953356597	442.33194573791275	2310.321129225901	2305.3880591990846	417.6665956038284	128.25982069723864	1021.4195549970267	850.851807333685	850.851807333685	851.7767579637132	849.9268567036568	850.851807333685	339.14856434365987	919.1953816635437	824.6448728162202	824.6448728162202	620.7446450411229	877.2642864356003	824.6448728162202	393.00124546974405	12257.03465996432	13613.62891733896	13613.62891733896	6814.214063709705	6799.414853629254	13613.62891733896	1356.5942573746395
865.622__8.42_476	332.62666496639724	87.6626924911441	871.7112599119375	1418.9886298566503	999.5185498990262	1339.5187123646785	1986.7479372992939	266.2651874731012	1000.3378273989434	867.6148724123514	742.2654149250145	174.50610748237096	2242.362517273471	1992.4828797987145	213.01214997848098	121.25306998775072	1117.1531442621426	916.0546545949578	916.0546545949578	1033.723385520571	798.3859236693451	916.0546545949578	312.75918559340425	999.9281886489848	869.6630661621444	869.6630661621444	933.5667111556888	602.1689624391674	869.6630661621444	193.75912873042597	13405.837731145712	14656.874473519325	14656.874473519325	8269.787084164567	6387.0873893547605	14656.874473519325	1251.036742373617
865.407__5.48_503	362.0531308176472	1067.5081705623354	1611.6849974882537	76.7991489613191	363.15026151709463	152.50116722319078	2035.1774474749561	131.6556839336899	974.2520611093051	145.9183830265063	1105.907745042995	2464.1555509588957	60.34218846960787	1409.8129487899291	3042.343429567684	650.5985047723175	699.237965781153	978.3663012322329	978.3663012322329	1083.553707041754	873.178895422712	978.3663012322329	1815.7513075854731	362.6016961673709	812.4252829408113	812.4252829408113	1086.707957802665	506.3258177949823	812.4252829408113	1785.0316480009453	8390.855589373836	15653.860819715726	15653.860819715726	8668.429656334032	6985.431163381696	15653.860819715726	7263.0052303418925
