#SampleID	V7-arm-healthy-BA7	V7-arm-healthy-BB3	V7-arm-healthy-BB7	V7-arm-healthy-BB6	V7-arm-psoriasis-BB9	V7-arm-healthy-BA5	V7-arm-healthy-BA3	V7-arm-healthy-BA4	V7-arm-healthy-BB4	V7-arm-healthy-BA6	V7-arm-healthy-BA8	V7-arm-healthy-BB8	V7-arm-psoriasis-BB10	V7-arm-psoriasis-BA10	V7-arm-psoriasis-BA9	V7-arm-healthy-BB12
920.686__7.8_1762	3183.9273191092107	3853.747611806468	304.3731214675665	403.18844116432604	291.0116150706283	4451.675023069453	2753.666870580939	4562.804865452943	1553.5244004798315	2086.6883908113887	3851.7533571203585	924.8854670507496	973.4455686575324	1945.6447281362466	1552.5272731367763	0.2492818357637727
919.579__6.12_4756	17434.24240766711	1338.0707317456431	580.5588521818852	1049.1566839524	421.62881832964746	3350.092191235826	3509.5683764071428	1963.960143411156	1462.0470811767698	4045.88897174356	4204.272854276718	296.56016626036086	504.09766751070543	3478.9839025386714	2014.7522160855826	2.730756595399271
918.671__8.11_3974	13115.725444534812	2141.1767795857572	675.7325958388512	2686.6476702026616	944.3973628591174	2279.579841384077	716.4393787207097	4428.897977546206	757.1461616025682	1644.5540284270835	3020.443289833901	1033.952285199206	911.8319365536307	1611.9886021215966	1685.2608113089425	48.84813945823021
917.581__6.53_4296	11964.898582870259	131.47102613120978	1025.8880857955037	857.6672846433647	810.0478578556825	1607.673256549361	1928.5867849011331	1297.111777499259	620.6053556351202	3334.9126825330113	2698.2616504803023	557.457854894933	900.6282892452956	2713.272121967724	1452.39251702431	1.5528073952505097
917.558__7.56_4102	2275.5912986652565	820.4529193835872	233.5911650969088	358.7979521498815	258.82477861046374	6367.281809920369	4200.195049363399	6739.778009406179	2598.7017117031105	3332.038584432757	5678.284000935968	1162.1881423957311	388.7178081730968	1664.216891251125	1569.4106004787686	0.3604801930507852
916.531__3.22_3758	3639.304678850721	6086.978622148551	2226.9148340578104	1528.917862667616	2385.6037428218565	2321.191270629808	2079.937283874137	1901.9246334524769	3070.7182197736406	1267.7545663253115	2077.0094442290438	1322.7979516530618	1640.1757691811536	1041.1397777951056	958.5746998034804	1.1711358580372393
913.608__7.61_4058	2291.288528355745	650.5531765908771	86.65100042839312	229.63856460280036	251.10011269652	6622.7654723707155	4257.702872442808	7079.091638713429	2223.9529212116995	3242.83991696104	6230.555680957988	1128.6091603784826	353.3107354928598	1719.3382716581161	1575.2776300790229	1.6096161070289745
912.602__7.6_3741	2500.7624224648434	745.5501730221077	310.62303859441516	374.14709639883836	305.1349990432771	7377.022764639803	4420.7530594305	7504.345282226207	2695.587826530245	3454.995299418977	6591.409902894387	1140.6890207040494	614.5232287386863	1699.5086479986842	1718.305183461332	1.3720098877845193
911.498__7.06_3782	11600.391825671764	1130.2345800601104	1115.7796920081844	1005.6472116125586	726.8743706111306	1760.7430303250683	1358.7594768810338	1614.8174938008642	1162.5859961763256	3615.0986689864185	3355.5990120542247	794.3305148534515	891.3847632020967	3116.7491951962115	1886.0187267750928	2.7533120098906463
910.651__8.37_1805	5119.638644314562	3540.211276121491	430.28163531736845	527.4838119703884	241.70941261050967	5048.033040846838	3440.5250438428943	6073.732009373206	1734.0868314898764	2678.7839861387274	4095.5597120657453	1079.3761705225352	754.3968932459384	1681.1656464232324	1130.893324148636	4.2120943216308655
909.648__8.42_423	5159.244496595759	3741.633324122801	379.9460896119458	574.3759800438653	258.8870202971719	5168.492451269598	3496.2282618441172	6055.961836536209	1650.592777569315	2697.895789096437	4179.5741174423765	1026.8572322180917	624.9054673280348	1717.1669091068925	1165.242288903733	2.117001672324625
907.51__6.05_4060	32438.703017010674	1393.8783853463267	497.9156156457195	1412.4253853560526	146.9493077693671	3255.7118478611237	2787.7567706926534	1473.7731546189925	1251.2091545022806	4852.180541005995	6335.94054178407	503.62238487948133	564.970154142421	3987.6050020910775	1595.042000836431	1.4266923084404572
906.544__7.07_2043	9970.706040298128	1034.4145724589462	861.7154097592596	1005.4830116974007	697.9182657554334	2254.4362347265755	1799.0979784333301	1596.5770531025125	1091.3874921124507	3195.824711813783	2917.6366275681544	1037.085178067704	1055.77941732901	2765.4121078689464	1724.3210213881052	0.8902018695860121
904.692__8.41_246	5466.9878945466935	2653.3044856903853	383.2522281028166	561.4551234414856	292.2173950221822	5239.990034065694	3340.5585532271166	6062.802038726137	1797.0909464004374	2831.4705546402674	4233.119738249502	928.5037404781699	677.3477689531187	1845.2230365446078	1084.7949344887738	0.22095833271998647
902.553__6.21_4644	26251.09030077315	1195.105959476319	836.2231860359265	1052.079328496407	443.11931683960427	2864.9199395669466	2133.114968786293	1036.2849766090546	930.111833366298	3931.038691963222	4726.0210702932845	622.9994355566714	151.80127091732982	3406.3152237056315	1413.594493918025	6.142247956192534
901.563__8.23_5004	2199.725659192944	994.2558370525368	219.20226727939718	282.633031824021	248.96812830258645	10674.1518812327	4317.476327325219	12231.201218397806	2684.918703730681	3701.4276126024706	7757.287698155185	896.399380206333	332.5597955210638	2221.9787310121974	1319.588139162219	0.4754929875908832
901.562__7.32_3958	3772.5438626833443	1506.0240283109588	480.38816615314073	379.17878990129213	80.53985574971055	5842.346881242277	2690.6013757093565	6178.7611459667305	2074.0794710766163	2734.0786429724744	4932.8879791482	1200.9704153828518	382.74250033269516	1570.1708160762153	1644.2959930494	2.8509683451224967
899.505__3.35_4812	3839.1954332496307	9157.643923203192	2142.629427493836	427.0008823475261	3492.257216342266	2939.4435740173444	2478.130120766892	1475.4405488258265	3522.7572793670893	2451.4425656201715	2741.193164355993	705.3139574490385	1017.9396034534773	716.7514810833474	991.2520483067567	15.250031512411644
896.605__8.31_4547	2203.9066226929967	1149.0686925886273	194.64059136092774	280.7910362551113	318.57840380869806	10352.193943084656	4240.384311791641	12208.171596605005	2490.8767253405176	3390.049713636086	7617.00643884422	971.18287740712	532.5879917458353	2067.491849260551	1242.4676576739078	1.5447665981026015
896.604__7.43_4551	3192.5259281840263	1632.1404406306492	217.5427942501424	216.4038267409793	290.4367148365775	6473.891322082771	3291.6161014812124	8012.63642696205	2371.3303540774677	2088.866411805032	6317.852773327433	1105.9374513973205	618.4593574755356	1433.9600940362784	1661.7535958688886	5.694837545815245
895.505__7.88_3479	12600.242713952686	843.0894108604115	761.1366127208818	416.9348605348572	189.5158456976624	6968.03666181351	8770.998220883163	1674.9103119766376	2515.950902883561	4987.8521767671255	1435.1983774185132	896.3587296511058	1185.2423430929475	2597.9037010230904	3705.2908858834853	3.0732299302323627
887.666__8.45_3614	4421.933864383744	12882.531505270257	290.13903848933427	316.1082734158488	164.77031815443675	6617.67745196352	4623.419307779114	9420.563842308016	1345.9227618810785	2164.4014074960523	5716.813647271328	782.6590112335747	591.9194581526234	1804.4140819629893	1355.7731613359633	5.372945157209895
887.389__5.47_62	4648.5004242985215	56.09216175067423	4011.1394883276257	171.02610102411458	9078.131433138531	1054.7526101744431	1742.156553197411	142.98002014877744	778.1412635020002	508.12899468257825	3906.654088988135	2178.2456146511827	19114.22900127387	5438.190074043308	1836.743335757372	0.5499231544183748
883.467__6.37_2438	11782.285561128188	326.0392609290395	821.5425593834216	1052.109123115085	1016.3068616660687	1932.367391274893	1959.577109976145	1634.969939505066	905.0811694311257	3916.767402522356	2986.863331819912	600.0459018855089	847.3201876267133	3402.646928114485	2018.7701822385181	1.432090457960642
883.106__10.03_6129	9440.066553050548	795.5511316340567	909.2012932960647	2699.191339472693	930.5106986076913	887.8918879844383	660.5915646604221	639.2821593487956	1775.7837759688766	703.210375283675	454.60064664803235	2166.456206682029	2578.438042706809	554.0445381022895	1306.9768591130933	262.8159988433937
882.722__9.38_2344	9621.552559306927	1649.409010166902	424.8477753460202	1774.3642382098492	524.8119577803781	4848.262848066349	1074.6149611693452	8247.045050834511	4798.280756849171	1874.3284206442067	7147.439044056576	249.91045608589425	224.91941047730484	1199.5701892122925	474.8298665631992	49.98209121717885
882.433__5.46_177	3573.8395176474687	262.9446654376964	5877.1143542104965	310.11412832155787	8982.27005979917	1054.7894785306064	2178.827742997095	151.54444458432118	984.5370870014508	304.09249476191604	4140.876677847082	2741.8504808236125	25621.047190683017	5701.483375387607	2559.1942628478077	3.010816779820951
881.616__7.82_1683	3326.850612849553	5944.281928466154	299.83334572687284	413.4239260640015	303.6039873978148	4394.346203048035	3160.673047780179	4765.081078766014	1565.6916209716985	2321.031947125765	4222.041345263379	1003.664013340392	934.9844686196624	1924.4412428070405	1596.3954174350836	0.8079946437732929
881.595__8.48_2539	4682.0055337124595	2392.00500578556	483.88374184201484	421.40599915358604	158.74446866753848	2863.1381878952416	3205.4907167083666	3163.41386959167	1241.9045179291766	2305.301199605699	2859.950547962159	1094.635553020737	708.9311211176818	1523.054360027106	1164.7636315485656	4.462695906316342
879.519__8.25_5925	2661.456299121355	1366.8062850023641	288.3475594147119	97.41096569255429	107.67935808749588	2730.837328816906	5618.4757847457595	6457.153671705583	3412.159040427221	4028.5401082425014	2955.0768167929277	1240.5328109564605	611.940681914764	3092.4512555901197	1658.7616579612447	0.8325723563466176
879.517__6.48_2929	13782.618154827991	757.0033491426303	562.9943805059141	1116.7794745259082	906.1937902145356	1785.373673403706	2418.972583635007	1771.866719891023	1132.7422377681696	4071.118579209069	2922.4135781986383	978.0262248047123	1052.3144691244677	2611.1396949745395	1733.8016690825534	3.0697621619733595
878.511__6.43_2306	12554.83915912954	560.2554441244437	650.9936139826398	969.3685297350896	998.9111896889208	1606.9096824887527	1877.2777758162267	1419.8940940310172	638.8600215016019	3669.884178014776	2843.2172468066747	775.4948237880717	1081.7361470594838	2945.297687897146	1771.2407284819394	1.5826424975266769
877.461__3.17_5465	2367.0011297520136	4890.128618410442	1829.581251104308	1412.9827758314145	2556.8633350552914	3012.6895386966307	1743.2802486937271	1925.2969083233154	3253.5477908788866	1140.7423409544012	2546.664125679496	1745.6339123958344	641.7656361077718	774.3553579931183	1166.6326416775755	2.3536637021067426
876.66__7.81_1380	3401.0173796009485	4049.668632780023	311.4968162560346	372.05300145919676	293.0149285177285	4420.496509105052	2941.980493615823	4822.757596015305	1583.4567341245356	2234.838266174041	4021.5257582694203	1011.0082642907124	937.3957455148454	1912.385330861018	1540.8923866060122	0.21002145157166066
874.645__8.11_2827	13535.037765625144	678.9780458084981	968.3785243498253	901.593798532596	523.1470189016297	1959.0186239720606	962.8131305317227	5331.647277742141	1096.3825821661817	1908.930079609138	4146.218394486321	1686.3143268850406	795.8513159886494	1741.968265066065	829.2436788972641	61.219331999126894
873.552__6.72_3377	13513.795997450803	76.94121604516998	1060.5948660019549	948.1678304876767	1075.8504519419457	1425.0707126986872	2098.637996266533	1304.3525978691964	810.8675570277612	3721.6996830124895	46.09840099258029	918.3199449529125	824.4649271047093	2987.441698857289	2080.0659786004576	1.989859035650948
873.532__7.58_4049	1792.3537111011276	799.9604181590802	317.6669678956926	304.81704412802867	284.38355879256306	6682.1710136732545	4292.190520131754	7324.351220324459	2548.076686781365	3387.640148683409	6080.120486984997	1129.1080556504726	622.4840120237212	1718.5193130590587	1563.372282651116	0.4213089759889823
868.575__7.61_3749	2015.2965599279648	885.8712727488762	317.79888359618354	366.3774997715447	218.4385394007736	7014.157335524084	4092.390407099416	7552.818181550198	2501.7436552349827	3172.5912119423506	6245.161146135885	1114.3339710429784	642.0969471341954	1742.7716247401108	1522.6807514558216	0.44062236893751616
867.473__6.99_1396	10327.269781954696	1192.1754104866545	1250.5102027883072	1129.1470142067074	735.5547948840607	1769.4886998168058	1816.7599970267654	1552.9124019612436	1315.55014363038	2912.046011104353	2875.5029515590645	1063.7718159376136	1059.0782119593198	2711.5620697457985	1619.6286299384217	2.0115445621259638
866.625__8.41_2047	5066.691637146837	3825.759846784421	299.5167835978373	539.6481584024241	240.22067617119325	4885.767068402288	3592.4153758419197	5959.2587963777205	1643.2344469242112	2685.4706965874066	4216.810531153808	1095.8170696270306	562.5093082536604	1773.1679353365107	1059.2928106850163	1.4288218657022649
865.622__8.42_476	5261.955725700911	3965.926755359599	417.3351745339577	484.56856345558106	311.2706203935751	4926.276944312687	3622.171091605873	6012.040702303734	1668.4531286451165	2703.359154818223	4270.806875420029	1063.707656146792	733.4874271264624	1794.4436178520396	1116.6955547424477	0.3106493217500749
865.407__5.48_503	3406.444386562854	367.7843902096901	5176.88234771019	134.43153573181777	7761.518855459667	540.2625869976828	1349.388245459001	182.62397306963922	489.5337055894496	355.10216985763185	3561.167474857965	1980.9628189915036	22838.142409986547	4999.331262781374	1846.5312832596853	10.145776281646624
864.624__6.6_1903	11397.328440711863	1037.155533054436	755.3050615685167	1042.0337142916924	766.6874844554478	1987.3168340444681	1884.0619978558764	1673.2161643789095	810.5911155907547	3430.4454500661222	2991.9511588505293	1046.911895528949	796.2275819477223	2863.4923862694463	1684.3275771971046	1.3550503436823047
863.114__10.06_4243	1603.6206714967948	77153.58333787291	867.0571080968202	1006.2502224401227	2235.7893991392925	1012.0499355377603	1481.8266964464053	516.1744656897461	562.5721704708467	2166.1928419676415	362.4820686023497	3221.740625737684	1157.0427629787	266.7868024913293	1104.8453450999616	2328.5848087014942
862.517__7.04_1926	10447.796679381989	1003.3908057034723	1027.5948187062363	1063.6319047325737	507.4774726246186	1965.6347893022455	1707.1897171282876	1759.3628118231345	1266.676680477983	2977.362532817781	3049.167771392648	616.1265976592483	1205.3598475376475	2650.3394238026585	1497.4216044376667	0.5378669556169778
861.485__6.42_4105	19083.99483912059	302.34465841445814	707.4865006898317	1517.7701852405796	1156.972226199326	1955.1621244134956	2096.2562983402427	870.7526162336392	1154.9565951432296	3323.7756115029424	2977.087069854364	814.3149466629402	1032.0031007213502	2890.4149344422194	2043.8498908817364	6.046893168289161
860.667__8.43_300	5433.933324313227	2976.1955992504327	334.6119617357645	531.013960957118	305.6554554575098	5094.112911769382	3375.138129002663	5938.532999029368	1823.9188660128568	2778.7085061107296	4190.384691200723	937.7071615547052	670.2470120231162	1856.1616567295432	1059.8267313941546	0.34102951719572033
859.534__8.11_4483	1933.2826661738104	772.536647728089	718.1873358276204	434.79449520374857	279.5107469166955	4309.124014965722	2802.871656581308	8311.562627064515	5512.573064190385	2057.509664803453	4767.21107241253	974.4055205012579	819.1217722142047	966.6413330869052	1634.3614507212335	58.2314056076449
858.65__8.12_4287	8342.345303604341	631.8556576014697	376.73402179167124	1571.707901439639	619.9587937554169	2405.8102444240053	2022.4668538289718	2223.391665451197	2122.9292596400837	1424.9799140049881	2374.085274167865	1023.1302907605387	1762.0577229764835	1768.6670917798458	1693.3202874215121	21.149980170760493
857.559__7.25_1653	12975.89973308804	110.79061366164684	933.2176806569414	1527.879858171083	557.0448993871638	2444.0924678939114	1374.8342197640636	2221.9959353907957	1442.3391983206952	3764.304338596884	3735.447248526874	947.6462256919466	1225.9110227956178	3325.779630568692	1867.9812768533482	2.0612207192864527
857.536__8.25_4890	2084.7722961043514	1290.3403697716726	138.7863003834198	255.98362070719654	324.2600995165111	11469.703992376584	4585.584444392564	14371.986090049784	2871.5470472434617	3893.1418376519923	8537.431291861909	751.4666655243252	353.0808561478573	2448.3817681433648	1371.5915065478662	0.5317482773311104
857.536__7.36_3730	3016.4098267171394	1645.9611940384048	124.17467554238651	227.65357182770862	104.77238248888864	4073.834798132775	3692.9031111824324	6283.109233824402	2255.839939020022	2533.939472786825	5430.055082572278	1852.2722435072656	659.0312207171453	1448.7045479945095	1131.1536850189273	3.8804586106995784
855.479__3.23_5713	1861.528293948624	8493.222841140596	1633.3120848347303	689.1234549713655	1651.2113953534667	1968.9241570610445	1382.7217375724151	1163.4551837178901	3459.04175774588	1293.2251849787315	2094.2193306922013	1892.852087356413	1203.7286323850474	322.1875893372618	1610.9379466863088	17.899310518736765
852.58__8.32_4148	1931.5521792170346	1276.917378285461	118.70777420428081	314.06543196184987	239.6553177331707	10489.21304203172	4170.699345680382	13013.557502495289	2504.8086946878125	3439.9123877121	7650.3054230897205	951.6530997005658	564.5463014306313	2147.1921925252304	1262.607740933792	0.4977265165797938
852.579__7.47_4510	2194.518245484703	2658.488757832657	135.45447843715442	91.85993365278289	91.08145963877622	5038.28381865094	3109.225211942499	6403.727239218577	2186.7335053446373	2143.9174345742717	5127.808330261702	1035.370438628824	516.9067453004053	1668.2698120162179	1176.274235164025	3.1138960560265385
851.482__7.91_2883	12497.778710254117	87.6834989145703	188.1675086195888	511.3804060784063	93.443728770272	3146.365552292172	1235.249291278253	1877.1949074192312	1882.3151117354105	3331.9729587536713	3409.416049035883	1148.2058179032053	1109.8042855318604	3122.6846073298425	1131.5651538756226	4.480178776656876
850.989__3.8_4219	8191.975263310464	4095.987631655232	2568.670209682095	971.9292685283602	1666.1644603343316	2568.670209682095	2152.129094598512	1110.7763068895545	1457.8939027925405	1666.1644603343316	902.5057493477632	1180.1998260701516	694.2351918059717	694.2351918059717	763.6587109865687	347.11759590298584
848.629_C48H85N3O9_7.23_1934	11533.80957099781	1776.3067598118494	661.872264006326	780.6698498536152	620.0972887633231	2536.524278036077	2118.7745256060493	2174.4744925967198	1092.6766961997926	3377.6808107936245	3818.058674813612	944.723658880824	951.6861547546581	3000.400565630255	1883.7902898641587	2.175779960573064
845.569__4.83_5739	9045.404202081763	728.6081970242677	710.8372653895294	1377.2472016922134	719.7227312068986	2638.983347758628	684.1808679374221	630.8680730332075	1066.255898084294	2710.067074297581	666.4099363026837	844.1192526500662	1626.040244578549	1892.6042190996225	1679.3530394827633	53.312794904214705
843.639_C44H92B2O8Se_8.51_2704	4549.765561483708	12888.604138734392	116.42585824383262	451.9677980139794	221.73239294752395	6331.473639327527	5079.568624278675	9284.635156018001	1558.0134513303894	2852.4335269738995	5982.8501424513315	701.1714608842053	800.5912948901748	1654.8169739151492	1101.4671083292928	7.194856408326737
840.523_C33H69N13O12_7.03_4228	24944.74503575115	9252.413397722838	705.6083257124827	442.247471749373	1217.422815489847	924.2475252290268	1316.8042698155487	1127.9795065967155	1311.8351970992635	10723.258921743223	1152.8248701781408	1277.0516880852679	581.3815078053556	9242.475252290269	1823.649686876628	29.81443629771054
839.441_C44H68N4O7Se_6.35_1534	9171.179961107124	335.0711644484645	872.1809928106529	1051.2176022647157	1007.8219737480356	1777.323692527418	1776.8494233633014	1369.2150768049785	784.9154666131758	3073.0270488943042	2184.246635339566	529.5215217363208	1161.9594520859705	2952.08841204454	1711.637413297252	0.9485383282334452
838.596__7.88_2008	3615.212994297535	5165.011888477663	223.1066056411757	390.6379196244412	296.2673156739319	3872.2822781740997	3234.6430622922803	5104.335483092697	1682.964810423237	2563.309647844916	4472.602819947469	936.5913282542017	604.2134969861203	1988.7631543766654	1564.833755691447	0.9396788444574188
837.598_C34H76N16O8_10.06_4191	18163.24308954118	773.9914643181369	1387.3431907589245	1794.4188901526613	2157.6837519434853	2690.715609445598	644.3844030761846	872.565848924692	1639.2555069756766	292.0722506860894	1016.7765227009486	2984.613311698476	907.2494286936653	2112.0474627737835	1168.2890027443575	1279.641548318429
837.589_C37H72N16O6_7.84_1588	3402.574805196195	5429.694382827106	323.45340926646264	416.90072616185796	331.5588333592122	4407.588657739947	3169.279555222273	4878.2906046913595	1650.9809117615757	2447.309461395624	4268.093134404583	1032.0319328529172	902.2864124117303	1877.8740514013696	1530.9266592573722	0.5286146147445367
837.569__8.46_2637	4631.4750626502755	3334.145017927291	640.161285833418	453.7593811380338	206.1305734405161	3213.051809767517	3379.044746795523	3728.0380939076836	1405.4975733600863	1953.8185046903045	2772.2181081521558	996.637921090284	1197.3261031528327	1620.4720327898	1261.954500766196	5.4423913779674225
