index	V5-leg-psoriasis-4B8	V5-leg-psoriasis-4B9	V5-leg-psoriasis-4A6	V5-forehead-psoriasis-4C6	V5-leg-psoriasis-4C1	V5-leg-psoriasis-4A11	V5-leg-healthy-4A3	V5-leg-psoriasis-4A9	V5-forehead-psoriasis-4C11	V5-leg-psoriasis-4B12	V5-forehead-psoriasis-4C5	V5-forehead-healthy-4C10	V5-leg-healthy-4B3	V5-leg-healthy-4B4	V5-forehead-healthy-4C9	V5-leg-healthy-4B10	V5-forehead-psoriasis-4C7	V5-leg-psoriasis-4B7	V5-leg-healthy-4A10	V5-leg-psoriasis-4A8	V5-forehead-healthy-4C4	V5-forehead-healthy-4C8	V5-leg-healthy-4B5	V5-leg-psoriasis-4A12	V5-leg-psoriasis-4A7	V5-leg-healthy-4B1	V5-leg-healthy-4B11	V5-leg-healthy-4B6	V5-leg-healthy-4A5	V5-leg-healthy-4A4	V5-leg-healthy-4B2	V5-forehead-healthy-4C2	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Body_side_middle	GROUP_MEAN_Batch_2	GROUP_MEAN_DESCRIPTION_forehead	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_Batch_2	GROUP_MEDIAN_DESCRIPTION_forehead	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Body_side_middle	GROUP_SUM_Batch_2	GROUP_SUM_DESCRIPTION_forehead	GROUP_SUM_DESCRIPTION_2_psoriasis
969.668__6.85_3076	6336.0	13970.130177514791	1120.0473372781064	210.88757396449702	89.04142011834318	309.301775147929	42.17751479289941	51.55029585798816	313.98816568047334	182.76923076923075	60.92307692307692	131.2189349112426	18.745562130177515	32.80473372781065	93.72781065088756	51.55029585798816	23.43195266272189	37.49112426035503	112.47337278106508	60.92307692307692	60.92307692307692	51.55029585798816	65.6094674556213	103.10059171597632	89.04142011834318	18.745562130177515	112.47337278106508	14.059171597633135	28.11834319526627	23.43195266272189	23.43195266272189	42.17751479289941	54.306996171249565	995.3485978904039	746.3076923076924	165.19526627218931	1900.9704142011833	109.8698224852071	746.3076923076924	109.8698224852071	1530.575147928994	42.17751479289941	60.92307692307692	60.92307692307692	56.23668639053254	65.6094674556213	60.92307692307692	60.92307692307692	60.92307692307692	103.10059171597632	923.2189349112426	22893.01775147929	23881.846153846156	1982.3431952662718	20910.674556213016	988.8284023668639	23881.846153846156	988.8284023668639	22958.62721893491
968.569__6.23_4939	8803.161433195162	11550.644937822952	2177.427403327466	327.08136959854636	93.45181988529896	65.41627391970927	158.86809380500824	140.17772982794844	102.79700187382886	56.07109193117938	158.86809380500824	37.380727954119585	65.41627391970927	46.72590994264948	65.41627391970927	18.690363977059793	28.03554596558969	28.03554596558969	18.690363977059793	28.03554596558969	46.72590994264948	56.07109193117938	28.03554596558969	28.03554596558969	18.690363977059793	37.380727954119585	37.380727954119585	37.380727954119585	74.76145590823917	46.72590994264948	37.380727954119585	46.72590994264948	50.57392605557355	1025.938457436434	764.5527014366021	235.9658452103799	1887.7267616830393	96.56688054814225	764.5527014366021	96.56688054814225	1573.7286468684351	46.72590994264948	46.72590994264948	46.72590994264948	42.05331894838453	46.72590994264948	56.07109193117938	46.72590994264948	56.07109193117938	93.45181988529896	859.7567429447504	23596.58452103798	24465.686445971267	2831.590142524559	20764.99437851343	869.1019249332803	24465.686445971267	869.1019249332803	23605.929703026526
967.688__8.07_678	7475.933568193255	4067.2571716155003	2939.4262707599396	146.75390035228986	84.60996477101158	133.52793155510818	211.7966784096628	71.02164066431806	90.77000503271263	65.58631102164065	51.2732762959235	42.395571212883745	51.2732762959235	53.44740815299446	26.45193759436336	24.458983392048314	36.416708605938595	27.35782586814293	30.256668344237543	40.4026170105687	34.786109713135374	39.49672873678913	42.939104177151485	43.1202818319074	9.96477101157524	71.5651736285858	21.741318570709613	60.513336688475086	36.77906391545042	64.861600402617	53.628585807750376	63.23100150981379	54.683679208975995	681.8030240038509	506.65764972320073	308.86260694514345	1088.647115340623	59.06391545042777	506.65764972320073	59.06391545042777	1018.8948163059888	42.939104177151485	53.628585807750376	52.36034222445898	59.245093105183685	53.44740815299446	42.395571212883745	52.36034222445898	42.395571212883745	71.02164066431806	929.6225465525919	15681.46955208857	16213.044791142423	3706.3512833417217	11975.118268746854	531.5752390538499	16213.044791142423	531.5752390538499	15283.422244589832
967.654__8.04_3935	19858.403720930233	5582.712558139536	4436.0706976744195	415.6576744186047	107.49767441860466	186.3293023255814	121.83069767441862	128.9972093023256	121.83069767441862	71.66511627906978	78.83162790697675	28.66604651162791	28.66604651162791	7.166511627906978	64.4986046511628	50.165581395348845	128.9972093023256	35.83255813953489	35.83255813953489	28.66604651162791	78.83162790697675	21.499534883720933	14.333023255813956	35.83255813953489	14.333023255813956	21.499534883720933	28.66604651162791	21.499534883720933	35.83255813953489	28.66604651162791	42.99906976744187	57.33209302325582	40.469712722298226	1344.4998988877658	997.4888372093023	426.4074418604652	2346.0553065539116	110.68279069767443	997.4888372093023	110.68279069767443	2082.1105116279077	28.66604651162791	35.83255813953489	46.58232558139535	35.83255813953489	35.83255813953489	78.83162790697675	46.58232558139535	78.83162790697675	121.83069767441862	687.9851162790699	30923.497674418613	31919.642790697675	5116.889302325582	25806.60837209303	996.14511627907	31919.642790697675	996.14511627907	31231.657674418613
964.712__7.85_1165	7688.945891783567	4827.446893787575	2622.685370741483	268.6653306613226	59.703406813627254	71.07548430193721	197.58984635938543	48.331329325317306	181.95323981295925	79.60454241816967	58.281897127588515	55.43887775551102	62.546426185704746	68.23246492985972	52.59585838343354	18.479625918503675	56.86038744154977	14.215096860387442	22.744154976619907	34.11623246492986	65.38944555778224	48.331329325317306	51.17434869739479	24.165664662658653	8.529058116232465	38.3807615230461	25.587174348697395	31.273213092852373	35.537742150968604	48.331329325317306	31.273213092852373	123.67134268537075	57.44571495933043	700.4334466033516	531.9111556446226	265.23001558672905	1175.2008258942128	101.24307875009279	531.9111556446226	101.24307875009279	1069.6386550879536	48.331329325317306	48.331329325317306	54.01736806947228	36.95925183700735	59.703406813627254	58.281897127588515	54.01736806947228	58.281897127588515	59.703406813627254	976.5771543086173	16109.969271877088	17021.156980627922	3182.7601870407484	12927.20908483634	911.1877087508351	17021.156980627922	911.1877087508351	16044.579826319305
964.712__6.79_3416	12133.297297297297	7086.486486486487	3580.2162162162163	369.72972972972974	92.43243243243244	283.4594594594594	24.64864864864865	203.35135135135135	240.32432432432432	129.4054054054054	117.08108108108108	49.2972972972973	18.486486486486484	24.64864864864865	12.324324324324325	30.81081081081081	18.486486486486484	55.45945945945946	18.486486486486484	18.486486486486484	67.78378378378378	36.97297297297297	24.64864864864865	36.97297297297297	18.486486486486484	24.64864864864865	55.45945945945946	49.2972972972973	6.162162162162162	12.324324324324325	18.486486486486484	49.2972972972973	30.810810810810807	1041.1374853113987	778.358108108108	353.81081081081084	1790.948402948403	106.8108108108108	778.358108108108	106.8108108108108	1625.5783783783784	24.64864864864865	30.81081081081081	43.13513513513513	21.567567567567565	55.45945945945946	49.2972972972973	43.13513513513513	49.2972972972973	129.4054054054054	523.7837837837837	23946.162162162167	24907.459459459456	4245.72972972973	19700.432432432433	961.2972972972973	24907.459459459456	961.2972972972973	24383.675675675677
964.583__5.02_189	4993.384615384616	4706.244031830239	1874.8010610079577	1208.9177718832893	189.61803713527854	112.15915119363396	48.843501326259954	62.822281167108756	800.9018567639258	308.3554376657825	217.24668435013265	236.81697612732097	26.64190981432361	77.12997347480106	656.0159151193634	33.38461538461539	104.75862068965517	29.60212201591512	14.47214854111406	25.819628647214856	250.1379310344828	177.77718832891247	53.28381962864722	35.52254641909815	20.06366047745358	7.729442970822282	12.992042440318304	16.77453580901857	38.318302387267906	6.742705570291778	6.578249336870027	18.419098143236077	98.94460914339211	552.2297312882021	511.6336206896553	187.82272325375777	949.7646491439596	407.88800471559097	511.6336206896553	407.88800471559097	979.3478337754203	33.38461538461539	35.52254641909815	58.05305039787799	30.671087533156502	53.28381962864722	236.81697612732097	58.05305039787799	236.81697612732097	189.61803713527854	1682.058355437666	12701.283819628647	16372.27586206897	2253.8726790450933	10447.411140583556	3670.9920424403185	16372.27586206897	3670.9920424403185	14690.217506631305
963.622__7.98_3912	21124.102564102563	8598.71794871795	1456.6666666666667	224.10256410256412	68.2051282051282	107.17948717948718	107.17948717948718	77.94871794871794	53.58974358974359	102.3076923076923	82.82051282051282	19.487179487179485	19.487179487179485	58.46153846153846	24.358974358974358	24.358974358974358	63.333333333333336	82.82051282051282	24.358974358974358	63.333333333333336	29.23076923076923	43.84615384615385	19.487179487179485	43.84615384615385	19.487179487179485	73.07692307692308	38.97435897435897	34.1025641025641	24.358974358974358	29.23076923076923	38.97435897435897	53.58974358974359	38.97435897435897	1401.5942028985505	1025.969551282051	172.13675213675216	2742.8205128205127	66.03988603988604	1025.969551282051	66.03988603988604	2144.564102564102	29.23076923076923	58.46153846153846	53.58974358974359	53.58974358974359	58.46153846153846	53.58974358974359	53.58974358974359	53.58974358974359	82.82051282051282	662.5641025641025	32236.666666666664	32831.02564102563	2065.641025641026	30171.02564102564	594.3589743589744	32831.02564102563	594.3589743589744	32168.46153846153
962.733__8.07_615	7293.659368780211	4253.0565823144725	2917.259027580324	153.028148990617	66.78987773670742	143.815752061416	222.1211259596247	72.16377594540802	100.56866647711118	70.37247654250783	55.786181404606204	47.08558430480523	53.994882001706	58.08928063690646	27.893090702303102	24.054591981802673	36.08188797270401	28.14899061700313	29.428490190503272	43.502985499004836	38.640887119704296	42.99118566960478	47.85328404890532	42.47938584020472	11.771396076201308	74.97867500710834	21.751492749502418	65.76627807790732	37.361387546204156	75.23457492180836	55.786181404606204	71.14017628660791	58.48065697703591	683.0191245008715	508.8329897640034	310.4918965027012	1089.4124641352394	63.69064543645153	508.8329897640034	63.69064543645153	1019.2323002559	47.85328404890532	58.08928063690646	55.786181404606204	63.97497867500711	58.08928063690646	47.08558430480523	55.786181404606204	47.08558430480523	70.37247654250783	994.1711686096105	15709.439863520045	16282.655672448109	3725.902758032414	11983.537105487632	573.2158089280638	16282.655672448109	573.2158089280638	15288.4845038385
962.698__8.06_4795	23229.272494867724	6453.918580780107	1788.7264980439247	217.54781732966651	217.54781732966651	205.4618274780184	120.8598985164814	60.4299492582407	229.63380718131467	84.60192896153698	96.68791881318512	48.34395940659256	24.17197970329628	48.34395940659256	60.4299492582407	72.51593910988883	84.60192896153698	24.17197970329628	24.17197970329628	24.17197970329628	72.51593910988883	36.25796955494442	24.17197970329628	36.25796955494442	24.17197970329628	60.4299492582407	24.17197970329628	12.08598985164814	12.08598985164814	24.17197970329628	12.08598985164814	48.34395940659256	42.65643477052284	1417.7391573802902	1046.94887089902	199.41883255219435	2746.8158753745774	99.37369433577359	1046.94887089902	99.37369433577359	2185.1469651779835	36.25796955494442	36.25796955494442	54.38695433241663	30.21497462912035	48.34395940659256	72.51593910988883	54.38695433241663	72.51593910988883	96.68791881318512	725.1593910988884	32608.000619746672	33502.36386876864	2393.0259906263323	30214.974629120352	894.3632490219624	33502.36386876864	894.3632490219624	32777.20447766975
961.584__7.56_4092	8445.556769549354	8224.842757124545	2869.2821615225325	149.30653781678336	298.6130756335667	194.74765802189134	71.40747460802682	51.93270880583769	155.79812641751306	162.2897150182428	51.93270880583769	71.40747460802682	32.45794300364856	71.40747460802682	32.45794300364856	25.966354402918846	136.32336061532394	32.45794300364856	32.45794300364856	58.4242974065674	25.966354402918846	32.45794300364856	25.966354402918846	38.949531604378265	19.474765802189133	25.966354402918846	19.474765802189133	51.93270880583769	32.45794300364856	38.949531604378265	51.93270880583769	32.45794300364856	39.713247910346475	907.6934321715978	673.9080416132531	290.4985898826546	1580.9968964868087	76.45648796414993	673.9080416132531	76.45648796414993	1392.662141143214	32.45794300364856	51.93270880583769	51.93270880583769	45.44112020510798	51.93270880583769	51.93270880583769	51.93270880583769	51.93270880583769	149.30653781678336	675.1252144758901	20876.94893994675	21565.0573316241	3485.9830785918552	17390.965861354896	688.1083916773493	21565.0573316241	688.1083916773493	20889.93211714821
