index	V14-arm-healthy-BD5	V14-arm-healthy-BC4	V14-arm-healthy-BC9	V14-arm-healthy-BD1	V14-arm-healthy-BC6	V14-arm-healthy-BC5	V14-arm-healthy-BC3	V14-arm-psoriasis-BC7	V14-arm-healthy-BD2	V14-arm-psoriasis-BD4	V14-arm-healthy-BC2	V14-arm-psoriasis-BC8	V14-arm-healthy-BC10	V14-arm-healthy-BD3	V14-arm-psoriasis-BC11	V14-arm-psoriasis-BC12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Batch_4	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Batch_4	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_2_psoriasis
971.361__7.54_5821	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	77.0	112.0	112.0	112.0	112.0	35.0
970.671__7.82_2660	27.15022761760243	8.030349013657057	13.256449165402126	21.541729893778452	6.118361153262519	17.0804248861912	7.01062215477997	4.461305007587254	4.5887708649468895	8.285280728376328	5.990895295902884	5.098634294385433	17.590288315629742	5.48103186646434	4.206373292867982	5.608497723823976	12.167195475237964	10.09370257966616	10.09370257966616	10.09370257966616	10.09370257966616	5.532018209408195	8.030349013657057	6.564491654021245	6.564491654021245	6.564491654021245	6.564491654021245	5.098634294385433	133.8391502276176	161.49924127465857	161.49924127465857	161.49924127465857	161.49924127465857	27.660091047040975
97.514__5.71_3499	4.8275862068965525	4.8275862068965525	7.241379310344828	4.8275862068965525	4.8275862068965525	2.4137931034482762	4.8275862068965525	4.8275862068965525	7.241379310344828	2.4137931034482762	7.241379310344828	7.241379310344828	21.724137931034484	9.655172413793105	24.13793103448276	26.551724137931036	7.241379310344828	9.051724137931036	9.051724137931036	9.051724137931036	9.051724137931036	13.034482758620692	4.8275862068965525	6.03448275862069	6.03448275862069	6.03448275862069	6.03448275862069	7.241379310344828	79.65517241379311	144.82758620689657	144.82758620689657	144.82758620689657	144.82758620689657	65.17241379310346
969.668__7.79_1917	20.924838940586973	10.161775232641375	10.342161775232642	21.165354330708663	4.449534717251253	15.152469577666428	7.335719398711525	6.614173228346457	3.006442376521117	7.275590551181103	4.209019327129564	5.712240515390122	17.73801002147459	5.411596277738011	5.952755905511811	5.231209735146743	10.89972017960565	9.417680744452399	9.417680744452399	9.417680744452399	9.417680744452399	6.157193987115247	10.161775232641375	6.94488188976378	6.94488188976378	6.94488188976378	6.94488188976378	5.952755905511811	119.89692197566215	150.68289191123839	150.68289191123839	150.68289191123839	150.68289191123839	30.785969935576233
969.111__7.53_5447	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	77.0	112.0	112.0	112.0	112.0	35.0
967.688__8.07_678	8.83177570093458	15.83177570093458	9.878504672897197	6.542056074766355	0.7850467289719627	13.60747663551402	0.6542056074766356	11.317757009345796	0.588785046728972	6.738317757009346	11.841121495327103	1.9626168224299068	9.813084112149534	9.224299065420562	7.130841121495328	0.39252336448598135	7.963466440101956	7.196261682242991	7.196261682242991	7.196261682242991	7.196261682242991	5.508411214953272	9.224299065420562	7.981308411214954	7.981308411214954	7.981308411214954	7.981308411214954	6.738317757009346	87.59813084112152	115.14018691588785	115.14018691588785	115.14018691588785	115.14018691588785	27.542056074766357
967.654__8.04_3935	9.0	36.0	18.0	6.0	3.0	15.0	6.0	6.0	3.0	15.0	9.0	3.0	15.0	12.0	3.0	3.0	12.0	10.125	10.125	10.125	10.125	6.0	9.0	7.5	7.5	7.5	7.5	3.0	132.0	162.0	162.0	162.0	162.0	30.0
965.799__6.18_5877	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	77.0	112.0	112.0	112.0	112.0	35.0
965.514__3.3_5490	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	77.0	112.0	112.0	112.0	112.0	35.0
964.712__7.85_1165	19.390862944162436	8.324873096446701	10.253807106598986	22.23350253807107	4.67005076142132	12.893401015228427	5.989847715736041	7.411167512690356	4.568527918781726	8.121827411167512	5.177664974619289	6.395939086294416	19.492385786802032	5.279187817258883	4.2639593908629445	5.0761421319796955	10.752191970466084	9.346446700507615	9.346446700507615	9.346446700507615	9.346446700507615	6.253807106598984	8.324873096446701	6.903553299492386	6.903553299492386	6.903553299492386	6.903553299492386	6.395939086294416	118.27411167512692	149.54314720812184	149.54314720812184	149.54314720812184	149.54314720812184	31.26903553299492
964.677__6.67_5749	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	77.0	112.0	112.0	112.0	112.0	35.0
964.583__5.02_189	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	77.0	112.0	112.0	112.0	112.0	35.0
963.622__7.98_3912	3.262135922330097	34.252427184466015	8.155339805825243	8.970873786407767	3.262135922330097	13.864077669902912	4.893203883495145	7.339805825242718	7.339805825242718	6.524271844660194	6.524271844660194	5.708737864077669	12.233009708737864	4.893203883495145	1.6310679611650485	1.6310679611650485	9.78640776699029	8.155339805825243	8.155339805825243	8.155339805825243	8.155339805825243	4.566990291262135	7.339805825242718	6.524271844660194	6.524271844660194	6.524271844660194	6.524271844660194	5.708737864077669	107.65048543689319	130.48543689320388	130.48543689320388	130.48543689320388	130.48543689320388	22.834951456310677
962.733__8.07_615	1.6884422110552764	12.346733668341708	1.2663316582914572	6.85929648241206	7.597989949748744	2.7437185929648242	7.386934673366834	11.080402010050252	11.608040201005025	5.698492462311558	12.241206030150753	2.1105527638190953	9.180904522613066	8.864321608040202	6.85929648241206	6.1206030150753765	7.434901781635449	7.103329145728644	7.103329145728644	7.103329145728644	7.103329145728644	6.3738693467336685	7.597989949748744	7.123115577889447	7.123115577889447	7.123115577889447	7.123115577889447	6.1206030150753765	81.78391959798994	113.6532663316583	113.6532663316583	113.6532663316583	113.6532663316583	31.869346733668344
962.698__8.06_4795	16.363636363636363	32.72727272727273	5.454545454545454	32.72727272727273	5.454545454545454	5.454545454545454	27.27272727272727	5.454545454545454	5.454545454545454	10.909090909090908	5.454545454545454	10.909090909090908	32.72727272727273	5.454545454545454	5.454545454545454	5.454545454545454	15.867768595041325	13.295454545454545	13.295454545454545	13.295454545454545	13.295454545454545	7.636363636363636	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	5.454545454545454	174.54545454545456	212.72727272727272	212.72727272727272	212.72727272727272	212.72727272727272	38.18181818181818
961.607__7.73_3285	12.0	6.0	12.0	12.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	18.0	18.0	12.0	6.0	9.818181818181818	9.0	9.0	9.0	9.0	7.2	6.0	6.0	6.0	6.0	6.0	6.0	108.0	144.0	144.0	144.0	144.0	36.0
961.584__7.56_4092	18.0	6.0	12.0	24.0	6.0	12.0	6.0	6.0	6.0	6.0	6.0	6.0	12.0	6.0	6.0	6.0	10.363636363636363	9.0	9.0	9.0	9.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	114.0	144.0	144.0	144.0	144.0	30.0
958.665__8.09_4410	10.5	52.5	14.0	28.0	3.5	31.5	7.0	3.5	3.5	3.5	7.0	3.5	17.5	7.0	7.0	3.5	16.545454545454547	12.6875	12.6875	12.6875	12.6875	4.2	10.5	7.0	7.0	7.0	7.0	3.5	182.0	203.0	203.0	203.0	203.0	21.0
957.631__7.62_4085	12.0	24.0	6.0	30.0	6.0	6.0	6.0	12.0	12.0	6.0	6.0	6.0	12.0	6.0	6.0	6.0	11.454545454545455	10.125	10.125	10.125	10.125	7.2	6.0	6.0	6.0	6.0	6.0	6.0	126.0	162.0	162.0	162.0	162.0	36.0
955.525__7.06_3916	12.0	20.0	14.0	6.0	8.0	4.0	10.0	2.0	4.0	6.0	6.0	10.0	10.0	4.0	4.0	8.0	8.909090909090908	8.0	8.0	8.0	8.0	6.0	8.0	7.0	7.0	7.0	7.0	6.0	98.0	128.0	128.0	128.0	128.0	30.0
954.678__8.37_2186	16.347826086956523	10.782608695652174	9.217391304347826	27.82608695652174	3.130434782608696	14.434782608695652	8.173913043478262	5.913043478260869	5.913043478260869	7.304347826086956	5.391304347826087	6.086956521739131	18.434782608695652	6.260869565217392	5.043478260869565	2.4347826086956523	11.446640316205533	9.543478260869565	9.543478260869565	9.543478260869565	9.543478260869565	5.356521739130434	9.217391304347826	6.782608695652174	6.782608695652174	6.782608695652174	6.782608695652174	5.913043478260869	125.91304347826086	152.69565217391303	152.69565217391303	152.69565217391303	152.69565217391303	26.782608695652172
953.674__8.39_629	15.716234652114597	9.495225102319235	10.15006821282401	24.47476125511596	4.747612551159618	13.096862210095498	6.139154160982264	6.875852660300136	6.139154160982264	6.384720327421555	5.402455661664393	6.302864938608458	18.58117326057299	6.057298772169168	5.320600272851296	5.402455661664393	10.909090909090908	9.392905866302865	9.392905866302865	9.392905866302865	9.392905866302865	6.057298772169168	9.495225102319235	6.343792633015006	6.343792633015006	6.343792633015006	6.343792633015006	6.302864938608458	120.0	150.28649386084584	150.28649386084584	150.28649386084584	150.28649386084584	30.28649386084584
952.672__6.62_2982	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	19.384615384615383	6.461538461538462	12.923076923076923	6.461538461538462	7.636363636363637	7.673076923076923	7.673076923076923	7.673076923076923	7.673076923076923	7.753846153846153	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	84.0	122.76923076923077	122.76923076923077	122.76923076923077	122.76923076923077	38.76923076923077
952.662__7.76_4155	6.461538461538462	14.538461538461538	8.076923076923077	6.461538461538462	8.076923076923077	1.6153846153846154	16.153846153846153	6.461538461538462	4.846153846153846	4.846153846153846	8.076923076923077	6.461538461538462	1.6153846153846154	6.461538461538462	14.538461538461538	4.846153846153846	7.48951048951049	7.471153846153846	7.471153846153846	7.471153846153846	7.471153846153846	7.430769230769231	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	82.38461538461539	119.53846153846153	119.53846153846153	119.53846153846153	119.53846153846153	37.15384615384615
951.658__7.74_3358	5.25	2.625	7.875	7.875	8.75	0.875	7.0	5.25	13.125	7.0	7.875	9.625	7.875	7.875	7.0	2.625	7.0	6.78125	6.78125	6.78125	6.78125	6.3	7.875	7.4375	7.4375	7.4375	7.4375	7.0	77.0	108.5	108.5	108.5	108.5	31.5
948.718__8.39_340	15.870967741935484	8.258064516129032	8.903225806451612	26.06451612903226	4.516129032258065	11.225806451612904	5.419354838709677	6.580645161290323	5.67741935483871	7.096774193548387	5.419354838709677	6.967741935483871	17.93548387096774	5.548387096774194	2.967741935483871	4.516129032258065	10.439882697947214	8.93548387096774	8.93548387096774	8.93548387096774	8.93548387096774	5.625806451612903	8.258064516129032	6.774193548387097	6.774193548387097	6.774193548387097	6.774193548387097	6.580645161290323	114.83870967741936	142.96774193548384	142.96774193548384	142.96774193548384	142.96774193548384	28.129032258064516
948.596__7.45_4580	6.461538461538462	6.461538461538462	12.923076923076923	12.923076923076923	6.461538461538462	6.461538461538462	6.461538461538462	12.923076923076923	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	7.636363636363638	7.673076923076923	7.673076923076923	7.673076923076923	7.673076923076923	7.753846153846153	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	6.461538461538462	84.00000000000001	122.76923076923077	122.76923076923077	122.76923076923077	122.76923076923077	38.76923076923077
946.704__8.02_2967	10.144927536231883	4.869565217391304	7.7101449275362315	4.057971014492753	3.2463768115942027	7.7101449275362315	9.739130434782608	10.144927536231883	9.333333333333332	6.08695652173913	4.869565217391304	10.144927536231883	10.550724637681158	10.144927536231883	6.898550724637681	2.434782608695652	7.488801054018446	7.380434782608695	7.380434782608695	7.380434782608695	7.380434782608695	7.142028985507245	7.7101449275362315	7.7101449275362315	7.7101449275362315	7.7101449275362315	7.7101449275362315	6.898550724637681	82.3768115942029	118.08695652173913	118.08695652173913	118.08695652173913	118.08695652173913	35.71014492753623
945.705__8.08_2558	3.574468085106383	11.617021276595745	6.1063829787234045	6.25531914893617	6.8510638297872335	4.0212765957446805	4.0212765957446805	9.23404255319149	10.872340425531915	7.446808510638298	9.382978723404255	1.6382978723404256	8.042553191489361	8.191489361702127	6.702127659574468	6.25531914893617	7.176015473887815	6.888297872340425	6.888297872340425	6.888297872340425	6.888297872340425	6.255319148936171	6.8510638297872335	6.776595744680851	6.776595744680851	6.776595744680851	6.776595744680851	6.702127659574468	78.93617021276596	110.2127659574468	110.2127659574468	110.2127659574468	110.2127659574468	31.276595744680854
945.588__8.23_4782	6.0	6.0	12.0	12.0	12.0	6.0	6.0	6.0	6.0	12.0	6.0	6.0	18.0	6.0	12.0	6.0	8.727272727272727	8.625	8.625	8.625	8.625	8.4	6.0	6.0	6.0	6.0	6.0	6.0	96.0	138.0	138.0	138.0	138.0	42.0
940.632__8.28_4703	6.0	6.0	18.0	12.0	6.0	6.0	18.0	6.0	6.0	6.0	6.0	6.0	12.0	6.0	6.0	6.0	9.272727272727273	8.25	8.25	8.25	8.25	6.0	6.0	6.0	6.0	6.0	6.0	6.0	102.0	132.0	132.0	132.0	132.0	30.0
939.621__7.53_3295	6.927835051546392	53.690721649484544	5.195876288659794	11.257731958762887	6.0618556701030935	30.309278350515466	6.927835051546392	5.195876288659794	4.3298969072164954	2.597938144329897	7.7938144329896915	7.7938144329896915	9.52577319587629	7.7938144329896915	4.3298969072164954	6.0618556701030935	13.619493908153702	10.987113402061857	10.987113402061857	10.987113402061857	10.987113402061857	5.195876288659794	7.7938144329896915	6.927835051546392	6.927835051546392	6.927835051546392	6.927835051546392	5.195876288659794	149.81443298969072	175.7938144329897	175.7938144329897	175.7938144329897	175.7938144329897	25.97938144329897
939.599__7.91_3785	11.478260869565217	11.478260869565217	5.739130434782608	17.217391304347824	5.739130434782608	5.739130434782608	17.217391304347824	11.478260869565217	11.478260869565217	11.478260869565217	5.739130434782608	5.739130434782608	5.739130434782608	5.739130434782608	5.739130434782608	5.739130434782608	9.391304347826086	8.967391304347824	8.967391304347824	8.967391304347824	8.967391304347824	8.034782608695652	5.739130434782608	5.739130434782608	5.739130434782608	5.739130434782608	5.739130434782608	5.739130434782608	103.30434782608695	143.4782608695652	143.4782608695652	143.4782608695652	143.4782608695652	40.17391304347826
