index	V22-back-psoriasis-BB10	V22-back-healthy-BB4	V22-back-healthy-BB3	V22-back-psoriasis-BB1	V22-back-healthy-BA1	V22-back-healthy-BB8	V22-back-psoriasis-BB5	V22-back-psoriasis-BA8	V22-back-healthy-BA6	V22-back-psoriasis-BC3	V22-back-healthy-BA2	V22-back-psoriasis-BB2	V22-back-healthy-BA5	V22-back-psoriasis-BA7	V22-back-psoriasis-BC4	V22-back-healthy-BC5	V22-back-healthy-BA11	V22-back-healthy-BC1	V22-back-psoriasis-BB11	V22-back-healthy-BC2	V22-back-psoriasis-BB7	V22-back-psoriasis-BB12	V22-back-healthy-BA10	V22-back-psoriasis-BA9	V22-back-healthy-BA3	V22-back-healthy-BB9	V22-back-psoriasis-BA12	V22-back-healthy-BA4	V22-back-healthy-BC6	V22-back-psoriasis-BB6	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_Batch_4	GROUP_MEAN_DESCRIPTION_back	GROUP_MEAN_Body_side_middle	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_DESCRIPTION_back	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_Batch_4	GROUP_SUM_DESCRIPTION_back	GROUP_SUM_Body_side_middle	GROUP_SUM_DESCRIPTION_2_psoriasis
971.361__7.54_5821	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	64.0	120.0	120.0	120.0	120.0	56.0
970.671__7.82_2660	6.0	10.0	4.0	2.0	2.0	4.0	4.0	2.0	6.0	4.0	4.0	2.0	2.0	6.0	8.0	2.0	4.0	8.0	12.0	2.0	8.0	4.0	8.0	2.0	6.0	6.0	2.0	6.0	2.0	2.0	4.75	4.666666666666667	4.666666666666667	4.666666666666667	4.666666666666667	4.571428571428571	4.0	4.0	4.0	4.0	4.0	4.0	76.0	140.0	140.0	140.0	140.0	64.0
969.668__7.79_1917	1.5789473684210527	3.1578947368421053	9.473684210526317	6.315789473684211	3.1578947368421053	6.315789473684211	17.36842105263158	1.5789473684210527	9.473684210526317	6.315789473684211	1.5789473684210527	3.1578947368421053	1.5789473684210527	1.5789473684210527	7.894736842105264	1.5789473684210527	1.5789473684210527	3.1578947368421053	3.1578947368421053	4.736842105263158	3.1578947368421053	12.631578947368421	4.736842105263158	6.315789473684211	1.5789473684210527	1.5789473684210527	3.1578947368421053	3.1578947368421053	6.315789473684211	3.1578947368421053	3.947368421052632	4.68421052631579	4.68421052631579	4.68421052631579	4.68421052631579	5.526315789473684	3.1578947368421053	3.1578947368421053	3.1578947368421053	3.1578947368421053	3.1578947368421053	3.1578947368421053	63.15789473684211	140.5263157894737	140.5263157894737	140.5263157894737	140.5263157894737	77.36842105263158
969.111__7.53_5447	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	64.0	120.0	120.0	120.0	120.0	56.0
967.688__8.07_678	1.0256410256410258	2.6107226107226107	6.247086247086247	1.3053613053613053	6.433566433566434	3.72960372960373	10.34965034965035	5.687645687645688	13.706293706293707	1.3986013986013985	2.797202797202797	5.407925407925408	12.307692307692308	6.806526806526807	4.382284382284382	5.221445221445221	11.375291375291376	2.4242424242424243	1.3986013986013985	4.475524475524476	3.822843822843823	5.967365967365968	2.237762237762238	2.1445221445221447	0.745920745920746	7.086247086247086	8.018648018648019	8.671328671328672	1.2121212121212122	6.340326340326341	5.705128205128205	5.177933177933178	5.177933177933178	5.177933177933178	5.177933177933178	4.575424575424576	4.848484848484849	4.848484848484849	4.848484848484849	4.848484848484849	4.848484848484849	4.895104895104895	91.28205128205128	155.33799533799532	155.33799533799532	155.33799533799532	155.33799533799532	64.05594405594407
967.654__8.04_3935	3.0	6.0	3.0	3.0	3.0	3.0	3.0	6.0	9.0	6.0	3.0	3.0	3.0	3.0	6.0	3.0	3.0	3.0	3.0	3.0	3.0	9.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.5625	3.8	3.8	3.8	3.8	4.071428571428571	3.0	3.0	3.0	3.0	3.0	3.0	57.0	114.0	114.0	114.0	114.0	57.0
965.799__6.18_5877	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	64.0	120.0	120.0	120.0	120.0	56.0
965.514__3.3_5490	6.0	6.0	3.0	6.0	3.0	3.0	3.0	3.0	3.0	6.0	3.0	3.0	6.0	3.0	3.0	3.0	6.0	3.0	9.0	3.0	6.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	9.0	3.5625	4.1	4.1	4.1	4.1	4.714285714285714	3.0	3.0	3.0	3.0	3.0	3.0	57.0	123.0	123.0	123.0	123.0	66.0
964.712__7.85_1165	3.0	3.0	12.0	3.0	6.0	6.0	3.0	3.0	3.0	6.0	3.0	3.0	6.0	3.0	3.0	9.0	3.0	3.0	6.0	3.0	3.0	6.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	9.0	4.5	4.3	4.3	4.3	4.3	4.071428571428571	3.0	3.0	3.0	3.0	3.0	3.0	72.0	129.0	129.0	129.0	129.0	57.0
964.712__6.79_3416	4.0	4.0	8.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	12.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.25	4.4	4.4	4.4	4.4	4.571428571428571	4.0	4.0	4.0	4.0	4.0	4.0	68.0	132.0	132.0	132.0	132.0	64.0
964.677__6.67_5749	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	64.0	120.0	120.0	120.0	120.0	56.0
964.583__5.02_189	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	64.0	120.0	120.0	120.0	120.0	56.0
963.622__7.98_3912	3.0	3.0	3.0	3.0	6.0	3.0	3.0	3.0	3.0	6.0	6.0	3.0	3.0	6.0	3.0	12.0	3.0	3.0	3.0	9.0	3.0	3.0	3.0	3.0	3.0	3.0	6.0	12.0	6.0	3.0	5.0625	4.4	4.4	4.4	4.4	3.642857142857143	3.0	3.0	3.0	3.0	3.0	3.0	81.0	132.0	132.0	132.0	132.0	51.0
962.733__8.07_615	4.382022471910112	11.629213483146067	4.719101123595506	1.1797752808988764	5.056179775280898	1.8539325842696628	5.224719101123595	5.224719101123595	12.640449438202246	1.6853932584269662	4.887640449438202	4.719101123595506	11.629213483146067	7.247191011235954	4.213483146067415	4.044943820224719	4.887640449438202	1.8539325842696628	5.730337078651685	3.033707865168539	2.0224719101123596	5.056179775280898	2.696629213483146	1.348314606741573	1.1797752808988764	8.595505617977528	7.921348314606742	3.7078651685393256	1.348314606741573	7.247191011235954	5.235252808988764	4.8988764044943816	4.8988764044943816	4.8988764044943816	4.8988764044943816	4.514446227929374	4.382022471910112	4.719101123595506	4.719101123595506	4.719101123595506	4.719101123595506	4.8876404494382015	83.76404494382022	146.96629213483143	146.96629213483143	146.96629213483143	146.96629213483143	63.20224719101123
961.607__7.73_3285	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	6.857142857142858	3.428571428571429	10.285714285714286	6.857142857142858	3.428571428571429	6.857142857142858	3.428571428571429	6.857142857142858	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.8571428571428577	4.114285714285715	4.114285714285715	4.114285714285715	4.114285714285715	4.408163265306124	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	3.428571428571429	61.71428571428572	123.42857142857144	123.42857142857144	123.42857142857144	123.42857142857144	61.71428571428573
961.584__7.56_4092	3.0	12.0	3.0	6.0	3.0	3.0	3.0	6.0	3.0	6.0	3.0	3.0	3.0	3.0	12.0	3.0	3.0	3.0	3.0	3.0	3.0	6.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	6.0	3.5625	4.1	4.1	4.1	4.1	4.714285714285714	3.0	3.0	3.0	3.0	3.0	3.0	57.0	123.0	123.0	123.0	123.0	66.0
