index	V11-arm-healthy-BF3	V11-arm-healthy-BH1	V11-arm-healthy-BF4	V11-arm-healthy-BH2	V11-arm-healthy-BF5	V11-arm-healthy-BH3	V11-arm-psoriasis-BF11	V11-arm-healthy-BF6	V11-arm-psoriasis-BH5	V11-arm-healthy-BH4	V11-arm-healthy-BF8	V11-arm-psoriasis-BF9	V11-arm-psoriasis-BF10	V11-arm-healthy-BF7	V11-arm-healthy-BF12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
685.483__8.76_2505	5680.198224852071	528.3905325443787	331.85502958579883	235.198224852071	438.17751479289944	2342.3165680473376	157.87278106508876	747.4792899408284	538.0562130177515	280.3047337278107	544.5	309.301775147929	567.0532544378699	454.2869822485207	51.55029585798817	1057.6597633136093	880.4360946745562	880.4360946745562	784.8532544378699	928.2275147928992	880.4360946745562	393.0710059171598	454.2869822485207	454.2869822485207	454.2869822485207	528.3905325443787	446.2322485207101	454.2869822485207	423.67899408284023	11634.257396449702	13206.541420118343	13206.541420118343	3924.2662721893494	9282.275147928993	13206.541420118343	1572.2840236686393
685.435_C29H60N6O12_9.34_3889	165.70212765957447	1416.0	1213.4751773049645	878.7234042553192	1285.4468085106384	261.10638297872345	605.9007092198582	128.8794326241135	289.5602836879433	254.41134751773052	145.61702127659575	552.3404255319149	236.00000000000003	341.44680851063833	135.5744680851064	566.0348162475822	527.3456264775413	527.3456264775413	619.9602836879433	481.0382978723404	527.3456264775413	420.9503546099291	261.10638297872345	289.5602836879433	289.5602836879433	289.5602836879433	288.72340425531917	289.5602836879433	420.9503546099291	6226.382978723404	7910.18439716312	7910.18439716312	3099.8014184397166	4810.382978723404	7910.18439716312	1683.8014184397164
684.561_C39H75N2O7_8.5_122	136.94644506001848	64.66666666666667	593.7331486611265	339.5	547.8305632502309	242.5	227.1842105263158	773.4025854108957	294.80655586334257	406.2714681440443	431.39473684210526	2061.048476454294	669.8194829178209	640.4866112650046	11.285318559556787	380.72886762360446	496.0584179747614	496.0584179747614	269.5489381348107	609.3131578947368	496.0584179747614	813.2146814404433	406.2714681440443	406.2714681440443	406.2714681440443	294.80655586334257	570.7818559556787	406.2714681440443	482.31301939058176	4188.017543859649	7440.876269621422	7440.876269621422	1347.7446906740536	6093.131578947368	7440.876269621422	3252.8587257617733
683.542__9.49_4666	253.05263157894737	189.78947368421052	3432.0263157894738	664.2631578947369	474.4736842105263	537.7368421052631	173.97368421052633	664.2631578947369	173.97368421052633	901.5	284.6842105263158	300.5	300.5	585.1842105263158	47.44736842105263	730.4019138755981	598.8912280701755	598.8912280701755	493.4526315789473	651.6105263157895	598.8912280701755	237.23684210526318	537.7368421052631	300.5	300.5	537.7368421052631	300.5	300.5	237.23684210526318	8034.421052631579	8983.368421052633	8983.368421052633	2467.2631578947367	6516.105263157895	8983.368421052633	948.9473684210527
683.542_C40H74O8_7.23_1110	126.38297872340425	52.659574468085104	168.51063829787233	136.91489361702128	207.12765957446808	547.6595744680851	386.17021276595744	256.27659574468083	898.7234042553191	94.7872340425532	768.8297872340426	319.468085106383	779.3617021276596	863.6170212765958	165.0	307.97872340425533	384.76595744680856	384.76595744680856	346.1489361702128	404.0744680851064	384.76595744680856	595.9308510638298	168.51063829787233	256.27659574468083	256.27659574468083	136.91489361702128	287.8723404255319	256.27659574468083	582.7659574468084	3387.765957446809	5771.489361702128	5771.489361702128	1730.7446808510638	4040.744680851064	5771.489361702128	2383.723404255319
682.546_C36H75NO10_8.37_3491	193.01162790697674	251.50000000000003	362.6279069767442	473.75581395348837	274.8953488372093	251.50000000000003	415.2674418604651	1549.9418604651164	274.8953488372093	1836.5348837209303	286.593023255814	444.51162790697674	292.4418604651163	269.04651162790697	116.97674418604652	533.3076109936576	486.2333333333334	486.2333333333334	617.6372093023256	420.53139534883724	486.2333333333334	356.7790697674419	274.8953488372093	286.593023255814	286.593023255814	274.8953488372093	289.51744186046517	286.593023255814	353.8546511627907	5866.383720930234	7293.500000000001	7293.500000000001	3088.186046511628	4205.313953488372	7293.500000000001	1427.1162790697676
680.929__6.46_470	358.5826771653543	325.51181102362204	522.0472440944882	345.3543307086614	389.29133858267716	416.2204724409449	180.0	415.2755905511811	603.3070866141733	556.0629921259842	194.17322834645668	295.2755905511811	424.7244094488189	115.74803149606299	322.6771653543307	360.0858983536149	364.2834645669292	364.2834645669292	449.29133858267716	321.7795275590551	364.2834645669292	375.82677165354335	358.5826771653543	358.5826771653543	358.5826771653543	416.2204724409449	340.6299212598425	358.5826771653543	360.0	3960.9448818897636	5464.251968503938	5464.251968503938	2246.4566929133857	3217.7952755905512	5464.251968503938	1503.3070866141734
679.98__10.05_4952	1711.5064935064934	251.49999999999997	627.1168831168831	124.1168831168831	295.5941558441558	365.8181818181818	228.63636363636363	767.564935064935	344.5876623376623	205.77272727272725	460.538961038961	102.88636363636363	93.08766233766234	264.56493506493507	256.39935064935065	484.5903187721369	406.64610389610397	406.64610389610397	258.3590909090909	480.78961038961035	406.64610389610397	192.29951298701297	295.5941558441558	264.56493506493507	264.56493506493507	251.49999999999997	280.07954545454544	264.56493506493507	165.76136363636363	5330.493506493506	6099.691558441559	6099.691558441559	1291.7954545454545	4807.896103896103	6099.691558441559	769.1980519480519
679.509_C38H62N8O3_6.91_3102	236.0	236.0	236.0	10384.0	7552.0	15812.0	8024.0	10384.0	236.0	236.0	236.0	11564.0	236.0	236.0	5900.0	4677.090909090909	4767.2	4767.2	5380.8	4460.4	4767.2	5015.0	236.0	236.0	236.0	236.0	3068.0	236.0	4130.0	51448.0	71508.0	71508.0	26904.0	44604.0	71508.0	20060.0
679.44_C28H58N10O9_8.09_886	143.7852246763138	36.17821782178218	97.86671744097487	27.365575019040367	609.0	94.15613099771517	742.5811119573497	1282.4714394516375	667.4417364813405	63.07996953541508	1962.900228484387	1605.2924600152323	1526.4424980959634	1543.1401370906322	103.43259710586443	542.1251125112511	700.3422696115764	700.3422696115764	177.64432597105866	961.6912414318355	700.3422696115764	1135.4394516374714	103.43259710586443	609.0	609.0	63.07996953541508	1012.5262757044936	609.0	1134.5118050266565	5963.376237623763	10505.134044173647	10505.134044173647	888.2216298552933	9616.912414318354	10505.134044173647	4541.757806549886
679.438_C34H58N6O8_7.69_2157	310.3003875968992	289.28003875968994	268.2596899224806	503.4874031007752	234.22674418604652	258.25	204.19767441860466	516.5	527.5106589147287	237.2296511627907	878.8507751937984	455.44089147286826	661.640503875969	385.3730620155039	96.09302325581396	361.62279774489076	388.4427002583979	388.4427002583979	363.1515503875969	401.08827519379844	388.4427002583979	462.19743217054264	289.28003875968994	310.3003875968992	310.3003875968992	289.28003875968994	347.8367248062016	310.3003875968992	491.4757751937984	3977.8507751937987	5826.6405038759685	5826.6405038759685	1815.7577519379845	4010.8827519379843	5826.6405038759685	1848.7897286821706
679.058__3.24_6152	433.5	303.45	1127.1	1690.6499999999999	346.8	260.09999999999997	520.1999999999999	260.09999999999997	43.35	43.35	650.25	390.15	216.75	303.45	346.8	524.1409090909091	462.4	462.4	468.17999999999995	459.51000000000005	462.4	292.61249999999995	346.8	346.8	346.8	260.09999999999997	368.475	346.8	303.45	5765.549999999999	6936.0	6936.0	2340.8999999999996	4595.1	6936.0	1170.4499999999998
678.478_C35H69BN4O3Se_6.51_1571	258.38709677419354	1268.1290322580644	769.9354838709677	1693.1612903225805	330.96774193548384	101.03225806451613	180.0	242.70967741935482	220.06451612903226	552.7741935483871	2396.322580645161	133.54838709677418	48.774193548387096	1447.5483870967741	1318.0645161290322	943.5483870967741	730.7612903225806	730.7612903225806	767.0322580645161	712.6258064516129	730.7612903225806	145.59677419354838	769.9354838709677	330.96774193548384	330.96774193548384	552.7741935483871	294.67741935483866	330.96774193548384	156.77419354838707	10379.032258064515	10961.41935483871	10961.41935483871	3835.1612903225805	7126.258064516129	10961.41935483871	582.3870967741935
677.48_C36H74O6Se_7.27_369	659.5743944636678	449.26229508196724	663.6852912814113	436.54960576323106	609.0	414.82057972658686	31.81626864825004	400.82971240569515	161.22315502864598	614.4581655227182	337.05899370355667	152.72499858188212	144.08866072947984	375.19706165976515	797.1685291281411	523.418602612431	416.49718078166654	416.49718078166654	415.2627602246299	417.11439106018497	416.49718078166654	122.4632707470645	449.26229508196724	414.82057972658686	414.82057972658686	436.54960576323106	388.0133870327302	414.82057972658686	148.40682965568098	5757.604628736741	6247.457711724998	6247.457711724998	2076.3138011231495	4171.14391060185	6247.457711724998	489.853082988258
677.479_C36H68O11_8.6_3265	266.59638554216866	317.6807228915663	1286.686746987952	3290.150602409639	365.57228915662654	1307.4397590361446	293.73493975903614	242.65060240963857	265.0	196.355421686747	448.58433734939763	320.8734939759036	574.6987951807229	175.60240963855424	70.2409638554217	724.3236582694414	628.1244979919678	628.1244979919678	1075.3253012048194	404.52409638554224	628.1244979919678	363.57680722891564	317.6807228915663	317.6807228915663	317.6807228915663	317.6807228915663	307.3042168674699	317.6807228915663	307.3042168674699	7967.560240963855	9421.867469879517	9421.867469879517	5376.626506024097	4045.2409638554223	9421.867469879517	1454.3072289156626
677.452__9.12_3757	433.49999999999994	302.02868852459017	216.74999999999997	163.45081967213113	305.58196721311475	447.71311475409834	639.5901639344262	1815.7254098360654	280.7090163934426	1353.7991803278687	501.0122950819672	497.4590163934426	234.51639344262293	273.6024590163934	99.49180327868852	537.5141579731743	504.32868852459	504.32868852459	509.5401639344262	501.72295081967206	504.32868852459	413.0686475409836	305.58196721311475	305.58196721311475	305.58196721311475	302.02868852459017	369.54098360655735	305.58196721311475	389.0840163934426	5912.655737704917	7564.93032786885	7564.93032786885	2547.700819672131	5017.22950819672	7564.93032786885	1652.2745901639344
677.352_C24H54N8O10P2_6.63_2435	871.9539584503088	591.2759685569905	474.44553621560925	563.065693430657	524.3121841661988	669.6378439079169	56.135597978663675	402.3526108927569	86.05558674901741	608.3731049971926	430.5628860190904	342.7975856260528	129.08338012352613	507.5	780.4842784952274	583.9967331938134	469.2024143739472	469.2024143739472	503.68163952835494	451.9628017967434	469.2024143739472	153.518037619315	563.065693430657	507.5	507.5	591.2759685569905	452.5042111173498	507.5	107.56948343627177	6423.964065131948	7038.036215609208	7038.036215609208	2518.4081976417747	4519.628017967434	7038.036215609208	614.07215047726
676.392_C33H57NO13_5.42_1817	115.63956639566395	46.21510840108401	207.86619241192412	69.01727642276423	333.68529810298105	397.81639566395665	185.0640243902439	622.9878048780488	515.6954607046071	568.2218834688347	167.96239837398375	300.5	266.7039295392954	144.1422764227642	463.98340108401084	285.23069105691053	293.70006775067753	293.70006775067753	319.3932249322493	280.85348915989164	293.70006775067753	316.9908536585366	207.86619241192412	266.7039295392954	266.7039295392954	397.81639566395665	237.28506097560978	266.7039295392954	283.6019647696477	3137.537601626016	4405.501016260163	4405.501016260163	1596.9661246612466	2808.534891598916	4405.501016260163	1267.9634146341464
675.373_C27H56N10O5Se_7.85_772	646.25	419.375	522.5	763.125	453.75	495.0	378.125	192.5	220.0	171.875	1045.0	240.625	268.125	426.25	165.0	481.875	427.1666666666667	427.1666666666667	413.875	433.8125	427.1666666666667	276.71875	453.75	419.375	419.375	419.375	402.1875	419.375	254.375	5300.625	6407.5	6407.5	2069.375	4338.125	6407.5	1106.875
675.32_C28H46N6O13_4.49_2020	430.95652173913044	513.0434782608696	198.3768115942029	212.05797101449275	290.72463768115944	530.1449275362319	4959.420289855072	1675.9420289855072	865.3333333333334	273.6231884057971	3351.8840579710145	848.231884057971	236.0	465.15942028985506	143.65217391304347	735.0513833992095	999.6367149758456	999.6367149758456	478.8405797101449	1260.0347826086957	999.6367149758456	1727.246376811594	430.95652173913044	465.15942028985506	465.15942028985506	513.0434782608696	448.05797101449275	465.15942028985506	856.7826086956522	8085.565217391304	14994.550724637684	14994.550724637684	2394.2028985507245	12600.347826086956	14994.550724637684	6908.985507246376
674.467__5.11_5494	1856.9430894308944	6294.886178861789	2106.6260162601625	4052.4552845528456	609.0	2013.9674796747968	19.804878048780488	205.3577235772358	286.6991869918699	988.829268292683	28.056910569105693	11.552845528455284	45.50406504065041	12.260162601626018	14.853658536585366	1653.0214338507021	1236.4531165311653	1236.4531165311653	2727.3674796747964	490.9959349593495	1236.4531165311653	90.89024390243902	988.829268292683	286.6991869918699	286.6991869918699	2013.9674796747968	36.78048780487805	286.6991869918699	32.65447154471545	18183.235772357722	18546.79674796748	18546.79674796748	13636.837398373982	4909.959349593495	18546.79674796748	363.5609756097561
672.524_C30H69N7O9_7.26_368	667.3362369866755	464.73056727471396	705.8943454639269	456.9856739612104	609.0	453.30731174310256	52.64309345312168	453.4736698333688	178.372841229854	662.4933681367044	364.8972288827511	161.36734755819953	136.54302364403435	416.81943727805265	878.7034327859897	557.6037520314997	444.17117188211375	444.17117188211375	443.1779524691171	444.667781588612	444.17117188211375	132.2315764713024	464.73056727471396	453.4736698333688	453.4736698333688	456.9856739612104	435.14655355571074	453.4736698333688	148.95518560111694	6133.641272346496	6662.567578231707	6662.567578231707	2215.8897623455855	4446.67781588612	6662.567578231707	528.9263058852096
672.398_C24H51N13O8_6.37_4472	473.33589743589744	251.5	2682.6666666666665	156.05897435897435	3501.653846153846	172.82564102564103	65.77692307692307	434.64358974358976	390.7923076923077	1556.7205128205128	407.55897435897435	526.2153846153846	114.78717948717949	472.04615384615386	190.88205128205126	936.353846153846	759.83094017094	759.83094017094	505.5794871794871	886.9566666666666	759.83094017094	274.3929487179487	434.64358974358976	407.55897435897435	407.55897435897435	251.5	453.3448717948718	407.55897435897435	252.78974358974358	10299.892307692306	11397.464102564101	11397.464102564101	2527.8974358974356	8869.566666666666	11397.464102564101	1097.5717948717947
671.491__9.74_3729	4316.609154929578	360.2535211267606	349.53169014084506	302.3556338028169	609.0	855.6021126760563	405.28521126760563	197.2816901408451	821.2922535211268	508.21478873239437	501.78169014084506	156.5387323943662	115.79577464788733	338.8098591549296	278.7676056338028	783.4734314980793	674.4746478873241	674.4746478873241	569.5436619718309	726.9401408450706	674.4746478873241	374.7279929577465	360.2535211267606	360.2535211267606	360.2535211267606	508.21478873239437	344.17077464788736	360.2535211267606	280.9119718309859	8618.207746478873	10117.119718309861	10117.119718309861	2847.718309859155	7269.401408450705	10117.119718309861	1498.911971830986
671.472_C33H62N6O8_8.26_514	305.94418095585553	230.18022619481943	39.54834002188982	168.19153593578986	609.0	30.661072601240424	753.640277271069	1281.5439620576433	519.9051441079898	69.32068588106532	1441.2925939438162	1093.8004377964248	1188.8941991973734	1067.582998905509	121.3112002918643	487.6887997081358	594.72112367749	594.72112367749	203.651732944181	790.2558190441445	594.72112367749	889.0600145932142	230.18022619481943	519.9051441079898	519.9051441079898	168.19153593578986	910.6116380882889	519.9051441079898	923.7203575337469	5364.5767967894935	8920.816855162351	8920.816855162351	1018.2586647209049	7902.558190441445	8920.816855162351	3556.2400583728568
671.29_C25H52N6O8SSe_4.99_10	27.855568910256412	69.78125	33.02003205128205	312.87700320512823	694.4372996794872	41.31570512820513	7721.685697115385	3325.751602564103	1350.9747596153848	782.3551682692308	145.0116185897436	1433.8094951923078	349.1095753205128	507.50000000000006	45.26021634615385	544.1059513403264	1122.7163327991452	1122.7163327991452	511.46077724358986	1428.3441105769232	1122.7163327991452	2713.894881810898	145.0116185897436	349.1095753205128	349.1095753205128	312.87700320512823	428.30478766025647	349.1095753205128	1392.3921274038462	5985.165464743591	16840.74499198718	16840.74499198718	2557.303886217949	14283.441105769232	16840.74499198718	10855.579527243592
670.51_C34H71NO11_7.61_2130	516.6405693950178	136.19928825622776	552.0	649.5658362989324	669.8647686832741	481.2811387900356	47.145907473309606	324.7829181494662	229.1814946619217	987.4448398576512	1189.779359430605	214.12099644128114	104.11387900355872	347.70106761565836	247.51601423487546	554.797800064704	446.4892052194544	446.4892052194544	496.73451957295373	421.36654804270466	446.4892052194544	148.6405693950178	516.6405693950178	347.70106761565836	347.70106761565836	481.2811387900356	336.2419928825623	347.70106761565836	159.11743772241994	6102.7758007117445	6697.338078291816	6697.338078291816	2483.6725978647687	4213.6654804270465	6697.338078291816	594.5622775800712
670.364_C30H55NO15_4.47_1758	518.6920152091254	203.7718631178707	180.61596958174903	287.13307984790873	609.0	206.08745247148286	6592.48288973384	1546.8136882129277	882.2395437262356	358.9163498098859	5212.391634980988	1141.5855513307984	342.70722433460077	115.77946768060836	122.72623574144485	851.0843415139992	1221.396197718631	1221.396197718631	387.62965779467675	1638.2794676806084	1221.396197718631	2239.7538022813687	287.13307984790873	358.9163498098859	358.9163498098859	287.13307984790873	563.8460076045627	358.9163498098859	1011.912547528517	9361.927756653991	18320.942965779464	18320.942965779464	1938.1482889733838	16382.794676806083	18320.942965779464	8959.015209125475
669.956_C13H24NO20P5_7.64_1605	800.7407407407406	528.1481481481482	552.0	2064.8888888888887	54.51851851851851	674.6666666666666	214.66666666666666	201.037037037037	136.29629629629628	657.6296296296296	364.59259259259255	190.8148148148148	153.33333333333331	1148.2962962962963	160.14814814814812	655.1515151515151	526.7851851851851	526.7851851851851	812.3259259259258	384.0148148148148	526.7851851851851	173.77777777777777	552.0	364.59259259259255	364.59259259259255	657.6296296296296	207.85185185185185	364.59259259259255	172.07407407407408	7206.666666666666	7901.7777777777765	7901.7777777777765	4061.629629629629	3840.1481481481483	7901.7777777777765	695.1111111111111
669.513_C26H64N14O6_7.6_2895	875.7540594059406	444.02732673267326	844.1584158415841	479.7231683168317	609.0	441.37425742574254	49.925940594059405	425.21465346534654	100.33425742574256	669.5382178217822	342.48712871287125	90.44554455445544	70.90930693069306	267.47762376237625	517.1073267326733	537.8056525652565	415.1651485148514	415.1651485148514	426.99944554455453	409.248	415.1651485148514	77.90376237623762	479.7231683168317	441.37425742574254	441.37425742574254	444.02732673267326	383.8508910891089	441.37425742574254	80.67742574257426	5915.862178217822	6227.477227722771	6227.477227722771	2134.9972277227725	4092.48	6227.477227722771	311.6150495049505
669.385_C21H56N12O8S2_7.03_2170	950.984375	401.7578125	552.0625	485.890625	280.7578125	753.4140625	60.5	390.4140625	85.078125	521.8125	544.5	125.7265625	45.375	164.484375	259.015625	482.28125	374.78489583333334	374.78489583333334	449.590625	337.38203125	374.78489583333334	79.169921875	485.890625	390.4140625	390.4140625	485.890625	269.88671875	390.4140625	72.7890625	5305.09375	5621.7734375	5621.7734375	2247.953125	3373.8203125	5621.7734375	316.6796875
668.492__7.48_4938	360.00000000000006	152.30769230769232	380.76923076923083	373.84615384615387	335.7692307692308	387.69230769230774	180.00000000000003	740.7692307692308	301.1538461538462	526.1538461538462	231.92307692307693	266.53846153846155	346.1538461538462	463.84615384615387	176.53846153846155	375.41958041958054	348.23076923076934	348.23076923076934	348.2307692307692	348.2307692307692	348.23076923076934	273.46153846153845	373.84615384615387	346.1538461538462	346.1538461538462	373.84615384615387	340.96153846153845	346.1538461538462	283.84615384615387	4129.615384615386	5223.46153846154	5223.46153846154	1741.1538461538462	3482.3076923076924	5223.46153846154	1093.8461538461538
667.535_C36H74O10_8.63_2541	697.5818181818182	222.50454545454545	1054.3909090909092	194.4409090909091	591.3409090909091	390.8863636363636	122.27727272727273	1262.8636363636365	140.3181818181818	441.0	374.85	3133.1045454545456	916.0772727272728	509.1545454545455	20.045454545454547	523.550826446281	671.3890909090909	671.3890909090909	277.83	868.1686363636363	671.3890909090909	1077.9443181818183	441.0	441.0	441.0	222.50454545454545	644.4613636363637	441.0	528.1977272727273	5759.0590909090915	10070.836363636363	10070.836363636363	1389.1499999999999	8681.686363636363	10070.836363636363	4311.777272727273
667.51__6.93_4843	61.86764705882353	786.6029411764706	2324.4558823529414	371.20588235294116	2457.029411764706	220.9558823529412	265.1470588235294	433.0735294117647	388.88235294117646	397.72058823529414	256.30882352941177	300.5	79.54411764705883	229.79411764705884	388.88235294117646	720.7179144385026	597.4647058823531	597.4647058823531	433.0735294117647	679.660294117647	597.4647058823531	258.51838235294116	388.88235294117646	371.20588235294116	371.20588235294116	388.88235294117646	282.8235294117647	371.20588235294116	282.8235294117647	7927.897058823529	8961.970588235296	8961.970588235296	2165.3676470588234	6796.60294117647	8961.970588235296	1034.0735294117646
667.336_C23H42N18O4S_5.11_338	70.68112543962485	40.695193434935526	80.20046893317702	299.85932004689334	609.0	250.35873388042205	6705.1875732708095	184.91324736225087	1079.255568581477	633.5123094958968	3697.3130128956623	1152.554513481829	411.71160609613133	483.5826494724502	169.92028135990623	592.7305765746563	1057.9163735834309	1057.9163735834309	460.73622508792494	1356.506447831184	1057.9163735834309	2337.1773153575614	250.35873388042205	411.71160609613133	411.71160609613133	299.85932004689334	447.6471277842908	411.71160609613133	1115.9050410316531	6520.036342321219	15868.745603751464	15868.745603751464	2303.681125439625	13565.06447831184	15868.745603751464	9348.709261430246
666.988__9.41_48	433.49999999999994	775.7368421052631	376.4605263157894	2561.0723684210525	250.9736842105263	1705.4802631578946	96.96710526315789	216.74999999999997	102.67105263157895	416.3881578947368	707.2894736842105	342.2368421052631	199.63815789473682	1021.0065789473683	205.3421052631579	788.1818181818181	627.4342105263157	627.4342105263157	1112.2697368421052	385.01644736842104	627.4342105263157	185.37828947368422	433.49999999999994	376.4605263157894	376.4605263157894	775.7368421052631	296.6052631578947	376.4605263157894	151.1546052631579	8670.0	9411.513157894737	9411.513157894737	5561.348684210526	3850.1644736842104	9411.513157894737	741.5131578947369
666.602__9.38_5929	2151.7999999999997	649.6	487.2	690.1999999999999	609.0	284.2	365.4	243.6	121.8	203.0	609.0	162.4	284.2	852.5999999999999	162.4	631.1454545454544	525.0933333333331	525.0933333333331	389.76	592.7599999999999	525.0933333333331	233.45	609.0	365.4	365.4	284.2	426.29999999999995	365.4	223.3	6942.5999999999985	7876.399999999998	7876.399999999998	1948.8	5927.5999999999985	7876.399999999998	933.8
666.551_C36H75NO9_7.87_2148	268.96604938271605	55.64814814814815	1493.2253086419755	81.61728395061729	450.75000000000006	727.1358024691358	179.929012345679	994.246913580247	406.2314814814815	875.530864197531	443.33024691358025	300.5	556.4814814814815	493.4135802469136	1365.2345679012346	659.0089786756454	579.4827160493828	579.4827160493828	429.2327160493827	654.6077160493827	579.4827160493828	360.7854938271605	493.4135802469136	450.75000000000006	450.75000000000006	406.2314814814815	472.0817901234568	450.75000000000006	353.36574074074076	7249.0987654321	8692.240740740743	8692.240740740743	2146.1635802469136	6546.077160493827	8692.240740740743	1443.141975308642
666.433_C33H64NO10P_6.54_1480	12.663662433428922	21.10610405571487	552.0	9.045473166734944	513.858254813601	454.53502662843096	324.2048340843916	704.4162228594838	619.2380172060631	536.3965587873822	496.2949610815239	565.1159360917657	508.1294551413355	318.09913969684555	158.597296190086	343.3647908830211	386.2467294824525	386.2467294824525	328.0642359688652	415.3379762392462	386.2467294824525	504.17206063088895	454.53502662843096	496.2949610815239	496.2949610815239	454.53502662843096	502.21220811142973	496.2949610815239	536.6226956165506	3777.012699713232	5793.700942236787	5793.700942236787	1640.321179844326	4153.379762392462	5793.700942236787	2016.6882425235558
666.334_C29H57N3O9Se_5.01_24	29.12210526315789	84.98526315789474	19.689473684210526	296.53263157894736	609.0	33.60947368421053	7736.6810526315785	3291.8052631578944	1231.4621052631578	685.0105263157894	4075.1715789473683	1289.797894736842	300.5621052631579	433.9010526315789	34.8	872.1479425837322	1343.4753684210525	1343.4753684210525	466.32	1782.053052631579	1343.4753684210525	2639.6257894736837	296.53263157894736	433.9010526315789	433.9010526315789	296.53263157894736	521.4505263157895	433.9010526315789	1260.6299999999999	9593.627368421054	20152.13052631579	20152.13052631579	2331.6	17820.53052631579	20152.13052631579	10558.503157894735
665.53_C36H68N6O5_9.36_2364	550.9333333333333	137.73333333333332	998.5666666666667	189.38333333333333	671.45	413.2	275.46666666666664	516.5	223.81666666666666	361.55	154.95	361.55	275.46666666666664	292.68333333333334	103.3	399.1136363636364	368.43666666666667	368.43666666666667	265.13666666666666	420.0866666666667	368.43666666666667	284.075	361.55	292.68333333333334	292.68333333333334	223.81666666666666	327.1166666666667	292.68333333333334	275.46666666666664	4390.25	5526.55	5526.55	1325.6833333333332	4200.866666666667	5526.55	1136.3
665.423_C26H56N12O6S_6.84_2869	346.8048780487805	436.0243902439024	1237.560975609756	263.3414634146341	303.6341463414634	335.29268292682923	240.3170731707317	274.8536585365853	382.780487804878	1085.0243902439024	307.9512195121951	259.0243902439024	236.0	568.4146341463414	507.9756097560975	515.170731707317	452.33333333333326	452.33333333333326	500.49268292682916	428.2536585365853	452.33333333333326	279.530487804878	346.8048780487805	335.29268292682923	335.29268292682923	382.780487804878	305.79268292682923	335.29268292682923	249.67073170731706	5666.878048780487	6784.999999999999	6784.999999999999	2502.463414634146	4282.536585365853	6784.999999999999	1118.121951219512
664.939__8.19_1177	427.55	251.5	410.78333333333336	670.6666666666667	494.6166666666667	938.9333333333334	159.28333333333333	318.56666666666666	268.26666666666665	955.7	536.5333333333333	310.18333333333334	427.55	1441.9333333333334	100.60000000000001	595.2166666666667	514.1777777777778	514.1777777777778	617.0133333333333	462.76000000000005	514.1777777777778	291.3208333333333	494.6166666666667	427.55	427.55	670.6666666666667	419.1666666666667	427.55	289.225	6547.383333333334	7712.666666666667	7712.666666666667	3085.0666666666666	4627.6	7712.666666666667	1165.2833333333333
664.51__9.33_154	641.3	2891.9	217.79999999999998	3472.7	435.59999999999997	1137.3999999999999	157.29999999999998	254.1	302.5	1052.7	544.5	169.4	193.6	1464.1	133.1	1113.2	871.2	871.2	1771.44	421.08000000000004	871.2	205.7	641.3	435.59999999999997	435.59999999999997	1137.3999999999999	235.95	435.59999999999997	181.5	12245.2	13068.0	13068.0	8857.2	4210.8	13068.0	822.8
663.999__9.78_5854	882.0	185.68421052631578	324.9473684210526	348.1578947368421	3179.842105263158	116.05263157894737	371.36842105263156	116.05263157894737	278.5263157894737	441.0	533.8421052631579	139.26315789473685	278.5263157894737	92.84210526315789	626.6842105263157	622.4641148325359	527.6526315789473	527.6526315789473	273.88421052631577	654.5368421052631	527.6526315789473	266.92105263157896	348.1578947368421	324.9473684210526	324.9473684210526	278.5263157894737	348.1578947368421	324.9473684210526	278.5263157894737	6847.105263157895	7914.78947368421	7914.78947368421	1369.421052631579	6545.368421052631	7914.78947368421	1067.6842105263158
663.977__10.05_4775	222.64	384.78	273.46	2492.6	745.36	363.0	404.14	326.7	217.79999999999998	500.94	418.65999999999997	300.08	2141.7	176.66	421.08	575.0799999999999	625.9733333333334	625.9733333333334	791.8240000000001	543.048	625.9733333333334	765.93	384.78	384.78	384.78	384.78	365.41999999999996	384.78	352.11	6325.879999999999	9389.6	9389.6	3959.1200000000003	5430.48	9389.6	3063.72
