index	V11-arm-healthy-BF3	V11-arm-healthy-BH1	V11-arm-healthy-BF4	V11-arm-healthy-BH2	V11-arm-healthy-BF5	V11-arm-healthy-BH3	V11-arm-psoriasis-BF11	V11-arm-healthy-BF6	V11-arm-psoriasis-BH5	V11-arm-healthy-BH4	V11-arm-healthy-BF8	V11-arm-psoriasis-BF9	V11-arm-psoriasis-BF10	V11-arm-healthy-BF7	V11-arm-healthy-BF12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
931.158__10.04_4724	1612.1803278688526	909.110655737705	195.19672131147541	383.1639344262295	133.74590163934425	298.2172131147541	249.41803278688525	90.3688524590164	778.9795081967213	441.0	901.8811475409836	144.59016393442624	97.59836065573771	187.96721311475412	191.58196721311475	485.8558122205664	441.00000000000006	441.00000000000006	562.094262295082	380.452868852459	441.00000000000006	317.64651639344265	298.2172131147541	249.41803278688525	249.41803278688525	441.0	189.77459016393442	249.41803278688525	197.00409836065575	5344.41393442623	6615.000000000001	6615.000000000001	2810.47131147541	3804.52868852459	6615.000000000001	1270.5860655737706
930.489__5.1_2061	1317.7810650887573	1002.0355029585799	193.10059171597632	200.92899408284023	185.2721893491124	284.43195266272187	2763.4260355029583	641.9289940828402	430.56213017751475	441.0	1612.6508875739644	227.02366863905326	357.4970414201183	177.44378698224853	78.28402366863905	557.7143625605164	660.8911242603549	660.8911242603549	471.7917159763314	755.4408284023668	660.8911242603549	944.6272189349111	284.43195266272187	357.4970414201183	357.4970414201183	430.56213017751475	292.26035502958575	357.4970414201183	394.0295857988165	6134.857988165681	9913.366863905323	9913.366863905323	2358.958579881657	7554.408284023668	9913.366863905323	3778.5088757396443
920.686__7.8_1762	110.4652996845426	377.82334384858046	128.07570977917982	936.5536277602524	140.8832807570978	449.8659305993691	260.9542586750789	195.31545741324922	105.66246056782336	552.326498422713	560.3312302839117	124.87381703470032	134.4794952681388	507.50000000000006	171.30126182965301	375.49469457986817	317.09411146161943	317.09411146161943	484.4463722397477	233.41798107255522	317.09411146161943	156.49250788643536	377.82334384858046	195.31545741324922	195.31545741324922	449.8659305993691	156.0922712933754	195.31545741324922	129.67665615141956	4130.44164037855	4756.411671924291	4756.411671924291	2422.2318611987384	2334.179810725552	4756.411671924291	625.9700315457414
910.651__8.37_1805	180.86842105263156	137.36842105263156	372.0394736842105	401.80263157894734	609.0	321.67105263157896	95.01315789473684	729.1973684210526	136.2236842105263	676.5394736842105	689.1315789473684	1714.8157894736842	564.3552631578947	778.421052631579	64.10526315789474	450.9222488038278	498.0368421052632	498.0368421052632	334.7210526315789	579.6947368421054	498.0368421052632	627.6019736842105	401.80263157894734	401.80263157894734	401.80263157894734	321.67105263157896	586.6776315789473	401.80263157894734	350.2894736842105	4960.144736842106	7470.5526315789475	7470.5526315789475	1673.6052631578946	5796.947368421053	7470.5526315789475	2510.407894736842
909.648__8.42_423	153.68698517298185	175.5123558484349	552.0	598.3789126853377	602.0164744645798	334.65568369028006	223.7100494233937	1017.6079077429982	191.8813838550247	471.9736408566721	1222.2207578253706	2408.065897858319	860.2833607907742	387.40032948929155	64.56672158154859	507.274524487045	617.5973640856671	617.5973640856671	354.48039538714994	749.1558484349257	617.5973640856671	920.9851729818779	471.9736408566721	471.9736408566721	471.9736408566721	334.65568369028006	577.00823723229	471.9736408566721	541.9967051070839	5580.0197693574955	9263.960461285007	9263.960461285007	1772.4019769357496	7491.558484349257	9263.960461285007	3683.9406919275116
909.647__8.12_1748	520.1752577319588	729.7422680412371	224.53608247422682	1281.7268041237114	187.11340206185568	363.0	215.18041237113403	140.33505154639175	123.49484536082475	200.21134020618558	1030.994845360825	93.55670103092784	123.49484536082475	755.938144329897	314.35051546391753	522.5567010309279	420.25670103092784	420.25670103092784	539.6350515463918	360.56752577319594	420.25670103092784	138.93170103092785	363.0	224.53608247422682	224.53608247422682	363.0	219.85824742268042	224.53608247422682	123.49484536082475	5748.123711340207	6303.850515463918	6303.850515463918	2698.175257731959	3605.6752577319594	6303.850515463918	555.7268041237114
905.398__4.79_2102	662.3265306122449	269.8367346938776	386.3571428571429	294.36734693877554	196.24489795918367	521.2755102040817	1563.826530612245	981.2244897959184	171.71428571428572	183.9795918367347	643.9285714285714	300.5	202.37755102040816	275.96938775510205	570.3367346938776	453.2588126159555	481.6176870748298	481.6176870748298	288.2346938775511	578.3091836734694	481.6176870748298	559.6045918367347	386.3571428571429	300.5	300.5	269.8367346938776	478.34693877551024	300.5	251.4387755102041	4985.84693877551	7224.265306122447	7224.265306122447	1441.1734693877554	5783.091836734694	7224.265306122447	2238.418367346939
904.692__8.41_246	108.09268795056643	132.16374871266737	500.9505664263646	416.9289392378991	427.82904222451083	326.09474768280126	213.91452111225541	744.8403707518023	139.88465499485068	441.00000000000006	646.7394438722966	1647.732234809475	761.1905252317199	1126.3439752832132	33.6086508753862	445.87201572886437	511.1542739443872	511.1542739443872	291.21441812564365	621.1242018537591	511.1542739443872	690.6804840370753	427.82904222451083	427.82904222451083	427.82904222451083	326.09474768280126	573.8450051493306	427.82904222451083	487.5525231719877	4904.592173017508	7667.314109165808	7667.314109165808	1456.0720906282183	6211.242018537591	7667.314109165808	2762.721936148301
901.563__8.23_5004	443.51724137931035	919.5862068965516	272.6206896551724	3161.5862068965516	321.44827586206895	236.0	1131.1724137931035	939.9310344827586	297.0344827586207	268.55172413793105	415.0344827586207	553.3793103448276	236.0	240.06896551724137	105.79310344827586	665.8307210031347	636.1149425287356	636.1149425287356	976.5517241379309	465.89655172413796	636.1149425287356	554.3965517241379	321.44827586206895	321.44827586206895	321.44827586206895	297.0344827586207	368.2413793103448	321.44827586206895	425.2068965517241	7324.137931034482	9541.724137931034	9541.724137931034	4882.758620689655	4658.9655172413795	9541.724137931034	2217.5862068965516
897.608__7.26_1877	1414.540909090909	390.7090909090909	800.7954545454545	436.58181818181816	609.0	438.95454545454544	55.75909090909091	334.55454545454546	66.43636363636364	518.440909090909	179.53636363636363	153.43636363636364	62.877272727272725	253.0909090909091	887.4	569.4185950413222	440.140909090909	440.140909090909	370.2245454545455	475.0990909090909	440.140909090909	84.62727272727273	438.95454545454544	390.7090909090909	390.7090909090909	436.58181818181816	293.82272727272726	390.7090909090909	64.65681818181818	6263.604545454545	6602.113636363635	6602.113636363635	1851.1227272727274	4750.990909090909	6602.113636363635	338.5090909090909
892.655__7.23_1983	577.6155182397221	630.1580775911985	608.1184134337	470.4145917776491	609.0	465.8303416328894	39.31876085697741	338.35292414591777	88.1586566299942	627.1606832657787	370.2663578459757	123.95107122177185	115.6641574985524	400.59293572669367	887.9339895773016	544.1312575669843	423.5024319629416	423.5024319629416	456.3444701795021	407.08141285466127	423.5024319629416	91.77316155182396	577.6155182397221	465.8303416328894	465.8303416328894	470.4145917776491	385.4296467863347	465.8303416328894	101.9114070642733	5985.443833236827	6352.536479444124	6352.536479444124	2281.7223508975103	4070.8141285466127	6352.536479444124	367.09264620729584
891.446__6.8_4752	524.4642857142857	477.32142857142856	766.0714285714286	542.1428571428571	353.57142857142856	300.5357142857143	294.6428571428571	471.4285714285714	630.5357142857142	359.46428571428567	324.10714285714283	288.75	3217.5	294.6428571428571	165.0	416.25	600.6785714285713	600.6785714285713	462.0	670.0178571428571	600.6785714285713	1107.857142857143	359.46428571428567	359.46428571428567	359.46428571428567	477.32142857142856	338.83928571428567	359.46428571428567	462.58928571428567	4578.75	9010.17857142857	9010.17857142857	2310.0	6700.178571428571	9010.17857142857	4431.428571428572
887.666__8.45_3614	391.5	442.25	522.0	746.75	427.75	471.25	116.0	558.25	304.5	377.0	326.25	978.75	587.25	507.5	108.75	443.5681818181818	457.71666666666664	457.71666666666664	468.35	452.4	457.71666666666664	496.625	442.25	442.25	442.25	442.25	467.625	442.25	445.875	4879.25	6865.75	6865.75	2341.75	4524.0	6865.75	1986.5
887.389__5.47_62	35.727062896710905	79.65377957299481	27.23456433929602	320.07934218118874	390.36208886324295	42.75533756491633	14810.917484131565	3252.0412579342183	1575.7977495672246	550.5481823427583	3631.568090017311	1287.6384881708022	301.6301211771495	507.50000000000006	21.96335833814195	805.403005822798	1789.0277938065014	1789.0277938065014	513.7668782458165	2426.658251586844	1789.0277938065014	4493.995960761686	320.07934218118874	390.36208886324295	390.36208886324295	320.07934218118874	448.9310444316215	390.36208886324295	1431.7181188690133	8859.433064050778	26835.416907097522	26835.416907097522	2568.834391229083	24266.58251586844	26835.416907097522	17975.983843046743
886.591__9.4_4792	4300.0	320.0	400.0	180.0	920.0	620.0	180.0	520.0	320.0	200.0	180.0	320.0	160.0	160.0	160.0	723.6363636363636	596.0	596.0	328.0	730.0	596.0	245.0	320.0	320.0	320.0	320.0	250.0	320.0	250.0	7960.0	8940.0	8940.0	1640.0	7300.0	8940.0	980.0
883.106__10.03_6129	433.50000000000006	1695.6632653061226	2671.775510204082	300.795918367347	625.1836734693878	1698.6122448979593	162.19387755102042	141.55102040816328	852.2551020408164	227.07142857142858	1327.0408163265306	200.53061224489798	188.73469387755102	191.68367346938777	583.8979591836735	899.7068645640076	753.3659863945581	753.3659863945581	954.8795918367347	652.6091836734694	753.3659863945581	350.9285714285715	583.8979591836735	433.50000000000006	433.50000000000006	852.2551020408164	317.01530612244903	433.50000000000006	194.63265306122452	9896.775510204083	11300.489795918373	11300.489795918373	4774.397959183673	6526.091836734694	11300.489795918373	1403.714285714286
882.722__9.38_2344	1358.0	599.1176470588235	2017.0294117647059	339.5	239.6470588235294	778.8529411764705	99.85294117647058	419.38235294117646	99.85294117647058	1018.5	139.7941176470588	439.35294117647055	219.67647058823528	239.6470588235294	419.38235294117646	688.0775401069519	561.8392156862744	561.8392156862744	567.164705882353	559.1764705882354	561.8392156862744	214.68382352941174	419.38235294117646	419.38235294117646	419.38235294117646	599.1176470588235	329.5147058823529	419.38235294117646	159.76470588235293	7568.852941176471	8427.588235294117	8427.588235294117	2835.823529411765	5591.764705882353	8427.588235294117	858.735294117647
