index	V1-Right-elbow-healthy-A12	V1-Left-elbow-psoriasis-RB1	V1-Left-elbow-Healthy-RD3	V1-Left-elbow-Healthy-RC11	V1-Left-elbow-Psoriasis-RD1	V1-Right-hairline-healthy-A7	V1-Left-elbow-Psoriasis-RD6	V1-Right-hairline-psoriasis-A6	V1-Right-elbow-psoriasis-A10	V1-Left-elbow-Healthy-RC6	V1-Left-elbow-Psoriasis-RD2	V1-Left-elbow-healthy-RB4	V1-Left-elbow-Healthy-RC5	V1-Mid-lower-back-psoriasis-RB5	V1-Left-elbow-Healthy-RD5	V1-Left-elbow-Healthy-RC2	V1-Left-elbow-Healthy-RD4	V1-Left-elbow-Psoriasis-RC12	V1-Left-elbow-Healthy-RC1	V1-Right-hairline-healthy-A8	V1-Left-elbow-Psoriasis-RD8	V1-Left-elbow-Healthy-RC4	V1-Mid-lower-back-psoriasis-RB6	V1-Left-elbow-Healthy-RC8	V1-Left-elbow-Healthy-RC10	V1-Left-elbow-Healthy-RC9	V1-Left-elbow-Healthy-RC3	V1-Right-elbow-healthy-A11	V1-Right-elbow-psoriasis-A9	V1-Left-elbow-Healthy-RC7	V1-Left-elbow-Psoriasis-RD7	V1-Left-elbow-healthy-RB3	V1-Mid-lower-back-healthy-RB7	V1-Left-elbow-psoriasis-RB2	V1-Mid-lower-back-healthy-RB8	V1-Right-hairline-psoriasis-A5	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_Left_elbow	GROUP_MEAN_Sex_female	GROUP_MEAN_Body_side_na	GROUP_MEAN_DESCRIPTION_Right_hairline	GROUP_MEAN_Body_side_right	GROUP_MEAN_DESCRIPTION_Right_elbow	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_1	GROUP_MEAN_DESCRIPTION_Mid_lower_back	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_Left_elbow	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_Body_side_na	GROUP_MEDIAN_DESCRIPTION_Right_hairline	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_DESCRIPTION_Right_elbow	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_1	GROUP_MEDIAN_DESCRIPTION_Mid_lower_back	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_Left_elbow	GROUP_SUM_Sex_female	GROUP_SUM_Body_side_na	GROUP_SUM_DESCRIPTION_Right_hairline	GROUP_SUM_Body_side_right	GROUP_SUM_DESCRIPTION_Right_elbow	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_1	GROUP_SUM_DESCRIPTION_Mid_lower_back	GROUP_SUM_DESCRIPTION_2_psoriasis
359.352_C22H46O3_8.66_1250	35415220.21377773	135067744.45109084	32360610.685746823	23481260.85868683	34554547.942035355	8782031.501323162	75502764.28252849	22931991.541496035	17905079.142761018	16896059.052934084	15218444.26943988	13877384.406151019	61258871.05106649	6577112.780642386	55762160.330020376	43656223.39864374	26227609.895860545	51063806.9727301	19093920.712011002	25275406.628164835	21802275.843363326	39344329.34405027	16353704.62660278	55335498.57252507	18279186.749236282	52456837.59674316	28970228.176604573	37200149.39706939	62619886.29418063	41482285.64413565	21436798.981558844	76474280.71048012	13166677.757515267	20847280.63639468	9200261.062945845	7003183.794182658	33363476.98844056	40852100.44016823	34524475.42513054	11324439.056926569	15998153.366291672	32914695.651062798	38285083.76194719	61777315.29965945	34524475.42513054	11324439.056926569	36348901.53992908	30665419.431175698	33457579.31389109	25751508.26201269	11183469.410230555	15857011.521409597	28970228.176604573	36307684.80542356	62619886.29418063	25751508.26201269	11183469.410230555	21619537.412461087	733996493.7456923	980450410.5640376	1242881115.3046994	45297756.227706276	63992613.46516669	888696782.5786955	153140335.04778877	308886576.4982973	1242881115.3046994	45297756.227706276	508884621.55900705
359.326_C20H42N2O3_4.62_2349	40442680.17444461	20339123.480162352	10945984.334122518	12984444.49195768	11836995.057586228	484938371.1771806	30763612.740321457	68908674.71609119	32720149.27038538	17768187.199521035	20711165.238694448	29952941.233247522	25856210.69054843	22055128.464163717	90646756.15772188	60602331.94690484	474147329.66595864	22329337.396175187	29054523.030642252	466758763.7996712	4557570.525240331	26196684.221799877	8829664.289132496	35306624.57920943	23927255.935508855	20504479.892630424	53275271.34400034	27559320.72184318	23492567.893330645	34067852.84570125	6620276.855191505	10254536.22417101	10478672.468377423	38194036.3553001	23585435.9596688	83251439.76335347	91329757.18612872	46285147.1434299	66774011.114998884	16237225.29533561	275964312.3640741	82099344.21379282	31053679.515000954	24446641.037242327	66774011.114998884	16237225.29533561	28186410.146080606	28306921.876242716	24891733.31302864	26026447.456174154	16266900.46627057	275005101.7815123	29054523.030642252	30139734.99611428	23492567.893330645	26026447.456174154	16266900.46627057	22192232.930169452	2009254658.0948317	1110843531.4423175	2403864400.13996	64948901.18134244	1103857249.4562964	2216682293.772406	124214718.06000382	122233205.18621163	2403864400.13996	64948901.18134244	394609742.04512846
359.315_C21H42O4_7.83_948	26581551.94223658	129388794.80496487	48412693.25473948	10943955.853677377	38962976.8415312	2413948.9233904905	36343346.33039147	4954920.385850889	14317029.517159006	71006281.6118152	84519092.595804	39124531.60698139	41483318.56121518	4779618.742631536	53191125.50288148	18195756.31015538	39178065.69971362	38426280.34799519	11533312.952577407	10344244.682688473	15006866.091392191	47449850.43292515	7939093.174555946	55601345.87107913	57745187.30404361	51162312.69079396	30343957.688202072	29300578.373464428	46962935.83681133	29900845.83531236	16067218.11254898	92154826.51002799	2279026.994273991	20668213.027390465	2848783.7428424885	4776871.7011652235	35054341.01568351	44867089.826589964	34286354.44042304	4461630.66357599	5622496.423273768	32894923.53387961	29290523.91741784	65659860.357235216	34286354.44042304	4461630.66357599	33079518.393585168	34734244.64759173	39151298.65334751	30122401.761757217	3814201.242737012	4865896.043508057	30343957.688202072	27941065.157850504	46962935.83681133	30122401.761757217	3814201.242737012	18367715.56996972	771195502.3450372	1076810155.838159	1234308759.8552294	17846522.65430396	22489985.693095073	888162935.4147495	117162095.66967136	328299301.7861761	1234308759.8552294	17846522.65430396	463113257.51019233
359.306_C23H38N2O_6.93_3663	15294231.350185363	33520871.521296352	27762357.152680125	20931491.97126144	19443332.204675872	87792223.88221669	74271867.19859648	47361963.062672	16624164.769118138	29113066.329971407	24716950.284793317	20440426.16389002	47273586.707912005	23670713.83758933	60994786.60331679	16618232.653569123	26682887.207710546	20451046.99508058	62730145.548165746	143468048.37060416	23099343.38846108	15288774.041283593	21437517.155562624	22038266.265989147	27762357.152680125	16291681.414384944	20418525.70728585	31253432.377378657	26570177.012279257	23781044.064701304	23431705.07399092	17067871.580968432	24849005.883558284	20053458.74638548	34041321.92504914	18247409.99438641	35995171.107034676	28924336.49912711	32910952.37776808	25999639.700439844	74217411.32746983	35671960.06566933	22435501.377240352	23530561.004963912	32910952.37776808	25999639.700439844	28064322.946063418	25765946.545634415	23265524.231225997	23725878.951145317	24259859.860573806	67577093.47244434	23781044.064701304	21597170.890698697	20440426.16389002	23725878.951145317	24259859.860573806	23265524.231225997	791893764.3547629	694184075.9790506	1184794285.5996509	103998558.80175938	296869645.3098793	963142921.7730719	89742005.50896141	117652805.02481955	1184794285.5996509	103998558.80175938	392900521.2448878
359.225_C15H30N6O2S_6.47_2882	79632666.84768267	14819598.65226357	6116396.56816117	44119145.2256824	25531076.193628687	21441218.89126435	36634054.67671225	24945427.89568815	14416555.174273139	18945859.935326062	17330392.74965015	92496736.75558251	49390056.97196984	15136073.939848885	65871683.82334213	38978776.85350175	87436161.52249599	44263284.165112294	10870575.372728068	95158323.42503265	19748619.797778506	42184451.70458114	20152572.529791035	9096975.052029723	60374732.63600752	13324218.973863507	40704030.91811414	37992679.778072864	12210172.670406733	42123187.94272637	20363231.717285153	31790192.37786818	35615623.64118047	26005485.578313306	18961593.91087065	6861541.327734104	42846604.05127656	35771621.923530184	34473427.11657139	22466466.005422756	37101627.88492981	36068715.782979436	36063018.61760885	35464437.206886865	34473427.11657139	22466466.005422756	21315577.647749	39841403.88580795	34212123.52729022	25768280.885970995	19557083.22033084	23193323.393476248	36634054.67671225	26204617.476173002	26005485.578313306	25768280.885970995	19557083.22033084	19950596.163784772	942625289.1280843	858518926.1647245	1241043376.19657	89865864.02169102	148406511.53971925	973855326.1404448	144252074.4704354	177322186.03443432	1241043376.19657	89865864.02169102	298418087.068486
359.205_C12H31N4O6P_3.88_681	13225645.833624054	16020810.643211445	71644404.41035733	23855938.55368797	132947922.19491519	21929486.966077123	357739583.8226586	93995154.86236838	175369856.14299154	22201111.67102702	89608849.03051032	40252616.15854088	28125383.45601317	10679056.912018074	61463850.11357077	22480553.29324728	26533630.426158562	16612733.842244813	33701716.24711778	17992111.78553123	87986971.04924163	11298660.934409771	117126336.60496722	13334948.69712822	27502397.457599685	37102201.43344485	27079897.599277798	11181333.032033905	13061229.768564831	22581193.74547564	142122625.4428017	21561397.89890577	34003869.789464355	31619420.602902934	14846119.644463692	17446794.817598116	27449930.415779855	56890784.113518715	52950994.85789311	44163845.737728335	37840887.107893705	59520924.32818934	53209516.19430359	24503095.014425173	52950994.85789311	44163845.737728335	93024096.12407108	23218566.149581805	27813890.45680643	26806764.01271818	24424994.71696402	19960799.37580418	27079897.599277798	13143437.801094443	21561397.89890577	26806764.01271818	24424994.71696402	88797910.03987598	603898469.1471568	1365378818.7244492	1906235814.884152	176655382.95091334	151363548.43157482	1607064956.8611124	212838064.77721435	122515475.07212587	1906235814.884152	176655382.95091334	1302337345.736995
358.368_C22H47NO2_6.58_3059	48929373.766151145	18328659.524737537	6839126.821289281	29526490.43629807	14131263.633166015	147901360.52805433	12417372.352358833	18236563.143978484	17067373.035669286	18179099.306177117	13519528.035049733	29154881.202308286	30537528.485018745	31889308.253522035	30222860.34748489	24755916.6937716	48835192.50379822	29428358.98441422	30777313.32108427	64927749.57421893	9265649.746051148	33748696.061239995	20196192.595589347	20460998.007749893	25597521.946961	23444416.059308637	22214382.127846193	37751046.4567934	21184209.962543227	27521026.237735506	11973285.51381213	17841639.906052586	25268826.359364405	16283010.235420406	21010261.51029712	58558905.54609942	34792986.7117729	22708509.06204726	29386816.339483757	24591147.179693226	72406144.69808778	31732162.91376224	31233000.80528926	20558480.16621241	29386816.339483757	24591147.179693226	20891405.754457984	28337953.720021896	22829399.093577415	24100166.376540117	23139543.934830762	61743327.56015918	25597521.946961	29467628.209668312	18328659.524737537	24100166.376540117	23139543.934830762	17651968.089823887	765445707.6590037	545004217.4891343	1057925388.2214153	98364588.7187729	289624578.7923511	856768398.6715806	124932003.22115704	102792400.83106205	1057925388.2214153	98364588.7187729	292479680.5624118
358.367__2.81_6247	35587186.35416716	38264421.92235891	30190771.225153964	16913571.51766847	31590394.842877705	46666714.643239655	47172965.370415814	26241801.107468642	29757439.982229516	22691692.070236098	44001392.72567175	16439082.58305549	25797024.817511547	30645721.77274383	18700611.16881234	24453959.270516105	24462695.947640263	24907472.237597357	16011946.438455444	27131345.744949088	25361294.95959483	24462695.947640263	24907472.237597357	28486015.18765216	25769377.205630466	24026489.54369859	17778343.70428505	19132203.018745705	35137326.906610556	26251165.23685899	70744679.10006702	28889800.57702946	16901491.075935885	25352248.527554452	35137318.96417681	25325077.461698323	25085522.82922995	28280004.671999276	28646978.09437625	26898001.012613468	31341234.739338927	28874678.771499343	29903539.065438233	28816576.103321772	28646978.09437625	26898001.012613468	34243550.65389186	24462695.947640263	25356771.74357464	25783201.011571005	27776597.00517059	26686573.426208865	25769377.205630466	32447383.444420036	28889800.57702946	25783201.011571005	27776597.00517059	30201580.877486672	551881502.2430589	678720112.1279826	1031291211.397545	107592004.05045387	125364938.95735571	779616326.8304822	119614156.26175293	144082880.51660886	1031291211.397545	107592004.05045387	479409709.15448606
358.295_C20H39NO4_5.22_2775	4773938.033890213	68235026.18808314	36704188.231356904	9554699.261367079	23313182.36098823	44320564.351767555	18072065.38742536	32279252.20102067	45897776.663625374	30329056.652562454	50617322.50500741	15267725.224159885	28243275.35653035	28429032.390197407	21096020.181144327	14328384.834561534	30222736.081292655	26774461.56166894	37345269.52854805	49423546.484644525	32195982.388928644	9645855.303888423	8636350.260923257	11111648.01390228	51108699.67571581	17773604.495331578	31949601.014273882	21427479.121568758	66875977.06876576	13239410.399543144	38415246.08512322	47443173.86171694	8725598.072098749	80436882.2325774	22230101.490038	11773618.533879438	25284753.439541053	30975979.8677374	30228243.09716993	17005270.55331435	34449245.39282805	27479143.87813173	34743792.72196253	55651756.91506062	30228243.09716993	17005270.55331435	37996583.987729594	21828790.30580338	29233005.718911503	28336153.87336388	15477849.781068373	38299908.276394114	28243275.35653035	33662627.892597064	66875977.06876576	28336153.87336388	15477849.781068373	32237617.294974655	556264575.6699032	743423516.8256977	1088216751.4981174	68021082.2132574	137796981.5713122	741936884.7095567	138975170.8878501	278258784.5753031	1088216751.4981174	68021082.2132574	531952175.8282143
358.295_C18H37N4O3_6.77_2478	53943263.68346454	24673484.184382405	21544178.30944148	38715408.82515162	15281886.15809886	45987027.55307934	20292262.44100914	17472135.736154392	21621147.760155167	16986257.053580962	32833288.11905751	37950175.89489412	26600821.48191655	10996641.875492128	43304210.77382846	28666214.372499593	52890356.98731497	35319745.80445323	51608200.16139017	102327268.23673768	27280124.524329375	19160114.375636816	18362083.91378965	30399263.282837413	27081907.77165683	40851378.54760621	18288026.116908897	25317255.58124049	13372302.847350894	21763724.110039387	19437064.141710475	25664203.991016023	22428552.32702544	15956738.27602439	18652314.25377893	22739104.47208974	35005914.713229366	28856209.821032703	29604670.387365088	17609898.092521537	47131383.99951529	32507838.3844959	28563492.468052775	23523381.038733568	29604670.387365088	17609898.092521537	21117000.73243553	27874061.072078213	26841364.62678669	24995369.88281145	18507199.08378429	34363066.01258454	27081907.77165683	23469201.67069783	24673484.184382405	24995369.88281145	18507199.08378429	19864663.29135981	770130123.691046	692549035.7047849	1065768133.9451432	70439592.37008615	188525535.99806115	877711636.3813893	114253969.8722111	117616905.19366784	1065768133.9451432	70439592.37008615	295638010.2540974
358.265_C11H33N8O5_3.14_4311	25896838.83304215	27997313.65618375	146601151.73010924	39486320.002445735	65530625.66140257	53659199.46643237	31712298.859183304	22166248.84307619	28769087.530367326	18451497.66854253	62498425.73074152	34475166.69648736	21364889.14801945	33989598.0791275	25896835.943801828	27983156.37861749	35770005.74889915	19746336.720954318	21357264.44281591	32521289.037924226	52769891.29604563	15952420.361662384	81736897.56678928	28719048.777271394	31071641.599945538	21364889.14801945	16784865.393318184	24098572.768854775	44656098.38043327	35608150.50619263	21364889.14801945	25384053.571871232	16820923.112507354	17150530.537412778	26369287.4101105	20710074.611215428	32983521.261222314	35210069.53033178	34900994.01021787	39729176.54213366	32264202.989662055	35105774.6428489	30855149.37817438	29932632.56847768	34900994.01021787	39729176.54213366	37914165.472925164	26133063.121576324	27990235.017400622	27990235.017400622	30179442.744618997	27343768.940500207	27983156.37861749	27332963.181704737	27997313.65618375	27990235.017400622	30179442.744618997	30240693.194775313	725637467.7468909	845041668.7279627	1256435784.3678432	158916706.16853464	129056811.95864822	947855915.3569202	123420597.51269752	149663162.8423884	1256435784.3678432	158916706.16853464	530798316.62095225
358.243_C13H33N4O7_2.71_1491	21293798.122558326	13917638.99963336	110694341.00674625	15948854.831792226	315811900.66149545	15019997.465778103	1178808405.5616732	180787107.01392376	179662207.99907544	17511461.795271106	109959687.56088041	9031351.375271015	127429540.63017258	11823024.514367932	371858287.1090914	240116911.33856043	117262697.9143662	96127424.29911557	12041801.833694685	28330646.427577138	99357448.49233118	130826927.55132085	157403470.9078525	71447426.90165624	13156783.484962711	9703804.773305412	61481041.958438545	12820495.06374696	20069667.73178581	26880652.61087633	98026678.07076953	13142684.94019016	12148760.430669896	15163750.45724516	11137868.28966373	11241205.187310982	65876642.53889592	136487812.67328584	109373493.14758807	48128281.03563852	58844739.0236475	136059538.3580182	58461542.22929163	14265018.7008251	109373493.14758807	48128281.03563852	177725686.96124718	19402629.958914716	83787425.6003859	27605649.519226734	11985892.472518913	21675321.94667762	96127424.29911557	20681732.92717207	13917638.99963336	27605649.519226734	11985892.472518913	98692063.28155035	1449286135.8557103	3275707504.15886	3937445753.313171	192513124.14255407	235378956.09459	3673607535.666491	233846168.91716653	71325093.5041255	3937445753.313171	192513124.14255407	2488159617.4574604
357.3_C21H40O4_7.37_652	19597511.254654843	51317518.30139863	54591116.1530215	18507889.079407427	36906402.22215794	43180623.660881095	21948507.199211095	53814936.24675112	51531243.269750684	27386512.064106766	63524280.919183835	22889927.94638212	19861705.37805981	19839876.71409736	25432503.09460963	27525725.003301125	35009572.35049538	22681058.167801388	31227231.385663386	42181467.916565634	36594304.13969167	22876263.99629476	33531580.784259535	18851703.873362504	27969359.44013469	18298222.542343047	8187022.883679013	16891930.08149188	53319283.78384687	15653208.751152445	71812776.7195949	19995441.747447036	14342398.865376402	44142805.46143721	21348507.07833322	45836260.66956673	25082083.84303471	30966294.11749739	32183518.86515312	22265590.86051663	46253322.123441145	32514049.572701264	35334992.09743607	38332995.44810237	32183518.86515312	22265590.86051663	43342916.757053494	22112385.53731399	26409507.579358198	27456118.533703946	20594191.89621529	44508442.16522391	27525725.003301125	35564377.26220276	44142805.46143721	27456118.533703946	20594191.89621529	44989533.06550197	551805844.5467637	743191058.8199373	1158606679.1455123	89062363.44206652	185013288.49376458	877879338.4629341	141339968.38974428	191664977.24051183	1158606679.1455123	89062363.44206652	606800834.5987489
357.347_C21H44N2O2_5.94_2938	74334273.04885328	12790173.202504195	8811451.344617058	50690819.60266115	11847364.384593237	155972754.01870763	8089760.580715055	20893647.099317554	16013828.247177595	24932362.722074732	31455546.21579181	39537611.99027203	40777305.97002631	19102506.88758164	32872117.63130751	17563015.22089999	88348195.7507246	25477152.664977416	44723437.31000212	135005103.27108654	7324319.22559608	37100678.86720765	10112202.054600518	24160223.622227795	63585843.70819122	52401767.58177259	32673684.321028024	44946554.80185162	11250425.361170992	14993806.688543838	6490656.753727298	42153208.33090118	32114330.689739723	7797912.811708714	28387764.41138316	15539106.85481891	49367559.58654907	30274934.02091965	35840858.70134334	22429201.01082626	81852652.81098267	40260176.94475921	36636270.36476338	22705866.339311425	35840858.70134334	22429201.01082626	14584614.453162927	40157458.980149165	28466349.44038461	26932458.538180288	23745135.6494824	77949375.18520205	31455546.21579181	30480191.524514608	12790173.202504195	26932458.538180288	23745135.6494824	12318768.793548716	1086086310.9040797	726598416.5020716	1290270913.2483604	89716804.04330504	327410611.2439307	1087024777.5084987	146545081.45905352	113529331.69655712	1290270913.2483604	89716804.04330504	204184602.344281
356.352_C22H45NO2_8.22_4082	8575767.944628222	330464969.5396065	194865557.27448598	9305620.53566041	145349816.04787564	33789861.59273843	67530684.58538163	78262189.45536126	262390183.1058809	18623555.704659242	243415970.7013414	14763679.773792828	29086481.337680027	25206958.035724662	28304268.339782268	12402052.735819431	13137346.638579404	26459859.16029302	15497179.99864493	51997466.48591923	336191606.38556254	12589957.195305262	157886989.2611509	10495376.378022501	11955604.512501437	7564107.53842472	28534171.90595741	10952676.271226356	147267373.39999288	10586640.534606483	292208473.62602574	28934940.806061223	10924327.688778697	261357964.6419849	8487566.56231018	51472984.31336497	25971554.89798112	89567745.24575229	83245561.94486478	50626460.38699111	53880625.46184598	74501683.71502699	107296500.18043208	156557785.63228768	83245561.94486478	50626460.38699111	173247573.01853904	12863651.916942332	27382063.750037644	28419220.122869838	18065642.86225168	51735225.399642095	28304268.339782268	79110024.83560961	147267373.39999288	28419220.122869838	18065642.86225168	152577181.3305719	571374207.7555846	2149625885.898055	2996840230.015132	202505841.54796445	215522501.84738392	2011545460.3057287	429186000.7217283	782788928.1614383	2996840230.015132	202505841.54796445	2425466022.2595468
356.352_C22H45NO2_6.72_1166	49525825.14453036	18650155.302771185	6936717.187599804	26433387.919015657	17241740.493719693	34352254.12841856	19843732.090427767	6082649.67939807	11991903.032127572	15497312.109353999	15833940.66154575	25824094.541175112	34777258.62427068	15195069.416531341	44809340.80796137	21934741.063782413	55729794.316889	27869854.78301024	34811911.14555535	35638975.631218344	6202122.100644917	35404126.38485347	21039054.7350564	22727700.074375138	38684834.84268355	28582848.30836657	18038066.840910498	44233952.42214508	20271533.714059237	24473216.419891987	6051074.572869706	19914418.811542846	17838475.360521134	13708915.749238467	20158838.787630033	19303247.21899113	29833095.03966777	24165887.71468563	24322585.678418957	18557859.57493473	23844281.664506525	26037501.037205797	31505803.57821556	19673823.62375737	24322585.678418957	18557859.57493473	15663213.825027963	27508118.113691114	22331220.569078773	20655294.224557817	18998657.074075583	26827750.673704844	24473216.419891987	32252743.06810216	19914418.811542846	20655294.224557817	18998657.074075583	16537840.577632722	656328090.8726909	579981305.1524551	875613084.4230825	74231438.29973891	95377126.6580261	703012528.0045565	126023214.31286225	98369118.11878684	875613084.4230825	74231438.29973891	219284993.5503915
356.279__4.38_5299	12334391.332830144	14886140.55797251	24837446.418929264	28516745.778571177	18434187.55145619	33168809.860871535	15119577.007100414	17374251.124366824	22586986.46879721	47480784.35184556	29501250.98146517	25426958.683323756	16560727.466665704	30378415.665423967	18150559.89825616	39266472.95332452	64876863.91496451	14984960.40976357	38616875.66213066	18548015.046766743	13116095.661157236	26127691.814930532	16178327.311867135	69627650.78116126	14583859.296428883	116203054.46932484	24607135.082507737	23077250.36215833	45530616.955171265	28888965.64197776	25493483.336305957	74918232.20960559	21602909.785145532	30824594.162038527	13915984.830921968	15257652.536000906	35515335.71102919	34210429.75380031	30305664.593653586	20518909.398339648	21087182.142001502	30271916.48926144	25882311.27973924	38317308.51362233	30305664.593653586	20518909.398339648	22119038.55206335	25777325.249127142	25810587.575618245	24722290.7507185	18890618.548506334	17961133.08556678	24607135.082507737	22832118.415477768	30824594.162038527	24722290.7507185	18890618.548506334	17904219.33791151	781337385.6426421	821050314.0912075	1091003925.371529	82075637.59335859	84348728.56800601	817341745.2100589	103529245.11895695	191586542.56811163	1091003925.371529	82075637.59335859	309666539.7288869
356.264_C17H33N5O3_3.49_978	12741446.971097184	12356731.587001888	15456946.34004719	21355659.821176305	378837145.93125767	9100631.100171791	500091302.4131343	253341434.0087541	278713228.9763242	12757609.045160418	121164484.66285291	10491319.911559379	111449068.98039064	28777842.38719782	302589268.4644161	156444415.0392281	58542959.48998059	33968886.71234059	19058732.036862604	42711317.2447745	204693279.39326742	75298767.39966758	266415760.7251323	12755113.166344244	13565542.52027602	12218055.668915935	43979830.270653374	7116009.443346992	13704748.30312506	18125690.538205456	322976261.17374647	15848852.060904931	25745910.658825547	14097756.909915019	10741149.948566196	18004274.784958728	45822468.005480506	103671819.98072104	95978817.6135994	82920165.92993045	80789414.28466478	113224346.72582786	78068858.42347336	13299881.754501253	95978817.6135994	82920165.92993045	174795938.42635775	16987271.299555194	27662273.26675845	23550785.240000926	27261876.523011684	30357796.014866613	42711317.2447745	13223097.637111122	13704748.30312506	23550785.240000926	27261876.523011684	162928882.02806017	1008094296.1205711	2488123679.537305	3455237434.0895786	331680663.7197218	323157657.1386591	3057057361.597352	312275433.69389343	66499408.77250627	3455237434.0895786	331680663.7197218	2447143137.9690084
356.245_C18H34N3O2P_6.47_2752	21497976.08324799	84089527.1235667	41375453.61347686	22621949.39976774	56877827.69060697	6670489.024805985	67486634.93502647	14756884.981394958	6922205.612974769	38686776.59942601	71517751.17985566	34237173.66343116	16836478.73442613	11329110.639668046	23454957.976235323	44239190.37066378	47165395.70812589	25986345.261021238	36685985.258561626	33600536.15307556	4582347.264912666	38125503.538821585	6071471.394312393	29041800.798306655	55343971.85646261	27153926.38704078	114729125.02661373	8087349.666796735	3930262.794525342	52667730.14512074	4434920.9661297705	97682111.11299002	11432480.357186725	20354938.6725752	14442239.246183978	3744283.6873438717	37080845.487307616	43974075.97013189	33273975.359018937	10818825.409337785	14693048.461655093	33862733.25630526	10109448.53938621	48058802.67341768	33273975.359018937	10818825.409337785	27291750.871708147	33918854.90825336	38406140.0691238	26570135.82403101	11380795.498427385	10713687.003100472	29041800.798306655	7504777.6398857515	34237173.66343116	26570135.82403101	11380795.498427385	13042997.8105315	815778600.7207675	1055377823.2831653	1197863112.9246817	43275301.63735114	58772193.84662037	914293797.9202421	40437794.15754484	240294013.3670884	1197863112.9246817	43275301.63735114	382084512.20391405
355.282_C21H38O4_7.02_137	32469708.33325111	53672583.26178658	23623479.72636367	9652835.455759639	41512442.14206298	8665080.659881067	22524609.271603394	16121558.278137349	112913575.41698186	15586664.675284132	43279149.862020425	35652697.848378256	32573121.571283624	39082866.762029104	17049291.499221116	19178688.590893835	43652351.76810192	17827036.175631527	28932389.477930833	106743152.97867139	30670942.084207714	25389931.074737005	20692078.498619054	14253821.751476614	36037611.30009354	20101337.22595736	7714121.894127077	35538387.27276759	45348009.51010395	13330370.989429373	25263597.865890898	23079248.543626156	27683349.894567676	25830377.38600323	41761230.21959789	7014962.202364912	28121312.397790954	26099529.226744622	31122851.707467888	32304881.34370343	34636188.529763676	29911859.983115997	56567420.13327612	36716583.30997963	31122851.707467888	32304881.34370343	35839556.33696022	24506705.400550336	24443538.796127282	25610154.23037012	33383108.32829839	12393319.469009208	23623479.72636367	40443198.39143577	35652697.848378256	25610154.23037012	33383108.32829839	28250659.73510547	618668872.751401	626388701.4418709	1120422661.468844	129219525.37481372	138544754.1190547	807620219.5441319	226269680.53310448	183582916.54989818	1120422661.468844	129219525.37481372	501753788.71744305
355.261_C19H36N3OS_7.39_2480	30920601.084678333	32871071.299638156	14451938.746798975	26391218.58414806	28367528.57826462	1244111048.537647	28053758.384038497	189659217.31815335	66315784.68342986	5.065630103261539	13904136.44180217	17020517.146958772	29796542.8303947	22055545.77876651	46522746.86835398	32338982.57922167	31465460.258585144	14472606.517620284	39543524.33728436	2625077854.860223	13900089.003349664	20715691.682083935	15329407.19328594	29470620.189550854	13053718.460066622	24112399.291524928	5.065630103261539	34571299.38749686	89618189.72144327	37742287.58516662	25814451.006220806	19814713.646287736	5.065630103261539	37445137.7233093	5.065630103261539	152330381.39638484	196232781.1972269	24052881.30383042	140201624.76068607	9346240.775828162	1052794625.528102	178263107.36087966	55356468.71926208	39353925.90752745	140201624.76068607	9346240.775828162	52152664.64612194	27930919.386849456	26102834.795184433	28210643.48115156	7664706.129458021	716885132.9279002	29470620.189550854	50443542.03546336	32871071.299638156	28210643.48115156	7664706.129458021	28210643.48115156	4317121186.338992	577269151.2919301	5047258491.384699	37384963.10331265	4211178502.112408	4813103898.743751	221425874.8770483	196769629.53763723	5047258491.384699	37384963.10331265	730137305.0457072
