index	V1-Right-elbow-healthy-A12	V1-Left-elbow-psoriasis-RB1	V1-Left-elbow-Healthy-RD3	V1-Left-elbow-Healthy-RC11	V1-Left-elbow-Psoriasis-RD1	V1-Right-hairline-healthy-A7	V1-Left-elbow-Psoriasis-RD6	V1-Right-hairline-psoriasis-A6	V1-Right-elbow-psoriasis-A10	V1-Left-elbow-Healthy-RC6	V1-Left-elbow-Psoriasis-RD2	V1-Left-elbow-healthy-RB4	V1-Left-elbow-Healthy-RC5	V1-Mid-lower-back-psoriasis-RB5	V1-Left-elbow-Healthy-RD5	V1-Left-elbow-Healthy-RC2	V1-Left-elbow-Healthy-RD4	V1-Left-elbow-Psoriasis-RC12	V1-Left-elbow-Healthy-RC1	V1-Right-hairline-healthy-A8	V1-Left-elbow-Psoriasis-RD8	V1-Left-elbow-Healthy-RC4	V1-Mid-lower-back-psoriasis-RB6	V1-Left-elbow-Healthy-RC8	V1-Left-elbow-Healthy-RC10	V1-Left-elbow-Healthy-RC9	V1-Left-elbow-Healthy-RC3	V1-Right-elbow-healthy-A11	V1-Right-elbow-psoriasis-A9	V1-Left-elbow-Healthy-RC7	V1-Left-elbow-Psoriasis-RD7	V1-Left-elbow-healthy-RB3	V1-Mid-lower-back-healthy-RB7	V1-Left-elbow-psoriasis-RB2	V1-Mid-lower-back-healthy-RB8	V1-Right-hairline-psoriasis-A5	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_Left_elbow	GROUP_MEAN_Sex_female	GROUP_MEAN_Body_side_na	GROUP_MEAN_DESCRIPTION_Right_hairline	GROUP_MEAN_Body_side_right	GROUP_MEAN_DESCRIPTION_Right_elbow	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_1	GROUP_MEAN_DESCRIPTION_Mid_lower_back	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_Left_elbow	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_Body_side_na	GROUP_MEDIAN_DESCRIPTION_Right_hairline	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_DESCRIPTION_Right_elbow	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_1	GROUP_MEDIAN_DESCRIPTION_Mid_lower_back	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_Left_elbow	GROUP_SUM_Sex_female	GROUP_SUM_Body_side_na	GROUP_SUM_DESCRIPTION_Right_hairline	GROUP_SUM_Body_side_right	GROUP_SUM_DESCRIPTION_Right_elbow	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_1	GROUP_SUM_DESCRIPTION_Mid_lower_back	GROUP_SUM_DESCRIPTION_2_psoriasis
708.965_C19H33O10PS8_8.19_579	32084513.68828756	59118196.53780991	13858618.560392668	31598222.371960346	43969863.935413696	5169351.863500178	32187862.034989804	3489181.026821366	21923134.86071827	30968510.8022005	38146634.45775996	36245241.05819605	26569244.053555068	2786806.072163687	36509893.15680553	52361231.65747752	45827291.98113845	41540932.92307084	48932674.93441679	7962855.886451113	6811046.293004259	25798754.430958573	1667361.6171590406	39647313.6616765	58651023.87718347	55715245.75414374	30138242.076196562	21862234.79555917	23447728.866164446	30444792.952725682	2486205.667652061	63469232.57299373	6172818.907422367	16901363.549154606	8757769.206379747	2275120.605298376	32215685.37498279	36162401.63753652	27930458.797133386	4846188.95078121	4724127.345517758	29145555.49293919	24829403.052682362	39836352.51686375	27930458.797133386	4846188.95078121	21196531.317655735	31283366.587080423	36377567.10750079	30291517.514461122	4479812.489793027	4329266.445160772	30968510.8022005	22685431.863441356	36245241.05819605	30291517.514461122	4479812.489793027	19412249.204936437	708745078.2496214	867897639.3008764	1005496516.6968019	19384755.80312484	18896509.382071033	786929998.3093581	99317612.21072945	199181762.58431876	1005496516.6968019	19384755.80312484	296751438.4471803
708.947__6.97_5527	61294185.58501819	27440967.887936477	39679257.88741764	37979831.50872982	51318569.76455377	33285269.422140628	26698695.7970399	16921708.603757683	22006074.33496915	39549387.131365664	20442830.77824106	21441815.932598613	32085704.94363683	17798008.013256125	38933624.95717337	22562278.138343576	20507230.63790945	19749040.725486998	27460572.22455103	27599303.375246916	27268057.571846493	21810202.20039879	19741993.37105063	38362856.397465	20096476.30644443	42867254.06865574	40857129.67558634	45521142.0346784	42312866.66297072	18996696.188992944	23901174.756797247	103328717.00131202	16545670.63478529	22523599.947249275	19177936.41759204	25002025.910963926	34997388.303183764	32744248.85123885	31474115.466560066	18315902.109171025	25702076.828027286	31213206.70101522	42783567.15440911	43409593.48641342	31474115.466560066	18315902.109171025	25937543.866151392	32685487.18288873	27354512.729891486	26983376.6844432	18487972.215424083	26300664.64310542	27460572.22455103	43917004.34882456	27440967.887936477	26983376.6844432	18487972.215424083	23212387.35202326	769942542.6700429	785861972.4297324	1133068156.7961624	73263608.4366841	102808307.31210914	842756580.927411	171134268.61763644	217047967.4320671	1133068156.7961624	73263608.4366841	363125614.1261195
708.501__9.07_3228	15530528.69954681	21755745.97892428	27913056.14301356	14378087.547495276	29754600.715224303	35267185.13125002	77778960.33242585	35860227.21665505	21849495.415350694	16902483.61820094	35894512.86477928	31587270.928557444	102677105.1324571	14402048.022579433	25081784.95783621	21292740.337512087	33648150.97690653	13769509.701251298	23597624.600851025	17373034.276952274	30067942.28768816	13009091.075006327	22508093.532998744	30483867.491120685	39128154.280015774	51475435.07016358	50963643.47594604	16518336.240977783	29359835.25919837	52116595.00894196	53835511.007988036	72268844.55359757	14203303.135827167	19014090.24248558	71118890.65148424	39521314.14224544	35297055.15153002	37016450.34701621	33941863.890373744	30558083.835722394	32005440.191775694	34284776.953622304	20814548.903768413	34797157.39255265	33941863.890373744	30558083.835722394	31812277.622842465	29198461.817067124	30275904.889404424	29557217.98721134	18455070.77778909	35563706.173952535	30067942.28768816	19183915.82816424	29359835.25919837	29557217.98721134	18455070.77778909	29557217.98721134	776535213.3336605	888394808.3283889	1221907100.0534549	122232335.34288958	128021760.76710278	925688977.7478021	83258195.61507365	173985786.96276325	1221907100.0534549	122232335.34288958	445371886.7197945
708.496_C27H61N15O7_6.89_1000	9275592.564788718	22737044.31043643	27281551.2490207	20894547.652484365	16801430.837742206	26036607.03691833	25909289.705201272	19369445.372880764	30921048.89090946	39193364.85853884	20900684.14466402	59597085.065674916	11097956.536645507	38740122.36486159	20185765.683953527	29547514.359929133	66861174.05819846	27858612.485581223	41546614.57780774	81792226.39480881	19531254.014786143	11921934.995068945	31980654.997571558	14350120.658313658	32105664.680961743	43200435.876923	23013240.696645092	8455631.404717416	11081124.562159695	33884578.62941142	27676505.685337234	27186698.652156193	19844851.724440254	25488866.10294183	23050572.843499925	27590460.1188018	30469260.463677585	28698830.64660098	28247507.60541061	28404050.482593335	38697184.730852425	28044564.932260726	14933349.355643822	29218163.738673814	28247507.60541061	28404050.482593335	24756181.6852768	26611652.844537262	26547994.178678732	25972948.3710598	27515613.920535743	26813533.577860065	26036607.03691833	10178358.563474206	25488866.10294183	25972948.3710598	27515613.920535743	25699077.90407155	670323730.2009069	688771935.5184236	1016910273.7947819	113616201.93037334	154788738.9234097	757203253.1710396	59733397.42257529	146090818.69336906	1016910273.7947819	113616201.93037334	346586543.59387517
708.459_C32H65N7O6S2_7.16_2291	50935280.78401964	153571239.11844498	43514030.29270117	11068145.219628932	21798816.530966166	25756503.307490084	41652757.84394423	12189799.802734599	48666094.34999422	54421157.010933444	62596689.6294196	41695971.25855733	29436557.83046105	13822238.476721713	20400927.852024656	33156767.98114367	57490294.80074547	43623730.60474455	18462609.598579977	68069211.77177131	30278597.68503064	18832670.754685912	21002783.884211093	23585683.952780075	17150241.42654414	15307010.509026766	13262808.081769586	16961511.153341368	12285475.659649257	83950026.88049428	10028397.62456657	88488686.4423404	15953425.146654554	21791032.079791967	17172537.123778034	16246744.00675338	34776002.68997599	39815202.12538856	35406290.457679026	16987746.157841347	30565564.722187344	32920113.603196125	32212090.48675112	63566480.91175679	35406290.457679026	16987746.157841347	36396742.664069496	24671093.63013508	29857577.757745847	22692250.241873123	16562981.135216294	21001623.657121733	25756503.307490084	32813802.751667794	41695971.25855733	22692250.241873123	16562981.135216294	21794924.305379067	765072059.1794719	955564851.0093255	1274626456.476445	67950984.63136539	122262258.88874938	888843067.2862954	128848361.94700448	317832404.55878395	1274626456.476445	67950984.63136539	509554397.296973
708.444_C32H57N11O7_7.15_3226	42041457.6195097	30339194.44262013	18130352.64249484	16118368.535797905	69103393.2685254	34755323.67666289	37449579.54170773	23628900.888002653	21845587.51333103	38712761.17516316	9787213.442391835	24223338.67955986	33734343.34447518	12905941.343353188	25551699.43002064	74684285.5263004	23711668.020707868	25895315.670383036	33734343.34447518	15980687.267497677	15884178.668529224	33945135.57999835	45172203.99786595	17820400.34168466	57929193.68306962	50470920.020952255	34218478.0149464	18947703.27948964	47022422.13120399	36704595.76357934	13444353.479167838	57205803.637640595	35834161.41796281	16712594.10393792	18873398.55554499	19217439.242741767	33787655.43443337	33146312.931588724	31437131.591424882	28196426.328681733	23395587.768726245	31238802.925244674	32464292.635883585	35100670.5989925	31437131.591424882	28196426.328681733	27743451.26669726	33839739.46223676	32036768.893547654	28117255.056501582	27353779.986753903	21423170.06537221	25895315.670383036	31943522.56642036	30339194.44262013	28117255.056501582	27353779.986753903	22737244.20066684	743328419.5575341	795511510.3581294	1131736737.2912958	112785705.31472693	93582351.07490498	843447678.9816062	129857170.54353434	175503352.99496248	1131736737.2912958	112785705.31472693	388408317.73376167
708.424_C29H58N9O9P_7.14_3534	20292862.08524097	11293235.53577813	60996313.13855192	30274310.50928226	42885081.0333838	18320671.64721803	179016009.18130022	94946552.7614471	21919176.77482629	15755838.601254016	43452061.478840336	10053156.940759461	65438969.51082977	15233640.62532807	63045867.16715666	58992186.77936115	29140230.300582536	19970024.98104066	42619280.77732087	29628549.390395064	34843975.50974329	26305328.073299855	32996523.715838976	12786152.939887604	20600731.435982503	16834237.176183265	21514851.514579706	48531994.14962131	23427531.838245675	23882559.79252347	58403846.977034986	16504152.621238222	22726354.236225	17323174.95081546	15024140.687855288	29628048.55030295	30421306.33978859	38413815.70528042	35961322.8719243	21495164.816311833	43130955.58734079	41852804.15693298	28542891.21198356	15720250.377367388	35961322.8719243	21495164.816311833	44667063.136709	23304457.014374234	27722779.186941195	25093943.932911664	18979997.430776536	29628298.970349006	29628549.390395064	22673354.30653598	16504152.621238222	25093943.932911664	18979997.430776536	31312286.13307096	669268739.475349	921931576.9267302	1294607623.3892748	85980659.26524733	172523822.34936315	1130025712.2371905	114171564.84793425	78601251.88683695	1294607623.3892748	85980659.26524733	625338883.913926
707.921__3.67_3692	259041200.65351096	24881478.037675444	46464544.76206042	51980537.6564404	27725295.7372025	37904376.22694369	24055628.13429326	26336916.851458605	420170903.46318877	25204813.9348413	36695408.51017942	15810290.853313196	24090542.147190478	12591287.55553706	35974149.36097348	13743176.033509282	138094468.28805938	61364266.38335454	21983357.3746529	48135457.70228351	36661549.400119476	16497699.070000574	38952896.49317511	15112092.37078254	24491163.987884063	39840977.486415096	17117638.481579974	20614759.961493235	47404062.49054422	19469495.29203413	29787508.120952573	40638860.198297456	33183890.468676854	242480456.82828587	17637071.820899557	58394183.35623888	43774116.55144739	42923558.26875407	56959233.48594578	25591286.584572148	42692733.53423117	58405633.7313942	186807731.6421843	74243029.68162325	56959233.48594578	25591286.584572148	77678702.95444326	24847988.961362682	26465054.8360219	31485699.294814713	25410481.144788206	43019916.9646136	29787508.120952573	153222631.5720276	40638860.198297456	31485699.294814713	25410481.144788206	36678478.95514945	963030564.1318426	1030165398.4500977	2050532405.494048	102365146.33828859	170770934.13692468	1576952110.7476435	747230926.5687371	371215148.4081162	2050532405.494048	102365146.33828859	1087501841.3622057
707.362_C31H60N4O9Se_6.31_1499	30850017.307076875	187717484.91716164	75245004.28449932	36709767.271979064	127030599.65854216	54078225.40881958	44951187.3058446	36475426.27590797	23062323.286371212	24089950.923317112	97243719.48323235	11838424.473607298	23442516.61904297	11827541.444275068	12139392.723590218	46188731.724360235	38326099.86035267	51705253.09542255	57331412.80065758	111088329.28874232	28108639.522734802	21718606.24882021	4148437.4234564435	30052695.75899965	24278786.410280377	16363000.097434316	23804594.041826297	19651948.35317807	14216577.783136427	15796900.06471959	14696905.098214071	71447665.42604984	12512594.43224097	44444259.65194912	10116161.00428349	28773573.834485162	34866855.66017627	46861316.560943246	41152020.925128095	9651183.576063992	57603888.70198876	41229763.2129056	21945216.682440646	65932882.45038086	41152020.925128095	9651183.576063992	51028709.19862383	24184368.666798744	33381231.515489355	28441106.678609982	10971851.224279279	45276825.842363775	30052695.75899965	21357135.819774643	44444259.65194912	28441106.678609982	10971851.224279279	32624500.05519657	767070824.523878	1124671597.462638	1481472753.3046114	38604734.30425597	230415554.80795503	1113203606.7484512	87780866.72976258	329664412.2519043	1481472753.3046114	38604734.30425597	714401928.7807336
706.619_C40H83NO8_9.92_4480	1313718917.6369302	78002120.5540095	84510744.82663848	20739219.196374852	4311761.663799532	8261466.4171406645	36030860.88534074	18628420.610519074	75212674.05946971	13440525.770991283	14286658.953457376	83760157.45115045	22059688.935057275	25581591.786830533	11057000.454379024	5330198.567849181	21066105.72695324	33495339.12813044	5066978.885486258	3025944.678791398	43874877.92502789	21853801.78975903	75260547.13919947	17337516.08258777	13032864.287931707	26548912.368635595	27784024.312152836	12116754.035400644	146992492.8382359	14503886.284222782	36529732.68869054	48023067.945188686	39642893.56410988	147380895.21868795	31359369.572604775	12930666.308534633	83829092.672288	34584455.82927094	72021074.40417415	42961100.51568616	10711624.503746442	70990946.01778711	387010209.6425091	100831746.8014545	72021074.40417415	42961100.51568616	53465617.12570952	20902662.461664043	21956745.362408154	23820640.360943906	35501131.568357326	10596066.36283765	18628420.610519074	111102583.4488528	83760157.45115045	23820640.360943906	35501131.568357326	36280296.78701565	1844240038.7903361	830026939.9025024	2592758678.550269	171844402.06274465	42846498.01498577	1916755542.4802523	1548040838.5700364	504158734.0072725	2592758678.550269	171844402.06274465	748518639.7599332
706.519__8.41_3647	27209544.6885799	58617625.489957616	7496952.241899015	30033035.118114546	39909211.11266507	1030589.8521897206	29900712.206738546	5095750.505818664	12471405.67431467	28015840.128772553	34301643.80559894	43873301.66922992	32519786.98322636	7845479.382092427	39673658.04292933	45009122.00647057	60136756.24038526	51042008.51053236	45303673.32567304	22798010.98372007	2631195.27226347	9954158.468937319	2097402.41088087	31627593.399065536	82284206.24111824	69026276.58601695	34899638.33698537	21286747.516852938	1679982.7885349628	29873798.545503132	940996.7573141202	67187459.90183923	2543408.0489617167	19161238.800180428	13428169.391065028	3685441.7383926343	33873260.35079708	37225828.71630903	28183106.171467237	6478614.808250011	8152448.270030273	29561398.307039935	15661920.167070616	38103921.72994843	28183106.171467237	6478614.808250011	19241435.318234626	30830314.258590043	34600641.071292154	28944819.33713784	5194443.715527073	4390596.122105649	29900712.206738546	16879076.595583804	43873301.66922992	28944819.33713784	5194443.715527073	10158442.528203549	745211727.7175357	893419889.1914169	1014591822.1728206	25914459.233000044	32609793.080121092	798157754.2900783	62647680.668282464	190519608.64974216	1014591822.1728206	25914459.233000044	269380094.4552848
706.485_C33H65N6O10_9.15_1274	23104096.958689786	28030210.764402535	19542653.881277498	38431097.14683617	37109202.153669044	18211296.821351692	26270764.35080095	22615444.84438606	36898685.001719266	20233384.754661422	36615706.95519541	63102964.50010952	44962218.17651995	378577463.93282837	47326213.188788205	19845770.6365547	31150866.781884957	31695404.573817935	22265984.71213771	45499288.682434894	21250224.92887753	16977437.78264694	114789339.55159207	31929604.559526294	42777172.42681067	70164239.32024138	30134744.562734313	45257950.64636472	24419600.90676552	39283926.78055867	27441570.611309674	25892529.298867308	203629071.68494108	27966964.31817344	18437195.365156706	16899915.235694215	41734532.21223157	33350035.715266753	48576116.85550907	178858267.63362953	25806486.395966712	31996106.165758893	32420083.37838482	33882453.95766367	48576116.85550907	178858267.63362953	59327178.43780227	31540235.670705624	30642805.672309637	30642805.672309637	159209205.61826658	20413370.832868874	31150866.781884957	30659142.954242393	27966964.31817344	30642805.672309637	159209205.61826658	27998587.54128799	918159708.6690946	800400857.1664021	1748740206.7983265	715433070.5345181	103225945.58386685	863894866.4754901	129680333.51353928	169412269.78831834	1748740206.7983265	715433070.5345181	830580498.1292318
706.482__8.13_1553	64670951.69324342	118255921.51487258	8126108.655201028	9474024.668892369	36595558.50486033	21921114.393576905	48458208.18278631	11783354.460458245	31584370.992872793	164268713.7042908	25038816.28439963	159965677.7569277	10741047.3121206	20412953.36763198	55705336.550801486	249135968.7958717	54399707.31794333	9060979.325045457	58055064.162977345	15195341.620680846	31418607.012740918	10153032.523947816	12054354.627847867	6061687.124562971	242679013.72072318	21708318.134754114	40300396.32838414	103843367.26251265	117715448.49708036	16666073.375903348	15816688.57889575	10783790.827579955	27924555.596935928	56782565.079211	4442054.669838788	8228992.713821174	61646424.82716685	60818804.393487245	52761893.48167208	16208479.56556364	14282200.797134293	50781142.34823217	79453534.6114273	92700680.73513432	52761893.48167208	16208479.56556364	38800487.081608884	24922834.995256416	34007082.758800626	26481685.94066778	16233653.997739922	13489348.040569546	25038816.28439963	84257159.47787803	117715448.49708036	26481685.94066778	16233653.997739922	28228711.648570273	1356221346.1976707	1459651305.4436939	1899428165.340195	64833918.26225456	57128803.18853717	1371090843.4022686	317814138.4457092	463503403.6756716	1899428165.340195	64833918.26225456	543206819.1425244
706.457_C28H63N7O13_4.25_2219	17516979.010604743	28262770.744105913	36399660.027613066	8589449.860749219	155321784.26194257	37739081.87110634	252607339.17067617	69113528.38006872	54998781.79353747	9998941.190557104	57432611.406784885	9579630.03206824	20626244.62661607	29095077.56398004	73119065.94734174	56255376.471203	44611556.39633429	11915799.350579903	10327634.818910884	14456668.663251113	45138442.14776093	37473450.93683732	77042118.8683179	8063565.079641136	11561207.179249771	16997537.975922324	18938137.900688224	14807133.396033349	18325326.667494707	34165680.3945286	62426358.48506229	27501659.502154756	16641129.981873699	10872164.236218078	26101863.5082917	18484479.384127997	25066893.398708034	43674419.50598111	40069673.25645095	37220047.48061583	34948439.574638546	44410610.96769368	26412055.216917567	18908310.236408338	40069673.25645095	37220047.48061583	63645470.17576124	18227558.455646485	27882215.123130336	26801761.50522323	27598470.536135867	28111780.62761717	34165680.3945286	17921152.839049727	18325326.667494707	26801761.50522323	27598470.536135867	50068611.9706492	551471654.7715768	1048186068.1435466	1442508237.2322342	148880189.92246333	139793758.29855418	1199086496.1277294	105648220.86767027	94541551.18204169	1442508237.2322342	148880189.92246333	891036582.4606574
705.986__8.17_935	29114982.276801888	63088113.35490735	13821973.931130303	26699197.077104412	54785911.1845743	4826810.782504515	35774139.96611546	2484579.508913479	22416600.457814176	34457682.58324695	44873002.59547578	32409264.166106924	30460632.56589139	4009887.301761399	35415995.48319276	50190714.339678586	40401402.88806295	38093216.04742673	52667743.41622221	7821942.429792913	8031490.834150376	26131905.200396664	2070721.0249495988	33626582.75901794	54079432.5963556	52678372.51052507	32719457.642976478	21031673.63832287	25539786.532305676	32029396.88009023	2793073.398572935	65096986.86172463	5163955.6638846835	16896695.679021172	7911853.98395918	2290053.4277956644	31307179.985317685	36550932.66508197	28108478.63863258	4789104.493638716	4355846.537251643	29248813.571190834	24525760.72631115	40606169.31881315	28108478.63863258	4789104.493638716	23081947.950984575	32219330.523098577	34936839.03321985	29787807.42134664	4586921.482823041	3655695.145708997	32029396.88009023	23978193.495059926	32409264.166106924	29787807.42134664	4586921.482823041	19656648.068417676	688757959.6769891	877222383.9619672	1011905230.990773	19156417.974554863	17423386.14900657	789717966.4221525	98103042.9052446	203030846.59406576	1011905230.990773	19156417.974554863	323147271.31378406
705.948__7.02_3985	164291671.20004568	44522410.66226289	20302984.441845555	30888678.55305778	29803745.144019894	20998092.455161016	37661096.774078585	27768189.135363627	104191283.94049884	13271475.010698792	16086585.079932477	18966018.75773205	56082090.2958483	23076357.560057074	16994307.53984791	37324134.79740388	31982704.663633604	16792478.584965818	49241767.0058952	19108309.863714103	8802506.51739588	13276212.404930927	12734326.085616535	18282133.94330956	60013907.445797265	37254684.452864476	24638220.09266183	157278876.77347395	59450791.11935479	37119212.87303588	14084014.297068106	90207964.0581484	21451324.934480473	15714700.841845693	17457113.956770748	20727149.29550382	43474176.6145617	30804751.426595032	38551320.01550893	18679780.63423121	22150435.187435642	40158018.98452047	121303155.75834332	45772377.087868765	38551320.01550893	18679780.63423121	30815402.502711713	27763449.322859805	27220982.618340865	23857288.82635945	19454219.44562561	20862620.87533242	27768189.135363627	130735080.3569864	44522410.66226289	23857288.82635945	19454219.44562561	21901753.42778045	956431885.5203574	739314034.2382808	1387847520.5583215	74719122.53692484	88601740.74974257	1084266512.5820527	485212623.0333733	228861885.4393438	1387847520.5583215	74719122.53692484	431415635.037964
705.511_C39H74N4O2Se_7.9_1450	32115488.271794867	50903922.53596508	10600274.351110276	25606293.98783875	41865376.852307506	3077439.1714127203	22100531.727964435	3011026.84645546	15544553.072752506	27793441.418833863	32362379.09389165	49007587.23304264	33275861.77427193	8145605.951306225	35968245.83666005	39103806.49944737	51027093.63523647	42032916.76507095	48418146.91162849	21041085.08773565	6725961.171320021	25832524.24591225	5238332.266171519	36973181.03252099	81188706.8796792	53206021.75637346	30544236.080530237	21411162.32536781	17859393.631317712	30628222.401559077	3183858.1517941407	63163835.614945106	10829646.703076085	12067312.781181198	14011446.664642816	3732874.835187515	33855624.90380091	35565822.44746188	28044383.154619616	9556257.896299161	7715606.485197836	28828544.82165399	21732649.325308226	38600410.35929035	28044383.154619616	9556257.896299161	18912431.834477562	31371855.33667697	34622053.80546599	26812982.832373057	9487626.327191155	3405157.0033001173	30544236.080530237	19635277.97834276	49007587.23304264	26812982.832373057	9487626.327191155	13805932.926966852	744823747.8836201	853579738.7390852	1009597793.5663061	38225031.585196644	30862425.940791342	778370710.1846577	86930597.3012329	193002051.79645172	1009597793.5663061	38225031.585196644	264774045.68268588
705.511_C32H60N14O4_10.02_2742	29104337.437321384	27974007.90265649	56105468.74869883	14548619.00724631	31130248.59721718	20958256.842948664	50954628.30701003	72781505.87182799	25535945.66662266	83179922.73001786	11292939.908766828	16807968.06403031	61108028.447745726	27854583.355720658	34762323.88102865	27224173.624837823	41648510.474111594	63666525.20812973	29118027.068424817	33248963.581364416	21732683.436929222	19641736.49290567	40115878.19956011	32361533.61484582	77056245.84259577	66829949.84245761	23081364.594971195	16689602.091748403	87788164.42693706	24628909.883309994	29344281.02554582	63862139.662143625	13957211.73052898	24112175.434625775	32325444.88213295	97143769.04021418	37193124.4793371	38840517.15834386	39713224.30353279	28563279.541985676	56033123.83408881	40551055.602549784	39779512.40565738	44108891.09807865	39713224.30353279	28563279.541985676	43673381.170125976	30721735.975278884	30237264.8113815	30237264.8113815	30090014.118926805	53015234.72659621	31130248.59721718	27320141.551972024	27974007.90265649	30237264.8113815	30090014.118926805	30237264.8113815	818248738.5454162	932172411.8002527	1429676074.9271803	114253118.1679427	224132495.33635524	1094878501.2688441	159118049.62262952	220544455.49039325	1429676074.9271803	114253118.1679427	611427336.3817637
705.475_C32H65N8O7P_6.53_2245	48664609.201484784	29114061.445401058	14345478.164621878	11881456.079763826	22350285.525255904	20161211.402181216	58178106.97521711	19219330.73576364	76806936.15410167	19062683.79498044	23265981.660220996	25912326.522232328	31389877.884805936	34178517.7959559	43479933.55346258	30683195.446521834	58674298.07872372	45417403.16686861	14846512.829695405	56911260.12442399	14280857.74010648	19572648.88483393	62803471.80338558	17247185.650992274	37866891.65941723	13043771.281889308	8652798.382846154	52778418.25835161	34527198.86060156	15632279.473987535	27195000.59575935	10377701.508519497	74874009.03782603	74187259.14154628	23513015.988673143	10066209.399557889	29525980.145919763	27777416.476986233	32810060.67249935	48842253.656460166	26589502.915481683	30062023.04095687	53194290.61863491	34823709.49566014	32810060.67249935	48842253.656460166	37970758.64283871	21837113.69542718	22808133.59273845	26553663.55899584	48490994.79967074	19690271.068972427	22350285.525255904	50721513.7299182	29114061.445401058	26553663.55899584	48490994.79967074	31646289.620678477	649571563.2102348	666657995.4476696	1181162184.2099767	195369014.62584066	106358011.66192673	811674622.1058354	212777162.47453964	174118547.47830072	1181162184.2099767	195369014.62584066	531590620.999742
705.383_C27H54N12O6P2_7.43_861	60852091.083424084	33278512.81535301	14058754.456569334	31735393.371106565	27276933.361807603	25354184.467712924	24716727.17123358	30138415.936597154	29332528.27505041	20067682.750843525	20458140.614594497	81735135.68197879	59915673.30076417	30786784.993859068	32376566.284213427	49816881.801469155	57391095.99261009	37998644.1712911	10244107.420513514	123860099.04715173	14394197.017275585	40207870.60666363	10071573.335027028	15221608.533361513	64297854.69100816	33877039.16600542	34704488.85623478	19306311.8666616	24406002.05028257	32877277.43655721	2779077.6419492466	24267118.4722326	52244311.95882468	18544146.324060537	55532842.31384609	18619686.591557935	42724744.97998876	32593371.997487377	35076271.10721367	37158878.15038922	49493096.51075493	34514049.330156595	33474233.318854667	36446183.0687815	35076271.10721367	37158878.15038922	23057240.735709954	34290764.011120096	32055979.827659994	30462600.46522811	41515548.47634187	27746300.20215504	30138415.936597154	26869265.162666492	24406002.05028257	30462600.46522811	41515548.47634187	24561364.610758074	939944389.5597528	782240927.939697	1262745759.859692	148635512.60155687	197972386.0430197	931879331.914228	133896933.27541867	182230915.3439075	1262745759.859692	148635512.60155687	322801370.29993933
704.874__3.5_5475	27754980.69387953	52215721.28402674	25842689.9063487	28218958.173278447	83612830.11383544	31351562.024172213	38078764.84256246	25538532.70235872	46088361.481523335	15179764.841883818	46088361.481523335	31491610.96416291	20484030.49748059	37273364.59092552	27439889.594370924	21828329.182157088	32744640.144464612	35942276.90435609	23667885.79515099	33516758.568916384	86643986.42978686	16511318.407479692	27962724.708733346	17840124.237593062	32756329.904934306	15185179.497099344	28118171.425934836	21297326.923229016	62319586.76288924	15967285.797413995	36218381.53553939	21814162.656659048	11971184.678738479	26621658.65403627	26359150.084237006	25823008.89441518	23970060.636344776	32521348.011336625	32160247.06628047	25891606.015658587	29057465.547465626	31842212.222284753	39365063.96538028	38892548.06435484	32160247.06628047	25891606.015658587	45030540.027607985	24755287.850749847	27779030.51015288	27858852.70130644	27160937.396485176	28587285.459293697	27754980.69387953	36921671.08770143	31491610.96416291	27858852.70130644	27160937.396485176	37676064.71674399	527341333.99958503	780512352.272079	1157768894.386097	103566424.06263435	116229862.1898625	859739730.0016884	157460255.86152112	194462740.32177418	1157768894.386097	103566424.06263435	630427560.3865118
704.603_C32H73N13O4_9.16_3948	42665392.06735844	26755453.363110345	76990667.47794189	20940308.077236164	16555971.975264577	20552241.072742235	24534035.660585277	24548510.17021989	105679342.59828489	29126066.19897318	25201269.451345857	28681877.773762643	17894444.590078205	26423164.684877936	24358208.24479377	64478318.42890562	43169503.12808989	18649255.788229063	41290772.24366851	19220147.976608213	57176313.8748831	19600748.430485647	26254943.09566984	33682839.53588311	18078360.202875115	20932838.129644867	20932838.129644867	231933478.7850276	53237046.01459597	28524394.021906108	45093957.29335658	70194679.68751517	16924472.40489454	36451985.45560721	14067008.537273146	14457524.760599876	41101800.23387769	33720629.465157785	39034954.981442764	20917397.180678867	19694605.995042555	40972879.56720862	108378814.86631674	43064208.458918266	39034954.981442764	20917397.180678867	35787055.299045034	26441301.13334994	27639923.692508228	26339053.890273888	21589707.75028219	19886194.524675224	24548510.17021989	79458194.30644043	36451985.45560721	26339053.890273888	21589707.75028219	26339053.890273888	904239605.1453091	809295107.1637868	1405258379.3319395	83669588.72271547	78778423.98017022	1106267748.3146327	433515259.46526694	215321042.29459134	1405258379.3319395	83669588.72271547	501018774.1866305
