index	V22-back-psoriasis-BB10	V22-back-healthy-BB4	V22-back-healthy-BB3	V22-back-psoriasis-BB1	V22-back-healthy-BA1	V22-back-healthy-BB8	V22-back-psoriasis-BB5	V22-back-psoriasis-BA8	V22-back-healthy-BA6	V22-back-psoriasis-BC3	V22-back-healthy-BA2	V22-back-psoriasis-BB2	V22-back-healthy-BA5	V22-back-psoriasis-BA7	V22-back-psoriasis-BC4	V22-back-healthy-BC5	V22-back-healthy-BA11	V22-back-healthy-BC1	V22-back-psoriasis-BB11	V22-back-healthy-BC2	V22-back-psoriasis-BB7	V22-back-psoriasis-BB12	V22-back-healthy-BA10	V22-back-psoriasis-BA9	V22-back-healthy-BA3	V22-back-healthy-BB9	V22-back-psoriasis-BA12	V22-back-healthy-BA4	V22-back-healthy-BC6	V22-back-psoriasis-BB6	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_Batch_4	GROUP_MEAN_DESCRIPTION_back	GROUP_MEAN_Body_side_middle	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_DESCRIPTION_back	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_Batch_4	GROUP_SUM_DESCRIPTION_back	GROUP_SUM_Body_side_middle	GROUP_SUM_DESCRIPTION_2_psoriasis
846.613__6.75_5431	2484002.4714693073	1133068.7991196993	1934591.344021035	1015213.7615559587	1317404.5458512865	1150255.240087551	2580312.4169822494	993370.8734684369	1487892.7768752505	1636231.2996526447	1235984.4021744987	827101.4196313833	2256026.0691743013	1146419.9880994507	959534.9268110674	808290.6366450419	1864740.1251648224	1962475.882005105	2256030.5812354637	1761459.0451558628	1177914.1750134977	3034000.166868701	2427849.870302357	1767505.2071135738	1083977.5736720157	3991003.827367622	1025907.3465110147	2103676.3240234703	4607716.859115311	2616990.9621719755	1945400.8325472018	1821564.9639113317	1821564.9639113317	1821564.9639113317	1821564.9639113317	1680038.256898909	1813099.5851603425	1698845.1724042539	1698845.1724042539	1698845.1724042539	1698845.1724042539	1407072.7373330712	31126413.32075523	54646948.91733995	54646948.91733995	54646948.91733995	54646948.91733995	23520535.596584726
845.582__9.12_1573	888420.8259927164	2009303.2579379594	1040396.9518826858	1383123.9212739507	1226482.860028592	838523.4088964185	1354711.0378689624	1520010.6181086584	4074713.616658009	1458366.4641223915	1457407.3902417605	1839048.4626483363	1060735.7119779347	3335357.1682536663	2318348.831406636	2545612.2569261426	2404761.388051493	1589248.0796991747	1824233.9681055222	1733473.609868471	2511143.141656263	3250601.8912745398	1694446.9755178327	757220.7978875637	1324749.5698380487	1832419.3439854146	1417933.1880801609	2118759.163021445	1552561.585617276	2524122.6081741364	1781474.698134291	1829541.2698334053	1829541.2698334053	1829541.2698334053	1829541.2698334053	1884474.4946323931	1641847.5276085036	1641847.5276085036	1641847.5276085036	1641847.5276085036	1641847.5276085036	1672122.2931070903	28503595.170148656	54886238.09500216	54886238.09500216	54886238.09500216	54886238.09500216	26382642.924853504
844.585__9.27_774	1292326.7309626197	2590645.2972315736	1328980.3126220568	3416077.2541810405	1471015.5595293532	1426471.8712574434	2659748.4655214087	669038.7723093868	3020629.4518457423	1782002.6646326822	1778206.1220204064	1343355.3862041435	4041033.1021664464	1052255.3862087477	3584170.4159286595	1096694.3554015828	2122912.7705858224	1465703.4462453767	2261663.6463766815	940756.2227596643	2074799.1137090898	2428776.25674751	1303607.8317538598	1678504.0388249136	1335111.1387060727	3431861.2753724973	1607997.6348754761	1608713.5325796967	1550383.101551775	2497074.040120097	1907045.3369768355	1962017.1732743944	1962017.1732743944	1962017.1732743944	1962017.1732743944	2024842.1290430326	1510699.330540564	1643608.7857023051	1643608.7857023051	1643608.7857023051	1643608.7857023051	1928400.889170886	30512725.391629368	58860515.19823183	58860515.19823183	58860515.19823183	58860515.19823183	28347789.806602456
844.091__9.44_2574	1592889.463387596	1857572.238627143	1776127.1640531323	477090.3052945842	1166504.3939802814	1150212.2987284155	4755991.333740722	1272081.9842390355	2975143.5531372116	2231751.370433884	922657.211161806	814805.9471077842	1487947.1926482648	1097956.3056505544	580883.2252669595	1579316.7281999262	2729289.3382005594	1754674.5416139546	1524968.993734632	1080234.741479987	2445117.6554000503	2760265.977799085	1184798.708323662	1234530.7502198159	1428804.721021993	3000969.29160175	2656694.457053175	4264495.639645891	2587891.278310347	2016560.9483627088	1934164.9400458953	1880274.2586141634	1880274.2586141634	1880274.2586141634	1880274.2586141634	1818684.90840647	1666995.6349069404	1586103.095793761	1586103.095793761	1586103.095793761	1586103.095793761	1558929.228561114	30946639.040734325	56408227.7584249	56408227.7584249	56408227.7584249	56408227.7584249	25461588.71769058
843.639_C44H92B2O8Se_8.51_2704	1014950.6439195157	1204635.839550178	3175529.663237256	1273061.2100525592	956054.4822971583	1472840.688944271	1421674.0599157012	651083.8388576043	2196031.443513969	1920292.2690395338	1668491.700161277	1386726.777969177	1762174.1831488966	1582206.5545252664	2312402.5190730738	1769297.5450430382	781598.8974084423	3571345.431333037	1001721.0540170784	2510632.324283488	2623279.0459676506	9640167.227951318	3278833.8218217944	1483782.5837768589	733800.4541601074	2890396.5552649214	1046894.4699135576	1526717.9626551548	2272446.623294731	1274883.1468447146	1985676.7260073575	2013465.1005980445	2013465.1005980445	2013465.1005980445	2013465.1005980445	2045223.2429874004	1765735.8640959673	1554462.2585902107	1554462.2585902107	1554462.2585902107	1554462.2585902107	1404200.4189424391	31770827.61611772	60403953.01794133	60403953.01794133	60403953.01794133	60403953.01794133	28633125.401823606
843.602__7.08_5815	2420987.6738887145	839252.2677652013	1457559.6351713168	1777872.220580106	1134348.0361235128	3011211.692550873	986514.5815065269	3124573.6824686495	1563762.062927381	1622010.3117583415	1099822.4348484115	1271191.7658344295	1295214.8713864894	1351543.97860208	2547989.3741024723	1701591.0783195314	1935041.5277096613	1773700.9974076299	2633717.348856195	2341580.1443703794	2943053.743502888	2197333.237906236	904375.8617344416	1726753.758794117	1818677.6646586752	1161229.5528826683	517112.5729200582	2303251.448638867	1872419.0435466298	3249547.967915253	1638314.8950026045	1819441.3512892579	1819441.3512892579	1819441.3512892579	1819441.3512892579	2026443.0156168619	1632676.570623456	1750227.3781008734	1750227.3781008734	1750227.3781008734	1750227.3781008734	1987602.729243171	26213038.32004167	54583240.53867774	54583240.53867774	54583240.53867774	54583240.53867774	28370202.218636066
843.59_C37H74N14O8_9.28_2067	1205661.3141577702	1609952.2582671402	2453848.5263870126	473203.99352575187	2047248.8844312013	619418.0976506036	602214.3454448779	1650548.9704669286	1802211.4433793924	1801389.1674340847	1401023.009663665	964921.0555701428	1765948.2835413665	1503994.0962147424	1893329.1059188775	2319623.8380647083	2462861.935787503	1503783.7833287308	2384235.7517671715	1300832.6389776338	1577195.630945884	1731419.8096879611	2622344.727329814	685900.6891286427	2026268.9880766384	2804845.710791114	2605601.924043429	1527681.177989242	2742506.915687458	1267162.810967117	1938150.0137095763	1711905.962820887	1711905.962820887	1711905.962820887	1711905.962820887	1453341.3332338128	1914240.2157280154	1690984.3900774447	1690984.3900774447	1690984.3900774447	1690984.3900774447	1540594.863580313	31010400.21935322	51357178.88462661	51357178.88462661	51357178.88462661	51357178.88462661	20346778.66527338
843.538__8.94_5806	885015.5866896743	763065.0657328889	1721793.3939046054	1607398.4843247314	2744963.4576766626	1087267.243804721	1330904.9468201387	1059813.548394478	2874390.834452033	3588349.348457394	2041048.7384690787	1648892.819117801	3108331.759348549	1605161.3342460303	1308302.1015805448	1145558.6625220315	2822682.888188546	1478229.524225118	2956148.9484393275	2399989.501096319	1291834.8065567946	2595487.869084901	1091379.7606160624	2601933.519311654	1451265.589943216	1608336.1676910515	1504501.8862604694	2966128.754345964	1738553.561160881	4418061.305423754	1940186.5564486082	1981493.0469295138	1981493.0469295138	1981493.0469295138	1981493.0469295138	2028700.4646219783	1730173.4775327432	1628614.4934044261	1628614.4934044261	1628614.4934044261	1628614.4934044261	1606279.909285381	31042984.90317773	59444791.40788542	59444791.40788542	59444791.40788542	59444791.40788542	28401806.504707698
842.603__9.17_950	2330700.499072011	1153727.9640892046	3083826.2044600183	904744.8594845625	2113403.5699906508	1561493.12135201	1155497.2429255298	1447806.2332160668	1921487.7500340303	1939370.8699084646	1666778.6157409172	3284382.0027340273	1789327.9824115448	1032320.5864856598	4113573.2944564777	1428210.1297410086	1561629.8383529987	1581732.5989493683	2087290.622801794	1785641.9848358668	2320393.109487661	2430758.57871723	1468662.2776806294	2565330.999298341	2561888.947744035	1347946.5272585573	1432148.1155145874	1745283.6622890814	4877633.679198078	1617683.8087583978	1978042.1783830002	2010355.855899627	2010355.855899627	2010355.855899627	2010355.855899627	2047285.7730614867	1706031.1390149994	1765462.823562474	1765462.823562474	1765462.823562474	1765462.823562474	2013330.7463551294	31648674.854128003	60310675.67698881	60310675.67698881	60310675.67698881	60310675.67698881	28662000.822860815
842.104__9.33_884	824204.4354438524	1210824.8529228452	961894.0250323936	733477.5108087822	853113.0984780771	1620024.4885711223	3307728.0527989645	1137715.517766079	3926320.7207653527	2105511.3620501407	1384845.045984185	1540682.3636537855	2139531.029845735	1108546.1788443115	3501184.708666294	3681106.7209793017	1781221.7711194088	1158411.4258714316	1441197.9007743048	1476743.5476419188	738910.6992513847	952855.3083025439	2267511.174858952	2584733.2274004654	1225542.7892700566	2622996.932960659	1148262.639912608	2406712.098806729	2497887.151652968	2254070.2574664433	1950917.929672571	1819792.2345967032	1819792.2345967032	1819792.2345967032	1819792.2345967032	1669934.2973671402	1700623.1298452655	1508712.9556478523	1508712.9556478523	1508712.9556478523	1508712.9556478523	1294730.2703434564	31214686.874761134	54593767.037901096	54593767.037901096	54593767.037901096	54593767.037901096	23379080.16313996
841.613__9.32_3003	1226916.3075256357	1757661.0380311357	946706.6222502827	494767.84923857206	935372.2408188746	1254713.7382750527	917127.2397809793	1740754.7234599262	1638556.0455264603	3160449.50279439	1273789.3853748194	1094782.6188394963	2097545.1492559817	2317337.399489801	1793109.5572770566	8169720.273657777	2121613.5634340616	1572625.1019916784	1532141.902334047	1129563.0649530864	912642.5131074807	1583617.8262508488	1833619.4290559406	2764171.636534139	2123704.1496998724	2431600.7669365956	1882478.9448879485	2445667.1356448927	1027332.6344943194	1484906.8456964332	2047486.896212552	1855499.8402205862	1855499.8402205862	1855499.8402205862	1855499.8402205862	1636086.061944054	1698108.541778798	1611086.9358886546	1611086.9358886546	1611086.9358886546	1611086.9358886546	1557879.864292448	32759790.33940083	55664995.20661759	55664995.20661759	55664995.20661759	55664995.20661759	22905204.867216755
841.566__8.88_4581	1828628.0438596713	1634938.655311552	1132408.1720231688	1179056.1739818128	1378643.3859397785	1948346.180753814	1245192.635903427	1043642.3802902556	5035474.992632572	2933627.4904859154	1589397.491251489	1294940.942970661	1833149.5635998165	1365074.4804972287	1857285.583744262	1025475.1718501988	955147.503069168	1541299.2998471914	1724921.389236622	2216906.4889336834	3009729.8397168717	1807369.222755254	1323489.8273023807	1836641.0286987429	2488080.3253452806	1038710.8669306103	1754729.229240942	2410413.336152979	1528043.3223969105	3940037.234658989	1817495.286458787	1863360.0086460414	1863360.0086460414	1863360.0086460414	1863360.0086460414	1915776.834002904	1565348.3955493402	1679930.0222740872	1679930.0222740872	1679930.0222740872	1679930.0222740872	1781049.225998098	29079924.583340593	55900800.25938124	55900800.25938124	55900800.25938124	55900800.25938124	26820875.676040653
841.121__2.52_6329	1089931.9052445388	968684.2266871267	1352627.2309149206	1750571.3981818156	1764457.67988316	1733559.386749007	2468440.9442115687	1131097.7179406993	1674682.7011486846	1630113.5288214812	3970509.6486583645	2603613.1982495775	1996422.2477036174	1431134.2651044237	2992725.862676424	1216736.9685159326	935847.3109783289	3452806.473502489	1524087.6275168355	3795559.7314220895	1214961.0945031098	2069730.901359629	3567927.147379542	3443927.103438375	1132873.5919535218	2286066.8205227647	2752365.3837549123	1451525.702556243	1550898.0597158114	2301456.1330597596	2053199.0580182252	2041844.7330784919	2041844.7330784919	2041844.7330784919	2041844.7330784919	2028868.3617187962	1704121.043948846	1742065.3924654112	1742065.3924654112	1742065.3924654112	1742065.3924654112	1910151.1497707223	32851184.928291604	61255341.99235476	61255341.99235476	61255341.99235476	61255341.99235476	28404157.064063147
841.112__9.41_1993	1190135.205539909	3008880.8867399083	2033299.7651092869	731737.3884012804	1854138.82649068	747441.8370125198	2661671.4959435007	1002556.1863725332	3923583.6280630515	1806087.5545553036	1144765.9371679523	982287.6808302485	3677205.1689226166	2343100.632214756	3977355.4740730054	1536786.4915485526	1708876.5525644089	1179399.4398308434	2353163.571596351	1201008.9471548381	3190801.343475791	1974179.4148832639	1114163.1913055768	851387.3034424296	2460823.5354470434	1385075.0067414567	2500501.6852748874	2616161.151083526	2390353.504245415	2540717.7861064924	1998872.7418392298	2002921.5530712476	2002921.5530712476	2002921.5530712476	2002921.5530712476	2007548.7659078396	1781507.6895275444	1914159.120686972	1914159.120686972	1914159.120686972	1914159.120686972	2158640.02354901	31981963.869427677	60087646.592137426	60087646.592137426	60087646.592137426	60087646.592137426	28105682.722709756
841.043__8.17_1717	1344328.1638952133	1618594.525075352	890877.3961927943	972233.6235255896	5.395333068028067	3017717.691609458	4057015.3051706366	975476.2186994745	1099838.6459175213	2998720.7238769312	906793.6287434772	1311524.5388416026	2105927.984444987	1495257.2111402303	1869477.5127386572	1588871.6352035853	1669310.6559148158	2247911.569463214	1183514.8664695686	1697366.3878685618	8617911.55623055	2624316.9809541916	4588725.379024803	3578017.635391105	1665323.504777543	1220688.711308282	1877975.1623208013	1712802.4357761901	1699119.8711156708	3399054.437524614	1733117.2136105825	2134489.97848495	2134489.97848495	2134489.97848495	2134489.97848495	2593201.7097699405	1667317.0803461794	1683338.521891689	1683338.521891689	1683338.521891689	1683338.521891689	1873726.3375297291	27729875.41776932	64034699.3545485	64034699.3545485	64034699.3545485	64034699.3545485	36304823.936779164
841.021__6.93_5191	837883.3841420971	1646778.3137566363	1572475.4476157336	6635143.592461735	2226197.7795284856	784370.5248053488	1034960.2851025634	3126552.524598787	923815.0744642174	1347778.1890902056	1749593.334001117	1914778.3746580617	2081128.8312460214	1714681.5263285295	3919339.379236381	3284851.4772111676	1286107.4182363506	3335876.4268864878	3539165.501461844	3102838.8439155202	1283528.302110756	1643540.484278729	1089000.115121162	834230.0585496536	1629981.1232726558	930711.2965603556	1129688.3321909555	1856857.2028866035	3061542.583751284	2734141.77954859	1910132.8620786965	2075251.2502339345	2075251.2502339345	2075251.2502339345	2075251.2502339345	2263957.9795542066	1698185.8238788766	1680729.9200425828	1680729.9200425828	1680729.9200425828	1680729.9200425828	1679111.0053036292	30562125.793259144	62257537.50701804	62257537.50701804	62257537.50701804	62257537.50701804	31695411.71375889
840.523_C33H69N13O12_7.03_4228	854492.6759303386	2719855.729115125	1577862.906511472	1211497.212265857	1383331.8632429345	2419506.0685180463	1028091.3752966062	1186524.5572844653	1682290.5970750693	1630119.8042883761	4078682.995272172	1607644.1940230974	1623937.9075552935	873411.4877538331	3572560.070633393	3856728.6165316277	1092074.006484011	3126472.1945538926	1586716.265761351	1515180.6814582767	2285093.9709787364	3446617.171618406	1550883.3429120902	962609.634151429	1082536.2229529691	1948842.945104281	1596386.5185081016	874683.1922246385	8835043.17298695	2940595.8067116705	2460494.527656178	2138342.43959015	2138342.43959015	2138342.43959015	2138342.43959015	1770168.6246575473	1653114.2523151813	1602015.3562655994	1602015.3562655994	1602015.3562655994	1602015.3562655994	1591551.3921347263	39367912.44249885	64150273.1877045	64150273.1877045	64150273.1877045	64150273.1877045	24782360.745205663
839.625__9.24_2629	1024695.5116434741	2099802.7371671647	1285314.7576783227	1942472.5816232914	1124091.7251037944	1184793.9932795223	1295761.8619884716	2360839.4499077136	2056714.954805077	1443440.7091299372	1676334.9475724674	1571579.50527772	2285288.4128436097	1201573.5456817618	2269740.387223186	1120376.271423062	2136709.403117978	1379307.3864667353	1519370.075396082	1285481.7443606027	1933390.0716074002	3964576.9373589065	1741472.7994962605	1363782.843348507	1727072.8073165123	3074955.387511661	1268055.1185645277	3264354.8135540457	1374561.3118563055	1945368.7568940867	1801039.59084707	1797376.0269732734	1797376.0269732734	1797376.0269732734	1797376.0269732734	1793189.0968317904	1701703.8774444899	1623957.2264250936	1623957.2264250936	1623957.2264250936	1623957.2264250936	1545474.7903369009	28816633.45355312	53921280.8091982	53921280.8091982	53921280.8091982	53921280.8091982	25104647.355645064
839.441_C44H68N4O7Se_6.35_1534	1126745.3936371277	2125418.8332082215	2679345.120946525	2267553.6355831735	666540.4814911842	2017794.7572741515	1333359.4811862092	1365307.8401517575	1181532.2453176046	2374321.2680404335	1562835.2713005394	1264075.756995829	1097881.6237791139	2704014.870851706	5416691.657842854	3449248.3498530183	763822.2481226402	907551.5672145792	1150036.4784332975	1562438.3828600666	2735232.1195321726	2765428.134798557	1828899.069459396	1558657.4982429305	1093007.5552119035	1628876.5794012086	922449.970135019	1903428.2198221073	7322719.380900808	1387285.2474198123	1986958.7303851917	2005416.6346337982	2005416.6346337982	2005416.6346337982	2005416.6346337982	2026511.3823464909	1595855.925350874	1562636.8270803029	1562636.8270803029	1562636.8270803029	1562636.8270803029	1472971.3728313714	31791339.686163068	60162499.039013945	60162499.039013945	60162499.039013945	60162499.039013945	28371159.352850873
838.839__10.08_892	934730.6518846559	944126.5620567823	1756715.1584756165	1330889.8344826296	1320251.9636370142	1988543.8368837116	931936.2403693056	1656773.1500484105	1678151.5923337953	2425764.15005596	1010072.2854331374	1169138.7870761512	1145276.4234437887	1475626.020662309	1399785.2144585212	1087241.034203194	1033929.8722936789	2067862.1329732684	2364513.9933797573	5042408.102083537	1646338.2920051925	1824046.145680094	1859298.7217198971	2596175.4847741136	1784219.8106215766	1837215.7055908984	1326199.044554298	2228863.2272038325	2153846.4141391865	2465528.3870808026	1808626.4276933072	1749515.6079868372	1749515.6079868372	1749515.6079868372	1749515.6079868372	1681960.3854651568	1770467.4845485967	1667462.371191103	1667462.371191103	1667462.371191103	1667462.371191103	1560982.1563337506	28938022.843092915	52485468.239605114	52485468.239605114	52485468.239605114	52485468.239605114	23547445.396512195
838.596__7.88_2008	2176597.9393259734	1748435.7738426498	3408699.0813190523	1147523.622059722	958631.705993109	1468673.967987301	1930513.2033026402	603605.7995677524	1285081.429070448	2914287.959253617	382957.5344864569	1907198.1013509338	1553900.8975988575	810357.0211616625	1008871.419503259	1865250.7669044384	1905656.0230536144	1030422.2199122821	3690718.179120634	1163195.215249164	2909646.621811003	4261823.829053906	2539760.3449171446	1164964.3711831297	474888.37845876283	1166051.7548303476	1755654.7930561241	974847.5303829693	2704027.552139469	1391397.4525424072	1539405.0110091292	1743454.682947961	1743454.682947961	1743454.682947961	1743454.682947961	1976654.3080209116	1376877.6985288747	1511287.4327930794	1511287.4327930794	1511287.4327930794	1511287.4327930794	1831426.447203529	24630480.176146068	52303640.48843883	52303640.48843883	52303640.48843883	52303640.48843883	27673160.312292762
838.565__8.23_2414	713737.422710942	2554973.202194291	2066227.887466562	672891.0152994775	2144146.02966958	1170769.4539886697	1257638.4599034379	1417977.2009609956	1485646.0322939653	1312412.0643274277	2168940.965433937	989679.440775897	1309313.6400823125	2548413.090171875	2601871.906863455	1095722.224960436	2032899.4011139346	1720888.7081144655	1437115.7841480635	2141405.841087693	1914021.7244479067	2654702.239935336	1664663.3065289715	1700128.6371885748	1551449.5242436691	1586342.9348093465	1786023.4934928098	2379022.928023415	898731.5761692836	4033235.808924035	1748196.4785112832	1767033.0648443587	1767033.0648443587	1767033.0648443587	1767033.0648443587	1788560.5920821594	1692776.0073217186	1682395.9718587731	1682395.9718587731	1682395.9718587731	1682395.9718587731	1568622.2106683191	27971143.65618053	53010991.94533076	53010991.94533076	53010991.94533076	53010991.94533076	25039848.28915023
838.528__7.02_3690	1220759.2780024295	1613366.6620813939	1269604.755602224	3212203.181723978	1920268.0421519831	1382278.6896580933	1899834.9174807023	1434299.3917819639	3824096.153495827	1569955.2214912358	2047751.337939648	632054.0366191962	1136921.89541634	2214744.163684728	3098895.6346571036	2503881.111172761	717681.2864680116	5127037.186866324	1192264.5911798303	681456.1629376985	1791657.129988801	3065532.5088798893	1769103.0126111899	644996.5667959683	889338.5062997558	858715.6673017753	2340994.240928374	2357154.952443528	1873505.9700460017	2727863.310563039	1873260.0870307847	1900607.1855423262	1900607.1855423262	1900607.1855423262	1900607.1855423262	1931861.0124126598	1691234.8373462919	1780380.0712999953	1780380.0712999953	1780380.0712999953	1780380.0712999953	1845746.0237347516	29972161.392492555	57018215.566269785	57018215.566269785	57018215.566269785	57018215.566269785	27046054.173777238
838.063__8.14_1995	1361938.466629021	1716069.6171700028	1705173.4610974498	1181396.1706778868	1338573.9311458152	1754406.7434632063	926189.4746550296	1001700.7682258834	1271308.705855975	888123.8405361887	1567158.185593115	1586644.8403171417	1308349.1531074466	1862108.0942450536	1845555.1758529453	1167007.0854366685	1568171.216094468	1663027.340119159	1909943.394518943	3065162.857041868	2005796.3405569652	5374102.496945715	3274074.059152892	1166403.3192578622	1979173.898981408	1607877.9596255007	1081892.262712988	1284194.4538331854	1496894.39001927	3897529.4987835865	1735413.9411085893	1795198.2400550877	1795198.2400550877	1795198.2400550877	1795198.2400550877	1863523.153136801	1588024.5878599845	1577408.028205805	1577408.028205805	1577408.028205805	1577408.028205805	1474291.6534730815	27766623.05773743	53855947.20165263	53855947.20165263	53855947.20165263	53855947.20165263	26089324.143915214
838.028__7.03_4827	770547.8262293541	699879.9508941083	2003051.2792097793	3050915.125514042	941783.958909414	1833967.4676059198	890212.6578286911	1877072.972453588	2589427.9451148496	1490921.2499588134	1786806.3146127057	1107175.0627844983	1920203.7987256818	1795394.4977304856	1939764.5990946796	1546121.9552072468	1186983.9723374892	2026980.0252922424	907009.2026978628	740394.2299755273	2482449.147152882	1333595.0197633742	968227.9664848485	3996480.4171377216	1675392.0471388034	2796958.1194720143	1812064.4354775278	1698177.1088846973	2301206.8315871926	2469345.310012486	1669722.6857157825	1754617.016509618	1754617.016509618	1754617.016509618	1754617.016509618	1851639.1088454293	1742491.7117487015	1791100.4061715957	1791100.4061715957	1791100.4061715957	1791100.4061715957	1803729.4666040067	26715562.97145252	52638510.495288536	52638510.495288536	52638510.495288536	52638510.495288536	25922947.52383601
837.608__9.24_4880	1436706.9744621147	1727605.2490437413	3283226.11311529	2011279.2542566168	1901504.2838486338	823849.408012939	1653023.855560582	1098826.5339857384	1636575.85699779	1669443.584125844	2119954.264760713	1132521.8010414827	943598.5475493901	1260584.88985147	4341099.700679452	2176350.3398328857	2909686.925754736	1295765.6167774166	2122203.01456422	1125145.9016859806	1217588.793608422	1611104.5892234417	1799177.172789865	1700414.651419626	1375797.979784276	2824260.133219236	1513434.3177577632	2141632.2128665177	2627991.8203689465	1270736.388964443	1919507.6141505223	1825036.3391969854	1825036.3391969854	1825036.3391969854	1825036.3391969854	1717069.1678215154	1850340.7283192493	1661233.719843213	1661233.719843213	1661233.719843213	1661233.719843213	1562269.4534906023	30712121.826408356	54751090.175909564	54751090.175909564	54751090.175909564	54751090.175909564	24038968.349501215
837.589_C37H72N16O6_7.84_1588	1965305.408428156	1360165.8567664344	4579273.238004571	1782047.191213637	701708.5312231937	932831.3384677994	3063334.0681981486	1846223.2479979824	817018.9444402031	1760041.5040625327	899346.247557328	866602.9489124094	2258622.6886593667	956479.8719080967	1769237.0329564055	1869674.5418763408	1396212.611801218	1950829.1271632419	3204305.2259143665	2853785.103722141	3798521.56487958	4251645.768446951	2828352.2260460425	1126857.7944373034	969466.1369170594	1833102.8355850924	1648499.7753325705	1616944.5081484609	3180550.415877807	2194563.934285305	1877992.7720160189	2009384.9896409917	2009384.9896409917	2009384.9896409917	2009384.9896409917	2159547.524069532	1725023.6718667767	1807575.0133993647	1807575.0133993647	1807575.0133993647	1807575.0133993647	1814135.2196058095	30047884.3522563	60281549.68922975	60281549.68922975	60281549.68922975	60281549.68922975	30233665.336973447
837.569__8.46_2637	1741829.5188523724	1339438.1613157918	3155530.362433255	1107300.0303635842	1092978.510943666	1992873.0517184837	983846.0422648618	1049823.6632780547	3055310.611161796	2709550.775599921	2328782.67075829	989165.1791123707	1039313.9096529614	2262515.1323780576	1015268.7012216765	1299934.6784275018	1742214.082782535	1446324.0194699413	1322082.970477881	1948742.8463128998	1036130.7962931953	5551537.996278738	3547044.339167981	2127604.925023013	1721659.8381110688	2415194.9828895307	1569139.3923374868	2450962.4172334946	1359822.0421736368	2228163.411362491	1996007.9077845523	1921002.835313218	1921002.835313218	1921002.835313218	1921002.835313218	1835282.752488836	1845478.4645477175	1731744.6784817206	1731744.6784817206	1731744.6784817206	1731744.6784817206	1445611.181407684	31936126.524552837	57630085.059396535	57630085.059396535	57630085.059396535	57630085.059396535	25693958.534843702
837.52__8.08_5215	1475883.2585868796	1139765.1813101624	2736926.0817301953	1036721.1317612712	1825121.8885321673	1452404.0958518903	1498538.0795279446	2292571.3967878735	1487526.092444798	2070303.9333488883	1241164.523196256	570623.4380229329	1953988.2459794856	2551966.048353862	2640158.692528612	2163339.254235856	888319.729229637	1016630.782478154	2626203.1955993143	2125284.3502636002	1405469.625932218	1281942.935828503	885239.7126233988	2086709.9254180028	1653454.697909952	716461.6942049696	995677.657458952	1787375.7814055455	1937561.0489767652	1848684.5456932294	1563160.197523302	1646400.5675073771	1646400.5675073771	1646400.5675073771	1646400.5675073771	1741532.418917749	1570490.395177375	1575996.3887189482	1575996.3887189482	1575996.3887189482	1575996.3887189482	1673611.312610587	25010563.16037283	49392017.02522131	49392017.02522131	49392017.02522131	49392017.02522131	24381453.864848487
837.461_C33H66N12O9P2_7.46_2850	3601422.484605194	1333473.764244025	1827966.8576555804	803155.2094523875	559697.8549363477	3831041.272398288	1748294.828785631	515861.50606691465	1154725.5681617213	9634723.353231281	498098.9890972556	304888.8904455228	4248819.350228026	639574.5116804908	17403833.17380002	20102652.579422183	1554839.4832434787	12410042.92794063	7802077.389278904	1943254.610721201	1816479.8509600428	5133532.179485974	1381898.2736883909	787731.7347001052	1312105.3515886657	4353289.416236546	575254.6826852958	1942327.2709168019	25765791.586786557	811327.551144598	5263751.572329107	4526606.083452936	4526606.083452936	4526606.083452936	4526606.083452936	3684154.096165884	1885147.064286191	1782387.339872837	1782387.339872837	1782387.339872837	1782387.339872837	1279811.1899651145	84220025.15726571	135798182.50358808	135798182.50358808	135798182.50358808	135798182.50358808	51578157.34632237
837.332_C38H52N4O17_3.22_820	1211110.3049503833	6782358.739489825	1469302.139633615	5593564.637778189	694245.4683765414	4599954.354542245	4246715.4044291545	687899.0388309499	1225354.5134860442	2737671.3422620017	1590029.480760701	1448454.3259760053	3644177.916982994	1350333.5476093597	3460110.7201950043	1404178.6469108784	3025707.987782182	1550105.046527813	2409838.8502971125	1225109.781889188	1245016.0010978768	2612343.876712654	1805866.1572151517	1233940.8593418445	1581007.59562236	1753045.612225895	1321131.6757133047	2012270.2972077231	2242902.865289053	3868621.6792590804	2287851.037746388	2334412.295613171	2334412.295613171	2334412.295613171	2334412.295613171	2387625.161746637	1671537.546493298	1671537.546493298	1671537.546493298	1671537.546493298	1671537.546493298	1929146.588136559	36605616.60394221	70032368.86839513	70032368.86839513	70032368.86839513	70032368.86839513	33426752.26445292
