#SampleID	V22-back-psoriasis-BB10	V22-back-healthy-BB4	V22-back-healthy-BB3	V22-back-psoriasis-BB1	V22-back-healthy-BA1	V22-back-healthy-BB8	V22-back-psoriasis-BB5	V22-back-psoriasis-BA8	V22-back-healthy-BA6	V22-back-psoriasis-BC3	V22-back-healthy-BA2	V22-back-psoriasis-BB2	V22-back-healthy-BA5	V22-back-psoriasis-BA7	V22-back-psoriasis-BC4	V22-back-healthy-BC5	V22-back-healthy-BA11	V22-back-healthy-BC1	V22-back-psoriasis-BB11	V22-back-healthy-BC2	V22-back-psoriasis-BB7	V22-back-psoriasis-BB12	V22-back-healthy-BA10	V22-back-psoriasis-BA9	V22-back-healthy-BA3	V22-back-healthy-BB9	V22-back-psoriasis-BA12	V22-back-healthy-BA4	V22-back-healthy-BC6	V22-back-psoriasis-BB6
9_332.15_5.5_C10H25N3O7S	4851133.361858133	1350924.5579950442	987064.2828046085	798773.4407766848	2993207.0859736623	1308909.443548859	866820.0111053244	3353475.815340373	4806105.9556533815	1257398.4866884514	2073831.9251128617	3104212.2979886383	5894088.410610799	3040670.0891681383	4425402.0983385695	875124.927635956	2569272.4484647317	944777.0298506401	1263071.5935121493	1165290.265538398	2096643.7862355208	892297.8058857366	337485.8736022477	1270827.1144345913	5347700.828685809	6279108.947704243	3980290.136951221	5753643.613125297	1161647.5337884445	2458309.89138828
99_491.154_5.54_C20H28N4O7S_Nitrobenzenes_1-methoxy-3-[2-methyl-5-nitro-3-[(3-nitro-4-pentoxyphenyl)methyl]imidazol-4-yl]sulfanylpropan-2-ol	2245278.7322001304	2600181.3649695367	1643286.545006626	1514752.2508922461	1064529.701275992	2690039.1553938026	1663426.6834967	1140941.363464242	1122637.429175802	1291851.006668575	1332600.0193204486	1633524.446719458	3441929.911326184	1568672.348534743	2099393.470534868	1412013.9141168557	740989.7461783767	5675556.107158138	1939287.3109282574	2190909.2681285418	1310522.9565670474	1159365.3870570085	2098847.2578926096	1397196.443502404	2187287.2197561204	4641180.442813622	1309744.31301319	2725248.5646525607	1410080.8637020553	1635612.4510753243
999_411.273_4.19_C23H38O6	700047.9234503985	3712744.3368001794	1592041.3094184776	1451203.807607909	660613.1490254507	861300.0193537538	1217668.178492626	2440673.4777940293	1897065.2535850862	1775197.428477534	2125029.2196138687	1036475.7090142169	2083779.7385145647	716397.4033938856	1588732.8937126359	1057815.632312182	1533037.6626904903	1301487.0829987123	2639216.939861678	2958056.62257739	3758046.9481367823	2052886.069371089	3013692.7900332483	2558209.1187134143	1429830.5005550857	905486.4148868845	2083350.8856636917	2176384.5625044187	1365592.4522640393	6046628.31876438
998_513.357_7.68_C26H46N6O3	976806.1413058336	2805054.1696931315	3163047.8286914974	316580.5790064368	849011.7992334176	591639.7855904214	1439936.198464627	1306930.4080163452	3848309.0600078437	1625958.6242370396	1084826.1999580914	456868.357687961	1803101.6414176654	3531694.2383356295	1888839.5694148482	1944991.2634687303	1769757.845616325	1081205.751440937	1604980.711114784	1540451.9769116328	827809.3112947681	4051988.0029998193	3265722.3218602594	1585792.6906683003	2797263.392517537	2440993.2810299974	2448657.9310533097	3440825.617582708	1323595.3147060857	3191565.5487847487
997_298.274_4.96_C18H35NO2_C17_Sphingosine 	999286.8886410869	1035243.2313253931	2463045.003906327	1161824.889677672	623732.7408567828	1985630.2285464231	1938516.6713663924	1705142.7239098437	1165525.3829012858	1788597.937033405	543511.2509935794	1163397.038394004	2836190.8579991465	1897644.507319221	1640924.2151781332	2254350.819426071	1357082.7883759693	3256841.0505760727	2074126.2434122744	1354827.7470626284	2559470.2722969623	2893295.023531709	2080309.6948860048	2609359.6836722186	1049260.2823195658	2002286.8004202244	2555258.1613341533	1868001.427003028	1566083.3550106103	2085342.3558619672
996_561.327_5.1_C24H44N6O9	1214086.9365749685	2143454.971821346	3166085.9953357787	1237056.3425430378	1484196.1632019388	1257035.3757124841	2026528.6900238772	677537.4757439177	1492417.9473176084	1198129.1298153512	1485251.3919407574	1249099.3966645438	2937012.6978335893	1757516.344139505	830991.493421163	1460097.4656073025	936410.0363997094	2622330.469992461	1926924.68641528	1127725.323724014	2041160.329126205	3459129.8063199418	2059319.1295517385	952618.0230405444	2438330.399537593	1759098.0488489163	1304091.9613577458	1221238.7597318331	1526542.590259115	8314969.42495957
995_606.348_5.19_C29H51NO12	247849.74374395137	2497470.0427204417	2349510.1493325583	718865.6628964689	632396.0215870142	976375.1950222759	2637554.024453064	631645.3867206984	861710.0713152125	863743.3071541258	784151.288540869	1899027.3546237072	2728631.9074091627	1583129.853529662	1050999.639114213	2034461.3217301853	731875.3884812638	2502224.489795334	1541865.822372045	1689469.3666695028	2303440.520512906	2545150.915035082	851559.2372967892	1622609.1554508999	2527180.0087523605	1948001.4842832664	522110.6669040249	2618210.5774153518	2521683.0256541157	11065499.86635233
994_315.159_2.89_C19H22O4_Eicosanoids_15-Keto-17-phenyltrinorprostaglandin F2.alpha.	891497.7935097562	2011090.4802282613	3206298.623992403	1551252.2748457943	1290335.5595428352	1987735.265857779	1664551.0567306476	1321985.5028805805	1068414.4702185143	719962.660459508	1969013.3000885781	1841211.1878082058	2119124.778180656	1319075.0777169466	1307766.8124505137	1196348.6751581784	1341655.4799217305	1804716.6969026185	274608.31659180624	901780.8127291992	1339681.7790080395	5291028.593090547	1758643.1716479866	2153664.593458556	2638132.1652023103	1022929.4966223182	1588379.4797317304	2228222.767058493	1299048.9926670704	3731917.9879362113
991_403.232_4.44_C20H34O8	2000794.9104365124	2881897.161702784	2232599.687559002	1086123.5465388016	1988183.5856183132	981055.3531468487	1265033.3156827062	1146911.2292330859	1620184.977822735	1221581.841264605	1133160.4470321436	1414373.2930746472	2260931.5349115515	1402503.7375592191	1066295.2427395277	2766823.1860855576	1116392.7207762343	5812727.410637589	2021078.2491862252	2399915.415499936	1023472.090554362	6106380.787557988	2401617.121547469	2069946.5095211985	1488735.977345184	1441711.5435628132	3399927.6493491908	1644402.8105548755	1076274.844871762	4266382.761895709
990_1199.857_8.98	1005144.3790835069	2930453.0299675292	1011571.4893322872	1665557.015949857	2544957.8435181333	1394479.33869677	3983697.654758127	659719.416073679	1594665.526040596	1654040.2734872268	2334556.313341041	1289568.4893672408	2162578.285092303	2133664.0200596987	1669193.203825169	2812373.5626062173	8076962.850192835	1091371.7683875118	1685918.1218342248	1669476.6770117634	2270772.269328386	2258531.381725457	945586.662580074	1605396.274667669	3172217.002697812	2232673.4730501315	1676831.517689397	1600644.2332487637	2363622.6230828185	1543898.0553505511
