index	V13-leg-psoriasis-BB3	V13-leg-healthy-BA2	V13-leg-psoriasis-BA9	V13-leg-psoriasis-BA12	V13-leg-psoriasis-BB2	V13-leg-psoriasis-BA8	V13-leg-psoriasis-BA7	V13-leg-psoriasis-BB7	V13-leg-psoriasis-BA10	V13-leg-healthy-BA1	V13-leg-healthy-BB9	V13-leg-psoriasis-BA6	V13-leg-psoriasis-BB12	V13-leg-healthy-BC1	V13-leg-psoriasis-BB4	V13-leg-healthy-BB8	V13-leg-psoriasis-BB6	V13-leg-psoriasis-BA5	V13-leg-psoriasis-BB5	V13-leg-psoriasis-BB1	V13-leg-psoriasis-BA11	V13-leg-healthy-BA4	V13-leg-psoriasis-BB10	V13-leg-psoriasis-BA3	V13-leg-psoriasis-BB11	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Batch_4	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Batch_4	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_2_psoriasis
477.286_C22H48O5P2_7.69_2411	2167244.411984787	1374242.6229275693	541055.1113401703	1014550.7084152747	1727164.4749777669	1368958.464642981	323152.8232139363	2041771.428614608	1128899.0203460043	819753.7248397178	631510.8927518935	1602708.3756909717	2010889.285710134	375612.3164141742	1355625.759812137	2829456.3088461817	1998247.9811904575	2086795.7403399593	2086820.0000000002	1009433.9417849691	687257.9742153488	1316393.8462492323	2351377.2533340054	2027807.972622699	2212998.130822036	1224494.9520047947	1483589.1428434807	1483589.1428434807	1483589.1428434807	1483589.1428434807	1565408.3610030655	1068073.785544475	1374242.6229275693	1374242.6229275693	1374242.6229275693	1374242.6229275693	1727164.4749777669	7346969.712028768	37089728.57108702	37089728.57108702	37089728.57108702	37089728.57108702	29742758.859058246
477.283_C25H42O7_6.53_2441	1020606.5639974622	1058348.057238614	1035087.6231696525	1539097.5526464502	842215.6251000181	1058297.2702646642	1902708.585538441	1565930.0038832072	1209913.3164958279	1318106.5	2035457.270947292	2054984.8624309506	1213063.8017798408	2168832.3290348556	2606235.1421766253	1509558.1556981746	3954476.939619244	710128.8632516449	1622220.5929099203	1182862.4812710872	2104916.9223191617	1341334.76898546	3374489.697113699	1162698.3597139257	4763107.138846328	1571939.5136507328	1774187.1369773021	1774187.1369773021	1774187.1369773021	1774187.1369773021	1838054.8075014818	1425446.4623418173	1509558.1556981746	1509558.1556981746	1509558.1556981746	1509558.1556981746	1539097.5526464502	9431637.081904396	44354678.42443255	44354678.42443255	44354678.42443255	44354678.42443255	34923041.34252816
477.268_C15H36N9O7_4.32_1596	1462870.6656153046	1347439.9007379042	1949716.4791180613	830278.4905377402	1370617.5	926344.159425922	1297192.4716111177	879233.9526950079	1922589.9756093544	1337863.0154694268	1499112.9806784599	962068.7271310322	1699641.623471577	2312235.6867733705	1260431.4486196798	1296216.5322497564	1115249.9023445577	1316172.3789350744	2920185.3929765597	3344829.48074609	1492870.2347045545	1406590.8553966384	2017023.6356639212	1757338.2747906446	5229847.7120835055	1533243.1618842592	1718158.4590954103	1718158.4590954103	1718158.4590954103	1718158.4590954103	1776552.763477879	1377015.3780672713	1406590.8553966384	1406590.8553966384	1406590.8553966384	1406590.8553966384	1462870.6656153046	9199458.971305555	42953961.47738526	42953961.47738526	42953961.47738526	42953961.47738526	33754502.5060797
477.231_C13H28N14O6_3.73_3177	1443565.5462118068	947199.0277613398	1292968.9624349445	1040247.1624564715	1603348.186007095	1204092.8178619584	2222707.3013502606	1146907.2043711415	1063429.0131797027	2757005.6183853056	1159724.0929921588	863504.1258927339	1117718.1336768423	883486.0886742541	2854655.449516737	1110388.3594016924	1227509.9544632565	3449643.90127907	2120569.7016813834	1486014.8336552707	2751815.707253839	1863945.8711671787	2772719.0	6044717.109951591	2790712.177938491	1453624.843063655	1888743.813902581	1888743.813902581	1888743.813902581	1888743.813902581	2026149.804693821	1135056.2261969256	1443565.5462118068	1443565.5462118068	1443565.5462118068	1443565.5462118068	1486014.8336552707	8721749.05838193	47218595.347564526	47218595.347564526	47218595.347564526	47218595.347564526	38496846.289182596
477.212_C19H33N4O8P_3.18_1013	2140171.566570485	1694555.9573064765	1126514.108522449	968614.5327024264	1281040.1119389595	1472378.2330691342	1114924.5	1411533.7680694861	1318215.1868293965	1051119.7032097303	1793233.2817146	1382956.316668716	1214824.5439338628	367613.157672941	839470.51052573	965079.8603692903	1584668.2603629308	1385188.0812626397	390403.49202843977	2626413.2379149836	2198534.6585523156	1614387.0372381706	1635837.1431746527	1806685.6684652169	454964.40940905944	1247664.8329185348	1353573.0931004838	1353573.0931004838	1353573.0931004838	1353573.0931004838	1387017.8068421518	1332753.3702239506	1382956.316668716	1382956.316668716	1382956.316668716	1382956.316668716	1382956.316668716	7485988.997511209	33839327.32751209	33839327.32751209	33839327.32751209	33839327.32751209	26353338.330000885
476.358_C21H45N7O5_5.94_3337	1422737.615313778	2251185.8725641966	813329.2000571275	1042078.732269296	1370617.5	943154.0074545097	1251107.5403136427	626943.1623592762	1259369.7926109077	882539.4569687457	1162939.7986840848	2365572.9888231913	730731.3773902999	1247362.9739511155	1747003.2301373763	1348290.8935680187	1614103.2346652274	2540917.989818868	2080751.292365818	1145303.780327591	2029312.9054927113	1816680.3228290195	7968034.6044730665	914998.1288486734	3745776.6775124846	1451499.88642753	1772833.7231519609	1772833.7231519609	1772833.7231519609	1772833.7231519609	1874307.566328097	1297826.933759567	1348290.8935680187	1348290.8935680187	1348290.8935680187	1348290.8935680187	1370617.5	8708999.31856518	44320843.078799024	44320843.078799024	44320843.078799024	44320843.078799024	35611843.76023384
476.334__7.74_4807	1181690.9378030302	3322534.388826156	589404.910114035	841217.3456164274	831810.1267169059	643226.7451778309	1358320.8798604466	2327396.1275757574	1386874.9249601276	1042846.6583253588	5818024.975177831	917693.0180861243	810751.7536363635	1611148.040708134	1595237.29780941	1878414.6554186603	1572887.0	1383990.0444976075	1667881.0964473684	1774358.2714314193	3314044.060195375	1407582.0952017542	3824442.128807815	1969081.4311722487	4042871.4801754383	2513425.135609649	1884549.215749665	1884549.215749665	1884549.215749665	1884549.215749665	1685956.8200044066	1744781.3480633972	1572887.0	1572887.0	1572887.0	1572887.0	1386874.9249601276	15080550.813657895	47113730.39374162	47113730.39374162	47113730.39374162	47113730.39374162	32033179.580083728
475.391__5.39_5794	999574.128640474	1897777.6624457785	1401893.3971246954	853329.1198150314	1529084.2170971255	1824781.771318744	1338724.473995531	1205558.3954529676	860792.6398134136	1318106.5	1300891.5357180173	971257.1783608978	1344855.2225656305	1364891.2197041446	2453316.776896788	2667808.5679931515	2443409.842613221	1249517.6397291531	1676182.199636669	3248959.1067243232	2067923.7055517545	1086626.3157644616	2912723.0882257777	1583421.3082282045	2680732.0082760644	1606016.9669375923	1691285.520867681	1691285.520867681	1691285.520867681	1691285.520867681	1718212.4326350773	1341498.8598520723	1401893.3971246954	1401893.3971246954	1401893.3971246954	1401893.3971246954	1529084.2170971255	9636101.801625554	42282138.02169202	42282138.02169202	42282138.02169202	42282138.02169202	32646036.22006647
475.297_C18H42N4O10_7.3_572	2019560.9245569052	1411109.5539973872	1647185.1408859694	541457.3848618878	1720907.644336644	1676383.461408344	1194367.725175478	1747074.9893743878	1010839.9049042286	874760.3215437974	1509904.0	1182846.5820275396	1118819.5083338837	3354233.4847103665	2632054.809328034	882235.1820400862	1898893.5583639625	1361342.8961285648	602822.5985791034	1224921.7899056494	1182939.5155912042	513336.8381905617	2866147.11093459	1860437.969078891	2715291.6657982785	1424263.2300803664	1549994.98240223	1549994.98240223	1549994.98240223	1549994.98240223	1589699.7462933448	1146672.3680187366	1411109.5539973872	1411109.5539973872	1411109.5539973872	1411109.5539973872	1647185.1408859694	8545579.380482199	38749874.56005575	38749874.56005575	38749874.56005575	38749874.56005575	30204295.17957355
475.215__4.23_5338	775622.675259073	1341344.5074368997	944346.5449625718	658681.4243284941	1372648.6083266388	1037872.8994195017	1470082.0275627472	1432474.8108005633	1179542.3281378676	739751.6967559991	1582382.383414621	1220997.3957069342	1339736.2136536438	925365.2946645917	1132165.8633391932	763046.0505003311	1572887.0	2900823.772281288	4333220.336047032	1824307.411584421	1308490.2693438386	2389622.147702712	6608940.178468789	1900402.652946693	2390313.6823077416	1290252.0134125259	1725802.7269980875	1725802.7269980875	1725802.7269980875	1725802.7269980875	1863345.0576040545	1133354.9010507457	1341344.5074368997	1341344.5074368997	1341344.5074368997	1341344.5074368997	1372648.6083266388	7741512.080475155	43145068.17495219	43145068.17495219	43145068.17495219	43145068.17495219	35403556.094477035
474.863__8.46_1437	2197455.4826366967	1097509.277822178	1443181.971943813	1299835.2587469562	1191507.0455672033	4.695427730906897	1588458.5059380722	2099414.951615361	1979545.3770730386	1168574.576529454	1509904.0	1291237.9305716658	1244001.9275987423	1535165.401192279	1683193.4558368498	1542448.0096029157	1529066.040569831	3470996.3460905743	1819144.870357528	1074572.1133566978	2404242.1199058364	1804542.0901144077	1729232.124738392	2050493.290087042	11321286.664821547	1443023.8925435392	2003000.5411257928	2003000.5411257928	2003000.5411257928	2003000.5411257928	2179835.27225703	1522534.7005961395	1542448.0096029157	1542448.0096029157	1542448.0096029157	1542448.0096029157	1683193.4558368498	8658143.355261235	50075013.52814482	50075013.52814482	50075013.52814482	50075013.52814482	41416870.17288357
474.348__6.7_374	1343775.6527107528	1420204.7008170357	1497619.9104109348	1319477.9391665081	1017942.1846587234	1419039.9475701372	724221.735639556	1224442.0	1957155.3868508385	785806.8812447551	1593675.5087029736	893332.8409052464	1560688.373295028	1688348.0583153218	1878428.7970726527	890504.1971750723	1454213.364638342	2375016.3622357086	2494450.0218453687	1476727.2915778921	1200580.5782352868	882610.3815975933	2768790.9657583986	1291065.1006216984	1811092.7500725766	1210191.6213087921	1478768.4372447364	1478768.4372447364	1478768.4372447364	1478768.4372447364	1563582.1685929291	1155354.448996054	1420204.7008170357	1420204.7008170357	1420204.7008170357	1420204.7008170357	1454213.364638342	7261149.727852752	36969210.93111841	36969210.93111841	36969210.93111841	36969210.93111841	29708061.203265652
474.347__7.67_3387	975237.7190398733	1664752.6611627357	1095567.016481569	1285703.6038612234	1553287.3503422155	915297.6125745977	1369443.3785925067	914149.549751753	1764465.7200585515	1318106.5	1559165.2871292094	1515595.035425001	1102392.0145561777	1453005.6925089022	1356805.6334180057	897488.15222337	906542.2754319251	1721947.5574711775	2363669.4048253614	4593996.926333692	1216466.7236854036	2024791.681375566	1831511.5024179013	1236103.3061001175	3032814.3805536167	1486218.3290666305	1586732.267412818	1586732.267412818	1586732.267412818	1586732.267412818	1618473.511101088	1506085.489819056	1369443.3785925067	1369443.3785925067	1369443.3785925067	1369443.3785925067	1356805.6334180057	8917309.974399783	39668306.68532045	39668306.68532045	39668306.68532045	39668306.68532045	30750996.710920673
474.329__6.4_4799	1508378.705141032	1227754.0528605648	1605358.0071534486	831045.938242435	1203989.0759797292	2382433.445469211	1512430.9818638074	1224442.0	1077414.7859668562	987630.2204696181	1429368.2875034625	1316900.150336489	1434076.989160651	2293115.7597125582	1071427.1530544737	1218374.5585849532	1420770.9165539604	2094414.5354169041	2153829.970437843	1344723.3895777997	2914504.7614561096	1451245.7932962896	2693983.89253206	1721110.2642050546	3646300.845785331	1434581.4454045743	1670600.979230426	1670600.979230426	1670600.979230426	1670600.979230426	1745133.4635964837	1328561.1701820137	1434076.989160651	1434076.989160651	1434076.989160651	1434076.989160651	1508378.705141032	8607488.672427446	41765024.48076065	41765024.48076065	41765024.48076065	41765024.48076065	33157535.808333192
474.309_C19H47N4O5P2_6.2_4375	1266343.7529908686	1516166.6702475706	1475988.865398701	974526.4150837443	1370617.5	1365234.580545925	1016520.8357341667	1390801.0576688314	1771496.801723717	714922.45590605	1438222.3789979978	1030824.2948874456	1328290.3518238196	1185578.9266809903	1819484.1422921042	1402618.6215147225	2102034.8273841497	1210726.6260559598	1051723.0255139412	1720736.7317740123	2157592.675277113	1281048.7798476487	3310981.1699545877	1331942.7056985204	1767020.2779432589	1256426.3055324967	1480057.778837834	1480057.778837834	1480057.778837834	1480057.778837834	1550678.2440921508	1341833.7006811856	1370617.5	1370617.5	1370617.5	1370617.5	1370617.5	7538557.83319498	37001444.47094585	37001444.47094585	37001444.47094585	37001444.47094585	29462886.637750864
473.383_C27H52O6_7.89_1390	864944.0441618309	893728.7954248927	254766.0290789772	343261.9837145923	1375355.6362729168	1466168.0163215022	1321311.1183057444	595946.1161793182	1090009.9544049252	1876622.928915779	1604177.79856586	1319177.0	772448.8700436596	1421234.4917164254	1999668.6486506574	1066038.5265893806	1861160.9054682928	1682399.6551711618	2841615.4176432486	1840631.7472920746	3577898.4222630104	2004130.3215823132	2373926.5503313406	1732412.5851756488	1528058.0586833032	1477655.4771324417	1508283.7448782742	1508283.7448782742	1508283.7448782742	1508283.7448782742	1517955.8294295897	1512706.1451411427	1466168.0163215022	1466168.0163215022	1466168.0163215022	1466168.0163215022	1466168.0163215022	8865932.86279465	37707093.621956855	37707093.621956855	37707093.621956855	37707093.621956855	28841160.759162202
473.359__8.02_3204	1653123.9269434821	1103216.5	1601284.444861373	1058598.0804270601	833713.1670428427	1148107.4385986691	1307261.3163151303	1221769.1929187372	1402193.3880951577	1361210.3999923512	5388875.5988327265	1787579.557526091	1312026.9409021204	1102580.161158196	2771968.078891008	1033358.9452776744	2225346.0970546673	886330.0891881997	1656900.459635059	1380466.5666834693	4331745.2477777405	868810.0208589603	2908746.3462462025	1415243.8677333766	2793470.7983627566	1809675.2710199847	1782157.0652529218	1782157.0652529218	1782157.0652529218	1782157.0652529218	1773467.1055370076	1102898.3305790978	1380466.5666834693	1380466.5666834693	1380466.5666834693	1380466.5666834693	1415243.8677333766	10858051.626119908	44553926.63132305	44553926.63132305	44553926.63132305	44553926.63132305	33695875.00520314
473.357_C25H48N2O6_6.01_3752	1944540.9694799255	540872.3449001568	2333273.6020098375	5021927.487894819	1370617.5	1166949.071758876	1163160.8691698848	1487066.2009507227	1585613.3545033121	1336464.4018363783	570574.4397373109	575658.6063699042	1664095.967031565	253585.4067089201	898830.5464404123	695293.6006220074	1494303.1228241439	5367330.734652584	1293140.4046881136	2214241.5947701214	899899.6494185857	2382385.5200696746	966998.7939962784	2675726.5771922506	1923533.9581386407	963195.952312408	1673043.3890065767	1673043.3890065767	1673043.3890065767	1673043.3890065767	1897205.7374363146	632934.0201796591	1370617.5	1370617.5	1370617.5	1370617.5	1494303.1228241439	5779175.713874448	41826084.72516442	41826084.72516442	41826084.72516442	41826084.72516442	36046909.01128998
473.345_C26H54O2Se_6.42_1643	1228251.4169943207	1136425.123298352	1661383.5268495053	1627674.8642347907	1480655.887018683	9311764.343870616	319574.4797420558	323999.6608627528	3153407.410164635	326851.99103764177	1170701.9806831405	455779.46002614265	922325.3466027123	1552324.3261502176	1287995.4630186951	7970796.548047218	1266448.477602885	5396324.1518700225	2672719.4295745236	1253966.236599101	1417558.2552733126	1534052.0	5039909.313755209	1788196.763666126	2546025.434165347	2281858.661536095	2273804.47564432	2273804.47564432	2273804.47564432	2273804.47564432	2271261.0485206014	1352376.9903415702	1480655.887018683	1480655.887018683	1480655.887018683	1480655.887018683	1480655.887018683	13691151.96921657	56845111.891108	56845111.891108	56845111.891108	56845111.891108	43153959.92189143
473.344_C18H40N12O3_6.74_57	1672151.3416156264	1425229.3128994817	1460918.365084764	1235129.9118455586	1706695.8410436173	1387866.5081666154	678254.6594753789	1224442.0	2052085.5438283263	894374.0124913125	1575306.2660582697	899350.5385621818	1555022.618657051	1661427.433878294	1588680.1785594728	1188002.7418999847	1553015.4245414692	1999253.4857990807	2182556.4995181505	1237421.2647525484	1067693.8176358016	1024251.8070387424	2477370.6955098994	1069543.8165259967	2115825.1093302444	1294765.262377681	1477274.7677887147	1477274.7677887147	1477274.7677887147	1477274.7677887147	1534909.3484448306	1306616.0273997332	1460918.365084764	1460918.365084764	1460918.365084764	1460918.365084764	1553015.4245414692	7768591.574266085	36931869.19471787	36931869.19471787	36931869.19471787	36931869.19471787	29163277.620451782
473.295_C18H36N10O5_4.16_1492	1175486.0879869035	888793.1169086237	1159556.0745898087	876810.1543087319	1424956.2428944346	852456.6145396421	968930.0656092021	1550162.8392907402	990638.8449938188	1605998.2452985991	909012.8891062716	2012497.2073410836	1081350.108225347	1988084.5799852093	1818028.1417160146	1526537.2585908351	1292644.9550631635	1739737.0892265833	1848472.4299308483	1234030.068972963	2367471.7937075044	2065843.8441935803	1766161.0580366012	1713029.5	6003828.242080399	1497378.3223471865	1634420.6981038763	1634420.6981038763	1634420.6981038763	1634420.6981038763	1677697.2378165154	1566267.751944717	1526537.2585908351	1526537.2585908351	1526537.2585908351	1526537.2585908351	1424956.2428944346	8984269.934083119	40860517.45259691	40860517.45259691	40860517.45259691	40860517.45259691	31876247.51851379
472.398_C23H49N7O3_8.7_2050	818164.8503631465	231553.75072838683	570330.2198178916	109434.5478176311	1846193.7025538904	600364.0048891018	872142.0303582146	382728.05311012577	1473274.7483005857	1504619.0823619182	2566983.784265355	1647129.0514677076	744327.4703969255	1488242.7065561796	2069344.399404449	1158225.1770173127	1627708.0737310806	1620989.248799825	1714685.049308835	2140916.2704918412	3441391.9166451865	2302875.095045294	5409011.438190641	2083102.6429438833	2868354.0	1542083.2659957411	1651683.6525826163	1651683.6525826163	1651683.6525826163	1651683.6525826163	1686294.3009784715	1496430.8944590488	1620989.248799825	1620989.248799825	1620989.248799825	1620989.248799825	1627708.0737310806	9252499.595974447	41292091.314565405	41292091.314565405	41292091.314565405	41292091.314565405	32039591.71859096
472.361__5.89_5934	962562.48221861	2921089.3370401035	692020.5508822405	1553247.1460001934	1362479.666208332	1715803.659444749	798352.268259326	912376.9105447981	2838180.10669405	1514455.6628018585	1812494.578607958	576108.8105727035	639033.6983797424	1536044.1663404908	4119693.308695312	963729.4697652915	1841756.5998222535	4699489.493485538	2641890.758475615	998818.2572465844	1634586.433362221	1215231.8843663055	2772719.0	3081286.339558765	3843116.74941514	1660507.5164870014	1905862.6935275272	1905862.6935275272	1905862.6935275272	1905862.6935275272	1983343.2757508513	1525249.9145711747	1553247.1460001934	1553247.1460001934	1553247.1460001934	1553247.1460001934	1634586.433362221	9963045.098922009	47646567.33818818	47646567.33818818	47646567.33818818	47646567.33818818	37683522.23926617
472.332_C24H46N3O4P_7.64_3069	1855728.5784499792	1494136.9903624167	678181.9951123127	886082.2633449459	1370617.5	1093016.1436148086	779423.2496958195	3227778.556182404	1421616.5579762894	860441.624610025	2794293.690138831	768363.9514611064	1242975.894610545	2584645.941607737	1452532.4206790766	1374202.2577085067	2940889.612827579	1468482.0981177203	3096794.502750624	1975678.989964642	1576210.125	2055589.867169301	2790921.3097259775	1429525.8305506448	3962361.6894758735	1860551.7285994694	1807219.6656454864	1807219.6656454864	1807219.6656454864	1807219.6656454864	1790377.9615547552	1774863.428765859	1468482.0981177203	1468482.0981177203	1468482.0981177203	1468482.0981177203	1452532.4206790766	11163310.371596817	45180491.64113716	45180491.64113716	45180491.64113716	45180491.64113716	34017181.26954035
472.327_C23H43N4O6_6.62_3008	1222331.308458888	1843871.398388835	781959.277499102	856631.3449420497	2632021.3010257958	1228753.9991588586	1894870.5683481677	1224442.0	1532724.523153956	1068891.7689387717	1819435.9997725668	1163906.0405119772	3712717.4715573215	2048265.904904072	1901620.3609833054	1648204.7671572124	1771122.1598890994	1591304.5014756077	1535809.8900559377	1324705.3735733535	1691192.1498531613	5269488.407242482	2002988.808661953	1522049.507296813	2095262.4964540289	2283026.3744006567	1815382.8531721327	1815382.8531721327	1815382.8531721327	1815382.8531721327	1667705.9517315459	1831653.699080701	1648204.7671572124	1648204.7671572124	1648204.7671572124	1648204.7671572124	1535809.8900559377	13698158.24640394	45384571.32930332	45384571.32930332	45384571.32930332	45384571.32930332	31686413.082899373
472.287__3.56_2870	973636.2274708998	2026402.4843886895	1110827.0	854528.4292028245	1634937.808531332	2069534.5634726104	1142532.3077464642	1539019.549256331	1210904.661972235	1898379.197609412	1216538.3933413993	1251829.5928282365	1329502.6727231005	1069247.4556275813	1115971.2194918436	1023427.4059983728	1269686.6385304977	3463948.249040427	1506393.1481549083	1627482.1660921397	1345401.670916079	2898909.613133109	3117814.1109349574	1414892.0818557302	8118091.042166444	1688817.4250164274	1849193.507619425	1849193.507619425	1849193.507619425	1849193.507619425	1899838.586336161	1557458.7954754056	1345401.670916079	1345401.670916079	1345401.670916079	1345401.670916079	1345401.670916079	10132904.550098564	46229837.69048563	46229837.69048563	46229837.69048563	46229837.69048563	36096933.14038706
472.269_C21H43N5O2Se_7.3_4259	2436351.915809284	1554496.0448066976	1760426.1035543114	993911.5621407973	2815448.168578994	907545.5307746978	2270684.568821969	748603.660327593	1073654.1259583016	1214284.1962594162	6057054.319594255	2313575.7913429565	2889084.426712371	1332068.9970429915	1849219.0	1002840.9073603214	1386408.9496461852	4274817.270251339	1673134.8743572836	1068425.572062491	885293.3367898047	1315984.788597621	3307911.9955651285	3446480.5353147644	3652560.049096605	2079454.8756102172	2089210.667630647	2089210.667630647	2089210.667630647	2089210.667630647	2092291.4440581512	1324026.8928203061	1673134.8743572836	1673134.8743572836	1673134.8743572836	1673134.8743572836	1849219.0	12476729.253661303	52230266.69076618	52230266.69076618	52230266.69076618	52230266.69076618	39753537.43710487
471.838__7.8_1667	2032772.6154113063	548311.6280355748	1262319.2170707944	1233817.7750162317	1941021.6783958145	397355.6205770556	540198.7141874738	2931321.98557915	1277303.9148731628	1089856.435659884	1625636.440695631	1113283.7864405634	1331293.065254934	775465.53552316	4903443.59374042	844054.8587278156	3043005.755419291	1210265.4920185164	5169420.6996892495	1340010.159496898	2984750.4770361073	1151705.5633519867	2772719.0	662547.292013863	5451219.651698045	1005838.410332342	1905324.038236517	1905324.038236517	1905324.038236517	1905324.038236517	2189372.1312588886	966955.6471938498	1277303.9148731628	1277303.9148731628	1277303.9148731628	1277303.9148731628	1340010.159496898	6035030.461994052	47633100.955912925	47633100.955912925	47633100.955912925	47633100.955912925	41598070.49391888
471.451_C28H58N2O3_6.76_402	1168032.0	1168032.0	422173486080.0	245285551968.0	245098666848.0	226516445760.0	1168032.0	1168032.0	204287628768.0	281028499200.0	1168032.0	1168032.0	1168032.0	1168032.0	1168032.0	622723412448.0	1168032.0	1168032.0	409196650560.0	448559328960.0	1168032.0	417949882368.0	1168032.0	1168032.0	1168032.0	220284216352.0	140913482937.6	140913482937.6	140913482937.6	140913482937.6	115849040806.73685	140514833616.0	1168032.0	1168032.0	1168032.0	1168032.0	1168032.0	1321705298112.0	3522837073440.0	3522837073440.0	3522837073440.0	3522837073440.0	2201131775328.0
471.365_C28H46N4O2_7.7_116	2251257.051569614	2247435.876807347	2270748.318125713	412165.110540989	2485250.339470579	1621379.0169285573	445598.17383971973	2189319.022319474	3142556.1734614614	358010.2335967353	1338756.9391807185	395455.71188624244	2154896.6253292286	453870.9703501824	2004878.1837579217	558689.0178550896	1661643.5053399175	2784273.9153066287	2086820.0	1888377.3884511215	593422.2699066828	1066971.4419204607	2172823.4446750176	1000971.6154091053	2400860.6820692406	1003955.7466184223	1599457.24112391	1599457.24112391	1599457.24112391	1599457.24112391	1787510.3446519587	812830.2298877751	1888377.3884511215	1888377.3884511215	1888377.3884511215	1888377.3884511215	2086820.0	6023734.479710534	39986431.02809775	39986431.02809775	39986431.02809775	39986431.02809775	33962696.548387215
471.331_C17H42N8O7_7.43_1864	3434127.453924688	1099744.913468885	1110827.0	1309565.647203874	1230450.468301818	1768198.3630663112	1030425.3954247397	952298.5679545355	1337371.2674866433	1242528.7503237678	2168176.3434778247	1194075.997986072	873922.2994086734	940454.0388902776	1209787.6481289254	1379878.2231152614	1108614.9753668075	3986349.2063245247	3941583.1617088164	1824049.6318367277	2135716.058594572	1690551.5920058638	2569288.5748182735	2325206.5602575457	4959233.72267392	1420222.3102136469	1872897.034469974	1872897.034469974	1872897.034469974	1872897.034469974	2015846.9473930248	1311203.4867195147	1337371.2674866433	1337371.2674866433	1337371.2674866433	1337371.2674866433	1337371.2674866433	8521333.861281881	46822425.86174935	46822425.86174935	46822425.86174935	46822425.86174935	38301092.00046747
471.299_C22H48O6P2_6.87_1140	1779309.3745539607	788876.4674643949	1153726.4094284913	899396.9257649637	1522004.727163244	688871.2250909465	436587.0131370263	1512769.8787913357	1305970.117750604	467391.5412940421	1266223.872692686	679341.9392755005	1428732.1689405853	1761998.1150207948	1754514.7341137594	1359947.7829373272	1572887.0	4241396.860414344	3522175.2294331286	786721.3753373389	1241952.5314884929	1641026.314722389	3053162.7387775453	1709825.6996223005	2921889.3084233594	1214244.0156886056	1579867.9740655425	1579867.9740655425	1579867.9740655425	1579867.9740655425	1695328.1714477327	1313085.8278150065	1428732.1689405853	1428732.1689405853	1428732.1689405853	1428732.1689405853	1512769.8787913357	7285464.094131634	39496699.35163856	39496699.35163856	39496699.35163856	39496699.35163856	32211235.257506922
471.259_C24H38O9_4.85_880	733150.7769305353	1223716.1565758642	1301325.3650120117	1622782.1258725666	2451021.8659582315	2411683.443958505	846021.7009647379	1397366.4143162952	1490424.7161694602	1647609.524255375	399260.4888725976	1414035.9556875238	747934.6065607477	943083.2088525842	1786648.630111158	523436.79493642494	1572887.0	1843069.221123775	1629249.8163055412	1151735.0250781418	1886678.8691010685	2232272.8086190666	1511030.800451821	1845149.4524406868	2080249.7774689037	1161563.1636853188	1467672.9818249452	1467672.9818249452	1467672.9818249452	1467672.9818249452	1564339.240184827	1083399.6827142243	1511030.800451821	1511030.800451821	1511030.800451821	1511030.800451821	1572887.0	6969378.982111912	36691824.54562363	36691824.54562363	36691824.54562363	36691824.54562363	29722445.563511714
471.236_C22H34N2O9_6.81_2368	3598568.4731268887	2007409.4126522029	1359524.0214701807	2322303.3128877454	1905363.9862883808	1068688.6568070073	518927.17826620047	1224442.0	1267440.856064305	721547.160433097	1342843.2362562031	1094784.033074651	1152978.013195137	1152947.8470621733	819745.778123813	2084813.1193939198	1383211.538675903	5718123.702236011	3442294.116529382	1717448.615156896	1651771.6792447732	947711.1826580734	4457032.357565775	2327487.960310856	3101671.763820778	1376211.9930759447	1935563.200052014	1935563.200052014	1935563.200052014	1935563.200052014	2112200.423307615	1247895.5416591882	1383211.538675903	1383211.538675903	1383211.538675903	1383211.538675903	1651771.6792447732	8257271.958455669	48389080.00130035	48389080.00130035	48389080.00130035	48389080.00130035	40131808.04284468
471.201_C24H34NO6_4.14_1052	929155.6534619866	1068841.252413529	2596639.3868901134	838030.5835265126	1415286.8174092113	1294284.5	2191513.752559653	2151146.4141576504	590856.6393385202	1609484.005281795	763447.6458836944	2010046.646886728	1102956.7259700068	1573665.1114289626	13369301.256082172	1347845.3228073765	1523268.9448667096	1630356.3594782704	2320793.1265407507	2187031.6305791675	4350736.544032975	1175231.6382225875	2716390.1332451077	854027.1592057918	4952421.305456284	1256419.1626729907	2262510.3422290217	2262510.3422290217	2262510.3422290217	2262510.3422290217	2580223.346299348	1261538.480514982	1573665.1114289626	1573665.1114289626	1573665.1114289626	1573665.1114289626	2010046.646886728	7538514.976037944	56562758.555725545	56562758.555725545	56562758.555725545	56562758.555725545	49024243.57968761
