#SampleID	V4-forehead-healthy-3A6	V4-temple-psoriasis-3A9	V4-forehead-healthy-3A7	V4-temple-healthy-3B3	V4-temple-psoriasis-3B2	V4-temple-healthy-3B4	V4-abdomen-healthy-3B7	V4-behind-ear-healthy-3A12	V4-eyebrow-psoriasis-3A3	V4-eyebrow-psoriasis-3A4	V4-temple-psoriasis-3A10	V4-abdomen-psoriasis-3B5	V4-temple-healthy-3A11	V4-eyebrow-healthy-3A8	V4-eyebrow-psoriasis-3A5	V4-abdomen-healthy-3B6	V4-temple-psoriasis-3B1
965_732.546_6.63_C37H73N5O9	41717905.08861598	41397344.19231911	44558264.30409264	32871572.74264525	42676695.727328695	21840982.53664277	63007862.22955603	36498012.52510358	74320979.5	57616555.50914711	47686874.12424961	52105377.02489028	30008048.02822173	64564614.14634719	44649712.15912072	76276142.37929487	47712949.87724386
964_387.144_3.86_C21H22O7	61087970.56698197	23774315.483397435	48123837.39298981	30829406.1371943	66088008.88701423	50691189.31851675	89097772.51052539	68295610.34607291	34477510.57581994	41916502.863807	53828531.81810242	24055522.294718344	33725639.830600895	27924872.99900444	33369911.48244301	50184174.89003737	52628729.5
963_546.401_6.53_C26H59BN3O3Se	54402567.29318348	50885691.20207181	56457785.76725499	24311649.603689756	43421718.56603669	25608255.55402929	17382006.07154537	16669967.726328636	57896554.09540711	60958800.82361052	33094641.03037224	34824339.5	27024032.616579715	82979300.99935672	78245519.61075132	77238383.1488398	42408634.77963109
95_486.326_4.05_C22H49BN4O2Se	161136004.26992533	1749941.671112708	103395092.6581575	2394389.307662663	49200469.50000001	2067692.7971317603	0.2064954873465033	11924767.275346335	542628171.3647895	691660726.3686991	58927625.48389114	0.2064954873465033	2927213.7435725923	142237736.94910958	488651489.9453376	2037680.74300082	79264837.61069614
959_520.333_2.9_C22H51BN4O4Se	42411316.34885749	32677283.81526572	60161030.72090603	15483475.362449124	25922867.259475186	21265704.922215044	41740194.81683728	42581618.88592902	69366754.75510298	74200590.65420434	65195875.50418471	33159437.99983708	13770089.578639556	45081501.67928259	47612945.30612561	39382257.18071912	52628729.5
955_347.255_7.58_C20H36O3	3748401.617032551	64472188.16094868	82055222.2472817	97987570.39619642	2719428.2271256773	75227945.39314005	40521680.0	26976321.20244864	82112817.18771383	3602264.835355862	36255682.249519706	25488804.771251746	102580282.8850626	3774186.1780262436	4101834.104956781	1009183.1679268794	2411358.2687007454
952_235.205_5.94_C16H26O_Sesquiterpenoids_Curcumol_Carbonyl compounds_(4E,11E)-8-methylcyclopentadeca-4,11-dien-1-one	42211939.5	52285196.2860901	49433587.42146053	60388435.12933162	43158070.99131665	39453962.163270935	51019359.99865892	32911845.302583225	63301594.39849044	48663537.70334698	74603029.39283797	28831148.95603046	78217157.93705782	52754962.08741021	45185822.94083156	36233293.96299704	52297198.69847804
951_735.294_4.83_C35H46N2O15_tert-butyl (2S)-4-[[(2R,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]amino]-2-(9H-fluoren-9-ylmethoxycarbonylamino)-4-oxobutanoate	61429650.69085388	11419293.97006484	43311279.5	11233999.506718578	98083483.6167664	9825691.25443292	11100470.291587107	19842496.04269843	214712814.57421282	696106361.6009952	74098225.65699252	15630845.923895152	13023186.611534318	73214343.26998977	307210737.3234569	6427244.742093799	76520739.61735845
94_234.134_2.74_C10H19NO5	134976387.858999	9265550.252661685	115072322.24348088	13333686.185800392	30220242.543363195	8476831.58366461	8282598.029385918	24681539.5	265356077.82680732	540942070.2020949	54421830.10607582	6229556.044933905	8205918.949674995	135085034.0723686	374478719.4956794	6735069.1146048475	60783529.89546754
949_383.246_6.68_C20H40N2Se_Likely similar to laureth sulfate A +28 Da compared sodium laureth sulfate_Likely similar to laureth sulfate A +28 Da compared sodium laureth sulfate	30808639.619183205	55240410.70232794	43311279.5	83908950.27799942	57695030.87983966	84667391.89239246	30158527.515096985	47625826.78026386	62240169.76344935	41198319.500550985	84934665.82569599	15699267.885782775	142440617.92773563	54268217.44742669	36902219.500593066	30327604.602905896	61713025.98887274
948_359.315_7.83_C21H42O4_1-Stearoyl-rac-glycerol_Monoradylglycerols_ 1-Hexadecanoyl-sn-glycerol _Monoradylglycerols_Sandin EU	59223808.30390929	30749849.5	8846454.26253147	114577656.55923627	45048510.62966582	130851986.03740571	79311783.95398112	14599697.038337534	45122089.23704684	46292446.86763445	10490008.401017813	111979029.48512578	88331286.05277318	45444316.13471668	28992512.90509954	116079109.43914132	173920793.10917062
946_250.086_7.34_C16H11NO2_Isoxadifen-ethyl_Diphenylmethanes_Diphenylmethanes_Isoxadifen-ethyl	29034808.70841932	39511432.94249996	28697384.38578889	68477759.20317046	47940794.56636423	38806323.98708223	40521680.0	31542162.422080856	52156410.86325599	40537236.660587616	29732419.04133943	21324662.02847037	45810705.07255173	46615979.56868021	60395926.13353416	56241857.47081973	85113789.26725882
943_414.321_6.6_C23H43NO5_ p-tert-Octylphenol tetraglycol ether _Amino acids, peptides, and analogues_Amisoft HA	50491739.44857569	37634583.06865798	80971346.38938233	35923178.31647805	40931296.51930841	31689776.17120632	88212613.11916119	23435405.66740932	81533972.21488109	58661139.50000001	30441672.61799687	34081179.9586711	29828872.25737876	119150674.41047303	44530237.85085481	89425078.85473971	34523432.212737
942_207.123_2.34_C9H18O5_Short-chain hydroxy acids and derivatives	40521680.0	40521680.0	40521680.0	40521680.0	40521680.0	40521680.0	40521680.0	40521680.0	40521680.0	40521680.0	328097518969520.0	40521680.0	40521680.0	40521680.0	40521680.0	40521680.0	40521680.0
940_344.316_6.71_C20H41NO3_Carboximidic acids_Palmitoyl ethanolamide_Amines	74251959.30475895	30749849.5	67433996.45292264	144470036.5242744	32611537.84095127	103489176.60813178	100072647.2009487	4037629.553246947	100852367.02664016	13149735.20340608	14280388.895788642	60303172.66921959	10954283.705904687	30308256.900132153	25503202.85363419	112898464.128626	30572925.616822965
938_663.336_6.3_C25H52N10O6Se	34771017.71191092	83221384.231252	40442214.20649723	85379493.19155313	68950402.17715868	57232864.57179193	5763430.99651609	114898797.51713952	49008679.8470534	40536576.14756155	122006577.83492051	4110328.814613652	62390347.69271403	58662159.00000001	39552967.08903135	8520593.657200431	76278103.02115148
937_343.247_5.55_C19H34O5	17997729.09887009	74220874.44873035	27755989.995766737	71565456.81298272	21552046.894656714	85565306.34806085	47484888.39930275	44801304.63452174	74320979.5	49974402.96174674	191365741.83221868	38125854.99931913	20303910.177554585	25154036.89186339	49517399.92804426	46103990.98464601	20548130.38513573
936_500.394_8.15_C28H53NO6	57583900.5824215	42935042.36837146	89948728.49058369	87118394.43432553	111603083.35274825	86798265.04179141	32703398.27864576	8463907.99851569	74320979.5	30308761.72828313	2401741.305704633	14335534.223566847	97640096.15814456	111050027.24834822	47751894.69478832	33624725.82699776	7759087.807847606
935_705.986_8.17	33662598.888891205	34350686.68714188	21984373.95386063	47885665.88333826	43021424.30508564	31736374.23019877	73606159.10945465	20580588.023598284	54955416.91326876	54082542.81514972	32511369.0	28583781.509404507	73880268.64881112	68594806.47422436	64449538.24576316	62872585.00967114	52197638.27810126
933_1004.585_3.34	32408033.515955504	163191239.07845405	27936170.28417956	30522023.54660125	49929192.81360273	27485586.89249924	40521679.99999999	36549932.87865121	49494965.67767626	32789260.092371933	55752027.72555442	43044624.58644538	26836833.30790905	65854995.95207526	78852085.6804707	60554633.32127582	43408244.59717295
932_659.481_9.24_C22H58N16O7	23461751.91974685	5507241.054337672	18110547.241860487	36628495.63378138	107794059.73230807	17173073.766186833	56339554.50226762	9325203.259237546	89533522.48102614	79349054.92935134	6011415.504066229	170589971.41637847	19089024.97059617	106266488.37072796	54578420.0	261205524.5939569	112788192.03553286
930_427.272_6.82_C22H44N2OSe	34749096.66318484	61727677.5714517	40824743.50249984	80360003.53924908	57795783.52620491	80567596.90907915	26437869.29657417	54332402.96414722	44778450.670918986	35475854.084589764	100824362.15397471	16322125.80713623	164769943.21207687	58662159.0	34050933.323134914	24761328.09246499	59519734.49182855
92_427.34_7.73_C23H48O5	49652703.57670905	27211434.43355472	62992539.08520848	36504721.37306689	43897397.96718601	21397135.55294749	188177258.9435472	13913261.968383495	68894563.16462687	72623293.46530575	17622664.43430082	79658851.97430809	16457022.16774804	92303827.23146889	75755689.40464294	149134881.25447366	52628729.5
929_266.159_2.64_C11H23NO6_L-Kynurenine_Amino acids, peptides, and analogues	45077625.48933604	66846600.88785162	80387919.47133371	46947141.64063298	35660432.66039979	41612169.20238785	37574940.76715833	57934075.80262606	49447317.7344258	31136540.54192404	54588447.54563252	16755334.674516935	37488389.5	66479781.26013032	31046136.961379416	27420809.084634405	17390140.899453733
925_447.345_9.21_C28H46O4_ Diisodecyl phthalate _Benzoic acids and derivatives_Benzoic acids and derivatives_ Diisodecyl phthalate _Benzoic acids and derivatives_Sicol 184	109257987.0568598	17239991.65998323	76915817.37721786	55414959.08585408	70903116.68895082	29099409.5	39988656.31318061	13903779.894986508	140013053.67411935	72583597.48947236	3592778.1821192387	29208913.160321	38280849.71197338	137114296.604159	30597273.55277152	36346451.034783214	46044003.82144986
924_298.274_7.61_C18H35NO2_Monoradylglycerols_1-Palmitoylglycerol	57819729.37372855	40387511.3092859	53185432.55125841	82725019.3671024	33815002.923906945	66780612.50525923	43095995.871454105	20169058.270493727	74351208.77950226	37943747.83691733	21319744.311762396	34824339.5	73526348.50920412	22313634.95261409	28171639.74998683	37225711.203688055	33349859.14658005
923_285.131_3.1_C10H16N6O4	41350587.18873227	36810810.62494221	57871200.74268304	39412239.0	7502523.991606212	193494884.00585812	6616681.326053223	53257166.31057242	37645491.92213281	46840569.78069386	38264410.28315818	164444896.49529558	45946942.18844371	51211695.53368008	6359710.1848943485	25341679.062025085	214201619.36195907
922_760.577_7.25_C41H85N2O5Se	42786226.14618982	35496915.31194982	43311279.5	27950733.74692516	39083611.58277883	17978016.65992647	99137321.49824864	17381834.252376117	78113400.3973205	54267084.70290952	34016096.365369394	56075633.23321501	16402005.986251272	79526067.38416494	43131567.047743626	98191050.45185934	45854245.08884242
920_318.201_2.32_C14H27N3O5	42099963.04741268	25709850.47566169	47171901.5159008	27902681.37218817	61404321.67309868	21119116.662564296	12785584.96842772	56113896.05658821	74320979.5	79454837.54531659	52893656.68064392	10210503.103945132	98794264.42283212	86975433.08483423	27333244.24607284	18324378.31816425	187401483.19501647
919_328.321_7.5_C20H41NO2_Stearoyl ethanolamide_Amines_ Heptadecanoyl ethanolamide _Amines_Stearamyl	42211939.5	2837795.4165743217	55307121.49802866	5610669.881857049	102516294.52467176	52373494.70167864	12933429.522008626	13068611.36449802	83520335.19687863	5317736.143158612	12607585.064920593	122182484.91398875	75351277.16886061	4361797.102430305	95696178.5679235	10836722.078419017	94645622.09940042
915_419.277_6.54_C25H44Se	49461837.11149022	42558658.34626819	54824943.69935291	38855991.30010285	40209143.01306501	31112922.66778767	62409766.67980703	20881034.389066152	64793154.47741367	57029563.56371455	44481968.69560706	33638483.64537942	22489584.86499362	75579530.79244952	54578420.0	57827548.67442075	50554441.45183626
911_313.162_3.92_C16H30OSe_4-Piperidinecarboxamide, N-cyclopentyl-1-[5,6-dimethyl-1-(1-methylethyl)-1H-benzimidazol-2-yl]-	41321080.56648821	23624446.500017963	71234164.20820937	96397334.1074682	33861023.62828034	29099409.5	14127850.0071811	96458333.16804776	85511706.31165361	19549444.108346574	21429804.259417567	35633442.62368983	76720467.12195545	123687966.81605344	54343796.08138726	42663305.31255611	27056990.222985625
910_551.355_6.52_C31H56O3Se	62598853.7128043	25927358.248297106	89317306.28390543	39412239.0	10342255.154971078	18967944.365831945	85312816.32630068	16343120.267235596	110355989.52677916	41282860.24798068	40170754.33978497	34676562.79242884	19192330.582938	81176301.53275234	23070163.33991623	87655624.14460471	60113608.07721945
909_143.107_4.02_C8H14O2_.delta.-Octalactone_Delta valerolactones_PYRIDOXINE_Fatty acids and conjugates	54671170.41671894	74540061.66579148	69684418.15105498	29725629.92886244	45907407.23782642	32158413.03867065	42122385.26901819	28314244.804726914	64133221.54540654	69260238.01515123	45408961.25457133	30534248.68581149	37483738.64692854	37609908.99079046	54578420.0	36335112.03538928	35908711.79327249
907_488.341_3.79_C19H41N11O4	327612986.35682136	19059522.054905567	224548523.62854463	12137559.298874974	49200469.50000001	20531205.61518321	33409702.807554614	21024685.229770627	970265705.8026328	1380072423.9880776	51233841.00037085	7550960.447965153	12363132.273944212	290398284.98674977	894876535.3695693	11823641.427259695	143373313.429059
904_309.144_3.22_C11H28N3O2Se_ Nifenazone _Benzoic acids and derivatives_Benzoic acids and derivatives_9-Oxo-11.alpha.,16R-dihydroxy-17-cyclobutyl-5Z,13E-dien-1-oic acid_map00360	73564319.99779567	35405210.35689251	106471150.14016227	24308245.634291284	45392169.33419453	10215324.86627438	138171163.64127457	10054635.195268042	99288837.68714632	38663029.70376062	61227812.08864471	20282172.04653361	106115092.52497484	177169451.76949045	38516563.28481947	37775039.0	31757531.50553072
903_567.446_7.32_C30H62O9_ Decaethylene glycol tridecyl ether _Ethers_Tetradecyloctaglycol	38858079.947726905	22897404.6349172	48655291.88243102	32608971.395958595	46261798.94849596	19771366.92862953	98682188.92330636	10104143.586051682	83748291.63455464	60641559.32973934	24471533.04832186	48347795.90629965	18468655.076088168	83841822.30976523	59712286.64252766	86930265.68418881	52628729.5
8_433.209_4.15_C20H38O5Se	71178658.67932571	0.012685497113225324	57013487.78596828	1594834.9048314544	49200469.5	0.012685497113225324	0.012685497113225324	8284078.17411406	309071973.188254	411974748.2032218	54042849.43557098	0.012685497113225324	3157211.16180386	68130158.54898801	344954659.56429034	270463.4119065038	73707977.35083239
89_696.511_9.57	27306088.67774816	34896819.28035718	52815493.10635363	67824499.77457426	36887664.99630026	10111095.873886025	6908346.480013132	11564210.848259073	74320979.5	71434536.16026254	18827723.09160164	54525155.49762624	31163657.15692565	78208228.00635476	70009221.96297997	35460985.31165624	80657381.82353628
899_636.398_6.3_C24H57N7O10S	24899545.782465924	77926652.33838037	43311279.5	79646615.89663836	70425893.33222893	54370586.52571985	13920569.253193028	114922773.49459256	49395464.92537327	38972009.3957891	124387609.94110715	9633420.39080138	90228312.26608989	55025036.43379241	34213974.0631109	12572740.428868527	71845452.93827754
898_212.201_3.07_C13H25NO_Fatty amides	268351362.23836076	12481894.799310867	138395030.28587314	9731311.750691462	53013298.53161328	10668355.84601385	4941026.249697343	21070259.53419914	850334377.1734363	1616244538.0480874	80011910.67023645	8082513.27376749	19191467.72120923	359225730.46291786	814746808.8341056	8116544.913983202	52628729.5
897_425.373_6.1_C25H48N2O3_CocamidopropylBetaine_Oleamidopropyl betaine	2290912.3453816483	41121773.64869162	65983355.01283152	43387717.41773373	47452904.82274194	3599297.8479906274	63662570.42358854	8582657.758134058	4767005.682172501	58661139.5	4176239.118840439	42429744.13476221	19250030.230516747	2967325.6103179012	55578045.79460213	91311650.84504728	63311920.92810681
894_355.215_5.96_C16H34O6S_Sodium_Laureth_Sulfate_Likely similar to laureth sulfate A +28 Da compared sodium laureth sulfate	36653826.01425215	62908466.05412912	41066850.40404627	80243014.35636486	58716547.48097047	83829307.38463661	11027194.63493882	107016864.2790948	56420363.6373963	39264574.22814097	109022855.36524852	8833017.524801128	179541319.30003986	58662159.0	37587625.23186681	18411105.49950355	69405150.22379759
