#SampleID	V19-leg-healthy-GG9	V19-leg-psoriasis-GF8	V19-leg-psoriasis-GF9	V19-leg-healthy-GH2	V19-leg-psoriasis-GG8	V19-leg-psoriasis-GG1	V19-leg-psoriasis-GH6	V19-leg-psoriasis-partial-GF7	V19-leg-healthy-GG4	V19-leg-psoriasis-GH4	V19-leg-healthy-GF2	V19-leg-healthy-GF11	V19-leg-psoriasis-GG12	V19-leg-psoriasis-partial-GF4	V19-leg-psoriasis-GH1	V19-leg-psoriasis-GG2	V19-leg-psoriasis-GG10	V19-leg-psoriasis-GF10	V19-leg-healthy-GF1	V19-leg-psoriasis-GG5	V19-leg-psoriasis-GG6	V19-leg-psoriasis-GG7	V19-leg-psoriasis-partial-GF3	V19-leg-psoriasis-GF12	V19-leg-psoriasis-GG11	V19-leg-psoriasis-GG3	V19-leg-healthy-GH3	V19-leg-psoriasis-GH5	V19-leg-psoriasis-partial-GF5
995.65__9.84_5856	5052061.840255732	1576724.9392101285	2153289.826555808	1416861.0647455282	26084287.33808264	1859127.5959309647	4446636.072461577	5808252.190255732	20199476.193688586	923297.6703766693	729531.0819475937	1682165.9431468884	1774093.8453577731	99505061.75575712	1083306.2020660115	3800798.0155895688	623631.4087616529	70364696.49263039	1623791.4606261025	717764.4515936004	1221894.879818594	1033907.5239292013	1144838.4459561605	1336840.921888385	1552591.8802532125	461667697.07915086	980775.9837490552	2240564.0	4000795.4493575213
993.67__9.35_4876	1602647.1527196653	1305317.999748954	1067355.067782427	960192.6627615064	1392919.7083682008	1822850.0231799162	4967097.879916319	2894370.085355649	2613930.778242678	1258632.8457740587	1483082.8064435148	1822472.3824267786	1171830.2030962345	2791252.267531381	2520505.7397489543	2289105.0	1578209.9648535566	1979735.1273640168	2536760.711297071	1492501.9330543934	1730908.1824267784	2140894.6870292886	5321609.5051882835	2841062.535564854	2324948.033221757	3541859.785355648	3875190.690125523	2128383.2846861924	2262560.6861924687
99.531__4.61_1540	2217491.5042758225	868938.8338486449	1073267.8310949188	2105395.0324719427	2228144.8441439928	2164864.375326462	2165036.292904836	2638605.0	899624.4698053179	692750.5374000131	766387.5537098278	1125253.4075131458	1338683.5971444405	4391357.0400066525	1864214.2271247576	750711.4719861734	906365.7267313252	2179384.8696382195	1364621.2158001557	2703408.4127766057	2734862.9867721386	3179388.3266762164	13056540.810598625	2199026.5520744	8042864.46898575	7043546.43583632	7779040.361069597	10015776.062711846	12624142.993886573
99.531__4.16_1538	1896407.8848401443	721921.9297421266	607719.5744472329	1314714.1128071402	655955.263370865	2583134.967213235	2193967.20604552	2605993.355225884	809860.4681892318	1094174.6374798387	1335904.862791298	3094499.865539621	965157.3109041856	2133971.101000227	3870901.7401728905	1894819.8411217688	753016.5173950277	1340048.7072537993	2202722.580158237	1472881.1812374904	2082439.0	2789794.731849949	4529804.4082936505	2106628.534233548	11689208.197414646	11039461.290232796	4687655.844114921	4519772.670802445	4508447.882573942
99.512__4.27_3979	1800467.4304845391	1079258.9588055871	1405007.8989307496	1603220.0000000002	1749994.8425722276	1715322.1097005284	1517287.5989451052	2174840.598535696	2490653.005421577	2993496.427218124	1849333.181237339	1808203.2645548692	968904.3377931224	2635397.6355261267	2546046.976110679	2040759.911595865	1755315.448374502	2265349.1467973	1329341.6387376005	1433679.4999175866	5419657.154992583	2513407.2971516787	2691060.1227697367	1710051.2291861256	7300913.97104357	3103538.489278252	3749036.658366225	2404713.500754129	2992467.8241204335
99.013__5.59_3303	1272378.4153701458	2431243.0649542282	926385.3482422772	1125742.7956987	3142325.6696024737	897947.1768590895	1766359.3512728338	2081641.7597082304	1876888.1478451698	1398611.7551895664	2049402.2590561383	1578895.341027463	1461810.0	2436565.9036074067	1620284.673615349	1427181.9129289803	1391215.0198093883	2047618.6101032482	1187461.6934330978	1608522.0006646325	1397381.104627346	1511509.584646574	8236106.889934372	2017731.6440412991	3276032.12579526	4608065.318939932	5810072.397667516	4572908.0643481165	6970343.068574175
99.013__3.79_3477	1314405.7877878828	1520940.1501148685	1436263.4036036378	1270883.2426076059	997383.989251742	934763.1493288272	1309665.3428012684	1665717.8487516374	1844395.6780819842	2151207.0465643927	1628270.2120013668	2746032.6980386944	1402144.0977785795	1366272.0171163306	2981369.803715658	2255436.71966242	1532403.635706013	2361183.0846703	1649105.0	3190218.655431088	1532973.491047865	2842653.863001006	7509174.208840115	2348185.373158784	8228485.0728493035	7224400.586720843	3702703.9672957533	4206608.885870246	7326129.158461334
989.614__8.21_4778	2091638.7173294688	1617069.035082126	1041002.6336570048	3318512.6443681163	2321989.0	1176135.6630541063	4495043.157725603	4264013.104362318	1952969.9829429956	1383097.7956521742	970815.7487632851	868219.7304454106	1883489.7903536232	3178567.3768985514	895323.0629178744	1121911.050368116	1233907.198067633	9684040.21057971	2460994.2545314007	854895.7761739129	1587295.9761265703	913382.9773623188	3584408.428213527	3129446.653077295	1744251.215188406	5634906.436091787	3457811.7931594206	1902817.2640106282	3525351.3862463767
987.044__3.24_6202	6.5758544614266015	2320816.31507129	1685227.1021021018	1350608.171977948	1828541.2742344332	1320425.0	1929349.123128103	1078440.1316739626	3127864.3572677155	5192360.441287058	6.5758544614266015	2636884.7597597595	1336049.2302003496	3411579.5980059663	2273404.404404404	6.5758544614266015	1333090.0956927077	3165879.3719092226	1173296.8322800412	2710567.2090000445	1984980.851871772	3207866.2026454317	3311560.851647668	3336581.977873396	6.5758544614266015	3606126.252247272	3481908.3614709238	3919340.7760994826	3564007.904421835
985.675__9.92_5179	2014167.3831117298	1365157.89299795	1107788.7004055069	1208497.069561093	2271533.2153982287	959296.7807196422	2271533.2153982287	4201336.757468245	3984365.1629401483	1756798.1905192866	1040653.1479410605	1374277.7633312254	805663.5929387475	5527767.124456247	1689662.63805484	1187898.394121529	1253259.7050472985	4746848.824492533	2058923.297986046	1443483.2642574618	3867456.7588263005	2584844.7813541093	1270195.6470073971	1571279.0596313728	3645259.888554562	17718775.63445069	1546947.0842875089	3341703.2907554614	3167169.0
