#SampleID	V8-arm-healthy-BD3	V8-arm-healthy-BE3	V8-arm-healthy-BD4	V8-arm-healthy-BE4	V8-arm-healthy-BE5	V8-arm-healthy-BD6	V8-arm-healthy-BE7	V8-arm-healthy-BD5	V8-arm-healthy-BD8	V8-arm-healthy-BE8	V8-arm-psoriasis-BE10	V8-arm-psoriasis-BE9	V8-arm-healthy-BD7	V8-arm-healthy-BE6	V8-arm-psoriasis-BD10	V8-arm-psoriasis-BD9
4550_855.207_10.03	6951247.8609535815	21875616.49375725	28851262.305636786	36943327.44947806	52911729.01152691	122171999.09914158	53560724.47467648	73995092.4516313	32404491.15867068	31301349.894383445	50164729.07616966	30286026.30065072	55480337.31019558	26033057.237097066	141350881.91598657	142187664.34524155
454_645.493_8.51_C36H70BN3OSe	4357548.450780096	6913097.070603233	44115809.980279855	89061604.47191139	55359478.44687527	34738311.06653736	27620793.86333021	65187447.93863247	161838552.20496085	43497686.722020775	15504547.578139355	7026644.820765507	141502216.78163567	141933535.90755415	5711679.907895167	37013167.31189282
4546_612.862_3.58	30205288.05009079	24304937.70172189	30623512.31841551	71580432.02846664	145899327.7508652	42059523.25618877	68776428.7527696	27901576.25858301	55337223.48678163	15637245.375112848	316747209.32552725	15.025121908558187	48424149.8715321	92390977.12791516	78676346.35222141	37147570.50233056
4542_317.287_8.3_Androstane steroids_17.alpha.-Methyl-5.beta.-androstan-3.alpha.,17.beta.-diol	15206809.031145304	20811703.39534963	59249162.00928307	47239842.287397794	50356240.98298227	39708081.64633984	41393414.08689097	74538160.11214592	59007310.84065732	28857464.287474293	45998467.53112207	23151687.536696114	19662467.299633734	87329879.76408893	26905899.791801587	19384708.758125167
4540_250.178_4.58	18253205.93675614	17134915.510682695	33328352.14715205	24383108.937755894	51242597.26289688	38367595.08034332	254877803.26128995	37740340.465657584	120012887.51825652	54998762.54073285	41942429.02549189	30022709.52576633	40207998.66588661	53313822.35987171	44218630.44692859	25148026.41150082
451_642.514_7.61_C36H75N2O2Se	17159786.271468934	21772676.35675799	60969984.12578133	65067434.9121113	48493203.91648183	58113548.42976269	77766643.43052368	49270051.19895655	68256922.23302692	33502616.00940441	24865888.10331658	11609832.02652366	85450718.88493763	61729047.37203994	29653169.51026676	25560376.434777897
4513_427.185_3.51_C23H26N2O6	51656897.86693432	49536949.54880587	43439318.75269474	41873603.465152346	33287467.291861434	88319238.54751344	31162952.37242925	30244228.37396241	29264247.25034468	56584770.04237675	35202782.26349886	58959318.56374439	35858605.56324331	169242319.26592702	37158448.09631665	67524216.27607372
450_597.954_8.99	9073324.402508654	19434598.579994988	28908880.155565	39252069.96143268	36979379.94342627	132119582.14252128	151564062.94504207	40232047.36199182	51257494.84849832	27063051.16210189	27072214.445768677	15435281.92583676	298890307.26060313	139877940.6028817	90961912.59944084	49541693.72344618
44_343.296_4.75_C19H38N2O3_CocamidopropylBetaine_CocamidopropylBetaine	22701618.98255362	21100910.666252226	28730083.97014466	41099816.00486697	36805989.620758615	125314545.1078198	163146980.15464985	36862060.46758075	60189702.55059097	41052376.4176521	23613914.80514981	11564002.553566122	107818213.74923629	93546314.58886898	22321809.72124641	14874721.178323062
4494_479.349_6.01_C28H42N6O	4.0390877308815085	47471151.71669878	82605483.50987777	35008889.84552101	35929624.12830184	58211974.5924135	347845302.3542496	4.0390877308815085	35504429.36287194	4.0390877308815085	35060674.98931864	78113206.09650363	104878544.0722084	114024254.46033114	4.0390877308815085	57072002.66668816
4492_383.363_6.19_C23H46N2O2_Fatty amides_N-[7-(octanoylamino)heptyl]octanamide	30339459.60535341	24363497.38936594	33176248.23161996	57171296.14548258	47856837.60927297	72390391.6684034	157079224.3045318	54496646.54386063	21829306.280785143	37487591.98434918	69701899.47246109	13071288.153118238	46468061.39982221	25751197.54302021	33317264.67951857	17007061.86359202
4490_581.361_7.72_C26H54B2N4O4Se	31990697.75409096	33312303.81490157	20188627.39808482	26097828.354671955	38353028.85363681	136284606.53984144	89312366.52293701	72831482.46752465	38798235.16700654	37271976.548704624	33715689.24447113	56436538.69516591	50493384.22960207	83752640.72733161	81781784.70063092	32846749.591045324
4481_425.733_3.15	194475922.1347766	91793950.22698721	49900219.03889829	45317376.30064879	62442269.56467962	49451957.21880525	60102742.50783016	26312107.68181007	47494725.63381542	44130755.40218279	37353758.215437226	93120718.26262207	38268320.18215226	39893337.21111493	26099556.41590845	40379807.67650919
447_378.358_7.74_C19H45N4O3	11164858.237543846	16924278.41603836	88206851.97342461	78187484.76485993	55743426.21221048	61295459.12685822	69240228.44050196	65345385.90592528	93128422.66843356	43101475.59007998	20904410.610956773	14284237.335991152	76058497.8216787	89642889.13663378	15028463.34220107	22259927.258626483
4476_229.217_7.5_C14H28O2_ Cyclotetrasiloxane, octamethyl- _Fatty acids and conjugates_Crodacid_map00061	14972554.527492333	9505244.860926744	25251645.40542551	16207285.470399547	41037806.29387357	85656965.13704215	308488815.87533766	49693917.91144138	5516876.7591306735	5444851.997175143	40782863.08890445	3019558.115680198	223294649.7006585	427977245.4022272	42128162.97185196	138989725.51093584
446_649.449_6.65_C27H62N5O12	21876707.392902844	33866218.846625656	39979640.848166496	46634579.01635814	51845741.39138845	87927356.11111568	114466057.73729628	25796928.36172043	67979955.31192182	25232476.318607394	33946713.923371345	8841539.790073855	112346217.7346627	60122791.61102764	38622889.11460474	21546264.16082013
4465_756.617_9.14_C37H77N11O5	49915649.04051922	78650717.1380456	17458909.017278004	26885292.1740372	24843521.20590768	66714853.50693402	99994992.23199011	38419890.05966171	18991932.095222946	41023210.33940277	58538011.18558382	14111315.60371333	158064319.4585433	62001508.80025605	13125113.67922814	49537630.95487477
4463_555.464_9.25_C30H54N10_Aminotriazines	9388898.480996598	23826164.63006447	30204782.46463813	38343136.99912491	100802399.0653814	113446107.10803407	100384639.62579456	37566531.41298923	36498590.89250533	36254924.69365076	34703994.60197355	65430296.42861043	169603152.91731024	28775173.69148567	91596352.58970624	64290721.20408258
4460_269.247_8.06_C17H32O2_Fatty acid esters_Palmitoleic Acid ethyl ester_Fatty acid esters_Methyl palmitelaidate	37741727.68120853	47040169.42492121	36677180.82267266	364945467.6542538	60833754.80211426	39631967.87001072	803677068.4658718	36971206.25418146	35014741.211889856	212182408.1081964	21172370.25990742	80299154.73750271	44974846.144336656	49912160.26713473	39711837.3443349	29961245.96849285
4453_666.463_10.0	25356575.69378707	123846853.62520124	4839016.651285232	136459003.50444075	81438182.33805111	6836545.660624521	90668786.64721017	32018565.37694325	53080072.27659686	570120304.1723005	6561502.908331023	461450641.638775	46138457.24788276	91308808.41159911	148568614.00440428	6569204.784297946
444_282.279_7.31_C18H35NO_ 9-Octadecenamide, (Z)- _Fatty amides_ 13-Docosenamide, (Z)- _Fatty amides_(E)-octadec-8-enamide	5864851.567440496	4273110.560139654	19201294.298276454	28650436.371025845	42406032.3073378	255816053.78894055	821268379.0295691	16672716.26524013	42086612.06383105	41630981.987461895	94640012.13073625	44386089.436865225	392012442.5224787	150423502.53657967	25926852.85919943	140151041.49129984
4440_415.34_7.48_C25H42N4O_N-octadecylbenzotriazole-1-carboxamide	22089993.590157654	28295210.98162937	45471042.43620637	24145305.92100553	44667370.07987958	29248300.18540305	51936073.01908058	40634256.76484587	58424819.88301615	95169264.4129714	71324519.34007888	116208740.90871422	67565819.41832729	37854066.452438936	61961042.73124085	65093736.79114734
443_586.503_7.91_C30H63N7O4	20730967.83965329	75498298.55186714	145369422.16714483	83164364.29202798	64042507.42231495	29229215.59820325	85686461.56371741	44606201.06185497	97717819.5710571	28518741.43657777	16697908.361098705	24766884.86859353	37330941.26560491	90459892.74339384	3399924.7506821537	3798818.831896662
4437_740.427_2.95_C29H53N15O8	51550534.98880042	39471132.22210257	65511611.50270681	44278376.79632701	29080872.29046193	80207413.13906066	24338794.956465416	120929922.6695272	37761479.54854725	27590063.40463109	35890831.57178131	23863249.06003876	67231510.43426181	88421308.97507237	39400447.76602866	28880936.01010289
4431_718.911_3.65	36509958.60716715	85682614.93069527	51459040.83361586	20268132.1289224	21162102.96762016	49326645.62466812	72112849.86559863	22928801.110093106	17896065.042197853	36790461.34408987	59102443.63712047	29460819.52010422	412497981.20964915	56526566.89966733	103804910.69563104	35279193.01471711
4426_721.407_3.67	36309316.08123901	41515392.03459204	76731473.86456797	52082787.772706	72469120.09363826	50062994.21058601	20968788.43395308	29408108.92161654	34377682.62656774	23297714.074939556	26233717.3591559	29529212.66595418	29882754.853767466	24669977.60063042	96543657.44455114	52698691.44621427
4425_675.515_8.73_C32H66N8O7	194911.74483392204	63279.12908332378	29531241.30500213	37039902.39869385	127649938.89377952	44852006.11995485	128195648.42909026	39413059.00775834	120155381.39703736	42188975.26051759	35984448.80274441	41262653.33201128	154673578.99266002	290334761.9919542	19470846.77593789	6633766.72202955
4416_469.76_3.2_C7H4NO5PS8	49040317.10599802	63467046.68575493	134868756.6423	51373379.98384532	54140209.90022007	49744402.45840434	75224202.42509618	31248002.92460543	25458217.05942685	29574377.65966379	61045239.3010108	105341192.61247858	28544705.791588213	32421098.531187586	79315455.28640318	12279078.314584892
4415_740.924_3.68	31850307.08918429	57075200.03018674	17765639.40496683	42221805.60387844	38674758.33853235	63167216.83180361	28444904.67350309	37377428.4398769	22630131.92278942	18403800.38522469	27266058.441727716	49960833.71337024	199362931.25012523	26727839.299461816	120524961.20740452	59331551.96691624
4410_958.665_8.09	35642121.960719936	30771960.585703146	47842550.86074562	28790179.26384513	26054135.32458925	86661450.3546507	47458769.24032076	41581170.503592856	21992198.986189596	27952907.33204458	27092417.171544284	41803898.08407041	260609245.05933583	18889928.860769104	107081163.0743	33986367.92798714
440_1141.814_8.78	15964218.90004845	21181576.28397741	21349706.86688572	25427842.192791443	25807821.08858311	142842995.81305695	103279866.6221812	37120897.37977649	40031508.38446821	18293793.834545463	25880605.352843303	7503995.446004325	203552403.2444949	89097629.59321444	77661736.63109173	34340913.44488225
4409_263.081_4.93_C16H10N2O2_Hydroxyindoles	31897525.36019768	21946622.27609394	27122305.60875917	27205097.185089074	35894175.78120346	130090798.7344492	61694254.745446	43215490.78643067	37946017.011781946	236835011.01706004	32435029.37436971	37313661.20615497	26949804.73186577	54282466.01533359	48613590.0089296	41791608.34224028
4408_755.6_9.85_C39H76N10O3	19831472.383386835	5512874.335626408	105604987.19508304	160969027.4951726	46052456.58997097	63982402.13936109	60668286.19519018	27683998.964362103	84944687.29763147	20374611.42351057	14110924.896905102	22900340.44966524	385706222.04861474	68104750.00720195	45089615.58213923	50576492.39173447
439_350.326_7.06_C17H41N4O3	16643513.256738834	15113775.183055963	80260501.12714115	73132037.52205119	53715062.964471504	63830847.06713546	53653892.57612975	70757017.317522	94465077.26582871	36568782.89138588	22607574.51463181	16021903.570942825	76467906.64100543	80758116.80836278	23525323.78204024	28772875.08051182
4394_672.405_3.66	38755053.93312904	24358062.715428174	22328172.256447986	42377646.53300934	24031548.958639026	142190868.18963385	33808321.52742095	86185533.67797005	27334236.540766407	35271304.35546176	38385369.16377612	20964737.031116694	174336532.52639252	22893707.364154156	200949658.84765095	20570469.8153007
4385_747.437_7.17_C27H62N14O5P2	12061991.204691062	12853625.216773534	16177705.930881308	21829238.136027027	86797924.80272861	80244302.97320831	21834375.123680014	58035505.44576773	50464452.18762117	48756056.13828183	63130378.44813122	37444642.82583518	100030682.193424	66414667.39862125	34235305.46556559	94849720.54242335
4384_337.187_2.78_C12H27N5O4P_(-)-Atropine	25862253.156573795	23668453.05265258	279158684.3472622	44009692.57076895	44445550.36196439	88000120.99792309	35295096.41820218	31225085.766935214	40005591.077688105	71548235.47580154	13103611.792052908	2.378876712124499	49039708.43472059	325839451.05670583	37945935.83156359	42636581.14376356
4383_654.332_7.48_C25H47N7O13	55128197.041122206	69410069.09041621	46768329.15408282	56596852.87384663	42323688.01621021	61086893.50180106	124825571.32638028	26174910.53789731	78844412.99596415	18783222.387445755	51002990.95660654	52978066.90929286	22988913.767541707	31875175.83658652	21933983.412963152	24587631.26753519
437_641.445_9.04_C19H52N20O5	9828833.739391938	17923155.481528327	57936004.54071105	94097323.90685716	32384464.54438182	288617464.40839136	28501907.36011119	39178154.58123069	44253950.89767391	50085726.38397553	10819400.776217677	11337247.21714376	826869396.0223777	90442508.14782616	206697848.13499668	27705821.91782448
4374_613.478_8.49_C25H56N16O2	4.065746889946744	19750377.888891906	39922377.796018176	37067979.53446216	61753592.74594415	38378044.49734081	82928551.42461693	54094351.73030554	46304079.82389772	40106942.37608731	61961063.74399125	50418717.32019608	35806988.13654518	49017656.87617354	55350281.27334454	54705071.63639133
436_295.128_2.1_C14H18N2O5_ Glu Phe from METLIN_Amino acids, peptides, and analogues_ DL-Phenylalanine _Amino acids, peptides, and analogues_(4S)-4-amino-5-[[(1S)-1-carboxy-2-phenylethyl]amino]-5-oxopentanoic acid	15422815.441512985	53624744.77922345	77944055.35062873	47864846.80701691	34764047.731336266	25734874.60977708	112607565.42171344	37128575.35902073	41453398.01483344	22720465.35838757	48783790.71457782	75920934.00042155	28740190.59347617	56257461.23031464	62512287.19631141	25739519.94020184
4369_630.859_3.52	53044305.09376193	89618768.15907782	30968548.06603446	17928450.45935141	18783304.48778144	118829453.90466988	73485440.47138965	17554981.982212048	22251408.952496026	46333135.4662675	62841188.30735882	18699138.595015395	279795231.51666516	15528434.422348795	240252546.2416828	64895147.11822557
4368_754.602_9.13_C33H71BN14O5	7161206.133919549	11216480.665299583	145806264.36341158	44872174.46068072	59618748.8010809	93787679.19925693	108929111.84900708	34886922.096448705	88394826.47616893	32964060.634118475	8790188.470938174	13321629.35465904	473423183.5069878	172998102.389938	32585358.994214654	14971990.568925785
4358_382.292_6.21_C18H35N7O2	34065809.08664601	24763648.52906779	70481987.17273729	62213253.63569898	44821830.351442575	34240227.348177284	175496931.97287437	39645574.25051489	52300857.10911481	27212204.241255	35767405.03494763	23681705.09223784	106129888.58078016	139455752.3630534	34892770.16039485	17730198.726888124
434_658.475_9.13	18493947.18244614	21313679.32486285	33262732.16281967	33125351.64804799	38676977.60468341	157537179.57695284	160291017.59093753	26499429.816494755	38200292.50919759	22983298.678327236	7325991.640132541	8221952.851118026	371520959.1435044	147131324.14626834	53875846.89295343	56382512.92843609
4346_765.402_6.48	31254864.566344786	17772686.128017996	22290981.541924413	40657028.17378043	23017148.32405236	82949608.2791235	40451063.19588029	67604758.64654449	53658321.06619506	76105889.72049527	36294386.54861026	27489045.57121607	147920190.2310008	48769912.37928429	27494453.172708675	73465182.9134717
4344_304.3_6.27_C18H39O3	14250165.305973805	31263911.749600574	26202204.991613425	21393860.953860257	29410833.36676876	57967967.658683605	1185846180.4730115	10311164.845179036	153671647.60124427	38200712.70728442	84991227.82157822	75830334.46754405	104931780.11190689	52616504.51070675	12561111.074727366	13328055.060817868
4341_742.019_10.07	31820831.635135423	28311622.394720394	30031205.228825044	37922943.57239391	18723125.017514464	33315936.64312921	174211038.12638265	38761240.59811354	61356391.10182192	295651633.58833635	30679526.01096216	159997027.1836548	40271762.54840677	14906520.653958833	116802096.77447866	69566014.81515941
433_554.874_8.33	11935369.083702587	6238436.3467703415	37775642.66499149	68135308.88716352	65181904.23695131	59948378.19260451	170531820.8286556	41979395.57678391	89331906.53587942	37600698.44904612	22781701.580865104	28266144.237408664	69789268.66365156	83000287.98586433	19559512.97814729	23754091.2824874
4335_463.13_7.12_C17H18N8O8	16950575.251819145	15670139.323932512	107687213.46913588	53790655.3867524	52746549.45393003	44322490.67533035	37062725.21090602	34744107.87422915	42431653.23068184	71263795.60088673	28289711.96681407	43659280.43818335	30926812.69846737	77291742.80562387	64947594.70219142	59484408.23648718
4324_885.592_8.87	186562150.8731286	92192769.75195244	97855652.40964562	39906047.76659431	39266385.70895647	57060401.95558006	61549647.649530105	48962953.96994548	40300094.41829506	45696804.05708159	47669901.53352995	11565707.079168785	22272975.66221596	35516297.53216784	29658852.28543237	56856539.37540277
431_626.976_9.22	12799222.003728628	19449719.17255612	30514585.30679677	51541882.077564895	16043723.923473045	74116659.86823407	166927416.34646952	35874780.20446093	33256920.90029057	6156771.314647346	12638936.76553052	4521129.278994126	361866897.7205016	149377520.90761775	94858495.62484498	52858964.63499256
4319_736.431_3.21_C36H65NO12S	33340006.53164927	103035392.5651304	38458752.282372	44280024.58951031	20447725.704134803	119216943.4467395	28012669.87860027	32654896.0173273	19349600.51121375	33538764.12984368	61246056.83200793	22569635.83358827	396631491.3031932	18901769.653488707	247560389.98369908	60325090.16407295
4318_311.164_6.24_C20H22O3_ Avobenzone _MLS002473216-01!(E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpent-2-en-1-one_Chalcones and dihydrochalcones_1,3-bis(4-methoxyphenyl)-2,2-dimethylbut-3-en-1-one	13569435.077570472	18822041.97051708	54108399.71421389	105670167.49394362	49773050.86393169	29679424.456515264	49975190.71436316	58458341.794723794	161942181.55937967	36030996.41665089	30258319.97005575	37784368.61330225	177574886.6931889	76001124.54085791	25195125.60362455	3.8393133985083128
4316_333.254_5.14_C20H32N2O2	18296430.399720747	46062172.775888	29069451.31580026	29440353.444366377	50123626.34791763	21218654.47117647	95560494.86398771	69608512.06561637	15392796.59323171	55531000.05068923	42261392.35080664	44694624.71583094	76205439.94413324	31792739.983412474	44165047.52567224	25923481.73951472
4313_762.644_9.67_C40H79N11O3	38292798.2496109	37727189.49665532	73440981.76445243	38848022.28978667	41494561.4586278	36202036.53824103	52254458.61081314	48926630.1972827	32997017.93336839	30954908.113062557	57551655.02425289	27755814.32864737	180800453.81319907	49916612.35399258	11488943.054078367	43314995.098137
4312_933.427_5.47	31477740.66582742	199744364.72309545	52239763.02436528	39779330.496295854	51807085.7466473	31380961.04421462	19322964.5056684	34569457.73325457	36887622.147072	31511019.20677332	37850918.72949464	53431228.53259726	41461162.3360433	36384263.12323231	51265686.06952354	34486730.09273413
4304_387.31_6.8_C22H42O5_Diradylglycerols	5.785624744639555	36660842.61939833	49995087.680864	49406221.00872984	73469617.87789233	37072194.75311745	76262454.65462475	39944294.588851415	48220115.86545603	44659063.83513038	65710522.31848097	97459537.3127979	49187987.24336203	48075590.95933493	30498457.99138784	40535932.57523826
4298_1002.692_8.09	58080643.10252988	32426129.19396281	49590090.51927882	46284048.18775665	25650318.75065784	29694783.37837437	38811967.61550098	38907676.81916776	30050655.41440362	23463139.93436044	36456203.05458909	28717397.551875226	266304898.86916387	36378552.51563813	118360729.55404261	149717907.29593837
4291_462.415_8.57_C26H55NO5_Ethers	10713108.240978764	17170938.900952138	170654688.29217577	95044387.38441996	97331666.91160104	36102415.287817895	89478593.36760934	41389064.61367481	80489669.56440221	83817987.00000538	33883425.47255814	27653920.66749796	82026638.23751225	169513661.2518411	20858072.358083908	24147128.988347653
4290_623.851_3.55	30817485.35455067	28866481.40084175	50325555.83802806	17647556.633911546	25060335.31399922	21464394.33641824	133246013.36327392	177268110.41787186	31757967.54019496	125648420.00207707	32010576.39171099	32043929.39631116	50873850.90691865	16571140.65945145	43636801.6254856	41641062.15550821
4287_858.65_8.12	23603583.4964648	30185070.89642047	69639180.33950451	68283824.70539771	65622374.80625842	30416004.12691391	47566682.26692665	25826970.115889195	61304402.94912809	31764161.47960568	36213088.22092766	32605418.24783179	77901227.17181635	31771364.74598013	31273860.810037553	40122238.57035179
4286_712.375_5.1_C32H57NO16	41069174.06890846	267666894.69748405	41076345.73226056	58667774.79308379	19474090.26030581	46288092.52874765	30945541.50111214	46917265.9267159	51314021.28881504	48255440.95615138	42171342.69440062	30883009.1636056	23591012.68188641	21245432.6941325	19682642.018169653	57171406.30535345
427_302.305_5.62_C18H39NO2_1-desoxymethylsphinganine_Cer(d18:0/0:0); [M+H]+ C18H40N1O2	18271965.80018484	29069630.43988873	56876245.89872422	38663686.74779928	50850574.66823666	20851749.10843587	59027652.82659618	34494600.03765008	82612674.02340099	42736617.45222627	38335448.2968442	180409149.92248395	38135685.13428731	70144778.68269585	11862524.86570498	23592638.17394389
4279_424.341_5.97_C25H45NO4_linoleylcarnitine	22072743.040702883	22072743.040702883	190656496489069.03	22072743.040702883	22072743.040702883	69714551619755.98	22072743.040702883	321680409542396.56	22072743.040702883	198706558312471.6	219213240234436.62	677145602383066.4	22072743.040702883	22072743.040702883	22072743.040702883	22072743.040702883
4272_500.841_7.53	263163188.49053398	25166374.35478778	36556581.12241344	22107127.14964568	72725593.22598112	77450777.36400226	127186177.17444868	7674619.244938333	52022934.992691	36910485.82197891	75995185.47241484	7795712.657862198	85338190.68126784	43882951.65896157	37048626.06810418	40117559.87006157
4270_742.598_8.57_C40H79N5O7	29126486.355614185	18115073.78062518	57451576.05979674	31441741.895167425	30313451.68201256	59462593.71977409	54629553.25634279	38593793.15505584	86446200.13827719	41654482.70761868	46613842.56485288	80961600.87739694	24579863.370814923	50048450.18542613	28066163.18890135	28332389.178759336
4269_543.895_9.03	22932557.01441717	8640403.698623627	34347165.22488523	41749730.41184916	56683579.26836516	10388350.0921618	201839376.6579637	37831204.4449081	12137216.02905342	21786215.57883919	1448783.2643890204	1792453.7992932254	351346521.03124845	155177576.29749358	97711402.82500497	57020880.83496064
425_519.195_4.14_C18H43N3O5PSSe	8744451.582110027	49862132.615284	93899076.71861222	8102964.343141904	3116008.459173312	14490089.229171347	94921678.57832883	23008251.653212044	76562388.6284353	7360298.970669218	77197402.10358605	139350315.60421225	6285222.204044582	116224172.43985908	159290724.57630402	29548090.89980139
4259_472.269_7.3_C21H43N5O2Se	19884844.017755445	27002792.77609648	32105087.335469496	66709914.57839476	35305231.59854665	54484563.81307151	83393072.97834814	47387126.92914669	28792551.86366362	46689996.81226048	27134218.34761161	27432283.517818816	92680419.22913606	47544864.97629131	59190347.14957012	23746612.51639276
4256_247.19_5.14_C13H26O4_ Glycerol 1-myristate _Monoradylglycerols_Glyceryl caprate	656734.8261829008	2370369.330198491	99748293.20868416	120777569.81950092	60766105.75354194	100173816.78644188	85243907.13037074	32747531.41223641	69263301.5316279	22753712.96399489	20339375.246319465	13034915.879975244	165059871.54557183	56853113.56910032	56740719.05853044	32790738.29418189
4254_441.405_5.81_C26H52N2O3_Sorbitane Monooleate - Polysorbate 80 in-source fragment	79424712.07468933	60881932.22922629	29214457.928231023	15956658.687467135	19.26820863225895	112186832.57629187	69517288.21911126	50046859.73725676	25526214.504678544	34956268.491392404	120073291.10126685	21697525.108405527	160117272.27738133	89052650.56405649	23322817.774745204	43493163.93516652
4253_759.536_4.82_C31H70N10O11	13816305.208150975	10177277.564810524	28583866.761847377	64093722.0430082	35111216.64346977	186250340.5573812	258989146.34690216	53059503.23210824	48437494.62828215	39207390.60210797	70813423.35345602	17312306.551154315	109829671.54981774	96273886.33345108	14552491.036978384	21465338.492356613
4252_680.564_9.34_C29H69N13O5	7259345.051581293	17733230.920733105	92577029.4170355	70775445.50333793	37170427.58766692	108253053.00194998	66488397.76281206	39589137.71369848	100852905.25165407	37668038.63277272	26172774.45707203	11991339.321251756	140131929.02701885	103114045.35027725	15738730.12852918	15465258.36528677
4251_423.2_5.16_C18H26N6O6_Amino acids, peptides, and analogues	19513924.1664094	16097394.262302484	12147720.778892502	16609114.002951922	690407542.9779261	13281437.236936802	1713828496.2761655	21343706.030583557	29144813.13651277	286537808.9963688	488892983.98068905	171225167.94755816	36125610.18503486	796256094.5013161	19842366.64905148	31523651.25113784
4250_311.294_8.77_C20H38O2_ Oleic acid ethyl ester _Fatty acid esters_ Oleic acid ethyl ester _Fatty acid esters_8-Octadecenoic acid, ethyl ester	58557426.13545797	15773717.54787285	45060214.40015779	51903697.88709825	46776564.26043402	63198479.57574435	14109050.027582476	56747191.39927626	37695190.49018124	34891237.530905604	97504450.11827292	27628118.03307607	50661344.19853076	77657530.33574238	46344183.73226304	93374377.01708063
4249_523.363_8.41_C18H48N10O6	3.3464979502845797	3.3464979502845797	32863376.219825186	35572168.867201485	50560594.40035612	149063827.8940546	94570542.88345434	3.3464979502845797	209780658.72626013	144791584.86928484	3.3464979502845797	42598472.61712104	136089589.2007193	128158017.59727237	37089568.08630107	142189214.20322552
423_909.648_8.42	7616879.347398423	6766352.15307337	44577716.68213009	48430247.6830316	49686597.52097723	29863015.067084905	86223003.46266988	26617892.83824265	64119226.81748491	36096713.29646789	33837435.609253205	28358008.19569061	120369231.68108404	108384089.42450435	45586510.28332152	35165054.74312045
4236_761.573_9.05_C45H72N6O4	28951469.152984824	45071119.57404552	76073827.0077068	18559337.8803054	16442272.513906695	15857698.701952385	130380748.78363274	10477598.570863068	65630683.59763747	35050610.72019996	34102708.393889196	38865066.80320421	28471833.273702964	43704868.38936363	47373302.42179149	29944078.39934114
4233_337.15_3.46_C14H30O4Se	117867487.82528	7.15606620982383	7.15606620982383	7.15606620982383	7.15606620982383	112328055.6889837	324158814.74338746	7.15606620982383	185306084.0410708	7.15606620982383	7.15606620982383	301668336.2755116	7.15606620982383	305782709.38678366	126088949.1724224	219032874.5502878
422_211.095_3.36_C11H14O4_Methoxyphenols_bmse000612	16855995.445271946	13603723.500098545	31329174.88749132	188034688.7665875	201997673.45292288	5428643.643437281	202056515.96750858	8276613.1405016435	69455234.85428499	5258081.706785808	231655932.07443237	210820663.45514277	235625036.9641723	72831212.56981444	8817540.19430126	20728262.019580934
4224_506.441_8.43_C28H59NO6_Ethers	21952771.955767576	21666786.154597245	142424199.1730229	83031979.42623718	26109643.79956477	25719224.647584755	144285313.39322948	20145727.18892208	31298733.121512666	31953290.63152617	40575095.1409604	23570447.47873879	70692681.07853697	112679197.23513731	16426195.047537373	40584341.71505976
4222_548.337_6.2_C20H49N7O8S	59166084.73436791	23308810.784552306	35826326.92581757	37696095.90808635	39304147.10485262	25758703.994243965	120756738.24459566	32609680.25596618	40906321.55599099	49873094.08226585	29959174.46775968	55950260.47322739	261835953.4060271	31223811.28425433	45873679.76047639	44821034.97363895
4221_412.231_3.2	183975304.3854333	40725890.24266797	35964841.71528061	34104539.03578114	48539172.409885496	18851046.538212754	97204830.19608474	33015411.54782967	60265097.98659382	71425495.33201851	36428112.14017429	28601628.493789583	28342400.771151785	84611546.70278572	81207212.98894331	35196947.79521478
4220_639.516_9.51_C30H62N12O3	55987966.35243877	42873908.84070993	25615385.984957594	18991058.13597052	52184124.96492768	60631556.86323248	17198894.31106157	50969011.57250993	78058010.77777359	27879628.669780586	25996121.983728517	43722126.06180268	204424572.60359156	73896914.18348037	39289862.67890788	26382440.828147113
4216_534.473_9.38_C30H63NO6_Ethers_1-[2-hydroxypropyl(1,1,2,2-tetrapropoxydodecyl)amino]propan-2-ol	11313473.106409427	19291065.33376249	49830188.10734994	14481799.564887987	30769059.11319492	63048645.18665512	41374769.00169803	69364620.51477964	102458694.09672488	56081228.82348949	19608398.43157271	27379494.092625346	34833310.96848382	235067950.75272295	45797941.90081693	16041153.567000732
4215_696.897_3.62	53679714.37822984	76414783.76857066	42609014.45821827	71345802.57176378	16087986.593826285	123877841.35373887	77438512.74651517	38446032.74705581	32741966.26310208	8819814.375204168	41616576.39278694	18678790.570630334	319537879.13714284	54330049.21974115	445039035.5529767	28883271.81364243
4214_409.257_6.99_C19H32N6O4_Amino acids, peptides, and analogues_2-acetamido-N-[1-[(1-amino-3-methyl-1-oxobutan-2-yl)amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-3-methylpentanamide	21066077.06642093	21052287.482791454	60856127.83685004	167462785.1624117	73268856.81366605	34732462.36030777	33259181.85340513	19042627.287264474	27394515.27538098	17127491.698034573	27620418.961313866	29968792.32940537	37544930.03369403	75668415.19279794	47346464.21366479	35213971.59055784
