#SampleID	V8-arm-healthy-BD3	V8-arm-healthy-BE3	V8-arm-healthy-BD4	V8-arm-healthy-BE4	V8-arm-healthy-BE5	V8-arm-healthy-BD6	V8-arm-healthy-BE7	V8-arm-healthy-BD5	V8-arm-healthy-BD8	V8-arm-healthy-BE8	V8-arm-psoriasis-BE10	V8-arm-psoriasis-BE9	V8-arm-healthy-BD7	V8-arm-healthy-BE6	V8-arm-psoriasis-BD10	V8-arm-psoriasis-BD9
997_298.274_4.96_C18H35NO2_C17_Sphingosine 	19414781.0801496	41570616.49434352	100935452.81864938	79703783.84365864	98999756.10812716	17433573.520109173	76205529.4220261	39353117.73686857	101912097.10499084	27917290.03720922	19917811.70143824	36185663.05879679	40892000.53406993	83722608.20650338	5127792.152450298	8265125.190164678
995_606.348_5.19_C29H51NO12	11186166.368545257	11341975.449817533	101614539.69861254	81961314.03673913	86508502.46260415	10527468.684256246	91958340.7254047	108550729.8090735	14913736.908965753	92193134.91101028	121166460.88212734	94634842.61157532	13508051.054293126	90203008.59231958	15127393.797691682	8334781.485787338
992_120.025_8.9	12239681.09242762	33528797.7388514	32594593.107856587	49380464.096407704	91458179.32988197	58004018.78015606	76852153.49550632	37133659.97945917	49965305.6277993	172327209.86771446	35195405.1470091	98369838.08067062	16837999.162576634	78421627.58013389	58028749.71520153	50759761.15474422
990_1199.857_8.98	13733968.06649483	20203726.0131	23573620.967292856	23544272.09952411	25858456.13604335	151304058.340796	105783459.71563984	41600028.605234064	48219669.16512056	13596722.894523732	28934686.21878137	8547388.749213627	208866104.16227725	91117835.87372118	77940275.26069394	38437618.94993047
982_601.323_5.25_C26H44N6O10	2924462.3694595373	8229694.57420683	47749885.26393777	35679013.77883859	51947693.67867352	59855972.33619626	40766773.60825652	57238664.72472778	57001368.1052725	48125367.05194923	64410922.47210404	54742359.79108421	73056070.81935216	52173883.94064175	59234766.30352367	52496300.20468671
979_751.569_9.98	8458031.15181254	27634620.16744373	15259051.870710375	6331559.655124825	76660077.65556571	696882620.2242718	686839773.7659464	41746093.33518954	56684617.02330373	6284609.69390433	10747280.503332866	5705096.9147135215	1693710412.7500837	913645486.5553582	91995224.13089712	15005930.693498122
975_271.274_4.74_C16H34N2O_N-[3-(3-Aminopropylamino)propyl]dodecanamide_Fatty amides	22665877.11783656	55102123.68651217	55780023.04494817	37037899.67841423	35527829.69352772	57302793.87362456	270528387.1195396	41518778.45074047	137595249.14067134	18674271.634942073	12443391.797491407	9565178.486256514	54824460.84939417	121008179.79390028	16384593.760068055	27914353.594723355
968_443.42_6.18_C26H54N2O3_Fatty amides	55898395.81358112	22580595.68878407	52943402.37793642	14.526991434437628	16468945.122401815	39919736.65209157	132342417.30182742	13455611.289156418	22177631.473384205	44562984.39728943	27332824.92372309	40215651.46761107	125110372.52106416	16037508.003790453	79270145.98287609	27557194.306427974
967_493.28_6.88_C20H40N6O6S_Amino acids, peptides, and analogues_6-amino-2-[[2-[[6-amino-2-[(2-amino-4-methylsulfanylbutanoyl)amino]hexanoyl]amino]-3-hydroxypropanoyl]amino]hexanoic acid	33782773.88502034	42215207.03966454	61163646.98749127	80079582.16908862	48695979.31904271	57281691.40141121	81849778.12241136	39437150.01300147	87222813.10505421	36849724.51727593	17459762.778348636	5510246.353444075	76222860.49222283	36892356.73199281	18449434.90081118	19076665.941982694
963_546.401_6.53_C26H59BN3O3Se	7359881.067850724	3127404.966418335	60827867.07916234	55321287.75199453	72640860.56080528	19022322.63213938	142950409.68341598	13768346.400437133	38446447.93299373	56436792.05413176	59070166.71916188	22991213.8114664	86402144.74802905	83423305.60231659	15688723.291082295	60982764.07507749
960_333.134_2.39_C16H18N3O5_Orcinol .beta.-D-glucoside_(2R)-5-[[(1R)-1-carboxy-2-(1H-indol-3-yl)ethyl]amino]-2-$l^{2}-azanyl-5-oxopentanoic acid	14125406.318443006	0.13601246905690276	45383214.44815678	42199431.308173545	52427125.58060351	49423521.28666674	54175898.42081684	29236813.813368853	79262707.25900728	51134990.66705418	90425232.91288629	46017142.72406189	46982234.15962674	51659136.47856	62942458.34253266	55592690.12238152
959_520.333_2.9_C22H51BN4O4Se	60847301.3473775	67582836.43256372	27599192.46747284	23126344.03206369	12001783.602081513	59947694.72195375	72183167.09628287	39550512.31056932	54768507.95050503	14152566.140618393	43466214.021244176	28733681.144078564	134549947.2266947	35793189.5295381	142104910.03047132	28075990.12336873
954_583.309_5.11_C19H40N14O6	1212888.1754302594	4109371.209105021	48900442.7767728	51879664.21838915	48050514.08226968	56783820.07278026	59673162.77788536	55267603.05454128	54395117.963704795	54741697.49225512	56104044.06469519	48168177.07332716	63952198.78464346	55285174.30866787	59968037.54358345	60315826.01783519
951_735.294_4.83_C35H46N2O15_tert-butyl (2S)-4-[[(2R,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]amino]-2-(9H-fluoren-9-ylmethoxycarbonylamino)-4-oxobutanoate	13277407.987624004	17440119.3134066	138927190.12601385	8089016.036404743	14189856.41883189	45542403.57307001	163318175.67190406	50581399.01486866	52598487.04560611	14438757.416805524	111433762.8305664	253030064.25172403	14934586.09617266	187780473.5901392	206795089.047387	29399930.66503445
94_234.134_2.74_C10H19NO5	11598644.834503805	70741909.36683427	114938118.56967597	10898603.54211261	20311411.47558507	27173175.21067815	80295346.37505503	30990875.72369376	131024706.91194302	25780484.63833083	91699518.32886362	162110006.76230866	13209515.371564433	137854329.95964763	181970675.08475572	33775660.70842792
949_383.246_6.68_C20H40N2Se_Likely similar to laureth sulfate A +28 Da compared sodium laureth sulfate_Likely similar to laureth sulfate A +28 Da compared sodium laureth sulfate	49362334.94342623	50615744.50518815	99188015.34278747	107006763.3846003	72818235.29768676	19347800.15412234	76550723.98128113	37569762.44875418	102071651.86203144	36511974.47784246	16597008.088757282	10977924.041418282	86258448.14349209	147498995.45761132	22443104.10627902	18649892.800187025
948_359.315_7.83_C21H42O4_1-Stearoyl-rac-glycerol_Monoradylglycerols_ 1-Hexadecanoyl-sn-glycerol _Monoradylglycerols_Sandin EU	14424189.828696994	14563470.371425396	42710993.97158046	71426397.87535168	505211057.852387	44397132.55088666	100576321.22845045	31312609.19477999	89663861.90267506	28363725.53228488	44081952.34186181	37727645.70896057	90973984.24213456	128990070.34978636	23041533.11844495	24072356.2628382
946_250.086_7.34_C16H11NO2_Isoxadifen-ethyl_Diphenylmethanes_Diphenylmethanes_Isoxadifen-ethyl	18810764.97840382	19404810.015052143	65681384.7421009	50694087.98635039	55568974.42371667	44521884.13458119	94444690.21441156	41279449.56250341	63568591.02057367	29714312.966214355	31716393.35922109	13962446.851872144	63746939.95895266	91182610.36739948	7204307.690173383	8114972.07901266
944_618.347_5.27_C31H47N5O8	15452287.019688455	14214507.612303682	48722485.52435096	70788322.05882359	42752714.988376096	67483697.84916964	55943006.19475453	29122490.911654133	42811243.60716121	45161023.040439	61721980.90815813	45044931.22229849	66878997.19425738	45537541.7111906	82707533.2978638	62092187.73447028
943_414.321_6.6_C23H43NO5_ p-tert-Octylphenol tetraglycol ether _Amino acids, peptides, and analogues_Amisoft HA	9541421.52220469	17714386.665020566	51687193.91835725	37910701.784492455	71943458.12239331	46322987.92286119	105869796.4735696	58898166.69447783	34608916.098613024	38766561.433975615	36655295.189228624	30847706.5782564	62388252.30067863	83906780.11015192	30824875.43373776	33653164.20215939
940_344.316_6.71_C20H41NO3_Carboximidic acids_Palmitoyl ethanolamide_Amines	16867976.9828095	54090701.96562334	58014514.58278963	69931664.0074449	27902445.55242832	37798958.65549363	123176296.97910918	12911234.13153892	39491672.3944529	41187753.19817936	36939488.40308003	26808070.010834686	52478492.30369999	83982175.44816431	8156722.91556501	10590843.875395963
939_435.271_4.56_C16H34N8O6	42796634.12123612	18950883.6806731	19386074.881806068	79464106.55336477	46060123.4943414	32027870.595948424	120938598.87676136	114538444.98329967	28188940.297253024	93955814.48267742	175160717.01186767	19888915.375546884	37021466.68012344	21122177.740847368	21046282.515112564	32109540.57050453
938_663.336_6.3_C25H52N10O6Se	41252337.70913352	29494499.184528805	123234884.4921583	118973169.14084964	103894003.54503831	49481106.97256815	77240747.77959281	24539486.73450769	77839551.17623478	28839015.42129255	4542398.74352817	0.7015330972744496	61574556.12477657	94586952.65590136	50540713.78722103	7448429.4456778485
936_500.394_8.15_C28H53NO6	467188.3946873821	886068.7598213495	43388895.60621883	15803118.648407308	52399476.94371433	35074767.51100469	61050849.83372671	75280685.10689946	70176519.2441009	60630281.51656962	84256086.34835875	82772589.99161914	65043819.95233307	77895563.82909754	73234392.07822207	107961244.51814568
935_705.986_8.17	29845509.37110414	11639232.624027612	50618549.91524161	63696983.78793569	49196047.12782868	71139119.05289423	119783261.56485468	45079756.60912394	38210622.82542584	30879365.38617545	25494999.80220463	8575694.171792742	101359503.9896366	95380167.47065236	17940625.172802594	20752025.34957706
934_118.086_6.95_C5H11NO2_Amino acids, peptides, and analogues_valinium	9642230.614443444	11491320.40084016	43825652.42754884	47155565.21190752	33019419.473652616	31351500.678809624	19099246.59205452	130964377.95184527	135486369.00539032	44035086.09055132	39811279.51906434	50735079.7213649	46772424.56711896	110045615.47887756	38822107.03690585	51372717.79613171
931_547.349_5.18_C28H50O10_3-O-alpha-mycarosylerythronolide B	16930717.613102518	11135633.277312	83853970.70591612	7459103.072601047	80586414.73119245	9153667.988616783	83794353.65695891	7991115.548142318	83042891.68516131	71521522.03094108	93440066.79907426	89765851.963061	10212461.681533568	5186945.586670112	8509604.074598368	103268753.33405748
930_427.272_6.82_C22H44N2OSe	50555521.50433498	53955115.88153301	72574332.921103	113540510.5338652	83703710.8582433	55133310.44029129	80634603.1671453	39696677.860593855	89992580.25602196	31659938.50597829	17752929.94758106	6223777.061532734	103898130.1381472	35425365.39654003	15240070.15761548	21870571.683298487
92_427.34_7.73_C23H48O5	15201134.731185	23133693.54469353	83488409.04644786	85065680.99244547	1792683.8744544568	60040560.42371509	73257303.62883244	62837164.49143022	85968721.82068364	43029731.5237939	22347075.010635205	14564236.152520726	82517248.59441854	80018989.00798982	14251872.282165358	1048291.8023422479
927_118.086_7.56_C5H11NO2	11767360.67983496	6270879.679020237	31135625.898962554	41328816.25589996	68005569.23938867	50533765.76896999	23521700.78462632	71579487.0067695	150923944.64231008	31474148.24285855	35691606.96371381	56515931.59888895	19695152.88361537	87563524.75871928	44561411.97208755	41985289.53375377
926_569.33_5.2_C30H48O10_Terpene lactones_[(4E)-2-[(2E,4E)-7-[3-(3,4-dihydroxypentan-2-yl)oxiran-2-yl]-6-methylhepta-2,4-dien-2-yl]-7,8,10-trihydroxy-3,7-dimethyl-12-oxo-1-oxacyclododec-4-en-6-yl] acetate	5459806.179270137	3773438.098528892	45698517.34793816	42804009.72390082	50218600.18199393	54277608.93578144	43668191.30293469	43804946.09380585	51170727.24578964	53151357.87603279	51716363.70288554	50681233.94458122	54337813.93506913	50888333.30847985	48916256.84260089	52722648.35095077
924_298.274_7.61_C18H35NO2_Monoradylglycerols_1-Palmitoylglycerol	6762674.158127575	9108964.92685796	30406572.793530297	44583654.6372352	58816480.49127668	50582174.32698128	21763316.947295774	46636864.12561385	50366346.50179152	57292738.96127297	61087758.43337458	70046292.72974405	44565732.55428811	69922637.72063138	66358713.71504688	60484717.15831629
919_328.321_7.5_C20H41NO2_Stearoyl ethanolamide_Amines_ Heptadecanoyl ethanolamide _Amines_Stearamyl	18280696.865666248	20698306.293516714	60309967.14299998	52701739.32287478	47202922.37070659	40095426.17305829	56272112.54465514	34430867.84079181	13866313.60165703	27260256.108412065	51955225.19401474	126272433.57007496	62062262.11553548	86936293.96027471	16749223.741625428	36726075.91428349
915_419.277_6.54_C25H44Se	21718404.12651554	25633072.79195376	44428954.94755226	38280030.440241575	60806287.07642303	57796899.59330969	95709447.67912208	47490660.71134982	29690880.37079849	26146917.541238736	42706666.32830595	18293988.334554654	75208997.67200822	58027554.85483097	44646473.34452336	33586757.00916804
910_551.355_6.52_C31H56O3Se	4617990.156442759	17290884.65802871	42328323.32330343	61249678.47308281	63016842.05287325	67635751.80714135	96924847.28441286	30858342.16059305	62435170.11589221	51379258.61182202	56754583.33434135	12608535.141076116	86714629.15869145	64955256.33287145	25319297.62861181	37474935.032858215
90_267.157_3.14_C15H22O4	27219835.29121652	23433953.343413167	98513158.436948	31211688.35571049	32787264.572876845	34591545.079539776	93146704.38193852	85281351.04109451	34414932.96669107	29228938.75996324	38759604.56140622	28060831.295257203	142831826.85115832	31101200.60662329	40561636.008858025	38683144.88345595
906_179.07_3.14_C10H10O3_Coniferyl aldehyde_Methoxyphenols_Coniferyl aldehyde_Cinnamic acids_bmse010212_map00940	8528622.627118886	3725825.7159502106	51293755.95141435	40527722.61288245	56379302.74580193	48518323.07656967	56076402.70427317	54456806.6321394	47188070.33785087	45301375.35335175	54746010.1131333	58971625.42791835	59532036.73071179	52727812.74443732	64295858.02215862	60399846.59133288
904_309.144_3.22_C11H28N3O2Se_ Nifenazone _Benzoic acids and derivatives_Benzoic acids and derivatives_9-Oxo-11.alpha.,16R-dihydroxy-17-cyclobutyl-5Z,13E-dien-1-oic acid_map00360	61748814.4607558	107785421.43261658	49804650.88808818	112863737.09914309	90334163.3911527	57760182.34957086	163804752.69737685	16622353.742574826	147976446.3593369	55155920.67523073	8471578.990776708	8366090.602619171	61064522.4366755	45450896.07960615	9301402.885935524	2050518.848446889
903_567.446_7.32_C30H62O9_ Decaethylene glycol tridecyl ether _Ethers_Tetradecyloctaglycol	36899393.74845414	35947821.25089101	80547650.76437728	60694648.84922947	49485576.6020747	48387939.74460705	96751598.36021638	53753282.16523107	68229091.74049044	32827272.63315727	19931644.428867936	15625498.526390752	95305218.26543376	52559255.90708194	29347465.925912645	25531819.8275012
900_592.333_5.03_C28H49NO12	3664091.09895646	1931346.563113503	50595939.73335528	32567768.07060249	49217477.52556276	61828046.52329449	46791363.07584702	43923514.36674435	47404877.52850551	59789850.36760515	55109406.65155389	41493428.34499895	59047929.88468341	45705513.35418431	46371514.60131847	54903831.91774253
8_433.209_4.15_C20H38O5Se	2371646.592000341	58864822.36348175	93946827.29553686	2739730.0080974065	12543522.30098557	14627076.886775633	100104793.72720021	17013985.268453967	87384876.04986545	17299582.715149555	74595552.41687559	141964943.41296774	2820705.6647774754	115974192.70759836	163306921.73994908	28049972.24548157
89_696.511_9.57	14388357.88402304	10555569.246559134	33219330.5414482	49122051.89452582	49691188.30648589	119338441.9716715	173038892.17165068	23152129.15528495	34825775.03062392	21942128.782517754	18116797.435158767	3494533.1940624462	382613391.34836966	163348523.0166201	84891083.94033699	56685590.406198
898_212.201_3.07_C13H25NO_Fatty amides	12492671.836557325	64196809.57210679	165073862.22052047	11180336.448027397	15943076.823613744	12113268.630126955	71970222.24781695	44886529.29142352	210869334.30141103	23743908.46571949	94223958.00266129	216345633.97948143	9893580.11067793	251189736.8391164	184822070.5203392	17366490.92495905
897_425.373_6.1_C25H48N2O3_CocamidopropylBetaine_Oleamidopropyl betaine	13698107.181244893	26849233.83364691	66654042.91071222	41223428.55985572	53560935.86926851	115846963.91894288	164301998.4073531	17285789.24835641	66928678.29112065	36322477.68075658	24397273.47215833	19018763.518074457	138322474.151558	80136233.18005788	15886678.83719724	11033191.331764596
894_355.215_5.96_C16H34O6S_Sodium_Laureth_Sulfate_Likely similar to laureth sulfate A +28 Da compared sodium laureth sulfate	50406632.97217762	43552852.76034383	105264189.77247736	147536611.56741133	108316244.74595456	46850566.28596234	54863313.23836975	27968591.43903477	112103562.51470844	15861805.097861042	21860064.23684917	7907979.203494994	99429404.81276484	216071230.8596889	19277776.44734647	19993900.043437712
892_838.839_10.08	16784881.981425613	17169290.14453854	57324327.26038552	42985708.91384021	5154602.028380158	34137065.98141167	11237035.871378234	40809465.120308384	29982567.30331637	68844283.27622114	117553332.09532644	16850007.85818752	6489569.961752093	184696068.9272304	10109343.788894553	79271258.76117656
891_719.398_7.87_C29H60N10O6Se	12610262.74354006	16825782.05137656	103453835.88249835	81689412.87639485	73118152.12856002	62002418.55926173	76826422.42935479	55472795.95367168	105958745.53851412	42386612.30391867	8201713.537210598	4327302.849714922	82888195.83451223	86906034.36919963	20206416.388122227	9316823.20864161
890_777.571_8.46_C42H80O12	3517200.0478099687	14740634.925767085	66865022.23076105	77470433.53322147	61437021.49339683	45368518.36318397	153466400.57938018	27733612.825755965	77892868.86501588	42473294.03756787	30928810.851904586	13525816.605365248	133254543.00252011	151028734.71048456	27210273.73375848	15360743.492041027
888_465.248_4.69_C18H36N6O6S_Amino acids, peptides, and analogues_2-[[6-amino-2-[[2-(2,6-diaminohexanoylamino)-3-hydroxypropanoyl]amino]hexanoyl]amino]-3-sulfanylpropanoic acid	17547447.175169673	13648833.82292595	49408609.17243866	109786822.26666208	58778753.78686913	54201766.093331106	53876250.17023664	45093384.72890365	44815024.47187263	32676576.10775953	35303239.92470714	63531621.66811221	56833187.57244971	87047632.82392897	53830707.94946374	54319033.24354269
887_997.7_8.37	15557244.458637487	12586109.95468965	56135684.45864177	37478377.68254251	43812106.83811189	61698282.20141362	154218293.81817812	13410276.13839672	57555114.89724473	61306648.09171949	17272704.209568076	42387417.00405616	123509595.80336703	127287147.29808259	32066366.86930459	20270662.643696014
886_679.44_8.09_C28H58N10O9	2701138.2167959	2147393.8064294	0.13988284087335764	4039549.2681965013	28844360.613543145	83341362.33108352	43326587.79794364	46424739.53534653	74501654.90404402	69900606.120783	88493467.39615797	59652642.60118358	69001214.28804094	47158555.96606635	85317725.16481376	90995182.20039414
885_265.143_2.48_C13H18N3O3_Fatty acid esters	19939137.695945334	20182148.10718033	49589750.44933963	82246934.39855018	29787416.72374385	113512586.54453008	66154638.77656137	64527810.43212967	50040931.63242218	7052812.50648247	91300682.38825049	108418086.2371976	88067969.81222636	58955910.91626529	13577144.567036046	22987618.66945454
883_507.329_6.53_C25H54NO4Se	10391583.553915976	22560438.69698429	38145923.24557383	44684747.90808445	72279532.1826928	49430562.24274595	106251989.99045129	62530404.19339592	55729048.5838432	61557633.419231705	78124233.28569354	29648615.8756676	72173615.99362792	71457495.85242748	39517054.80003154	26245521.283392474
881_255.063_2.76_C12H15O2PS	7548038.499948857	75081547.73966941	112553263.60278712	7556709.05279481	11216017.36866909	6757269.576704862	113688750.58298826	6766145.428304735	77131736.67895178	31270328.92188701	95102313.88505134	153821843.05384046	4122506.224354306	169569922.340134	156566839.58040464	21937157.494770505
880_471.259_4.85_C24H38O9_Tetracarboxylic acids and derivatives	12670292.395149704	10205855.725349074	57303626.42828912	91233976.72717854	39971948.452828415	43501140.22807537	38916297.82399114	65864686.31766759	39539072.83928544	36984958.21261705	75001329.54668026	47851687.85781706	85166216.2212611	68288891.3835521	43126217.9163218	59311620.58228896
878_376.284_6.98_C23H37NO3	29297398.777301393	65058544.71742855	170446815.85751894	11537737.98028583	48026071.6419488	73475872.29233174	128047965.79839157	34650326.06193655	144333643.65516198	22202692.358595666	27309277.35705875	26943123.276205804	34870501.03743246	231091647.6447506	35104445.055188075	16938699.904102113
873_397.382_8.33_C29H48	2065162.052903483	2328955.662032688	73583393.05771393	27150730.811494347	50882828.31084653	53509790.75077023	40073468.29144585	51493480.90543373	32960902.36920563	61763749.74936023	38436465.65588839	70656448.93763314	42250249.98491956	19558292.21018145	80939555.07919177	43154207.60081916
870_276.171_3.37_C15H21N3O2_Eicosanoids_9-Oxoprosta-5Z,10,12Z,14E-tetraenoic acid	26777837.69777786	25369309.27936483	51203467.09754288	42721267.45859847	50565118.44692206	32775935.866241302	53142406.75733493	35536874.13799522	46721635.70326927	38134210.02752584	66819562.85717318	29559443.30742485	46520278.50306007	45656864.17159989	32926303.17852256	28524281.61041864
86_258.279_5.65_C16H35NO	15577177.160280932	14582146.05841128	48639532.23366457	41737067.14340916	48224408.88966213	76298872.93215764	144795343.84570444	39271938.57971677	65026836.50601509	25868199.100894004	15554736.228092644	7439741.764854961	117752383.12307233	113882639.51151872	13627610.304270752	15681847.722453495
868_407.204_3.8_C18H26N6O5	15477645.282253934	16102304.83201784	55583094.36841733	50221661.2658389	40503518.74120175	49034736.24477194	51486073.84755243	36983405.89433311	55389215.02815012	48540336.35204194	46307796.39512864	60128553.72392948	54057877.9907325	41520142.60333185	50459449.866298705	58273985.25029662
867_383.204_3.24_C10H27N10O4P	8025081.179124644	26989391.88053285	51387335.04264251	36187918.48181129	40894702.96310573	56026132.57202359	70182521.27102518	41932056.74463621	42575798.13636101	55493394.93744387	52170448.57696711	76943309.51474287	75679619.51000892	48065133.13891961	70816939.14496444	52794272.28965615
864_118.086_6.23_C5H11NO2_Amino acids, peptides, and analogues_Ethyl beta-alanate	15093599.52950002	26679698.41385791	49971332.86011863	29449983.52593387	26765048.25368211	36394446.61115935	26231775.75081164	30878543.82370291	69283576.79412599	54865502.08169971	41277394.41124893	31850186.28996569	69837184.25170541	60515179.16933034	54165720.23283717	52364145.57029852
861_705.383_7.43_C27H54N12O6P2	15284795.791451914	23759026.88384857	58700718.25876311	63055665.9735697	59589576.9980421	54021162.40095777	77069994.57267657	43222372.01341018	67994329.90264589	46324356.58127498	18705155.54974428	6840852.116162319	58887445.11265416	69068067.34092681	25008703.10611574	15060125.632803967
85_640.946_9.2	11361867.338436602	19214407.88401234	39005648.45850217	44209620.51831847	45316124.05213094	130821918.14908086	180743555.90384918	29996518.67177389	56946769.37711578	26940084.248108286	13354383.007769305	2654017.728798886	389989984.8500573	174804428.5368942	100028481.68994024	62389662.72176895
857_735.394_7.05_C29H60N10O7Se	30055469.676277976	31445904.13073195	62553603.57286625	89603362.21757464	44935935.97375972	55788370.18135957	52369168.71703453	43800654.77050073	64879407.7187791	37179844.88351182	6205469.00558179	8057557.1501691025	88775310.52242269	74461780.18856467	31022655.61956009	19411154.53426235
855_229.118_1.69_C10H16N2O4_ PyroGlu-Val _Amino acids, peptides, and analogues_ PyroGlu-Val _Amino acids, peptides, and analogues_Pyroglutamylvaline	39752756.31814714	132815719.89873113	91362427.53865592	55490536.8023248	82024500.32073918	35384656.18739303	80911972.94059819	63519990.1550049	44304382.72708372	54834898.19428153	24314031.78589605	21028151.29352369	37737118.944184974	99675330.6195093	25863488.384364136	6024123.419558767
853_619.31_6.27_C22H42N12O7S	37357385.40746617	11612885.988977956	49249350.117473796	134854922.73433664	123877773.70776196	37237438.42481334	102444616.02865957	27248659.238252755	56911042.93277258	35447109.11538089	14035465.527349258	3740397.214044521	129886112.09544504	135576829.77186376	56608050.22345409	34741331.06289767
84_698.988_9.71	19424940.5433852	22713028.429090906	40742691.24590597	48874735.94182725	27636415.73881996	158163453.78259468	229585891.67433813	20385565.381705586	34099897.42072152	11930717.139528384	12726859.488908544	6462182.186843302	506257092.8234456	3468985.208493657	112769229.82033072	75140554.51552436
849_267.268_8.22_C18H34O_ cis,cis-9,12-Octadecadien-1-ol _Fatty alcohols_Lineolic acids and derivatives_Linoelaidic acid	20804544.231699176	11423205.013406232	26599212.663203593	31098303.99059441	38795839.136595584	74079815.0811631	33124886.951223906	52619860.41302429	81492225.82784729	44375244.06698407	61696552.13936009	15371554.357420685	55423509.33959431	50422421.90637384	86468353.52265319	77359650.69577867
848_329.316_5.38_C19H40N2O2_Cabergoline N-oxide	17984745.419883892	16337011.54733265	41374343.69313661	19186887.098543994	32713558.200666074	94957722.74063274	291279818.84296995	50394811.09237703	27008640.982701536	43673142.20324767	39775172.93188224	14588090.475007888	140252759.09695286	94752317.33660737	24607646.630911127	22952855.312275574
847_520.339_5.78_C26H50NO7P_Glycerophosphocholines_1,2-Bis(O-decanoyl)-sn-glyceryl-3-phosphorylcholine_Glycerophosphocholines_1-18:2-lysophosphatidylcholine	8040992.1782465475	6428315.772286315	48604334.10239123	29057503.55478523	51105162.50817702	71129774.6977568	58282846.5538834	76460676.91780865	53681779.88925001	62407675.71172899	66856960.66686719	65380618.96913453	67269040.18779124	69490080.27173962	63924173.72433647	68171894.9337594
846_118.086_5.07_C5H11NO2	19281737.43933655	24627058.486107387	81312646.34532519	42930147.80057579	35144830.20466858	103816762.10378376	23345074.02459297	96776008.58629912	22468038.953532152	61449781.88274901	70254115.6868968	14061782.993293324	32595712.16856813	49628504.81559661	39183608.95432703	26822087.957628187
845_722.55_9.71	8157355.7917143665	29998496.139865734	49253316.75972112	14122041.394994605	74707338.88645692	304616841.11697704	488008626.67509854	31904015.316815395	63402102.64291931	25991691.53248954	5567781.672537579	13486257.863228075	1076688866.471646	451798832.06175333	220161497.76124123	26615232.74024787
844_592.877_6.46	3959935.5856401436	12427304.76872516	42761488.02203351	41740031.72261129	54934482.69628034	54520435.28825553	60048390.65585481	48102963.51980656	37998508.53811801	52109147.32524104	42203387.84595084	51563121.811854996	52675141.37519068	48099448.4952485	81011452.12444152	66192071.25918633
843_251.125_2.48_C12H20O4	28494894.35437315	17655934.789613012	48327900.28290721	41190933.83245955	47822691.88224056	42260585.55638495	45392635.28574205	44327468.53573277	55714513.45026802	44078093.31370424	45517637.87491576	48512435.2532359	52333718.1983471	48902849.2424239	51869944.72452651	100302259.94087344
842_280.263_4.95_C18H33NO	23631371.45342767	59493447.91190559	122866251.84142824	91372033.28724052	103310513.78681982	20373289.2533995	114280193.83072548	32692620.500446904	113922195.85368098	27942129.03873517	18487564.09674404	41272322.92607371	58778287.40972575	71061894.97232546	7060610.811813262	8370270.520958987
841_211.206_7.03_C14H26O_(Z,E)-Tetradeca-9,12-dienol_Fatty alcohols_Fatty acids and conjugates_Palmitic acid alkyne_Fatty alcohols_tetradec-12-yn-1-ol	4233872.7639722815	10913576.526319733	71402736.18296678	45923357.86933663	28519968.603391804	81852984.81442402	51804505.29756667	65012402.69344065	74108808.66175051	25746679.049937356	45875625.59499606	45214368.56589571	37734716.822388396	68234203.19383512	63156487.21871098	24719108.81967164
83_99.512_8.76	23454457.239950445	11395162.867079852	26771444.008698873	54562455.78272418	27746178.301090665	49867898.59437182	9983463.789772423	51235027.74050294	33422516.38646821	41073077.15750088	89474968.24793836	39533704.64789099	41278545.60694029	28481083.31860006	75577062.24848379	42080490.62792537
838_388.254_2.57_C19H41N2OSe_Tetramethylnordihydroguaiaretic acid	29308351.963435605	42152085.273694105	17829995.259767484	16550087.29233812	18797315.8524599	67878487.19526298	59769859.53935151	30850743.21473205	27451723.26881389	13428623.758316865	97912196.02451643	63292559.37524151	113939766.58663411	21459175.230993204	228243330.9471776	68063795.79728577
836_304.211_3.16_C13H27N4O4	30846350.967344213	21643219.850639287	61758579.63139482	41954815.2195729	46907489.20315853	47549298.04982318	43205194.40103503	32550391.91486325	56826645.66505414	34333841.61327921	55075930.51546949	46675254.89991655	46563864.34172714	47198961.12192784	61088026.26797033	57668087.40588574
835_310.347_6.46_C21H43N	17854789.650435798	68918073.17534086	98162995.7453285	59646856.11535471	52153774.49246026	29448035.99473189	150999972.5357119	60494102.90508082	187636724.11344656	18666680.517532848	33716022.06186494	7113623.729652349	53539414.49783802	60705600.0046929	18144874.88143436	13634577.089288173
833_480.425_8.01_C27H53N5O2	7095660.839770356	8211579.314744694	75737312.1919448	48862428.8179449	50259392.39010072	61622244.18475971	130112576.37261438	41124945.079497896	59131941.37652546	26394080.95853833	28275678.78648943	13670840.501908805	92081208.91495764	87133594.44449775	9457029.17254175	16960371.11047525
832_450.815_6.77_C7H2N2O9S6	10949172.288810767	10968444.910892727	32597625.68440392	23755932.83181291	59888933.8635114	34120522.290629424	37520287.93130346	53877155.72887379	65612721.51036443	48983440.94678623	53825815.57925054	40646188.274252094	78855414.77296251	49187633.29458997	66288992.69086601	65283947.67718139
