#SampleID	V9-arm-healthy-BG3	V9-arm-healthy-BG5	V9-arm-psoriasis-BG9	V9-arm-healthy-BG6	V9-arm-healthy-BG4	V9-arm-healthy-BG8	V9-arm-psoriasis-BG10	V9-arm-healthy-BG7	V9-arm-psoriasis-BG11
5906_229.18_7.53	15423084.30626131	29885506.576962244	37942482.307329945	47343651.26802119	85616262.33279848	53287866.19378287	30999084.000000004	23092411.71885631	24388230.334894124
5905_519.168_2.91_1H-Pyrazole, 3-[[3-fluoro-5-(tetrahydro-4-methoxy-2H-pyran-4-yl)phenoxy]methyl]-1-[4-(methylsulfonyl)phenyl]-5-phenyl-	34771105.0	50584883.72765588	30726808.053417094	33390063.769222304	90006433.04422413	59879822.08000536	37446316.51871278	36309015.83486796	50751554.72264462
5902_591.876_8.33	53942492.86148525	53973792.14504123	31034179.0	1370496243.2367733	556539098.8144034	20130925.15530402	26473520.188696697	34347488.09196623	72197997.25990124
5901_796.062_9.38	2226407950.2894	147282281.35395977	48840850.43464138	77931989.0	62298491.56959962	23530958.17525878	48009787.33057069	51511051.39945903	20696823.28440868
5893_425.287_3.09	226178616589200.0	30999084.0	30999084.0	30999084.0	124500040115915.98	621044173604100.0	30999084.0	30999084.0	137911204825919.98
5892_675.218_3.4	37362433.53806952	5191357954.72427	25323819.723694146	70956810.92520358	183442076.77420652	34417038.28168818	30999084.0	25794726.695864946	30716875.35792453
588_269.136_4.82_C10H16N6O3	33608792.04960099	26523889.98225569	69299397.06540461	44891135.34543022	56364371.95180591	62543160.42620236	67978138.3942315	63070179.0	62307470.62653261
5888_359.131_3.16	39602031.71196873	35603997.26297789	47543677.14261998	195666483.73313957	29902790.660150103	17476681.79442776	30999084.0	19318577.15865198	76920449.09771971
5883_920.65_6.94	275439654.1111083	96523655.30983724	29917471.408584803	39474217.00224295	35809897.21585539	69537950.00494802	30999084.0	33000579.99691837	39883375.75215253
5873_228.159_4.46	34771105.0	31014040.1825162	139931705.32679242	28743860.94769385	38708831.99139608	68228623.13800348	41247257.080662616	42172129.70358299	84095265.59920937
586_161.117_2.87_C8H16O3_Pregabalin_Medium-chain hydroxy acids and derivatives_ACMC-20alwd	81610373.87108953	65456311.49419383	44407022.13111806	56372258.10166925	57749935.39204691	52991990.0	43570173.23294984	53299895.30453403	45848238.63612915
5869_889.644_7.23	41612466.120305225	35893285.86735008	30586498.295921654	23980821.14297826	20643349.866380144	102888833.712483	30999084.000000004	220547270.51821265	55601259.58451746
5868_670.561_8.73_Lineolic acids and derivatives_1,2-Dilinoleoylglycerol	31345547.75089609	164156639.51466212	27102862.91912456	114191894.03774722	103086372.048924	56011858.96625489	17061020.19215744	11365565.86672703	22762799.0
5865_811.454_3.18	55289506.67721969	39084203.36049361	75438728.25208563	26620973.190223306	14880396.877257235	52991990.0	36794476.90839569	32115613.40858201	27877390.04108112
5861_478.818_7.62	22524317.059719685	37880151.62944061	111246915.2591458	320833448.4263796	118831306.21444294	65058835.92188101	14098130.358079625	23962670.338401016	22762799.000000004
5857_865.55_8.99	27163384.80666389	21185854.513516992	31034179.0	91686017.72185588	47485578.34942483	77647088.5224078	56339623.43188693	51325219.99673498	54668155.62016962
584_571.413_8.7_C24H50N12O4	32937611.24151692	226433491.7972522	8712965.779948965	211303815.65649816	243425623.1523291	36090092.09472955	10549212.43568718	243707929.3642865	22762799.0
582_636.903_6.47	42476851.19198158	62446248.949556895	57924283.18602867	47006692.15942645	45812871.29386696	52991990.0	76279096.3322703	60862007.72931044	36949446.29804838
5829_230.097_3.79	58158567.55494475	43055779.566351935	49353123.3373984	27393408.12058218	71953575.69754861	52991990.0	43057428.32424323	37171362.65231232	104895468.3831225
5828_413.397_9.33_Fatty acid esters_Butyl oleate	32803671.6622807	119047810.0953387	31034179.0	34062087.9486618	322115185.43420535	26579111.12949289	24237379.840728644	70722637.62063771	60150033.22047637
581_171.101_2.6_C9H14O3_Suberic acid_Fatty acids and conjugates	50493112.94216981	60651345.02311253	52925847.86343908	58542837.91903305	52864388.25165329	52991989.99999999	41093670.588170215	58478297.13369822	42803236.66123104
5819_600.297_2.66	89501597.71565534	70974885.0	28708007.41556765	60373384.09128576	45375703.70516135	164317691.85307708	43385745.81889384	39270694.43303941	53501563.79705593
5817_1133.609_6.58	34771105.0	75749441.60717183	29600259.93016541	73570146.53412686	36639683.48205351	88015261.16421492	55880027.82602005	39610008.0749125	30755770.16780801
5813_608.349_2.8	67461589.92206873	70974885.0	118216590.81507881	75681117.53138152	70237164.87534264	37950665.01651567	52845347.27793497	50692204.17363919	85020892.91823359
580_415.22_3.51_C14H26N10O5_Sulindac sulfide	44930723.27784392	47641075.06559226	31034179.0	44870685.47385654	142628056.7078433	83083342.36041239	277432008.1534478	23395374.038579002	17314845.562039584
5806_843.538_8.94	85578499.77453694	70974885.0	61101513.04968507	59340036.56294671	61679391.443541296	15767772.174839342	111367111.45091112	20423386.5962798	29345293.99768178
57_473.344_6.74_C18H40N12O3	43549485.43229422	3336589.671799838	30666237.88905469	99843109.7024476	78729345.68458648	74403383.42186204	30999084.0	96468387.3723744	16335192.000736322
579_708.965_8.19_C19H33O10PS8	18755222.061884288	25639530.96550839	38503711.82653862	77931989.0	96985465.2449946	71482825.98558387	24493997.54638936	25827242.54101541	45294673.90859199
5799_783.268_4.7	34771105.0	52162289.4771389	73509482.97497097	67583951.24661836	110676584.44416152	28750897.404950663	55979326.26621514	60155223.01384123	28985545.57397124
5798_507.176_2.48	26121775.240201093	4693545119.37704	24064709.15190244	111504973.91870338	260858515.98432824	37965790.960200705	30999084.000000004	27630963.5443795	57681082.58156415
5793_582.644_3.45	103182684.4430048	59060263.29310157	24225818.435978323	40128148.454333775	68392281.81809326	82851210.9488383	46710056.5018373	63070179.0	34686033.63765355
578_125.096_2.82_C8H12O_Carbonyl compounds_4-Cyclobutylbut-3-en-2-one	58422796.29836489	52003508.65169253	45950777.55703241	45109002.63998367	49987083.20749873	52991989.99999999	50137627.13751883	51348044.98825235	84063833.02652776
5788_724.339_4.82	17168507.554819755	4052255238.3749757	31034179.0	355527613.89804125	310225197.52821314	16241387.998012038	192635158.7701636	35006524.05865076	12052056.68267966
5786_773.32_4.76	1399071.0714808782	987476263.7876623	31034179.0	106206466.98428692	96794931.90877612	4658894.507493207	61872047.74717334	6701307.97247269	9799253.049772292
5785_384.173_3.57_ Quetiapine _Dibenzothiazepines_ Quetiapine _map07213	44300983.8861629	48920861.24583589	31034179.0	37035625.19616608	48489591.28556233	91004293.4768459	53647364.66604663	30062070.38680091	39501067.60655387
5784_536.414_7.53	65652329.71527297	118253050.90153956	26621212.80327773	154429815.64043367	61851099.5190823	48376914.84796978	30999084.000000004	217314749.19272548	21218101.264313646
577_551.392_8.65_C24H58N7O2Se	2846090.5327619445	37925565.39761458	203522734.8832285	56045120.70545325	106941328.16484436	52991990.0	136370070.31812182	15137547.021685146	118497401.98869516
