index	V4-forehead-healthy-3A6	V4-temple-psoriasis-3A9	V4-forehead-healthy-3A7	V4-temple-healthy-3B3	V4-temple-psoriasis-3B2	V4-temple-healthy-3B4	V4-abdomen-healthy-3B7	V4-behind-ear-healthy-3A12	V4-eyebrow-psoriasis-3A3	V4-eyebrow-psoriasis-3A4	V4-temple-psoriasis-3A10	V4-abdomen-psoriasis-3B5	V4-temple-healthy-3A11	V4-eyebrow-healthy-3A8	V4-eyebrow-psoriasis-3A5	V4-abdomen-healthy-3B6	V4-temple-psoriasis-3B1	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_abdomen	GROUP_MEAN_DESCRIPTION_behind_ear	GROUP_MEAN_DESCRIPTION_temple	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Body_side_middle	GROUP_MEAN_Batch_2	GROUP_MEAN_DESCRIPTION_forehead	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEAN_DESCRIPTION_eyebrow	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_abdomen	GROUP_MEDIAN_DESCRIPTION_behind_ear	GROUP_MEDIAN_DESCRIPTION_temple	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_Batch_2	GROUP_MEDIAN_DESCRIPTION_forehead	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_eyebrow	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_abdomen	GROUP_SUM_DESCRIPTION_behind_ear	GROUP_SUM_DESCRIPTION_temple	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Body_side_middle	GROUP_SUM_Batch_2	GROUP_SUM_DESCRIPTION_forehead	GROUP_SUM_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_eyebrow
367.245_C19H36O5_7.02_3141	61298283.504010506	30997627.410548743	43311279.5	29458867.827111855	38833981.51364732	47004236.43022621	557400057.9227177	22269280.813255668	31504388.976303287	32208234.7219031	27022636.881643176	273914177.22893226	82794502.3578072	40179472.79811987	27747836.278674476	228062298.62099454	212772774.0714573	123530919.97491595	353125511.25754815	22269280.813255668	66983518.07034882	105104702.1680796	198206627.65929818	36840497.52978194	52304781.50200525	105104702.1680796	52304781.50200525	84375207.1353887	32909983.193750188	47004236.43022621	273914177.22893226	22269280.813255668	38833981.51364732	40179472.79811987	212772774.0714573	31251008.193426013	52304781.50200525	40179472.79811987	52304781.50200525	31856311.849103194	31856311.849103194	1111778279.7742436	1059376533.7726445	22269280.813255668	468884626.4924418	1786779936.8573532	1387446393.6150873	294723980.2382555	104609563.0040105	1786779936.8573532	104609563.0040105	675001657.0831096	131639932.77500075
367.232_C8H30N11O4_3.72_364	37775039.0	37775039.0	37775039.0	1104192343498860.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	573478694800341.0	122688071744352.44	37775039.0	37775039.0	239667318167770.84	98686564995575.64	239667318167770.84	37775039.0	37775039.0	98686564995575.64	37775039.0	71684869903201.75	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	1104192645699172.0	113325117.0	37775039.0	1677671227174396.0	1677671604924786.0	1677671227174396.0	302200312.0	75550078.0	1677671604924786.0	75550078.0	573478959225614.0	151100156.0
367.21_C19H28N4O2_3.92_1626	33705392.01902622	51706098.550309196	100209976.33167607	35221241.157584295	54236848.6211369	45162418.04401883	39227283.983311065	37079793.768718354	43142358.10969154	25944276.853625454	37317938.575427756	68414038.49726623	20617940.75500756	16265892.916603476	49983032.11028994	81787016.81040536	52628729.50000001	45475217.30959458	63142779.763660885	37079793.768718354	42413030.74335493	46626486.8590646	53811082.37338895	35257166.454959154	66957684.17535114	46626486.8590646	66957684.17535114	47921665.102218375	33833889.9975526	37079793.768718354	68414038.49726623	37079793.768718354	45162418.04401883	43142358.10969154	52628729.50000001	37198866.17207305	66957684.17535114	43142358.10969154	66957684.17535114	50844565.33029957	34543317.481658496	409276955.7863512	189428339.29098266	37079793.768718354	296891215.20348454	792650276.6040982	376677576.6137227	282057331.63967323	133915368.35070229	792650276.6040982	133915368.35070229	383373320.817747	135335559.9902104
367.209_C16H26N6O4_5.42_1977	39989825.84472898	62045916.741884276	54055756.555238105	61636881.82444655	62192568.12524941	52693602.96406266	24342523.133404855	49034579.3860335	57540954.779537216	58661139.5	64513459.86713019	10725875.79153334	64527103.92143846	51804531.622675344	47444189.15925743	19096879.678952023	44096278.75894708	46353520.54788672	18055092.867963407	49034579.3860335	58815116.02902266	48494239.27379527	39254944.32522799	56946484.37224455	47022791.19998354	48494239.27379527	47022791.19998354	50902547.84044237	53862703.76536749	51804531.622675344	19096879.678952023	49034579.3860335	62045916.741884276	52693602.96406266	44096278.75894708	58101047.13976861	47022791.19998354	52693602.96406266	47022791.19998354	58101047.13976861	54672743.20110628	417181684.9309805	54165278.60389022	49034579.3860335	411705812.2031586	824402067.6545196	274784610.27659595	455571874.9779564	94045582.39996707	824402067.6545196	94045582.39996707	407220382.72353894	215450815.06146997
366.321_C17H41N4O4_6.37_3182	22540984.312329225	44234953.44368105	52965485.8146653	44071229.22667036	60705507.68334266	14778584.678630961	51052589.503849395	31504721.8477217	48642650.99179095	54366427.84461697	32511369.000000004	32300189.326950435	23315953.658149194	57752749.846379355	61616806.936452635	46516595.56544237	17181342.67920725	38277654.93931533	43289791.46541407	31504721.8477217	33828420.05281164	40944596.6094047	38086576.95201335	44243204.19609898	37753235.06349726	40944596.6094047	37753235.06349726	43944905.98825525	55594658.90480998	44071229.22667036	46516595.56544237	31504721.8477217	32511369.000000004	44234953.44368105	44071229.22667036	46438802.217736	37753235.06349726	44234953.44368105	37753235.06349726	46438802.217736	56059588.84549816	344498894.45383793	129869374.3962422	31504721.8477217	236798940.36968148	696058142.3598799	266606038.66409343	353945633.56879187	75506470.12699452	696058142.3598799	75506470.12699452	351559247.906042	222378635.61923993
366.285_C16H37N4O5_5.38_2666	23943578.01626042	4.464053891808627	149532855.15524885	39412239.0	53124290.31325899	60791570.71567382	83902781.2432676	41225354.6646431	76067478.31641899	4.464053891808627	77749533.82285248	4.464053891808627	36882459.65951205	151610876.70593965	47205579.820265606	25367428.181537807	4.464053891808627	68074349.26023147	36423404.62961977	41225354.6646431	38280014.63420073	50989179.02771146	37514045.48312086	53842661.48971745	86738216.58575463	50989179.02771146	86738216.58575463	31768362.516126458	68720984.82666953	41225354.6646431	25367428.181537807	41225354.6646431	39412239.0	41225354.6646431	39412239.0	44215467.24245435	86738216.58575463	41225354.6646431	86738216.58575463	23602792.14215975	61636529.0683423	612669143.3420832	109270213.8888593	41225354.6646431	267960102.4394051	866816043.4710948	262598318.381846	430741291.9177396	173476433.17150927	866816043.4710948	173476433.17150927	254146900.12901166	274883939.3066781
366.284_C18H39NO6_4.74_2748	42211939.5	110084313.96169169	14127071.387984104	9207450.409507887	7606155.841609369	114315523.14513932	22778601.577635914	22970568.261562925	19341831.299252152	13286111.254273342	200801227.3628887	7912565.950937977	182515567.40990278	72770116.09747887	72196290.40097259	48348758.024058715	94033586.48208167	58805066.2014745	26346641.850877535	22970568.261562925	102651974.94468878	62029863.43335164	43457520.2044244	86745753.25600289	28169505.443992052	62029863.43335164	28169505.443992052	65657760.319213435	44398587.26299424	42211939.5	22778601.577635914	22970568.261562925	110084313.96169169	42211939.5	22778601.577635914	72483203.24922574	28169505.443992052	42211939.5	28169505.443992052	45769060.85011237	45769060.85011237	529245595.8132705	79039925.5526326	22970568.261562925	718563824.6128215	1054507678.3669779	304202641.43097085	693966026.0480231	56339010.887984104	1054507678.3669779	56339010.887984104	525262082.5537075	177594349.05197695
366.266_C19H33N4O3_5.1_2840	35416577.87930014	19410152.922650605	30356362.046346318	55905007.86527561	53731255.44797293	44027557.36511619	74959582.06141175	104734595.43868816	77322667.05465712	39611928.76144927	73307140.8315126	15759017.832413496	31241532.54479338	31482494.427204132	21548057.68510388	37775039.0	93874076.67423987	49544305.40312619	42831212.964608416	104734595.43868816	53070960.5216516	49439002.69636091	53718790.89234712	49832321.20825739	32886469.962823227	49439002.69636091	32886469.962823227	49320537.15124997	42491286.9821036	37775039.0	37775039.0	104734595.43868816	53731255.44797293	39611928.76144927	53731255.44797293	35547211.594326705	32886469.962823227	39611928.76144927	32886469.962823227	46671592.1047111	35547211.594326705	445898748.6281357	128493638.89382525	104734595.43868816	371496723.6515612	840463045.8381355	376031536.24642986	398658569.66605914	65772939.925646454	840463045.8381355	65772939.925646454	394564297.20999974	169965147.9284144
366.248__4.47_5656	40652537.273540765	50073323.5365663	43311279.49999999	58344388.79898274	85556323.50875844	50530941.61595923	44518357.80853483	27341965.977652546	25102720.927535854	41326738.24796296	64771738.20553165	21647484.92195965	40541742.41053928	44876811.36716027	34199056.18132529	25417001.484710526	19908856.768944036	41726114.02634224	30527614.73840167	27341965.977652546	52818187.835040234	42242427.56092143	43703336.41540706	41029262.10678427	41981908.38677038	42242427.56092143	41981908.38677038	42823280.28732303	36376331.68099609	43311279.49999999	25417001.484710526	27341965.977652546	50530941.61595923	41326738.24796296	44518357.80853483	40934240.32925112	41981908.38677038	41326738.24796296	41981908.38677038	37762897.21464412	37762897.21464412	375535026.23708016	91582844.21520501	27341965.977652546	369727314.84528166	718121268.5356643	305923354.90784943	328234096.85427415	83963816.77354077	718121268.5356643	83963816.77354077	342586242.2985842	145505326.72398436
366.211_C15H25N8O3_3.45_2164	99380574.32609496	23213153.108806603	78783704.92149712	22958366.253786776	23407031.179759376	16804733.686259974	1.6215964449044082	24681539.5	355733698.54172117	607169329.9165784	66426815.69203655	1.6215964449044082	29230184.013411105	231999111.52237514	433959444.5584556	12077648.700051587	77077493.5740976	57323984.949452564	4025883.9810814927	24681539.5	37016825.358308285	123700166.6316544	21760753.805306885	221551659.60667306	89082139.62379605	123700166.6316544	89082139.62379605	198373371.02413148	407215396.13478255	24681539.5	1.6215964449044082	24681539.5	23407031.179759376	29230184.013411105	16804733.686259974	149212963.60720584	89082139.62379605	29230184.013411105	89082139.62379605	71752154.63306707	394846571.5500884	515915864.5450731	12077651.943244478	24681539.5	259117777.508158	2102902832.7381248	152325276.6371482	1772413276.8533845	178164279.2475921	2102902832.7381248	178164279.2475921	1586986968.1930518	1628861584.5391302
365.352_C23H44N2O_5.81_3661	12954607.28544738	90714342.08540292	24011717.04046496	190368375.2175337	154625282.19141862	87786834.33699796	14614482.720056709	45253754.702296905	36019424.665216185	54573169.09407879	18187062.136730283	4277964.129930837	446749941.7262546	58662159.0	13726243.467185587	60930220.1172773	89127652.26121984	104592454.6829255	26607555.65575495	45253754.702296905	153937069.99365112	82504896.0104419	85961544.42491929	95485762.10964566	18483162.16295617	82504896.0104419	18483162.16295617	57656392.50389789	40745249.05662014	58662159.0	14614482.720056709	45253754.702296905	90714342.08540292	54573169.09407879	87786834.33699796	49913461.898187846	18483162.16295617	54573169.09407879	18483162.16295617	45296296.879647486	45296296.879647486	941332092.1463295	79822666.96726485	45253754.702296905	1077559489.9555578	1402583232.1775124	601730810.9744351	763886096.8771653	36966324.32591234	1402583232.1775124	36966324.32591234	461251140.0311831	162980996.22648057
365.277_C16H36N4O5_4.76_2410	42211939.5	70366897.83760716	28306566.485602435	68230727.91212678	51180938.927512184	92491010.91285914	19264566.31988163	90391830.0177342	51021980.56618657	24781162.070166938	130769108.35939372	15081375.312643278	164816506.22069255	54989265.274543196	20722428.2686073	16055804.844796987	80307290.17348854	64084246.38758189	16800582.159107298	90391830.0177342	94023211.47766857	60058199.9414025	48944530.62904407	75982397.32686645	35259252.99280122	60058199.9414025	35259252.99280122	55528897.68945071	37878709.044876	54989265.274543196	16055804.844796987	90391830.0177342	80307290.17348854	51180938.927512184	51180938.927512184	62678081.55607518	35259252.99280122	51180938.927512184	35259252.99280122	51101459.74684937	37901571.318176754	576758217.488237	50401746.47732189	90391830.0177342	658162480.34368	1020989399.0038426	342611714.4033085	607859178.6149316	70518505.98560244	1020989399.0038426	70518505.98560244	444231181.5156057	151514836.179504
365.266_C22H36O4_7.03_2388	65881960.284133434	40319889.31880658	25196702.859360438	35777684.99244958	32993212.41522186	39699670.07035745	55472923.03063648	11078986.967598649	55673171.33921327	61281313.57045785	34131659.96530517	22978543.94504476	33822126.303388655	58662159.0	63861263.27972101	57483976.07729801	34828241.38637194	42564021.06502474	45311814.35099309	11078986.967598649	35938926.350271605	42890793.22384501	39890607.41676859	44853821.2180614	45539331.57174694	42890793.22384501	45539331.57174694	43258411.90251781	59869476.79734804	39699670.07035745	55472923.03063648	11078986.967598649	34828241.38637194	39699670.07035745	35777684.99244958	47996530.32900992	45539331.57174694	39699670.07035745	45539331.57174694	37574065.352589265	59971736.28522892	383076189.58522266	135935443.05297926	11078986.967598649	251572484.45190126	729143484.8053652	279234251.9173801	358830569.7444912	91078663.14349388	729143484.8053652	91078663.14349388	346067295.2201425	239477907.18939215
365.266_C17H36N2O6_7.79_4021	68461013.2953273	48267786.91878081	46685727.12783446	32820618.829995282	49200469.5	15510364.867769321	76908789.64806665	10683749.227956593	91245436.26310477	75795622.1901701	8431236.54386532	23518175.14943249	435108128.1123203	110550746.45016384	29810787.780930035	12856689.064238809	23664068.908836167	89953980.73596363	37761217.95391265	10683749.227956593	87571810.52593817	68207024.11051719	33497025.1383341	101236686.68591148	57573370.21158089	68207024.11051719	57573370.21158089	43741697.90688996	76850648.17109218	46685727.12783446	23518175.14943249	10683749.227956593	32820618.829995282	46685727.12783446	23664068.908836167	62031704.55447546	57573370.21158089	46685727.12783446	57573370.21158089	39039287.34985542	83520529.22663742	809585826.6236726	113283653.86173797	10683749.227956593	613002673.6815672	1159519409.8787923	234479175.9683387	809893493.4872918	115146740.42316177	1159519409.8787923	115146740.42316177	349933583.2551197	307402592.6843687
365.266_C16H34N6O2_6.47_2049	48241714.095112056	68616559.34596056	61564080.65085075	45463311.5402355	49200469.5	45526082.7488231	23845160.075522695	9634756.773373263	39351376.76841951	49237824.166309655	53162696.13807295	13383156.575525882	58135437.797769636	80687729.33375832	37602364.24910789	17558149.647408016	38746808.88328418	43406269.18476149	18262155.432818864	9634756.773373263	51264480.85059227	43526922.25232553	33389019.852971338	49553593.07159647	54902897.3729814	43526922.25232553	54902897.3729814	43662656.95333508	51719823.629398845	45526082.7488231	17558149.647408016	9634756.773373263	49200469.5	45526082.7488231	38746808.88328418	51200260.1521913	54902897.3729814	45526082.7488231	54902897.3729814	44275923.13420975	44294600.46736458	390656422.66285336	54786466.298456594	9634756.773373263	358851365.9541459	739957678.289534	233723138.97079936	396428744.5727718	109805794.7459628	739957678.289534	109805794.7459628	349301255.6266806	206879294.51759538
365.182_C16H28O9_4.03_3671	37775039.0	900436011860161.0	37775039.0	37775039.0	830136664281161.0	1500904254300261.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	880653979436641.0	37775039.0	999369632276980.0	37775039.0	37775039.0	264617610906908.34	37775039.0	37775039.0	587447289029048.8	300676529144451.3	333005872493802.44	347557476556122.1	37775039.0	300676529144451.3	37775039.0	341242812161687.1	249842436400524.25	37775039.0	37775039.0	37775039.0	830136664281161.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	37775039.0	2381558498162175.0	113325117.0	37775039.0	4112131023203341.0	5111500995455672.0	2331041107456617.0	2780459812448977.0	75550078.0	5111500995455672.0	75550078.0	2729942497293497.0	999369745602097.0
365.157_C15H26N4O4_2.58_3597	24681539.5	24681539.5	814845699356470.5	24681539.5	476348751360560.5	24681539.5	24681539.5	24681539.5	464639335390970.5	1101290267808460.5	24681539.5	24681539.5	486086112324100.5	576813995315270.0	287299018667940.5	294985837329820.5	24681539.5	241414640859262.12	98328628897633.17	24681539.5	137490712441765.5	264841719981614.66	110190673156868.36	364516100443920.06	407422862019005.0	264841719981614.66	407422862019005.0	291197183994261.25	607510654295660.4	24681539.5	24681539.5	24681539.5	24681539.5	24681539.5	24681539.5	375969177029455.5	407422862019005.0	24681539.5	407422862019005.0	143649521674740.0	520726665353120.25	2172731767733359.0	294985886692899.5	24681539.5	962434987092358.5	4502309239687449.0	771334712098078.5	2916128803551360.5	814845724038010.0	4502309239687449.0	814845724038010.0	2329577471954090.0	2430042617182641.5
365.136_C21H18N4O_8.92_196	19528516.49541224	61643532.89462668	52237545.80575504	42889711.54159564	32680693.13470419	83317006.31320652	31697396.27856536	59574729.243633464	74320979.5	58311896.810180485	30095035.303377423	27098851.113361277	122735233.34791848	74790795.90845028	90272540.06969927	15454629.73414241	39011051.49998774	55802840.51874216	24750292.375356346	59574729.243633464	58910323.43363095	53862361.47027155	38878477.08793759	71468092.88473576	35883031.15058364	53862361.47027155	35883031.15058364	51679322.54074213	74424053.0720825	52237545.80575504	27098851.113361277	59574729.243633464	42889711.54159564	52237545.80575504	32680693.13470419	67982256.19731334	35883031.15058364	52237545.80575504	35883031.15058364	48661474.15508411	74555887.70422514	502225564.6686794	74250877.12606904	59574729.243633464	412372264.03541666	915660144.9946164	272149339.61556315	571744743.0778861	71766062.30116728	915660144.9946164	71766062.30116728	413434580.32593703	297696212.28833
364.342_C18H43N4O3_7.42_309	43035264.49453523	30483205.59181541	55915714.92007954	43656935.044747524	44967878.284932934	26246636.37705496	114400906.68687718	16620872.645749535	56092897.2852132	57533803.958867006	20189903.076431736	64884863.52560824	23145292.909745958	82295812.10186239	60385377.81542036	103888424.67800681	52628729.50000001	56578428.87318435	94391398.29683076	16620872.645749535	34474082.96924693	52727795.229232244	64382053.44246109	43343395.6731382	49475489.70730738	52727795.229232244	49475489.70730738	48395832.37978611	64076972.790340744	43656935.044747524	103888424.67800681	16620872.645749535	30483205.59181541	52628729.50000001	52628729.50000001	43288051.43851431	49475489.70730738	52628729.50000001	49475489.70730738	54360813.3926066	58959590.88714369	509205859.85865915	283174194.89049226	16620872.645749535	241318580.7847285	896372518.8969481	450674374.09722763	346747165.3851056	98950979.41461477	896372518.8969481	98950979.41461477	387166659.0382889	256307891.16136298
363.31_C20H42O5_6.73_214	42211939.49999999	34548600.51980931	53516967.666906126	35683255.81178664	43124903.5796769	23679792.2156828	91190821.22582346	18382123.72623853	72439336.86842632	68659655.30190216	35530380.39954678	38214539.34644597	23064560.00506977	90981160.3176403	54408958.98306579	83926470.84086363	47404789.42843017	51404121.25666792	71110610.47104436	18382123.72623853	34719468.85142891	50409897.39631263	51889224.63552994	49751847.01521237	47864453.58345306	50409897.39631263	47864453.58345306	49291395.55341293	71622277.86775865	42211939.49999999	83926470.84086363	18382123.72623853	35530380.39954678	43124903.5796769	43124903.5796769	44969669.691306286	47864453.58345306	43124903.5796769	47864453.58345306	45264846.50405353	70549496.08516425	462637091.31001127	213331831.41313308	18382123.72623853	243036281.96000236	856968255.7373147	363224572.4487096	398014776.121699	95728907.16690612	856968255.7373147	95728907.16690612	394331164.42730343	286489111.4710346
363.311_C17H40BN2O5_6.14_2264	22328135.77091084	98467580.72791182	43311279.5	113723555.25656258	79824712.43422757	92202416.36593622	7502419.990597294	129118383.38437209	53517740.49475306	52369836.03310811	155365371.3916402	4734066.935423213	371100512.3298874	21731472.140593108	15942804.093949502	14396929.738592474	73142600.9944649	90601678.27527246	8877805.554870993	129118383.38437209	140546678.5000901	79339989.26958413	55075243.10225774	112201712.5745269	32819707.635455422	79339989.26958413	32819707.635455422	66670589.13818479	35890463.19060095	43311279.5	7502419.990597294	129118383.38437209	98467580.72791182	53517740.49475306	73142600.9944649	75992660.61133245	32819707.635455422	53517740.49475306	32819707.635455422	63330170.74460898	37050654.086850606	815415104.4774522	26633416.66461298	129118383.38437209	983826749.5006306	1348779817.5829303	385526701.7158042	897613700.5962152	65639415.270910844	1348779817.5829303	65639415.270910844	533364713.10547835	143561852.7624038
363.252_C22H34O4_3.45_3345	65396615.592925794	41666550.22603914	60100095.67943368	34319870.72359993	23106032.736418582	129882120.24074575	38954938.53159287	21497074.55753797	71528782.32708068	132400931.678243	134487570.04555893	23095525.1106745	37488389.5	130080767.19894677	65437793.45196955	23534908.231872696	36154009.08323088	60139420.028517276	28528457.29138002	21497074.55753797	62443506.07937046	62890116.171521805	44149629.23687645	79323482.37317201	62748355.63617974	62890116.171521805	62748355.63617974	65984649.33240191	99862068.66406001	38954938.53159287	23534908.231872696	21497074.55753797	37488389.5	41666550.22603914	34319870.72359993	68483287.88952512	62748355.63617974	41666550.22603914	62748355.63617974	53552171.839004345	100804774.76301372	541254780.2566555	85585371.87414007	21497074.55753797	437104542.55559325	1069131974.9158707	309047404.6581352	634587858.9853761	125496711.27235948	1069131974.9158707	125496711.27235948	527877194.6592153	399448274.65624005
363.252_C21H32N4_7.99_2712	20908822.116140626	15619360.266467426	28163407.014204353	33013281.27585138	115036950.22642921	10411739.811397228	316979482.57236105	31338359.374117523	129693764.08923477	40444744.06475521	18735549.521758396	194329174.74817568	27617432.970406443	58662159.0	228068484.40582365	336683779.57660925	169894260.38810167	95975384.85678753	282664145.632382	31338359.374117523	55761224.92291597	104447103.02481376	168049809.7998465	68772481.71157043	24536114.56517249	104447103.02481376	24536114.56517249	113977785.96384324	114217287.8899534	31338359.374117523	316979482.57236105	31338359.374117523	27617432.970406443	40444744.06475521	169894260.38810167	35891551.71943636	24536114.56517249	40444744.06475521	24536114.56517249	122365357.157832	94177961.54461738	863778463.7110878	847992436.897146	31338359.374117523	390328574.4604118	1775600751.4218338	1176348668.5989256	550179853.6925634	49072229.13034498	1775600751.4218338	49072229.13034498	911822287.7107459	456869151.5598136
363.251_C13H30N8O4_6.73_1824	63157711.583360806	43355543.4555351	15930253.680589512	50790474.6408001	43505760.28961841	35218711.13902472	11304014.543309843	17269143.035701826	28152650.84226964	42918802.60039728	37138883.64844111	7801641.2340821605	42968060.85164722	58698841.07471041	54578420.0	8871666.64539615	58512590.625741586	33800986.35494896	9325774.140929384	17269143.035701826	44498574.950115465	36480774.69944858	30857837.01685328	40635043.18858782	39543982.63197516	36480774.69944858	39543982.63197516	39495536.58701067	46087178.62934433	35218711.13902472	8871666.64539615	17269143.035701826	43355543.4555351	42918802.60039728	35218711.13902472	42943431.72602225	39543982.63197516	42918802.60039728	39543982.63197516	43137173.02796619	48748611.300198644	304208877.1945406	27977322.422788154	17269143.035701826	311490024.6508083	620173169.8906258	216004859.11797297	325080345.5087026	79087965.26395032	620173169.8906258	79087965.26395032	315964292.69608533	184348714.51737732
362.253_C18H35NO6_3.45_1124	36016036.346269995	35075960.38967062	29248243.149681523	13589326.33529631	38184634.742424175	27139840.37122548	44798908.131525606	22578230.46067904	96297606.38094671	217828469.09497902	58598256.76364362	34824339.5	34922902.271889396	91779000.76436867	56723497.39399449	54890950.90585851	19923799.21814231	39440382.08186606	44838066.17912804	22578230.46067904	32490674.298898842	53671764.83650561	33335971.314924628	76725490.44002146	32632139.74797576	53671764.83650561	32632139.74797576	69682070.43547511	115657143.40857223	34922902.271889396	44798908.131525606	22578230.46067904	34922902.271889396	36016036.346269995	34824339.5	57660877.07881905	32632139.74797576	36016036.346269995	32632139.74797576	47454066.068209335	94038303.57265769	354963438.7367946	134514198.53738412	22578230.46067904	227434720.0922919	912420002.2205954	233351799.2044724	613803923.5201716	65264279.49595152	912420002.2205954	65264279.49595152	557456563.4838009	462628573.6342889
362.253_C14H31N7O4_5.51_3432	33640893.71224075	65162659.42932328	57863015.32285081	56901999.14840083	54966977.88104302	52290935.15937536	19340781.12445518	45829979.79018546	49515915.984009586	58661139.5	59750856.016968995	11668326.181941781	60372885.96258969	53677717.48730843	46539377.76197779	17426152.019289758	40313847.297533154	44149373.30296625	16145086.441895574	45829979.79018546	55680022.98503347	46113144.69291141	36129859.83029129	54938816.4915454	45751954.517545775	46113144.69291141	45751954.517545775	48322387.5065997	52098537.68332395	52290935.15937536	17426152.019289758	45829979.79018546	56901999.14840083	52290935.15937536	40313847.297533154	56169428.493654214	45751954.517545775	52290935.15937536	45751954.517545775	52241446.932526305	51596816.735659	397344359.72669625	48435259.32568672	45829979.79018546	389760160.8952343	783923459.7794939	252909018.81203908	439510531.9323632	91503909.03509155	783923459.7794939	91503909.03509155	386579100.0527976	208394150.7332958
362.222__3.26_2509	42625438.880682886	31560704.646013353	47785892.75906313	29177604.660964463	31500327.073216975	26939523.601982918	27405429.10671933	26331778.22568522	47226671.60787568	132992492.81828426	53949410.05464415	27234677.519099217	123726243.89954858	55130631.7338494	116937632.64130972	37775039.0	22931356.33587653	46321953.540943995	30805048.541939516	26331778.22568522	45683595.753178135	51837109.09204799	28994851.042551346	73481945.7034013	45205665.819873005	51837109.09204799	45205665.819873005	58041659.08703999	88071857.20032977	37775039.0	27405429.10671933	26331778.22568522	31500327.073216975	37775039.0	27405429.10671933	54540020.89424677	45205665.819873005	37775039.0	45205665.819873005	39393688.12694452	86034132.18757956	416897581.86849594	92415145.62581855	26331778.22568522	319785170.27224696	881230854.5648159	202963957.29785943	587855565.6272104	90411331.63974601	881230854.5648159	90411331.63974601	464333272.69631994	352287428.80131906
362.219_C17H31NO7_3.97_3224	28956707.273334358	64658571.33166888	131867562.14474177	36418950.91114936	41206418.83399696	35714001.24595516	34144772.97890392	172498857.61731142	69731348.02328472	58661139.5	106859638.77403927	38957562.130076766	52102103.28051762	58046965.66485203	78233327.04526623	33818551.329206824	18260660.86400402	64840941.38288583	35640295.47939584	172498857.61731142	50745763.60590447	62361008.17342996	34074416.899041854	82598993.90461752	80412134.70903806	62361008.17342996	80412134.70903806	59571083.3127921	66168195.05835074	36418950.91114936	34144772.97890392	172498857.61731142	41206418.83399696	52102103.28051762	35714001.24595516	67194959.6774768	80412134.70903806	52102103.28051762	80412134.70903806	61659855.41583444	64196243.76164236	583568472.4459724	106920886.43818751	172498857.61731142	355220345.2413313	1060137138.9483093	238520918.293293	660791951.2369401	160824269.41807613	1060137138.9483093	160824269.41807613	476568666.5023368	264672780.23340297
362.212_C24H27NO2_7.36_1185	30129065.467539124	42616577.607157975	28068059.239472046	66202867.64065168	48054871.331377976	37951920.03100488	40521680.0	28977903.211879287	56746978.437486455	39976782.167655505	30682699.664717067	21290314.08692605	47065123.08806251	49210831.78644363	64893635.61799358	58504313.97746396	89633396.5317702	42959084.93805746	40105436.021463335	28977903.211879287	51743922.27067746	45913354.11103541	51737051.94274211	45021316.4476745	29098562.353505585	45913354.11103541	29098562.353505585	49236906.9306356	52707057.002394795	40521680.0	40521680.0	28977903.211879287	47065123.08806251	42616577.607157975	48054871.331377976	44840850.34761024	29098562.353505585	42616577.607157975	29098562.353505585	45335724.46926798	52978905.111965045	386631764.44251716	120316308.06439	28977903.211879287	362207455.89474225	780527019.887602	362159363.59919477	360170531.581396	58197124.70701117	780527019.887602	58197124.70701117	393895255.4450848	210828228.00957918
