index	V4-forehead-healthy-3A6	V4-temple-psoriasis-3A9	V4-forehead-healthy-3A7	V4-temple-healthy-3B3	V4-temple-psoriasis-3B2	V4-temple-healthy-3B4	V4-abdomen-healthy-3B7	V4-behind-ear-healthy-3A12	V4-eyebrow-psoriasis-3A3	V4-eyebrow-psoriasis-3A4	V4-temple-psoriasis-3A10	V4-abdomen-psoriasis-3B5	V4-temple-healthy-3A11	V4-eyebrow-healthy-3A8	V4-eyebrow-psoriasis-3A5	V4-abdomen-healthy-3B6	V4-temple-psoriasis-3B1	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_abdomen	GROUP_MEAN_DESCRIPTION_behind_ear	GROUP_MEAN_DESCRIPTION_temple	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Body_side_middle	GROUP_MEAN_Batch_2	GROUP_MEAN_DESCRIPTION_forehead	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEAN_DESCRIPTION_eyebrow	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_abdomen	GROUP_MEDIAN_DESCRIPTION_behind_ear	GROUP_MEDIAN_DESCRIPTION_temple	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_Batch_2	GROUP_MEDIAN_DESCRIPTION_forehead	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_eyebrow	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_abdomen	GROUP_SUM_DESCRIPTION_behind_ear	GROUP_SUM_DESCRIPTION_temple	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Body_side_middle	GROUP_SUM_Batch_2	GROUP_SUM_DESCRIPTION_forehead	GROUP_SUM_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_eyebrow
752.587_C39H79N5O7_9.28_2993	42211939.5	19270822.835918244	40443376.257999055	83684987.73247133	119752176.70083112	70612425.5635425	270320248.7454324	17101537.143179316	51544617.42135487	21435107.25022601	14359472.175162409	95566720.69988999	51942064.01257128	59688906.977705844	30636706.492415093	99188507.88605061	41215318.489544496	81688221.53543913	155025159.11045766	17101537.143179316	57262466.78714877	66410290.34613496	111477197.97396608	33247404.288566634	41327657.87899953	66410290.34613496	41327657.87899953	49222617.75816777	40826334.535425454	59688906.977705844	99188507.88605061	17101537.143179316	51942064.01257128	51544617.42135487	95566720.69988999	26035906.871320553	41327657.87899953	51544617.42135487	41327657.87899953	35926012.49097979	41090661.95688498	735193993.8189522	465075477.331373	17101537.143179316	400837267.5100414	1128974935.8842943	780340385.8177625	265979234.30853307	82655315.75799906	1128974935.8842943	82655315.75799906	393780942.0653422	163305338.14170182
752.471__7.06_3592	21741085.38727308	63754859.62120464	29838630.85714021	18695223.4703357	50930804.122074366	34707014.68245459	72576014.30019663	24681539.5	25566998.280838106	87342408.98302187	11570105.487851918	47194350.80702366	55395165.19145711	29535117.225156374	31766538.765512858	56929308.70782246	17682261.947603926	38233233.25798179	58899891.271680914	24681539.5	36105062.07471175	39994554.54923338	42673568.29107304	41201591.63188036	25789858.122206643	39994554.54923338	25789858.122206643	41976041.00189142	43552765.8136323	29838630.85714021	56929308.70782246	24681539.5	34707014.68245459	31766538.765512858	47194350.80702366	30650827.995334618	25789858.122206643	31766538.765512858	25789858.122206643	39480444.78626826	30650827.995334618	344099099.3218361	176699673.81504273	24681539.5	252735434.52298224	679907427.3369675	298714978.0375113	329612733.05504286	51579716.24441329	679907427.3369675	51579716.24441329	335808328.01513135	174211063.2545292
751.947__3.71_3943	30442253.96043944	79397709.86000325	48853742.043404154	30457802.426469244	25672972.43616346	22456304.614859387	37821234.44734689	35119068.87414192	106079345.19019057	33911081.6599615	32511368.999999996	47015404.818626605	47428666.67889253	44947926.45970076	77163646.63890316	48073752.66049009	46188758.34704715	38400083.5739716	44303463.97548786	35119068.87414192	40587654.766205005	46678884.712743536	36812318.53585755	57069851.79522421	39647998.001921795	46678884.712743536	39647998.001921795	55992535.99386196	65525499.987188995	37821234.44734689	47015404.818626605	35119068.87414192	32511368.999999996	44947926.45970076	37821234.44734689	46188296.56929664	39647998.001921795	44947926.45970076	39647998.001921795	46602081.58283688	61055786.54930196	345600752.16574436	132910391.92646357	35119068.87414192	284113583.36343503	793541040.1166401	257686229.75100285	456558814.3617937	79295996.00384359	793541040.1166401	79295996.00384359	447940287.95089567	262101999.94875598
751.569__9.98_979	8824945.653507132	21497012.713098653	24925404.187457245	28755505.619816426	29490651.44717416	85782752.8769605	156067124.71764463	32939454.11752865	53805638.23253408	167698624.8086952	32511369.0	52641388.0963273	32180770.444587246	81399525.1065221	140480325.57603922	365197311.64901084	39353974.50219121	90674754.93033719	191301941.4876609	32939454.11752865	38510290.94340403	79620692.86759381	108184101.27273214	70314089.99987563	16875174.92048219	79620692.86759381	16875174.92048219	67184873.04700747	110846028.43094766	32939454.11752865	156067124.71764463	32939454.11752865	32180770.444587246	39353974.50219121	52641388.0963273	43372546.175031364	16875174.92048219	39353974.50219121	16875174.92048219	45997681.29925925	110939925.34128067	816072794.3730347	573905824.4629828	32939454.11752865	269572036.6038282	1353551778.7490947	757288708.909125	562512719.9990051	33750349.84096438	1353551778.7490947	33750349.84096438	537478984.3760598	443384113.72379065
751.389_C28H56N12O8P2_6.32_1565	31196478.618628602	85568745.15232314	43311279.5	62914353.26337196	56995996.41382367	69523047.4305808	4291872.584010518	162396450.99171954	45769772.965878405	32050706.41543875	144786663.12982345	1402601.6588982826	192448853.23628405	55051676.361032	32394436.302730016	8085186.441830276	67151955.72195587	69913244.26971751	4593220.228246358	162396450.99171954	97055659.19259469	64431769.18754878	38623573.3592102	93808413.06940366	37253879.0593143	64431769.18754878	37253879.0593143	58265109.720108956	41316648.01126979	55051676.361032	4291872.584010518	162396450.99171954	69523047.4305808	55051676.361032	56995996.41382367	70310210.75667757	37253879.0593143	55051676.361032	37253879.0593143	51382884.68985104	39082104.63430421	629219198.4274577	13779660.684739076	162396450.99171954	679389614.3481629	1095340076.1883292	270365013.5144714	750467304.5552293	74507758.1186286	1095340076.1883292	74507758.1186286	466120877.76087165	165266592.04507917
750.644_C33H79N15O4_9.88_3721	1730312908.9807749	24822556.623178955	25508195.90039242	38051551.47811164	323978125.49909353	29099409.5	2056025946.3351946	72689985.68142848	851780932.8223602	20627642.20670366	34050790.12930518	157421509.02916065	32604427.947658908	19365470.380207863	15688362.145753164	58728649.670096405	20018242.976948384	451376282.8748739	757392035.0114838	72689985.68142848	71803586.30775665	324163218.0768453	383331919.21265787	133953770.99207453	877910552.4405837	324163218.0768453	877910552.4405837	181048520.17906296	226865601.88875622	38051551.47811164	157421509.02916065	72689985.68142848	32604427.947658908	34050790.12930518	58728649.670096405	28713492.28541893	877910552.4405837	34050790.12930518	877910552.4405837	29436673.376242064	19996556.29345576	4062386545.873865	2272176105.0344515	72689985.68142848	502625104.1542966	5510774707.30637	2683323434.488605	1071630167.9365963	1755821104.8811674	5510774707.30637	1755821104.8811674	1448388161.4325037	907462407.5550249
750.478_C24H63N17O8S_4.33_3714	63259589.368564606	35127272.52881983	40429801.35989155	21666269.08557351	30729477.657099165	31647806.879583005	19044840.417857062	24681539.5	220320524.38217524	329331538.91435987	12351889.085758373	59342169.082331665	26652170.774919167	57624162.34407556	160103621.67987528	17716069.213845227	54256433.20458153	33635805.438256636	32034359.571344648	24681539.5	30347331.316619225	70840304.43995944	33486152.220124453	108274089.90124792	51844695.36422808	70840304.43995944	51844695.36422808	112695365.81687513	191844961.8301215	26652170.774919167	19044840.417857062	24681539.5	30729477.657099165	35127272.52881983	30729477.657099165	46375717.436447695	51844695.36422808	35127272.52881983	51844695.36422808	56799301.14345659	190212073.03102526	302722248.9443097	96103078.71403395	24681539.5	212431319.21633458	1204285175.4793105	234403065.54087117	866192719.2099833	103689390.72845615	1204285175.4793105	103689390.72845615	901562926.535001	767379847.320486
750.015__9.5_4765	47483128.137247436	58118891.29636586	49145487.624710776	38057001.11268567	123781983.55060616	30744308.586548842	18453251.77935168	30255220.84612562	54690337.396237746	43346880.78668972	23373329.521326184	15432302.848261181	37488389.5	107831501.45190853	53277490.69383499	22742341.039542794	54390824.90550934	42466736.67534682	18875965.222385217	30255220.84612562	52279246.924720295	47565451.23982074	43371716.26035795	51047755.18656108	48314307.880979106	47565451.23982074	48314307.880979106	53301505.124853894	64786552.582167745	37488389.5	18453251.77935168	30255220.84612562	38057001.11268567	43346880.78668972	30744308.586548842	48312185.74026236	48314307.880979106	43346880.78668972	48314307.880979106	53834157.799672164	53983914.04503637	382200630.07812136	56627895.66715565	30255220.84612562	365954728.4730421	808612671.0769526	303602013.82250565	408382041.4924886	96628615.76195821	808612671.0769526	96628615.76195821	426412040.99883115	259146210.32867098
750.012_C21H38NO10P3S6_8.19_610	18411778.90186478	90531920.99525066	29520733.102175783	84977918.71164939	58054322.58809455	11006611.144480428	72767645.77596273	11305307.281445313	31833453.13859173	68744084.99349813	46596851.21075667	20459772.273336407	81949210.0095781	58662158.99999999	60483666.70131848	18720225.21414915	28259072.468869597	43035732.126811735	37315881.0878161	11305307.281445313	57339415.30409706	46604984.32417776	42035081.16807747	56263331.66630489	23966256.00202028	46604984.32417776	23966256.00202028	50620393.04621452	54930840.95835208	29520733.102175783	20459772.273336407	11305307.281445313	58054322.58809455	46596851.21075667	28259072.468869597	59572912.85065924	23966256.00202028	46596851.21075667	23966256.00202028	52325586.89942561	59572912.85065924	387321589.1413056	111947643.26344828	11305307.281445313	401375907.1286794	792284733.5110219	294245568.1765423	450106653.3304391	47932512.00404056	792284733.5110219	47932512.00404056	404963144.36971617	219723363.83340833
749.557__9.33_4185	68215900.83517519	10180019.29027289	23187924.196617834	61295032.37651709	54000401.114954956	33634525.339869194	209158560.14303252	31731611.43682462	53140926.52527286	27138405.39979123	5485926.338465735	59775672.63755657	29202595.555795178	54516669.396268375	19536731.17913149	172786523.0092983	52628729.49999999	75969926.92104426	147240251.9299625	31731611.43682462	35203889.93083929	56800950.251461424	91897063.4458898	28866610.640227795	45701912.515896514	56800950.251461424	45701912.515896514	35235851.49818072	38583183.12511598	54516669.396268375	172786523.0092983	31731611.43682462	33634525.339869194	52628729.49999999	59775672.63755657	28170500.4777932	45701912.515896514	52628729.49999999	45701912.515896514	39883567.44989561	40139665.96253204	683729342.2893983	441720755.7898874	31731611.43682462	246427229.51587504	965616154.2748442	643279444.1212286	230932885.12182236	91403825.03179303	965616154.2748442	91403825.03179303	281886811.98544574	154332732.50046393
749.537_C41H78N4O3Se_7.88_1351	38561097.58430385	34594054.31689617	54869074.55585518	39490260.54746275	32970835.950950366	26125211.72376528	97037757.93087372	24183476.267221756	74320979.5	65257534.61028584	23174607.74254974	48745673.55468451	24654011.819822986	54873106.0357335	34589299.62976795	94190750.68689017	53849900.04842581	50442749.68354769	79991394.0574828	24183476.267221756	33551268.878553305	48322801.91208762	56058627.20615037	41955883.74028474	46715086.07007951	48322801.91208762	46715086.07007951	45937860.66919505	57260229.94394682	39490260.54746275	94190750.68689017	24183476.267221756	32970835.950950366	39490260.54746275	48745673.55468451	34591676.97333206	46715086.07007951	39490260.54746275	46715086.07007951	41669863.935790345	60065320.32300967	453984747.1519292	239974182.1724484	24183476.267221756	234858882.14987314	821487632.5054895	392410390.4430526	335647069.9222779	93430172.14015903	821487632.5054895	93430172.14015903	367502885.3535604	229040919.7757873
749.519_C23H62N22O5_10.04_3996	54126394.296478435	13411830.127954075	18192897.44000564	69322814.75360645	23074345.27571809	38777005.09863003	546085416.6189529	41191302.78146674	41428380.80919403	13292860.063130928	12134834.16388459	103922675.5499309	37488389.5	22972992.076196417	33321061.91476348	168746180.38823298	76715336.8349681	110767043.66150773	272918090.8523722	41191302.78146674	38703507.9649659	77306159.86430082	146663396.36000565	26905206.42957378	36159645.86824204	77306159.86430082	36159645.86824204	39662665.59244303	27753823.715821214	41191302.78146674	168746180.38823298	41191302.78146674	37488389.5	38777005.09863003	76715336.8349681	28147026.99547995	36159645.86824204	38777005.09863003	36159645.86824204	28197703.595240787	28147026.99547995	996903392.9535695	818754272.5571167	41191302.78146674	270924555.75476134	1314204717.6931138	1026643774.5200394	215241651.43659025	72319291.73648408	1314204717.6931138	72319291.73648408	317301324.7395442	111015294.86328486
749.47__8.15_5199	32134378.399357677	11184324.498415276	64392818.743770614	44233110.99367395	61662306.3688999	57629544.743136995	210913077.36572137	18046718.320588086	19148161.31296661	33024021.68541689	19405504.036526	53649176.35289737	54168143.92525012	58662159.0	48192495.78817592	1.4776139523738672	57662464.50438193	60019994.77434586	88187418.39874424	18046718.320588086	43706485.58146917	49653435.736281924	69392811.68661793	32728941.07091736	48263598.571564145	49653435.736281924	48263598.571564145	37991056.81845999	39756709.44663985	54168143.92525012	53649176.35289737	18046718.320588086	54168143.92525012	48192495.78817592	57629544.743136995	26214762.860971443	48263598.571564145	48192495.78817592	48263598.571564145	40608258.7367964	40608258.7367964	540179952.9691128	264562255.1962327	18046718.320588086	305945399.0702842	844108407.5167927	485749681.80632544	261831528.56733888	96527197.14312829	844108407.5167927	96527197.14312829	303928454.5476799	159026837.7865594
749.463_C26H56N18O8_6.05_3579	25460179.951387975	33337892.18785207	139351627.80560124	33852962.1877335	64790211.68412862	29099409.5	32438023.002413284	28495151.063296992	26942547.7143721	41661521.963926435	31126590.70702139	36541776.68632507	54825133.91304933	30380527.831116576	83554333.77007236	111434917.60331942	32809096.435031213	53926436.98421314	60138239.097352594	28495151.063296992	39977328.08783088	49182464.9415675	48709485.29985016	41290462.393838406	82405903.8784946	49182464.9415675	82405903.8784946	43845496.39359116	45634732.819871865	32438023.002413284	36541776.68632507	28495151.063296992	33337892.18785207	33337892.18785207	33852962.1877335	32232241.447436728	82405903.8784946	33337892.18785207	82405903.8784946	34939834.43708857	36021024.8975215	485337932.8579183	180414717.29205778	28495151.063296992	279841296.6148161	836101904.0066476	340966397.0989511	330323699.15070724	164811807.7569892	836101904.0066476	164811807.7569892	350763971.14872926	182538931.27948746
749.409_C27H56N16O5S2_7.45_1174	43527792.05073996	40445138.66764574	68829012.08737813	32105214.38310171	25739868.498849355	10811805.466692353	88206528.48517694	9100306.208547033	17615176.37429439	57108403.69209196	59477698.68337663	57125638.69133481	15886002.376184799	59326278.930769406	51794045.22463155	76598364.98402502	52628729.5	44932367.21917948	73976844.05351226	9100306.208547033	33870636.79655009	45078000.25322586	49030878.572740026	38844131.26969269	56178402.069059044	45078000.25322586	56178402.069059044	45241837.41652805	46460976.055446826	43527792.05073996	76598364.98402502	9100306.208547033	32105214.38310171	51794045.22463155	52628729.5	46119591.94613864	56178402.069059044	51794045.22463155	56178402.069059044	52211387.362315774	54451224.45836175	404391304.97261536	221930532.16053677	9100306.208547033	237094457.5758506	766326004.3048397	343216150.0091802	310753050.1575415	112356804.13811809	766326004.3048397	112356804.13811809	361934699.3322244	185843904.2217873
749.014__9.46_4340	13254853.059825027	50012564.97159804	56061441.482499264	71425658.12981008	68890034.26463576	28949897.740524925	15132791.58146013	6585724.1004247675	74320979.5	102290364.32294646	28281066.457891483	10654858.328648953	23645276.5828401	72602993.02591428	135334387.77459612	23958569.36285968	117640923.7056137	34624133.8962398	16582073.090989588	6585724.1004247675	55549345.97898773	52884846.14071111	48093247.587650456	61634169.592026405	34658147.271162145	52884846.14071111	34658147.271162145	73428147.41574132	96137181.15586421	23958569.36285968	15132791.58146013	6585724.1004247675	50012564.97159804	50012564.97159804	28949897.740524925	61307778.998756155	34658147.271162145	50012564.97159804	34658147.271162145	71605506.88231787	88305671.91147323	311617205.06615824	49746219.27296876	6585724.1004247675	388845421.8529141	899042384.3920888	336652733.11355317	493073356.73621124	69316294.54232429	899042384.3920888	69316294.54232429	587425179.3259306	384548724.62345684
748.628__9.77_5731	96684993.49821359	28597200.402115677	41480298.30032903	30585897.30480308	95507575.36954258	63400382.319886856	236919899.30294627	36080271.00852767	74320979.5	49912463.70013165	18097041.947774652	202168301.78773674	29279505.623662565	46642552.5603792	43278907.2566958	718417710.851402	68342026.565674	144387945.6411278	385835303.980695	36080271.00852767	47687089.933351345	110571529.84116596	202191684.7859988	40776115.249910906	69082645.89927131	110571529.84116596	69082645.89927131	72528062.0662089	53538725.75430167	46642552.5603792	236919899.30294627	36080271.00852767	30585897.30480308	49912463.70013165	95507575.36954258	39679589.13261174	69082645.89927131	49912463.70013165	69082645.89927131	59127245.13290283	48277508.13025542	1299491510.7701502	1157505911.942085	36080271.00852767	333809629.5334594	1879716007.2998214	1415341793.5019915	326208921.99928725	138165291.79854262	1879716007.2998214	138165291.79854262	580224496.5296712	214154903.01720667
748.628__9.18_5402	3070884808.936712	7128035.979367356	14448471.078375706	66705520.6609604	497076889.3258911	8017470.042661587	2763372142.4184704	24681539.5	1416198653.2292078	9591791.367726235	10201958.869400375	202442030.9246501	43122445.989123024	13900972.87226572	21571212.4512588	112554448.18957949	28462845.746755358	679743091.076461	1026122873.8442334	24681539.5	94387880.94487987	488844778.6813179	525518763.9012812	193299576.28229365	1542666640.0075438	488844778.6813179	1542666640.0075438	274084177.23678213	365315657.4801147	43122445.989123024	202442030.9246501	24681539.5	28462845.746755358	28462845.746755358	112554448.18957949	17736092.66176226	1542666640.0075438	28462845.746755358	1542666640.0075438	25017029.099007078	17736092.66176226	6117687819.6881485	3078368621.5327	24681539.5	660715166.6141591	8310361237.582405	3678631347.308968	1546396610.2583492	3085333280.0150876	8310361237.582405	3085333280.0150876	2192673417.894257	1461262629.9204588
748.512__5.94_5645	42753235.78168391	55134369.53408881	32013237.979169823	35853630.413170606	47535892.416784026	44919857.631551154	52484098.546281725	26531522.79667741	39825213.648108974	153051381.84926406	59235976.84427776	34824339.5	41849069.30833286	32835454.987664986	26035254.03523056	33310416.459531207	24313457.83705664	38061169.32267374	40206284.83527098	26531522.79667741	44120321.99789455	46029788.798169084	39034527.54348219	54312280.375455685	37383236.88042687	46029788.798169084	37383236.88042687	54994485.708101355	62936826.13006715	35853630.413170606	34824339.5	26531522.79667741	44919857.631551154	39825213.648108974	35853630.413170606	40837141.47822092	37383236.88042687	39825213.648108974	37383236.88042687	43680553.0324465	36330334.31788698	342550523.90406364	120618854.50581293	26531522.79667741	308842253.98526186	782506409.5688745	273241692.80437535	434498243.0036455	74766473.76085374	782506409.5688745	74766473.76085374	439955885.66481084	251747304.5202686
748.512_C32H65N11O9_4.88_4516	55989934.22392095	59930299.23925456	76025680.60292226	53616726.270300865	36405658.91623589	69935680.09209383	10457439.945232414	16725309.053765014	74320979.5	18241098.27426121	45101712.83785563	13323810.90900966	30357008.10975916	70690524.92635977	25884406.23926985	11141037.781292567	105321046.21496248	43882149.00062743	11640762.878511546	16725309.053765014	57238304.52578034	45498138.41979389	42885914.30416111	42656417.27256565	66007807.4134216	45498138.41979389	66007807.4134216	47316126.516356155	47284252.23497271	53616726.270300865	11141037.781292567	16725309.053765014	53616726.270300865	45101712.83785563	36405658.91623589	37729360.473807395	66007807.4134216	45101712.83785563	66007807.4134216	40753685.87704576	48287465.58281481	394939341.0056468	34922288.63553464	16725309.053765014	400668131.6804624	773468353.1364961	300201400.12912774	341251338.1805252	132015614.8268432	773468353.1364961	132015614.8268432	378529012.13084924	189137008.93989083
748.436_C28H59N11O11_5.98_3356	42211939.5	53761975.69599712	30706966.395425186	50821714.317206	28969870.45309882	61729028.97938257	49544720.41564056	26280765.3447477	32449873.51113579	23160319.64372968	152918625.14861608	30377583.696870666	101533459.9311444	98659721.50495583	47536469.967604816	33897735.01470841	52000593.47174968	55042894.600356735	37940013.04240655	26280765.3447477	71676466.8567421	53915374.29364784	43905892.33552239	67037651.34349143	36459452.94771259	53915374.29364784	36459452.94771259	52646913.94860033	50451596.15685653	49544720.41564056	33897735.01470841	26280765.3447477	53761975.69599712	47536469.967604816	49544720.41564056	50649222.83180097	36459452.94771259	47536469.967604816	36459452.94771259	39993171.7393703	39993171.7393703	495386051.40321064	113820039.12721965	26280765.3447477	501735267.99719465	916561362.9920133	307341246.3486567	536301210.7479314	72918905.89542519	916561362.9920133	72918905.89542519	421175311.58880264	201806384.62742612
748.034_C21H33N7O7P4S4_8.27_465	77216301.2405956	38453973.58269491	48469980.332564645	22472149.600829083	49200469.5	27152505.647204276	92714250.20049508	21706571.4340846	105176613.37405923	31295665.823204096	29935321.523148503	43750054.22419799	46344061.66327531	35115426.18641559	25537500.276405204	52580865.464719415	37512950.41940482	47085790.196687065	63015056.629804164	21706571.4340846	35867347.41950812	46154980.02901755	46483320.72240723	41695641.73291093	62843140.786580116	46154980.02901755	62843140.786580116	45107818.59038934	49281301.41502103	46344061.66327531	52580865.464719415	21706571.4340846	37512950.41940482	38453973.58269491	43750054.22419799	33205546.00480984	62843140.786580116	38453973.58269491	62843140.786580116	37983462.00104986	33205546.00480984	423772111.77018356	189045169.8894125	21706571.4340846	251071431.93655688	784634660.4932984	325383245.0568506	333565133.86328745	125686281.57316023	784634660.4932984	125686281.57316023	360862548.7231147	197125205.66008413
747.558_C32H74N8O11_8.45_4183	60791790.41097525	21551573.291710354	233928692.21259394	34890019.42846973	122897835.84057088	24737933.372648723	223726969.05495724	11662662.946541313	74320979.5	57600845.848468855	20449750.60430453	107106295.0352078	22715654.152164675	117040015.68202159	87515040.09721886	325631018.27188075	42907839.6534691	117236083.94802813	218821427.45401525	11662662.946541313	41450086.62047685	93498524.43548256	125985415.80817202	51607065.26530377	147360241.3117846	93498524.43548256	147360241.3117846	66793769.98386879	84119220.28192733	60791790.41097525	223726969.05495724	11662662.946541313	24737933.372648723	60791790.41097525	107106295.0352078	40158250.00031677	147360241.3117846	60791790.41097525	147360241.3117846	65960912.67423443	80918009.79860944	1055124755.5322531	656464282.3620458	11662662.946541313	290150606.34333795	1589474915.4032035	881897910.6572042	412856522.12243015	294720482.6235692	1589474915.4032035	294720482.6235692	534350159.87095034	336476881.1277093
747.528_C39H80N2O6Se_8.15_1992	20532574.361646514	58569934.61541856	73320204.08761612	39412239.0	34404929.33827574	32158900.06808027	38773916.87727447	12026864.246689754	76627088.00733684	35574601.721051864	22919670.288657803	66518988.58860756	77727014.33771503	99412076.66919646	35021473.62490715	60189887.2737155	50642041.680806406	50394852.99132601	55160930.91319918	12026864.246689754	45119247.0469934	49048964.98747036	46014414.68953713	52234840.43887168	46926389.22463132	49048964.98747036	46926389.22463132	47534840.98313274	61658810.00562307	39412239.0	60189887.2737155	12026864.246689754	39412239.0	39412239.0	39412239.0	47072268.16823521	46926389.22463132	39412239.0	46926389.22463132	43108321.700929135	56100844.86419435	453553676.9219341	165482792.73959753	12026864.246689754	315834729.3289538	833832404.7869961	322100902.82675993	417878723.51097345	93852778.44926263	833832404.7869961	93852778.44926263	380278727.86506194	246635240.0224923
747.496__7.82_3294	25265790.274287183	52971076.900361724	57460667.84634481	32754566.592105325	81072503.82598425	29099409.499999996	115337870.27481693	27292376.47562293	69561881.94052474	31152493.498554897	22490597.07955243	140800998.38325402	34405815.3873641	91784212.70309056	36601488.66721644	37239841.474989966	70150052.55482638	50071172.280957974	97792903.37768698	27292376.47562293	46134860.26288489	56202449.610523336	72350748.94371098	45782492.83153598	41363229.060316	56202449.610523336	41363229.060316	63100136.606284365	57275019.20234666	34405815.3873641	115337870.27481693	27292376.47562293	34405815.3873641	37239841.474989966	70150052.55482638	35503652.02729027	41363229.060316	37239841.474989966	41363229.060316	61266479.42044324	53081685.30387059	450640550.5286218	293378710.13306093	27292376.47562293	322944021.8401942	955441643.3788967	506455242.6059769	366259942.65228784	82726458.120632	955441643.3788967	82726458.120632	504801092.8502749	229100076.80938664
747.495_C30H62N14O8_7.19_3622	53216138.11188935	30343809.987251665	46450705.08098499	97002422.0963143	45176867.98127587	92919594.76116626	26072792.078835607	23476539.60023451	42329712.74138566	21319233.431133095	42993127.306948945	37514103.51842055	105273300.19981135	47049517.1363601	40718889.70925608	38301406.19820131	52628729.5	58862490.58486642	33962767.26515249	23476539.60023451	66619693.118966915	49575699.37879233	55659416.59060199	44188016.26404768	49833421.59643717	49575699.37879233	49833421.59643717	39128059.271958984	37854338.25453374	47049517.1363601	37514103.51842055	23476539.60023451	52628729.5	42993127.306948945	45176867.98127587	41524301.225320876	49833421.59643717	42993127.306948945	49833421.59643717	41524301.225320876	41524301.225320876	529762415.26379776	101888301.79545747	23476539.60023451	466337851.8327684	842786889.4394696	389615916.1342139	353504130.11238146	99666843.19287434	842786889.4394696	99666843.19287434	313024474.1756719	151417353.01813495
746.988__8.35_5716	35999688.993577555	36612887.944009066	47723061.10522141	47992719.91073677	71034240.34567644	20828232.738951646	23061643.80413423	18539851.20893371	33485217.631717157	30232341.082373984	28211516.700514276	35948283.262951806	67035918.0567041	44001426.04896453	76107641.20579815	37942351.92999569	52628729.5	38124988.19969108	32317426.332360577	18539851.20893371	46334892.17094176	41610926.55707415	41348028.78463522	41778349.98487687	41861375.04939948	41610926.55707415	41861375.04939948	45532607.20913011	45956656.49221346	37942351.92999569	35948283.262951806	18539851.20893371	47992719.91073677	36612887.944009066	37942351.92999569	35049052.78786311	41861375.04939948	36612887.944009066	41861375.04939948	36280585.603480436	38743321.840340845	343124893.7972197	96952278.99708173	18539851.20893371	324344245.19659233	707385751.4702606	289436201.49244654	334226799.87901497	83722750.09879896	707385751.4702606	83722750.09879896	364260857.67304087	183826625.96885383
746.536__9.16_3113	17136027.604052685	64313394.617775485	35105446.844666354	48361904.8049085	49200469.5	53896218.12270351	37610503.084131494	18075235.409736477	108569850.36114298	49913002.745197095	6100557.495274202	22420180.543329194	28361034.740593717	192133942.17433697	149662787.65030435	41534844.16033908	115374711.17563242	52468350.771718755	33855175.929266594	18075235.409736477	52229755.7795554	61045300.64906615	52628404.48443488	77141225.64929517	26120737.22435952	61045300.64906615	26120737.22435952	70694369.26108196	125069895.73274535	37610503.084131494	37610503.084131494	18075235.409736477	49200469.5	48361904.8049085	48361904.8049085	57113198.68148629	26120737.22435952	48361904.8049085	26120737.22435952	57113198.68148629	129116319.00572366	472215156.9454688	101565527.78779978	18075235.409736477	365608290.45688784	1037770111.0341246	368398831.39104414	617129805.1943613	52241474.44871904	1037770111.0341246	52241474.44871904	565554954.0886557	500279582.9309814
746.534__5.53_5327	42211939.5	65009512.228758566	127835955.0781604	60623356.21004716	84229344.53185374	110470992.46852209	16106893.280897873	3442848.0236957185	36444787.61218082	43861808.1031169	10489991.539011948	26577103.73252512	8924976.102331106	81019810.25843312	68161804.00194392	13406513.888672972	111994801.00347784	51560364.97897338	18696836.96736532	3442848.0236957185	64534710.58342893	53577202.20962525	60487000.73085667	39669442.23368402	85023947.2890802	53577202.20962525	85023947.2890802	55846144.09410861	57372052.493918695	42211939.5	16106893.280897873	3442848.0236957185	65009512.228758566	43861808.1031169	60623356.21004716	40153297.857648864	85023947.2890802	43861808.1031169	85023947.2890802	54435660.16593774	56011806.05253041	464043284.81076044	56090510.902095966	3442848.0236957185	451742974.0840025	910812437.5636293	423409005.1159967	317355537.86947215	170047894.5781604	910812437.5636293	170047894.5781604	446769152.7528689	229488209.97567478
