index	V12-leg-healthy-BH8	V12-leg-healthy-BH9	V12-leg-healthy-BH7	V12-leg-healthy-BH10	V12-leg-psoriasis-BA11	V12-leg-psoriasis-BA12	V12-leg-psoriasis-BB11	V12-leg-healthy-BH11	V12-leg-healthy-BH12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
552.293__4.67_5374	1.5349488497322892	15016312.5	13381789.983436728	10587768.640734535	13889643.159859153	10495888.137538409	13159690.559624715	2892265.743829309	9659984.158002349	8589687.093491962	9898149.379774893	9898149.379774893	9898149.379774893	9898149.379774893	12515073.95234076	10123876.399368443	10587768.640734535	10587768.640734535	10587768.640734535	10587768.640734535	13159690.559624715	51538122.56095177	89083344.41797404	89083344.41797404	89083344.41797404	89083344.41797404	37545221.85702228
552.265__4.19_5588	10612342.640901074	15356765.580915485	15685638.221087083	10856394.76188111	7026925.019852205	16086921.842693945	7270119.5	8959784.912610726	15748384.433663294	12869885.091843128	11955919.657067215	11955919.657067215	11955919.657067215	11955919.657067215	10127988.787515383	13106580.171398297	10856394.76188111	10856394.76188111	10856394.76188111	10856394.76188111	7270119.5	77219310.55105877	107603276.91360493	107603276.91360493	107603276.91360493	107603276.91360493	30383966.36254615
551.895_C10H21NO7P4S5_8.33_389	29858181.80833522	35400742.28905595	35513840.72215332	26777690.79917441	257807.81373529808	2372835.9166447544	728523.4010992631	11481062.0	2327895.133280384	23559902.12533322	16079842.209275402	16079842.209275402	16079842.209275402	16079842.209275402	1119722.3771597717	28317936.303754814	11481062.0	11481062.0	11481062.0	11481062.0	728523.4010992631	141359412.75199932	144718579.8834786	144718579.8834786	144718579.8834786	144718579.8834786	3359167.1314793155
551.463_C32H64O5_9.52_3790	12400639.867641313	21742096.774368323	13573038.233884692	24854048.41557046	9747450.629851524	7680719.0	5976098.892161587	9368133.016825128	8132362.216529912	15011719.754136637	12608287.449648105	12608287.449648105	12608287.449648105	12608287.449648105	7801422.840671037	12986839.050763004	9747450.629851524	9747450.629851524	9747450.629851524	9747450.629851524	7680719.0	90070318.52481982	113474587.04683293	113474587.04683293	113474587.04683293	113474587.04683293	23404268.522013113
551.451_C30H62O8_8.01_1813	21406566.21046923	15016312.5	23466270.3853958	18954006.257200386	2565063.79282608	1734646.079487073	1325257.9736167474	12621713.658029662	2459654.9905811166	15654087.333612697	11061054.64973401	11061054.64973401	11061054.64973401	11061054.64973401	1874989.2819766335	16985159.378600195	12621713.658029662	12621713.658029662	12621713.658029662	12621713.658029662	1734646.079487073	93924524.00167619	99549491.8476061	99549491.8476061	99549491.8476061	99549491.8476061	5624967.8459299
551.403_C27H50N8O4_8.57_348	15067714.5	45493271.20346929	6569050.455158694	7145090.289904373	14360537.317803185	7348846.142073729	3612227.588306701	18221590.83149549	24762352.281658866	19543178.26028112	15842297.845541146	15842297.845541146	15842297.845541146	15842297.845541146	8440537.016061204	16644652.665747745	14360537.317803185	14360537.317803185	14360537.317803185	14360537.317803185	7348846.142073729	117259069.56168672	142580680.6098703	142580680.6098703	142580680.6098703	142580680.6098703	25321611.048183613
551.392__7.09_4248	8059956.264733882	20675703.01281486	10902946.903577128	14084094.563462717	8887799.5	8075390.317474861	3061087.946830766	8667431.971983807	10420463.657234143	12135099.395634422	10314986.015345797	10314986.015345797	10314986.015345797	10314986.015345797	6674759.254768542	10661705.280405637	8887799.5	8887799.5	8887799.5	8887799.5	8075390.317474861	72810596.37380654	92834874.13811217	92834874.13811217	92834874.13811217	92834874.13811217	20024277.764305625
551.392_C24H58N7O2Se_8.65_577	29223684.792420805	37961259.413803786	28401570.35260335	13431034.500000002	12403892.680726577	3675493.0434406865	1438334.806426051	1816100.124844303	4252204.58792267	19180975.628599152	14733730.478020914	14733730.478020914	14733730.478020914	14733730.478020914	5839240.176864438	20916302.426301677	12403892.680726577	12403892.680726577	12403892.680726577	12403892.680726577	3675493.0434406865	115085853.77159491	132603574.30218822	132603574.30218822	132603574.30218822	132603574.30218822	17517720.530593313
551.392_C24H46N12O3_8.26_2766	29223684.792420805	37961259.413803786	28401570.35260335	13431034.500000002	12403892.680726577	3675493.0434406865	1438334.806426051	1816100.124844303	3736571.678634741	19095036.810384497	14676437.932544477	14676437.932544477	14676437.932544477	14676437.932544477	5839240.176864438	20916302.426301677	12403892.680726577	12403892.680726577	12403892.680726577	12403892.680726577	3675493.0434406865	114570220.86230698	132087941.3929003	132087941.3929003	132087941.3929003	132087941.3929003	17517720.530593313
551.379__7.93_2430	15067714.5	18497087.274259772	26538472.23811394	26646794.407534044	24081226.629347593	3921704.916828895	2003008.8416521049	9878271.329418262	3393380.869096532	16670286.769737093	14447517.889583461	14447517.889583461	14447517.889583461	14447517.889583461	10001980.129276197	16782400.887129888	15067714.5	15067714.5	15067714.5	15067714.5	3921704.916828895	100021720.61842255	130027661.00625114	130027661.00625114	130027661.00625114	130027661.00625114	30005940.387828592
551.355_C31H56O3Se_6.52_910	19485735.750639085	15726541.125616256	15224434.500000002	9935510.233379921	4805082.647227128	7204802.668442307	8090984.591369909	11511982.069692565	4710144.572133805	12765724.70857694	10743913.128722332	10743913.128722332	10743913.128722332	10743913.128722332	6700289.969013114	13368208.284846283	9935510.233379921	9935510.233379921	9935510.233379921	9935510.233379921	7204802.668442307	76594348.25146164	96695218.15850098	96695218.15850098	96695218.15850098	96695218.15850098	20100869.907039344
551.322_C19H43N12O5P_7.39_1722	28695035.67100398	28035331.168850575	15224434.5	24835446.76645966	9376480.719147423	1471504.565610604	2144422.1449676915	10878519.848124174	1753870.7684676575	18237106.453817677	13601671.794736864	13601671.794736864	13601671.794736864	13601671.794736864	4330802.47657524	20029940.63322983	10878519.848124174	10878519.848124174	10878519.848124174	10878519.848124174	2144422.1449676915	109422638.72290605	122415046.15263177	122415046.15263177	122415046.15263177	122415046.15263177	12992407.42972572
551.009__8.85_1686	8254589.7000917755	4552224.497386801	3800656.7828437006	13431034.5	7322086.934790798	19054687.39173099	17837348.377499443	28140516.952706423	11066561.03586023	11540930.578148155	12606634.01921224	12606634.01921224	12606634.01921224	12606634.01921224	14738040.90134041	9660575.367976002	11066561.03586023	11066561.03586023	11066561.03586023	11066561.03586023	17837348.377499443	69245583.46888892	113459706.17291017	113459706.17291017	113459706.17291017	113459706.17291017	44214122.70402123
550.904__8.51_237	22886826.814009838	15016312.5	13072825.003044022	28712876.23125648	672827.7222922853	4541105.398380157	6895652.956004775	34406605.88786649	27122686.36778056	23536355.467326235	17036413.2089594	17036413.2089594	17036413.2089594	17036413.2089594	4036528.6922257394	25004756.5908952	15016312.5	15016312.5	15016312.5	15016312.5	4541105.398380157	141218132.8039574	153327718.8806346	153327718.8806346	153327718.8806346	153327718.8806346	12109586.076677218
550.629_C38H79N_9.77_1522	8863822.505815102	11218883.485754553	23605780.343087755	22654435.775327425	6326243.634583699	6866803.184541278	12596630.087737892	11481062.0	69659877.39406668	24580643.584008586	19252615.378990486	19252615.378990486	19252615.378990486	19252615.378990486	8596558.96895429	17067748.887663715	11481062.0	11481062.0	11481062.0	11481062.0	6866803.184541278	147483861.5040515	173273538.41091436	173273538.41091436	173273538.41091436	173273538.41091436	25789676.90686287
550.629_C38H79N_8.92_2486	10286199.78422132	4078887.7762680477	18430594.640440095	15649913.860900965	12779116.53688674	6235536.856794092	7270119.500000001	9701593.154159674	59430566.76829809	19596292.66404803	15984725.430885447	15984725.430885447	15984725.430885447	15984725.430885447	8761590.964560278	12968056.822561141	10286199.78422132	10286199.78422132	10286199.78422132	10286199.78422132	7270119.500000001	117577755.98428819	143862528.87796903	143862528.87796903	143862528.87796903	143862528.87796903	26284772.893680833
550.467_C30H63NO7_8.38_4018	15067714.5	9757827.772879645	16461015.127472138	13616863.527111582	11187016.428513555	11868417.833555466	1820009.1373525134	7215223.553350563	2219116.675526946	10722960.19272348	9912578.2839736	9912578.2839736	9912578.2839736	9912578.2839736	8291814.466473845	11687345.649995614	11187016.428513555	11187016.428513555	11187016.428513555	11187016.428513555	11187016.428513555	64337761.156340875	89213204.55576241	89213204.55576241	89213204.55576241	89213204.55576241	24875443.399421535
550.379_C27H47N7O5_7.97_882	28576683.081633262	30639655.58523294	21605581.753490876	13431034.5	10129093.156808143	1310923.334676898	1384461.226897386	3519081.714084119	606447.9184594484	16396414.092150107	12355884.69680923	12355884.69680923	12355884.69680923	12355884.69680923	4274825.906127475	17518308.12674544	10129093.156808143	10129093.156808143	10129093.156808143	10129093.156808143	1384461.226897386	98378484.55290064	111202962.27128308	111202962.27128308	111202962.27128308	111202962.27128308	12824477.718382426
550.369__4.72_5026	21768139.70421	14821442.600933168	11597428.724037712	13728847.210279817	6955948.613082125	7680719.0	6233747.154141867	58551544.67731423	18667948.99810715	23189225.31914701	17778418.520234007	17778418.520234007	17778418.520234007	17778418.520234007	6956804.922407997	16744695.79952016	13728847.210279817	13728847.210279817	13728847.210279817	13728847.210279817	6955948.613082125	139135351.91488206	160005766.68210608	160005766.68210608	160005766.68210608	160005766.68210608	20870414.76722399
550.343_C20H43N11O7_2.89_3834	8326710.342720959	10914259.382638836	8316573.008207841	7642095.638468497	8887799.5	9974644.840026598	10120662.737814886	22559796.537801113	12134073.879273593	11648918.131518474	10986290.651883593	10986290.651883593	10986290.651883593	10986290.651883593	9661035.692613827	9620484.862679899	9974644.840026598	9974644.840026598	9974644.840026598	9974644.840026598	9974644.840026598	69893508.78911084	98876615.86695233	98876615.86695233	98876615.86695233	98876615.86695233	28983107.077841483
549.416__8.37_356	44625100.05308029	55241982.559358574	41315067.86563009	13431034.5	3618531.0487784552	3174023.1590638035	800540.1862888064	19005580.206485566	3341558.143166277	29493387.2212868	20505935.302427985	20505935.302427985	20505935.302427985	20505935.302427985	2531031.4647103553	30160324.03605783	13431034.5	13431034.5	13431034.5	13431034.5	3174023.1590638035	176960323.3277208	184553417.72185186	184553417.72185186	184553417.72185186	184553417.72185186	7593094.394131065
549.3__3.45_2784	11848342.864033785	15016312.5	7151095.179451121	13246021.176018447	12567192.649666341	8899570.641289916	17957083.92735483	4992449.722176123	13611030.269111173	10977541.95179844	11698788.769900195	11698788.769900195	11698788.769900195	11698788.769900195	13141282.406103695	12547182.020026116	12567192.649666341	12567192.649666341	12567192.649666341	12567192.649666341	12567192.649666341	65865251.71079065	105289098.92910175	105289098.92910175	105289098.92910175	105289098.92910175	39423847.21831109
549.398__7.9_2976	15067714.5	24009325.418612905	19599043.732882343	15465004.077766005	14259836.799116941	6100040.541489474	6893158.710903492	10509779.672421852	2516942.3231440564	14527968.287471196	12713427.308481896	12713427.308481896	12713427.308481896	12713427.308481896	9084345.350503301	15266359.288883002	14259836.799116941	14259836.799116941	14259836.799116941	14259836.799116941	6893158.710903492	87167809.72482717	114420845.77633707	114420845.77633707	114420845.77633707	114420845.77633707	27253036.051509906
549.396__6.94_4844	19496503.80534413	2.2411551956815114	18191611.36305533	21045655.270099867	2.2411551956815114	7680719.0	2.2411551956815114	2.2411551956815114	14388754.233522268	12187088.192388663	8978139.181849154	8978139.181849154	8978139.181849154	8978139.181849154	2560241.160770131	16290182.7982888	7680719.0	7680719.0	7680719.0	7680719.0	2.2411551956815114	73122529.15433198	80803252.63664238	80803252.63664238	80803252.63664238	80803252.63664238	7680723.482310392
549.375_C33H54N2O2_7.25_1806	35704663.689028636	19797791.48815549	17011195.808370557	10224122.377989305	9404833.10503479	2463733.670743631	2922878.2856399002	11481062.0	1184330.4151826694	15900527.629787775	12243845.648904998	12243845.648904998	12243845.648904998	12243845.648904998	4930481.68713944	14246128.904185278	10224122.377989305	10224122.377989305	10224122.377989305	10224122.377989305	2922878.2856399002	95403165.77872665	110194610.84014498	110194610.84014498	110194610.84014498	110194610.84014498	14791445.061418321
549.375_C24H44N12O3_8.0_1807	28131107.577600192	29126094.4506172	18507613.968678802	17339078.00602688	8887799.5	2230023.1005104585	890506.2461723895	10611300.39054635	1070121.9835880506	17464219.396176245	12977071.691526704	12977071.691526704	12977071.691526704	12977071.691526704	4002776.2822276163	17923345.98735284	10611300.39054635	10611300.39054635	10611300.39054635	10611300.39054635	2230023.1005104585	104785316.37705748	116793645.22374032	116793645.22374032	116793645.22374032	116793645.22374032	12008328.846682848
549.361_C29H54N4OSe_4.61_4258	9234542.615343692	11684205.45330481	29615558.74250721	7264535.528542558	8887799.5	35222395.5601452	12429706.057979353	10331033.767948335	17839323.3394062	14328199.907842135	15834344.507241927	15834344.507241927	15834344.507241927	15834344.507241927	18846633.70604152	11007619.610626573	11684205.45330481	11684205.45330481	11684205.45330481	11684205.45330481	12429706.057979353	85969199.4470528	142509100.56517735	142509100.56517735	142509100.56517735	142509100.56517735	56539901.11812455
549.35_C29H46N6O3_7.42_3999	48702410.96400927	10945077.660194186	15182303.159776134	14980343.372599507	8887799.5	5084379.388914144	14066100.8611139	11985813.129490161	4304399.386095597	17683391.278694145	14904291.935799213	14904291.935799213	14904291.935799213	14904291.935799213	9346093.250009349	13483078.251044834	11985813.129490161	11985813.129490161	11985813.129490161	11985813.129490161	8887799.5	106100347.67216487	134138627.42219292	134138627.42219292	134138627.42219292	134138627.42219292	28038279.750028044
549.298_C21H40N8O9_4.37_2006	7375833.270413154	15016312.5	10709337.22985489	10199184.74095865	12416088.330153566	7516975.45900778	8319475.506223448	12296182.864575546	9736516.431055345	10888894.506142931	10398434.036915818	10398434.036915818	10398434.036915818	10398434.036915818	9417513.098461598	10454260.98540677	10199184.74095865	10199184.74095865	10199184.74095865	10199184.74095865	8319475.506223448	65333367.03685758	93585906.33224237	93585906.33224237	93585906.33224237	93585906.33224237	28252539.295384794
549.158_C22H24N6O11_3.42_1085	10493583.609164564	10709232.299915308	10865982.996006701	10236729.091607302	9582368.715562021	9315244.189191747	10638081.572974341	11481062.0	11005117.70937834	10798617.951012036	10480822.464866702	10480822.464866702	10480822.464866702	10480822.464866702	9845231.492576035	10787607.647961006	10638081.572974341	10638081.572974341	10638081.572974341	10638081.572974341	9582368.715562021	64791707.70607222	94327402.18380031	94327402.18380031	94327402.18380031	94327402.18380031	29535694.477728106
549.115__2.53_6323	15732229.282539126	5995948.870577174	13747383.598558445	19253032.618755322	8112695.887569819	10831294.66872638	7270119.5	5503129.46618283	16600103.06456062	12805304.48352892	11449548.55082997	11449548.55082997	11449548.55082997	11449548.55082997	8738036.685432067	14739806.440548785	10831294.66872638	10831294.66872638	10831294.66872638	10831294.66872638	8112695.887569819	76831826.90117352	103045936.95746972	103045936.95746972	103045936.95746972	103045936.95746972	26214110.0562962
548.9__7.78_2668	19625658.123206995	7581306.820261035	25492979.46197961	12872903.106901327	3436172.493755853	3807657.0209368323	9555115.004144106	14106767.391217977	7365866.5	14507580.233927824	11538269.546933748	11538269.546933748	11538269.546933748	11538269.546933748	5599648.172945596	13489835.249059651	9555115.004144106	9555115.004144106	9555115.004144106	9555115.004144106	3807657.0209368323	87045481.40356694	103844425.92240372	103844425.92240372	103844425.92240372	103844425.92240372	16798944.51883679
548.426__8.58_567	7028880.837945353	25682234.845959395	15224434.5	22016349.606357872	3318258.8020280027	7219267.996127685	6241882.194527177	27734229.2701032	21544866.997940827	19871832.67638444	15112267.227887727	15112267.227887727	15112267.227887727	15112267.227887727	5593136.330894289	21780608.302149348	15224434.5	15224434.5	15224434.5	15224434.5	6241882.194527177	119230996.05830665	136010405.05098954	136010405.05098954	136010405.05098954	136010405.05098954	16779408.992682867
548.407__7.56_3266	15477760.018746594	14013727.078714367	12226811.922900967	13431034.5	17991563.62525473	6424841.9660156155	7146610.353974432	22200914.2646793	7521923.815664172	14145361.9334509	12937243.06066113	12937243.06066113	12937243.06066113	12937243.06066113	10521005.315081593	13722380.789357184	13431034.5	13431034.5	13431034.5	13431034.5	7146610.353974432	84872171.6007054	116435187.54595017	116435187.54595017	116435187.54595017	116435187.54595017	31563015.945244778
548.377_C28H53NO9_6.48_1118	15067714.5	15749365.24822968	13825610.039157515	15369488.871236812	9308419.45241533	4730167.45215729	5103375.425101131	14226773.820415637	2055658.1043412932	12715768.430563489	10604063.657006077	10604063.657006077	10604063.657006077	10604063.657006077	6380654.109891251	14647244.16020782	13825610.039157515	13825610.039157515	13825610.039157515	13825610.039157515	5103375.425101131	76294610.58338094	95436572.9130547	95436572.9130547	95436572.9130547	95436572.9130547	19141962.329673752
548.348_C20H49N7O8S_6.25_638	14172690.675183773	15016312.5	34406012.51255769	22502017.088065006	4880391.310570911	3982199.3113937173	8565124.511186678	26323776.13708555	5970329.958646843	19731856.47858981	15090983.778298907	15090983.778298907	15090983.778298907	15090983.778298907	5809238.377717103	18759164.794032503	14172690.675183773	14172690.675183773	14172690.675183773	14172690.675183773	4880391.310570911	118391138.87153886	135818854.00469017	135818854.00469017	135818854.00469017	135818854.00469017	17427715.133151308
548.337_C20H49N7O8S_6.2_4222	8770829.538448028	8314516.217518769	24184676.982911155	8142381.43303716	12326602.829700168	6582254.200917694	8047489.649013557	12726601.705446102	7365866.499999999	11584145.396226868	10717913.228554737	10717913.228554737	10717913.228554737	10717913.228554737	8985448.893210473	8542672.877983399	8314516.217518769	8314516.217518769	8314516.217518769	8314516.217518769	8047489.649013557	69504872.37736121	96461219.05699264	96461219.05699264	96461219.05699264	96461219.05699264	26956346.67963142
547.851__7.36_5917	7600299.323371036	16720756.954790724	12145554.045798298	6774059.801498914	10078012.054509364	7680719.0	5204658.4054936785	20766929.449656982	14014655.594937641	13003709.195008932	11220627.181117404	11220627.181117404	11220627.181117404	11220627.181117404	7654463.153334347	13080104.82036797	10078012.054509364	10078012.054509364	10078012.054509364	10078012.054509364	7680719.0	78022255.17005359	100985644.63005663	100985644.63005663	100985644.63005663	100985644.63005663	22963389.46000304
547.4_C33H54O6_7.83_3298	15067714.499999998	19172644.728944264	17591727.71323308	14191483.718070257	1725527.1616017993	1715940.7135153788	3877714.4230766315	21134364.31529692	6325653.775824964	15580598.125228247	11200307.894395921	11200307.894395921	11200307.894395921	11200307.894395921	2439727.43273127	16329721.106616538	14191483.718070257	14191483.718070257	14191483.718070257	14191483.718070257	1725527.1616017993	93483588.75136948	100802771.04956329	100802771.04956329	100802771.04956329	100802771.04956329	7319182.29819381
547.349_C28H50O10_5.18_931	14556801.897573695	15016312.5	13507583.068294935	13343115.999410894	12775400.441451246	10068689.491641356	12739737.711273845	11445750.633567259	8472745.037780996	12723718.189437963	12436237.42011047	12436237.42011047	12436237.42011047	12436237.42011047	11861275.881455481	13425349.533852914	12775400.441451246	12775400.441451246	12775400.441451246	12775400.441451246	12739737.711273845	76342309.13662778	111926136.78099422	111926136.78099422	111926136.78099422	111926136.78099422	35583827.64436644
547.332_C24H52BN3O5Se_2.99_2275	19073745.92546521	6962309.798105997	15224434.500000002	15032103.21773971	3139638.328613567	6607986.74528691	4882194.302931144	14375248.760731936	18769613.710979067	14906242.652170321	11563030.587761505	11563030.587761505	11563030.587761505	11563030.587761505	4876606.458943874	15128268.858869856	14375248.760731936	14375248.760731936	14375248.760731936	14375248.760731936	4882194.302931144	89437455.91302192	104067275.28985354	104067275.28985354	104067275.28985354	104067275.28985354	14629819.376831621
547.332_C24H50O13_3.25_4276	14251323.89982663	15016312.5	12426256.231493961	10909684.434318764	21882100.272113096	19744448.54665082	33448430.721259736	10227262.85950329	26368903.233478006	14866623.85977011	18252746.966516033	18252746.966516033	18252746.966516033	18252746.966516033	25024993.180007886	13338790.065660294	15016312.5	15016312.5	15016312.5	15016312.5	21882100.272113096	89199743.15862066	164274722.6986443	164274722.6986443	164274722.6986443	164274722.6986443	75074979.54002365
547.31_C19H38N12O7_4.9_831	15067714.5	11678636.343991432	14442612.507290786	12416174.27477505	15031665.806723753	11185856.426069694	14615809.10102161	10328266.353850186	12285253.529978499	12703109.584980993	13005776.538189001	13005776.538189001	13005776.538189001	13005776.538189001	13611110.444605017	12350713.902376775	12416174.27477505	12416174.27477505	12416174.27477505	12416174.27477505	14615809.10102161	76218657.50988595	117051988.843701	117051988.843701	117051988.843701	117051988.843701	40833331.33381505
547.272_C28H42N4O3S2_3.86_2086	7864209.565657833	5933300.871608837	15224434.5	8749187.937991515	93588761.2483205	32470467.575135335	12333561.576585913	11338592.128269538	8494649.90706185	9600729.15176493	21777462.812292367	21777462.812292367	21777462.812292367	21777462.812292367	46130930.13334725	8621918.922526684	11338592.128269538	11338592.128269538	11338592.128269538	11338592.128269538	32470467.575135335	57604374.910589576	195997165.3106313	195997165.3106313	195997165.3106313	195997165.3106313	138392790.40004176
547.272_C23H34N10O6_3.17_532	14656364.547547486	11211129.663712112	14014839.63583384	13431034.499999998	5090540.83970208	10499389.45166632	13802248.849569473	14477534.062381517	15140297.353793187	13821866.627211357	12480375.433800668	12480375.433800668	12480375.433800668	12480375.433800668	9797393.046979291	14246186.849107679	13802248.849569473	13802248.849569473	13802248.849569473	13802248.849569473	10499389.45166632	82931199.76326814	112323378.90420601	112323378.90420601	112323378.90420601	112323378.90420601	29392179.140937872
547.236_C23H44N4O4SSe_3.4_4482	13359798.335434332	7117432.446438879	6838774.429852949	7364485.10726582	31169645.292335615	7680719.0	11275972.550568992	17006141.221598465	12043403.676987885	10621672.536263056	12650708.006720327	12650708.006720327	12650708.006720327	12650708.006720327	16708778.947634868	9703944.392126853	11275972.550568992	11275972.550568992	11275972.550568992	11275972.550568992	11275972.550568992	63730035.21757834	113856372.06048295	113856372.06048295	113856372.06048295	113856372.06048295	50126336.842904605
546.84__3.63_3268	4010162.6791366907	9346462.798992805	15438213.963701766	14293118.454153042	6605988.559359059	7680719.0	17263605.606579464	11306401.77263571	12502493.900196208	11149475.594802706	10938574.081639417	10938574.081639417	10938574.081639417	10938574.081639417	10516771.05531284	11904447.836415958	11306401.77263571	11306401.77263571	11306401.77263571	11306401.77263571	7680719.0	66896853.56881623	98447166.73475476	98447166.73475476	98447166.73475476	98447166.73475476	31550313.165938523
546.823__3.45_5341	13788310.491038745	12377832.710813746	32175723.63551636	13431034.5	9208483.048463928	7892336.443177862	6482436.563647587	8.890779918843958	11994542.297732463	13961242.08764687	11927856.509018956	11927856.509018956	11927856.509018956	11927856.509018956	7861085.3517631255	12904433.605406873	11994542.297732463	11994542.297732463	11994542.297732463	11994542.297732463	7892336.443177862	83767452.52588122	107350708.5811706	107350708.5811706	107350708.5811706	107350708.5811706	23583256.055289377
546.434_C16H51N17O4_8.76_1064	80361648.28718401	75553850.51063816	38674413.3009496	6166710.764417669	32846520.15771594	7680719.0	5670216.761233038	11211295.914443439	1954823.4028357288	35653790.363411434	28902244.233268622	28902244.233268622	28902244.233268622	28902244.233268622	15399151.972982993	24942854.607696522	11211295.914443439	11211295.914443439	11211295.914443439	11211295.914443439	7680719.0	213922742.18046862	260120198.0994176	260120198.0994176	260120198.0994176	260120198.0994176	46197455.91894898
546.401_C26H59BN3O3Se_6.53_963	24391230.086867463	23505931.276932176	19510292.625772882	22115987.375378463	3251209.027969873	4174313.630908574	5825837.806455846	11230733.272487126	7365866.5	18020006.856239688	13485711.289196935	13485711.289196935	13485711.289196935	13485711.289196935	4417120.155111431	20813140.000575673	11230733.272487126	11230733.272487126	11230733.272487126	11230733.272487126	4174313.630908574	108120041.13743812	121371401.60277241	121371401.60277241	121371401.60277241	121371401.60277241	13251360.465334293
546.368_C23H54N4O8P_7.36_2488	15067714.5	20688362.668820407	46005721.753721476	36367507.760039486	4024526.4031435945	6953576.698849063	1413915.9005472	30247187.11545203	4483472.83266798	25476661.105116893	18361331.737026803	18361331.737026803	18361331.737026803	18361331.737026803	4130673.0008466193	25467774.892136216	15067714.5	15067714.5	15067714.5	15067714.5	4024526.4031435945	152859966.63070136	165251985.63324124	165251985.63324124	165251985.63324124	165251985.63324124	12392019.002539858
546.348__3.88_4634	8253374.714329921	13323749.128653452	8153755.807530871	3774923.3485097624	11426250.226433458	8295963.868047084	7270119.499999999	26793929.923309736	7625237.590351924	11320828.418780945	10546367.123018466	10546367.123018466	10546367.123018466	10546367.123018466	8997444.531493513	8203565.260930396	8253374.714329921	8253374.714329921	8253374.714329921	8253374.714329921	8295963.868047084	67924970.51268567	94917304.1071662	94917304.1071662	94917304.1071662	94917304.1071662	26992333.59448054
546.312__3.44_4709	15067714.5	12855620.858466417	12212050.12744434	10398097.169732392	10455522.357122375	11018297.78878881	11657972.008919977	9560866.624215346	13808627.55823521	12317162.806348952	11892752.110324986	11892752.110324986	11892752.110324986	11892752.110324986	11043930.718277054	12533835.49295538	11657972.008919977	11657972.008919977	11657972.008919977	11657972.008919977	11018297.78878881	73902976.83809371	107034768.99292487	107034768.99292487	107034768.99292487	107034768.99292487	33131792.154831164
545.873__7.18_2386	35559481.05701754	15016312.5	9175558.02631579	20917015.629385963	3612829.298245614	2184327.763157895	5256203.7938596485	39980465.28508772	15512605.72368421	22693573.0369152	16357199.897417154	16357199.897417154	16357199.897417154	16357199.897417154	3684453.618421053	18214810.676535085	15016312.5	15016312.5	15016312.5	15016312.5	3612829.298245614	136161438.22149122	147214799.0767544	147214799.0767544	147214799.0767544	147214799.0767544	11053360.855263159
545.417_C30H52N6O3_9.18_1439	25356259.05723492	120110663.47287922	109693229.47653331	13431034.5	67542443.36195908	5429332.9922757605	6383034.915365169	5447210.000017715	2580805.434210148	46103200.32347921	39552668.134497255	39552668.134497255	39552668.134497255	39552668.134497255	26451603.75653334	19393646.77861746	13431034.5	13431034.5	13431034.5	13431034.5	6383034.915365169	276619201.9408753	355974013.2104753	355974013.2104753	355974013.2104753	355974013.2104753	79354811.26960002
545.404_C27H48N10O2_8.99_3850	20771664.456012093	40835058.2908942	15678961.857548265	27326716.97753924	8887799.5	6604699.5597146535	3283481.8710701955	11348609.498477317	3488777.7808666755	19908298.1435563	15358418.865791406	15358418.865791406	15358418.865791406	15358418.865791406	6258660.310261616	18225313.15678018	11348609.498477317	11348609.498477317	11348609.498477317	11348609.498477317	6604699.5597146535	119449788.86133781	138225769.79212266	138225769.79212266	138225769.79212266	138225769.79212266	18775980.930784848
545.402_C30H62O3Se_7.33_143	15067714.5	17634690.792540465	17221212.32622205	15503071.838401033	721589.9133767292	1306893.052689654	2114040.072154575	15046174.760225546	3256484.9305892754	13954891.52466306	9763541.354022147	9763541.354022147	9763541.354022147	9763541.354022147	1380841.0127403194	15285393.169200517	15046174.760225546	15046174.760225546	15046174.760225546	15046174.760225546	1306893.052689654	83729349.14797837	87871872.18619932	87871872.18619932	87871872.18619932	87871872.18619932	4142523.0382209583
545.394_C28H59O6P_8.61_4257	19106403.284283035	15016312.5	4055757.1289826795	19154764.684759956	9174350.130073741	980738.1047510315	3860870.4502523183	16095102.609458422	1235721.4792945865	12444010.281129777	9853335.596872862	9853335.596872862	9853335.596872862	9853335.596872862	4671986.228359031	15555707.554729212	9174350.130073741	9174350.130073741	9174350.130073741	9174350.130073741	3860870.4502523183	74664061.68677866	88680020.37185577	88680020.37185577	88680020.37185577	88680020.37185577	14015958.685077092
