index	V14-arm-healthy-BD5	V14-arm-healthy-BC4	V14-arm-healthy-BC9	V14-arm-healthy-BD1	V14-arm-healthy-BC6	V14-arm-healthy-BC5	V14-arm-healthy-BC3	V14-arm-psoriasis-BC7	V14-arm-healthy-BD2	V14-arm-psoriasis-BD4	V14-arm-healthy-BC2	V14-arm-psoriasis-BC8	V14-arm-healthy-BC10	V14-arm-healthy-BD3	V14-arm-psoriasis-BC11	V14-arm-psoriasis-BC12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Batch_4	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Batch_4	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_2_psoriasis
982.62__7.48_4896	1814107.4901744858	3938212.0558145107	2491207.8080616696	2697681.6838948573	1619994.638854674	2305152.919506675	4244926.25756105	2147112.0897096377	4786021.807089676	2521216.56281772	2031575.0340277005	2488695.404705292	3672981.4401535126	2874006.7194515183	1888715.2111779854	2303794.6990255304	2952351.623144575	2739087.613876656	2739087.613876656	2739087.613876656	2739087.613876656	2269906.793487233	2697681.6838948573	2489951.606383481	2489951.606383481	2489951.606383481	2489951.606383481	2303794.6990255304	32475867.854590327	43825401.8220265	43825401.8220265	43825401.8220265	43825401.8220265	11349533.967436166
98.513__6.8_3090	1991422.068939431	1355914.4805364234	2838943.0603423472	1590102.9339705177	1136051.4242225357	5218318.632670318	2103632.0179993785	2005943.319460163	2123532.9462401015	3476713.237815661	2768432.690756085	1704289.4506464712	3427866.2673816993	13877061.635988552	20128551.201683085	6028116.875157319	3493752.5599133987	4485930.76523813	4485930.76523813	4485930.76523813	4485930.76523813	6668722.81695254	2123532.9462401015	2445982.818498093	2445982.818498093	2445982.818498093	2445982.818498093	3476713.237815661	38431278.15904739	71774892.24381009	71774892.24381009	71774892.24381009	71774892.24381009	33343614.0847627
98.513__3.11_2260	758151.8195228413	2108767.4629605217	1011852.7973846282	1613022.5811748554	1473425.6562837444	1990812.930378941	2480342.8134313873	2373205.3422971717	1285291.134465691	2385521.435243617	2068647.4634122136	6419253.812303154	10840445.885266425	11761329.784739058	14908056.32085412	3971402.9967772313	3399280.939001846	4215595.639780975	4215595.639780975	4215595.639780975	4215595.639780975	6011487.981495059	1990812.930378941	2240986.4026288465	2240986.4026288465	2240986.4026288465	2240986.4026288465	3971402.9967772313	37392090.32902031	67449530.2364956	67449530.2364956	67449530.2364956	67449530.2364956	30057439.907475296
98.513__10.04_5	1004661.5531784573	855819.0798660177	3.7246934088846526	669774.3687856382	1230411.4959975472	3671352.074576015	3854089.2579093054	30247210.882864818	21469985.763601772	2815756.4763145307	957916.6508969549	1492857.1182809686	36035175.85744067	3181931.0853419807	4299394.97840851	16095048.316443728	6630101.901117069	7992586.792787519	7992586.792787519	7992586.792787519	7992586.792787519	10990053.554462511	1230411.4959975472	2998843.7808282557	2998843.7808282557	2998843.7808282557	2998843.7808282557	4299394.97840851	72931120.91228776	127881388.68460031	127881388.68460031	127881388.68460031	127881388.68460031	54950267.77231255
98.513__1.96_2602	1098525.793458285	1415976.9741782057	1588187.0609846115	1006474.3967523384	1799102.9931926967	2757314.0045915693	2152940.1546991807	4664910.340492818	1741502.3416774464	1984685.550409981	2978805.1567743747	1568099.8293457462	7610155.292939334	4302542.198018141	12732444.5113095	15713817.199027201	2586502.397024199	4069717.7373657143	4069717.7373657143	4069717.7373657143	4069717.7373657143	7332791.48611705	1799102.9931926967	2068812.852554581	2068812.852554581	2068812.852554581	2068812.852554581	4664910.340492818	28451526.367266186	65115483.79785143	65115483.79785143	65115483.79785143	65115483.79785143	36663957.43058525
98.512__6.24_2325	546074.8749951726	590554.4529255282	597434.5654574414	1488591.818748845	1153500.4575270815	2478437.366190088	1109198.0300640762	2849043.4530270393	646451.0995752332	3187375.8407144435	3761277.9573632446	4197342.295960894	5585122.900138459	4400825.285875095	5355559.072119282	5966034.777925903	2032497.1644418424	2744551.5155379893	2744551.5155379893	2744551.5155379893	2744551.5155379893	4311071.0879495125	1153500.4575270815	2663740.4096085634	2663740.4096085634	2663740.4096085634	2663740.4096085634	4197342.295960894	22357468.808860265	43912824.24860783	43912824.24860783	43912824.24860783	43912824.24860783	21555355.439747564
98.512__5.67_2114	1972180.0078517005	955877.0273533113	567639.717697277	1332478.8713647977	3060782.222517723	2813104.4718336123	2672663.9687530473	1812446.028269097	1280820.9647115741	1967927.1930901913	2932762.459956821	2572755.821581821	8378894.180862491	3281569.5452123126	10602228.964235377	17902027.22225169	2658979.4034649697	4006634.9167214273	4006634.9167214273	4006634.9167214273	4006634.9167214273	6971477.045885635	2672663.9687530473	2622709.895167434	2622709.895167434	2622709.895167434	2622709.895167434	2572755.821581821	29248773.43811467	64106158.66754284	64106158.66754284	64106158.66754284	64106158.66754284	34857385.22942817
98.512__5.19_2012	476912.2796898468	464116.57494282664	2500189.404914189	1674929.20102625	734823.781466008	3642663.5345893684	3012006.842174218	1156018.5609122268	1326512.0299503459	1684503.4205881224	2652803.502143289	2239953.7026515794	6875453.595118432	5036128.865328828	13252462.314323364	7199337.67264777	2581503.6010312364	3370550.9551541666	3370550.9551541666	3370550.9551541666	3370550.9551541666	5106455.134224612	2500189.404914189	2370071.553782884	2370071.553782884	2370071.553782884	2370071.553782884	2239953.7026515794	28396539.6113436	53928815.282466665	53928815.282466665	53928815.282466665	53928815.282466665	25532275.67112306
98.512__4.61_1741	829000.2539384358	595183.1402960479	1093251.455456471	1615533.0386966409	1456026.997017862	3670333.511373967	4277001.9738580035	2258932.606193448	1710685.9408514844	2440820.914681141	1922056.6405772462	1835879.350322794	8553543.41134807	4719347.019356707	10984110.302137556	5593144.877102681	2767451.2166155395	3347178.2145755347	3347178.2145755347	3347178.2145755347	3347178.2145755347	4622577.610087523	1710685.9408514844	2090494.623385347	2090494.623385347	2090494.623385347	2090494.623385347	2440820.914681141	30441963.382770933	53554851.433208555	53554851.433208555	53554851.433208555	53554851.433208555	23112888.050437618
98.512__3.65_1856	612227.0338831964	561671.7352607949	1246042.3151094539	914539.4072765628	2087827.4103113392	3506323.603110955	1750623.328448506	2402502.3374233427	1992154.1188159403	1683698.500238367	2512796.078002594	2340409.508846354	8647049.595180178	4435999.522944045	12080664.63719196	9275932.996557212	2569750.3771221424	3503153.8830375504	3503153.8830375504	3503153.8830375504	3503153.8830375504	5556641.596051447	1992154.1188159403	2214118.4595788466	2214118.4595788466	2214118.4595788466	2214118.4595788466	2402502.3374233427	28267254.148343567	56050462.128600806	56050462.128600806	56050462.128600806	56050462.128600806	27783207.980257235
98.512__2.39_1840	1112595.7917798292	726798.2617943957	1820085.2406984526	2036232.9689331923	986521.0459077846	2817310.0576953935	1580869.7344852185	1367650.538895361	1523453.3827039744	3026376.9651729525	5660197.938384652	2938928.65266943	10736036.535721086	11972128.832237566	10211152.264010955	11345642.53336483	3724748.1627583224	4366373.796528442	4366373.796528442	4366373.796528442	4366373.796528442	5777950.190822706	1820085.2406984526	2426771.5133142928	2426771.5133142928	2426771.5133142928	2426771.5133142928	3026376.9651729525	40972229.79034155	69861980.74445507	69861980.74445507	69861980.74445507	69861980.74445507	28889750.954113528
98.512__10.13_1904	1635679.0115732797	1393350.130909357	1453936.8991762486	6.064134547782151	1029871.9702498427	5977290.076923363	2685744.549867237	45523973.50163717	38676255.7441288	5041387.935625953	1559574.1229986136	1314546.7024609281	58668494.521257	5316420.693906064	1217071.8037398777	26204180.54037799	10763329.435011305	12356111.516810393	12356111.516810393	12356111.516810393	12356111.516810393	15860232.096768385	1635679.0115732797	2160711.780720258	2160711.780720258	2160711.780720258	2160711.780720258	5041387.935625953	118396623.78512435	197697784.2689663	197697784.2689663	197697784.2689663	197697784.2689663	79301160.48384193
98.512__1.43_3070	1774640.1085713361	611856.79206433	2340654.257241494	977518.0440929632	1564128.318038134	2353521.8045754787	1963142.8586796827	2074968.6395715212	1252931.378783766	3552031.156146555	3753004.7504891227	2412082.212712029	10428263.787493538	3916623.721271587	5932928.191750241	9004423.169361489	2812389.620118312	3369544.9494277043	3369544.9494277043	3369544.9494277043	3369544.9494277043	4595286.673908368	1963142.8586796827	2347088.0309084863	2347088.0309084863	2347088.0309084863	2347088.0309084863	3552031.156146555	30936285.82130143	53912719.19084327	53912719.19084327	53912719.19084327	53912719.19084327	22976433.36954184
98.512__0.79_1293	457322.3863368265	874514.3057818369	6265363.074284213	1720536.5897285275	7986665.843544513	2620251.7678404166	2436668.0332660493	2152309.649482495	2449161.5511080893	1573921.5879757905	8072563.376242058	3804656.7172141057	4471655.015911849	3745072.3177106655	2337799.386837273	3194984.1627425756	3736343.1147050043	3385215.3603754556	3385215.3603754556	3385215.3603754556	3385215.3603754556	2612734.300850448	2620251.7678404166	2534706.6594742527	2534706.6594742527	2534706.6594742527	2534706.6594742527	2337799.386837273	41099774.26175505	54163445.76600729	54163445.76600729	54163445.76600729	54163445.76600729	13063671.50425224
98.013__3.33_3707	3067430.537385029	1397179.669922791	11666409.817196943	1139159.0996975899	2702193.4301670035	1327712.2409448938	1636306.2172115722	2993242.4657508144	2076095.5795584044	2485552.3505915003	2048532.157080907	2280819.384150492	3618584.4638234675	3834987.335327036	6848262.18374265	9130366.51720425	3137690.049846876	3640802.090609709	3640802.090609709	3640802.090609709	3640802.090609709	4747648.580287941	2076095.5795584044	2593872.890379252	2593872.890379252	2593872.890379252	2593872.890379252	2993242.4657508144	34514590.54831564	58252833.44975534	58252833.44975534	58252833.44975534	58252833.44975534	23738242.901439704
98.013__2.41_3525	2254555.6913467348	1408581.2369668535	1885065.908585162	1739783.2706774438	2964566.885564307	2178609.8809302705	2001610.1480811415	2056532.6031195226	3093997.820432684	2250090.384324772	4357805.645185311	2102935.109995826	4932039.747773679	7277711.247212351	4314986.88257127	5164205.597417752	3099484.316614176	3123942.378761567	3123942.378761567	3123942.378761567	3123942.378761567	3177750.1154858284	2254555.6913467348	2252323.0378357535	2252323.0378357535	2252323.0378357535	2252323.0378357535	2250090.384324772	34094327.48275594	49983078.060185075	49983078.060185075	49983078.060185075	49983078.060185075	15888750.577429142
98.013__1.82_3349	2240267.9441999565	2803646.6444243114	1509063.3250270083	2006256.3429351477	2277785.0107146003	1605703.7161826552	2031677.7929927183	4161472.2377131926	1700749.3814116414	2496487.243083465	4835008.529804891	2333217.683925331	5472124.319304849	3187595.896100369	3616656.14727517	5729713.563698689	2697261.7184634684	3000464.1111746244	3000464.1111746244	3000464.1111746244	3000464.1111746244	3667509.3751391694	2240267.9441999565	2414852.4635043982	2414852.4635043982	2414852.4635043982	2414852.4635043982	3616656.14727517	29669878.90309815	48007425.77879399	48007425.77879399	48007425.77879399	48007425.77879399	18337546.875695847
98.013__0.85_3287	884521.0440591279	814316.9068695424	12415045.42226055	1892858.0061099841	3134928.6087594586	1413611.7788272044	1829896.7448072506	2132980.584830862	1283055.400454742	4821738.934786639	10818245.025899863	6576665.3389284825	1941611.69872126	6202049.669731837	3578411.4503928325	4732458.1819872465	3875467.300590984	4029524.6748391804	4029524.6748391804	4029524.6748391804	4029524.6748391804	4368450.898185213	1892858.0061099841	2633954.5967951603	2633954.5967951603	2633954.5967951603	2633954.5967951603	4732458.1819872465	42630140.30650082	64472394.79742689	64472394.79742689	64472394.79742689	64472394.79742689	21842254.490926065
98.013_CH6O3P_7.94_2003	1977895.7714491813	1825979.1674360514	3834930.394502931	1661274.2181795714	1559291.2118085534	1076817.884954169	1394132.5487522115	2928059.1071765134	2753037.298903068	3626972.1563158766	1234258.8534751679	3260925.438456262	5349034.903801599	4326993.270313195	2394420.9995045117	3682719.6745089856	2453967.774870518	2680421.4312211154	2680421.4312211154	2680421.4312211154	2680421.4312211154	3178619.47519243	1825979.1674360514	2573729.14920379	2573729.14920379	2573729.14920379	2573729.14920379	3260925.438456262	26993645.523575697	42886742.89953785	42886742.89953785	42886742.89953785	42886742.89953785	15893097.37596215
98.013_CH6O3P_5.96_3396	1511127.3120787055	1311844.4393514835	1499549.1345152908	1461849.528061464	1900977.709810435	1519827.5125535855	2791749.486831545	2467863.460012621	1671839.611601623	3049282.9945119075	2183305.368789721	3006586.68967871	5723092.222892904	3032952.3679404515	4323488.416400902	6387329.334926738	2237101.335857019	2740166.5993723804	2740166.5993723804	2740166.5993723804	2740166.5993723804	3846910.179106176	1671839.611601623	2325584.414401171	2325584.414401171	2325584.414401171	2325584.414401171	3049282.9945119075	24608114.694427207	43842665.58995809	43842665.58995809	43842665.58995809	43842665.58995809	19234550.89553088
