index	V14-arm-healthy-BD5	V14-arm-healthy-BC4	V14-arm-healthy-BC9	V14-arm-healthy-BD1	V14-arm-healthy-BC6	V14-arm-healthy-BC5	V14-arm-healthy-BC3	V14-arm-psoriasis-BC7	V14-arm-healthy-BD2	V14-arm-psoriasis-BD4	V14-arm-healthy-BC2	V14-arm-psoriasis-BC8	V14-arm-healthy-BC10	V14-arm-healthy-BD3	V14-arm-psoriasis-BC11	V14-arm-psoriasis-BC12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Batch_4	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Batch_4	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_2_psoriasis
649.483__8.89_2818	2123372.773350449	2192378.8212306416	3316582.6090613483	7631857.659512193	986985.0219834228	2415730.5490717622	840232.6426193195	2495428.799851333	3022412.873280335	1299548.1322815248	702001.3911772601	3866912.5657764897	6100266.672200411	3824809.4139597653	1792515.9668203807	2044169.5003565915	3014239.1297679003	2790950.3370333267	2790950.3370333267	2790950.3370333267	2790950.3370333267	2299714.993017264	2415730.5490717622	2304054.6851512017	2304054.6851512017	2304054.6851512017	2304054.6851512017	2044169.5003565915	33156630.427446906	44655205.39253323	44655205.39253323	44655205.39253323	44655205.39253323	11498574.96508632
649.473__8.4_4428	1357587.1025913265	3330650.8348845323	4048930.565727326	2110000.263911945	1506525.6309769275	2742271.4596417956	4097454.697850008	1800321.1714652088	3525671.371306306	3247628.000398784	1830528.2901172806	4132198.8398197587	4750750.683417154	5762719.838212397	1889974.4847374137	1954665.8681286294	3187553.703512454	3005492.443949174	3005492.443949174	3005492.443949174	3005492.443949174	2604957.6729099588	3330650.8348845323	2994949.73002029	2994949.73002029	2994949.73002029	2994949.73002029	1954665.8681286294	35063090.73863699	48087879.103186786	48087879.103186786	48087879.103186786	48087879.103186786	13024788.364549793
649.449_C27H62N5O12_6.65_446	2517680.7109273775	1967806.0308484735	1876999.1669830736	2876966.193074123	2546306.0382347284	2721448.6929863	2184186.637019513	2589912.585823893	2769960.1412885236	2965028.8401739467	2714406.781499576	2360004.866138497	2580105.65387339	3333972.4470086414	3479269.1244785762	2341315.53480438	2553621.6812494295	2614085.590322688	2614085.590322688	2614085.590322688	2614085.590322688	2747106.1902838587	2580105.65387339	2585009.1198486416	2585009.1198486416	2585009.1198486416	2585009.1198486416	2589912.585823893	28089838.493743725	41825369.44516301	41825369.44516301	41825369.44516301	41825369.44516301	13735530.951419294
649.375_C24H48N12O9_5.16_3120	890056.0197198549	1408118.603946204	2721650.0787522425	2501053.9687096137	2338925.670475503	1168554.966513872	2257331.1909982166	4069916.859665071	2854436.9836891494	1617241.1010361635	2127360.2780913473	3120419.4233212653	3692900.8314466975	4961253.844844647	3764251.140548466	4716688.934500922	2447422.0397443045	2763134.993516202	2763134.993516202	2763134.993516202	2763134.993516202	3457703.4918143777	2338925.670475503	2611352.023730928	2611352.023730928	2611352.023730928	2611352.023730928	3764251.140548466	26921642.437187348	44210159.89625923	44210159.89625923	44210159.89625923	44210159.89625923	17288517.45907189
649.308_C30H48O15_5.0_54	2087300.2370421467	2105294.9315759446	1286760.7539161204	3399487.507935955	2016425.8951852208	1528093.6821489849	2824389.0398959387	1394309.997013358	1438147.412343993	3603917.0308709363	1584496.1003596822	3769987.7952842116	5057556.474261033	1941302.4659720147	4172154.936610993	3576972.594082234	2297204.954603367	2611662.303406173	2611662.303406173	2611662.303406173	2611662.303406173	3303468.4707723465	2016425.8951852208	2096297.5843090457	2096297.5843090457	2096297.5843090457	2096297.5843090457	3603917.0308709363	25269254.500637036	41786596.85449877	41786596.85449877	41786596.85449877	41786596.85449877	16517342.353861732
649.252__5.11_6183	1931637.978199536	1859557.9692945015	2190482.544166698	837450.4556321206	1411493.049074017	3189274.7429093053	1474360.8668327527	3760247.5898622074	2187194.3734082947	2354876.323690281	1257633.8130304532	2422440.2632413143	5728914.385085235	10698214.098110247	5817875.04800042	2254135.5086235804	2978746.7523402874	3085986.8130725604	3085986.8130725604	3085986.8130725604	3085986.8130725604	3321914.946683561	1931637.978199536	2222309.0263951393	2222309.0263951393	2222309.0263951393	2222309.0263951393	2422440.2632413143	32766214.27574316	49375789.009160966	49375789.009160966	49375789.009160966	49375789.009160966	16609574.733417805
648.478_C33H65N3O9_8.09_3466	1405609.615382808	2228649.167135143	1684664.4654955715	4133270.049222003	3034085.023357505	2621350.6961353766	1380442.710089106	2418430.113927934	2696587.188706844	3442383.0266128373	2230205.3110471554	3325155.464970991	12936300.250014523	2343323.543315349	1919522.4928315298	2682638.8255930785	3335862.5472637624	3155163.62148986	3155163.62148986	3155163.62148986	3155163.62148986	2757625.984787274	2343323.543315349	2519890.405031655	2519890.405031655	2519890.405031655	2519890.405031655	2682638.8255930785	36694488.01990139	50482617.94383776	50482617.94383776	50482617.94383776	50482617.94383776	13788129.92393637
648.443_C26H61N7O11_6.6_2706	1776285.0289865793	2969495.2035766807	2798314.7671354525	2617745.6670610094	1673227.1821569987	832478.6616035459	1404065.0186511064	2055372.0192009208	3977647.7797782994	2223250.8198630717	1786765.9381414794	7388966.256562502	5939666.005827109	2784894.0907785683	2104305.6145410063	7999752.276215853	2596416.8494269843	3145764.5206300113	3145764.5206300113	3145764.5206300113	3145764.5206300113	4354329.397276672	2617745.6670610094	2420498.2434620406	2420498.2434620406	2420498.2434620406	2420498.2434620406	2223250.8198630717	28560585.34369683	50332232.33008018	50332232.33008018	50332232.33008018	50332232.33008018	21771646.986383356
648.436_C34H66NO6PS_8.01_2100	3011715.6617874196	1229018.4425496075	2536749.518686876	2188783.7870838116	812145.9870628284	1680202.386496772	1851251.886704541	2438637.8759135287	2879890.6761576696	2928302.8123043324	2875538.137868073	2334562.2923449795	7661820.442337848	2248387.2887843493	3201239.3662646143	3684441.1773883705	2634136.746865436	2722667.983733476	2722667.983733476	2722667.983733476	2722667.983733476	2917436.704843165	2248387.2887843493	2487693.697300202	2487693.697300202	2487693.697300202	2487693.697300202	2928302.8123043324	28975504.215519793	43562687.73973562	43562687.73973562	43562687.73973562	43562687.73973562	14587183.524215825
648.417__4.08_5584	659099.5779976841	4356690.423806445	939941.1737877434	2280960.7136500725	1095678.0712903268	3442757.969019344	3267530.9602090535	1638796.3732998	2566554.584725949	2309476.99383582	2314129.387229568	2155451.230852632	2144937.34747693	6865881.260834565	10555896.853671134	6304121.843599972	2721287.406366153	3306119.0478304396	3306119.0478304396	3306119.0478304396	3306119.0478304396	4592748.659051871	2314129.387229568	2311803.1905326936	2311803.1905326936	2311803.1905326936	2311803.1905326936	2309476.99383582	29934161.470027685	52897904.765287034	52897904.765287034	52897904.765287034	52897904.765287034	22963743.295259356
648.379_C32H57NO10S_3.06_3211	4183414.966611002	6140493.90427682	1146869.2226190702	5778895.880974272	2299883.658240108	5951949.272029003	3960923.3699705563	646390.5134884142	2194895.4618684547	893148.2180610558	2286571.5520569645	1245962.8457203463	8947848.597419657	1961941.5135342267	2930153.029695178	907417.4873904136	4077607.945418194	3217297.468372221	3217297.468372221	3217297.468372221	3217297.468372221	1324614.4188710817	3960923.3699705563	2293227.605148536	2293227.605148536	2293227.605148536	2293227.605148536	907417.4873904136	44853687.39960013	51476759.49395554	51476759.49395554	51476759.49395554	51476759.49395554	6623072.094355408
648.375__3.69_4767	2593040.401302262	1165897.0044057549	1451296.5484996485	2845691.8845976866	1944775.4450957952	4006101.7435849556	1430154.0430553225	3187880.95583246	1944294.7128865651	2053746.2684022074	1414372.4301260484	2932952.064394319	5985839.531170219	4646490.460969489	2546958.091548782	2863027.3794153817	2675268.564153977	2688282.435330431	2688282.435330431	2688282.435330431	2688282.435330431	2716912.95191863	1944775.4450957952	2569999.246425522	2569999.246425522	2569999.246425522	2569999.246425522	2863027.3794153817	29427954.205693748	43012518.965286896	43012518.965286896	43012518.965286896	43012518.965286896	13584564.75959315
647.984_C16H31N3O6P2S7_9.15_2797	1263487.6934766178	1100866.9534714255	2660281.3340822924	4533705.16085943	2176227.830088508	4875072.303095665	3061202.5421291483	4621397.811456608	2053591.0741985298	567251.3910474412	2710064.097722971	2628549.420286578	454970.93909012014	343856.94519299903	1462583.2933870459	696173.3704213694	2293938.806673428	2200580.1350004217	2200580.1350004217	2200580.1350004217	2200580.1350004217	1995191.0573198083	2176227.830088508	2114909.4521435187	2114909.4521435187	2114909.4521435187	2114909.4521435187	1462583.2933870459	25233326.873407707	35209282.16000675	35209282.16000675	35209282.16000675	35209282.16000675	9975955.286599042
647.943__7.67_1487	4060937.335232421	1862157.8893279878	3036982.6579639604	6630072.314896141	494044.9872668247	3697655.387660735	2133793.3591247923	2272204.1636151574	1451619.0134656625	2400809.9335946892	1215247.3127785025	2924526.6335946545	5978239.564821784	2607887.5843182094	1320309.3935960543	2423072.732148922	3015330.6733506382	2781847.5164629063	2781847.5164629063	2781847.5164629063	2781847.5164629063	2268184.5713098957	2607887.5843182094	2411941.332871806	2411941.332871806	2411941.332871806	2411941.332871806	2400809.9335946892	33168637.40685702	44509560.2634065	44509560.2634065	44509560.2634065	44509560.2634065	11340922.856549479
647.52__7.45_5778	3125742.341129606	2215212.8402622426	2192092.103478379	2648658.250412987	786546.2599775626	2042214.321436118	5947193.896728625	2442042.317112218	2058973.4353770842	2044608.4805705417	2917453.9166620756	3102830.2382131713	2002269.4863919253	2502388.808209036	4280551.318709559	2261197.7967798533	2585340.5145514216	2660623.4882156868	2660623.4882156868	2660623.4882156868	2660623.4882156868	2826246.0302770687	2215212.8402622426	2351620.0569460355	2351620.0569460355	2351620.0569460355	2351620.0569460355	2442042.317112218	28438745.66006564	42569975.81145099	42569975.81145099	42569975.81145099	42569975.81145099	14131230.151385345
647.482__9.2_1690	3677282.8607586543	1728875.2354223426	3758142.819790596	3029037.6848590374	1120838.6060153323	3542483.662510311	3417302.0385767673	3194381.7234053207	2777100.4172508665	1705438.3951744034	2267555.3513611974	2654251.2211634284	3907405.2850150317	3110726.1724534016	2254361.633719062	2036999.2874340648	2939704.557637594	2761386.3996818634	2761386.3996818634	2761386.3996818634	2761386.3996818634	2369086.452179256	3110726.1724534016	2903069.0510549517	2903069.0510549517	2903069.0510549517	2903069.0510549517	2254361.633719062	32336750.134013534	44182182.394909814	44182182.394909814	44182182.394909814	44182182.394909814	11845432.26089628
647.47_C35H66O10_7.6_496	2310715.0213009138	3195995.7436844734	1968122.838383102	3015304.174705854	2263834.405335256	4219428.019457254	3302015.1736158854	2054577.4387975265	2292518.3414265024	1672604.7848381968	2229318.4630386108	2161845.404930774	3990397.959860559	3222492.987231383	2512233.98952735	2328760.646657925	2910013.011639981	2671260.337049473	2671260.337049473	2671260.337049473	2671260.337049473	2146004.4529503547	3015304.174705854	2319737.8339794194	2319737.8339794194	2319737.8339794194	2319737.8339794194	2161845.404930774	32010143.128039792	42740165.39279157	42740165.39279157	42740165.39279157	42740165.39279157	10730022.264751773
647.469_C28H58N10O7_9.98_3520	1221539.661303036	2591794.878407343	2598791.184860686	1731975.6034949133	1660542.8078024362	1216329.2350757965	1926612.4146236097	3380381.6658148174	5373590.5194104845	1660482.4740110137	2253585.3638582216	6995447.300152871	1792514.5298081602	3501580.186024156	8252395.656965891	9477905.281744521	2351714.2167880763	3477216.797709872	3477216.797709872	3477216.797709872	3477216.797709872	5953322.475737823	1926612.4146236097	2422690.121132782	2422690.121132782	2422690.121132782	2422690.121132782	6995447.300152871	25868856.384668842	55635468.76335795	55635468.76335795	55635468.76335795	55635468.76335795	29766612.378689114
647.434_C35H65N2O3PS_6.17_3583	2354959.638225355	2389787.3489734805	4067521.559942472	1721188.2625788457	1592429.6672209846	2600503.498811654	1508940.4250971433	5683368.101670917	2273361.44288591	1120522.6863958992	1744722.6281587097	5969056.4668092625	1482814.8003709777	4040520.1318011386	2847856.6358389184	1584967.477827574	2343340.854915152	2686407.5482880776	2686407.5482880776	2686407.5482880776	2686407.5482880776	3441154.273708514	2273361.44288591	2314160.5405556327	2314160.5405556327	2314160.5405556327	2314160.5405556327	2847856.6358389184	25776749.40406667	42982520.77260924	42982520.77260924	42982520.77260924	42982520.77260924	17205771.36854257
647.403_C27H55N10O6P_7.06_3010	1059403.43724168	3471583.0451723877	2607646.9575999025	1570393.9740768676	1769198.734441353	3169412.4111086344	4354057.8780067	769499.0789380977	1947200.519745941	1186930.0689436763	584017.7684650798	2631453.38401148	5131951.050511741	4549035.566154655	8616092.13113229	2731972.2361169676	2746718.303865904	2884365.515104216	2884365.515104216	2884365.515104216	2884365.515104216	3187189.3798285024	2607646.9575999025	2619550.1708056913	2619550.1708056913	2619550.1708056913	2619550.1708056913	2631453.38401148	30213901.342524942	46149848.24166746	46149848.24166746	46149848.24166746	46149848.24166746	15935946.899142511
647.361_C27H48N10O7_6.3_3727	1395149.4407866306	1668841.3253993536	3143904.4250822505	5855067.804628689	2667741.081883162	2596097.24697196	1040155.4212949091	1274460.7433809782	1448058.3861670916	5217463.61248131	1674780.4932705462	3108248.438135575	5346166.562743337	4495171.921623409	4755204.101581834	2639096.1357503925	2848284.9190773945	3020350.446323839	3020350.446323839	3020350.446323839	3020350.446323839	3398894.606266018	2596097.24697196	2653418.6088167774	2653418.6088167774	2653418.6088167774	2653418.6088167774	3108248.438135575	31331134.109851338	48325607.141181424	48325607.141181424	48325607.141181424	48325607.141181424	16994473.03133009
647.341_C25H52N10O5Se_7.0_405	2152367.350253183	2461102.104121461	1874448.721912021	2541174.6101064673	1840891.9749867646	2706869.716222196	2700859.27482512	2182262.8938410953	2393140.769375945	2316137.6202783803	2307145.4839572064	2248145.4556370666	3248655.3567672144	2853484.131040344	2521976.7401907444	1963347.3705561245	2461830.863051629	2394500.5983794583	2394500.5983794583	2394500.5983794583	2394500.5983794583	2246374.0161006823	2461102.104121461	2354639.1948271627	2354639.1948271627	2354639.1948271627	2354639.1948271627	2248145.4556370666	27080139.49356792	38312009.57407133	38312009.57407133	38312009.57407133	38312009.57407133	11231870.080503412
646.935__7.97_4618	1901082.0046064584	2344959.830566799	1536960.1570337585	2098364.7255495074	1725316.208181403	5876615.8787974855	3332548.171753261	1026732.949701924	2022385.1598857217	2686230.730849106	2685961.9352158615	1620240.3448350497	2140257.0227603577	3926470.374962381	3250681.6498749596	3704597.83127437	2690083.7699375446	2617462.8109905254	2617462.8109905254	2617462.8109905254	2617462.8109905254	2457696.7013070816	2140257.0227603577	2242608.4266635785	2242608.4266635785	2242608.4266635785	2242608.4266635785	2686230.730849106	29590921.469312992	41879404.97584841	41879404.97584841	41879404.97584841	41879404.97584841	12288483.506535409
646.498__5.79_6201	1151083.6986464767	1228060.9598234617	3535362.1574561168	938593.1446092355	4390196.4274616465	1401295.4901739238	2957973.210791653	3173676.108031025	2936557.589444115	1398202.122645946	3078192.1807395425	4518101.22595982	2913862.979599432	2632330.84185121	6370255.033336502	2241977.6037389557	2469409.880054256	2804107.548394316	2804107.548394316	2804107.548394316	2804107.548394316	3540442.4187424495	2913862.979599432	2925210.2845217735	2925210.2845217735	2925210.2845217735	2925210.2845217735	3173676.108031025	27163508.680596814	44865720.774309054	44865720.774309054	44865720.774309054	44865720.774309054	17702212.093712248
646.494_C34H67N3O8_8.46_1703	5297871.437353629	2383918.89212411	1760384.226376073	6241268.10662849	2510138.164735136	5316117.741827127	2270814.737203804	1233217.0525579825	2128358.2954903813	2188201.4159108517	2723123.3151184446	1746731.7204660913	6870522.9768720195	3179363.705834946	3300633.046749472	3386693.6484722393	3698352.872687651	3283584.9052325496	3283584.9052325496	3283584.9052325496	3283584.9052325496	2371095.3768313276	2723123.3151184446	2616630.7399267904	2616630.7399267904	2616630.7399267904	2616630.7399267904	2188201.4159108517	40681881.59956416	52537358.483720794	52537358.483720794	52537358.483720794	52537358.483720794	11855476.884156637
646.473__4.84_5598	1073864.910779175	5202480.321328819	2105396.8390679476	2157886.8106532297	1444724.7188898565	4051986.7923204075	4763873.994599049	1912032.688019368	3660039.203532712	961565.9933666986	4946726.404696127	3404730.9439199013	3007983.1190723036	2853943.21133016	2289313.504734889	4598867.820089109	3206264.211479072	3027213.579774984	3027213.579774984	3027213.579774984	3027213.579774984	2633302.190025993	3007983.1190723036	2930963.165201232	2930963.165201232	2930963.165201232	2930963.165201232	2289313.504734889	35268906.32626979	48435417.27639975	48435417.27639975	48435417.27639975	48435417.27639975	13166510.950129965
646.472__5.73_4928	1550731.2161412388	893431.5143445719	2156262.683667524	4763770.52354403	1209442.7667669097	1189086.50952065	3986962.8371143886	5837458.618146761	2462662.2234427896	2160062.364051751	2282905.8379966323	2352598.7912369375	5218446.321805506	4741229.610807821	4782169.72036904	3459681.640241956	2768630.185922915	3065431.4486999065	3065431.4486999065	3065431.4486999065	3065431.4486999065	3718394.2268092884	2282905.8379966323	2407630.5073398636	2407630.5073398636	2407630.5073398636	2407630.5073398636	3459681.640241956	30454932.045152064	49046903.1791985	49046903.1791985	49046903.1791985	49046903.1791985	18591971.134046443
646.436__4.83_5884	2163522.711795714	1811720.6613911323	2295198.9048954993	1549865.730003159	3988720.466491222	2595937.746224615	2448338.6169615122	2063487.7388649788	2718778.9559359765	4017396.7261333093	2011531.0484185927	2225013.197875936	3955526.8848341494	2685530.467602479	2725961.7475156044	5114556.909010424	2565879.2904140046	2773193.032122144	2773193.032122144	2773193.032122144	2773193.032122144	3229283.2638800503	2448338.6169615122	2522138.1815930633	2522138.1815930633	2522138.1815930633	2522138.1815930633	2725961.7475156044	28224672.19455405	44371088.513954304	44371088.513954304	44371088.513954304	44371088.513954304	16146416.31940025
645.962__8.67_4943	1063937.8232824088	5739003.252263053	1361982.7570498968	1417012.3633953473	2119786.294432036	3019921.615726419	1109669.7190557425	4148083.575414497	1186504.8069155775	2268538.199084582	5131132.463169622	2919329.7882272	3415034.1892867526	4504893.250058133	2580014.9426008887	3385969.385535297	2733534.4122395446	2835675.9015935906	2835675.9015935906	2835675.9015935906	2835675.9015935906	3060387.178172493	2119786.294432036	2749672.3654140444	2749672.3654140444	2749672.3654140444	2749672.3654140444	2919329.7882272	30068878.534634992	45370814.42549745	45370814.42549745	45370814.42549745	45370814.42549745	15301935.890862465
645.946__7.78_5390	1864612.11580846	2824670.2884287504	1345914.9491612732	3599075.7899465407	1846821.931010627	1434303.7759628438	1474642.8527011003	3174556.668754104	2794997.67498841	3539145.523135915	2639552.9479811015	2710205.123050324	2139888.6980090817	2581785.0346370367	952886.6537404764	1460896.3262425922	2231478.732603202	2273997.272097415	2273997.272097415	2273997.272097415	2273997.272097415	2367538.0589846824	2139888.6980090817	2360836.8663230594	2360836.8663230594	2360836.8663230594	2360836.8663230594	2710205.123050324	24546266.058635224	36383956.35355864	36383956.35355864	36383956.35355864	36383956.35355864	11837690.294923412
645.497_C30H64N10O3S_9.67_3817	3902747.609688893	4357107.85896304	2573517.431404706	3259041.2004757486	1767053.987265648	6066679.178277263	1304889.7197782744	1998449.6080291017	1747144.5472122051	7681426.702708639	2426416.6616775184	1177927.4767728206	2458506.881027852	1968321.6968505757	1200441.2705289396	1183594.3575147544	2893766.0702383383	2817079.1367609985	2817079.1367609985	2817079.1367609985	2817079.1367609985	2648367.883110851	2458506.881027852	2212433.13485331	2212433.13485331	2212433.13485331	2212433.13485331	1200441.2705289396	31831426.77262172	45073266.18817598	45073266.18817598	45073266.18817598	45073266.18817598	13241839.415554255
645.493_C36H70BN3OSe_8.51_454	4077439.0964689143	2539522.730928277	1931518.4268557339	6254390.974574776	1934094.2496714033	3952803.649002344	2130045.7748583034	1695749.613970447	2167054.6476950054	2403245.937781973	2295749.07829862	1499067.4799457851	6544258.6087483475	2516372.061154676	2673908.4337130347	2263024.0600844	3303931.754386946	2929890.301484503	2929890.301484503	2929890.301484503	2929890.301484503	2106999.105099128	2516372.061154676	2349497.5080402964	2349497.5080402964	2349497.5080402964	2349497.5080402964	2263024.0600844	36343249.298256405	46878244.823752046	46878244.823752046	46878244.823752046	46878244.823752046	10534995.525495641
645.469_C26H56N14O5_8.39_3004	1462665.8030966704	2272982.376800571	3793705.6471771724	2875278.290781694	1074242.6766161085	2855246.2068557413	1012845.1131869451	2014048.252594237	5777000.385587084	5835851.945509925	3222479.846407939	3286500.7937316825	3563390.470835184	3362076.425982472	1937571.42191923	2420743.5309995315	2842901.203938871	2922914.324255137	2922914.324255137	2922914.324255137	2922914.324255137	3098943.1889509214	2875278.290781694	2865262.248818718	2865262.248818718	2865262.248818718	2865262.248818718	2420743.5309995315	31271913.24332758	46766629.18808219	46766629.18808219	46766629.18808219	46766629.18808219	15494715.944754606
645.468_C35H60N6O5_9.94_1989	1003321.0625778456	1399833.3359533867	1006745.5758024987	3214952.4557723994	891375.3702266208	1583560.7135869577	1690573.013305811	1843419.9550926196	756920.606671257	4775453.783366278	4924225.703957812	2802029.4364897218	6629093.44299046	4574267.369969465	5676870.903070429	6349778.779191027	2515897.1500740466	3070151.3442515368	3070151.3442515368	3070151.3442515368	3070151.3442515368	4289510.5714420155	1583560.7135869577	2322724.695791171	2322724.695791171	2322724.695791171	2322724.695791171	4775453.783366278	27674868.650814515	49122421.50802459	49122421.50802459	49122421.50802459	49122421.50802459	21447552.857210077
645.466__7.83_2226	3830531.8150414997	1818972.9639009286	3138134.003476562	7643482.098141488	837104.5703039748	3730281.2637003716	2059763.7998362647	2559785.3840299365	1208510.7747876144	3271370.8503488386	1919305.01789752	2789919.3034343184	7514381.003229271	2065477.2375451885	1659638.4462494557	2783099.803598098	3251449.504350971	3051859.895970083	3051859.895970083	3051859.895970083	3051859.895970083	2612762.7575321295	2065477.2375451885	2671442.5938140173	2671442.5938140173	2671442.5938140173	2671442.5938140173	2783099.803598098	35765944.54786068	48829758.335521325	48829758.335521325	48829758.335521325	48829758.335521325	13063813.787660647
645.346_C25H58N6O6SSe_5.16_1776	1241565.7329866695	1910564.2850652256	3845543.971270759	1249917.1250433833	2443420.9516186803	1697271.3880201604	3757510.1259091855	1901578.8496455655	1546651.7847355518	2551095.9462309172	2311230.0079447725	2607283.307605118	7738610.438927698	3908764.955473462	5103533.320024485	1760539.6888917396	2877368.2515450497	2848442.6174620856	2848442.6174620856	2848442.6174620856	2848442.6174620856	2784806.2224795646	2311230.0079447725	2377325.4797817264	2377325.4797817264	2377325.4797817264	2377325.4797817264	2551095.9462309172	31651050.76699555	45575081.87939337	45575081.87939337	45575081.87939337	45575081.87939337	13924031.112397823
645.272__4.28_5126	6247534.148831822	2260905.2321035466	1488067.7257921032	2594970.8314305586	1952292.048502475	2975213.5996772028	5358450.271311523	1731051.8195000708	3160049.135709908	2342176.2036664053	1834481.0662587972	2284226.39387935	4793460.7692800965	3518256.260436387	5415008.845881128	3191806.5110383364	3289425.5535758566	3196746.928956232	3196746.928956232	3196746.928956232	3196746.928956232	2992853.9547930583	2975213.5996772028	2785092.2155538807	2785092.2155538807	2785092.2155538807	2785092.2155538807	2342176.2036664053	36183681.08933442	51147950.86329971	51147950.86329971	51147950.86329971	51147950.86329971	14964269.773965292
644.955__8.47_4885	2288809.7026571273	696226.3275042619	1992831.3617277145	2295203.5801569493	1284540.4163424107	2614540.931731424	2528538.06604471	1943015.6228272095	2121818.8431154913	1707878.3392856324	1861250.6769983475	5297715.984589287	8015302.274007212	4218008.361376358	4277271.970817105	2512982.209423629	2719733.6856056373	2853495.916787804	2853495.916787804	2853495.916787804	2853495.916787804	3147772.8253885726	2288809.7026571273	2292006.641407038	2292006.641407038	2292006.641407038	2292006.641407038	2512982.209423629	29917070.541662008	45655934.668604866	45655934.668604866	45655934.668604866	45655934.668604866	15738864.126942864
644.92__7.84_5018	5486681.916079492	2166606.4300074233	2419802.018887445	1692869.8467666314	1643167.2675896897	3099736.852212233	2932288.8629651167	1328546.3912154224	3244087.342878979	1726667.6006069516	1756418.1444285782	1742568.875759346	11001257.62962993	3868099.6742612543	1385565.9000840553	1858965.2158232895	3573728.7259733435	2959583.1230747397	2959583.1230747397	2959583.1230747397	2959583.1230747397	1608462.7966978129	2932288.8629651167	2012785.8229153564	2012785.8229153564	2012785.8229153564	2012785.8229153564	1726667.6006069516	39311015.98570678	47353329.969195835	47353329.969195835	47353329.969195835	47353329.969195835	8042313.9834890645
644.493_C29H69B2N6O3Se_6.64_382	2023825.8740853854	1840881.137451547	1942651.7657405841	3047787.1197068603	2377178.7010887507	2236263.9009582303	1903797.424439739	2435122.405271876	3004956.351474975	2881263.5181302475	2627660.81148405	2963854.812574493	2731509.378304167	3258746.0764140333	3503752.744737633	3048070.420317332	2454114.412831666	2614207.652636244	2614207.652636244	2614207.652636244	2614207.652636244	2966412.780206316	2377178.7010887507	2679585.0948941084	2679585.0948941084	2679585.0948941084	2679585.0948941084	2963854.812574493	26995258.541148324	41827322.4421799	41827322.4421799	41827322.4421799	41827322.4421799	14832063.90103158
643.512_C32H64N10O2_9.16_630	4522628.247874069	3988285.3581984523	1929713.1823606887	1341023.0840379798	1286304.3535771016	2052453.2246926818	880229.6983107014	751129.1500147689	1680622.903393125	7353092.785764922	2420227.000392946	3512691.4886244345	10556772.646769978	5500078.509583221	5671332.999365653	2161940.571935724	3287121.6553809955	3475532.825306028	3475532.825306028	3475532.825306028	3475532.825306028	3890037.3991411007	2052453.2246926818	2291083.786164335	2291083.786164335	2291083.786164335	2291083.786164335	3512691.4886244345	36158338.20919095	55608525.20489645	55608525.20489645	55608525.20489645	55608525.20489645	19450186.995705504
643.476_C32H62N6O7_8.29_1008	1181302.81303525	1387898.725332647	2463520.99573779	5205911.968526054	1933410.1161643553	1069853.0816726617	2360822.6118485457	3575731.7707122033	1977691.1672606226	3613732.9366539093	1725083.1628950858	3320057.850106736	7966122.183368951	3616497.4712327267	2180368.012149726	2399157.543999287	2808010.390643154	2873572.6506685345	2873572.6506685345	2873572.6506685345	2873572.6506685345	3017809.6227243724	1977691.1672606226	2379990.0779239163	2379990.0779239163	2379990.0779239163	2379990.0779239163	3320057.850106736	30888114.297074694	45977162.41069655	45977162.41069655	45977162.41069655	45977162.41069655	15089048.113621863
643.476_C28H58N12O5_8.8_2138	3151023.039942925	2245844.730045174	3780815.743278191	2644611.500819853	1336952.9372081053	1780371.3349301077	2435137.2440586337	1742219.2939171288	2502551.9533707295	1452339.082299436	2612059.4079320133	2271055.725567739	4141040.762094641	5437412.239888699	2349956.999859331	3384540.48044501	2915256.444869915	2704245.7797286073	2704245.7797286073	2704245.7797286073	2704245.7797286073	2240022.316417729	2612059.4079320133	2468844.5987146813	2468844.5987146813	2468844.5987146813	2468844.5987146813	2271055.725567739	32067820.893569067	43267932.47565772	43267932.47565772	43267932.47565772	43267932.47565772	11200111.582088646
643.464__8.42_2839	2119008.264769451	10333755.448535368	650013.1792095124	1980165.0010024405	1804118.772073156	4589423.772610522	1242186.150484078	11451065.859518513	1987672.063972312	1759082.7066886295	5434430.269130414	11717879.533899324	7233227.974371152	1217715.9973600865	2517460.5055696475	1686098.6522808047	3508337.899410772	4232706.509467213	4232706.509467213	4232706.509467213	4232706.509467213	5826317.451591384	1987672.063972312	2053340.1643708816	2053340.1643708816	2053340.1643708816	2053340.1643708816	2517460.5055696475	38591716.89351849	67723304.15147541	67723304.15147541	67723304.15147541	67723304.15147541	29131587.25795692
