#SampleID	V2-arm-psoriasis-2C7	V2-arm-healthy-2A11	V2-arm-healthy-2B3	V2-arm-healthy-2B12	V2-arm-healthy-2B9	V2-elbow-psoriasis-2B6	V2-elbow-psoriasis-2B7	V2-arm-healthy-2B10	V2-arm-healthy-2A5	V2-elbow-psoriasis-2A9	V2-arm-healthy-2C4	V2-elbow-psoriasis-2B8	V2-arm-healthy-2B11	V2-arm-psoriasis-2C5	V2-arm-healthy-2A12	V2-arm-healthy-2A3	V2-elbow-psoriasis-partial-2A7	V2-arm-healthy-2A4	V2-arm-healthy-2B5	V2-arm-healthy-2C1	V2-arm-healthy-2C10	V2-arm-healthy-2C3	V2-arm-healthy-2A6	V2-arm-healthy-2C11	V2-arm-healthy-2B2	V2-arm-psoriasis-2A10	V2-arm-healthy-2B4	V2-arm-healthy-2B1	V2-elbow-psoriasis-partial-2A8	V2-arm-healthy-2C9	V2-arm-healthy-2C8	V2-arm-healthy-2C2	V2-elbow-psoriasis-2C6
330.3__6.64_4564	156140480.4195136	57852358.4505211	29789193.92283649	45715937.23986781	46562202.07117194	27719111.07677934	127219946.6923558	33475839.48926299	58254910.45945311	28785596.99110009	25530715.38701169	243904549.43310285	29438706.47037445	31312074.03460645	20029849.346806616	35148026.69589767	25577932.28023475	26127925.10366693	32264063.648562204	46623602.69516555	53917959.5	67366837.71132049	30025646.97932377	42628265.02504106	42134638.53431912	57039500.03774238	40127076.08047432	98169795.12817928	19389906.47550414	27134218.81053011	25587072.38832012	49509427.35716466	126397570.24971788
330.3_C19H39NO3_5.24_355	38776247.5150519	41067613.65687618	31884245.545450207	69904752.80257404	62909019.35424009	23820100.34624533	83088624.91143979	35649066.76556013	39682844.96420904	53668043.00590179	36254777.62423028	74418684.52275404	60924154.93374103	30828531.91938573	18444348.668811165	49478249.47815559	34268519.19496568	28637366.99934521	35186462.36051296	12985150.72258216	61014945.09972223	30378294.60787856	31689044.00075601	25487405.66037757	27363917.389782056	64020990.0	22869200.663213085	38883045.53817616	39411278.3731609	51270916.03967501	53707747.24053162	26674898.960691396	84643637.41329528
330.336_C20H43NO2_6.12_2237	43981395.46511047	41832349.0	38503506.07184379	34166743.821109906	69111848.37168086	23887472.860689115	92575526.2270861	56429688.279121	70082766.76027112	52204763.43827265	40070377.17584744	66238238.86767352	74270055.6664074	30490662.21982815	3503355.598935698	46925522.91139631	44967310.8282057	47107373.62173071	48015295.69853415	947808.1148912978	19752987.341068294	24144125.941095427	27726085.62124079	19858040.594163064	27007174.197641484	107959223.2225916	37943729.53068145	3024306.6672409023	57925129.39507432	73787693.02715191	63664431.9121353	35032018.48005205	56693180.04417395
330.202_C15H27N3O5_2.49_2439	24995577.47337237	28323754.93478308	54075532.87822884	20431674.85893912	64344738.46311203	50133579.31648343	12877528.30125824	36200729.0	65953206.04834321	24697819.1346985	71831493.1023924	25184279.77738974	32923568.537601456	42307361.60171834	44516356.21630785	58614928.24147546	33081843.628139604	4132966.885187408	86474700.69132313	83148089.53916465	50122272.77846976	66173378.6436592	39639413.230169296	28054228.36531394	64178725.64045136	18210252.288875032	30409011.602024894	51301961.87606492	8832997.19977824	33963367.69793427	53236274.01218646	49014444.34388759	20140744.15852773
329.316_C19H40N2O2_5.38_848	22555700.79396039	57369818.78863695	22655950.306498706	60734172.633460104	76049770.31037314	36761016.49318766	34385881.633133955	43146940.73078231	31903160.99042397	66654630.71340391	63516226.68642496	26835305.27950422	46530777.84573031	24881423.565916665	35642384.17557007	47445318.79308237	44491513.33335233	18264631.14680375	36411277.47820663	42253167.1543601	81229021.30976494	63253933.36097106	54420495.34305242	33290553.92306024	38225519.5	87634738.80549006	13857338.646604953	66667982.30584183	40490435.132946536	51179631.86287213	48123581.87946525	39760082.838497	48007303.9925656
329.305_C20H40O3_7.9_2756	47181223.30840017	213437174.39245918	38622261.51577016	46305727.7868269	36738847.65565291	27877376.23952871	43467693.55287197	34928325.61010855	70162245.47094862	58467594.43237454	20477070.24443084	45750567.52610272	25504426.19005076	35147174.68591753	54688367.96348587	157478563.66530973	73780562.82951681	18342279.639664672	41691082.91762208	18325625.13304147	99600574.202517	58427269.26527411	110332527.43154112	36167704.38383853	91230798.74634644	121443492.93740876	19723824.11673994	34610120.0	15216478.564089125	46919145.15736783	49304780.9799758	57352378.54903258	41015689.52137055
329.28_C18H36N2O3_4.75_4047	14189096.991070485	43043689.21280965	21674250.99217699	30217575.12935742	71939047.78337534	46417483.88672091	38102071.38688399	70037898.65922982	28923359.91828038	48761056.55309022	78171253.14356048	15081854.954324413	22931459.5720012	27004459.5	39314073.29259151	41179476.5407749	46570261.34470665	16325329.346088987	42964949.580029294	88627071.96786973	59073792.51808043	80560299.42470899	59090970.16270975	22124924.547413006	68317899.4454886	72225709.69453998	13592077.896217184	43426639.50608786	27896785.92651104	48978765.31283272	34859561.41882297	59220043.18589458	39582701.50355524
329.269_C19H36O4_6.8_1400	19698288.17453152	346466267.85317546	27091032.95291356	56681118.72241903	38534592.82159048	23431761.73430036	21524019.832401033	24541809.92687174	48109597.64355095	84809744.23632996	42876022.08428791	29087144.70285748	32915625.73967128	11851884.35063675	118153515.36054072	225487292.6250029	93275199.9019227	46594007.53920344	33364416.98617391	66976774.16843669	62154529.90442033	80072528.38266246	144433030.3400065	21802991.09737401	69010082.42956825	178313097.07651424	10466651.999453563	80466851.42690507	84252391.64971408	23826015.33444821	18840554.078724045	45627790.0	30551841.56705483
329.158_C16H24O7_2.7_1393	56161507.13920084	8298999.0414743675	100548713.6001039	42139715.05680142	38294315.891631305	41311352.14188793	109622493.40604064	24337241.149030745	31538995.76323913	47253231.93668097	54245198.15598951	133318328.61412974	23359609.59332239	68363210.17092323	41277604.42849679	67440369.45715928	62389409.49999999	26576537.24411756	50597062.67701699	198657069.5579753	85764294.28896607	162703494.1915655	26665437.93103829	24697888.04231565	30581607.88659241	19557199.396976445	120485194.67732497	26709616.556844067	12415983.571384747	32943010.374270275	22694981.07223717	70094065.43072467	91035302.71869728
328.357_C21H45NO_5.43_3433	39384620.99326631	45228571.65209122	49703704.05701596	49305279.5	42662943.66991101	71446743.60016845	64286326.14774105	52190437.2708517	66434893.67232211	43579557.4330404	48063649.17567335	84051491.77912685	72921239.00551547	23017907.277082443	37473574.53641322	30480276.52471913	42869145.90535678	22268640.07598918	72630995.91115367	47250076.76150295	32846760.96246984	49042302.91572816	34023362.87167621	28761440.43568345	30190392.042940713	69329614.44539739	46600987.985578	38731832.53085611	37277538.96770638	36417705.53027946	52877538.98061536	72082444.17298041	42491759.95323268
328.321_C20H41NO2_7.5_919	432487439.1767531	32992997.915263005	31218961.581066065	46104114.50808276	133386803.71925735	29918169.79166056	91386915.959156	37622965.47443656	32200869.063647844	133069671.88180426	70541098.25859082	802721212.2537371	43353610.34967769	27004459.5	7245353.011737921	53542407.47611377	47029020.66161435	24736422.568732116	38241543.74985077	6806797.039796194	54428683.94607967	45279835.89119644	36895889.31792847	27057602.85721765	52816027.55656059	66101366.79901837	19207277.268818043	12783467.072284767	36688959.91345535	47886260.36459988	67314178.8103914	52040558.42662314	508604421.1220416
328.321_C20H41NO2_6.12_411	129793537.95484658	34208005.53393162	31199879.317476276	56834373.90517165	76191483.3641198	25973847.605524573	179916271.22287068	66474026.28865364	49254118.6642822	58517845.7947949	47484112.84501931	209633925.91317764	86130845.92393014	40500871.09451388	3039674.8970920388	42523831.46181264	43995588.58734869	51298260.04238454	35429693.98316779	1402482.8319062286	53917959.5	28255212.97079445	35701595.965758376	33409239.394053835	28541213.67646989	63455222.46584056	50286554.50447427	7487428.8854070995	43973169.47904512	150024137.1981719	123562596.77767988	35822428.62156915	174086839.16663173
328.215_C16H30N3O2P_5.82_2330	46480969.0	46830930.49903609	11932236.241254253	55737332.96601466	40321155.66223136	22082611.525639024	54023275.23342563	23402222.05667136	9712758.144649353	38652659.009682536	111968943.65981308	28210949.03711214	61052653.25675996	33655087.67676956	27324741.806224898	56018217.19061229	38747555.94989261	16001843.738212176	25800292.71479886	93444946.53495993	87944881.9011022	103293736.7542496	44405441.602768905	45437563.63477188	55002541.15235267	49999298.811494395	11330533.884720014	38548954.01349659	44568423.161245495	50392586.50014369	43429484.53774836	43888214.00365937	87424147.48246783
328.161__2.25_5134	30906317.06879809	22202712.790311746	35168402.90568673	59223362.02698429	82539226.17634657	29826574.9001726	83841614.5774942	52661229.28217561	39521573.10596079	41698500.221355535	34670542.69553073	32422584.711361602	31227133.08079477	33035134.037940074	51606676.53728128	46134432.41374381	79214376.15069965	29785077.048902445	27493916.83742885	41370165.57394329	38474436.39190471	5.700254295351534	39263351.58638136	40685217.31755956	61923230.47143459	32810663.724043425	39166789.278618105	34610120.0	31781420.108220454	47159343.836302295	32240632.594253976	40840720.25473674	69587336.37662064
327.289_C20H38O3_7.63_2318	31405084.722578146	194286740.35581452	21071677.614809155	71501496.70823228	49180676.32541984	26527381.49000671	63712070.25448437	21523014.65835987	38707099.5	81392032.58952135	60166747.36887767	26603694.558952413	46533125.43569069	28085831.868359905	30290408.31127287	92587172.05033705	28346157.05540991	40217232.26399871	22284359.111150414	11015532.57672344	89143285.01382416	56100076.05977828	39488181.78048072	47388421.38844737	59926856.30941331	188831631.30967343	21404608.68618552	36730202.62592229	101977176.7756113	37547009.63973341	23323072.35295495	24547228.80159366	18613983.91341236
327.289_C20H38O3_7.25_2225	44121281.88790043	77025678.76585303	61095738.83999691	75899854.67803444	34879679.932516284	54291501.99950106	39686614.49031902	35206467.92777676	34826285.55641516	18299201.15105361	45459924.83985569	84016057.22971939	69706403.04226658	29155207.61324835	29082921.87190316	32955950.956203043	52269864.02984549	72624677.88010563	39296652.15845656	35634716.81992353	53917959.5	79345291.20019025	71833362.67353013	22705620.620087914	82321335.94748168	69292991.71240608	71150328.40472181	44096483.55263216	47961327.81572203	40156264.29295895	57270815.52759021	64595561.31132652	27497292.93148498
327.253_C19H34O4_6.51_1360	49463860.07344066	97781645.43558338	29084650.0	42120966.44363681	54731624.74222435	35064130.32254787	71680366.62196983	17185669.00300801	20664123.30433768	63631403.28060217	48792910.88874898	81491089.64179158	43261522.21499769	19565615.970439777	100276824.95162106	68203785.91838594	57023249.18021695	47848391.28421113	54848190.81459496	101344888.8370464	73972832.92149988	14802767.661144232	95909292.56347844	25392391.78946623	99463608.08306564	97946005.85474536	9088029.84369474	71348588.92718948	32636186.559172325	46696091.57583906	78214984.52572969	22538136.00800263	36901878.22152279
327.253_C15H30N6O2_6.03_2340	67489557.02423085	115985604.83058284	69300900.18694259	31127203.286135785	54651881.32669092	30926356.543110345	75124207.02291876	47734805.5134187	85292217.15473829	95844462.46774904	57632411.71379506	40388490.947069615	20869943.124202386	17220234.676259298	119163669.58846076	82503017.01260327	55322924.56857155	33955074.05987538	39274323.27732384	109598615.04668242	27729603.170679256	71719668.01336841	71973117.06795682	33930389.0	69119139.01736714	58722680.35485852	39286732.843366615	69748069.12648168	44498619.13799181	79668020.69522233	42802815.98849123	19953098.20144765	51612804.76003888
327.201_C14H30O8_2.45_2035	27036662.021459714	31706751.14740841	17452470.013116106	59537357.11288255	35358586.11821129	45495326.85774817	134247593.16774067	58483569.64308535	38707099.5	53807847.14051823	23636479.33208027	35877061.54821536	34930575.58728274	39817828.44288357	31593002.82585361	14252726.314761132	180662534.15423152	14405876.038581453	38759374.61837148	65468520.54201489	258633379.40372583	86461446.40804274	108284125.41839711	384383478.06364304	18444331.10672029	43849436.61672112	43968267.49163361	29479984.12177873	190061724.44376168	111319094.2727542	25483871.34016497	20326458.162355628	113552697.76401758
327.198_C18H30O3S_6.11_2944	18985181.077557284	31475198.086905517	39002927.56703425	39856073.59815798	10766916.31860437	56505109.52596281	34916175.37174465	38727856.407036535	48108590.58717701	12673297.927190905	72741130.27891834	17589099.845263332	50831854.2708168	8828680.835414799	21787521.427849088	9775822.625181338	65516494.189556494	32347685.026754066	64894595.31332136	62429038.480451405	52687179.77838131	85101780.16744517	97559720.17354047	40107246.44279232	79090040.01909885	75804861.16430399	21002322.74886396	32035921.81133237	53052300.0	45796270.48666409	42693025.13494733	66925145.3196301	17485751.79277967
327.078_C14H18NO4P2_5.93_2513	47091145.26037942	26503013.4594828	29084650.0	178635731.55528477	50601310.7843201	10583602.368772397	57626911.73642219	43118049.34912072	65143790.55577901	38640523.83390891	31658819.13740057	47610921.5417209	76193909.91658662	45054918.22464617	20028703.32760321	53277705.83077869	34026643.38429518	36105444.08315514	42994434.28026207	108246797.65401731	45558012.44510258	93974566.7572553	58847687.60735513	39690053.39972816	35510763.5321135	16497767.729697507	15061386.262783375	62497022.09222335	47068737.93461768	35912092.32057974	48123892.99528223	77484678.30182953	53548415.18254341
326.378_C22H47N_7.0_2904	26152957.191784114	38846983.74511554	29084650.0	18140340.73738695	114468069.30251078	61284695.51971378	46429104.12310319	48285120.9360944	51598647.75826319	74704893.10282163	49149885.5802791	69541949.2301694	90385173.76369426	39468116.478420414	8831600.839203332	59368834.80088151	46074340.32147026	35595901.58265739	24719634.19359367	18231451.018108547	92084277.02829908	50595485.25533781	77421085.48784703	12993534.123019055	31148808.22133459	206673630.9494377	41981842.97120815	7349896.827764765	24722262.912558626	24198111.731748674	48008069.33799039	62041850.47690749	56337893.86919081
326.378_C22H47N_6.6_1007	31723628.182751235	41832349.0	40260797.88131013	39841407.50877678	57833075.33271312	48927989.14216375	37723039.63074501	22298326.11352873	50319680.45572046	62771894.59718021	95230868.34303792	34246987.21705077	27334558.448846225	26723471.07180463	18263559.71322773	65773758.65225587	71747184.94220816	38333880.956331536	83827358.97613859	51507907.76098789	42331433.0698596	174604594.6548094	121852071.17785484	7661631.409778131	103895516.9091332	57809393.03739537	24305595.81970135	23395686.70728503	48753327.75927336	28331829.38475069	39541872.461778186	89082178.7141504	53912482.81734075
326.341_C21H43NO_5.59_2931	68271353.63536727	38606133.06602503	56576106.73311874	41775386.05612405	53249846.70915243	40020872.02476122	47155336.81445248	64207811.68003237	19913024.85715009	81762513.07785311	87488152.98150454	128892691.89090414	35681566.13657201	42874939.728807375	81624987.69522089	36638022.44244546	34392994.06202475	67704304.22788595	45799964.70898883	42902770.65914317	52474291.45046164	47015718.31393459	93974499.18289052	23870583.15089999	30161764.95330621	64694621.03648929	20555223.574648533	65193606.42496814	76141598.64581108	48235519.0	42471623.16335783	51342262.56094273	31716244.172880527
326.305_C19H39BO3_7.01_710	625357079.4647576	47454879.44355851	11756522.283464907	56489409.6530489	161664756.381217	36806503.60174357	55381672.56996901	45999340.44575538	34774818.00146966	207582097.8280269	70315508.78943035	897434745.7442627	32497339.44402151	13829257.59359868	38072393.17025833	53643459.32669614	40529875.00606467	15253390.47398106	39267503.36276149	39113826.95744129	54238654.53475351	50456385.38691724	59651666.22951696	15508612.74996788	38225519.5	75893709.45967461	8450184.282785555	40240675.96876157	15089416.781755153	38535825.44894985	47319995.7947186	39200969.80266889	559205144.5387336
326.2_C11H27N5O6_5.28_3413	25736378.06962456	41025881.83079335	18562952.40531945	44816946.63721366	56638761.21942126	89978445.62714654	38756495.95082638	39621407.40049041	61633073.95738056	78543013.98669642	50075962.59423023	35109027.6167641	23829385.31115315	21996095.975826066	26705359.0	96102942.66886017	44826969.5410206	52988685.25988522	57798609.9774762	83422364.01799013	54443678.46634306	60995114.45958496	29832971.05279177	29249036.67699955	61105969.44617367	41724144.12934338	36364697.00569733	56310845.2165376	58107749.74056153	30584822.47702957	62577497.10294502	57522113.14160609	21018027.612665668
326.202__1.91_5644	124872462.95791551	46313534.18101954	29178145.75381313	57667180.82346621	64332243.12959854	26070442.392820787	39531201.26696409	53309896.65601272	38707099.5	45743447.38803522	32694094.37677935	273160475.26889706	24818862.02251636	32064560.140266623	75266743.66202249	47499310.72302689	24208678.40384184	63348756.77370709	42656736.51548553	36751631.61009544	33541070.91955764	38484508.75662475	30651372.79189524	46480887.70620209	37321712.53925617	46068074.52565368	5.863823587335252	44002126.33554015	31727038.45457961	45835749.83512346	39090476.28613997	53124599.83065293	185651352.13388425
326.18__2.74_5031	92186959.21326251	13891260.136570962	55309856.36583818	103192380.47563598	69302887.47991885	39360721.58496647	26145094.81089223	32145634.878421195	23038746.912568398	27650214.85866613	111080316.11300877	45285637.38656339	91655406.71659106	31951533.04496417	42534439.25662877	24240179.77662648	33145870.099284574	47092369.76735766	65885038.02513013	37221559.5	37597188.31421439	52077849.760894105	44292578.81377646	37211499.61784027	45677793.15004019	27947425.99324161	45757728.7940407	44081141.64766917	23062728.953074202	37365995.15631215	76706596.97695915	48547908.96734429	28663923.13599344
326.17_C15H23N3O5_2.3_255	10407653.259704996	32294748.58215881	62977539.62438969	83985169.59972648	44416812.70343643	41128789.5	37495192.31802095	52820502.46592149	53237535.8375565	35450008.268048786	61215618.94916154	6743118.867696968	45197685.79664335	36438871.2966582	117383483.5376218	37176221.97988082	48539307.91314018	23450860.77977951	54994110.15159086	94280274.73841286	46097191.26175483	67101210.00530414	23303844.53769197	49040248.19818162	68725731.5214819	15522429.063492958	77679261.35241134	80461797.45782845	38864930.01927542	41300227.45749033	23417771.010308877	56102513.414404005	2424735.0769494968
325.321_C20H40N2O_5.89_2842	33391659.36550313	80691652.16585505	26551984.54476575	43478886.2043229	88872817.17700306	32114971.451437425	52062199.46655954	57585216.00979865	40060714.592163295	59328937.1110014	83282277.62207207	39053075.21938833	76133561.03328915	22261664.53864011	17955035.94888662	84466421.8425653	54554489.18756911	20603452.84886632	66589930.19916987	8101201.420960619	140052551.61511356	93691584.18500641	66467652.46190047	33930389.0	69995052.71671888	74041848.44276278	6321813.537058323	12094661.706123158	50768252.675395295	84881243.99528414	86188650.83462031	59157028.96353211	88169459.31133477
325.271_C20H36O3_7.3_322	41750780.31990592	35659954.84615227	29084650.000000004	50665778.04405091	55021565.27595778	33249401.82887646	20826632.712347303	45111972.53381646	38201977.6098908	48985502.61146487	58816898.37082201	60389560.9508068	47323915.02286264	27797900.92019791	32974386.60557925	52205775.68034674	49128872.72041221	36680893.77235647	36910579.18782885	47613981.53231958	89701962.31897746	27052773.6991603	58917360.44664592	33067633.94418953	50971788.14589968	32361066.14435777	22945031.90040073	37303935.98731078	39537009.72529882	58709240.16445685	18991175.887773287	55175017.29404014	79284435.79615788
325.235_C14H34N3O3S_6.58_1473	24578572.85709997	134479594.08062172	32289495.79387944	57638140.37520944	48735589.02959473	27949539.18602534	29731423.30291651	37991445.05682478	38492939.33648487	60533829.5	44915584.16364012	46481997.66490492	44095304.66965859	21548877.70391065	46159076.88388129	78037270.88082278	40989642.99143791	48288696.51757091	45719783.94033692	41668562.40929437	52547402.22806415	70549633.59876475	69250501.37947196	21081805.30028409	57541018.33077753	68652294.85021813	20241692.492952432	46795623.1593191	52134210.38877363	36030439.638420016	36033012.820565306	47941784.37454023	43291398.93912216
325.199_C18H28O5_4.79_1176	65355889.36977872	50488061.64303594	55088161.72703406	41219361.07937718	47883101.34621558	41128789.5	129405315.80526729	18769647.196887907	17965597.030801166	34996961.38007101	52160802.836544394	85782305.06327468	31108536.18434945	64805145.08995252	51946147.93283147	39253815.75067444	50897383.57013049	24561513.02477895	45316890.63318478	88937630.02513975	43767104.48408639	35666280.69628119	93224927.52919352	38679295.18994252	40167680.93709298	50090994.44172591	35744978.57324451	49062061.60595828	43107307.23066969	38207980.54915378	42916556.78947702	43283804.15804473	33131735.772100825
325.144_C20H20O4_2.85_1789	120418774.39314312	74287760.36825468	40111480.673302665	16873098.67487721	49998384.47070926	57366674.01723079	54030337.00650481	23565815.57650363	59058587.36800786	53027614.75863051	60128969.76990029	79835316.81638086	31784592.02435868	38401086.30539552	108988406.25684716	52817886.80128947	62389409.5	42874805.32125834	78757036.61427183	101909524.37641776	64137628.1164171	33838553.04843105	28377549.32956753	59468828.49650707	2.0577905723274714	23411645.906824853	48948415.35129432	104286439.16849236	46221266.66160017	32830606.07029361	24430089.674671747	19279931.68408287	30559177.73853767
325.114__3.7_6146	38404258.285662144	32785279.648200206	43041511.42484805	44480125.77102734	188189817.77883533	40376450.46718506	52750838.74665895	110487545.50692022	44066346.42083058	38746594.64204006	66630525.77533981	46087529.0	50325624.8739	53386386.38467041	83594709.54999068	38692723.80289479	44174088.09912112	71196214.06999928	37050310.94167284	29459903.29290921	76488376.28331326	43973868.14696453	53377016.70657621	46221179.98664136	43347042.4543385	48573661.81335906	46062774.06677373	52290884.39148053	43989131.55138902	35465860.53809314	44158311.63908572	35388523.817944	34651262.90507016
324.325_C21H41NO_6.47_3820	46480969.0	50352288.62639985	20614117.767929547	126877451.89343734	51794350.50284062	36597998.51324401	94686210.57217535	52024550.72388157	29239753.70941253	75931451.85032234	89858497.81373912	48557734.16106722	82127512.41713807	22158824.981712196	30791085.340669677	39672512.00036394	24053008.49219413	20833118.861670565	23952650.509764954	14316691.50288393	48986596.06917777	47434345.83984379	46395829.58272436	51415897.23546386	13835458.079044562	81460498.24493338	20195170.777867228	16747916.69797773	39380116.74833966	174629056.8302657	75862902.04010597	69556609.70407	151842251.2394048
324.289_C20H37NO2_7.74_2024	51396011.44554154	67112275.21323618	31334166.733415	100432675.09503911	52917941.32122314	24735366.553837445	27870874.43498137	33790764.3589923	38707099.5	42370075.34503658	63615995.08794506	75955072.77607365	52693642.69167934	16782702.394012265	11493298.910651473	53408297.62507121	44544691.949372426	33992041.44671066	41680527.82108247	10746871.620250886	77285143.81427653	61766902.10214212	50799252.11986156	46659872.94743674	82706844.5642273	70541430.92298621	18637405.41807064	12920570.457030507	28798516.730119906	23404587.80738369	19673242.62607489	55745782.22152338	65471994.3056562
324.289_C20H37NO2_6.6_2616	748755737.5869497	72825104.95412615	35230458.83324314	49305279.5	169619421.67548817	40043484.429525204	39669969.05149674	82974581.2742237	17869283.481151953	268356537.93322584	24260096.154730786	911015699.6994033	29389000.492249075	26886323.67387037	31964724.90079817	38060472.19358643	54804551.72621178	30197480.10538975	32492659.86379665	26235967.8178499	71763414.52173214	26729604.54258772	44314439.547273055	18779892.07659461	90377196.6742372	41429039.77012478	22114116.786292177	94530987.675927	73804676.45022164	39010640.50199895	26292340.76116286	66260661.26627078	493306806.7848229
323.256_C20H34O3_6.58_1500	58260740.65089273	43736215.16108475	33382645.356366105	49305279.5	67909758.73586284	24152901.6529283	24037908.16261355	15632157.76014269	60758220.51191674	15465478.380213056	26305914.67545617	49330995.02553677	31463241.86410993	21090821.918061767	33290027.65057109	61038255.01331266	28554952.10348156	45803764.03864589	52579519.38369732	81123594.79741713	29177487.344250243	155649726.01743618	59286321.6915374	40576420.66707	73732921.11522776	24517122.998797074	8819786.467600422	38574796.994516544	21276610.798279867	23012767.86268341	16418534.971228115	56263349.21930324	57114029.65306164
323.219_C14H30N2O6_6.14_3142	34670394.85477974	531214654.6552417	17697994.781245332	41415704.57058408	47578553.18538545	17344238.09185046	32594310.36269291	29424596.06134985	56727169.7421876	86260106.2166452	45285062.36168828	8323960.268138334	25980445.267926645	12215737.535051765	287226130.2702872	229713271.1924394	75907474.30184335	63374067.66063976	42329349.5	55407810.67591739	55734541.15676408	72173534.90798081	113572296.56533462	28560991.588332243	81610153.80751513	214012794.0407383	18004636.33483476	118692358.99605148	112163871.84212856	18747006.979512025	10567383.453254692	49467831.36421408	50580540.47680613
323.17_C14H26O8_2.71_2068	37378790.81065396	302767685.6917936	34966062.880390115	44728388.80012849	18884950.109300166	31086838.987282675	68411803.94515914	25814927.873336285	78847425.28371736	42200605.89431678	101723325.0784418	34842030.113268584	35192883.57118915	93239428.888951	139370009.4894792	12575724.3138555	75053382.32651792	30766442.83333525	5073775.538328298	48134049.76740735	137169242.1548728	47263768.74822412	73095659.0	38419591.44593029	24357000.73542197	57213575.68876508	141367888.47182208	41529744.80076092	57558316.06908267	45689752.53338978	33402330.22920105	274699954.34700763	12532918.164683113
322.31_C21H39NO_6.09_3961	41729181.42269997	37285657.66859502	33418145.46847305	57646202.0845881	61731188.10673026	40206490.45627439	87459059.31566791	31587047.09495544	38707099.5	25144806.106427096	45422162.42557129	25411125.22245513	112491735.88839471	44912534.718691796	34804284.25419441	25550367.495240435	42974531.66223507	39661976.27965035	78273348.04097466	38122770.54845398	78218833.07783003	57537038.00672523	73743684.85540171	25532567.69960676	41227878.17399266	38879667.84791064	25919771.50466462	31578715.576174106	27770223.00782599	146538282.6306452	41486720.10494492	35345268.12625009	47566328.20821118
322.272_C18H37NO2_6.86_2347	318436272.82439786	49840734.47322305	42281006.69021738	55326442.92597298	98103021.25393182	41246857.79410962	47890760.68426982	69879955.1410011	59101080.3572281	131026507.12281308	43613106.96000334	481687874.15948087	43776939.5	33765652.22496626	36099182.70614284	51913453.86477715	47196649.29358574	18114588.28815418	18677702.50579365	18256791.885985885	46043138.57968965	46236091.55435632	49249599.26338059	22272106.96939956	53548994.50351755	59311617.83771996	7493037.312104885	33625239.12424638	22631719.152289003	5188612.474892484	31166612.961653054	56701058.25797362	333849088.07163185
322.186__1.99_4948	21440596.166745976	41832349.0	22649167.24736609	30722133.84595839	40056711.025739215	38862668.10520411	101083501.102439	37627462.06442814	46601022.27693526	28050670.77484295	104875507.10140142	29284396.66167477	39427079.313667946	163717285.33383214	72482943.37379785	22191608.313075867	23113755.93653616	26872405.74859371	96057851.2304517	22913247.80026615	28619459.958429176	70810326.45730117	20048548.48376196	48213495.73501551	50733268.41208207	55203727.77075626	58980580.74253323	40617376.93701985	27768156.642480195	54476616.79101783	40839122.74386574	146840484.14346778	65510207.61686916
321.24_C20H32O3_6.47_1581	36817499.97874401	30245094.99453016	40860130.70220591	34698985.23310701	57694029.00000001	113182582.01981786	85589848.73620719	57567636.48905883	35220512.08342648	37629651.48010042	36376129.26950088	54884332.08018914	49781831.83575916	57305915.28319067	25956822.9425942	91534718.19962132	62177882.33401435	22743491.10813792	55566070.06704712	283615697.23828626	28042635.80122469	205094115.61951452	53172799.36234383	25116048.68031938	42721640.44064289	36942469.62530913	26150753.83437509	26357429.90090861	46041508.18519193	41655677.36181491	44081773.64488927	117390337.40551284	90403122.37296665
321.241_C15H32N2O5_6.81_1594	46480969.0	35078086.02965978	44095806.53689922	48496983.92556822	60010952.41456624	28844208.45980177	19452657.47920736	32361144.280983064	42293287.79488913	31095373.54126565	39757189.79225608	40386339.187228255	40403186.64548297	32422151.126789656	29752769.435317244	50402073.19059533	24808585.202276483	51396821.49965879	105294573.35002579	104880041.41291957	74981392.94303747	37088783.12192088	113973531.26623036	43143879.79568774	101716937.36119796	52621640.78474032	50178668.63816661	27086188.66212332	30994606.80735249	24561756.900771625	56520455.53864065	36571795.17009397	72759217.73422317
321.191__3.75_4990	34819467.11505818	30488216.36342858	63670940.80738489	57585706.22508095	4.4510690801994945	35736031.26005286	41391915.71888076	31321995.07460063	41456456.22054365	31162201.694621466	129579255.99862283	67325086.02839638	54846518.31312618	89251768.939581	45509154.61806529	54031434.09209097	47857894.75030496	40452206.01466904	4.4510690801994945	41205767.55887774	98447851.25096728	38439606.16829696	38888808.05987069	47898488.50031637	71642983.57278539	52319998.03075427	37275745.07627548	21194651.18811685	29349276.80718713	48235519.0	41626398.03802566	47381185.25181559	48883866.17329094
320.316_C16H39N4O2_7.44_1280	33029021.81408009	50463351.30599181	24524980.26438846	49305279.5	55922367.34336714	16483876.378482653	50952411.07359989	41742731.66180399	32209911.33786048	42307564.22979289	65290039.54806008	60059326.47042439	48501177.24153821	12320445.552064896	25982444.469807673	46131602.82961226	17774379.85243616	31941926.032479323	52183458.91566661	43731117.26149661	66925187.71832077	76196876.02895191	46197862.97279505	14862720.566386694	47559164.01481251	50059959.11201598	15163917.447900426	25616458.185410395	31577444.228415783	61666433.01345403	96357326.731148	53992030.86327957	69736098.04182097
