#SampleID	V2-arm-psoriasis-2C7	V2-arm-healthy-2A11	V2-arm-healthy-2B3	V2-arm-healthy-2B12	V2-arm-healthy-2B9	V2-elbow-psoriasis-2B6	V2-elbow-psoriasis-2B7	V2-arm-healthy-2B10	V2-arm-healthy-2A5	V2-elbow-psoriasis-2A9	V2-arm-healthy-2C4	V2-elbow-psoriasis-2B8	V2-arm-healthy-2B11	V2-arm-psoriasis-2C5	V2-arm-healthy-2A12	V2-arm-healthy-2A3	V2-elbow-psoriasis-partial-2A7	V2-arm-healthy-2A4	V2-arm-healthy-2B5	V2-arm-healthy-2C1	V2-arm-healthy-2C10	V2-arm-healthy-2C3	V2-arm-healthy-2A6	V2-arm-healthy-2C11	V2-arm-healthy-2B2	V2-arm-psoriasis-2A10	V2-arm-healthy-2B4	V2-arm-healthy-2B1	V2-elbow-psoriasis-partial-2A8	V2-arm-healthy-2C9	V2-arm-healthy-2C8	V2-arm-healthy-2C2	V2-elbow-psoriasis-2C6
656.497__9.26_719	29894667.831909776	36541953.28169003	40742589.15021157	41728463.2917659	55531697.42462253	51165859.51652883	33926141.811360545	32590163.15555725	47346755.47346627	47032964.04586542	72171082.17296523	38646825.00144344	37229175.88686105	25286716.78526345	24387456.777428564	66016750.39216469	46223930.83138907	24410789.5	58068129.55779959	216280577.5245528	60146380.9197396	100767734.36437953	76657823.30469471	16008596.03188296	87871576.20606254	44740182.08105017	18670924.935926534	36037230.21827639	25390263.67501945	52738318.84937943	58671985.16591466	91499202.76290669	66946201.0544889
656.494__8.82_2623	47726006.01794066	22222254.76834544	27977929.943169493	33532025.45033373	116032514.5680645	55549443.66364931	168535373.28940457	30741152.02448279	38537406.66176451	25720941.1452458	30679098.46551136	34270045.10482497	17022788.242726736	43452164.83576914	16258482.248320576	74069403.90665497	35427304.610137805	45455823.80149763	42329349.5	62338892.74689029	57699944.53839589	35442348.93199476	19147101.323281687	62270417.12900049	27550047.33970449	28876588.88364096	37171212.66045295	22386523.65918381	65737353.24469408	102306527.64040609	92852551.48128644	48645192.71556554	101274786.1155697
656.456__6.28_4753	35233658.68720169	50231695.66159982	55227366.29213828	27415297.06247754	20456863.279464606	44864197.2669706	50362999.20590153	61536558.82652114	23431873.74327128	29207598.618008144	70948308.58329591	49027402.60905498	46945509.69667887	27191112.2034162	122287254.49425942	27652559.133189604	66763273.82257605	22884098.412235	115672695.37334672	40743011.51180643	59452053.74213978	38420512.62151904	77335576.0365025	36370096.58620156	38225519.5	41532304.42381685	47666293.39016648	15916998.26826566	30300945.898686595	25584401.58534817	28366144.02401485	34739676.112686776	35184603.81386356
655.996__9.39_587	29041644.98573603	38931715.22735868	38491192.709045015	42373975.92705324	53782160.51906466	54420003.32128628	33001408.464303635	32322826.784166466	46006207.64124133	48083896.10719169	79217300.53803913	31301387.24115305	38119003.017780796	25571943.51039171	28065465.85511451	76394586.50068498	44424307.40174428	23129981.402117673	61417521.73138885	244574118.03885925	59352040.853411905	101661997.60287164	83297100.5626377	17929086.11194823	99577156.46209843	49468614.32349019	20300531.54198089	39024991.52833619	30563530.527520057	52032729.93319643	59414964.48306351	96930596.91811596	63843239.5
655.979__8.6_5998	51226303.24213526	81029072.15430918	28668228.691070106	45360514.14591954	42027802.246427104	28748356.91219232	52324598.27727212	101431289.63409369	26127770.656477176	59025351.24752405	68662082.90170795	68713089.76341417	34921907.17747036	40981041.27570145	38324862.24736676	41066448.11390722	67303349.73031399	33984797.77934547	31407178.54408569	80630375.10867268	45086638.93071942	40666169.4601558	36187187.07937388	27216312.44157201	33507942.932696585	144529062.9503329	46758135.10683914	43955525.52719794	40657997.81822871	39473373.340152375	43131639.5	66697468.61165656	80176196.56837147
655.509_C34H66N6O6_9.63_3103	37901197.76352981	24109849.262375936	18464163.2415982	57636257.05151717	99378556.5983271	41128789.5	67250892.3776511	69381889.25480267	86430010.30493042	44246148.85217913	95555097.70569368	17874428.14630392	29888312.24209207	26346716.03827366	6416170.878791298	53663792.38368008	43140568.01271429	37925184.16542026	48967135.29191313	6440963.4352356335	69794349.6421309	99096945.00683214	92382417.64920963	11594114.133316346	73787669.92474668	60293395.98452683	12692308.086094314	11342991.042736676	22832675.78298515	46173096.77843906	98734122.59498627	93887587.49521968	76143531.05984089
655.498_C34H70O11_7.28_1549	28324757.18335054	64394204.01339305	23095180.641669426	42474781.25290366	74520931.06919692	41470352.02406816	59321929.10781658	43749429.59857488	35428250.422055304	57651826.38249115	55645074.71904977	59635699.97147811	48830576.94835625	15798367.920586195	27027373.33649395	65673162.45865949	30437089.28775405	31221132.595798865	38826659.76472079	93962243.97158194	92548344.31402686	51540412.23736956	73095659.0	25939275.53307356	50488638.26439272	63791272.62574343	4671917.650543014	51940340.6758784	40579313.50954524	44602917.05582294	62456753.92588586	29957791.407080986	86072282.582541
655.38_C31H58O14_3.7_3797	16297553.458949812	21078360.692815	29084650.0	57756164.08123777	38639494.66905379	77970472.86236615	29550570.390096463	61434736.18127649	13891575.206472805	121905236.69682668	225510957.3510212	34169536.84591315	23694044.106718425	16154708.746679742	33143857.99556766	33066624.554019544	42083591.87836778	41700461.18995988	29180949.00512817	72817299.97136581	96331686.91489008	69983038.84336141	53179074.50588948	90866593.63422216	33401069.35939437	89746182.15227751	127373004.7518598	37855735.884181865	39415729.87140073	25963202.571728077	69961690.54429711	85207405.46757053	17636189.820002563
655.293_C25H46N6O12S_5.36_1346	54000464.55101666	16927108.393490136	20972873.908298552	57903284.19340754	41201866.29610021	107987639.48118426	71744443.77062157	1437288.6200701748	69967677.89732294	46651566.43273117	465850028.5946905	47795360.83849551	43776939.5	206953208.28667352	15513685.468374915	2890392.56973921	45622432.87668514	40749574.10726076	54191790.96422228	41625790.47561374	49839574.38897555	46708497.57762302	35088816.12038414	137190716.06613812	9846192.479021417	63722654.63581201	90986772.37512824	32095990.391109694	39178559.41243329	108319213.79040942	236248303.12669292	273421467.0185393	22582214.67636993
654.514_C35H74O8P_8.21_2193	24183667.226753496	33030928.50216616	33202200.66406194	88158088.73018764	63371679.21076773	28568410.24431282	59446967.50390726	22713166.470646214	28739926.480226025	62449320.48565055	60253829.50000001	45246893.33959127	70760611.79171999	36833119.57216736	11277726.234877774	37245333.46826677	89643233.92734057	15945685.510436982	72629344.91996543	46613013.28087521	53466492.66648413	131208707.63666502	36725184.61779396	26549527.90308723	76183546.24185234	40412480.10403586	30048041.17662756	14711936.55123417	17248439.61823354	68217814.02567859	104803001.10166168	55646826.9569784	53820247.82215025
654.296__3.44_6017	38045824.99189298	36598495.456097744	66127842.90943155	31171550.05792785	55864462.60290609	42005924.13998301	76512185.67415506	26698487.746344786	38707099.5	86430318.14770122	26291391.23994567	46256372.39762136	39112240.41398335	31054219.41421621	36114645.62330554	72680297.90953355	44465755.52249672	35993482.21450837	39584719.38360621	41961126.86008308	34034169.76204504	29380938.08403733	68670304.19805388	26988939.781809725	24702215.08734695	32319223.040571924	47031355.53742185	60798142.89753019	57095162.4916229	51455900.53240432	54344883.97487837	49915535.77045368	36342254.034823336
653.532_C31H64N12O3_9.73_3371	65136768.10883859	30961168.22381895	50020429.68297812	95470682.85743316	60913828.18005113	102529143.60225582	39646805.88613178	111570177.11409518	19189297.84291261	69585872.0339921	74280079.66390559	76777516.2836454	94480563.47291024	3446809.853675656	13262987.1105407	44910227.27695328	33718794.740589835	3090129.6495206864	38219281.89563159	3998259.271569745	20516660.714134347	92690155.03137216	57829116.33632221	73777617.06914762	4191988.338954852	64020990.0	23157609.944237687	3728897.0926464433	62099658.33688231	191414950.68117407	8370699.435819499	5028935.771385801	29879126.58361645
653.518__7.92_5229	26207821.432305466	51239155.78231896	10506876.89787261	22463844.02227659	57256583.50109829	41861278.002943546	58328939.5	8614174.895559065	47227227.32836699	53066998.63058698	49798488.44803431	42202079.92944654	36868820.508754335	4439387.062216447	45154415.85094965	69760815.67293392	56326383.29228905	17319513.02908914	31805719.935769957	121833520.85084276	101135194.31102486	65360751.12385642	87736098.54272634	3183427.218832605	85009285.10266525	67373198.76259461	15732632.471281225	49940715.77076501	32238462.25126377	60634742.48818712	72776509.0740268	50524350.56621826	78303999.5345075
653.448__8.1_2511	24915754.437888	46669828.47432906	37104857.84012435	37528119.58473074	60491924.06098949	72518132.20079689	63878674.44636253	74373956.62114748	36628509.542748705	101506521.51349196	33891740.37296312	57442359.1263541	46958455.04594835	27004459.500000004	13096960.037918242	12880843.570715547	168633154.6331769	29975874.935955826	59481715.07039642	6601718.476020942	33652010.15204843	29290176.434602983	163706994.3649237	28562853.63236289	17353546.38235602	50344482.51837229	15754889.617501264	20259840.742641505	126546021.14350411	30245498.7434418	70262711.1256286	29386150.49237659	102550460.8312092
653.396_C28H57N6O9P_7.86_3037	26249155.095615245	59297874.73640213	29084650.0	102437265.64656223	85971001.50197393	44915322.35212281	42403174.314172655	97060214.85820936	22477282.88598477	91076069.9620468	25856543.428358734	53651754.64318185	26570956.71594889	18977496.950639468	17639635.80630743	132194192.7730404	28213429.09310435	53887965.60171399	89877040.11630036	27838793.746567734	220127873.58866835	58271851.60751986	31876741.109063614	27368119.89707785	104296276.56695811	89795960.9646492	7790981.260144248	29168871.616855614	32874825.579976324	73359208.61208402	70845539.41308287	17369325.48754927	20065380.628928035
653.373_C31H56O14_3.93_3333	51098278.53686682	43241900.162090495	70903219.19116583	35515425.71602158	30563971.37711703	25973565.84826306	83599347.26411282	26446365.71264681	44675046.38713753	23121398.603541456	59403373.27508149	22045531.37287241	49819220.30427094	25256424.169148706	98374291.45543917	40863564.19506936	38384974.85366319	54573831.99021307	98745032.97213362	68364186.45086667	39005988.81165938	65275619.27395319	31824876.73533865	55527786.16684599	96734911.55918096	32549238.30767004	26096974.45160843	44524099.04823578	49626758.57937127	47078345.13495655	43131639.5	26864085.5273845	28148919.674553998
653.336_C29H53N2O12P_4.62_3438	67867319.0934878	18874406.16647181	25222700.51784083	83313919.70165402	36952747.87219381	50090804.92524038	90038204.24708231	6862338.140597199	54240275.84319944	41256685.34491211	168174786.50228173	31289716.29398523	43776939.5	162613795.53330496	23038616.380032197	3782503.90435374	43144088.85674444	30706539.524244986	49023836.23760538	37646284.62433387	36234549.04960437	26976787.219378807	13549667.8693625	61087448.37755661	5707731.038141467	63962582.0607141	100027830.91899247	41653896.729941465	40759315.43317444	80132149.85491014	104447550.80859576	166962037.33915117	26569241.748681463
653.107__8.15_2851	47510942.32254776	29916989.00420925	16507789.222371468	20274050.02974127	58504209.67081835	74375033.70400162	17999175.167908993	79697567.90837643	38707099.5	89529982.22894475	37405590.530530185	42180261.58124596	20096538.129477788	26117056.79368769	18356711.29206169	28581238.94369068	209580372.5794725	17837725.617901225	57207716.80328156	39673008.17779082	82686096.49565059	72724189.26765633	211662923.65571952	16742839.600231225	25345756.349949103	102388011.81888144	15887168.378947996	29941425.76655076	235785158.46085763	67617449.99022292	55944829.82478838	24057632.19761913	127927174.36142012
652.772__8.16_2688	24097177.57914353	21329144.99414004	31015020.766043305	73532592.27170351	68071197.40469797	65931979.77830048	21094792.775593445	66355392.47033194	22759641.222691666	104942454.37974434	72120999.94747053	57119267.22717365	22520383.846959487	15150078.007997066	12984377.295085907	32967323.32993856	89828524.52283196	15570395.212484226	46198008.56892488	33168527.639174163	22224124.25867104	84434327.92812477	259168646.94352192	43239436.81984804	57467533.38735069	51473909.91655429	28259846.360070005	34610120.0	164241804.43118885	30791478.942459136	29602385.50062232	28155552.24126955	19825169.034719385
652.584_C36H73N7O3_7.54_4390	36501548.5422093	32601629.49056138	45727208.4665617	51599809.98671789	38363877.36625888	49442794.36092978	37911096.96124633	53896206.54579181	36768247.647897795	57725160.32289415	49637006.55348272	46087529.0	97944734.0274402	20498330.29688689	30909009.831541386	48995601.04112165	31467486.04074864	69552700.27271079	39340043.36841515	46490937.45977055	37727344.58205427	41916374.96579804	54159066.708320096	51453099.63396429	44188384.65296618	43951421.3853719	78879072.92526476	43443356.71418377	46801415.61771575	105295061.50635764	53662617.59888753	39112610.66924131	109378163.7746716
652.498_C34H69NO10_7.82_2334	24044886.67479364	54941818.40081568	25563841.75002804	65479647.99662565	30044564.47158128	36020710.43423004	60305726.15370144	13804879.344070205	49743617.4193524	40476360.48782959	61245039.35852513	15013004.215034325	47659926.94026998	32759337.557981804	62487392.75208966	33930282.10899458	64783101.9640898	39669382.89578636	40772288.627919495	61011890.29102846	95358286.67826363	50409565.79411289	52542498.02012986	42530579.21841703	37264977.76351167	96290953.3863676	19722913.859989014	34610120.0	72077189.12427971	15526056.750946894	15722116.847925534	46664921.3978056	19237661.26788235
652.411_C26H59N4O14_3.14_1930	46827806.08308299	39644537.32767785	29084650.0	61543018.72486274	26354853.424551386	57664063.05296814	68818737.45250528	30846937.703173395	26634340.402724404	78963538.41551302	61404615.62720133	31769467.42051339	32631477.007206306	54203632.5865309	53046435.86954637	24170827.04370924	79171129.6659709	15067197.381206285	18763776.29107359	125020268.76826636	69757815.21213047	107321398.39834663	75038656.41026287	39108822.03876469	28084864.56524849	26098625.11381124	21831877.89099296	57370453.50270771	67967094.82030304	44030997.81639942	31313876.176341176	21876701.021529496	41486099.60942157
651.964__8.61_3839	106352276.52387412	23968386.77652065	23978621.44243419	31202466.46247856	43131549.037149854	25922882.16945733	32181252.38408761	47834380.35154154	34802518.34248142	91308020.42066564	57848342.37348925	28983228.792827826	45762775.06150773	78730411.88734992	37651464.892882794	81585692.85353498	47319063.29381185	34945305.66197283	42329349.5	63417136.26414654	33335963.78858254	34838816.73241308	249925417.29443312	25281812.29757664	39422034.17050732	60419156.40896226	21646942.07482743	40973570.42741457	123864311.17642827	80247595.22515398	75036991.37028857	33217285.41380789	112405669.51181121
650.968__8.29_2739	20309695.337126426	16444519.669736505	11956618.918587718	62362374.65677887	78319669.86790915	45876005.74097343	42806696.40326813	59335080.04924277	29817682.486628786	97493302.83261104	38272039.38175514	57925914.21747648	43776939.5	30937082.854008406	26443572.472342014	43634537.62690308	232043965.10525617	24603277.08473789	53076136.20163726	8765130.425801443	31254505.19925448	35359043.800830424	218618743.5147529	35815695.77311572	47807907.79733762	63986446.83608207	10759271.332758406	24745370.428156346	205523707.58133093	22603304.96685788	31782959.039757434	15735686.757532462	110603064.04614176
650.554_C37H71N5O4_9.8_4198	19982756.027072705	31077721.91263089	42754352.921499	23152188.011331394	88871209.07710382	47211997.89089096	22130733.578120712	93365345.62299344	62962439.57598487	64210301.31269177	41429208.63191555	25737729.93649386	45034424.165125534	29657121.595987346	18305772.40076153	39322137.46757282	31098846.38503396	12644003.286590435	55791512.4416708	9644914.022327788	37396917.91628226	44054605.10283377	87822875.72496203	26312765.54004133	68394672.15983489	66062154.95775259	53756696.90699999	7363821.616446082	51249283.39014431	90628836.76465942	66916541.98681285	44115436.57108161	63843239.50000001
650.458__8.76_3381	11851951.250021307	16858527.168866906	24984956.9781646	17356715.805969514	364755782.3907064	27658424.08611467	138761833.07641688	23473042.418172434	70471582.70937064	21394837.705852736	18513830.3275198	39674663.00460713	22595200.79474527	56820052.09675418	15918069.027397687	46081561.32671003	33478292.55157333	21823712.43960725	50573931.36769097	75223014.47275744	80303261.62996954	59369454.17647924	34725537.33760817	40391930.78075243	19525942.422624767	64020990.0	42422650.62779533	59750438.57072608	57222460.05484144	64815035.63299711	108347555.97394888	19589850.002894484	210865842.93559387
650.393__3.56_2508	48373762.964985706	38460862.00603293	18593991.002360795	50595420.31390382	47892221.39293607	79436640.91044635	28590863.590744603	5013355.872263025	72024571.88484907	44258689.19121049	160722830.72424436	7123317.963951547	35976860.58523268	148110532.30029932	35563886.25596422	5440024.536103563	71971610.37505576	63050277.96377719	66946154.23738489	24689977.78313361	57845447.29128192	30804355.742546786	65426926.52763222	84909549.85007107	5322223.9383031735	64020989.99999999	115952961.22331668	41948162.02245507	62043974.01889864	34153793.82857264	33793578.7348962	172066052.45858017	18077523.72751102
650.359__3.26_5044	56841118.68344016	29959850.246274684	29084650.0	61822234.35833131	69669148.54369569	30870000.2448545	107018538.71306701	28800238.57121279	43916634.38312296	67391560.23802447	47583999.42207541	46017062.44688676	62864380.67515384	42211603.14821139	97591507.97656614	32102868.39622641	34011710.31267033	36177935.97679107	74394403.76247792	44895747.94541239	43581419.50922381	38471182.19171335	37746305.514582746	44352520.20634535	143178706.13837188	46696378.8580325	49389023.52667812	33949155.07900491	45361708.03288096	40565774.95047416	29373258.837214075	55329005.87906928	60110895.07275775
649.449_C27H62N5O12_6.65_446	37234672.32224799	60754815.89232869	26910347.374506533	55106642.10303536	49346251.11780147	40630221.9226346	73739636.11017087	44476281.05603306	36673467.04330306	83319899.58355907	30164510.652656127	66695674.62623585	42971623.92990901	27004459.5	46818002.1862156	66498894.47569226	61622050.91064366	24861020.377801694	32423652.60127331	80720680.83560453	70061222.36494571	51454332.83736826	90123440.16685712	30126094.86059815	51881075.35585174	76029009.08169168	15435344.103232473	70553644.29643443	48389207.3633346	34252564.451929905	47304508.18830629	41490414.79798409	57249195.04625479
649.308_C30H48O15_5.0_54	66669612.91817887	15311515.754160792	20013028.351182368	66138579.11639351	40533493.91617627	83088268.55515853	78397215.21809492	1625978.6703414088	71065397.29251507	58896856.272682995	267152709.48317355	39924069.50752431	51684401.24051205	204823698.71603924	15736321.712092092	2859666.970397985	45206926.60464452	44238341.47407024	66350231.85793407	41510894.30943213	53880156.41679686	47753065.16984511	36303362.11375956	96083221.42726946	6841523.842353827	64020990.0	98217407.63745086	34705476.35260213	40489519.61802646	146424233.42755526	1094072.5375793136	239733771.7977904	21969248.60861475
649.252__5.11_6183	31185723.79282566	38455797.92501554	56227724.6079566	30786077.11237481	33070815.239088137	28808344.53619208	70812847.68827046	68386887.47437334	49153279.27357341	47517640.76040459	140210503.37048963	46087529.0	29771813.452513397	42236944.88536277	33428172.775903527	37530895.49593307	52287412.24007879	158327425.34161755	140597100.36341554	68418929.11784972	74706891.92296839	24496127.7253606	46576892.28218471	52125922.35695782	72464909.00015928	45966009.61067749	52842146.30070867	37427896.17653991	35743210.64583879	42025114.66746374	59996870.51638358	22826227.95668549	39938562.84428187
648.994__9.83_6046	57153010.09696946	33895708.27456038	97874289.54529405	57087036.98994934	35389011.1715952	32587902.10290235	43973721.23172898	33707398.78414615	118958905.83667389	60533829.5	192089501.10253918	42809522.64163684	61182876.38208395	80127631.73250672	24455717.88813899	35786248.098062746	38017348.4423455	42739986.33898389	86302973.69109063	39619604.14402624	49898883.66663756	35041977.512081824	83015542.40632801	45555888.06833427	36345561.83679307	41062261.07404339	28445633.1919156	58997665.67852715	34505657.18274584	36253895.92974769	72257288.40894434	59453533.36949867	48911446.57384049
648.436_C34H66NO6PS_8.01_2100	36627571.26693551	67577924.0909256	40875122.65263752	54517145.18456578	32003684.89812498	45893459.5250486	19533371.401406992	52463052.28105212	20861771.434079506	26115166.243707146	56525847.44198918	49428890.20758785	61426130.04072387	21670442.136711664	14103903.981405785	56663069.99039618	123810586.98183396	19342247.19275503	28040741.65422837	33876902.40207082	52325186.50194947	105405056.28219336	124372491.87653744	39805022.62631799	47517959.01590443	56099985.83941733	9501481.148858199	34610120.0	138840251.09350482	41110095.89781248	16863771.04521838	61051854.46789262	79483329.87764256
648.433__8.81_3542	33838258.05893814	42945404.39498437	52350617.9053091	53196753.99679286	49377247.72233924	61714515.44274359	31277631.13460433	36200729.0	45798425.02450563	53837258.86492305	73137163.98490664	33329476.083909824	36317806.84172312	30949114.26353902	32207501.30387229	3655247.450664031	58376018.34864104	24296083.293019414	71076534.33431546	220708069.24082345	63387012.40610459	99947531.855161	79815333.2974182	22283136.77012347	101921818.34140208	6375250.997318593	19614698.402782705	38544284.06345917	30731881.6642956	6497495.24458289	4296575.423484649	93957758.64418904	48265347.43310702
648.417__4.08_5584	95943979.6508674	47906919.46096496	73537177.44164354	39788267.9330616	35819178.23617608	44197490.796116106	44419305.85201758	77762738.87410778	29736441.277879346	39352118.82372191	122029660.96176252	63547598.46974015	43776939.5	75877664.69549768	72153986.74631341	42828662.18981928	37508587.53884536	30619702.062197134	27891981.91798851	52423932.34031999	33894524.991072595	30430400.3967134	33858227.51578997	58004278.19419633	32002380.008900587	44491403.43641496	45340715.13416032	25854831.624191586	36609841.746001855	26045681.79052789	100995481.69867297	86067518.15349573	61118605.6754349
647.984_C16H31N3O6P2S7_9.15_2797	30574111.696904186	35545661.26714285	33817211.186929114	49663604.70179679	49723592.42232224	52597110.35038465	28211652.54894906	31251623.6830382	46431461.90856938	54178567.27214088	75803083.46087411	20808370.80776185	30695295.46372083	11387370.504507855	22256526.80252204	69053526.10104474	39496637.23789951	27107638.66085241	61574246.67193245	228125423.2093156	61630516.88121852	101873009.99971884	78469560.68197374	10546835.250430146	88493468.07880685	45173128.12817995	7680895.333718252	41974425.18713956	27721725.011313964	48235519.0	56275689.52902389	88489356.89946027	56822780.50768376
647.943__7.67_1487	136255053.48225906	21608594.11222926	21855004.677712686	33461800.51248043	67647979.77549328	109387488.59217168	84992832.26898132	80198612.85267895	44854739.96486537	169601587.50137234	49036266.54927376	43527267.50001374	43776939.5	18847274.434068	6646050.552646225	43121005.28256623	965595643.0202537	27199160.04505407	48808741.65892484	36697656.79573605	32858019.166128125	36769578.50025017	797129881.2229906	24249486.53166221	37903931.64717568	67963444.01359339	13915171.399700927	36775360.15550587	979464802.295635	38391055.72559767	31965225.559249554	25053973.70902757	443249939.80752957
647.52__7.45_5778	42518432.11269738	146355218.40099353	40775031.77645121	56143592.34084113	125652372.1821484	36903903.32738228	100905000.79141033	91123590.27575786	68081513.8930647	93950026.77582309	23394568.14806309	59196452.56555908	38073160.07938515	24490772.208171874	39663568.105553575	37115172.31829625	36390588.43219418	36107070.806770205	45754594.11497058	42154275.68875577	50728796.07092953	46789142.12262896	32350369.04585789	39756908.68013829	60589103.26076748	52637902.1463261	44003147.37838099	26093404.23717917	32395582.70745449	48235519.0	30301071.48699799	45259690.96857697	32463409.02635216
647.482__9.2_1690	13524430.926867668	36394366.601830535	37146155.22132792	42898753.04414464	60873866.03238922	41619486.922028616	44784233.52375048	31326141.54789141	49970294.80542443	45355588.65581462	77820183.42357847	31303039.37363042	36840976.88787714	18978358.55267936	13803637.352309268	62277729.9709542	39414307.610494204	25114285.353248984	58723819.40245607	199559022.17529532	58197597.98747709	74641692.07809052	83368147.29153804	9627324.320929447	84584584.50403292	56324084.40661297	15152987.250831228	34610120.0	24455470.384077605	57978544.50625552	54729174.68886213	77377241.51845473	55511235.72905121
647.47_C35H66O10_7.6_496	51340823.02673407	63482956.16553053	21050457.544308394	49305279.5	11414197.313213985	31478823.603497226	94845484.56838264	55074415.43074658	37194269.87329972	77697072.62918606	13499209.858586013	54569804.96778027	58643945.64013322	24907141.81298287	40569892.04946848	63579848.44678527	12516857.03660319	25830467.089281384	31673699.30518536	76949223.02271359	20164156.1553512	14480724.14236232	82865637.9098337	36324925.2052927	15046079.768322732	13552973.555754665	12777531.88424719	36938790.72850446	51919407.34365958	12744690.061834445	68612778.78651574	37061147.8904761	103247554.69884078
647.469_C28H58N10O7_9.98_3520	101160954.21507844	13731940.11638409	45136768.48268405	21126063.695186924	56195335.52608036	94281021.92720984	61201684.60604984	50579081.43549474	36488446.2580372	37311158.20004587	35989240.077475265	30569621.486672044	43776939.5	26932724.18085118	22923325.67918005	62834033.2467031	54849687.30593245	39960731.39185412	54183070.26363525	40899063.74428435	34603484.65015443	38477502.9635111	28460687.57104092	53118910.7307529	42823034.38581032	93470727.79357588	28240028.147987626	45208315.03906945	111454623.19449805	287347714.8354628	32621039.02278596	31498037.22194414	42252131.06319502
647.403_C27H55N10O6P_7.06_3010	37567420.752652176	44544544.10680287	24282945.43387863	17417811.72870803	37233542.82552382	46875624.36483245	25284576.27430756	51402031.32602269	52551924.58808103	44120223.93597622	34060858.95355309	20411882.511737045	70052202.68744946	65615182.16670507	28826428.566706896	100179749.46099068	32479271.56331917	21987528.19025973	43829657.46984674	132884886.45547122	53917959.5	39063249.86199201	131876863.9370424	25466267.564003814	68596036.29286379	59728858.46267518	19898018.069151968	115311791.26252104	23223749.29838361	67751217.23354846	29273570.557140473	84931754.58192907	135923266.66394755
647.361_C27H48N10O7_6.3_3727	51449546.56642419	47625889.54493652	52122962.52372775	24777708.20934351	33827651.2960997	25653439.42315466	80989060.13861679	32545533.243173476	43194675.41734129	105058225.86865877	58487955.86076535	121767773.9035394	35272297.06427042	27004459.5	35054036.39330586	36468689.51577061	62885796.41491229	35709618.88559506	52980248.93593977	30575472.38956741	26172633.06113613	43645173.06196537	40741361.43734804	79597847.2144853	27548920.59096867	35589715.85377504	24878696.960087698	79418837.05430329	22659241.17784618	70650919.40858857	40198454.01946773	57401597.23942382	33473684.03596622
647.341_C25H52N10O5Se_7.0_405	33977117.023975104	56729982.48449048	24829661.58912984	61276176.45959502	43268191.52329415	38122322.43679676	36294854.248859264	38806481.78155541	33081101.20012974	56118415.50528191	77598418.89323471	24397806.2132389	49795202.42404177	26459704.35633443	27089532.8023244	56134086.30552075	44751302.782242656	21725402.994356148	38318946.06647432	67094084.55188311	67920534.60359241	76543599.05585136	57865948.50838567	43013854.82570437	44119065.01636811	65808055.38288534	10803325.258451434	39963126.78914743	35912217.01710349	41070875.73182497	48052115.82105486	57706888.56532868	63843239.5
646.935__7.97_4618	45334637.69300037	21140747.49830371	37858335.84226032	44243120.11584791	88079098.80146132	70405374.28074196	40918726.07716372	33912436.4163704	82363566.03396691	78125342.50614175	52978247.38375328	58993150.33127613	35832449.8864286	65820744.60197172	27983652.76071004	110042308.45317423	54121731.675534494	34474304.48356071	37189386.52679302	37685180.61363688	53917959.5	46188527.67150005	47667549.3247159	28720192.04616358	55656159.98000359	70752289.11924058	36009538.62969879	30312837.37470651	57914531.25733788	37525321.77255171	28988340.898029227	52324100.37244317	25985870.533084225
646.494_C34H67N3O8_8.46_1703	55102859.24318881	54886600.92664657	17044338.81581663	90968855.94554341	65715062.61350895	42430307.74372612	44883308.64086285	82280758.89865178	25654935.656665266	56952814.07681464	60253829.5	53706270.46053482	47220356.1826199	23442405.327262674	10860059.391666057	25136785.15952089	80555594.45495701	12294031.151119625	30843105.368440814	9712931.517661968	72481782.88372774	43899423.56312312	79884196.78603914	49210139.05161431	37522483.11449014	67070459.53636214	8179971.646705585	21836096.410155576	78809922.87026592	55830264.754669495	42937298.33008085	34405405.36075316	73082382.23710348
646.473__4.84_5598	35053831.12991015	23064920.021889795	45583933.80615801	29226630.001469117	56642635.64070159	74074953.4844788	27461968.485778026	36200729.0	53500277.76462817	56117207.24503046	80995803.48818307	65649847.45138299	53213323.74710321	36451080.52647742	57254724.94235592	61269564.39487226	34846417.013974	32341778.77077031	26864814.79723659	69411025.89393249	67800542.71086188	30259644.64729261	39092854.25319442	63410225.51179542	46621704.59591839	43144831.26295122	67878622.74049228	32529117.995839555	35299697.348424874	111523113.3470344	32923078.64618881	37161991.92993132	53802022.06864575
646.472__5.73_4928	26836164.1188828	41832349.0	53410694.32574306	61720419.67549865	104958544.81558758	84116723.79229666	130923238.29908995	39613658.38579284	34987306.35415628	80152509.31067726	34000598.698845096	24362055.99363816	72623519.7998782	25709029.39288512	43025275.0512456	38826154.58626489	54122524.15002282	33545205.1486035	28629835.89371585	57106266.84412505	41188393.44952371	32054307.141998902	61062967.13749738	16352119.50140839	32381862.157995567	60172678.58681773	57660817.83012103	88244725.51531887	45131979.60261336	89143579.46192783	35600900.17163769	37143832.95851285	66121994.95335394
