#SampleID	V7-arm-healthy-BA7	V10-arm-healthy-BC3	V7-arm-healthy-BB3	V8-arm-healthy-BD3	V8-arm-healthy-BE3	V11-arm-healthy-BF3	V9-arm-healthy-BG3	V7-arm-healthy-BB7	V7-arm-healthy-BB6	V7-arm-psoriasis-BB9	V7-arm-healthy-BA5	V7-arm-healthy-BA3	V7-arm-healthy-BA4	V11-arm-healthy-BH1	V9-arm-healthy-BG5	V8-arm-healthy-BD4	V8-arm-healthy-BE4	V7-arm-healthy-BB4	V11-arm-healthy-BF4	V11-arm-healthy-BH2	V8-arm-healthy-BE5	V7-arm-healthy-BA6	V8-arm-healthy-BD6	V7-arm-healthy-BA8	V11-arm-healthy-BF5	V11-arm-healthy-BH3	V9-arm-psoriasis-BG9	V9-arm-healthy-BG6	V9-arm-healthy-BG4	V8-arm-healthy-BE7	V8-arm-healthy-BD5	V8-arm-healthy-BD8	V7-arm-healthy-BB8	V8-arm-healthy-BE8	V7-arm-psoriasis-BB10	V8-arm-psoriasis-BE10	V7-arm-psoriasis-BA10	V8-arm-psoriasis-BE9	V9-arm-healthy-BG8	V10-arm-healthy-BC6	V10-back-healthy-BC9	V8-arm-healthy-BD7	V9-arm-psoriasis-BG10	V8-arm-healthy-BE6	V10-arm-psoriasis-BC7	V10-back-healthy-BC8	V10-back-healthy-BE12	V8-arm-psoriasis-BD10	V12-leg-healthy-BH8	V9-arm-healthy-BG7	V10-arm-healthy-BC4	V7-arm-psoriasis-BA9	V11-arm-psoriasis-BF11	V10-arm-healthy-BC5	V11-arm-healthy-BF6	V11-arm-psoriasis-BH5	V11-arm-healthy-BH4	V8-arm-psoriasis-BD9	V12-leg-healthy-BH9	V12-leg-healthy-BH7	V10-back-psoriasis-BD11	V10-back-healthy-BC10	V11-arm-healthy-BF8	V9-arm-psoriasis-BG11	V11-arm-psoriasis-BF9	V10-back-psoriasis-BD12	V11-arm-psoriasis-BF10	V10-back-healthy-BC11	V10-back-psoriasis-BE11	V12-leg-healthy-BH10	V10-back-healthy-BC12	V11-arm-healthy-BF7	V12-leg-psoriasis-BA11	V11-arm-healthy-BF12	V12-leg-psoriasis-BA12	V12-leg-psoriasis-BB11	V12-leg-healthy-BH11	V12-leg-healthy-BH12	V7-arm-healthy-BB12
998_513.357_7.68_C26H46N6O3	12671456.263745544	24082554.13642677	2097420.49252834	19285130.334360056	23739606.76256901	24015068.246933497	16167703.810976835	19010973.48291025	15371786.081570208	10877181.848623283	23011813.93692355	10438502.245225843	16317127.495912245	13605352.576127173	32986825.385923386	25635763.728618983	22836956.21118889	20287114.253454946	45543586.48078877	7367491.961610195	20230315.813945483	21830235.18512873	24224539.54253139	19209653.456882376	94857880.31921431	31288126.883703154	25871622.240083463	62346324.59550335	45551932.23625618	19553555.151450586	20618344.49876056	35924187.49022534	17258720.747880105	16957480.89331503	18502839.520569574	18707624.499380063	16696263.317028144	26470222.037881814	96337583.79466504	38535094.64429061	43794974.59956152	16112067.435461732	18356149.34009412	22206745.701411724	11505593.826011766	41433547.01706765	21580797.36588399	22036362.34848916	21958088.319712106	91807511.46938868	66113500.31731372	15591809.259383913	9597305.517778624	36074253.37177062	34224408.26467155	23229748.35276076	81483521.09014544	35508464.02887437	14365763.134044945	11713252.968797335	34565379.0222839	57619234.24252611	13860503.844854075	19643059.15587077	31025391.33029581	18612904.0	22610006.22054608	54662061.67756979	15603027.14212755	16026038.039299846	26717139.442285035	16030679.803299647	4268967.276601604	6146163.9764783485	3094153.547370053	2343360.6633589105	12393664.541295756	677186.9690254165	144664.17428265285
997_298.274_4.96_C18H35NO2_C17_Sphingosine 	2873230.785278566	26020577.416541584	1151626.036638026	7395744.664287344	15835649.33644915	24184930.89074861	22661073.462059356	2323303.877179661	613948.5718017939	488996.4014599642	15174724.125206685	3573766.4869727176	12725103.32193202	30132121.24767165	25194891.15944932	38449716.92130978	30361858.403232027	9152954.526753576	38038220.98623934	53419714.14390744	37712344.78410034	5936612.960212893	6641035.910141462	17377431.080634262	45831580.91090726	57425824.46102467	16751656.326268515	55079029.32072622	32861811.51641969	29029255.35371522	14990929.29886772	38821753.65660945	4847786.095783538	10634636.980025187	5142187.557044159	7587365.987134622	12392972.986742672	13784339.024271594	51558694.54224613	48950582.32807058	28584510.00472086	15577141.638289982	17599118.041403268	31892764.09387646	13471074.107179433	43013438.77122842	4753140.9220372485	1953348.9094983183	47403638.059211105	66857627.92402305	90732583.63602628	5618317.775150548	15083268.810486075	55458152.77838762	35249797.35969036	39774240.34205061	59592528.94383431	3148464.835759885	43704974.54156105	25384586.51857016	42848177.74009334	72688265.0	47460891.08381262	9041418.562824436	46392818.31815971	24471927.742613684	58115200.95424618	49506761.21072763	11539696.48983455	36882128.83300286	53983699.70418983	68287915.50053717	1148992.676148077	32104936.224779803	2152237.2869197256	10868103.421435894	45575538.40707263	5732276.352239814	311741.02159552014
990_1199.857_8.98	918648.8848914842	17064480.317818847	47324481.9010209	178272131.5328738	262252051.5427953	4800531.493075482	45473891.04213649	6420058.294012057	24387372.020753205	13115065.029742278	1728744.129987779	12145646.674477195	14037311.809021635	16400593.425806053	223537986.32807696	305994570.35579866	305613610.88437134	414013581.7973886	6096610.897796135	5943304.195079735	335652600.26837146	4999960.002898975	1963984251.266145	1963237.8619164915	5238534.228743828	5388907.645565567	13806068.499820445	127949097.8962261	176371981.83900386	1373109559.6789155	539984200.878977	625909654.2424066	8573555.274714986	176490636.97635356	11067219.657004563	375583237.30495656	3226756.0466557317	110948358.40486345	23345246.59941535	361078599.0936919	12745080.331206355	2711161509.455839	26215923.248609602	1182744181.668725	17043520.790496945	118008127.65261514	54295223.02627247	1011694430.6052244	10623445.030978154	138722540.37601253	88691102.56671517	9601239.479692727	1091649.3253099292	136013300.16330227	3398009.9364004517	10492434.426467648	12043955.140355354	498934920.19756377	13482079.67289567	6489566.414640328	11493750.312458128	81037290.06915574	14284559.957054526	11201534.0	1904589.6095300026	20477551.95568718	6638142.722742522	149426409.46932974	8043421.991007645	16796494.178628463	26592723.171721835	33179144.094354983	1681128.562436052	4516515.695649091	1349293.1268002682	2956528.807179802	15093841.677231742	4917449.27212342	1370578.0640897958
985_583.441_6.66_C32H66BO3Se_ Decaethylene glycol tridecyl ether 	267965156.52721795	12950697.49327389	43914661.47010424	6795048.816310347	7766546.85717576	35364750.15973141	24059755.24163609	38547827.230400026	52565718.45966502	41788524.01476207	127319053.12672	108739709.05266891	96646334.88714296	29068457.81512457	46230489.910513796	13980123.208795065	14011851.984209415	62104416.33669435	41391156.70728299	31547387.22368328	11558850.875507075	190929756.04336068	14605448.915515695	201021679.12829632	41103076.638237625	27250330.563226894	20715500.507897906	56730169.99533598	41717508.18057388	22260326.915072285	7087989.880474999	13098748.637715913	66661139.04256512	6370173.322082727	47406375.72952171	6650932.063597399	184722570.516494	3226933.940035805	45474775.92638269	27944514.2009968	20243816.489013605	23684415.66720745	11920629.285580112	13650324.676581815	2916091.05797514	20693479.48542204	30806873.32571941	7713786.415616257	14489256.677224465	66338218.21449394	45079564.52700685	132880586.8885678	1848445.80913614	25677008.245275185	37022553.53314738	12288209.168728964	33962163.99284548	7363144.294712473	17509097.842785176	17023140.250440404	9488103.046701154	43384323.49289299	22163064.482153226	11201534.0	10661964.902011055	5067328.87336622	9537189.539371343	37838284.44770907	4009749.214320057	13422732.366387654	22799600.47573017	31257381.49178891	1957777.029038261	80473828.42844649	885676.0493734636	2542258.914370085	19481687.46765144	13573757.47424541	74185.40178406081
981_620.442_6.86_C38H57N3O4_Anthraquinones_N-[2-[[5-(1-hexadecoxybutan-2-ylamino)-9,10-dioxoanthracen-1-yl]amino]ethyl]acetamide	3191891.9155589533	6621716.06005789	4132072.366365084	10640958.40384302	7897691.533295892	15100137.564674854	26917242.76674133	49666001.51130912	15708161.482223162	19811228.38419456	13045440.508712815	27551711.00748366	24241437.221560724	33830706.68546327	38267628.52907292	34488982.297616266	22464590.43643779	34209548.50703268	24258809.15398653	11344138.844582735	32907327.87044897	44440979.64562434	22157533.489025973	27491764.311985604	26368633.44653905	21400841.45669866	33578280.226839416	33979441.982660085	12388958.884913715	3206941.7404873664	12313417.533507895	30492556.1751576	14603945.357406927	19047680.72958097	26431152.843303677	40101468.74767408	6816405.345681652	20897462.992477253	28436683.133693773	5124993.821400415	20861155.377270933	23224610.00889313	32811644.694064576	28474418.54281577	23283591.48068892	29928217.16406312	12415557.258564536	44039329.51886124	15354804.83336906	34317247.28397302	27583339.518072974	12989338.331262385	8381126.829775436	4529549.769702781	20364090.51060458	50106621.62883222	34992541.61824672	24153670.55490695	26008656.69081971	19142353.94983028	10772495.63034491	6978265.8423201	24379225.05162989	26518202.450734936	15177926.343870487	14127718.349022865	21540690.622611053	3737157.7377147656	9751120.369036203	19240442.33216402	19155719.188197397	15763646.913350495	13846097.527810613	43696469.41075689	8209564.0443753535	19071922.14799648	9747080.0	9356011.774190824	185601.4395487097
979_751.569_9.98	18949438.412196226	53880136.64591026	14661281.345405525	37095549.78166696	121200952.05598584	23503716.08141707	12790143.939459972	13416003.857603695	8626865.21334218	4065210.877139872	10180645.770199854	10663376.993051875	10727311.07298168	6277810.549366043	46262468.88214895	66923721.15107109	27769191.45443727	121143202.2746714	13656346.167819975	5469625.050462171	336218639.526893	10199278.750488373	3056413894.2628627	10031644.215791427	10346634.124689838	9404405.065582413	21518155.80368066	21317722.24064394	17851080.2832978	3012367602.1580386	183091579.55439523	248609516.1983501	6450178.9644419225	27563276.556224946	13123873.607903568	47135825.320705704	9807131.93037614	25021627.706305776	37179424.88777946	63192311.12854593	10510460.1992323	7428338558.2511425	14161679.0	4007100591.2583547	12600530.674432252	81332327.18211521	23240140.38460417	403476099.2446791	12799496.022689786	65649088.26595702	28036842.55954632	20109203.51194998	11508000.91329361	155863269.52633694	10831945.846244663	19318948.029894896	12152894.233938355	65813572.81258227	8632569.005302515	11569835.001175614	36635998.55578322	29567888.03300515	10931348.43593093	11652553.332007548	17100422.10892367	13851752.207521915	13394167.499615146	56651556.659635596	8622860.99121714	20792626.347709	34158141.413451634	7662959.965131205	7630258.8177767135	6201739.227261674	7905526.843194729	7081013.016292085	11369855.249979734	10580925.610361613	6605231.343394852
975_271.274_4.74_C16H34N2O_N-[3-(3-Aminopropylamino)propyl]dodecanamide_Fatty amides	40750920.07207444	85147939.9047818	17268875.731735975	3335531.1995181274	8108878.900231645	10271877.653600823	136621146.59077165	2242439.4835612723	7657635.974068292	9231333.275225192	29602770.054592434	38858620.0	32688071.91419018	15934161.267610267	199535572.4808809	8208639.189605897	5450531.179521589	75190746.07802668	6056525.322119002	20118711.961137407	5228307.899925621	32770059.476586204	8432731.536986055	62060756.19396855	12281344.845529633	8346369.26470477	63641570.82393732	277138093.22999626	1834934415.75916	39811204.78600173	6109941.396415028	20248642.663513467	28285286.426871005	2748122.8872280708	16082618.957289608	1831180.913607732	43694174.91981933	1407620.4112463428	116204391.6043428	211907193.728336	70789224.64542246	8068017.783261018	24501614.397377424	17807674.373290665	31383934.41473085	144957183.0239597	69287930.98610589	2411171.797765109	319545032.5008741	144770303.5272971	277939818.4618794	44252137.12299418	3128867.080074123	185157773.36542508	9634319.588677667	3033474.011475523	12341795.333495408	4107901.7964105126	329734855.7250288	341289654.23056275	46665545.48985079	162656195.76616782	21906009.36711032	15377725.237986734	3747087.7290468807	19921485.72461168	3557848.0929842237	160715286.55829442	22415835.85320086	421586315.29496187	74875922.63278037	33156628.59189993	10406184.135734953	27159466.766980395	42204106.90087233	71421070.12452209	599611642.5458385	397923729.9193732	585436.5367169239
968_443.42_6.18_C26H54N2O3_Fatty amides	27827889.527027816	1699193463.3600614	22677315.18618992	20989695.04515453	8478952.044100614	7151979.021898232	65845027.03247589	7909957.096426554	14328515.758823104	10002817.719320877	13313827.194097405	14714004.24465551	15232269.12796979	23989914.690157026	174432735.24943286	19880103.076156627	5.454845630083983	15339844.138640676	10195101.027781336	27992407.67123115	6184043.939067981	31979408.890715834	14989752.146101885	24835775.78263163	28863110.13070515	43730673.73469316	10174918.098950023	157137896.25635257	124115024.49021238	49694216.44885626	5052545.31001966	8327640.081167715	16440217.418523738	16733279.0	36264686.52409914	10263401.149915617	18766518.160157505	15100867.351586696	137868004.94145095	6770061572.576945	1996815650.3480399	46978603.37460339	34058141.46342824	6022040.478700117	785806951.3824067	3230633797.22556	275215475.7838055	29765723.43711515	29500072.45493006	83446832.00854349	7177916894.691967	11177573.274215763	5.454845630083983	5853663516.69476	7510553.299391803	5.454845630083983	21716335.03153802	10347651.240672264	27022759.76687305	13617580.27300863	1665327927.0409858	2692408700.9722004	28339777.695800524	9207337.581085727	7550433.675793348	515556143.34552044	5139604.646275802	3264149590.662217	473350393.5260997	13671643.248048393	944258707.2120672	55483144.09955473	4510966.416482402	6799137.787161881	3869012.9085059683	3539971.1652536723	19063507.230487425	10395299.317251047	3196975.926879622
965_732.546_6.63_C37H73N5O9	296035640.08832747	9534124.856548043	29604847.117265657	6821168.54929402	6609063.62144642	43794470.57263124	24955246.64601396	42737541.80478559	60261920.19227734	50899731.96020482	124420890.68540992	112395100.7496823	96383906.57790762	43449561.39237244	50411065.54431422	9211219.100779897	7135365.061200232	59618376.50908446	54311153.73380361	39474702.62109997	5672466.522456197	226713490.184402	8449979.419546053	197634879.37741283	45517325.04932837	36693031.14652924	21148586.455581266	66416488.22625778	48853256.72048806	18874595.37313439	5007492.144817834	7240800.080884924	62641838.62287529	5872354.713808432	63209854.67939354	4125568.9590992364	220380711.26384032	639361.8039489499	50133567.78723377	26667735.72178553	20070037.32533601	15440350.887155725	18586404.101113684	9453304.055961983	4340337.530373243	27153555.3339952	36414394.01720645	3710393.7322453577	11684639.424313726	73878095.60378252	37705684.99015573	154693309.95952272	4313087.32557145	20356764.942245413	46947151.98358217	15363651.034852132	50958594.83771589	2652583.223587017	9889884.891129067	14346205.844922742	7348555.252916979	40018021.222942606	43914375.40986775	10513246.885864263	13597240.0	4492968.8016145965	14182980.930937225	32299507.23705464	4780423.024175546	12648588.43715252	30858460.08404557	40685747.09795181	1251684.9033327082	102178367.59142679	3858770.070066765	3224350.9689175743	16415853.795798007	14788132.178005192	288751.82636987016
963_546.401_6.53_C26H59BN3O3Se	8323864.494985778	9284677.93237396	3456640.001967496	2546052.5934713418	1081883.994072451	26517008.17012035	26388190.72728876	45598822.98754171	2088689.6581663438	4124574.0968347676	22315590.941449273	11280730.431084307	16263170.194400124	47416205.90578041	56940672.55605717	21042588.50169948	19137660.90194066	13899566.778209202	44584320.43591915	83175078.69198565	25129135.88110981	12024036.960282752	6580518.547095277	12393325.351729333	37464213.89655891	27260039.04788344	63468059.88211638	53215322.22749069	234057775.97175428	49451785.69557208	4762975.6157026775	13300035.362955267	31326911.92691765	19523554.72213989	17916354.046264585	20434535.52925769	11543566.842637235	7953503.461820536	46349855.92893644	61370412.56281775	44787219.83906863	29889668.418439105	87449416.05015591	28859178.78653396	11166277.090527292	45235014.76103541	33580744.47424025	5427304.362022674	28290170.25383868	42117553.17394715	60495001.68686962	11189469.859255452	2163764.9126586933	45436596.97737709	27830122.594815306	26082983.693718784	41856847.37136877	21096173.04940276	27263356.35517948	22629014.531846207	8894713.837983688	53537321.59150378	106980480.49452087	56748724.78355582	13706357.17765182	15600659.851268947	12306439.0	60716792.92309054	8909524.940210985	25651229.80484979	35251512.90179527	72073155.53528413	3770915.0626891414	68561466.70269373	4841578.0135215605	6757098.466494473	13025966.924282987	8543300.875352	3274363.3155278806
