index	V10-arm-healthy-BC3	V10-arm-healthy-BC6	V10-back-healthy-BC9	V10-arm-psoriasis-BC7	V10-back-healthy-BC8	V10-back-healthy-BE12	V10-arm-healthy-BC4	V10-arm-healthy-BC5	V10-back-psoriasis-BD11	V10-back-healthy-BC10	V10-back-psoriasis-BD12	V10-back-healthy-BC11	V10-back-psoriasis-BE11	V10-back-healthy-BC12	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_DESCRIPTION_back	GROUP_MEAN_Body_side_left	GROUP_MEAN_Body_side_middle	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_DESCRIPTION_back	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_DESCRIPTION_back	GROUP_SUM_Body_side_left	GROUP_SUM_Body_side_middle	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
705.383_C27H54N12O6P2_7.43_861	6210562.410430765	78436169.42494215	142114879.5851005	10671976.927711625	124344723.44913892	63963830.27618044	108679214.16289768	62212897.21650544	35274828.80979201	155567657.66415057	22580185.365170904	98605574.69511014	27011346.063832253	90275692.31069294	93041120.11951496	73282109.88297547	53242164.02849753	84415413.13546318	53242164.02849753	84415413.13546318	73282109.88297547	23884584.2916267	94440633.50290154	71199999.85056129	62212897.21650544	90275692.31069294	62212897.21650544	90275692.31069294	71199999.85056129	24795765.71450158	930411201.1951495	1025949538.3616565	266210820.14248765	759738718.2191685	266210820.14248765	759738718.2191685	1025949538.3616565	95538337.1665068
704.874__3.5_5475	100618078.1285931	63414255.55768056	109217832.81567907	18886137.411977917	22942636.20727908	94037089.94228487	80558289.9851463	22255021.872131493	16455481.285527736	369869098.3955317	14165162.549898935	96420189.34091768	121254435.88480636	68393117.80021684	102772561.00454608	85606201.94126227	57146356.59110586	101417227.1357936	57146356.59110586	101417227.1357936	85606201.94126227	42690304.28305274	87297689.96371558	74475703.89268157	63414255.55768056	94037089.94228487	63414255.55768056	94037089.94228487	74475703.89268157	17670809.348752826	1027725610.0454607	1198486827.177672	285731782.95552933	912755044.2221423	285731782.95552933	912755044.2221423	1198486827.177672	170761217.13221097
704.603_C32H73N13O4_9.16_3948	1778424834.9784682	74659322.46451358	32173717.19848999	44288944.9789753	48580976.447424896	69976774.77065241	52437940.94729655	183478910.51461363	28532498.43237895	50158559.023657255	54138735.28994241	36936356.11602099	41512568.40845623	103934810.01647253	243076220.247761	185659639.2562402	426657990.77677345	51771666.1892773	426657990.77677345	51771666.1892773	185659639.2562402	42118186.77743822	61207357.85897449	51298249.9854769	74659322.46451358	48580976.447424896	74659322.46451358	48580976.447424896	51298249.9854769	42900756.693715766	2430762202.47761	2599234949.587363	2133289953.8838673	465944995.7034957	2133289953.8838673	465944995.7034957	2599234949.587363	168472747.1097529
704.008_C19H35N3O7P2S7_8.34_516	216447763.9128343	39646321.90991262	28203972.72913996	23677597.352682088	90999668.55429967	15887051.657428734	116219136.01821005	90180670.67656803	25476370.21869554	112841701.59933773	22114120.659321718	150666615.03808042	21538883.24889514	71456083.19367076	93254898.52894822	73239711.19779119	97234297.97404142	59909385.21098551	97234297.97404142	59909385.21098551	73239711.19779119	23201742.86989862	90590169.61543384	55551202.5517917	90180670.67656803	28203972.72913996	90180670.67656803	28203972.72913996	55551202.5517917	22895859.006001905	932548985.2894822	1025355956.7690767	486171489.8702071	539184466.8988696	486171489.8702071	539184466.8988696	1025355956.7690767	92806971.47959448
703.568_C38H70N8O4_8.13_4207	22239798.438617185	193110346.2583745	56842093.370956816	34985882.35941837	116821062.72265556	55078864.80427429	40322499.64598272	46313996.118861005	28717210.479364637	126049501.22230156	51226677.03255624	49038609.45665082	12447795.629155427	171411826.91861892	87722859.89572933	71757583.17555629	67394504.56425075	74181515.7373927	67394504.56425075	74181515.7373927	71757583.17555629	31844391.375123672	55960479.08761555	50132643.24460353	40322499.64598272	55078864.80427429	40322499.64598272	55078864.80427429	50132643.24460353	31851546.419391505	877228598.9572934	1004606164.4577881	336972522.8212538	667633641.6365342	336972522.8212538	667633641.6365342	1004606164.4577881	127377565.50049469
703.506_C33H66N8O8_9.87_2536	83605376.79683197	35669310.82437942	67688654.92740795	23125270.020093817	37570863.04085038	525158396.3253916	46245748.90418737	114527064.85386284	21791947.96237819	75704361.22257659	113299751.59276466	45299651.38848907	120591142.4506964	88335074.78467765	111980450.30686548	99900901.07818486	60634554.279871084	121715538.18835919	60634554.279871084	121715538.18835919	99900901.07818486	69702028.00648327	71696508.07499227	71696508.07499227	46245748.90418737	75704361.22257659	46245748.90418737	75704361.22257659	71696508.07499227	68212510.80642924	1119804503.0686548	1398612615.094588	303172771.3993554	1095439843.6952326	303172771.3993554	1095439843.6952326	1398612615.094588	278808112.0259331
703.474_C31H60N12O5_7.77_1976	162054437.1138	1224659522.8485987	34918593.5066081	97882841.86635442	53810956.72915003	8401907.882836247	109206859.17639318	867281047.8335994	37506933.8340846	47185696.66506462	49915564.191749685	42573560.90081018	62684138.8974799	25215109.607752245	257530769.22646126	201664083.64673442	492216941.7677492	40245829.135059506	492216941.7677492	40245829.135059506	201664083.64673442	61997369.697417155	50498326.69710732	51863260.46044986	162054437.1138	42573560.90081018	162054437.1138	42573560.90081018	51863260.46044986	56299851.54461479	2575307692.2646127	2823297171.0542817	2461084708.838746	362212462.2155356	2461084708.838746	362212462.2155356	2823297171.0542817	247989478.78966862
703.473_C34H71O12P_8.19_2617	78509920.14203392	1498488958.3103364	73286356.79416057	119769090.92544737	35177968.85639677	9755805.31235968	37921919.40593822	855240156.5687944	30289782.197799627	50207104.74261354	69026929.47543336	52092854.98178716	52743861.34729453	27715695.158173457	271839674.0272594	213587600.3013263	517986009.07051	44477373.207335405	517986009.07051	44477373.207335405	213587600.3013263	67957415.98649372	51149979.86220035	52418358.16454084	119769090.92544737	50207104.74261354	119769090.92544737	50207104.74261354	52418358.16454084	60885395.411363944	2718396740.272594	2990226404.2185683	2589930045.35255	400296358.86601865	2589930045.35255	400296358.86601865	2990226404.2185683	271829663.9459749
703.314__4.72_5328	152840457.1124926	85860642.3826887	61745967.43570457	54257352.67041351	31564550.84510531	55870273.697462514	60192364.75492423	72553797.98301814	64553960.75153582	43163794.68529099	51747457.11379533	75053804.24680375	38404137.24144123	46555369.44796881	68540102.25914596	63883137.883474685	85140922.98070744	52073257.27390093	85140922.98070744	52073257.27390093	63883137.883474685	52240726.94429647	60969166.0953144	58031319.22619337	72553797.98301814	51747457.11379533	72553797.98301814	51747457.11379533	58031319.22619337	53002404.89210442	685401022.5914596	894363930.3686455	425704614.9035372	468659315.4651084	425704614.9035372	468659315.4651084	894363930.3686455	208962907.7771859
702.943__6.46_462	9309919.084039249	74440034.13748598	61349057.725265816	41675760.25781068	63290109.512178116	82267681.92024499	38260245.31739111	42595169.8842956	44479820.94682628	60135252.24327094	50547576.10558165	68516270.48956202	69029193.13695647	76308714.19431579	57647245.45080496	55871771.78251605	41256225.73620452	63991519.58602246	41256225.73620452	63991519.58602246	55871771.78251605	51433087.61179377	62319583.61872196	60742154.98426838	41675760.25781068	63290109.512178116	41675760.25781068	63290109.512178116	60742154.98426838	47513698.52620396	576472454.5080496	782204804.9552246	206281128.68102258	575923676.2742021	206281128.68102258	575923676.2742021	782204804.9552246	205732350.4471751
702.535_C36H71N5O8_6.85_495	20898261.286589976	79321683.55584772	128262271.88438973	73413805.63262674	56249655.30396776	124190127.32234757	50861672.794758484	33422835.550001256	81756301.02512965	65732846.33996664	54156735.29249583	79904060.74144861	61596340.79803438	56729855.385810986	69557327.01651287	69035460.92238681	51583651.76396485	78730910.45484346	51583651.76396485	78730910.45484346	69035460.92238681	67730795.68707165	61231350.86288881	63664593.56900051	50861672.794758484	65732846.33996664	50861672.794758484	65732846.33996664	63664593.56900051	67505073.21533056	695573270.1651287	966496452.9134154	257918258.81982422	708578194.0935911	257918258.81982422	708578194.0935911	966496452.9134154	270923182.7482866
702.407_C24H53N15O8_6.33_1055	37386365.984560825	74712216.84234235	29723441.701961182	37694944.302984886	67003799.90629223	114757902.68431431	151434753.12987307	78608390.72422752	32515209.216420997	76941455.94907764	28964180.9192678	80589859.47189987	12307276.209495917	108673290.97863106	81983147.73731801	66522363.430096395	75967334.19679773	61275157.44859567	75967334.19679773	61275157.44859567	66522363.430096395	27870402.6620424	77774923.33665258	70858008.37431729	74712216.84234235	67003799.90629223	74712216.84234235	67003799.90629223	70858008.37431729	30739695.0678444	819831477.37318	931313088.0213495	379836670.98398864	551476417.037361	379836670.98398864	551476417.037361	931313088.0213495	111481610.6481696
702.327_C25H49N13O6Se_6.29_34	6883424.63002344	85971912.85668677	132059529.1432961	79315300.92294142	97755853.21346848	49292380.98372862	48566336.128662884	79329338.38556707	42768601.253034264	56655831.97694416	48971007.55701859	53643830.350233115	34011669.33379594	47145297.9743608	65730373.56429714	61597879.62212583	60013262.58477632	62478222.42065334	60013262.58477632	62478222.42065334	61597879.62212583	51266644.76669755	55149831.16358864	51468105.66698086	79315300.92294142	49292380.98372862	79315300.92294142	49292380.98372862	51468105.66698086	45869804.40502643	657303735.6429714	862370314.7097616	300066312.9238816	562304001.7858801	300066312.9238816	562304001.7858801	862370314.7097616	205066579.0667902
701.555_C31H72N8O9_9.47_1828	62379753.540950306	227142032.12788475	56850582.287802026	23562606.838711154	66164319.41467602	16981605.248361345	98577484.89642707	96203695.16677734	16140714.69627582	36992965.36733942	32913635.614505786	95085580.73017311	25485196.08332866	11809255.732830152	76818727.45132217	61877816.26757449	101573114.51415011	39824872.79725471	101573114.51415011	39824872.79725471	61877816.26757449	24525538.308205355	64272036.47781316	46921773.82757072	96203695.16677734	32913635.614505786	96203695.16677734	32913635.614505786	46921773.82757072	24523901.461019907	768187274.5132216	866289427.7460428	507865572.5707506	358423855.1752924	507865572.5707506	358423855.1752924	866289427.7460428	98102153.23282142
701.029__3.24_6134	47882852.08384348	48961742.6495862	56186972.20331145	44.7951241744955	44.7951241744955	96400675.05286042	98628067.80731304	44.7951241744955	78001704.92992485	272031337.34051037	44.7951241744955	94355284.88792878	76631914.82779294	44.7951241744955	71444706.64107262	62077198.26847803	39094550.42619821	74845335.95863348	39094550.42619821	74845335.95863348	62077198.26847803	38658427.33699153	52574357.42644882	52574357.42644882	47882852.08384348	76631914.82779294	47882852.08384348	76631914.82779294	52574357.42644882	38315979.81145856	714447066.4107262	869080775.7586924	195472752.13099104	673608023.6277014	195472752.13099104	673608023.6277014	869080775.7586924	154633709.34796613
701.018__9.83_4817	39668961.22651197	46756367.95136454	48929667.25190939	48828806.039363384	13326730.599382091	534793338.25381243	13317746.224059116	86012697.4875735	52698211.98832215	29442253.479181603	53056996.478919476	25123805.920770567	46655093.373193346	50779301.2679316	88815086.96624967	77813569.82444966	46916915.7857745	94978377.62371361	46916915.7857745	94978377.62371361	77813569.82444966	50309776.969949596	43212664.58893825	47792586.995363966	46756367.95136454	48929667.25190939	46756367.95136454	48929667.25190939	47792586.995363966	50763509.01384277	888150869.6624968	1089389977.5422952	234584578.9288725	854805398.6134225	234584578.9288725	854805398.6134225	1089389977.5422952	201239107.87979838
700.914__3.72_5207	104680984.74035037	27211389.18511987	568094003.0315247	40488985.997994356	9275752.545456978	130143701.13167769	31510121.726051144	8198244.830202607	22005646.144072425	422314893.6545805	13878879.689398	93819347.529567	65380298.15537818	47374511.84678754	144262295.02213183	113169768.58629723	42417945.29594367	152476337.08093807	42417945.29594367	152476337.08093807	113169768.58629723	35438452.49671074	70596929.68817727	43931748.92239095	31510121.726051144	65380298.15537818	31510121.726051144	65380298.15537818	43931748.92239095	31247316.07103339	1442622950.2213182	1584376760.208161	212089726.47971836	1372287033.7284427	212089726.47971836	1372287033.7284427	1584376760.208161	141753809.98684296
700.772__10.0_5850	34530890.183311604	47880218.88965951	58540789.6642075	71044894.5496297	29935582.25941208	426082865.85615355	38646946.29884938	141216022.66768223	41346549.165313125	37743453.22027578	151981438.288845	44341218.080215074	35324466.96756288	33616887.47240194	89253487.45921688	85159444.54025137	66663794.51782648	95434805.66382077	66663794.51782648	95434805.66382077	85159444.54025137	74924337.24283767	41494082.18953223	42843883.622764096	47880218.88965951	41346549.165313125	47880218.88965951	41346549.165313125	42843883.622764096	56195721.857471414	892534874.5921688	1192232223.5635192	333318972.5891324	858913250.9743869	333318972.5891324	858913250.9743869	1192232223.5635192	299697348.97135067
700.555_C33H69N11O5_7.88_1295	10726022.115606848	155969082.9167392	26270161.705368172	21435574.946848407	145048627.94412884	46066235.54923998	189659139.15010253	106562679.5083214	43172273.50188824	86449885.4404305	25172665.36443613	31179156.75624562	14904916.476864792	103792687.00212462	90172367.80883077	71886364.88416752	96870499.72752368	58006289.971191876	96870499.72752368	58006289.971191876	71886364.88416752	26171357.572509393	95121286.22127756	44619254.525564104	106562679.5083214	43172273.50188824	106562679.5083214	43172273.50188824	44619254.525564104	23304120.15564227	901723678.0883077	1006409108.3783454	484352498.6376184	522056609.7407269	484352498.6376184	522056609.7407269	1006409108.3783454	104685430.29003757
700.463__6.43_421	17153748.511495344	56675605.290624686	96982823.24071303	61713786.20418148	61265411.20819128	39357650.43758992	37850908.49698251	35179156.84047709	51699194.966078475	106107036.75656088	66655130.52275973	53451308.752041176	77711466.7937188	49131939.08391802	55315558.861859396	57923940.50752374	41714641.06875222	66929106.86239681	41714641.06875222	66929106.86239681	57923940.50752374	64444894.621684626	51291623.9179796	55063457.021332934	37850908.49698251	61265411.20819128	37850908.49698251	61265411.20819128	55063457.021332934	64184458.3634706	553155588.6185939	810935167.1053324	208573205.34376112	602361961.7615713	208573205.34376112	602361961.7615713	810935167.1053324	257779578.4867385
699.412_C20H51N20O6P_6.44_3410	177645187.11311394	50357538.17237061	40128079.73804618	48568096.43433202	36608541.84496478	49623250.0108996	77550521.14837848	77205558.56315619	81186733.70785937	53530853.16798465	51538702.80844917	55285320.73709769	34460485.8194653	56889182.00117479	67482403.2497187	63612717.94766377	86265380.28627025	51027905.53732684	86265380.28627025	51027905.53732684	63612717.94766377	53938504.69252647	54408086.95254117	52534777.98821691	77205558.56315619	51538702.80844917	77205558.56315619	51538702.80844917	52534777.98821691	50053399.621390596	674824032.497187	890578051.2672927	431326901.43135124	459251149.83594155	431326901.43135124	459251149.83594155	890578051.2672927	215754018.77010587
699.404_C29H58N6O13_3.83_4056	297993826.9966747	56959940.850301795	727572427.5139489	20517771.286025397	40654399.26378262	69216451.11299877	76940135.72724031	33718039.83678777	25967100.669886075	619085271.0462902	6973743.384697469	99468232.84811856	169774833.9417209	115148445.6990487	213675717.08951926	168570758.58410868	97225942.93940601	208206767.27561027	97225942.93940601	208206767.27561027	168570758.58410868	55808362.320582464	88204184.28767943	73078293.42011954	56959940.850301795	99468232.84811856	56959940.850301795	99468232.84811856	73078293.42011954	23242435.977955736	2136757170.8951926	2359990620.1775217	486129714.69703	1873860905.4804924	486129714.69703	1873860905.4804924	2359990620.1775217	223233449.28232986
698.541_C39H79N2O3Se_8.23_2154	916208.6746845496	186429988.80613336	58885719.265188016	35589210.879372194	102536416.0270975	9665562.767750097	230779647.07821113	133212758.42632847	31781707.50607655	91948798.93169804	12449386.586815579	124923955.63877042	20125137.50436045	42556100.484414324	98185515.61002758	77271471.32692148	117385562.77294593	54985864.968018994	117385562.77294593	54985864.968018994	77271471.32692148	24986360.619156193	97242607.47939777	50720909.874801174	133212758.42632847	42556100.484414324	133212758.42632847	42556100.484414324	50720909.874801174	25953422.5052185	981855156.1002759	1081800598.5769007	586927813.8647296	494872784.71217096	586927813.8647296	494872784.71217096	1081800598.5769007	99945442.47662477
698.487__9.45_205	30325794.66850531	658307880.4677521	21543947.448597796	10181135.368265372	110645951.43485875	124716231.38316931	74092300.17226608	157026298.7536421	18839479.85818512	21589551.66759268	6667366.81982773	133728719.50563557	8254315.807562133	135990852.69599083	146796752.81980103	107993559.00370362	185986681.8860862	64664046.29126888	185986681.8860862	64664046.29126888	107993559.00370362	10985574.46346009	117681091.40901403	52209047.420385696	74092300.17226608	21589551.66759268	74092300.17226608	21589551.66759268	52209047.420385696	9217725.587913752	1467967528.1980104	1511909826.0518508	929933409.430431	581976416.6214199	929933409.430431	581976416.6214199	1511909826.0518508	43942297.85384036
698.3_C24H43N9O15_10.07_3845	14319184.339555707	105089584.63701217	259497650.22146448	39119460.79740404	36900234.8943215	20170314.78481232	24847028.996281173	136857375.55917352	44841220.41272755	49332421.90383276	316897494.3938001	266415269.01987982	23326572.219897363	99606035.53573711	101303509.98920706	102658560.55113567	64046526.86588533	124109690.37627476	64046526.86588533	124109690.37627476	102658560.55113567	106046186.95595726	74469228.71978495	47086821.15828016	39119460.79740404	49332421.90383276	39119460.79740404	49332421.90383276	47086821.15828016	41980340.60506579	1013035099.8920707	1437219847.7158995	320232634.32942665	1116987213.386473	320232634.32942665	1116987213.386473	1437219847.7158995	424184747.82382905
697.999__10.05_5080	34127620.220954776	80137253.07892534	79826653.81659609	35539759.30760363	46075126.98169549	970113464.2904431	32962056.77244728	78346110.24255529	79851074.61247881	35295533.84282947	146996735.62396902	80313039.04441382	60167808.09531834	36126366.08124833	147332322.4372109	128277043.0008199	52222559.92449726	170529533.59877694	52222559.92449726	170529533.59877694	128277043.0008199	80638844.40984245	62210618.61212539	69256959.16893682	35539759.30760363	79826653.81659609	35539759.30760363	79826653.81659609	69256959.16893682	70009441.35389857	1473323224.372109	1795878602.0114787	261112799.62248632	1534765802.3889925	261112799.62248632	1534765802.3889925	1795878602.0114787	322555377.6393698
697.556_C40H74N4O4_9.42_3186	82582053.18961486	123819716.06103258	43176425.43931253	132629346.5216878	56864797.50144362	32357278.71934795	431450041.14936304	48255768.47972021	55329506.068111315	54983736.200450435	32958963.65421186	52247900.26976963	87562229.63890609	26268362.47804759	95200607.94881025	90034723.2407871	163747385.0802837	49083244.44106678	163747385.0802837	49083244.44106678	90034723.2407871	77120011.47072926	53615818.23511003	55156621.134280875	123819716.06103258	52247900.26976963	123819716.06103258	52247900.26976963	55156621.134280875	71445867.85350871	952006079.4881024	1260486125.3710194	818736925.4014186	441749199.96960104	818736925.4014186	441749199.96960104	1260486125.3710194	308480045.88291705
697.505_C36H72O12_7.82_4200	8257889.562598758	160595020.49359602	64967597.38769309	23965073.64509042	74115566.45829287	32243010.411286816	208098874.81904694	124939244.50440177	12178737.42956767	64343503.98648863	10778178.270038297	116635447.11775999	25774987.039140884	74218823.16659911	92841497.7907764	71507996.73511438	105171220.60494678	52806205.6963186	105171220.60494678	52806205.6963186	71507996.73511438	18174244.095959317	74167194.812446	64655550.68709086	124939244.50440177	64343503.98648863	124939244.50440177	64343503.98648863	64655550.68709086	18071905.537329044	928414977.9077641	1001111954.2916013	525856103.0247339	475255851.26686734	525856103.0247339	475255851.26686734	1001111954.2916013	72696976.38383727
697.447_C28H60N10O10_6.44_1925	13928846.844442561	82969584.84335588	47296689.78206467	52266982.86911758	56555380.878202796	106072894.70127404	45681495.498817794	92803710.90619668	41294705.18849541	64593270.85480003	30231059.83952163	90464730.2409992	31515425.167467445	74601873.89896615	67496847.84491198	59305475.108123	57530124.192386106	60291781.17242127	57530124.192386106	60291781.17242127	59305475.108123	38827043.26615052	69597572.37688309	54411181.87366019	52266982.86911758	56555380.878202796	52266982.86911758	56555380.878202796	54411181.87366019	36405065.17798143	674968478.4491198	830276651.513722	287650620.9619305	542626030.5517914	287650620.9619305	542626030.5517914	830276651.513722	155308173.06460208
697.427_C34H65O12P_6.54_2476	32342332.279810615	44547345.66536579	61147800.72767878	52339735.99133341	17463991.694261078	33862712.19729201	21475950.862912983	58889351.92957959	51975610.06297968	30575388.89093172	56931101.94419544	20864580.52088351	115318071.20715323	70892142.00475954	39206159.677347556	47759008.2842241	41918943.345800474	51003488.80557056	41918943.345800474	51003488.80557056	47759008.2842241	69141129.80141544	33102522.23855131	48261477.86417274	44547345.66536579	51975610.06297968	44547345.66536579	51975610.06297968	48261477.86417274	54635418.96776442	392061596.7734756	668626115.9791374	209594716.7290024	459031399.250135	209594716.7290024	459031399.250135	668626115.9791374	276564519.2056618
697.426_C30H61N6O10P_7.54_4156	53627105.66127188	51743827.24398093	77826841.10589953	53007202.283103526	38572597.8776131	21762611.18914904	42596233.36030088	18379030.14255715	71563528.85490893	36954248.33116962	48061418.1036556	476189385.6672763	95348497.16447526	34835448.552830175	85248732.91320486	80033426.82415655	43870679.73824288	100123841.8718864	43870679.73824288	100123841.8718864	80033426.82415655	66995161.60153583	40584415.61895699	49902622.67381826	51743827.24398093	48061418.1036556	51743827.24398093	48061418.1036556	49902622.67381826	62285365.56900623	852487329.1320486	1120467975.5381918	219353398.69121438	901114576.8469776	219353398.69121438	901114576.8469776	1120467975.5381918	267980646.4061433
697.417_C41H66O4Se_7.91_3109	7709319.481877205	108915469.92666125	46339699.52729803	19494507.513345577	142868176.24550927	16528467.124208312	207779397.1989128	66284912.73527898	61750976.98502267	118573163.7722885	25950555.714030676	133593539.32977563	13273017.748800587	86224468.50480406	93481661.3846614	75377547.98627238	82036721.37121515	71678007.21685976	82036721.37121515	71678007.21685976	75377547.98627238	30117264.490299877	97569969.21573266	64017944.86015083	66284912.73527898	61750976.98502267	66284912.73527898	61750976.98502267	64017944.86015083	22722531.613688126	934816613.846614	1055285671.8078134	410183606.85607576	645102064.9517378	410183606.85607576	645102064.9517378	1055285671.8078134	120469057.9611995
697.362_C33H58N4O7Se_3.14_3420	76921931.68690628	46312598.11863169	414893864.4448892	39751764.854566336	33901237.77350866	126686093.5393823	68801399.69763072	23348199.840164706	28697723.533549055	404159688.80167603	19244751.640670493	70954960.29613844	148906220.26112896	89366419.40747954	135534639.36064076	113710489.56402303	51027178.839579955	148534551.0776025	51027178.839579955	148534551.0776025	113710489.56402303	59150115.07247871	73938445.99152236	69878179.99688458	46312598.11863169	89366419.40747954	46312598.11863169	89366419.40747954	69878179.99688458	34224744.194057696	1355346393.6064076	1591946853.8963225	255135894.19789976	1336810959.6984227	255135894.19789976	1336810959.6984227	1591946853.8963225	236600460.28991485
696.897__3.62_4215	76673884.10696164	63138681.04319833	486140330.68431133	33231967.30693668	40177945.73873956	117094448.65147331	98558697.36182326	27433906.73990975	16223683.88472965	497172594.6120986	16199907.569348771	81256097.1213658	179022596.71463925	106261805.00659649	159390839.1066478	131327610.46729517	59807427.31176593	171061045.5537003	59807427.31176593	171061045.5537003	131327610.46729517	61169538.86891359	89907397.24159452	78964990.61416373	63138681.04319833	106261805.00659649	63138681.04319833	106261805.00659649	78964990.61416373	24727825.595833167	1593908391.066478	1838586546.5421324	299037136.55882967	1539549409.9833026	299037136.55882967	1539549409.9833026	1838586546.5421324	244678155.47565436
696.524_C36H73NO11_7.83_2326	2976610.690518845	108480923.83904658	58062552.06513668	13625696.447669514	81494532.28129545	19292326.451807156	176728799.08789197	95554863.32424472	25067648.116102427	97151313.81178051	13362853.53496615	103371664.86757098	9603301.282337612	56587340.44131457	79970092.68606076	61525744.73154879	79473378.67787433	51554836.98359016	79473378.67787433	51554836.98359016	61525744.73154879	15414874.845268926	88524697.80277008	57324946.253225625	95554863.32424472	56587340.44131457	95554863.32424472	56587340.44131457	57324946.253225625	13494274.991317831	799700926.8606075	861360426.2416831	397366893.38937163	463993532.8523115	397366893.38937163	463993532.8523115	861360426.2416831	61659499.3810757
696.511__9.57_89	131664423.17954588	265662025.8293719	11390973.733708655	18156197.939760733	74213970.25204879	292056079.389468	56806243.94057149	53355761.56342881	37444176.56728713	30076915.544484284	60930507.74431622	181223902.90795586	9643626.041239653	253596453.30588323	135004674.9646467	105444375.56707646	105128930.49053577	105619622.83182131	105128930.49053577	105619622.83182131	105444375.56707646	31543627.073150933	102939196.71579733	58868375.84244385	56806243.94057149	60930507.74431622	56806243.94057149	60930507.74431622	58868375.84244385	27800187.25352393	1350046749.646467	1476221257.9390705	525644652.45267886	950576605.4863918	525644652.45267886	950576605.4863918	1476221257.9390705	126174508.29260373
696.437_C27H57N11O10_3.21_2208	190865708.70302156	6658560.785243683	102998180.88536566	31237780.794753768	26454916.057645507	72129646.44303095	10646104.906542692	132515453.52204522	25284410.479023688	128281188.28429683	13988884.633357078	76008789.82631962	39863420.609347485	59348672.9598558	80590722.23733675	65448694.20641782	74384721.74232139	60484234.464249186	74384721.74232139	60484234.464249186	65448694.20641782	27593624.129120506	74069218.1346753	49606046.78460164	31237780.794753768	59348672.9598558	31237780.794753768	59348672.9598558	49606046.78460164	28261095.636888728	805907222.3733675	916281718.8898495	371923608.7116069	544358110.1782427	371923608.7116069	544358110.1782427	916281718.8898495	110374496.51648203
696.077__3.2_5695	163251356.344583	73199070.2423998	63873609.91659531	71.08362166174624	68553755.56680468	92806065.60535926	82054241.32729018	104733115.400362	50152267.34360677	258624180.44452626	71.08362166174624	79190708.71226838	71.08362166174624	49006825.86414939	103529292.9424338	77531815.00134356	84647570.87965134	73578617.29117258	84647570.87965134	73578617.29117258	77531815.00134356	12538120.148617936	80622475.01977928	70876412.90460223	82054241.32729018	63873609.91659531	82054241.32729018	63873609.91659531	70876412.90460223	71.08362166174624	1035292929.4243381	1085445410.0188098	423237854.39825666	662207555.6205533	423237854.39825666	662207555.6205533	1085445410.0188098	50152480.594471745
696.009__9.65_68	43522021.815089196	574500191.2800122	18402193.33011599	4193427.2278193636	129555745.54829718	167770857.7141806	172586683.96327403	102015497.72702421	15118157.266760103	14451384.701081473	10102427.325063262	59016928.61147047	4307395.959248488	151314200.0846524	143313570.47751978	104775508.0395778	179363564.4026438	63337698.94898555	179363564.4026438	63337698.94898555	104775508.0395778	8430351.944722805	115785621.6376607	51269475.21327983	102015497.72702421	18402193.33011599	102015497.72702421	18402193.33011599	51269475.21327983	7204911.6421558745	1433135704.7751977	1466857112.554089	896817822.013219	570039290.54087	896817822.013219	570039290.54087	1466857112.554089	33721407.77889122
695.348_C32H54O16_5.09_3882	28472879.445164297	32088073.935710568	77995227.44169177	45473291.07107073	40175851.02929166	30617090.181781974	45739998.16845019	110720887.77368264	31706887.49769317	51123898.718671046	69440297.03858237	34167055.48828315	80961318.98636055	83245495.53835696	53434645.77210843	54423446.59391364	52499026.07881568	55492569.102301404	52499026.07881568	55492569.102301404	54423446.59391364	56895448.648426704	42957924.598870926	45606644.61976046	45473291.07107073	51123898.718671046	45473291.07107073	51123898.718671046	45606644.61976046	57456794.05482655	534346457.7210843	761928252.314791	262495130.39407843	499433121.92071265	262495130.39407843	499433121.92071265	761928252.314791	227581794.59370682
694.419__3.61_3278	97556636.3935854	90903352.36936677	568475471.8553404	37705760.98602508	47049135.601834394	90658603.76594539	89928616.06111225	42029331.575187065	37302135.21505713	587609869.0567396	14605917.425826332	63326182.70224306	152705432.12293357	95421438.55509856	177295863.7936453	143948420.2633068	71624739.47705531	184128242.92233536	71624739.47705531	184128242.92233536	143948420.2633068	60579811.43746053	90780978.06765607	90293609.91352883	89928616.06111225	90658603.76594539	89928616.06111225	90658603.76594539	90293609.91352883	37503948.1005411	1772958637.9364529	2015277883.686295	358123697.38527656	1657154186.3010182	358123697.38527656	1657154186.3010182	2015277883.686295	242319245.7498421
