index	V15-leg-psoriasis-BF3	V15-leg-psoriasis-BD7	V15-leg-psoriasis-BE4	V15-leg-psoriasis-BF10	V15-leg-psoriasis-BE10	V15-leg-healthy-BD11	V15-leg-psoriasis-BD8	V15-leg-healthy-BF7	V15-leg-psoriasis-BE2	V15-leg-healthy-BF6	V15-leg-psoriasis-BE9	V15-leg-healthy-BE5	V15-leg-psoriasis-BE3	V15-leg-psoriasis-BD9	V15-leg-psoriasis-BF1	V15-leg-psoriasis-BF9	V15-leg-psoriasis-BF2	V15-leg-psoriasis-BE7	V15-leg-healthy-BE12	V15-leg-healthy-BF11	V15-leg-psoriasis-BE8	V15-leg-psoriasis-BE1	V15-leg-healthy-BD12	V15-leg-psoriasis-BF8	V15-leg-healthy-BE6	V15-leg-healthy-BD6	V15-leg-psoriasis-BF4	V15-leg-healthy-BF5	V15-leg-healthy-BE11	V15-leg-healthy-BD10	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Batch_4	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Batch_4	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_DESCRIPTION_2_psoriasis
612.301_C27H37N11O6_3.74_1682	1470402.0456114232	1869747.4917507924	1575855.079360299	2019509.8260228604	1302923.8528115898	1951350.7563813222	2662519.9051005007	2533858.0901331566	2003363.3354278998	2306295.7820504634	3135123.8097435995	2346786.9499065047	2295612.7103528907	3056530.8315370544	2727414.7578042517	2237375.550521644	3165475.027560707	2481332.792727148	2915936.2613339676	5167109.422710253	2378808.1004153374	2926005.330308474	2769996.9170608767	3612969.3151306906	2851444.837023558	2622127.053238645	2961567.385768008	3211049.8429258	4353779.791615639	4570339.073754356	3133339.5648445454	2716087.06420299	2716087.06420299	2716087.06420299	2716087.06420299	2437918.730441954	2810720.877042217	2642323.4791695727	2642323.4791695727	2642323.4791695727	2642323.4791695727	2430070.446571243	37600074.77813455	81482611.9260897	81482611.9260897	81482611.9260897	81482611.9260897	43882537.14795517
611.951__8.49_6173	1691479.1814468764	2187888.4933210346	1794676.7136823656	3668255.7667926983	1707614.075818502	2647295.2555905497	2010038.5560185357	1223084.418169293	1241548.5524715811	6924050.363358021	2994765.8565453035	1606459.2710848465	1011065.2208361235	3081335.0563372956	1074262.4345357076	2478194.5589387617	3729569.4265620206	1553666.703180316	1374039.3276619362	3210000.3600242166	1122014.5060071421	2785006.9239284485	6410927.826468861	2549955.31078889	13328022.30474921	3382751.4372507096	4235608.739516251	2404237.211800948	5044152.119456301	2996702.468332756	4212643.53032897	3048955.614689184	3048955.614689184	3048955.614689184	3048955.614689184	2273163.6709293253	3103351.414178486	2514074.934863826	2514074.934863826	2514074.934863826	2514074.934863826	2098963.524669785	50551722.363947645	91468668.44067551	91468668.44067551	91468668.44067551	91468668.44067551	40916946.07672785
611.484_C31H66N2O9_9.7_2160	1708636.3804472545	1661250.4355289098	2750282.861068727	1353313.78877985	2750276.3160487106	2002769.579981841	3116673.081583773	3312820.7864536443	4074432.040655739	2416486.8402350843	1725718.8826899175	2984136.4262527674	4672457.064569284	1325170.2027095621	2805450.834786507	9332347.690707184	1658894.2283230254	1401347.6906798126	2428064.980644	3459952.836421101	1721405.7144991453	1637073.131588528	3907900.551359833	2884383.7761836387	1329287.0202998437	6734328.175298729	4798121.4488831265	1558042.0148911506	2005125.7871877255	2254098.348609525	2866084.4456362706	2859008.2972455984	2859008.2972455984	2859008.2972455984	2859008.2972455984	2854290.8649851494	2422275.9104395425	2422275.9104395425	2422275.9104395425	2422275.9104395425	2422275.9104395425	2237997.599369314	34393013.34763525	85770248.91736795	85770248.91736795	85770248.91736795	85770248.91736795	51377235.56973269
611.472_C32H66O10_7.3_1149	622873.6428583838	2251511.750870832	2642374.457849548	2542791.34723806	1790319.3565923832	1510203.5402818758	3775636.801400928	2297422.2441372173	3265297.2684626887	3365657.491391037	1215368.7307391753	3981801.123971053	3574684.3426449136	2739384.6468518917	1683524.2935340225	1269703.5992901926	1445138.8114265986	1101050.0194841537	2443373.5744508035	3498381.0594769293	1451668.9600995248	2457292.2213522415	3260602.606887466	2926477.3618402868	652800.5253334617	3834781.7653074707	3323728.6863509496	3311802.5197608224	3107631.1683614566	7205682.535517321	3205845.0129064093	2618298.8817921225	2618298.8817921225	2618298.8817921225	2618298.8817921225	2226601.461049265	3286202.563324144	2592582.902543804	2592582.902543804	2592582.902543804	2592582.902543804	2354401.9861115366	38470140.15487691	78548966.45376368	78548966.45376368	78548966.45376368	78548966.45376368	40078826.298886776
611.45_C31H58N6O6_8.57_3245	1327486.2308224263	2118747.771956293	1385224.0998588796	1284893.782027753	1351104.1104833428	1408269.477168554	2489233.0309602516	2623456.0633641602	2227990.7143308776	2821336.1788129685	1902892.8088162239	1642434.4464115407	1781739.5160188128	3700816.3046185174	2116164.31913511	4305095.413250838	1512936.7160775575	5081663.206852197	5042090.060658672	2128284.682983266	2649786.856176943	3781723.2575028534	2106067.8517899625	4613966.18553845	10217015.051286709	2737566.714172422	5042672.632146745	2905189.0734443995	4516158.905707521	10169201.035821158	4026422.4618017785	3233040.2166065136	3233040.2166065136	3233040.2166065136	3233040.2166065136	2704118.719809671	2779451.4464926952	2556344.547162206	2556344.547162206	2556344.547162206	2556344.547162206	2173369.2431435855	48317069.54162134	96991206.49819541	96991206.49819541	96991206.49819541	96991206.49819541	48674136.956574075
611.435__5.96_5596	7442816.389413709	455911.9731855427	2212175.7474986673	2238562.9944587774	7719988.107154102	500878.12475939956	5021298.242659946	99494.96072990017	2820663.959792356	329102.7908741593	4355479.803009228	176938.33028829677	1999109.0542885852	1205067.0077851636	2818434.4912387063	3174599.265702138	13437876.248026984	3895339.690479258	370504.1890231028	264126.2840807615	5881328.90090051	2585809.894707611	278054.235415639	4163807.6210009414	282465.5626019085	474096.75593646086	7905807.106553147	946117.5931970301	2760289.2198693464	774008.0439721111	604673.007562343	2886338.4196201167	2886338.4196201167	2886338.4196201167	2886338.4196201167	4407448.694325299	349803.48994863103	2225369.3709787223	2225369.3709787223	2225369.3709787223	2225369.3709787223	3534969.478090698	7256076.090748116	86590152.5886035	86590152.5886035	86590152.5886035	86590152.5886035	79334076.49785538
611.398_C25H60N8O4Se_5.77_4449	2803311.34002754	2789888.7441264773	1641599.6814886925	1552561.4998265351	1115546.5701264925	1877463.4192719047	3658435.374083936	2885212.579052133	2064695.6441420687	2231970.148339259	1786264.8657843224	3436724.643628478	2299880.4079230046	2846096.9896558374	4416723.312936879	1483043.8207298245	1265152.3190371715	2503148.249854507	3838605.2405819367	2297208.2337246514	2762045.6662907028	2483887.506282355	4060634.883068767	3857649.946971546	2481135.604076159	2120968.1864519473	2936174.2072911756	2829055.7709471877	4113473.9772989526	5775249.988514381	3162308.556246313	2740460.294051161	2740460.294051161	2740460.294051161	2740460.294051161	2459228.119254393	2857134.1749996603	2632596.9580726046	2632596.9580726046	2632596.9580726046	2632596.9580726046	2493517.8780684313	37947702.674955755	82213808.82153483	82213808.82153483	82213808.82153483	82213808.82153483	44266106.14657907
611.353_C23H42N14O6_3.79_3383	2922218.2451608125	1865879.1974562162	2856985.721332908	1818352.6850738495	1366259.7625226153	1694120.0622962322	2418981.2692787186	3735338.9059142084	1532128.2876971792	2485250.631614695	1739296.5972907983	2563608.847325005	2774038.640687147	1798370.7561339452	2947840.119831438	4029994.737312563	2224944.348482385	1797718.4593802406	3142956.60599744	3275509.572956591	2217837.447170188	1467750.3011012026	1468237.3873234012	9652752.87584244	5308610.312871256	6678991.7933092015	2464696.162729399	6579705.960788988	3843876.5281987577	3836373.6913024345	3717715.0249915174	3083620.863812742	3083620.863812742	3083620.863812742	3083620.863812742	2660891.4230268914	3505424.2394354	2524429.73946985	2524429.73946985	2524429.73946985	2524429.73946985	2221390.8978262865	44612580.29989821	92508625.91438225	92508625.91438225	92508625.91438225	92508625.91438225	47896045.61448404
611.343_C29H50N6O4S2_6.49_3574	449186.71647241886	4002911.206732494	2077008.7553547786	798001.7337246838	1238664.1631007253	5097563.15504533	5736844.190630367	4536571.8705626605	2837453.1844668477	2830279.127222648	1158901.1543692148	4245823.913574346	1189911.3307844077	1475164.047068341	990014.7735422002	708401.6289934451	267603.3564470059	1011703.545389438	3443275.7908751136	4059152.3297400065	1372131.3595556081	1794436.5067614433	4937509.655988576	3549020.7282541604	3296283.2281902763	3763842.605305022	3172988.8910430856	5908972.865996115	7943583.173714754	10083456.047403594	5012192.813634871	3132555.36787697	3132555.36787697	3132555.36787697	3132555.36787697	1879463.7373717038	4391197.892068503	3005221.037754967	3005221.037754967	3005221.037754967	3005221.037754967	1305397.7613281668	60146313.76361845	93976661.03630911	93976661.03630911	93976661.03630911	93976661.03630911	33830347.27269067
611.304_C27H42N6O10_5.19_1512	1563559.2015884724	2143387.6364846444	1466384.645629582	1827432.2800536253	1823450.2464373137	2124607.2129511815	3679404.968535378	2790908.250123618	2328768.0317722093	2823618.874816012	3037382.3353634737	2680203.1544400128	1032691.0495481886	1772286.4794270908	2514381.7934463397	2147429.413690468	967112.6274160247	2693307.1144674025	2728707.2475091554	4343369.051832231	2558763.279747379	1945244.5449275498	2546056.812738566	3315393.857661888	2605119.519739279	3501248.3882449376	2327593.0495875	2766046.317997244	3711210.7657225425	3245109.524954638	2988850.4267557845	2500339.2558951313	2500339.2558951313	2500339.2558951313	2500339.2558951313	2174665.1419880297	2778477.284060431	2552410.046242973	2552410.046242973	2552410.046242973	2552410.046242973	2145408.525087556	35866205.12106942	75010177.67685394	75010177.67685394	75010177.67685394	75010177.67685394	39143972.55578454
610.488_C32H67NO9_8.29_2085	2304946.6717506642	909033.0052398033	1198463.2495995774	2749022.5719757103	1032925.8752948932	2291949.7451033206	1591275.962943173	5130334.3044507755	1103380.2905718628	1444955.4486274486	1377952.7546004965	5482536.321146886	5570922.599194987	1475832.9748590423	1741495.89700768	3955595.6577399336	1022247.753467487	1463922.8277735852	2193216.8471696465	10382598.098899081	1533580.9548809964	1968002.2882433694	3002416.504730721	2691317.3112761574	3833134.739371732	5643034.524181124	4127299.993426456	4536072.645619144	4684378.754040076	7340751.659592045	4663781.632744334	3126086.6077592624	3126086.6077592624	3126086.6077592624	3126086.6077592624	2100956.591102549	4610225.69982961	2298448.2084269924	2298448.2084269924	2298448.2084269924	2298448.2084269924	1562428.4589120848	55965379.59293201	93782598.23277788	93782598.23277788	93782598.23277788	93782598.23277788	37817218.63984588
610.446__7.8_3267	3016443.955556851	1854088.3897137064	2117900.268869323	3948810.9335462875	1517013.354843592	2198865.3304802105	1923885.111716048	4892746.611996775	1136404.1177778977	7702683.575743416	1288031.429708952	4216878.446943458	2656551.2323878594	2431760.134881958	1689141.1586286305	2081271.5713059772	1550584.6204289957	1559533.6935853467	5165403.873728237	3080366.3181442013	2351038.458105867	1818999.2092414675	6815725.871280356	2202647.1563747353	3997961.708852548	3876902.9561131108	2630823.007100088	1986681.2793873595	1874617.6845067195	2069404.760425975	3989853.2014668644	2855105.540712531	2855105.540712531	2855105.540712531	2855105.540712531	2098607.1002096436	3937432.3324828297	2200756.243427473	2200756.243427473	2200756.243427473	2200756.243427473	2002578.3415110125	47878238.417602375	85653166.22137594	85653166.22137594	85653166.22137594	85653166.22137594	37774927.80377358
610.399__8.04_1773	1077642.7511290426	1757680.9397817026	1722735.308614751	927627.3531611426	1715200.2886254957	1579751.1908382233	1540906.3185579507	2200436.606652442	790511.066335688	3978678.139439791	5227175.097665059	1713429.8223902583	3030184.5770776337	1358390.2189860463	3963913.715656649	4048898.2026459523	1698391.397880234	6022841.593061928	3872513.396262508	3910843.990255402	5211407.40968195	4694821.193103903	3156254.419213945	4715413.401578036	5120694.199802913	4002539.3873554156	2175985.2033250714	2411689.059380572	3447401.268505071	2799549.73446945	3182815.101213833	2995783.575047808	2995783.575047808	2995783.575047808	2995783.575047808	2871095.8909371244	3301827.8438595077	2914867.155773542	2914867.155773542	2914867.155773542	2914867.155773542	1966833.071553387	38193781.21456599	89873507.25143424	89873507.25143424	89873507.25143424	89873507.25143424	51679726.03686824
609.934__7.76_1515	3118683.1056056838	7030559.437512772	1188694.735872303	1477059.073954741	1544783.6062267653	1542848.4611667574	1708278.412070298	1629541.8508894609	12456927.978905013	9671949.271999775	1280849.7814233955	2540917.546557652	2699105.951763856	1481128.977891835	1764719.2188491533	1196352.143688552	2550066.513173735	2877987.6560071656	2002791.9646843947	4283374.279974336	1597348.5780573525	4111601.045550311	8240890.093225049	4178166.708717631	4566243.693258872	2932654.1177453254	3302666.051840991	11064538.432360932	4478136.372331864	2400439.3227888835	4612860.450581942	3697310.1461364944	3697310.1461364944	3697310.1461364944	3697310.1461364944	3086943.276506197	3608014.1988598304	2624586.2324687955	2624586.2324687955	2624586.2324687955	2624586.2324687955	2157392.866011444	55354325.4069833	110919304.38409483	110919304.38409483	110919304.38409483	110919304.38409483	55564978.97711155
609.506_C33H64N6O4_9.91_3728	2195020.344892946	4274055.55701701	2420229.9327447135	1104536.6920761128	9107964.491675055	2111614.2642631573	9317004.060386067	1640561.8514659912	2908403.542279148	2784652.8980556405	1985761.2736596605	1819232.0267621225	9955775.911534872	2074635.4060109532	1984639.3718791555	3914603.104377101	1790208.915483846	1935836.644427197	1510470.0232657178	1355550.0208794903	2469130.2168732374	2322775.690689473	1789428.4620713212	2942450.8224005545	1337428.8682074237	2180972.183467495	1221897.373984571	1504762.9576866282	4551014.083953017	1285992.1104881929	1989306.645880516	2926553.6367652626	2926553.6367652626	2926553.6367652626	2926553.6367652626	3551384.964021759	1714995.1567686563	2093124.8351370553	2093124.8351370553	2093124.8351370553	2093124.8351370553	2371502.811717093	23871679.750566192	87796609.10295787	87796609.10295787	87796609.10295787	87796609.10295787	63924929.35239167
609.42_C28H52N10O5_8.04_2230	1282280.1618297244	4219710.588977694	2425978.42259232	948206.97673575	1496533.540720421	1489458.359249651	4479035.285830878	1578324.2465183104	617470.3829035591	5012195.23353548	7830750.552006098	1132029.0353231917	2036245.2672665352	1558951.9172526055	1064871.0912034856	2131941.1166481706	2150758.6873667357	1078965.174292417	4519966.818635071	7917996.38351753	2618881.6373970737	904882.7461978057	7678709.726186618	9421994.240689613	3423825.033326571	4715551.366417668	3732178.3257785076	1650390.5977833632	4320101.786062658	5044708.908385246	4040271.4579117796	3282763.1203543576	3282763.1203543576	3282763.1203543576	3282763.1203543576	2777757.5619827444	4420034.302348864	2288368.554979528	2288368.554979528	2288368.554979528	2288368.554979528	2084093.191957353	48483257.494941354	98482893.61063074	98482893.61063074	98482893.61063074	98482893.61063074	49999636.1156894
609.373_C26H53N6O8P_7.44_4411	878295.3284394306	2895937.066994834	683277.8961045376	1545283.6682960952	1327955.5523915784	2855691.6727555194	5508205.625565691	2422235.990088106	1036033.6994380353	5563332.084906825	4886544.047272154	6261281.955257895	1364111.0375934131	3296557.4434262323	3200112.563148872	934291.4678764557	1247133.894867221	1897946.4147104817	1871046.0719822252	2552149.1934216083	904162.8542506379	4763174.69839862	3824880.634149529	4913013.570930451	2637273.2973912926	5877325.660452521	2438779.442374542	5303296.587384533	5171006.411635709	3651741.917463447	3999271.789740768	3057069.2582989503	3057069.2582989503	3057069.2582989503	3057069.2582989503	2428934.237337738	3738311.275806488	2746482.4850734062	2746482.4850734062	2746482.4850734062	2746482.4850734062	1721615.0415032883	47991261.476889215	91712077.74896851	91712077.74896851	91712077.74896851	91712077.74896851	43720816.27207928
609.373_C26H53N6O8P_6.55_3581	3236289.382229444	1964461.1080033379	2461063.2900266424	1548305.4562918437	1999985.7020809823	1598092.2472228329	2040860.0427835844	1899066.7158550257	1227696.2793020937	3623076.0632138834	1850577.5230415794	2291191.761024795	1583741.267340393	2726615.606537839	2492888.5912253265	3169383.4020985905	1862187.6114617004	2154877.9405329484	6979641.408499928	3281784.9934208393	1446022.8537985042	1956787.0672064305	2710509.454464828	6372105.969866332	2948208.941207362	4448724.086478893	5973356.344833317	3978617.947420644	3296354.516144128	4135513.4952470623	3432565.1358500184	2908599.568962037	2908599.568962037	2908599.568962037	2908599.568962037	2559289.191036716	3289069.754782484	2476975.940625984	2476975.940625984	2476975.940625984	2476975.940625984	2020422.8724322834	41190781.63020022	87257987.06886111	87257987.06886111	87257987.06886111	87257987.06886111	46067205.43866089
609.363_C26H53N6O8P_7.84_2782	1043462.069391484	1682244.9439567914	1905609.5628872842	1402450.728605531	2722237.1688605165	1731742.6972912163	2808689.060210419	3843691.299598678	2572667.060567937	2103737.8792855516	1825581.4932996265	2306691.4175266037	2647085.3193952832	1097973.3459089005	3126584.8748690384	1805082.1463569645	2026544.1371624565	1977909.4316373102	5896821.232231505	1366322.3704257498	2532564.7595208865	1590812.8744528925	2973491.9623367665	3668953.5403041565	3927465.7812675224	3528892.6496919924	3195866.0377588826	5437513.072550283	13687906.871602867	4793799.056638325	4299839.690870589	3041013.1615197808	3041013.1615197808	3041013.1615197808	3041013.1615197808	2201795.4752859087	3686291.974645335	2552615.9100444117	2552615.9100444117	2552615.9100444117	2552615.9100444117	2002226.7843998834	51598076.290447064	91230394.84559342	91230394.84559342	91230394.84559342	91230394.84559342	39632318.55514636
609.325_C27H42N10O5_5.67_1289	1945417.0655986406	681801.6820893843	1382937.407403756	1855519.1054983677	1000633.5139271411	2279094.8790031467	1901170.520179706	2108264.8275989136	2264319.824534195	2748484.4304251866	3585439.1389471353	3081132.519096605	2721291.152038201	2159704.4916408905	1572284.5585932822	1928742.361269395	1646608.8934668684	3764665.0787352584	1246323.698883505	5226170.910545281	3724142.2059507053	2338539.0505761052	2112793.9073378053	1404262.5366271618	2164626.234047711	3163187.9076301455	2343659.9015827677	4070894.959835385	4661486.530515238	6897907.651129532	3313364.0380040375	2599383.564823581	2599383.564823581	2599383.564823581	2599383.564823581	2123396.5827032756	2914808.4747608956	2214473.0292909527	2214473.0292909527	2214473.0292909527	2214473.0292909527	1937079.7134340177	39760368.45604845	77981506.94470742	77981506.94470742	77981506.94470742	77981506.94470742	38221138.48865896
609.254_C37H36O8_3.34_1091	3867330.8055456593	2197809.2785851946	874822.497883954	1910930.71880503	1627828.4219313185	2504470.1642171373	3382232.1038949825	4176183.5519027407	1539782.1594099007	2140003.6488040737	3217565.4356893343	2857838.0362869813	2774465.13395452	1270868.2466944528	1689818.9400826504	2501785.1348288427	1562225.2476205167	3951901.4032029286	2127016.8740076274	1383302.8738200471	3405106.51898401	2280528.5367371235	2713194.0158054745	4323648.02745306	1943318.5922485609	5848333.746118568	3347754.1346885515	1852105.8737867195	3245424.7683132486	4170883.162984914	2913506.275691341	2689615.9351429367	2689615.9351429367	2689615.9351429367	2689615.9351429367	2540355.7081106678	2608832.090011306	2503127.64952299	2503127.64952299	2503127.64952299	2503127.64952299	2391156.8357829833	34962075.30829609	80688478.0542881	80688478.0542881	80688478.0542881	80688478.0542881	45726402.74599202
608.473_C32H65NO9_7.83_2532	1194422.6254730404	1821377.421439183	874450.3148622732	4348333.3833762305	2370358.874496342	2220287.0450156527	776901.1980732395	2211222.894251475	714359.4681603833	2573208.3174601803	1004172.5644887355	1628541.9381411588	819322.9611464286	6948792.820771431	2401761.235892826	953920.6941657418	2166181.317487937	3333146.474766177	5429031.818422255	6268010.4628238445	4644570.586556864	903259.1618564194	4117699.754139607	3227619.5701100454	2788670.292047557	3503721.633784851	3274498.05099006	3912631.055872052	5638510.704987077	7981237.119872237	4022731.086401496	3001674.0586977103	3001674.0586977103	3001674.0586977103	3001674.0586977103	2320969.373561853	3708176.3448284515	2487484.776676503	2487484.776676503	2487484.776676503	2487484.776676503	1993779.36946356	48272773.03681795	90050221.76093131	90050221.76093131	90050221.76093131	90050221.76093131	41777448.72411335
608.429__6.64_4397	1292299.277387987	3538760.740833895	1237712.730546156	4475118.884820234	944205.805983315	1782366.6683919155	5193831.564527157	5482797.978115391	1341328.0641618622	2520180.055323745	3731293.686722988	3001408.730492971	4591545.881373423	5563632.171091197	1085684.1986637083	1152261.623766844	1052577.7614325155	2594168.5548301446	2806963.530943419	2627021.771256984	2588396.8668412697	4070282.1238607927	1599973.4693667875	3302927.03740043	8139215.192057014	2753186.8540879237	3337557.1653336785	2387435.5974555635	4411497.15772653	6011601.60337143	3626970.7173824734	3153907.7582722423	3153907.7582722423	3153907.7582722423	3153907.7582722423	2838532.452198756	2780075.1925156713	2780075.1925156713	2780075.1925156713	2780075.1925156713	2780075.1925156713	2948547.7961152876	43523648.60858968	94617232.74816726	94617232.74816726	94617232.74816726	94617232.74816726	51093584.139577605
608.385_C23H49N11O8_6.39_3789	1246226.4787723082	2135222.3587197717	2237012.3381265905	1089777.772881996	1236970.567023614	1428363.7841167098	2821309.6152659534	2286445.670318399	4167176.7981323926	1720920.7348961444	2280784.40900526	5131930.875377762	1581270.4442119875	1447501.8533345787	1906389.6674734997	3862646.0291773807	3089943.979523052	1155047.6068533028	1897061.1112212297	2330170.1465223124	1918829.4124651144	2385242.195181323	1859949.7898255852	2946821.782564554	7593041.487103796	6684509.245660238	1913005.3272646505	4079036.470449156	8361442.481149868	9206313.087632312	4381598.740356126	3066678.7840083614	3066678.7840083614	3066678.7840083614	3066678.7840083614	2190065.4797765184	3204603.3084857343	2258898.3735659253	2258898.3735659253	2258898.3735659253	2258898.3735659253	2027025.885592443	52579184.884273514	92000363.52025084	92000363.52025084	92000363.52025084	92000363.52025084	39421178.63597733
607.457__7.86_3685	1376655.4126454175	1682830.0915892983	3099970.019191245	1255639.1052101273	4569329.780978638	3259503.273128728	2431372.2348798956	2659970.6461394425	1695511.64602908	2551480.69054321	2328973.5641507776	3220987.9954717043	3005096.171329475	4083478.88690657	1775866.5409199195	2509941.4654398276	1482199.856518237	3257652.5238362267	2443389.588942386	5958903.724077846	2003296.760561116	1717859.1516881296	1954501.396662606	3446165.2741346527	5558587.820301417	8743862.529154971	2700158.1066558766	3065249.695448692	2775054.20899868	4640173.927250934	3902638.791343385	3041788.736292838	3041788.736292838	3041788.736292838	3041788.736292838	2467888.6995924725	3143118.845460198	2680064.3763976595	2680064.3763976595	2680064.3763976595	2680064.3763976595	2380172.8995153364	46831665.49612062	91253662.08878514	91253662.08878514	91253662.08878514	91253662.08878514	44421996.5926645
607.438__7.41_3334	7316690.570159521	2663852.6300653405	4456106.824117197	635807.8973082701	2124117.05404981	3572963.429318605	1699773.4432075534	3045700.610140661	1110249.6853805135	3747297.5586607982	2506192.607232342	4780246.057088648	1750237.0503308522	1487878.8101605938	2668731.5932516926	1122839.8757766292	831068.5409001914	3703263.621217226	2046275.380967517	4988956.125436607	1307406.7715325358	1732461.54833483	5855660.280843062	4218734.9440772515	2533158.5616350067	2053387.7699688796	3865850.018300579	1424986.9396597727	1433054.1145500478	2598504.866449189	3173349.307893233	2776048.506004058	2776048.506004058	2776048.506004058	2776048.506004058	2511181.304744607	2822102.7382949246	2519675.5844336743	2519675.5844336743	2519675.5844336743	2519675.5844336743	1937177.052190331	38080191.69471879	83281455.18012173	83281455.18012173	83281455.18012173	83281455.18012173	45201263.48540293
606.943_C15H28O7P2S7_8.31_2682	860900.2239080024	6613260.238806486	1099563.6098378769	1600672.2001005674	1410686.0345231513	1966973.0900882708	7989681.547943287	1045486.710993391	1687840.1553416676	2008856.6496673778	4840723.642785721	4633008.2657797355	1120473.3440577446	4669556.238006187	840715.5207022717	1740735.373803996	1786516.4757961167	1287747.2121204764	5430358.119304941	5972493.050157648	1305051.819750712	3067161.5885350173	7677954.263130196	4.005696210702648	8867946.464924686	9043460.050092833	3750529.3563846783	2996260.7656055805	1848624.795543061	11169899.906329175	5221776.844301408	3611104.6906572357	3611104.6906572357	3611104.6906572357	3611104.6906572357	2537323.2548944536	5031683.192542339	1987914.8698778243	1987914.8698778243	1987914.8698778243	1987914.8698778243	1644256.1777211176	62661322.1316169	108333140.71971707	108333140.71971707	108333140.71971707	108333140.71971707	45671818.588100165
606.468__8.94_221	2019480.255659819	2663676.5230533546	2031969.8049831446	1556380.990635419	1543768.5645091936	2406480.7463930473	1607957.0658335688	1275575.3139893454	3167921.963220235	3687620.6241708593	2691587.111140617	2461921.5896062152	2216109.471043134	2676651.728311951	1656642.610525407	2332859.987627023	1585110.7574086806	1904236.4427305367	2024761.0325463505	1821031.2933383202	3776820.4061616925	3358866.6636503474	2608788.625453236	5483830.8033234	4264454.072831772	6052703.590539298	2446430.3355263355	3765267.0610509375	2429742.4954372635	3549556.8335601673	3028991.9399097343	2702273.492142022	2702273.492142022	2702273.492142022	2702273.492142022	2484461.1936302143	2535355.107529726	2438086.4154817993	2438086.4154817993	2438086.4154817993	2438086.4154817993	2274484.7293350785	36347903.27891681	81068204.76426066	81068204.76426066	81068204.76426066	81068204.76426066	44720301.48534386
606.448__8.4_4404	1258051.9588770904	1336567.6615589345	1584831.9437538125	1799441.3951297905	1178559.4238640186	1557138.0334029272	1337085.6478055564	1260784.6422254106	1345436.6465453852	3239086.2804505443	1917976.6336530026	5355733.072158279	2633735.739319702	2512437.227709196	2390004.856440731	1637558.4571648687	2529116.7927136067	2215716.759663995	3423418.008190322	2217603.1269007083	2043321.148071767	1981713.4137786706	4076876.0121471873	4552630.065141916	5705139.267295904	3324676.3700990467	3404515.5888204877	2409867.793614341	5027421.561016939	2326867.635198948	3327050.9835583805	2586110.4387571034	2586110.4387571034	2586110.4387571034	2586110.4387571034	2092150.0755562517	3281881.3252747953	2272235.381049828	2272235.381049828	2272235.381049828	2272235.381049828	1949845.0237158365	39924611.802700564	77583313.1627131	77583313.1627131	77583313.1627131	77583313.1627131	37658701.36001253
606.384_C28H55N5O7S_6.36_3015	2464013.6181596695	1865489.1704890076	1450788.1589403471	1645013.6364586267	2603733.0400929977	2119955.2765079117	2987017.7132235444	2870867.2256407486	1962971.565625905	4913346.088323667	2655994.4352636123	3262674.4824396963	1792174.2858131325	919295.3282619378	2053016.296294664	2079996.7581796844	1003949.3109832506	2858379.075240353	1144294.0311748586	6183921.864046663	1511750.2854312945	1539995.5956450282	2666006.3333021607	5917190.2921922775	1938128.8755640623	6887177.534811313	1692687.729592006	4060294.964432444	3847775.504537322	6374432.9630221715	3855739.595316918	2842411.0479896795	2842411.0479896795	2842411.0479896795	2842411.0479896795	2166858.683104852	3555224.993488509	2291984.4473337904	2291984.4473337904	2291984.4473337904	2291984.4473337904	1914230.3680574563	46268875.143803015	85272331.43969038	85272331.43969038	85272331.43969038	85272331.43969038	39003456.29588734
606.348_C29H51NO12_5.19_995	1164193.6875392054	2411170.6970358468	412843.2728114886	2185783.3460583915	1122075.3275728843	2985012.280548029	4593937.923715141	3427831.6350871967	1843150.3066444804	2436584.481812281	1493885.4263543156	2857926.5892688204	2119872.7203918044	1164026.2371341246	2489364.6706414847	975783.1419005065	3709030.7202782272	2294828.435951769	2645535.088821861	5955563.687195077	2211620.563501345	2024362.2733870596	2533824.206364822	3698665.338994967	3570906.4926160276	3618195.247132818	2869312.9932490145	3373748.73129083	4693203.149829806	3133853.334135394	3436015.4103419133	2667203.066908834	2667203.066908834	2667203.066908834	2667203.066908834	2154661.5046201143	3253801.032713112	2511594.4385031536	2511594.4385031536	2511594.4385031536	2511594.4385031536	2152828.0332250977	41232184.92410296	80016092.00726502	80016092.00726502	80016092.00726502	80016092.00726502	38783907.083162054
