index	V2-arm-psoriasis-2C7	V2-arm-healthy-2A11	V2-arm-healthy-2B3	V2-arm-healthy-2B12	V2-arm-healthy-2B9	V2-elbow-psoriasis-2B6	V2-elbow-psoriasis-2B7	V2-arm-healthy-2B10	V2-arm-healthy-2A5	V2-elbow-psoriasis-2A9	V2-arm-healthy-2C4	V2-elbow-psoriasis-2B8	V2-arm-healthy-2B11	V2-arm-psoriasis-2C5	V2-arm-healthy-2A12	V2-arm-healthy-2A3	V2-elbow-psoriasis-partial-2A7	V2-arm-healthy-2A4	V2-arm-healthy-2B5	V2-arm-healthy-2C1	V2-arm-healthy-2C10	V2-arm-healthy-2C3	V2-arm-healthy-2A6	V2-arm-healthy-2C11	V2-arm-healthy-2B2	V2-arm-psoriasis-2A10	V2-arm-healthy-2B4	V2-arm-healthy-2B1	V2-elbow-psoriasis-partial-2A8	V2-arm-healthy-2C9	V2-arm-healthy-2C8	V2-arm-healthy-2C2	V2-elbow-psoriasis-2C6	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_elbow	GROUP_MEAN_Batch_2	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_elbow	GROUP_MEDIAN_Batch_2	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_elbow	GROUP_SUM_Batch_2	GROUP_SUM_DESCRIPTION_2_psoriasis
970.671__7.82_2660	22303970.53219591	30101929.775427844	9331850.274555892	63318309.898687765	59563986.584442474	51248970.75370653	40560592.99940511	65250726.55810415	22841018.501373436	93558195.41722502	56489950.216115914	36287941.17712628	48166776.3773582	25773890.07610877	15920300.006001944	61091529.71278207	309369913.9887972	10172888.921668215	65510724.8309701	21211287.171753146	70832767.91703528	31282123.273957863	300973334.7916481	37487223.5118818	55139509.904003106	64020990.0	8410117.37886928	10475878.442707898	331178019.36633235	31618739.29845791	46522106.24919281	28352963.835222606	230036471.62822807	50002871.45357469	48544803.61694317	71345606.04155585	53683822.11438782	92539746.75415751	156034300.7615458	71345606.04155585	120433895.59391251	37487223.5118818	34552981.40516985	46522106.24919281	43541349.62429896	55139509.904003106	93558195.41722502	46522106.24919281	57634980.376853265	1150066043.4322178	1262164894.0405226	2354404999.371343	966308798.0589807	1388096201.3123627	1092240105.3308206	2354404999.371343	1204338955.939125
969.668__7.79_1917	76470679.58864753	49643158.687675364	26706863.79360435	55931633.888534226	49057293.66985441	58024505.5894771	60736557.740331344	61117929.831688344	41286443.90396782	60533829.5	44372066.68533074	39050221.09481462	35741369.92694244	16237385.641448053	24487238.440531254	47077906.67067652	377883655.6947479	27026681.55540188	48621992.33915668	20952751.42705607	11750613.828835787	47790913.35601276	301099366.59046406	7032777.87457685	43710011.51520585	45783952.76857405	14476560.065953432	25510914.151174095	308734414.8909231	31146229.140659776	46695397.96859557	39870756.05382028	236799009.03802168	47874211.7985095	47676880.36016878	72162457.05796073	52154338.46359154	96172199.37120375	163108884.79261652	72162457.05796073	128025421.15469857	41286443.90396782	42498227.70958684	45783952.76857405	45533732.32696316	45783952.76857405	60736557.740331344	45783952.76857405	60635193.620165676	1101106871.3657186	1239598889.3643882	2381361082.912704	938778092.3446476	1442582990.5680563	1141762193.5483155	2381361082.912704	1280254211.5469856
968.569__6.23_4939	76097286.87190264	43977748.594992675	48197747.29765795	41070892.742276795	76894192.4093158	36226137.65784842	73646232.59239072	23983003.845214594	25412801.07525684	25859640.730233554	45350108.28867389	103878294.68662389	36979886.81884786	37031449.37181655	57664872.06575242	30003885.771844104	37836476.209801435	24410789.5	29507547.747252747	95369095.76785341	84847644.98574156	38948711.44008655	48322434.246458896	39669400.976734444	45568201.86929505	85482782.99555007	38574258.30544448	40799373.23955059	45036926.840921536	31069415.35117007	35816191.77775194	52827958.07601061	30997869.448490925	45011572.269268826	47456833.90124818	48101795.74541705	53372431.839375034	41777032.432667494	50497368.30947292	48101795.74541705	55209309.74055798	40799373.23955059	40935132.99091369	40799373.23955059	40370146.85950562	40799373.23955059	37836476.209801435	40799373.23955059	41436701.525361486	1035266162.1931831	1233877681.4324527	1587359259.5987628	960703773.1087506	626655486.4900124	353481578.1663104	1587359259.5987628	552093097.4055798
967.688__8.07_678	26179070.555760138	45082723.44779549	40323630.44454834	41793956.62269338	50318607.092323154	74244596.7008971	38274643.232862964	30515330.857869033	55862578.66754038	56346158.36497795	83518770.55464451	37820194.253200844	33960662.06382053	27004459.5	24995955.69811021	85447525.52268025	52485708.367556766	24945862.19861477	78512986.08745943	322053328.1213964	79457915.12560332	149561658.53331596	112946270.10952277	19505084.683454122	130385864.65023248	60140920.594322674	17557594.657319292	33641979.5743988	31684668.162189785	44353539.930950254	50600856.5046292	113484724.87769438	66080347.66215349	72557713.30550505	68544302.17987305	64820853.74001631	71595985.93740383	56690695.10315129	50990902.391976975	64820853.74001631	47026076.73939217	50318607.092323154	47700665.27005932	50318607.092323154	47336073.511636704	52485708.367556766	52485708.367556766	50318607.092323154	45380175.800209865	1668827406.026616	1782151856.6766994	2139088173.4205382	1288727746.8732688	850360426.5472693	356936316.74383885	2139088173.4205382	470260767.3939217
965.514__3.3_5490	135519735.63378763	21383630.20225038	36080696.69679311	71271612.27703287	26700610.30831666	39815907.50064646	87616083.27911876	38673352.55108025	57726613.26976722	80807239.74851853	57218234.02530083	115523435.33124007	52439658.334171094	46153678.15895507	39172075.721601434	28680098.942709092	42755007.62958921	50839483.77209369	30276619.85518561	90094034.10906088	39483294.89947992	105939651.45313984	37459303.508073814	37290185.20217272	38225519.5	40697350.46686064	50557767.81474238	19106101.62603981	36681337.1180562	40469251.817402355	29212885.87138427	35178382.25723385	56253148.580723464	44933872.34847965	48301916.47210136	51978848.104925096	61380730.08834706	40696589.724818744	65636022.74112753	51978848.104925096	68182292.3447496	38673352.55108025	39327685.310540676	40469251.817402355	49296668.24656308	38225519.5	56253148.580723464	40469251.817402355	51203413.369839266	1033479064.015032	1255849828.2746353	1715301987.4625282	1104853141.5902472	610448845.8722812	459452159.1878927	1715301987.4625282	681822923.4474959
964.712__7.85_1165	65342984.87621387	14259145.59783951	16710585.463534303	50350286.77169858	54850543.773906514	56775507.402373835	53466997.957813576	36893861.83404749	41054089.99810686	81706444.99891609	38641064.225539654	42822580.36839568	44794001.9654599	20282448.485377107	14725781.36566555	36540298.33433218	406310311.61008817	14050569.894950578	36758950.29111222	28222807.994136017	66504299.516793706	55979500.16676911	317316367.76287687	36602369.98516131	43542660.148287326	64020990.00000001	11322779.323149366	22708548.61408971	356557624.38022995	41333713.307541095	46676116.66451427	26523073.643436085	241587553.71940172	47667887.680128194	47923378.461713046	75310147.2861139	55980539.59214331	98505676.5188786	177032431.49103132	75310147.2861139	138887344.379881	36893861.83404749	37767463.029793575	42822580.36839568	45735059.314987086	36758950.29111222	81706444.99891609	42822580.36839568	64681987.43810694	1096361416.6429484	1246007840.0045393	2485234860.4417586	1007649712.6585796	1477585147.7831788	1239227020.4372191	2485234860.4417586	1388873443.79881
964.583__5.02_189	66879616.033843555	19387656.945062507	11446575.544708177	74711601.58019489	47757669.10467108	26632048.27763823	133403459.99819134	1126820.485170354	38866544.12084542	71379704.81811209	150475554.52265224	58412246.02091335	43996156.60943515	114733731.12371068	13114480.63062047	3520943.67227494	34502674.28582752	17551725.43332911	37183754.02359837	27718265.947183553	69482585.98082648	34739775.04928506	24119981.393026933	38567945.69303799	4021296.0714278654	89590775.54530162	42384231.53281448	34610120.0	24272419.622926414	51507389.66317501	91427641.54247198	93283708.79172923	59787154.66934793	42217496.710327886	47777174.88616911	50018068.325253144	65813520.616304345	31063525.57599173	58341386.81327956	50018068.325253144	67959383.03958127	37183754.02359837	38717244.906941704	38866544.12084542	59099700.34513064	24272419.622926414	58412246.02091335	38866544.12084542	63333385.351595744	971002424.3375413	1242206547.040397	1650596254.7333539	1184643371.0934782	465952883.63987595	408389707.6929569	1650596254.7333539	679593830.3958126
962.733__8.07_615	29958241.526872933	38411393.619840145	41774104.71709182	42568054.94430622	49976826.89110231	72415068.33147256	38459963.75514657	32684083.11520221	58966740.21545679	62826041.5451302	94689948.87440799	36229951.63185256	32443023.8004856	22766790.63435839	26705358.999999996	84955720.00731985	56752029.639672175	26755283.703278515	75393858.73758315	324077386.901661	71380310.86957058	147054364.6180155	104069148.55457325	20026333.112736616	123972005.91515824	57905461.5621958	16914790.880245164	33331704.41685714	29830896.835224	48196771.00977303	57455339.80216603	114432428.55620633	64523637.92006614	72444999.22882771	68340979.84563324	64784941.38318268	72185473.68307792	55904302.62330843	51576798.52265202	64784941.38318268	47166808.338199124	49976826.89110231	49086798.950437665	49976826.89110231	49086798.950437665	56752029.639672175	56752029.639672175	49976826.89110231	47605996.69740938	1666234982.2630374	1776865475.9864643	2137903065.6450286	1299338526.2954025	838564539.3496264	361037589.65856415	2137903065.6450286	471668083.38199127
961.584__7.56_4092	46480969.0	164411020.05733418	35841273.52218885	37055345.950982556	51546988.06681885	46574378.83689064	30506950.238824375	41238271.65554726	59557920.413381524	64283163.87607259	37870749.11283906	57934104.926139556	48750823.7789294	38541643.76586502	66456032.50712739	22831165.064102814	23558688.898554593	28590047.551420536	29111763.20377143	21335249.52718134	34296822.33619931	62826328.051677056	48065619.624454506	30229364.643772755	35472317.43901006	26869586.51735006	25282815.65138363	45877598.50436171	37429415.3073658	25263567.43476638	25272593.362487804	79617193.271642	67392170.22479723	45947863.94484263	44949733.46209983	45344604.31282546	43485195.23252003	47575895.209191985	46811267.47266354	45344604.31282546	43957107.15918598	37055345.950982556	37463047.53191081	37870749.11283906	39889957.710706145	35841273.52218885	46574378.83689064	37870749.11283906	42511306.382932514	1056800870.7313805	1168693070.0145955	1496371942.3232403	782733514.1853606	713638428.1378797	327678872.3086448	1496371942.3232403	439571071.5918598
955.525__7.06_3916	16267041.510468408	93339237.32766137	39287407.083374344	52774452.011381745	46672213.42754874	31177475.089213327	48909141.43697888	34467683.64223041	27855107.340570573	58435559.359355435	67476109.4476982	23314007.745720945	57461508.51458671	9057601.774986232	20856708.98203957	80291825.37015969	89813659.31401388	14849129.554693095	42329349.5	70100393.45233774	92938825.91190943	46818562.738734774	88407929.68248281	44542002.043403216	39736208.010924764	114501932.22701553	5083773.981400557	46075619.3247602	56319829.42331224	44062181.672085404	51617542.339328155	39726344.43068018	55500456.63981131	49859570.25173878	49484488.127017766	50002024.85790509	46271307.99050576	54478885.098784275	51924304.144058004	50002024.85790509	50329670.45208762	46075619.3247602	45308810.6840817	46672213.42754874	46745388.08314176	46075619.3247602	55500456.63981131	46672213.42754874	52204799.03839509	1146770115.7899919	1286596691.3024619	1650066820.310868	832883543.8291037	817183276.4817641	363470129.00840604	1650066820.310868	503296704.52087617
954.78__10.01_3173	48047517.21904229	51046881.48274562	15536442.031273734	163107641.30547735	213355683.5427128	27209654.449681483	39278664.438696414	177456858.59678268	25827309.19370667	67694977.14462216	49869738.23525159	72267160.8073788	174472755.0637355	19451980.348528773	40319689.9346755	31446932.03528488	33449405.725554015	11916455.597828928	30729216.19602118	52109352.65782481	138706404.76766938	55240164.546519764	46606717.227955475	33053503.278581448	41772506.59396157	68257834.06977513	9683369.49040455	67167875.63706693	26408666.140045032	99803165.3739863	96875433.78869769	35912639.67646655	63843239.5	72261597.2284622	69145156.45738374	64482601.09387742	86670086.53316852	37857618.56672809	47164538.3151397	64482601.09387742	46590909.98433241	49869738.23525159	48958627.72714694	48047517.21904229	59541702.02325988	33449405.725554015	39278664.438696414	48047517.21904229	43663090.82886935	1662016736.2546306	1797774067.891977	2127925836.0979548	1560061557.5970335	567864278.5009214	330151768.2059779	2127925836.0979548	465909099.8433241
954.678__8.37_2186	66483747.18211245	32112232.213766534	10998417.011129698	13507605.904353378	54063597.01074448	42995898.832783036	54747183.21741955	86606528.44338	35797168.60809844	76906372.38060191	59498295.27988175	64416901.407085516	60322683.21561306	32695445.39777242	12045131.055399733	27019791.054519024	224497754.8746442	24410789.5	38573732.564111926	12600640.519777292	39127122.90578185	74081167.6906046	180650611.07887003	32187156.6296533	50941099.427534856	55327703.93336091	12051923.728638645	14878865.538894854	240180683.63222086	51975758.18522464	50464258.549735814	51703996.586265765	108019767.9625523	44592111.85660782	45389441.12366252	60360303.98553129	53083208.60670785	69092818.44011945	115966366.04390106	60360303.98553129	96627145.88205531	38573732.564111926	38850427.73494689	50941099.427534856	53019677.59798456	35797168.60809844	76906372.38060191	50941099.427534856	65450324.29459898	1025618572.7019798	1180125469.2152255	1991890031.5225327	955497754.9207413	1036392276.6017916	811764562.3073074	1991890031.5225327	966271458.8205532
953.674__8.39_629	68703832.07270876	30831454.854756415	20625473.968561754	57948572.91642717	62814319.180749804	48066268.23301424	57882594.10715846	69560778.14699745	24977928.43935318	70597801.05428593	55812020.50126539	60972027.35586661	46072380.04355894	24326202.181954503	6714651.459807282	42146438.8058508	253049110.75278142	19513236.08324692	33405615.792935334	17023238.472084556	49201589.33572337	42005778.15154173	192335237.19549084	43732790.414724864	39903844.07842157	57067945.29103488	7074883.294629785	6780255.635085827	221559295.01675043	54577162.02916813	35129558.57897401	45627790.0	110164885.19804409	43644130.32084153	44381268.343271285	59884998.746756196	52756765.93999789	68438878.11486617	117470283.10255732	59884998.746756196	97238996.12635992	42005778.15154173	42076108.478696264	46072380.04355894	51889375.68244575	33405615.792935334	70597801.05428593	46072380.04355894	64837929.71428768	1003814997.3793552	1153912976.9250534	1976204958.6429543	949621786.919962	1026583171.7229925	822291981.7179012	1976204958.6429543	972389961.2635993
952.672__6.62_2982	15442158.275891995	50774957.712864354	10329756.580437414	77323577.53541712	17683499.555034522	38557625.29528749	84981821.72955094	43745317.63526907	19557331.318292443	80054457.81481849	31885307.59690971	28275893.78770925	43228258.38492574	11047305.528884465	33710303.16865365	87055843.5692459	92658813.67939983	28812987.02677961	14122239.22797896	49655528.36305505	67587885.1138144	37911728.72827204	73095659.0	54487398.572307274	20368280.900862496	75298777.11509329	25857262.08808302	48998027.87692006	44932119.05698599	55377317.7254402	21796874.867434897	29826521.518965386	34620170.704323135	41008341.915954925	40191542.49949358	43910939.60772449	41301899.49547182	47041787.7424277	57725843.15258216	43910939.60772449	50586914.298794486	37911728.72827204	35811015.948462844	38557625.29528749	38234677.01177977	44932119.05698599	44932119.05698599	38557625.29528749	41744872.17613674	943191864.0669632	1044980104.986833	1449061007.054908	743434190.9184928	705626816.1364155	404080902.0680751	1449061007.054908	505869142.98794484
952.662__7.76_4155	96664428.35150054	21814850.98561361	28571651.74640943	24630076.099464092	188265929.06792873	40009632.8930627	304240859.1516613	31922159.228968382	48705697.00750268	42274157.59105037	22039750.308145765	78201567.20254824	33449105.202357985	26546889.024222936	40528339.49215166	81641962.44758843	66621604.69370579	34815135.57553858	24643839.69863612	37221559.5	105096950.2449089	40958339.51857181	33579345.06846463	24136636.010932475	37977986.41567792	29317756.940514468	43132671.37856377	53528232.95962219	65322690.93370847	93139867.46548767	31966747.188775454	54194392.72403805	212595388.44890407	49389618.49284124	49557319.217368715	63568369.7141281	80293348.7573044	43498394.862316534	115609414.41637728	63568369.7141281	96179497.52308789	37221559.5	36018347.53776929	40528339.49215166	40483986.20581725	40528339.49215166	66621604.69370579	40528339.49215166	65972147.81370713	1135961225.3353484	1288490299.6515865	2097756200.5662272	1445280277.6314793	652475922.934748	809265900.9146409	2097756200.5662272	961794975.2308788
951.658__7.74_3358	17597986.120713133	41832349.0	29489375.11793399	52012845.03236429	175923541.39892414	41033074.50475998	248141606.37187174	76522402.76319148	20547871.144417923	29307286.688449234	49653494.56929997	26032195.42312816	30662615.971170913	50148382.684742935	39106362.85228533	40995804.87011739	42906195.83291195	17183881.151114944	20461926.754828166	64102272.55520961	42295132.88851772	61637367.474708006	49030064.62698512	28589665.60927803	58118644.26836455	31261520.11626272	28736780.83487885	67786844.69881882	21182042.053445313	61597851.37697512	55018566.843482055	21841032.3197474	162515092.35038367	49267247.57054842	47390560.88632048	54644608.37179645	70295840.3476927	35863130.000720955	81588213.31785002	54644608.37179645	67012538.21466689	42295132.88851772	42063740.94425886	41832349.0	51080613.85855361	31261520.11626272	41033074.50475998	41832349.0	36147297.31051135	1133146694.1226137	1232154583.0443325	1803272076.2692828	1265325126.2584686	537946950.0108143	571117493.2249502	1803272076.2692828	670125382.1466689
948.718__8.39_340	65794433.2253642	34328112.5407152	23973802.2214396	51996974.500935405	66244397.91289158	44876385.40775132	54610563.24863276	73033888.9893711	30682443.02327888	79085639.69935541	46627022.41107309	67380193.90455632	48712185.85729979	26521538.44715509	12892682.391107965	34120627.88209454	229624464.15723464	22807026.70008078	42329349.5	15086264.58524901	49396291.76325112	52278601.803999886	198982704.05460766	34210192.78610248	44384615.60648702	74926258.4003367	16250371.476710556	17802608.74291599	241568604.15834945	48418999.491738446	42465623.05938649	31467588.678617943	118531144.30164798	45151842.433884986	46374407.92508502	61860957.603931464	52091793.90972356	73583954.03698096	119382427.83964683	61860957.603931464	100291922.4950384	42329349.5	42397486.279693246	46627022.41107309	49054238.81027545	34328112.5407152	79085639.69935541	46627022.41107309	71153226.15244651	1038492375.9793546	1205734606.0522106	2041411600.9297383	937652290.3750241	1103759310.5547144	835676994.8775278	2041411600.9297383	1002919224.950384
947.883__4.36_4569	3215495511.2580533	21465697.151102114	21903641.297675896	29264625.920015264	143209567.78891146	39838591.89912016	109736352.47798342	36200729.0	43620812.297904775	512478857.1211209	37149701.98973782	640986371.5197039	32533416.591940995	32866849.921877228	34011382.625295565	42018559.35394389	83480068.76770405	25151972.048052415	40304493.11341707	38894310.86504377	31261597.121158335	52372807.03915404	36698675.273176126	51767739.42507341	21794827.85786796	62546758.84090994	43029925.37109453	28043120.186538294	54261963.08892778	26766903.25518358	15077948.919000864	30731211.46516974	3693676771.467088	38403202.867672086	161314722.53758842	282686114.0096651	458768389.3291231	71387383.62631541	733494139.4773782	282686114.0096651	844536809.636249	34011382.625295565	35106055.81264778	38894310.86504377	38022006.4273908	40304493.11341707	109736352.47798342	38894310.86504377	96608210.62284374	883273665.956458	4194182785.9772987	9328641762.318947	8257831007.924215	1070810754.3947313	5134458976.341648	9328641762.318947	8445368096.36249
947.801__4.23_5069	936131626.5836282	39502395.37771417	41882764.693807356	31674399.034101386	104654682.00966614	49247145.390031874	58928012.370010935	32791818.82197987	36188295.604824305	658771769.9890339	51870558.14661796	2124691389.0457656	34079777.251743376	32649856.527894	26191565.147489645	30141290.32150862	68043751.73057976	24410789.5	51345896.611184396	39711188.18182122	49122941.51763402	44013559.88356201	28593575.569776006	29242861.29528051	63405020.81094936	38669220.67023316	23520971.732099302	56576434.81452436	31150793.54682146	32565372.675603077	55882280.177417584	32045229.555155225	1164878481.569522	41713637.77106348	75648629.71216212	185532597.45933276	272454510.0020797	81226302.4080364	593673049.0916808	185532597.45933276	516316204.7423521	36188295.604824305	37428758.13752873	39711188.18182122	46568250.70059802	38669220.67023316	68043751.73057976	39711188.18182122	63485882.05029535	959413668.73446	1966864372.516215	6122575716.157981	4904181180.037436	1218394536.1205459	4155711343.6417656	6122575716.157981	5163162047.423521
946.704__8.02_2967	11798320.444428012	27043681.720693603	44777385.67576317	55121857.64743962	18686024.24657346	17074102.99760007	27066836.762651887	24542004.461406007	49485843.253803395	46424021.98040311	94333033.7709954	9917145.564312734	21050145.761122484	42150728.107155934	11539600.975420227	54716046.558494076	55750540.01955624	31089634.36927008	44274636.45549586	252635118.73674497	79429146.97068106	119399378.01510212	57220703.778781414	8010835.4581548385	133117136.78387241	21660397.81944592	22318999.0	34630275.77610971	16211016.89324335	49209258.17361188	29683852.667444438	98710314.12831898	90688527.31349008	59174996.2776217	55255167.72139727	51508077.34204807	58305923.957068555	43350661.4040235	37590313.07589392	51508077.34204807	33874163.79022874	44777385.67576317	43212682.28132589	42150728.107155934	35917290.387300186	44274636.45549586	27066836.762651887	42150728.107155934	24363617.291048903	1361024914.3852992	1436634360.756329	1699766552.2875865	1049506631.227234	650259921.0603524	263132191.53125745	1699766552.2875865	338741637.90228736
945.705__8.08_2558	28513063.00655209	41863911.20362449	47770451.43726673	51878965.86039866	50752625.96147982	73555872.7237674	37152077.05545205	30574998.433322098	56278513.3178906	60533829.49999999	69515253.61662392	35008553.65147516	38136988.61263272	23046864.762928084	23939910.786862187	85493798.3711278	46470036.30361831	16782495.142270546	64268434.485520326	307358590.0214899	68237120.65115868	140716431.22118843	118518048.54385899	16205119.86778497	111368123.84092984	50650658.40382338	15251493.141833272	34720188.22025128	33822771.41893164	46903699.33502356	53720989.2112643	105629282.7849241	48575333.21735487	69386323.22037944	65311385.393924266	61612560.42765546	68082323.88860114	53848844.27452063	47874067.695799924	61612560.42765546	43732906.00439031	51878965.86039866	50701642.1826516	48575333.21735487	49663979.589417346	47770451.43726673	46470036.30361831	48575333.21735487	41811056.67953518	1595885434.0687273	1698096020.2420309	2033214494.1126301	1225481829.9948206	807732664.1178094	335118473.87059945	2033214494.1126301	437329060.04390305
943.531__3.34_5127	64830853.415601104	61464087.19233613	39499057.02478602	46530892.81299965	57694029.0	32052238.333333332	68935701.2480365	59976783.11951722	53799604.05651865	35458269.105599366	31272650.07819814	81404684.84054463	51440528.120792784	34992302.86705516	36459414.141132616	35208156.92256727	44840546.66731839	18863416.28086259	22892784.824209247	43926711.11572276	36459421.104166664	112954477.5999522	66972125.64628121	20710841.511650227	49794042.12658477	77287449.77053644	69815132.44839713	34264526.54827692	30957503.15715046	24866380.231960736	37025794.29369424	65633141.16173531	35269710.143558465	46848869.45053663	48255177.054443665	47986462.33063868	50332063.38880662	45171741.06083715	46988379.07079159	47986462.33063868	50602925.95487338	43926711.11572276	45228801.964361206	43926711.11572276	45228801.964361206	39499057.02478602	35458269.105599366	43926711.11572276	40149407.886458874	1077523997.3623426	1254634603.4155352	1583553256.9110763	905977140.9985192	677576115.9125572	328918653.4955411	1583553256.9110763	506029259.54873383
937.211__4.27_4691	744963441.2284828	25463911.420729853	32798834.93427266	28613553.425920952	46051124.71066261	25446185.503894623	86044862.31037536	61998885.287507884	34157623.39313162	108082835.03490792	17943603.53320813	1210442715.6298018	37046696.40582991	40108072.74077763	29920070.610797707	47835493.97237416	59706366.459902726	39471024.85989069	29242006.32137714	43935653.319667056	46110667.6466836	55924433.92141877	26557770.53651951	44622464.77670845	38225519.5	36092977.237248234	15501013.216338366	48137072.75678366	32650880.76243518	47343217.67056706	45945788.168663025	26251295.45555979	1184401563.9288843	37786857.645417936	65010085.27119698	133243564.44488858	210733012.536923	40256226.73444729	386682201.3757431	133243564.44488858	352793990.083671	38225519.5	38848272.17994535	40108072.74077763	45998456.439662814	34157623.39313162	86044862.31037536	40108072.74077763	72875614.38513905	869097725.8446126	1690262217.0511215	4397037626.681323	3793194225.6646137	603843401.0167094	2706775409.630202	4397037626.681323	3527939900.83671
936.681__7.2_2484	16095888.849851718	55563840.76216065	15525916.505471861	47183243.44838524	80295976.60514306	41128789.5	85842496.25513828	25428464.71103379	39351845.129178576	87806490.25612152	57818027.15275155	41938521.71432473	92930978.19511947	17718707.492535412	26917065.984059475	68287404.9912417	48628454.15311993	31740355.264440075	16440800.753777111	90460790.7246953	43133077.4545393	52228773.13478569	71384399.34618941	78806079.20090608	107641419.37767766	119688712.23362347	15613226.398510333	86843394.26527071	41989065.40842197	47797954.01212724	92753316.02573904	70855317.5011114	41136113.454815276	57173985.51931802	56480960.59693559	56271966.85643233	56864028.6351668	55561492.72195097	55495704.39170595	56271966.85643233	54197323.93179524	55563840.76216065	53896306.94847317	48628454.15311993	50013363.573456466	48628454.15311993	41989065.40842197	48628454.15311993	41963793.56137335	1315001666.9443145	1468504975.5203254	1856974906.262267	1023552515.4330025	833422390.8292645	388469930.7419417	1856974906.262267	541973239.3179524
933.427__5.47_4312	79468163.69458461	41832349.0	25053221.18088128	16608297.13770185	36754006.667081445	39740602.161570095	24734615.11107793	13145588.449915294	97953319.36632659	52550472.49053205	142541848.9448366	34806486.52370044	30923144.67618108	91750162.00792767	31861504.073448993	19974846.069560487	64450755.95867931	25584129.511655338	17212385.839252323	18793169.142083593	95891661.37597682	46681102.777712256	45121366.65947921	91456538.2561708	12464140.99389194	88141089.12823015	24022564.703612942	50715742.82926969	59442216.09592707	70700046.33046685	147046914.27431324	165477449.05166468	22006589.45491572	55122405.97006448	58737490.46700868	55300196.664806925	64918132.55766005	43758673.59338316	42533105.39948609	55300196.664806925	55709115.262714505	36754006.667081445	43476857.8297396	41832349.0	43210852.46964118	41832349.0	39740602.161570095	41832349.0	55996344.29322956	1267815337.3114831	1527174752.1422257	1824906489.9386284	1168526386.037881	656380103.9007474	297731737.79640263	1824906489.9386284	557091152.627145
932.649__10.05_2901	17664552.07400708	28524033.200484764	36596627.26872757	81760616.28768352	84113668.63739195	90318449.62586336	58501298.27250898	31213122.103362978	22219498.28900417	60533829.5	69631777.21037742	39641003.78188748	87318611.10948263	21497171.360247575	38678463.142204635	33837761.07146313	62599418.20934301	41037062.73795312	32333614.496619698	145527095.17178354	39158767.18333703	30825292.52275294	144949403.42996734	34375895.24418244	27494843.761704955	52794854.455767475	33387140.477044504	25277166.936971795	13570754.12715096	28920733.977030247	48640172.39910377	73652449.48112616	30205358.154188212	53020600.70172871	50439630.53960702	50509106.233355284	56275890.810906515	43588964.740293816	50767158.810134575	50509106.233355284	44732668.95609641	36596627.26872757	35486261.256455004	38678463.142204635	44140588.09049562	33837761.07146313	58501298.27250898	38678463.142204635	46217929.11882748	1219473816.1397603	1311430394.0297825	1666800505.7007244	1012966034.5963173	653834471.1044072	355370111.670942	1666800505.7007244	447326689.5609641
932.144__10.05_1955	47400056.06126326	13836559.221654879	38600193.62381489	61407316.103245996	52705643.19289749	46341278.73382438	58328939.5	50925980.72104564	36984267.62250125	46432686.947204635	120941615.12259807	22272836.737460293	60405812.48887944	18620791.246289242	17964444.62017399	40971553.69114009	33211279.493968412	10881597.27876949	45612256.42736918	195040293.8483173	115519823.5703587	78055697.53539422	64130174.49527187	75280524.67174101	27319148.78631242	33901029.16681357	12512760.169536654	34043189.48355535	21647046.774510216	72115631.40774892	58807154.73204574	53754461.28601949	41897205.08597373	58165917.395669214	55297614.48364454	51753613.63174848	68323392.33583905	31869879.186839793	38590181.89613452	51753613.63174848	37005314.974730775	52705643.19289749	49163018.39115445	46341278.73382438	58568047.11602287	33901029.16681357	41897205.08597373	46341278.73382438	37899117.126393646	1337816100.1003919	1437737976.574758	1707869249.8476999	1229821062.0451028	478048187.80259687	270131273.27294165	1707869249.8476999	370053149.7473077
