index	V2-arm-psoriasis-2C7	V2-arm-healthy-2A11	V2-arm-healthy-2B3	V2-arm-healthy-2B12	V2-arm-healthy-2B9	V2-elbow-psoriasis-2B6	V2-elbow-psoriasis-2B7	V2-arm-healthy-2B10	V2-arm-healthy-2A5	V2-elbow-psoriasis-2A9	V2-arm-healthy-2C4	V2-elbow-psoriasis-2B8	V2-arm-healthy-2B11	V2-arm-psoriasis-2C5	V2-arm-healthy-2A12	V2-arm-healthy-2A3	V2-elbow-psoriasis-partial-2A7	V2-arm-healthy-2A4	V2-arm-healthy-2B5	V2-arm-healthy-2C1	V2-arm-healthy-2C10	V2-arm-healthy-2C3	V2-arm-healthy-2A6	V2-arm-healthy-2C11	V2-arm-healthy-2B2	V2-arm-psoriasis-2A10	V2-arm-healthy-2B4	V2-arm-healthy-2B1	V2-elbow-psoriasis-partial-2A8	V2-arm-healthy-2C9	V2-arm-healthy-2C8	V2-arm-healthy-2C2	V2-elbow-psoriasis-2C6	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_elbow	GROUP_MEAN_Batch_2	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_elbow	GROUP_MEDIAN_Batch_2	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_elbow	GROUP_SUM_Batch_2	GROUP_SUM_DESCRIPTION_2_psoriasis
768.598_C34H77N11O8_9.74_2675	58717196.26913413	41166202.69816451	20176909.40256211	37197153.28464646	60989676.612199225	37822640.25023148	59373799.196338095	108041555.67573184	36594268.83061458	31145112.115723856	106270083.74921678	66482779.9447897	98727951.57293727	14165247.475842657	11710079.815335995	52352632.15580677	48723037.433628224	11728043.669466522	51536118.18023202	5402254.882794946	53917959.5	64986501.16491068	95487989.3716995	55253981.05306926	38620441.20945546	100314612.33050679	14565598.162428724	4517936.045753334	46767865.04968419	127336151.13568655	61913652.92944767	17167469.963369876	37982190.41760411	51115678.74197957	51879141.04388514	50822881.56209131	59541569.170997255	40360456.43140418	46899632.05828566	50822881.56209131	50149448.04834832	51536118.18023202	51944375.1680194	48723037.433628224	59045497.73273611	38620441.20945546	46767865.04968419	48723037.433628224	47745451.24165621	1175660611.06553	1348857667.1410136	1677155091.5490134	1071748245.0779506	605406846.4710627	328297424.40799963	1677155091.5490134	501494480.4834832
768.476_C34H75BN4O7SSe_6.43_2450	34455145.64042699	49091045.31716588	29580047.529439654	30234161.645571027	11009474.78968243	23550699.9628564	50047813.12366615	16827050.173181403	14777731.856838288	49297362.37058956	61861575.31722416	26682538.73514019	42998760.08543065	12160983.578608243	37735013.76303379	66612874.143977076	66637052.99378282	29553818.837243978	53507793.42902785	72273464.47411415	90448455.74705698	56902646.87091526	100805244.52114582	65996992.3874474	29088941.739747398	87902243.00998437	20187505.330222026	53227319.9623576	38049434.09661603	48235519.0	34612607.12432694	52405071.12719776	59280131.732939534	46433613.70314554	46249672.59236027	45940500.618695684	43887949.528654754	48403561.92674481	44792147.57365581	45940500.618695684	44806340.52446103	48235519.0	45617139.542715326	48235519.0	45617139.542715326	49091045.31716588	49297362.37058956	48235519.0	43673398.23360279	1067973115.1723474	1202491487.4013672	1516036520.4169576	789983091.5157856	726053428.9011722	313545033.01559067	1516036520.4169576	448063405.2446103
768.425__3.27_4798	50072221.55162792	45708664.48449065	97163008.01520768	55054650.594556496	33277893.383181524	64532416.850416906	49135549.55653444	31712405.462216016	30981993.71608637	33417639.470637918	53566786.02703598	33877188.46642441	21511770.431534067	78894997.2263951	63538270.64843483	61550231.1973293	36809036.5006505	29576741.064123906	58011209.22033014	54778969.299595416	46061716.180038124	29436907.894535862	73095659.0	34472577.2940476	26849905.10164134	42121374.12594868	46047036.62070294	34691033.18821052	32666162.14218547	45143870.51245361	46583466.69843132	52215188.40847406	40901311.99385907	46566519.75837643	47773790.282562666	46468419.767495096	45623882.65729766	47481864.299732015	41619900.71152981	46468419.767495096	46242789.78846804	46047036.62070294	46054376.40037053	45708664.48449065	46322591.43923472	42121374.12594868	36809036.5006505	45708664.48449065	41511343.059903875	1071029954.4426578	1242118547.3466294	1533457852.3273382	821229887.831358	712227964.4959803	291339304.9807087	1533457852.3273382	462427897.8846804
768.047__9.43_5533	22893551.204976406	31937620.879248142	53976978.3568375	65927870.06025729	41167480.938938744	60219559.018166326	35033290.352049574	37340649.513155244	38707099.5	47945173.81588861	55888948.10658924	44662346.32635287	44688686.99017135	54312149.648785174	31969542.15629805	66661822.31985508	46225934.227797255	28738714.295817874	28931880.57520423	59281186.101360366	62834825.76211708	27362784.041123968	67032395.36235511	55071760.87362005	32936203.447154995	48919282.98130861	24266940.968062676	32113588.03045083	60746372.29453577	34873408.74687589	105260946.69237801	100235604.47747232	39155072.853479244	49008997.31284105	48205073.924246706	48100596.08844496	52567228.98377051	42740636.614054315	47712535.55546709	48100596.08844496	46011273.27233399	41167480.938938744	42928083.96455505	44688686.99017135	49500418.31947826	38707099.5	46225934.227797255	44688686.99017135	47085554.021842934	1127206938.1953442	1253331922.0304143	1587319670.9186838	946210121.7078692	641109549.2108147	333987748.88826966	1587319670.9186838	460112732.72333986
767.598_C39H80N6O7_9.56_3391	58611608.16130707	25646195.883862525	39606317.9768047	61529537.79723004	58250667.10064691	90169046.71819286	33629790.064603694	94498223.42687938	50690389.47737479	46433847.93590368	63082911.83625834	46087529.0	73421997.7401841	3194264.474424606	15078968.559120363	52163467.06403397	54779997.82953372	3219026.649724687	29604914.195577376	4353731.168629007	8932485.436666656	57644034.182896666	75033152.4913961	34087834.38428969	4629884.634053324	51820525.12209354	27483807.445475236	2505297.2482294734	80822623.87135738	107387543.91814147	6023736.733180846	12322382.798843795	37561440.171892665	39443326.441282585	39262419.457974024	42736581.257539645	47266042.50634821	37301227.75896939	55640610.79878342	42736581.257539645	50311067.33493091	34087834.38428969	36847076.18054719	46087529.0	51865781.59144834	39606317.9768047	46433847.93590368	46087529.0	49127186.52899861	907196508.1494995	1020822905.9073247	1410307181.4988084	850788765.1142677	559518416.3845408	389484275.59148395	1410307181.4988084	503110673.34930915
767.512__6.22_5309	49753525.44032661	176365977.7914618	41124042.15564953	97673342.31901519	57694029.0	34401004.0777276	30136421.123854972	40427557.03264754	41770133.892091505	37476191.44190164	39179659.85486479	82534672.91873634	40911583.558856376	58677685.76991512	30806224.779318567	33205975.733770907	32182390.641785853	101483258.24299623	36433242.52190123	40198595.454080656	27910396.16915256	36662703.14273134	29852110.32318346	64166355.16229875	70431563.96232453	142067252.67263132	46426341.49727754	24905865.28383017	33344719.364970505	36445698.81443165	154636496.74896374	33263785.580104075	36044093.31785389	56607606.044389226	59710515.49630097	55714936.23608049	53373200.30475341	58525019.35367298	40874213.26954726	55714936.23608049	53661795.676970385	40427557.03264754	41017812.857252955	40198595.454080656	40313076.243364096	37476191.44190164	34401004.0777276	40198595.454080656	36760142.37987776	1301974939.0209522	1552473402.9038253	1838592895.790656	960717605.4855614	877875290.3050947	286119492.8868308	1838592895.790656	536617956.76970387
767.426__3.2_4892	91993896.14385505	30451100.72616234	121546073.3683347	19400665.502784833	91489467.371321	24532275.43761385	102455499.30276194	61738124.687237546	17971146.07487587	35064266.81782486	25197472.21596422	73979236.5100065	33677265.45934594	74420661.46045093	40295919.89636924	32124159.560038205	28952245.45160861	86204555.60224545	42329349.5	138934641.1862596	17996175.526233632	44460198.42133732	23085971.34495204	35054955.435281396	19169715.484212518	64178428.64354361	63547995.78215008	83117688.29863533	49173980.063202225	54385655.799817726	58823974.81927519	40253401.826939195	42098115.055844076	51358942.34303361	54301871.54375471	53578917.538681366	57271760.12012944	49147506.44094368	50893659.805551715	53578917.538681366	58684860.48867116	40295919.89636924	43394773.96066866	42329349.5	49422927.11057752	40295919.89636924	42098115.055844076	42329349.5	56676204.35337292	1181255673.8897731	1411848660.1376226	1768104278.776485	1030891682.16233	737212596.6141552	356255618.638862	1768104278.776485	586848604.8867116
766.559__8.78_3951	28177448.228503924	76126419.05449611	27112905.330318555	54971900.675975606	58442013.116562106	41128789.5	54674778.87493321	24473743.328639627	62305199.03912055	37350297.10884428	30468286.478239667	40254616.81868792	30090089.028519385	31975011.5855164	33505723.905855324	68587475.59823546	104984561.02725542	17246803.363034587	63061591.10988033	32011162.125956826	137940559.1092303	38218758.683650166	90807159.18471417	30806596.7002017	23682564.141578093	92865247.92204624	23202197.570561435	30742099.949608423	21855629.54068661	49739522.93461883	55640148.22477419	24601033.963993233	74988893.36336055	47121041.418163694	47569294.62899351	48849673.53295756	46589075.15229797	51562391.589749046	53605366.604824	48849673.53295756	52825527.39698346	33505723.905855324	32758443.015906073	38218758.683650166	39236687.75116904	37350297.10884428	41128789.5	38218758.683650166	40691703.15934396	1083783952.617765	1236801660.3538313	1612039226.5875995	838603352.7413635	773435873.8462356	375237566.233768	1612039226.5875995	528255273.96983457
766.556_C42H75N3O9_9.99_3950	23472703.86369667	30305727.086803038	56555273.87838692	26892125.296339724	118726873.08186275	53567798.730622075	75628694.46367785	36200729.0	32298264.0299514	103441558.62988298	39706103.76797552	64310262.55250045	32332939.214098915	32681676.528645266	58742294.527100675	23305041.693241693	43501803.23274334	30401563.66586758	30116714.462589335	30627108.994590946	82165935.14512736	80145425.0924873	32511724.44591487	45342552.96568138	27840391.647296406	100279450.09510213	31371180.470582988	36568879.82902009	311489217.6161678	25943514.79671737	42452414.532190405	37144671.4318239	56204061.34074517	42943367.350245684	44005049.21319595	56129535.63967983	50196977.26659905	63248605.68737675	101163342.36661996	56129535.63967983	86457722.70537837	32511724.44591487	32596700.487280067	37144671.4318239	41079259.15008296	32511724.44591487	64310262.55250045	37144671.4318239	60257161.94662281	987697449.0556507	1144131279.5430946	1852274676.1094344	903545590.798783	948729085.3106513	708143396.5663397	1852274676.1094344	864577227.0537837
766.53_C36H67N11O7_6.49_1708	46480969.0	45996138.97713979	18637350.341017503	28675408.96564543	50445247.36562738	30631933.56726801	89377341.2052087	38812520.75614767	25284644.114934657	63146470.00603669	59396991.02243574	42276052.37672659	45485194.975652836	26399144.150639217	29812117.27082766	48779839.94911507	51487552.65676816	14288606.131569868	26307019.621581767	88419899.90566495	112646547.79193406	34784616.44105368	76079648.34501621	27075155.35501876	42666937.42192993	64995504.12478075	9703833.439375477	35629471.216322705	40216438.20928161	71836826.49756503	81663340.01979086	38408566.293633275	97265361.46336792	45688518.35734784	45719674.59593924	48579172.39330539	56115617.61963222	39535438.12171319	59200164.21209396	48579172.39330539	55227676.67600776	38812520.75614767	40739729.089038804	42666937.42192993	45983081.98782642	40216438.20928161	51487552.65676816	42666937.42192993	48984260.82838408	1050835922.2190002	1188711539.4944203	1603112688.9790778	1010081117.15338	593031571.8256979	414401149.4846577	1603112688.9790778	552276766.7600776
766.535_C30H67N15O8_7.26_1956	43668952.08719267	41749630.73486357	23774644.496235237	53366387.03012312	63028247.879218586	26576918.764300972	63053764.91684246	34633547.46349657	27778952.843748268	54361089.575895295	35541565.87555782	61834755.3380584	55945337.08704362	27296053.723418888	38297675.35386013	56760151.618608795	47392038.43746575	31772974.35384565	28791877.463687602	79320688.37781353	79020897.51136467	41610723.98616311	64357591.12624182	31713090.16349812	50459235.335808605	82249594.26559131	21958278.806610566	62544240.43024553	30813442.01543805	48235519.0	51621815.93525306	38352454.815558925	69414240.2991279	46114588.16038465	46686543.37557884	47493829.60945996	50235275.56966847	44204094.45720974	50492321.335304126	47493829.60945996	50666084.94233318	41749630.73486357	42709291.41102812	47392038.43746575	49928667.46762653	41749630.73486357	54361089.575895295	47392038.43746575	50876564.00668052	1060635527.688847	1213850127.76505	1567296377.1121786	904234960.2540325	663061416.8581462	353446249.34712887	1567296377.1121786	506660849.42333174
766.494__6.5_2702	76219376.71607524	33332149.457833882	82139557.36661619	27908136.133548032	38326437.65101263	52168091.926398605	49641396.53515445	84790160.10433324	50768657.12724284	51691237.971244976	66877060.88970409	81434774.14327317	57538098.66228236	48784942.994380176	100524941.9794577	72078862.85825029	27859537.81387422	14128990.528407734	68540632.27966584	49173572.10581062	24140504.167047568	56134365.588416785	36902706.31611929	33930389.0	36598418.38139705	32820290.017558835	44854462.04728375	16887441.124670897	39655334.03595933	45293001.52805523	60971942.56934282	22794238.86860621	49881606.58822901	48897162.03196109	49325359.09473537	49539130.772037975	51444894.23175946	47252214.62037218	50333139.859161966	49539130.772037975	51015658.8742148	45293001.52805523	47038972.2612177	49173572.10581062	49761501.56169173	39655334.03595933	49881606.58822901	49173572.10581062	49761501.56169173	1124634726.735105	1282459336.4631195	1634791315.4772532	926008096.1716703	708783219.3055828	352331979.01413375	1634791315.4772532	510156588.742148
765.531_C40H76O13_7.25_814	37441023.323784724	54463380.465380825	24998336.80991035	43319462.791154094	69651690.97050738	33191126.725949664	74239109.22714987	43818607.80081242	33038038.922798604	81540979.39992376	43299581.41795553	43243334.87790667	43776939.5	18741212.716525618	30728483.815441992	52522477.28819925	68760723.27587803	19097462.45675298	36592878.45126856	75603625.32943559	100149081.99906544	46765378.95217443	78165703.38494554	28313862.351626724	42997258.314396486	60526207.4764055	9940026.75572483	50773256.409601055	35016889.04707909	49441651.131679475	43795902.62507134	34946642.348125614	71269055.02463531	45921727.40400124	45111852.83879786	47883920.951129295	50055960.50630888	45277473.48491379	58180173.939788915	47883920.951129295	52396966.10952382	43776939.5	43548201.14557704	43776939.5	43786421.06253567	42997258.314396486	68760723.27587803	43776939.5	51884771.17715609	1056199730.2920285	1172908173.8087444	1580169391.3872666	901007289.1135598	679162102.2737068	407261217.5785224	1580169391.3872666	523969661.0952382
765.489_C37H64N8O9_6.59_3997	44513673.596699774	52455872.56224595	104873367.55442023	51754111.28093542	37261957.60615735	26192922.622550443	104056316.91975154	31625858.994060624	32423172.592692446	58789738.05550288	47845394.929921694	38982290.9257986	63882128.3177271	31919169.3635298	35653310.847581804	44022362.378210835	30162886.442535695	49146860.568702154	55785009.283605896	35376992.34306578	50840490.14851497	33787922.061305374	42180861.67126472	33930389.0	46208944.013437085	53130843.9499993	46595692.01779504	48328321.82417355	49347524.35115546	52158090.03103985	21249347.26239699	51220428.09222449	89725893.37419693	46461168.92962954	46083483.5496811	48346307.42373334	47017965.38165982	49940317.87422155	56751081.81307022	48346307.42373334	52682125.96017204	46595692.01779504	46402318.01561606	46595692.01779504	41747982.261249185	48328321.82417355	49347524.35115546	46595692.01779504	46930598.97392762	1068606885.3814794	1198170572.2917085	1595428144.9832	846323376.8698767	749104768.1133232	397257572.69149154	1595428144.9832	526821259.60172045
765.428__3.75_4930	94047587.73443906	33321377.262949195	31557730.122547764	39904402.00096256	47801628.502287686	72414873.54774807	45522196.24362876	35898956.19752668	40687958.62718639	69354588.37517877	38919933.55261587	84497659.88760543	32575984.575919017	43887178.21653955	78197183.48524074	49535649.19506986	62389409.5	42405231.90196546	33571886.60768353	58217680.1898404	49020898.766716935	27717106.781296983	40659668.43738358	78324465.94184299	83610327.50356606	38129518.85612006	47238325.64012138	51232223.47231079	30270763.06134722	46761011.228416175	120219938.8843419	36149980.28748992	59383292.163741246	49718676.050664425	50753608.99893772	52831109.59853424	56181376.37238662	48810789.46991139	60547540.39703564	52831109.59853424	59989706.75863482	42405231.90196546	43146205.0592525	46761011.228416175	47281319.86535193	42405231.90196546	62389409.5	46761011.228416175	60886350.83187062	1143529549.1652818	1319593833.9723806	1743426616.75163	1011264774.7029592	732161842.0486709	423832782.7792495	1743426616.75163	599897067.5863482
765.402__6.48_4346	17934292.737605028	78698576.92846009	27954538.927922484	56540173.00564107	2583113.716287601	41128789.5	1372895.9692621697	40384377.003717564	43068985.63087482	109748475.4030727	37184028.0490091	1607468.504468477	42577722.04879923	19192896.579597298	2124944.8614189667	82340939.12595616	93713463.93627952	37081150.05295218	26846260.8125091	57044395.65451116	58296676.29587336	49785983.16776039	123100691.3349661	39747396.20111857	51090335.31113495	112385683.93522176	16242717.020474179	81055166.67215839	64913124.275328435	2237647.728169831	1574145.8992632483	34028773.18903252	4187970.9117815066	43112553.85382657	43888523.5342475	44174963.64820085	28189374.786772113	63357670.28191532	45238884.07145612	44174963.64820085	46618506.17526169	40384377.003717564	40065886.602418065	40384377.003717564	35606400.619020805	64913124.275328435	41128789.5	40384377.003717564	30160843.039798647	991588738.6380111	1141101611.890435	1457773800.3906279	507408746.161898	950365054.2287298	316672188.5001928	1457773800.3906279	466185061.7526169
765.288__4.96_6238	78631723.87456597	66618998.700238295	40317359.03605873	113168278.97796841	56571873.09964193	50404850.58488388	33188437.232780367	36200729.0	34309090.990356274	31254754.0895707	63433548.388322785	35257890.25142368	31390047.600369703	54676775.49183905	32839148.818979986	41215544.55469439	68911616.64110003	30718373.46551089	35278129.79383844	43092177.07834659	36533469.69730417	36166793.974339	38634243.690675825	37965308.65246627	49953739.230426714	40476583.91519104	30810907.295791972	64939926.499692	33315513.453631625	34629803.480635494	29010600.295726836	33349329.388133958	34167247.46583082	44223800.943892114	45805096.3458121	44770691.35485866	46546604.696365505	42639595.345050454	40928615.67417444	44770691.35485866	46028539.300081715	36533469.69730417	38299776.171571046	36533469.69730417	36367099.34865208	38634243.690675825	34167247.46583082	36533469.69730417	37867237.083307356	1017147421.7095187	1190932504.9911146	1477432814.7103357	837838884.534579	639593930.1757568	286500309.7192211	1477432814.7103357	460285393.0008172
764.063__9.69_5762	48215930.289791994	47721112.56298911	30085236.000372116	33135705.08166639	93715608.25614248	37588645.64539591	36169531.740380734	32797340.976950165	51634362.37969624	232443724.41702068	125848530.47643521	44081094.412596636	40671471.45714275	36059430.81853264	38864882.92061398	36038847.88608117	32075644.284071177	41529892.70518764	42329349.5	60254479.64053585	35046666.746421106	38755837.39777589	47074826.51595589	20679032.100017793	40645696.38584305	32198150.121921334	40351669.646572396	36745174.99940737	92831411.9367979	41253054.65029606	41505284.40666282	58471009.11548761	48228547.346298575	46745872.68731535	45831868.5784038	51971126.75215335	48470955.58658503	56171332.15083533	74774085.68322308	51971126.75215335	63989211.101280764	40671471.45714275	40658583.921492904	40671471.45714275	40962263.0537194	40645696.38584305	44081094.412596636	40671471.45714275	40834870.028996274	1075155071.808253	1191628583.0384989	1715047182.8210607	872477200.5585306	842569982.26253	523418599.7825616	1715047182.8210607	639892111.0128076
764.038__9.47_5639	21941189.505293444	28562946.80385105	38684382.74539136	30589362.43505602	41029939.362631366	45336582.21347642	74021887.30339104	34526852.1642138	49273657.96258156	39182417.47518379	101723843.41170189	47640820.27616961	33097659.21076708	36598174.177088454	31572878.681327503	23927457.434625737	30159910.400650907	29002518.35065402	48942728.99908803	25378227.530210048	32163318.776809167	35347118.094777636	34287667.870971955	41058541.62081375	53483630.19871019	107472566.95864251	39334456.87653662	22994208.402624786	48569477.89304129	124339280.97424474	49374690.003509134	45627790.0	43760614.51409378	43231441.648308575	44628272.63662006	45121418.14024632	47975327.30968041	41696727.13692542	46953101.439429544	45121418.14024632	49468364.07170312	35347118.094777636	35972646.13593304	39182417.47518379	41044240.491722554	38684382.74539136	45336582.21347642	39182417.47518379	44548598.3637851	994323157.9110973	1160335088.5521216	1489006798.6281285	863555891.5742474	625450907.0538813	328671710.0760068	1489006798.6281285	494683640.71703124
763.425_C29H66N10O7Se_7.89_1147	40140593.285647124	49803489.22346879	29084650.0	81853882.84065734	38735030.14063932	33700942.79350874	25451207.263677638	40232280.92029704	29038637.04054911	48161141.68492301	79530989.12287715	24780536.50012588	65248319.610426135	29317416.21034614	11562436.906286614	41910660.50257294	42966427.82926832	20447217.85318521	36341076.0260344	32205510.359217633	77404566.0016519	92353242.3118064	53572875.960254125	44187502.73358458	46441051.78041569	65226721.98829143	10687485.122710612	35672108.56599884	33652366.14712512	51459113.383703776	64186606.65445031	58523240.745577335	62463115.72397065	47412259.730711535	47121796.3573327	45343710.401007555	52320783.144564725	36971223.108738944	38739391.13465705	45343710.401007555	40586046.942688406	44187502.73358458	43049081.61807876	41910660.50257294	47823308.058644176	36341076.0260344	33700942.79350874	41910660.50257294	36920768.03957793	1090481973.8063653	1225166705.2906501	1496342443.2332494	941774096.6021651	554568346.6310842	271175737.94259936	1496342443.2332494	405860469.42688406
763.38_C36H54N6O12_6.24_1350	38574305.56923906	32002095.727848317	54363245.03331773	73911186.6078904	53140077.15414036	61878046.25566198	115278559.99135585	36200729.0	28212003.221349698	55328935.32313919	16338560.119666675	43434824.544237144	44715362.64489951	49948936.56121072	54938061.28664803	12167397.998585375	56108432.1330279	46020829.150725126	93741909.57151477	69291028.33566631	90784485.19813332	98188413.64529423	54692155.78580821	68057372.59571095	39106946.24683938	85225202.4238738	16008168.766975822	43911709.196842365	22113409.891928017	24885322.016043097	31487099.697378565	34463867.930201076	45485715.28561635	48549044.64919475	49629864.2879155	51212254.39123544	55336882.95290809	46262700.117228255	57089703.34642378	51212254.39123544	57337636.797929004	44715362.64489951	45368095.89781232	46020829.150725126	47717325.92341354	46020829.150725126	55328935.32313919	46020829.150725126	52638935.942174956	1116628026.9314792	1290376471.485803	1690004394.9107695	996063893.1523457	693940501.7584238	399627923.42496645	1690004394.9107695	573376367.97929
763.372_C26H54N10O16_4.6_2575	71119890.68398626	23747859.910520803	25730794.94009211	77801079.13580835	41541441.18158458	61299148.39023316	96422623.8452512	1931491.0771462657	46995312.509263344	45627857.0182628	201257501.2178443	28440433.544246145	44033771.15925042	161929554.88230968	26705359.0	2373644.0524513046	48310920.02802325	35688573.578218356	42292422.861665726	23531433.77550321	46593891.289731205	27430548.99549819	29314856.786564626	67560698.02049632	5259962.4399740165	70026570.37178007	93101165.3919739	45982235.60588267	46766603.0581678	69494107.72773163	85429369.2306807	189080121.8578844	26176759.395852435	54472940.945468105	59844371.44937856	57848424.33223877	73392992.52283546	39194942.503522724	50434906.468576685	57848424.33223877	65612036.121811286	42292422.861665726	45008003.38256654	45982235.60588267	64429923.20536474	42292422.861665726	46766603.0581678	45982235.60588267	54805034.2091282	1252877641.7457664	1555953657.6838424	1908998002.9638793	1321073865.4110384	587924137.5528408	353044345.2800368	1908998002.9638793	656120361.2181128
763.334__4.08_5728	34955496.404053845	233764100.7486037	22788543.29660379	47967527.12975219	36768468.53893395	51820803.32865096	83230415.83798906	42481748.22471937	27023831.858092494	57874673.193271324	60253829.5	31724994.37769738	33470668.848554768	31494940.231074013	171510816.92018512	19688917.744451933	99233677.61629349	54613609.024774686	32991134.383030023	26166234.510413386	27806813.265696734	78736578.39042574	102210329.77344394	30095040.919102028	60453160.88953326	161575587.9504197	56753906.190957926	36615262.46835633	32724427.081165116	57736046.018149346	39855652.60996392	187306020.56334317	30827358.605831947	64654706.16596036	65964779.47702443	63712745.95283438	51816590.96135288	77988131.94261219	55348050.00584275	63712745.95283438	61546237.46264468	42481748.22471937	41168700.41734165	42481748.22471937	38312060.574448936	56753906.190957926	51820803.32865096	42481748.22471937	43388149.8663524	1487058241.8170881	1715084266.402635	2102520616.4435346	932698637.3043518	1169821979.1391828	387436350.0408993	2102520616.4435346	615462374.6264468
762.937__3.68_3994	105704835.93682735	27977199.476869334	38549737.371316254	32457425.33034027	48486633.786680885	45819855.10138906	204967200.31684497	54397350.90754075	30192947.211368047	43054976.97031008	33296258.2247519	165509481.7606508	43450956.61120141	49256331.559220895	24900495.60896007	40206083.20541377	55993391.16247426	31572620.872032676	53851776.03151388	37221559.5	95886858.51537922	40250593.05530445	41779605.16350909	51252822.19292677	59784629.5599673	48376801.123067506	86928790.32406758	30428006.625731546	45524878.581403494	51439822.821143515	26926213.938474335	45046206.750456385	165407681.93976918	44621069.26456302	47293175.45015636	59269697.804148704	72043227.12493902	43941462.61920033	103753923.69040596	59269697.804148704	92961543.44519576	40250593.05530445	42615280.88735525	45524878.581403494	48871482.67295089	41779605.16350909	55993391.16247426	45524878.581403494	52624861.36084758	1026284593.0849494	1229622561.7040653	1955900027.5369072	1296778088.2489023	659121939.2880049	726277465.8328418	1955900027.5369072	929615434.4519576
762.644_C40H79N11O3_9.67_4313	77363700.97202177	77726224.12510113	58362692.4704408	140753731.48499772	57694029.0	100625264.89347677	18302789.569960296	133316845.20546368	32767943.746236317	48028024.79036307	47806701.72528696	75772769.00387833	97016389.19744639	4367221.942650956	30865322.52774509	55504027.91581984	38258825.80784881	7142893.51914027	21026087.59121631	9507140.137216501	13235048.730751764	67384151.5251645	86216671.14414443	50246710.028771825	13737791.25600297	43713049.55206989	55520312.396965645	8157461.885148403	54111015.02621772	204430317.33297166	27823739.80343185	10825484.637393434	38843292.009658426	56829031.19073293	55096603.4559077	54741020.331969805	65295295.95558572	42075889.58363071	53420283.01448621	54741020.331969805	49938595.3568146	50246710.028771825	49026705.87702939	48028024.79036307	53970369.51438591	43713049.55206989	48028024.79036307	48028024.79036307	45870537.17121648	1307067717.3868575	1432511689.8536003	1806453670.9550035	1175315327.200543	631138343.7544607	373941981.1014035	1806453670.9550035	499385953.568146
761.573_C45H72N6O4_9.05_4236	85745246.79483159	33143935.572696462	18932442.9332928	99556080.98797768	110603071.02399722	35039726.71906944	81739789.63963644	60898913.44195842	32880373.021884114	69318298.36695006	80282379.85167383	48403850.40373275	56866025.14050459	53145721.703594066	24154149.867212363	37704049.5	55379846.276717044	28360083.441722907	34040037.23566238	33670730.38043898	38593547.67875619	31544023.122043326	178538488.7420955	33863547.81118203	34554053.499658704	91055608.91491012	12210052.925976787	16503203.232855063	42055503.85738535	55661603.7122566	146482893.0520972	22480900.207544964	91594801.71040414	53109764.62536904	55825813.99218555	56818272.144567244	64787380.74342775	47255341.82593465	60504545.28198504	56818272.144567244	65347839.43872311	34040037.23566238	36129051.49982935	42055503.85738535	56263814.4263806	34040037.23566238	55379846.276717044	42055503.85738535	62349072.32183355	1221524586.383488	1451471163.7968242	1875002980.770719	1166172853.3816996	708830127.3890197	423531816.97389525	1875002980.770719	653478394.3872311
761.549_C37H68N12O5_10.05_2824	32652563.94169759	22429215.299533945	23398983.013661727	25422244.47216242	62342827.389939465	14385490.434415886	60222534.3618641	64221934.794398494	48457891.014580615	45106783.00382932	104157713.77744648	10247203.81134978	44598489.786464624	19955344.542287428	1712913.4195286504	54587420.863294	62389409.5	34344135.45766549	44087500.46805644	6017635.6221020045	75407417.18176915	54292434.409572765	60198763.396651	11175461.852260577	68438738.34335853	100607389.39685899	18844492.415527876	5239312.854428976	59592059.08106912	96368745.27844174	103192325.71918775	49531431.6001625	42321498.93554055	46889914.2795737	47372435.62734766	46240857.740579024	48695183.2172813	43295667.168536305	42037854.161152676	46240857.740579024	44748027.70089128	48457891.014580615	46528190.40052262	45106783.00382932	47064960.69331356	45106783.00382932	45106783.00382932	45106783.00382932	43714140.969684936	1078468028.430195	1231683326.3110392	1525948305.439108	876513297.9110633	649435007.5280446	294264979.12806875	1525948305.439108	447480277.0089128
