index	V8-arm-healthy-BD3	V8-arm-healthy-BE3	V8-arm-healthy-BD4	V8-arm-healthy-BE4	V8-arm-healthy-BE5	V8-arm-healthy-BD6	V8-arm-healthy-BE7	V8-arm-healthy-BD5	V8-arm-healthy-BD8	V8-arm-healthy-BE8	V8-arm-psoriasis-BE10	V8-arm-psoriasis-BE9	V8-arm-healthy-BD7	V8-arm-healthy-BE6	V8-arm-psoriasis-BD10	V8-arm-psoriasis-BD9	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
708.965_C19H33O10PS8_8.19_579	27059424.1961064	27159997.707387134	63276063.49211773	88073028.33390231	23566402.535653617	54175718.02851134	125852041.86592083	27385610.79284087	79966613.0560543	57364644.933634154	28638298.030571282	9786921.50983208	36536166.491011806	87521394.10268886	19530267.3691874	20834575.31104216	58161425.46131912	48545447.984778896	48545447.984778896	55995341.12744878	41095554.842108995	48545447.984778896	19697515.55515823	55770181.481072746	32587232.260791544	32587232.260791544	43001471.48210272	31960888.641926337	32587232.260791544	20182421.34011478	697937105.5358294	776727167.7564623	776727167.7564623	447962729.01959026	328764438.73687196	776727167.7564623	78790062.22063293
708.444_C32H57N11O7_7.15_3226	46406222.29086024	26046729.027818237	15766228.381893033	18449313.841855694	45683391.65893568	27250633.54378498	32755394.394385904	31076607.636316344	79297665.8614554	64499421.06210205	76828916.49853487	22279821.079046454	114228779.59273729	19952063.482318655	45415137.94936674	142134379.42456874	43451037.56453863	50504419.10787377	50504419.10787377	38311881.3806247	62696956.83512285	50504419.10787377	71664563.7378792	31916001.015351124	39085266.171876326	39085266.171876326	29401061.71110207	45910680.12011349	39085266.171876326	61122027.2239508	521412450.77446353	808070705.7259803	808070705.7259803	306495051.0449976	501575654.6809828	808070705.7259803	286658254.9515168
708.013__9.4_5279	283273509.06436414	6527416191.780114	157453760.00880384	209058583.78190812	271046755.4968394	43642189.28229272	18597329.326682094	69346549.54580179	21403987.542823803	19694594.58007361	68817960.29773466	28559005.54673243	79128596.12877025	35018123.296736784	20501011.39029948	25592585.50969692	644590014.1529342	492409420.7862296	492409420.7862296	897276068.0133526	87542773.55910662	492409420.7862296	35867640.686115876	74237572.83728603	56230074.79001369	56230074.79001369	51918041.79723573	56494369.414047256	56230074.79001369	27075795.528214674	7735080169.835211	7878550732.579674	7878550732.579674	7178208544.106821	700342188.472853	7878550732.579674	143470562.7444635
708.006__10.06_4854	287863703.1149245	19124822.5232985	48406773.58744062	85680844.78003816	414994508.4134812	13842736.408342807	18013116.33971196	56344269.81792868	54568102.229910366	22393622.830274165	127548909.31581403	17384107.45196774	131625216.33521052	19796927.119537115	34595005.66077512	30078734.13359596	97721220.29167487	86391337.50389072	86391337.50389072	90617107.34676535	82165567.66101606	86391337.50389072	52401689.140538216	51487437.90867549	41500889.62410787	41500889.62410787	21095274.97490564	51487437.90867549	41500889.62410787	32336869.897185538	1172654643.5000985	1382261400.0622516	1382261400.0622516	724936858.7741228	657324541.2881285	1382261400.0622516	209606756.56215286
707.921__3.67_3692	60439913.12072396	105199580.54748663	23875498.575684752	14685808.221592637	19247688.560933355	116440870.75681727	45133060.30530784	25932536.819860585	22663191.041742112	43208701.486475654	30204261.844668884	61203014.044626266	142133632.89299527	15203199.711979957	271875206.00325197	57851347.89110549	52846973.50346667	65956094.48907828	65956094.48907828	41760664.3403839	90151524.63777268	65956094.48907828	105283457.44591315	34570619.15316812	44170880.89589175	44170880.89589175	36706481.66557227	59145630.505914725	44170880.89589175	59527180.96786588	634163682.0416001	1055297511.8252525	1055297511.8252525	334085314.7230712	721212197.1021814	1055297511.8252525	421133829.7836526
707.49_C29H62N12O8_6.86_698	24616536.402842782	20956493.309790604	50017469.76795065	41537400.601053424	29946019.424837746	50202578.15940306	49323079.87929741	44963473.004635364	45242734.78764977	45598988.812932506	54568623.592743084	48363813.9029985	60037442.33662756	44334781.174091764	59681579.56968992	10685488.57922647	42231416.47175938	42504781.456610665	42504781.456610665	41828650.08721813	43180912.826003194	42504781.456610665	43324876.41116449	45103103.89614257	45420861.800291136	45420861.800291136	44966884.99351214	47630102.27780021	45420861.800291136	51466218.74787079	506776997.66111255	680076503.3057706	680076503.3057706	334629200.697745	345447302.60802555	680076503.3057706	173299505.64465797
707.362_C31H60N4O9Se_6.31_1499	46212648.73137627	25190243.628994036	77790143.32599013	95254013.93750599	18414504.180497427	30924821.93600984	102885638.79157501	30421873.188982952	78254498.38136329	15747747.128380008	33433722.08391955	25471116.049196262	258443439.64011106	11443903.111569677	72127675.28557315	2.001228501619004	65915289.6651963	57625999.46264207	57625999.46264207	40980111.113954745	74271887.8113294	57625999.46264207	32758128.854979366	38568735.33369306	32179272.009964697	32179272.009964697	25330679.83909515	59170162.00847471	32179272.009964697	29452419.066557907	790983475.9823556	922015991.4022732	922015991.4022732	327840888.91163796	594175102.4906352	922015991.4022732	131032515.41991746
705.986__8.17_935	29845509.37110414	11639232.624027612	50618549.91524161	63696983.78793569	49196047.12782868	71139119.05289423	119783261.56485467	45079756.60912394	38210622.82542584	30879365.386175446	25494999.802204628	8575694.171792742	101359503.9896366	95380167.47065236	17940625.172802597	20752025.34957706	58902343.310408406	48724466.513829865	48724466.513829865	50580718.99193397	46868214.03572576	48724466.513829865	18190836.124094255	49907298.52153514	41645189.71727489	41645189.71727489	40037706.25700206	41645189.71727489	41645189.71727489	19346325.26118983	706828119.7249008	779591464.2212778	779591464.2212778	404645751.9354718	374945712.28580606	779591464.2212778	72763344.49637702
705.529__9.43_3100	28834258.602879994	32727113.924872573	66421388.028635494	53422901.851676315	22557954.98116938	97034004.03739682	125158496.71284541	48557590.88905153	27006981.468257826	13993858.930408532	39690962.57728303	14654947.749856185	28073647.80374383	38445574.40800906	38963807.07080489	16907924.100262936	48519480.96991223	43278213.32107212	43278213.32107212	42581476.39201506	43974950.25012916	43278213.32107212	27554410.37455176	35586344.166440815	35586344.166440815	35586344.166440815	35586344.166440815	33899032.83684244	35586344.166440815	27935865.58553391	582233771.6389468	692451413.1371539	692451413.1371539	340651811.1361205	351799602.0010333	692451413.1371539	110217641.49820703
705.383_C27H54N12O6P2_7.43_861	15284795.791451914	23759026.883848567	58700718.258763105	63055665.973569706	59589576.9980421	54021162.40095777	77069994.57267657	43222372.01341018	67994329.90264589	46324356.58127498	18705155.549744282	6840852.116162319	58887445.11265416	69068067.34092681	25008703.10611574	15060125.632803967	53081459.319185145	43912021.7646905	43912021.7646905	45551587.00203067	42272456.52735034	43912021.7646905	16403709.101206576	58794081.68570863	50172759.491116375	50172759.491116375	52956966.78965854	48621767.20718397	50172759.491116375	16882640.591274124	636977511.8302218	702592348.235048	702592348.235048	364412696.01624537	338179652.2188027	702592348.235048	65614836.404826306
703.5__8.25_645	135780459.85628223	114399026.51853417	29763072.83425513	39293882.36685582	10737186.84257042	197718874.83267754	70427951.6298475	23827553.5046474	48113663.74836467	24067012.615917772	68627166.58681652	27462968.95821524	427696774.15817255	33281659.8789119	174472881.333982	75837677.56447396	96258926.56558643	93844238.32690781	93844238.32690781	48537106.924708664	139151369.72910693	93844238.32690781	86600173.61087194	43703773.05761024	58370415.167590596	58370415.167590596	36287771.122883864	105809068.7103781	58370415.167590596	72232422.07564524	1155107118.7870371	1501507813.230525	1501507813.230525	388296855.3976693	1113210957.8328555	1501507813.230525	346400694.44348776
703.568_C38H70N8O4_8.13_4207	52555313.206887126	34067587.68150813	91170022.25696097	30092954.795145128	18624420.347752042	30802686.340987097	63070672.06618697	61671909.235645086	31840390.764305674	37968199.690248	41736943.061094575	133595805.54898088	34680488.19037862	11621718.04118145	41999592.161034614	29060358.983625256	41513863.551432185	46534941.3982451	46534941.3982451	46347287.65401214	46722595.14247806	46534941.3982451	61598174.93868383	34374037.93594338	36324343.94031331	36324343.94031331	36017893.68587807	38340040.17570662	36324343.94031331	41868267.6110646	498166362.61718625	744559062.3719217	744559062.3719217	370778301.23209715	373780761.1398245	744559062.3719217	246392699.75473532
703.474_C31H60N12O5_7.77_1976	44023942.705381446	55248614.95191356	24525696.68987992	14525978.213260178	118341144.22285728	37874213.84108786	121111155.26344763	23050208.330189962	9252484.794200033	46966095.05205633	46560460.76164875	41986001.70694841	35201173.90644623	224002476.7273832	18474338.118788097	21978329.7731565	62843598.724841975	55195144.691165335	55195144.691165335	83592740.86243942	26797548.519891255	55195144.691165335	32249782.59013544	40949078.27323465	39930107.77401814	39930107.77401814	51107355.00198494	23787952.51003494	39930107.77401814	31982165.740052454	754123184.6981037	883122315.0586454	883122315.0586454	668741926.8995154	214380388.15913004	883122315.0586454	128999130.36054176
703.473_C34H71O12P_8.19_2617	46731039.280225135	42708873.394395985	28140094.704444	6142856.583435793	135781301.0562749	23953114.655635174	138959533.82985118	43889683.70451714	13522088.848167067	12071666.15477721	40569677.165490836	52659930.77845231	40388837.06181273	242246991.56378078	34672752.7803799	25217317.537704296	64544673.40310976	57978484.94370902	57978484.94370902	83892603.81580737	32064366.07161068	57978484.94370902	38279919.56550683	41548855.22810435	40479257.11365178	40479257.11365178	47684402.08642414	31406423.74241195	40479257.11365178	37621214.97293536	774536080.8373171	927655759.0993444	927655759.0993444	671140830.526459	256514928.57288545	927655759.0993444	153119678.26202732
702.997__8.4_5620	12582505537.150934	1815605258.6542466	97992452.88601136	240448421.5647509	72563526.16989197	24751026.97703178	92099138.69485019	331694371.1201667	22245723.77156676	11617525.374985944	38778071.84526272	15095034.49924234	34672191.31874487	109380635.4066926	22889455.77691398	24254615.42888241	1286297984.090823	971037061.6650109	971037061.6650109	299448451.5262404	1642625671.8037815	971037061.6650109	25254294.387575362	95045795.79043078	55670799.007577345	55670799.007577345	82331332.43237108	29711609.147888325	55670799.007577345	23572035.602898195	15435575809.089874	15536592986.640175	15536592986.640175	2395587612.2099233	13141005374.430252	15536592986.640175	101017177.55030145
701.555_C31H72N8O9_9.47_1828	33739272.91585337	17759113.388338383	94310130.23841348	40789161.84314123	122258662.26473051	27293358.964623608	116314022.55371529	24034197.85157654	18230649.631283347	65964274.20340904	46211379.59949704	12918692.059656834	84790534.99901842	41378142.87099617	15801825.256073786	29954511.443501752	57238460.143758275	49484245.63023929	49484245.63023929	57949181.097935565	41019310.16254304	49484245.63023929	26221602.089682356	41083652.3570687	37264217.379497305	37264217.379497305	43794761.235246606	28623935.204062678	37264217.379497305	22878168.349787768	686861521.7250993	791747930.0838287	791747930.0838287	463593448.7834845	328154481.30034435	791747930.0838287	104886408.35872942
701.524_C39H68N6O5_9.73_3169	16217421.233236084	36594520.64599436	26273950.934804097	98917040.57266043	160790241.7521417	114164381.89946894	21358494.86931769	166482789.28297713	54819358.296183966	11489538.534976846	150553867.2986455	17079603.11400545	50516517.91972919	39710205.36739216	51776673.05697372	16352829.599159107	66444538.442406885	64568589.648604155	64568589.648604155	67061689.01939177	62075490.27781652	64568589.648604155	58940743.26719594	45113361.64356068	45113361.64356068	45113361.64356068	38152363.00669326	51146595.48835145	45113361.64356068	34428138.085489586	797334461.3088826	1033097434.3776665	1033097434.3776665	536493512.15513414	496603922.22253215	1033097434.3776665	235762973.06878376
700.914__3.72_5207	14284830.869421141	43953039.19467146	15217999.74508247	31403983.059703708	36268647.93896549	466632549.437026	28512368.93100335	65474355.87807675	30671228.203874607	12075643.83810747	73977520.34965882	37976393.626150474	100593359.09551612	34097863.65727899	44129919.79002757	78659669.27541639	73265489.15406062	69620585.8056238	69620585.8056238	37283182.57444247	101957989.03680512	69620585.8056238	58685875.76031332	32750923.35849135	37122520.78255798	37122520.78255798	35183255.79812224	54802137.83405216	37122520.78255798	59053720.069843195	879185869.8487275	1113929372.8899808	1113929372.8899808	298265460.59553975	815663912.294441	1113929372.8899808	234743503.04125327
700.772__10.0_5850	33143774.578636773	55246935.36085453	24996040.309579726	33850170.36314045	448483151.0233253	33606318.28839581	31689080.667946618	71777898.00095555	31495315.864728257	49070384.84076046	175358782.1681551	47920687.71856106	27448923.618907925	41724704.47919803	29987895.778069686	33201527.651263814	73544391.44970246	73062599.41952994	73062599.41952994	110417987.07774271	35707211.76131719	73062599.41952994	71617223.32901241	33728244.32576813	33728244.32576813	33728244.32576813	48495536.27966076	32319545.221682515	33728244.32576813	40561107.684912436	882532697.3964294	1169001590.712479	1169001590.712479	883343896.6219417	285657694.09053755	1169001590.712479	286468893.31604964
700.555_C33H69N11O5_7.88_1295	4242332.131096478	9017384.049337506	65557935.374981955	50607596.770821206	48842237.543051854	90613618.42426515	169250251.32478526	38776252.137887806	54043186.62535316	28829144.83893938	44511773.73179276	6369483.121161474	135201749.38432735	95928773.58672649	31093063.891801193	12414767.375857541	65909205.182631135	55331221.894511655	55331221.894511655	56669580.620827	53992863.168196335	55331221.894511655	23597272.030153245	52325391.698087186	46677005.63742231	46677005.63742231	46677005.63742231	46409719.38162048	46677005.63742231	21753915.633829366	790910462.1915736	885299550.3121865	885299550.3121865	453356644.966616	431942905.3455707	885299550.3121865	94389088.12061298
698.988__9.71_84	19424940.5433852	22713028.429090902	40742691.245905966	48874735.94182725	27636415.73881996	158163453.7825947	229585891.67433813	20385565.381705586	34099897.420721516	11930717.139528386	12726859.488908546	6462182.186843303	506257092.82344556	3468985.208493657	112769229.82033072	75140554.51552436	93606951.27748807	83148890.08384149	83148890.08384149	45424851.975981265	120872928.1917017	83148890.08384149	51774706.50290173	30868156.579770736	30868156.579770736	30868156.579770736	17719943.958999723	57941622.88071516	30868156.579770736	43933707.00221645	1123283415.3298569	1330382241.3414638	1330382241.3414638	363398815.8078501	966983425.5336136	1330382241.3414638	207098826.01160693
698.541_C39H79N2O3Se_8.23_2154	927834.404259231	1212032.3384944235	31113181.118212666	15347042.863407707	40178142.56670852	465880450.24092114	98747522.91653688	59195213.71588349	60905406.11638838	22885076.14677064	119392768.33970927	53727703.96881789	1192003354.6149147	71053557.35896161	474820542.85582477	221507403.58880562	171620734.53345492	183056077.07216355	183056077.07216355	52817980.81242587	313294173.33190125	183056077.07216355	217362104.6882894	49686678.14129601	60050309.91613594	60050309.91613594	46952923.267763205	141206404.852597	60050309.91613594	170450085.96425745	2059448814.4014592	2928897233.154617	2928897233.154617	422543846.49940693	2506353386.65521	2928897233.154617	869448418.7531576
698.487__9.45_205	9743738.282902755	17839573.06065019	22752302.91793806	46522490.863584824	49057486.46448395	118429549.63164985	178197294.65364298	23069566.485495538	58946463.258475974	20612227.913815524	4892545.81855424	7719539.412311045	362314543.2631238	159492637.9614595	83244162.7378768	59671531.80256479	88914822.89643525	76406603.40803312	76406603.40803312	60541724.51856279	92271482.29750344	76406603.40803312	38881944.94282672	47789988.66403438	47789988.66403438	47789988.66403438	33567359.38870017	59308997.53052038	47789988.66403438	33695535.607437916	1066977874.757223	1222505654.52853	1222505654.52853	484333796.1485023	738171858.3800275	1222505654.52853	155527779.77130687
698.3_C24H43N9O15_10.07_3845	37933615.490768686	56821225.17280889	7259881.2992003495	20670803.44039173	9413556.359099463	105737952.28211278	23828988.68328322	130252025.2396387	7790436.063034555	48908033.582240626	47409737.26263213	18567461.16757541	115835566.6404514	33179478.813776545	66579291.15983819	6090397.608126007	49802630.255567245	46017403.141561165	46017403.141561165	32349910.560226	59684895.72289633	46017403.141561165	34661721.79954293	35556547.15227261	35556547.15227261	35556547.15227261	28504233.74852988	52256453.325303435	35556547.15227261	32988599.21510377	597631563.0668069	736278450.2649786	736278450.2649786	258799284.481808	477479165.78317064	736278450.2649786	138646887.19817173
697.556_C40H74N4O4_9.42_3186	5.584454424412693	2806746.793709819	30357423.733918436	58076812.62674299	82154919.44112791	46641525.30187312	104694782.69985393	66199044.181968085	115799492.66061626	66911168.225714765	32296625.532795746	17803380.316388275	49746208.32357978	136655788.1061969	47082228.10723007	26723289.75714206	63336993.1399797	55246840.08708203	55246840.08708203	62675027.96781629	47818652.20634778	55246840.08708203	30976380.928389035	62137928.40435554	48414218.21540493	48414218.21540493	62493990.42622888	46861876.70455159	48414218.21540493	29509957.644968905	760043917.6797564	883949441.3933125	883949441.3933125	501400223.74253035	382549217.6507822	883949441.3933125	123905523.71355614
697.508__10.06_3145	177307026.74585673	103663646.29605444	52931139.60315851	158373034.3193516	399422750.7553316	54334680.77664433	22998130.129575945	114223726.8803895	25568818.56549143	8181376.029215188	131229617.34771949	7629199.206398602	108276830.56784423	16760589.364269217	28965028.406005558	18781312.303998448	103503479.16943188	89290431.70608155	89290431.70608155	106032292.9309895	72548570.48117359	89290431.70608155	46651289.316030525	78999163.53634939	53632910.18990142	53632910.18990142	63330888.212815195	53632910.18990142	53632910.18990142	23873170.355002	1242041750.0331826	1428646907.2973049	1428646907.2973049	848258343.447916	580388563.8493887	1428646907.2973049	186605157.2641221
697.505_C36H72O12_7.82_4200	20811457.91700032	29212945.224530235	2.382482131719974	35749668.53252719	36516194.03869399	112133034.40555422	26019242.2218524	41348928.00637071	54967245.90340684	16399348.787196625	87894530.80341329	25017992.19358642	351614122.5186634	34054220.39064917	122946939.73278917	83243377.7114056	63235534.194077276	67370578.1731326	67370578.1731326	36358017.77405617	98383138.57220906	67370578.1731326	79775710.11029863	34901944.46158818	36132931.28561059	36132931.28561059	31633582.807589702	69105311.80740622	36132931.28561059	85568954.25740945	758826410.3289273	1077929250.7701216	1077929250.7701216	290864142.19244933	787065108.5776725	1077929250.7701216	319102840.44119453
697.447_C28H60N10O10_6.44_1925	23067644.924109284	23001443.614719886	44664978.161193125	58272197.50473385	35654567.00165879	60985232.72053315	85126197.48943536	56197933.761454344	52765806.29641149	21542791.07854716	33793731.73887888	28534433.546723243	100699840.91187593	57020939.0810424	35508431.1225798	63010079.730831295	51583297.71214291	48740390.542795494	48740390.542795494	42868287.63196745	54612493.45362355	48740390.542795494	40211669.03475331	54481870.028932914	48715392.22880231	48715392.22880231	34724149.37026884	54481870.028932914	48715392.22880231	34651081.430729344	618999572.5457149	779846248.6847279	779846248.6847279	342946301.0557396	436899947.6289884	779846248.6847279	160846676.13901323
697.427_C34H65O12P_6.54_2476	25010018.65356754	28452991.62174145	36867816.866935775	16375646.860465847	55459402.30913695	32142953.64654283	31671027.144339524	32525154.579160184	44906069.609223485	57995154.03258696	38416946.86207705	39273914.96418506	63778151.241687864	79814426.35614015	111559898.20190984	33820685.64875223	42083234.41012738	45504391.1624033	45504391.1624033	43432438.76883413	47576343.555972464	45504391.1624033	55767861.41923104	34696485.72304798	37642381.86450641	37642381.86450641	38845430.91313106	35344251.257844	37642381.86450641	38845430.91313106	504998812.9215286	728070258.5984528	728070258.5984528	347459510.15067303	380610748.4477797	728070258.5984528	223071445.67692417
697.426_C30H61N6O10P_7.54_4156	25256223.598249406	35396218.348761044	66073171.08678887	33216785.633164935	43934929.285000436	45965220.29927413	52000188.50543897	68732729.54696433	66853341.9465663	29412526.217357703	68182211.43984374	18529750.39614588	145350277.9910667	22369916.19180146	55176283.18662963	2.6255030599843967	52880127.38753619	48528111.018659785	48528111.018659785	37880315.75218927	59175906.2851303	48528111.018659785	35472061.91203058	44950074.79213728	44950074.79213728	44950074.79213728	34306501.99096299	60624727.13670925	44950074.79213728	36853016.79138775	634561528.6504343	776449776.2985566	776449776.2985566	303042526.01751417	473407250.2810424	776449776.2985566	141888247.6481223
697.417_C41H66O4Se_7.91_3109	43229039.662095435	22049305.737010635	114762531.77218936	60479303.92942744	38928553.76787321	3.0864007692323656	124647489.49024524	23866026.04419696	123604838.4959824	34526049.982624784	38758712.21994313	17209462.04916275	60472930.51183897	148141770.90739125	22470846.354072392	12257699.296620956	66225653.61560637	55337785.20669223	55337785.20669223	60592581.0104598	50082989.40292466	55337785.20669223	22674179.979949806	51850985.0869672	38843632.99390817	38843632.99390817	38843632.99390817	33547532.853146195	38843632.99390817	19840154.20161757	794707843.3872764	885404563.3070757	885404563.3070757	484740648.0836784	400663915.22339725	885404563.3070757	90696719.91979922
697.362_C33H58N4O7Se_3.14_3420	34393646.09303852	67062138.82585043	35993297.400706165	33972097.451081544	22486309.678789433	106379323.46396174	109933680.82241423	25234672.34915565	48813900.815549135	37836250.664501645	29779062.170989826	25984234.394364305	411880704.5996175	21365642.428816605	238329147.6031684	43755777.35128086	79612638.71612354	80824992.88208038	80824992.88208038	43552427.054601006	118097558.70955974	80824992.88208038	84462055.37995085	36914774.032603905	36914774.032603905	36914774.032603905	31875579.811035685	46284839.083415	36914774.032603905	36767419.76113534	955351664.5934825	1293199886.113286	1293199886.113286	348419416.43680805	944780469.6764779	1293199886.113286	337848221.5198034
696.897__3.62_4215	53679714.37822984	76414783.76857066	42609014.45821827	71345802.57176378	16087986.593826283	123877841.35373887	77438512.74651517	38446032.74705581	32741966.263102077	8819814.375204168	41616576.39278694	18678790.570630334	319537879.13714284	54330049.21974115	445039035.55297667	28883271.813642427	76277449.8010924	90596691.99644658	90596691.99644658	45591539.52987981	135601844.46301335	90596691.99644658	133554418.5825091	54004881.798985496	48144364.41822405	48144364.41822405	47973312.80626404	48144364.41822405	48144364.41822405	35249924.10321468	915329397.6131089	1449547071.9431453	1449547071.9431453	364732316.23903847	1084814755.7041068	1449547071.9431453	534217674.3300364
696.511__9.57_89	14388357.884023039	10555569.246559134	33219330.541448202	49122051.89452582	49691188.30648589	119338441.9716715	173038892.17165068	23152129.155284952	34825775.03062392	21942128.782517754	18116797.435158767	3494533.194062446	382613391.3483696	163348523.0166201	84891083.94033699	56685590.406197995	89602981.61248171	77401486.52034605	77401486.52034605	61163710.505947575	93639262.53474453	77401486.52034605	40797001.24393905	41973913.46257487	41973913.46257487	41973913.46257487	35532090.338521786	45755682.718410954	41973913.46257487	37401193.92067838	1075235779.3497806	1238423784.3255367	1238423784.3255367	489309684.0475806	749114100.2779562	1238423784.3255367	163188004.9757562
696.009__9.65_68	8684733.869153658	17707465.517680522	44982409.82714041	50940579.13026889	52337099.41592591	65538314.26548249	192462125.89222565	23725415.621619444	62050625.61996544	32527338.806777757	13411477.411468858	9719786.200862154	407284068.60775936	174655613.72927952	56483721.88664473	26185765.722787566	94407982.52527325	77418533.84531514	77418533.84531514	67970185.76306117	86866881.92756915	77418533.84531514	26450187.80544083	51638839.273097396	47961494.478704646	47961494.478704646	41733958.96852332	50733065.85689257	47961494.478704646	19798621.56712821	1132895790.303279	1238696541.5250423	1238696541.5250423	543761486.1044893	694935055.4205532	1238696541.5250423	105800751.22176331
695.348_C32H54O16_5.09_3882	32849253.987366654	210185473.83810845	42735526.766110785	31808237.122558903	51261823.28131144	56551215.99216092	28222316.478087366	38712564.41226914	63670614.35416175	38132045.00620425	23825523.78907124	33580445.06405532	45678856.1668758	77206386.29708892	38285099.65904429	51284995.01245493	59751192.80852536	53999398.576683134	53999398.576683134	61777781.35956073	46221015.79380553	53999398.576683134	36744015.881156445	44207191.46649329	40724045.58918996	40724045.58918996	35856245.035129786	44207191.46649329	40724045.58918996	35932772.36154981	717014313.7023044	863990377.2269301	863990377.2269301	494222250.8764858	369768126.35044426	863990377.2269301	146976063.52462578
693.53__9.48_238	5379771.473557296	14515929.900350925	31533233.80497596	50034200.68962259	50771541.064270645	109317529.46032088	183753133.28423053	5260246.01906201	58268370.86792857	23332280.056111537	2779402.500469382	5309567.292443174	384503052.17581135	166210913.34975392	85024233.32689619	64280153.31774225	90240016.84549968	77517097.41147171	77517097.41147171	62088371.017156586	92945823.80578682	77517097.41147171	39348339.10938775	50402870.87694661	50402870.87694661	50402870.87694661	36683240.37286706	61274262.09283541	50402870.87694661	34794860.305092715	1082880202.145996	1240273558.5835474	1240273558.5835474	496706968.1372527	743566590.4462945	1240273558.5835474	157393356.437551
693.454_C34H64N2O12_7.34_2501	11454302.752826523	24132270.923714716	21136712.332860712	8685563.248776712	20643576.799294982	49093328.79844147	40607549.27540577	63781234.866731875	57003798.18200237	50393010.5288103	42386396.88889064	36338558.29633294	43612982.11581896	90082025.26433757	53299439.711342074	75547051.78157082	40052196.257418506	43012362.6104474	43012362.6104474	39158618.903195456	46866106.31769935	43012362.6104474	51892861.66953412	42110265.69561237	42999689.5023548	42999689.5023548	38473053.78586936	51196384.25489177	42999689.5023548	47842918.30011636	480626355.08902204	688197801.7671584	688197801.7671584	313268951.22556365	374928850.5415948	688197801.7671584	207571446.67813647
693.454_C30H60N8O10_8.22_268	382804.4313877544	842001.503900014	1665855.3663953606	1010138.4222807565	29363663.01405251	99232768.43176527	48619123.4994117	66253375.1103889	70700499.17328934	85362476.65283784	102950392.90130687	72306959.6576156	71743377.72814083	63036642.84750515	96050560.0223885	107244323.18999243	44851060.51511296	57297810.12204118	57297810.12204118	50436424.81236381	64159195.43171855	57297810.12204118	94638058.94282585	55827883.17345843	68476937.14183912	68476937.14183912	55827883.17345843	71221938.4507151	68476937.14183912	99500476.4618477	538212726.1813555	916764961.9526589	916764961.9526589	403491398.4989105	513273563.4537484	916764961.9526589	378552235.7713034
692.471_C35H61N7O7_7.73_2081	170859116.17307127	670338054.8667244	58159035.76026234	41702927.36677366	108961548.26682827	29331696.940561686	56744925.91259196	31895477.00859339	57023464.66511989	61448774.92404626	53669478.86683289	24056120.298536748	82868815.8127824	26783636.58685447	37140011.26630024	33694509.18062994	116343122.85701747	96542349.61853185	96542349.61853185	130463183.38614857	62621515.85091514	96542349.61853185	37140029.90307495	57591250.21269111	55207202.38971242	55207202.38971242	55207202.38971242	47081737.96571006	55207202.38971242	35417260.223465085	1396117474.2842097	1544677593.8965096	1544677593.8965096	1043705467.0891886	500972126.80732113	1544677593.8965096	148560119.6122998
692.404_C30H61NO16_3.13_3501	41369989.42444381	139102255.29443496	31447209.886194352	31102581.303429168	18655347.516681504	212611207.6836244	104721534.89626648	30317000.383536737	34973018.27592868	34630038.228306934	89625270.75788033	53362674.310848534	551174991.4282583	21543138.140448753	505731333.00255775	20187314.27791597	104304026.03846283	120034681.5506723	120034681.5506723	61592855.05603708	178476508.0453075	120034681.5506723	167226648.08730066	34801528.25211781	38171503.85018624	38171503.85018624	43996356.269577734	38171503.85018624	38171503.85018624	71493972.53436443	1251648312.461554	1920554904.8107567	1920554904.8107567	492742840.44829667	1427812064.36246	1920554904.8107567	668906592.3492026
691.97__7.65_1672	371513973.1519346	25747976.203060355	66574485.33211394	36551556.015418306	42848308.53866625	81761402.62926412	123198938.0825851	52549664.6776425	20348791.117633175	39095955.03457376	31653297.997644726	15295113.933478191	69825153.60866664	33655471.89706089	40344413.30885859	39869043.44993955	80305973.02405164	68177096.56115879	68177096.56115879	43505827.21281095	92848365.90950665	68177096.56115879	31790467.172480263	47698986.60815437	40106728.37939907	40106728.37939907	35103513.956239596	59562075.00487822	40106728.37939907	35761170.723792136	963671676.2886196	1090833544.9785407	1090833544.9785407	348046617.7024876	742786927.2760532	1090833544.9785407	127161868.68992105
