index	V8-arm-healthy-BD3	V8-arm-healthy-BE3	V8-arm-healthy-BD4	V8-arm-healthy-BE4	V8-arm-healthy-BE5	V8-arm-healthy-BD6	V8-arm-healthy-BE7	V8-arm-healthy-BD5	V8-arm-healthy-BD8	V8-arm-healthy-BE8	V8-arm-psoriasis-BE10	V8-arm-psoriasis-BE9	V8-arm-healthy-BD7	V8-arm-healthy-BE6	V8-arm-psoriasis-BD10	V8-arm-psoriasis-BD9	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_Sex_female	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Batch_3	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_Sex_female	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Batch_3	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_Sex_female	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Batch_3	GROUP_SUM_DESCRIPTION_2_psoriasis
921.01__3.16_6119	50343742.77089966	43161257.26113195	18310385.282755658	30163871.418929726	36914897.668216504	26034004.565877423	176012876.56265187	63780577.85988802	64765668.05179011	24803922.272523068	31635565.4349149	41357022.74674349	80039482.940922	33891336.61126916	60284071.0751058	40137388.897019014	54018501.93890459	51352254.463789895	51352254.463789895	52242593.74704758	50461915.18053222	51352254.463789895	43353512.0384458	40038077.46467423	40747205.82188125	40747205.82188125	35403117.13974284	55313906.923002735	40747205.82188125	40747205.82188125	648222023.2668551	821636071.4206383	821636071.4206383	417940749.97638065	403695321.44425774	821636071.4206383	173414048.1537832
919.596__8.0_3571	44071567.80043565	22075820.130397514	31665330.6060281	37271015.00595814	34526568.3551025	57114662.26014457	13801184.05247213	20335851.570050467	23166063.90665801	36307690.85828001	55150775.96575022	38221625.665923096	237673488.80732098	22635377.49463576	113927540.12982398	62578399.12818419	48387051.73729032	53157685.108572826	53157685.108572826	32498757.19106492	73816613.02608074	53157685.108572826	67469585.22242036	33095949.480565302	36789352.93211907	36789352.93211907	35417129.606691256	50593115.03029011	36789352.93211907	58864587.54696721	580644620.8474839	850522961.7371652	850522961.7371652	259990057.52851936	590532904.2086459	850522961.7371652	269878340.88968146
918.671__8.11_3974	60374628.34897056	45567290.75065028	38548169.28584877	25231262.2964723	19967734.493547637	301633058.29427797	268130091.70722497	20777515.442890592	34562895.073117115	22506144.94943203	27986829.86357577	31805697.331860356	560175504.6439855	68122165.36746432	267161664.35896462	57429996.40808954	122133038.3878235	115623790.53852326	115623790.53852326	63664652.09502846	167582928.98201808	115623790.53852326	96096046.99062257	42057730.01824953	42057730.01824953	42057730.01824953	29896263.597718064	58902312.378530055	42057730.01824953	44617846.86997495	1465596460.653882	1849980648.616372	1849980648.616372	509317216.7602277	1340663431.8561447	1849980648.616372	384384187.96249026
911.498__7.06_3782	31606058.81861127	44615183.94198204	39332515.11386462	40453578.29125275	42111686.13113068	31439991.26781641	33773460.136005975	46282506.440343395	61161960.65394616	109871503.07349023	26866754.654351875	29238931.520743176	49568966.11705013	45911406.03769725	58353124.76172533	89263265.12603083	48010734.66859925	48740680.75537763	48740680.75537763	46605312.97333175	50876048.53742352	48740680.75537763	50930519.015712805	43363435.03655636	43363435.03655636	43363435.03655636	41282632.211191714	47925736.27869676	43363435.03655636	43796028.14123425	576128816.023191	779850892.086042	779850892.086042	372842503.786654	407008388.2993882	779850892.086042	203722076.06285122
910.651__8.37_1805	107606045.6486735	158301289.70358148	28286205.98774527	38457394.45415638	56579552.859150946	24054620.714084525	84195346.53320095	21177014.967672694	40674288.357894	40972510.708399124	51911517.78215312	11146860.981753737	114450248.38994607	125456288.25776102	43765458.609906755	27886310.012525305	70017567.21518885	60932559.62303781	60932559.62303781	70877595.16001959	50987524.08605601	60932559.62303781	33677536.84658473	48776031.78377503	42368984.65915294	42368984.65915294	54245535.32065204	34480247.17281964	42368984.65915294	35825884.31121603	840210806.5822661	974920953.9686049	974920953.9686049	567020761.2801567	407900192.6884481	974920953.9686049	134710147.38633892
909.648__8.42_423	7616879.347398423	6766352.1530733695	44577716.68213009	48430247.683031596	49686597.52097723	29863015.067084905	86223003.46266988	26617892.83824265	64119226.81748491	36096713.2964679	33837435.609253205	28358008.195690613	120369231.68108405	108384089.42450437	45586510.283321515	35165054.743120454	52395913.83117911	48231123.42534595	48231123.42534595	49722805.91820852	46739440.932483375	48231123.42534595	35736752.20784645	46503982.18258084	40337214.989299	40337214.989299	42263480.489749745	39871385.71262527	40337214.989299	34501245.17618683	628750965.9741493	771697974.8055352	771697974.8055352	397782447.34566814	373915527.459867	771697974.8055352	142947008.8313858
909.647__8.12_1748	14421422.253078436	24015134.06317825	24269575.159943137	25249581.84598133	27046934.24520182	152607763.06167206	133302537.2156414	39779900.096469805	37492794.259049825	23728720.29020947	27401645.8517895	13622558.792678254	249835769.83251274	111296079.47069685	99723649.195622	41118347.605690144	71920517.64946958	65307025.82746343	65307025.82746343	48207898.97192211	82406152.68300477	65307025.82746343	45466550.36144497	32269864.252125822	32447220.05541966	32447220.05541966	26148258.045591574	40449123.85107997	32447220.05541966	34259996.72873982	863046211.793635	1044912413.2394149	1044912413.2394149	385663191.77537686	659249221.4640381	1044912413.2394149	181866201.4457799
906.633__10.01_4702	53701611.11585256	666700860.789542	36133259.496732935	29182300.356628377	31669718.450130947	55674258.385353535	28733845.95973846	155058113.62119818	61195909.85495086	115529749.7376269	42971450.94660632	26555494.86909167	65748916.14953701	50787701.681348	62434410.17697244	42313082.54277524	112509687.13322	95274417.75838034	95274417.75838034	124016390.34883909	66532445.16792159	95274417.75838034	43568609.63386142	54687934.75060305	52244656.39860028	52244656.39860028	37320584.69836864	58435084.1201522	52244656.39860028	42642266.74469078	1350116245.59864	1524390684.1340854	1524390684.1340854	992131122.7907127	532259561.3433727	1524390684.1340854	174274438.5354457
905.398__4.79_2102	26610728.197833315	182736557.77118444	67411225.87224348	19867383.47633745	20721174.587324634	13843246.527106628	105899948.2973779	26463705.782073915	96046935.87663566	34188526.99351122	47824448.79932579	74967168.94144835	15376961.97634505	109783853.07573016	37380868.64990495	25044611.024738215	59912520.702808656	56510459.115570076	56510459.115570076	74498632.74278	38522285.48836015	56510459.115570076	46304274.35385432	30399627.59567227	35784697.82170808	35784697.82170808	61395808.87038706	26537216.989953615	35784697.82170808	42602658.724615365	718950248.4337039	904167345.8491212	904167345.8491212	595989061.94224	308178283.9068812	904167345.8491212	185217097.41541728
904.692__8.41_246	4831445.91261599	4972962.581264858	38113895.34302314	51022088.197587974	54822202.936017364	44012670.20886508	103003298.10746422	22281369.217323262	59853130.7447608	40065360.87381491	31586586.441232447	27141707.37608385	106493081.04898082	113560533.64854151	24400411.129575346	30403320.602396548	53586003.23502167	47285254.023096755	47285254.023096755	53271842.52025089	41298665.52594262	47285254.023096755	28383006.387322046	47517379.20322652	39089628.10841903	39089628.10841903	45543724.53570144	34258607.97270985	39089628.10841903	28772513.9892402	643032038.82026	756564064.3695481	756564064.3695481	426174740.1620071	330389324.207541	756564064.3695481	113532025.54928818
904.692__8.11_1911	10702823.48564692	21029967.487967458	25868222.38483843	27462604.990890287	29746692.52939096	173304424.3085417	149250425.35724205	44816282.72861849	42621909.090054825	27542633.5987649	30940753.513259836	14037019.671410907	276547735.4171732	129821569.49467835	117893580.66824149	48005108.40614356	79892940.90615062	73099484.57080397	73099484.57080397	53728958.330450594	92470010.81115732	73099484.57080397	52719115.56476395	36184300.80972289	36781331.301657334	36781331.301657334	28644663.06407793	46410695.567381024	36781331.301657334	39472930.9597017	958715290.8738075	1169591753.1328635	1169591753.1328635	429831666.64360476	739760086.4892585	1169591753.1328635	210876462.2590558
901.563__8.23_5004	33357185.39205997	22723185.54519622	30765386.55278005	35002403.3708723	297516202.33862835	33451166.995674606	35720400.31844479	53289025.660370044	32642319.04729206	34142195.38807256	29030941.856931638	69599516.18040016	95141446.5826809	70033531.156753	84504225.39090228	30644881.030331235	64482037.36240208	61722750.80046188	61722750.80046188	74221047.01941237	49224454.58151139	61722750.80046188	53444891.11464133	34572299.37947243	34572299.37947243	34572299.37947243	35361401.84465854	33404176.19386729	34572299.37947243	50122198.6053657	773784448.348825	987564012.8073901	987564012.8073901	593768376.155299	393795636.65209115	987564012.8073901	213779564.45856532
