index	V18-leg-psoriasis-GD6	V18-leg-healthy-GC2	V18-leg-healthy-GD9	V18-leg-healthy-GC5	V18-leg-psoriasis-GD7	V18-leg-psoriasis-GC12	V18-leg-healthy-GD12	V18-leg-healthy-GC3	V18-leg-psoriasis-GC9	V18-leg-psoriasis-GC8	V18-leg-healthy-GD8	V18-leg-healthy-GD4	V18-leg-healthy-GC10	V18-leg-healthy-GE1	V18-leg-healthy-GC1	V18-leg-psoriasis-GD5	V18-leg-psoriasis-GC7	V18-leg-healthy-GC6	V18-leg-healthy-GC4	V18-leg-healthy-GC11	V18-leg-psoriasis-GD1	V18-leg-psoriasis-GD2	V18-leg-psoriasis-GD10	V18-leg-psoriasis-GD11	V18-leg-healthy-GD3	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_leg	GROUP_MEAN_Sex_male	GROUP_MEAN_Batch_4	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_leg	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Batch_4	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_leg	GROUP_SUM_Sex_male	GROUP_SUM_Batch_4	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_2_psoriasis
580.515_C28H65N7O5_9.13_513	1082509.934065934	1168468.285714286	1429449.1472527473	1793117.8175824177	1887791.7142857143	1060097.5824175824	1219112.21978022	1995314.4725274728	2314890.0	2078160.3670329673	1943041.153846154	928749.2307692309	2338865.230769231	1049470.0043956044	1079779.8835164837	1292098.6747252748	1638296.3516483519	2538012.608791209	2960970.9274725276	2263763.9010989014	3972871.9780219784	5845347.476923077	4092894.443956044	3687064.6153846155	1177230.3846153847	1706096.0905808476	2113494.7362637366	2113494.7362637366	2113494.7362637366	2113494.7362637366	2632002.1034965036	1611283.4824175825	1887791.7142857143	1887791.7142857143	1887791.7142857143	1887791.7142857143	2078160.3670329673	23885345.268131867	52837368.40659341	52837368.40659341	52837368.40659341	52837368.40659341	28952023.138461538
580.441__7.54_4894	438571.8835886366	1632928.695383777	572067.0659923949	4779535.597944308	1724730.184501845	1071012.77768501	824075.6410005061	2426027.0205638446	4992957.861502922	2124554.0	2609741.206490658	2405509.6611698237	5700308.623668147	1768739.019711632	1580780.5601026115	765043.6577592435	2718614.454735403	1336954.4815415961	1688494.8587775726	1468055.4818444129	1116120.8227960358	2186962.653121823	3449946.5579984686	2391277.8339786213	4570787.733681428	2383143.260562337	2253751.9334216285	2253751.9334216285	2253751.9334216285	2253751.9334216285	2089072.062515273	1728616.9392446023	1768739.019711632	1768739.019711632	1768739.019711632	1768739.019711632	2124554.0	33364005.647872716	56343798.33554072	56343798.33554072	56343798.33554072	56343798.33554072	22979792.687668003
579.925__8.75_124	820465.5434753184	7354721.9580305405	1658299.0000000002	6736182.954519691	968348.8338077916	1025867.7704009983	1677076.8284463433	8945120.554832706	2148819.789816421	6156486.769470412	5648114.06579671	2227820.646326298	2108928.302937693	2553209.4793367456	2383963.5156634664	1298065.6160716552	1765919.0347172287	1837744.05316188	4157146.0697517027	1846564.792523582	4637338.001746966	2173966.7883147923	2829349.476515376	2241481.393767184	1165810.641681824	3592907.3473577993	3054672.475244533	3054672.475244533	3054672.475244533	3054672.475244533	2369646.274373104	2305892.080994882	2173966.7883147923	2173966.7883147923	2173966.7883147923	2173966.7883147923	2148819.789816421	50300702.86300919	76366811.88111332	76366811.88111332	76366811.88111332	76366811.88111332	26066109.018104143
579.906__7.76_5661	2562613.174669033	2769081.5645625475	913024.5144858019	3581082.9441673057	1512589.9999999998	1045252.7989735225	3.6276621258633917	1227597.235730046	3.6276621258633917	2206035.7536694165	1656967.324947237	1450535.2116749806	2809257.922606485	3590311.7166155023	3.6276621258633917	2958935.2619196083	3702391.9656561776	2407860.736041826	1578740.4188651189	3237086.2554201838	2246063.377566193	1863130.9912221795	1365520.949755372	8771868.403443975	1817563.9272592093	1931365.5019786067	2210940.933289524	2210940.933289524	2210940.933289524	2210940.933289524	2566764.2095034183	1737265.6261032233	1863130.9912221795	1863130.9912221795	1863130.9912221795	1863130.9912221795	2206035.7536694165	27039117.027700495	55273523.3322381	55273523.3322381	55273523.3322381	55273523.3322381	28234406.3045376
579.825__3.47_4336	1272558.994723618	1985960.6234924623	6.260929648241206	1538053.7164572864	1231743.9943467337	2730704.466080402	885602.2378140703	1468814.0954773868	6.260929648241206	3199767.0543969846	1739912.3492462311	1241223.0418341707	3554392.370603015	1163030.2914572863	5846456.1055276375	3046192.7110552764	2093154.0	6.260929648241206	2315410.7415829147	2741341.785552764	6134834.525125628	2937246.274246231	2428865.047738693	6592758.91959799	2604227.4262562813	1934602.6647972001	2350090.7822160805	2350090.7822160805	2350090.7822160805	2350090.7822160805	2878893.8407492004	1638983.0328517589	2093154.0	2093154.0	2093154.0	2093154.0	2730704.466080402	27084437.307160802	58752269.55540201	58752269.55540201	58752269.55540201	58752269.55540201	31667832.248241205
579.484_C32H66O8_8.55_3922	541105.6936003669	4575810.313035404	2550760.449298074	2004193.6714009899	1934040.7793454789	1098693.0501510343	1203809.8233024874	1313909.111280074	1565070.4579405065	1221361.8641672763	813998.1384743478	1827979.0	5005452.458646267	1393621.2600001178	2833468.2866095765	999839.470690657	2276871.77107547	1357127.3046813237	4651788.27180188	4294330.579351231	2114628.632049493	5620662.275621246	6700308.260843048	3090526.1483808067	2482992.3160973876	2593517.2131413682	2538893.9755137814	2538893.9755137814	2538893.9755137814	2538893.9755137814	2469373.4912604894	2243592.9937491887	2004193.6714009899	2004193.6714009899	2004193.6714009899	2004193.6714009899	1934040.7793454789	36309240.98397916	63472349.38784454	63472349.38784454	63472349.38784454	63472349.38784454	27163108.403865382
579.426__7.81_1352	422790.2428908964	3420026.81243343	726581.0385411271	1157355.384515736	4349380.272533191	1468356.9567608465	1349521.8140149752	3668902.253708918	1916882.3495918126	3616325.49997675	2334907.7621336696	1996889.738729917	2832188.459988709	686961.2003480385	1600392.8703001544	842225.5249185021	3731792.5374997472	2591356.2714150595	5507310.722780708	1423261.6712787324	1403961.3699568755	2502849.0	3396611.231198621	4993945.436407764	3058886.0805568397	2311038.7200532868	2439986.5000992403	2439986.5000992403	2439986.5000992403	2439986.5000992403	2604101.856521364	2165898.7504317933	2334907.7621336696	2334907.7621336696	2334907.7621336696	2334907.7621336696	2502849.0	32354542.080746014	60999662.50248101	60999662.50248101	60999662.50248101	60999662.50248101	28645120.421735004
579.422_C26H50N12O3_8.95_2566	988317.6638845328	802825.733461114	1552247.5460300867	1161806.0970610443	1205153.435447523	1602596.5116454668	1300420.1515943545	740801.8847069757	1833788.9216820586	1840914.3984492072	2189379.110588372	3232621.5676947203	1578701.8073996631	1559049.3626706162	3265811.592617762	2638853.8547946797	1217977.642301214	2900077.300865424	1518608.3601150026	2157029.6111982344	2688697.514294012	2364789.688598478	3562482.427861997	4877054.453360051	3127399.0	1934769.9375716692	2076296.2255329036	2076296.2255329036	2076296.2255329036	2076296.2255329036	2256420.5920290197	1568875.5850351397	1833788.9216820586	1833788.9216820586	1833788.9216820586	1833788.9216820586	1840914.3984492072	27086779.12600337	51907405.63832259	51907405.63832259	51907405.63832259	51907405.63832259	24820626.51231922
579.409__6.43_4895	974474.0	1046660.7561713443	1313849.3178524906	3918562.7504225476	1118688.053151611	3119095.2126301285	5187931.346553413	2238345.4503331934	4839838.226872934	2275910.6787154563	924105.877092013	1436326.565483534	1641716.2980331364	1814056.0150846709	1026988.5275457804	879270.568484966	1665876.463628632	4329734.569057693	2224453.6173841897	2098881.6025578915	3106810.5604754062	5217586.55979933	2984475.986857432	2575977.2078200863	2920639.8567451476	2294446.6107369317	2435210.2427501213	2435210.2427501213	2435210.2427501213	2435210.2427501213	2614363.956221453	1956468.8088212812	2224453.6173841897	2224453.6173841897	2224453.6173841897	2224453.6173841897	2575977.2078200863	32122252.55031704	60880256.06875303	60880256.06875303	60880256.06875303	60880256.06875303	28758003.51843598
579.395__8.03_1754	1067810.959517553	1731025.2126215633	2343670.80825723	1431470.6818218	572851.1272627552	1002557.55867667	998665.98306628	1164867.8611100127	1376331.9614079217	3082818.7068973044	2793071.402123725	1411727.1748357548	2284674.673833053	2250959.0724097043	1847800.0000000002	2346731.1182654006	2714006.2765793004	1237294.249036713	904119.9590805238	1261132.403367024	3078201.1972849765	1400098.9457380425	7643145.596405989	3552531.2188180294	2967693.1656566043	1759155.1890871425	2098610.292562957	2098610.292562957	2098610.292562957	2098610.292562957	2530644.0606230856	1581247.9472216817	1731025.2126215633	1731025.2126215633	1731025.2126215633	1731025.2126215633	2346731.1182654006	24628172.647219993	52465257.31407393	52465257.31407393	52465257.31407393	52465257.31407393	27837084.666853942
579.387_C29H50N6O6_7.52_3608	1156499.8458936564	1537739.0	2499543.1539909565	1491345.403558255	856741.7183838309	738654.035286791	2263417.0194421015	1595108.5080677243	2707535.416484109	2028644.755136913	3922331.295367229	628400.6808934377	2200936.7541517485	2931069.9629607415	1605377.1494596177	2010325.6416472446	964007.7734122297	1507102.2752890405	1637603.2876387925	1038983.4512002133	840869.6372825297	2788174.197611029	3302585.8671352966	4218201.587042487	3154330.0750432704	2000949.1440759376	1985021.1396951696	1985021.1396951696	1985021.1396951696	1985021.1396951696	1964749.134119647	1621490.218549205	1637603.2876387925	1637603.2876387925	1637603.2876387925	1637603.2876387925	2010325.6416472446	28013288.017063126	49625528.49237924	49625528.49237924	49625528.49237924	49625528.49237924	21612240.47531612
579.331_C30H46N2O9_7.65_226	1210876.0727347124	2449778.1890666066	2538695.333406076	1310879.4684971175	6123796.52136371	3995547.744785366	1659152.1641740152	2189170.1617147624	1454948.8208910595	1765320.5973130774	2289454.7697083834	1394810.5036600272	2061794.0	2218113.3898199103	1302228.9476307135	1269673.2239399455	1559646.2977437614	2010124.497270586	849704.3883290405	1674205.6712281052	2771841.9047941794	2550475.962723014	2560294.595934469	2895653.160685527	3579745.176538476	1966275.4757888445	2227437.2625581054	2227437.2625581054	2227437.2625581054	2227437.2625581054	2559824.991173529	2035959.248635293	2061794.0	2061794.0	2061794.0	2061794.0	2550475.962723014	27527856.661043823	55685931.56395264	55685931.56395264	55685931.56395264	55685931.56395264	28158074.90290882
579.15_C26H22N6O10_2.23_1908	1879900.9561196875	2417378.3590090307	4161789.6447971608	1621087.7436973362	6217455.955026838	884080.2554441242	1248183.353133401	2749597.703335247	1481721.5349255663	1031807.3823237445	1733864.0	3507957.16531715	2175311.7926483974	988607.2379460157	1040835.0650433114	9651169.656137036	1257021.8607770854	2242993.052583757	3898805.2770131407	1339542.5098615782	1990025.6601292458	1453701.91507971	7461558.088490383	3228598.2991616717	5169736.157713709	2449692.0758642307	2833309.225028573	2833309.225028573	2833309.225028573	2833309.225028573	3321549.2330559166	2209152.422616077	1990025.6601292458	1990025.6601292458	1990025.6601292458	1990025.6601292458	1879900.9561196875	34295689.06209923	70832730.62571433	70832730.62571433	70832730.62571433	70832730.62571433	36537041.56361508
579.153_C21H18N14O7_2.59_4430	1173791.3828431903	1775071.1418829767	1648546.4555955837	1176754.0476055217	7970444.940828054	1208919.7968506655	1694956.2233560104	1830405.3394693658	1671525.894578433	2124554.0	1273169.315378275	2341552.683987185	2814210.4360277355	725930.2922915155	881191.232718694	7086814.804219693	1163259.2348602673	1647020.7174013008	7874241.4546255525	1270939.9158376735	1971615.8251820286	2101861.4908865234	3252145.1194318295	3717128.6360772555	5782376.96474336	2338311.872922911	2647137.0938671473	2647137.0938671473	2647137.0938671473	2647137.0938671473	3040187.3750689034	1671751.339475797	1775071.1418829767	1775071.1418829767	1775071.1418829767	1775071.1418829767	2101861.4908865234	32736366.22092075	66178427.34667869	66178427.34667869	66178427.34667869	66178427.34667869	33442061.12575794
578.882__7.95_4611	6.5608178738576175	6.5608178738576175	6.5608178738576175	6.5608178738576175	1512590.0	1413587.2582834885	1838859.4728669391	2050583.6264741984	1960569.205244872	2091227.8932027463	2626223.225908592	2280901.13793597	5862412.2503676005	1936090.7937575092	2213160.6933883904	1459512.9834004918	2905097.350454784	3977299.011489965	2892133.1743360413	6.5608178738576175	2669393.407518575	6.5608178738576175	6.5608178738576175	6.5608178738576175	3419918.168198517	2078400.5569996587	1724384.4855748669	1724384.4855748669	1724384.4855748669	1724384.4855748669	1273818.5764887682	2131872.1599312946	1936090.7937575092	1936090.7937575092	1936090.7937575092	1936090.7937575092	1459512.9834004918	29097607.79799522	43109612.13937167	43109612.13937167	43109612.13937167	43109612.13937167	14012004.34137645
578.659_C40H83N_9.11_4310	1429951.9770674158	1509787.4194606743	2110391.4859550563	1905633.1910471912	2833162.059101124	1283894.401058427	1873062.3023033708	1862562.7195528091	2566231.939103371	6890531.924047192	1272026.9149213484	1827979.0	1141558.5081370787	4700370.7207865175	1682147.3539797754	2118171.6932044947	1417008.2426202248	1199376.0461707865	4607529.926676405	1861741.1559573035	1824195.6996426967	2175290.9021820226	2103777.899011236	3575789.824350562	1251442.639035955	2057543.527427448	2280944.637814922	2280944.637814922	2280944.637814922	2280944.637814922	2565273.323762615	1844860.0779786517	1862562.7195528091	1862562.7195528091	1862562.7195528091	1862562.7195528091	2118171.6932044947	28805609.38398427	57023615.94537304	57023615.94537304	57023615.94537304	57023615.94537304	28218006.56138877
578.435__7.59_3838	908416.3855318124	1535210.6473443757	1853772.6084877683	2666199.3927349616	1479235.2675179217	3056392.0279702246	1577435.6365460984	1903329.3401554092	2878606.2691747323	1414619.2267853152	1318296.7733887464	2269556.623330296	2207369.5034146192	1150429.1079290516	1548571.960838247	1768690.66087177	2093154.0	1855223.213975657	1401284.9013005209	4121685.212265124	1688941.0940492358	2579176.557466176	3892748.180265691	2368197.7965067304	2886027.971670907	2021028.0638129842	2096902.8143808555	2096902.8143808555	2096902.8143808555	2096902.8143808555	2193470.6787399645	1854497.9112317127	1855223.213975657	1855223.213975657	1855223.213975657	1855223.213975657	2093154.0	28294392.89338178	52422570.35952139	52422570.35952139	52422570.35952139	52422570.35952139	24128177.466139607
578.417__7.09_3292	921694.0271471675	1669030.7094945265	798644.13685746	3046437.076168976	2005940.7559615283	2172401.624224943	1767552.0222207373	2570149.8973798025	4195533.913183117	1280720.4936685388	2757308.1770782107	1689170.2603980931	811694.9304166144	1046481.9279939398	691267.7703436713	1529447.718779068	2093153.9999999998	4030652.340226982	1546018.5337196197	1643974.1287238202	2734835.0405713515	1984237.6241318497	2849378.7363353875	4641596.051235774	5785279.2839379	2132404.3710685964	2250504.047207963	2250504.047207963	2250504.047207963	2250504.047207963	2400812.725930793	1679100.4849463098	1984237.6241318497	1984237.6241318497	1984237.6241318497	1984237.6241318497	2093153.9999999998	29853661.194960352	56262601.18019908	56262601.18019908	56262601.18019908	56262601.18019908	26408939.985238723
578.408__8.81_3786	2949415.186442647	1130583.2867647058	4227711.923757353	2124212.3243161766	969206.2432499999	3276812.3485235292	1492809.0	2316652.966875	3168443.196352941	1677541.918442647	3132800.1861705882	2390687.5120455883	1491709.1510161764	1025439.0410955882	1902738.742014706	908855.0488102941	2362280.2348985295	1925021.1116470587	1432964.9215588234	3533312.0596411764	1545496.3764705881	1691954.1112147057	2317212.77025	11017182.880345589	1573618.2636617646	2121447.177897479	2463386.4322226467	2463386.4322226467	2463386.4322226467	2463386.4322226467	2898581.846818316	1913879.9268308822	1925021.1116470587	1925021.1116470587	1925021.1116470587	1925021.1116470587	2317212.77025	29700260.490564704	61584660.80556617	61584660.80556617	61584660.80556617	61584660.80556617	31884400.315001473
578.353_C28H51NO11_5.1_606	832229.4578705556	4128233.7312964117	3512784.6163600027	3672368.9216736574	3945770.5096619735	2856702.345528847	1180604.7157740481	949680.9668002985	3849977.318303894	1053111.046019919	2289424.690739965	2530515.0832305164	3502754.987350289	477611.6853514379	1329161.859630043	4136467.1335363723	1133306.3053820515	5758631.174757138	1249959.9554442996	1751651.104962165	1436939.643086777	4828561.662465296	2074458.1191161138	3444594.0	2548052.104683486	2491531.1141466973	2578942.1255610227	2578942.1255610227	2578942.1255610227	2578942.1255610227	2690192.503724709	2409969.8869852405	2530515.0832305164	2530515.0832305164	2530515.0832305164	2530515.0832305164	2856702.345528847	34881435.59805376	64473553.13902556	64473553.13902556	64473553.13902556	64473553.13902556	29592117.5409718
578.338_C24H51NO14_3.02_3914	4.786923261637679	1376695.1954306886	12100092.618448768	4548103.660114576	3017867.901066859	1423506.5180062433	1221024.4509622313	1035909.3415114405	938615.1262186546	4034821.026462214	986963.0511611952	2181400.9303282904	1555745.2731089843	27179886.998799354	438041218.54284245	1412041.836794621	2093154.0	2126585.8720592777	3195079.800212686	4120176.6551404754	2154689.8985283524	1763861.5488319441	2543866.759699496	4636877.152001646	2905633.6982745016	35898179.72059964	21063752.90571713	21063752.90571713	21063752.90571713	21063752.90571713	2183573.32313939	2543517.314301396	2154689.8985283524	2154689.8985283524	2154689.8985283524	2154689.8985283524	2093154.0	502574516.0883949	526593822.64292824	526593822.64292824	526593822.64292824	526593822.64292824	24019306.55453329
577.447_C26H56N8O6_8.77_492	1904961.7966024824	1295797.857317227	1967236.366428835	989955.7625671468	1476734.8239922621	2099505.1581327654	2746812.8257438936	1291349.8497287517	2325126.678471476	1881188.1753181918	3464954.7986375685	1439885.7110016115	1046507.4181713845	3786496.1059922227	1134979.779576716	1661257.542561524	1658633.8216633096	2592802.8726064023	1096333.4793604808	2835803.7723596236	2129370.0	3733511.7253744774	1956580.1178417676	2971031.3328886763	3195248.60823961	2063154.657695105	2107282.6552231363	2107282.6552231363	2107282.6552231363	2107282.6552231363	2163445.5611679032	1703561.0387152233	1956580.1178417676	1956580.1178417676	1956580.1178417676	1956580.1178417676	1956580.1178417676	28884165.20773147	52682066.380578406	52682066.380578406	52682066.380578406	52682066.380578406	23797901.172846936
577.429__8.28_5367	1760803.7381948133	2648879.040329123	1177349.5256983528	2223786.564931976	3080563.942964232	3395596.8509833883	2626170.5979703427	1357722.7858422764	4827679.170708174	1784464.83216512	1733864.0000000002	2600270.38228196	829255.8976648302	1332115.3933951415	1626632.129054994	1344790.7354312951	1339178.2899740424	3954260.6478757956	1609716.7064855697	3968159.014982895	2416420.334186952	1884302.9162686148	2407357.454870328	2096067.8039517915	6235095.036667701	2423091.265941497	2410420.151715188	2410420.151715188	2410420.151715188	2410420.151715188	2394293.279063523	1978825.2824659883	2096067.8039517915	2096067.8039517915	2096067.8039517915	2096067.8039517915	2096067.8039517915	33923277.72318096	60260503.7928797	60260503.7928797	60260503.7928797	60260503.7928797	26337226.06969875
577.427__7.86_5103	1897490.3640085529	1476583.9872165646	1052824.9991029268	1472585.9136053592	2872701.615249437	1592833.157812937	2988593.1575827706	846274.6920892999	3647186.640925061	2937810.996079117	1868459.3638324756	1827979.0	1147964.6355495278	1218876.0090230936	1773498.5415173941	1794493.4242534267	2164702.839216192	1928021.2991937276	1734674.8380210532	4615202.2011440415	2604000.775358858	2030576.4628592175	1553111.1762676695	2626479.8153865007	3334451.243376102	1948999.2772324525	2120295.0859468523	2120295.0859468523	2120295.0859468523	2120295.0859468523	2338307.9334015427	1754086.6897692238	1868459.3638324756	1868459.3638324756	1868459.3638324756	1868459.3638324756	2164702.839216192	27285989.881254334	53007377.14867131	53007377.14867131	53007377.14867131	53007377.14867131	25721387.26741697
577.411_C27H56N6O5S_7.07_1791	644264.3025533633	1309983.0938200534	2761162.5493329773	2427816.915986767	1611787.9741265383	2814912.826876102	1396918.9285180268	2121500.496736772	4885484.425391312	1884457.9442332212	3946385.316741942	2954701.166879181	1368318.9465016513	515124.501762753	1045870.6406626952	881854.4561025412	4174240.711142609	2522746.6587625	2731768.178954431	1817135.0312729639	1561255.9365896871	2329098.6544057205	4487523.869639345	3444594.0	2101433.3529380667	2072918.9842050557	2309613.635197249	2309613.635197249	2309613.635197249	2309613.635197249	2610861.372823676	2111466.9248374193	2121500.496736772	2121500.496736772	2121500.496736772	2121500.496736772	2329098.6544057205	29020865.77887078	57740340.87993122	57740340.87993122	57740340.87993122	57740340.87993122	28719475.10106044
577.409_C30H52N6O5_7.8_2091	1356679.3031668556	2377610.4946814817	2659332.5890907245	2766137.735912239	1684075.0019322787	1203159.8729492729	1200889.0085011218	1234360.9723118471	2085237.499975111	2609094.129637356	3800845.0768160024	2558245.395438374	1047908.547243086	901689.9301664474	2713997.1464359635	1322146.746087701	1610161.7367159224	4064160.0001086057	1527613.40504637	1577803.684914559	2129370.0	7219202.705199414	2633729.9575260677	1572128.1297803537	3258615.965338447	2263514.996571805	2284567.801399024	2284567.801399024	2284567.801399024	2284567.801399024	2311362.2802700303	2467927.945059928	2085237.499975111	2085237.499975111	2085237.499975111	2085237.499975111	1684075.0019322787	31689209.95200527	57114195.0349756	57114195.0349756	57114195.0349756	57114195.0349756	25424985.082970332
577.353_C25H48N6O9_5.03_3408	1314653.9451815216	701321.2321255779	4708962.783499982	3393872.3384582303	723374.2132530552	3294157.8979464574	842626.8916030534	2062421.741174784	4196911.786044511	2185442.5246174247	2228749.955632011	4434277.202164642	2649656.116130882	2149526.9495036374	1025556.9944450418	1598380.0	1742286.3279360642	1966019.4295237071	781919.0409633373	1493826.253951188	969442.1305235996	4217951.995842741	2190221.109701466	1783054.9566139842	2418575.8397304947	2204093.769207612	2202927.586262696	2202927.586262696	2202927.586262696	2202927.586262696	2201443.3534237114	2105974.3453392107	2062421.741174784	2062421.741174784	2062421.741174784	2062421.741174784	1783054.9566139842	30857312.768906567	55073189.656567395	55073189.656567395	55073189.656567395	55073189.656567395	24215876.887660824
577.349__3.58_5039	1394956.448204125	692610.700278568	1181646.2762565196	1960926.4622451398	2354887.950035562	3211000.493895211	1586271.7414414412	2932831.970602181	1648050.6736605025	2296464.053461356	901296.6395270269	2109994.1666725934	957903.508683025	1132511.6771574204	5385597.811433143	1503913.4425082977	1432181.6915659078	2077940.9863738737	1570942.6992709814	2060145.0062292553	3711227.4615931716	1796611.3798008533	1614840.584518729	3444593.9999999995	3392873.369369369	1995963.7868243244	2094088.8477913702	2094088.8477913702	2094088.8477913702	2094088.8477913702	2218975.289022156	1773599.1018432905	1796611.3798008533	1796611.3798008533	1796611.3798008533	1796611.3798008533	1796611.3798008533	27943493.01554054	52352221.194784254	52352221.194784254	52352221.194784254	52352221.194784254	24408728.179243717
577.346_C21H44N12O7_5.33_1318	2287886.2203327357	1433086.336177083	5804449.897864198	5813205.875441445	1023979.7862769966	3479668.6866481807	857468.1761030426	1616603.908898863	4531333.670320196	4698091.6030340865	1407410.5482704118	1344326.4964046306	1164346.0182834154	1359590.0	2238524.639423313	1051880.9709237828	867813.7227803714	7736043.304999961	828153.3670275572	3416396.5559957484	1725021.0154051564	2867036.6213612338	2517603.223525149	4329657.394100149	5780946.116590464	2914325.0886771525	2807220.966247527	2807220.966247527	2807220.966247527	2807220.966247527	2670906.6286098217	1524845.1225379729	2238524.639423313	2238524.639423313	2238524.639423313	2238524.639423313	2517603.223525149	40800551.241480134	70180524.15618818	70180524.15618818	70180524.15618818	70180524.15618818	29379972.914708037
577.134_C30H24O12_6.17_1737	495565.65982251044	2904411.3225401947	2352622.205377142	2278641.9547365564	1000116.3025832301	1518941.632528689	556399.297415988	3053924.658705233	3357249.4065051503	2856651.5084945797	949715.1663788621	2750537.023946781	2875658.328633615	642308.940799561	1847800.0	1219071.7064319071	2862382.0272533447	1836761.0903178821	2850520.7872905405	2147849.896036657	1489414.5628398021	1646353.1968310205	1334330.5465731123	1435365.1209368662	1876462.123533002	2065972.3425508584	1925562.178660489	1925562.178660489	1925562.178660489	1925562.178660489	1746858.3337091105	2213245.9253866067	1847800.0	1847800.0	1847800.0	1847800.0	1489414.5628398021	28923612.795712017	48139054.466512226	48139054.466512226	48139054.466512226	48139054.466512226	19215441.670800216
576.886_C13H21O7PS8_8.28_1494	351056.46137909964	2509106.086414025	1808054.6262502887	3549002.063582751	1298160.553767242	1153977.5833844952	878654.787022828	4407714.882609451	2524217.323452412	4085224.30305719	1241748.958491141	1827979.0	2403818.187047778	1302450.645988022	2754274.2234156877	2069135.307182939	3995790.698709039	959292.976342193	6653895.454486031	1447668.9438224968	1252138.1047729582	1060476.975027403	3242191.5447636885	3235741.4598639607	1830951.915190542	2398186.625047374	2313708.922640946	2313708.922640946	2313708.922640946	2313708.922640946	2206191.846850948	1829465.457595271	1830951.915190542	1830951.915190542	1830951.915190542	1830951.915190542	2069135.307182939	33574612.750663236	57842723.066023655	57842723.066023655	57842723.066023655	57842723.066023655	24268110.315360427
576.495_C31H65N3O6_9.49_1801	1601367.5256197574	928625.7368247983	754563.2239195912	590041.4514022087	2061016.3273523147	4754339.244335034	783760.6230252675	492147.3046055291	2314890.0	5581910.203096594	2087865.557763256	4683977.707682606	3793165.649434303	901138.6853294343	521302.94161639205	2345699.036310066	2687960.2843532716	1451781.3968292756	1740995.2930742807	758226.8986009484	7476656.444780474	2340461.6899650586	5180794.773799088	4758800.19537192	2860731.9688733374	1596308.8884986588	2538088.8065585922	2538088.8065585922	2538088.8065585922	2538088.8065585922	3736717.7931803255	914882.2110771163	2087865.557763256	2087865.557763256	2087865.557763256	2087865.557763256	2687960.2843532716	22348324.438981224	63452220.1639648	63452220.1639648	63452220.1639648	63452220.1639648	41103895.72498358
576.495_C31H65N3O6_9.21_1302	1601367.5256197574	916467.2724029885	754563.2239195912	1612738.2050712234	2061016.3273523147	4754339.244335034	783760.6230252675	632826.7175385351	2314890.0	5581910.203096594	2288959.5356749534	4683977.707682606	3793165.649434303	901138.6853294343	563909.7697112431	2345699.036310066	2687960.2843532716	1451781.3968292756	1740995.2930742807	758226.8986009484	7476656.444780474	2340461.6899650586	5180794.773799088	4758800.19537192	2860731.9688733374	1695945.9247977133	2593885.5468860627	2593885.5468860627	2593885.5468860627	2593885.5468860627	3736717.7931803255	1184124.334616132	2288959.5356749534	2288959.5356749534	2288959.5356749534	2288959.5356749534	2687960.2843532716	23743242.947167985	64847138.672151566	64847138.672151566	64847138.672151566	64847138.672151566	41103895.72498358
576.417__6.95_778	357152.37509004533	3540659.9752320363	3287108.5224928674	3145325.0991947567	1529146.018505922	1589172.577950548	1116282.1011713075	3873598.1421886613	1526882.5303773677	2884088.2892943034	1018770.0232643473	3336991.7362516727	3160455.347740246	1425241.8883147459	1847800.0	2262038.786893869	1631659.18443467	1040144.0618707482	4656392.537767011	800368.9930694138	1836123.9748263478	2312760.9711545566	1166380.4110903256	2615795.588801609	2800910.044917308	2503574.8909625085	2190449.967275787	2190449.967275787	2190449.967275787	2190449.967275787	1791927.3371290513	2973117.5720560323	1847800.0	1847800.0	1847800.0	1847800.0	1631659.18443467	35050048.47347512	54761249.18189468	54761249.18189468	54761249.18189468	54761249.18189468	19711200.708419565
576.396__8.08_3046	974474.0	696236.4990529801	4364336.886268972	4477153.624565763	2860823.0730141564	894872.0592056572	709398.1111005625	2573640.78718043	2472314.008418537	4274910.760450919	391823.74630935	2195085.990337303	1359287.590610997	2135673.1957281036	1610991.5372353734	367783.9980131203	8552688.70780595	516741.50073144236	2729804.97529933	1327878.6173945335	1492178.981846382	1585059.328022399	4848124.266086093	6395370.154913148	2719636.28827484	1986263.525006427	2501051.5475146538	2501051.5475146538	2501051.5475146538	2501051.5475146538	3156236.303434215	1873332.3664817386	2135673.1957281036	2135673.1957281036	2135673.1957281036	2135673.1957281036	2472314.008418537	27807689.35008998	62526288.687866345	62526288.687866345	62526288.687866345	62526288.687866345	34718599.33777636
