#SampleID	V1-Right-elbow-healthy-A12	V1-Left-elbow-psoriasis-RB1	V1-Left-elbow-Healthy-RD3	V1-Left-elbow-Healthy-RC11	V1-Left-elbow-Psoriasis-RD1	V1-Right-hairline-healthy-A7	V1-Left-elbow-Psoriasis-RD6	V1-Right-hairline-psoriasis-A6	V1-Right-elbow-psoriasis-A10	V1-Left-elbow-Healthy-RC6	V1-Left-elbow-Psoriasis-RD2	V1-Left-elbow-healthy-RB4	V1-Left-elbow-Healthy-RC5	V1-Mid-lower-back-psoriasis-RB5	V1-Left-elbow-Healthy-RD5	V1-Left-elbow-Healthy-RC2	V1-Left-elbow-Healthy-RD4	V1-Left-elbow-Psoriasis-RC12	V1-Left-elbow-Healthy-RC1	V1-Right-hairline-healthy-A8	V1-Left-elbow-Psoriasis-RD8	V1-Left-elbow-Healthy-RC4	V1-Mid-lower-back-psoriasis-RB6	V1-Left-elbow-Healthy-RC8	V1-Left-elbow-Healthy-RC10	V1-Left-elbow-Healthy-RC9	V1-Left-elbow-Healthy-RC3	V1-Right-elbow-healthy-A11	V1-Right-elbow-psoriasis-A9	V1-Left-elbow-Healthy-RC7	V1-Left-elbow-Psoriasis-RD7	V1-Left-elbow-healthy-RB3	V1-Mid-lower-back-healthy-RB7	V1-Left-elbow-psoriasis-RB2	V1-Mid-lower-back-healthy-RB8	V1-Right-hairline-psoriasis-A5
998_513.357_7.68_C26H46N6O3	21715732.07597483	39389099.70891027	31527998.022878926	17611303.691989433	34300917.48400041	44653324.10966148	33183345.297943287	45888538.33102605	42449505.144291975	46460321.53101158	30385701.56847941	25373512.27168157	30307322.96752682	18592082.26019648	37186470.85262774	20206861.93969819	22215369.37547197	24739600.66650781	20401489.404508296	246316268.54277453	30754402.07447072	24258409.80991929	39080871.62090056	20257639.927408844	26994535.3130414	19628687.11009746	19360555.780742854	24221025.75616429	40490982.04223148	20818082.131613746	29846373.88299248	20113473.087886207	27637927.872668605	20396486.23549456	28529166.104323644	50465896.47896066
997_298.274_4.96_C18H35NO2_C17_Sphingosine 	35013514.15171455	63886442.86155704	31557538.469274275	23390489.246717226	37958078.58598696	43909286.45131074	14997215.723187486	11260067.59890252	68854044.56024168	15140173.998280955	47760287.2646742	25083673.16744509	21021963.094506606	12353168.343416253	31837471.26159131	15766720.65189824	45889472.71334453	28482689.06520899	29958344.893956564	43632961.14045296	43217357.57403618	13284908.435154805	20893291.27355071	8538130.033073638	33879667.19123088	21379774.33505537	17983869.29893654	25916748.05015963	50924136.32701852	15696511.564003825	49818795.22564618	19583077.989871785	9282240.639876457	59262263.01108371	14697266.22212469	15373596.288769202
990_1199.857_8.98	78623002.57600129	60649056.71899161	12368392.48208448	28784288.073986445	30792326.281902626	23091061.40703201	35215864.51192152	10671807.712782193	34333860.69802529	60311008.68864026	27493922.12550769	129398962.20873882	37406323.47953808	10576860.543941572	46943957.05212853	32903775.129728697	62295493.64223822	31679213.07074237	79584289.82123679	55599433.04436737	9683437.360124996	20952093.18683725	5117953.973391073	29897782.176225703	147898428.75565478	43615608.17046149	17699977.326984186	21872163.21312856	21824370.43986378	26425882.71958653	5602932.684650142	54231350.26797306	14298936.64544839	29612047.58402533	15856268.147117542	15684766.41346438
985_583.441_6.66_C32H66BO3Se_ Decaethylene glycol tridecyl ether 	43004568.86233687	29458212.59787765	15118766.82807286	23450186.9978198	18332581.70731146	23709045.636200286	18387659.721808366	38765074.25138002	47556231.38872495	19489993.247408707	19618034.34249188	80993434.72030318	41769486.1130124	30082238.82142433	41235693.51727289	21340646.71613461	60688790.74502941	21732423.7822374	34164694.43470736	157703792.8259254	13732558.768636787	21365030.248821493	14117373.42674467	21580475.148323428	73641422.54542874	24127200.36906641	20706662.344240654	21315424.363627028	29267429.84634173	20771463.87545371	4873766.989656197	19938989.75252174	43939182.09439388	24401708.26418397	38434376.54158148	18357879.348554585
978_356.264_3.49_C17H33N5O3_Oxadiazoles	12741446.971097184	12356731.587001888	15456946.34004719	21355659.821176305	378837145.93125767	9100631.100171793	500091302.4131343	253341434.0087541	278713228.97632414	12757609.045160418	121164484.66285291	10491319.91155938	111449068.98039064	28777842.38719782	302589268.4644161	156444415.0392281	58542959.48998059	33968886.71234059	19058732.036862604	42711317.2447745	204693279.39326745	75298767.39966758	266415760.72513232	12755113.166344246	13565542.52027602	12218055.668915935	43979830.270653374	7116009.443346992	13704748.30312506	18125690.538205456	322976261.17374647	15848852.060904933	25745910.65882555	14097756.90991502	10741149.948566196	18004274.784958728
975_271.274_4.74_C16H34N2O_N-[3-(3-Aminopropylamino)propyl]dodecanamide_Fatty amides	87492763.09343804	27517140.2981784	6275553.6181783965	35913209.83922604	5681836.8925503185	87916505.244626	9317169.706336964	11036177.6105804	57014159.78264953	8917327.345252583	5835493.096153194	41696255.86061064	23293021.49965828	7657429.335830352	57370769.73450113	20675573.136780325	176789763.0536935	77809599.66742519	37429324.59020744	91905091.32983816	7973199.675831016	14916229.619496087	11128086.11354891	14204592.231375795	35767670.54546966	36778874.046798095	17141898.982078146	26762577.70331605	24322996.76419249	8437808.213398933	8131847.215315195	26594153.233186904	40937887.05507201	133595627.30554134	26866323.36647737	29360101.589055177
972_681.494_8.31	29751350.25008877	70427148.75398748	17243788.14138616	22769871.271143977	53664698.38005486	5074313.68453462	43080097.11454818	2904621.4305965113	29978714.268215124	34460504.78784099	15265126.760098962	27645080.23694732	33604702.998573996	4686413.897302269	31293489.744087834	49009665.0412064	35160010.85038763	30763263.76312048	67045602.97695372	8250159.9950682465	9135736.39348823	33783907.05013114	2769714.4297843957	33412888.255337346	42071106.10435158	42009055.44912064	41787295.65149866	20147340.55782546	26575682.14966536	32061966.940099224	3884549.254682602	50645674.84657236	4551359.511712652	17047601.74724618	7263842.120184759	2544119.090614091
971_307.263_7.21_C20H34O2_Palmitoleic Acid ethyl ester_Lineolic acids and derivatives_Pinolenic Acid ethyl ester	16620390.864130767	116040779.86421736	83168595.51012626	4064818.888028332	61258298.90959834	45378698.90689487	28921981.027717747	75521564.16126996	57450973.21998725	29568890.33473327	103707109.15149952	10717022.739469428	19492972.51505882	20216657.68632717	23545431.58541189	16580243.21355374	8394508.373634089	25726186.63664627	18908768.608928774	284468989.49586505	98538804.17723016	17560985.29574548	23994140.23789187	7664551.473796317	10477033.563993312	8804748.967374109	8796138.231774796	23339363.95427359	50551619.40413308	11368195.242382744	80248452.0048921	25019231.82561026	9095244.7460494	53859483.70751049	22245317.85657493	32460318.22522459
970_235.18_8.69_C14H22N2O_Xylenes_Cuivasil_map00982	38624523.33289271	25323559.04439785	70486794.50775945	36784139.40921754	18874657.94546177	23742641.22413712	29543043.388962384	37495592.1382914	46318109.11019372	46327834.93096113	34311564.66132887	46820408.87449602	21407279.968981974	15590083.195315508	38329962.77574722	26083823.83417655	25384679.112572346	28654870.95804376	32059531.943231825	22594919.527591426	21437887.82134149	30969607.984465957	23060798.40087117	13738397.526943546	22121148.560332824	23726674.07931161	21655436.011478346	38663193.76176697	22113243.992022075	19340698.98505615	13277429.382319765	28418353.46720536	28651290.824789915	16264865.546728926	24664914.320345834	19996848.842729174
968_443.42_6.18_C26H54N2O3_Fatty amides	79678759.38678455	18918731.147087704	17491133.659557566	44666587.01392017	21031626.200768013	67566747.42861591	15422232.262726147	23270584.34713638	20509616.873656213	29968914.3301332	33001555.925790235	26589842.62349367	15630374.759604635	7634560.855156886	55877393.5634366	34289732.72995765	93687612.35364644	14035438.559644975	49471927.09458987	88780728.00157931	38342399.15838014	10237825.689082287	15639077.130245665	19991594.88704432	22341932.744709868	23260812.040127873	13754862.699802075	42821109.5964331	29217835.614085946	7256956.387032688	16944997.59963763	19534642.342972126	24003786.486609086	19724041.016717333	18987977.960435957	25678469.49656672
