#SampleID	V9-arm-healthy-BG3	V9-arm-healthy-BG5	V9-arm-psoriasis-BG9	V9-arm-healthy-BG6	V9-arm-healthy-BG4	V9-arm-healthy-BG8	V9-arm-psoriasis-BG10	V9-arm-healthy-BG7	V9-arm-psoriasis-BG11
2028_188.07_1.1_C11H9NO2_L-Tryptophan_Indolyl carboxylic acids and derivatives_N-Acetyl-L-glutamic acid_Indoles_Indol-acrylate	6119.5	10991.058108725449	1838.925125628141	8790.386386477845	3651.571904979443	7448.513385107355	1944.597624486067	15977.793650068523	1308.3261763362266
2019_623.428_6.77_C34H58N2O8	6119.499999999999	6856.306297229217	2675.9324937027704	6409.289924433249	2851.656171284634	24616.729219143574	5200.804282115869	8980.404785894207	3893.666750629722
2002_435.283_5.31_C24H38N2O5	12824.37306501548	38261.34055727554	1545.1996904024768	7600.5	5757.241486068112	17036.414860681114	1768.7438080495356	42292.978328173376	1396.170278637771
1_651.222_5.54	8273.842670638658	8565.540973499774	7683.400285075929	6884.375659053134	5999.096807445511	6117.999999999999	6817.4482942299255	5544.364892258066	5291.184525013193
19_316.285_4.99_C18H37NO3_Fatty acids and conjugates_PGD2-EA	7846.072053074666	5011.121932229234	3009.807393469481	9758.426186961673	7264.000000000001	8368.405132281141	2863.8180667975153	9895.224902269301	1381.5374134211427
198_584.473_7.3_C28H63N4O8	7454.227956034536	10753.5	4007.458269548711	446.77299308064414	10480.892749984692	11112.531649929582	3148.3174254485325	13492.08346090258	1506.7476807911335
1986_534.234_5.97_C16H35N7O13	6119.5	7042.076646959459	8822.623733108108	7083.4246199324325	6990.391680743243	6282.307643581082	8900.151182432433	4840.297086148649	5535.459881756757
1983_892.655_7.23	5173.006402793947	10283.68742724098	4283.0	11986.416763678697	8845.21769499418	8812.808498253784	2752.2887077997675	10936.857392316648	1530.711292200233
1980_820.598_6.61_C43H89N2O7Se	5216.7115215479325	10788.557607739667	3928.003518029904	7794.127528583994	8811.103781882146	6118.0	2884.1231310466137	8937.553210202288	1904.8126649076519
197_527.176_3.4_C18H36N4O9Se	7427.9516281133865	6473.113884728463	7404.020857602485	5913.452931713541	6017.1529372607765	5325.71320796583	6219.44771731292	5752.0	4554.982859044767
1978_1092.637_3.42	12549.818181818182	7320.727272727273	7843.636363636364	3660.363636363637	8889.454545454546	5752.0	522.9090909090909	5752.0	4706.181818181818
1975_562.413_7.74	35399.013812154684	6956.6270718232045	4794.053867403314	7600.499999999999	17293.587016574584	3107.3867403314916	2057.5939226519336	4031.204419889503	2995.408839779005
1974_231.17_1.9_C11H22N2O3_Amino acids, peptides, and analogues_Valylisoleucine	5794.026198714781	10753.5	6260.471885813148	2870.4349975284226	6170.770792140384	6026.58458971824	4677.74592189817	6390.040132229362	3213.292511122096
1972_367.246_5.69_C7H26N16O2	12774.556338028171	8229.140845070422	7496.704225352113	7259.7394366197195	4760.838028169014	6118.0	3748.352112676057	9586.302816901407	3468.302816901409
1971_625.446_7.33_C34H60N2O8	5047.744270205066	9684.961801367108	5304.468033775633	6327.893848009649	7024.054684358664	6287.419380780057	5225.831926015279	5752.0	4047.4467229593893
1968_331.321_8.18_C20H42O3_Hexadecylmethylglycerol_Glycerol ethers_Glycerol ethers_Hexadecylmethylglycerol_Glycerol ethers_1-O-Palmityl-2-O-methylglycerol	5752.0	5752.0	5752.0	1311456.0	5752.0	5752.0	5752.0	5752.0	5752.0
1957_437.286_4.09_C16H36N8O6	6119.5	6496.9140969163	9646.524596182086	6015.037169603525	5915.067364170338	7885.258810572686	6298.09774229075	5159.115914096918	3177.691905286344
1956_766.535_7.26_C30H67N15O8	6119.5	9750.980129919755	3844.2713030187238	12101.036492166602	7655.805502483759	7340.1262896446315	3112.363202139855	10068.997707298431	961.0678257546808
1951_175.096_2.76_C8H14O4_Suberic acid_Fatty acids and conjugates_Amino acids, peptides, and analogues_Caffeic acid	7431.700228623686	17488.035390946498	4283.0	6119.970278920896	8165.704983996342	4380.527846364883	3867.429538180155	5062.831092821216	2899.592958390489
1947_235.18_1.34_C14H22N2O	11910.933333333332	6473.333333333332	6473.333333333332	258.93333333333334	258.93333333333334	9321.6	3884.0	3625.066666666666	3884.0
1940_265.153_2.29_C14H20N2O3_ DL-Phenylalanine _Amino acids, peptides, and analogues_valylphenylalanine	5184.745762711866	3693.5141242937852	9362.169491525423	2745.446327683616	2671.3785310734465	6118.0	27548.28248587571	8043.762711864408	14739.491525423731
1937_468.245_3.54_C20H43NO6Se	1061.2394366197184	620584.7042253522	4222.281690140845	60200.394366197186	75679.07042253521	6118.0	11514.901408450703	3650.8450704225347	879.830985915493
1934_848.629_7.23_C48H85N3O9	6119.5	9679.47468879668	3024.201037344398	11808.603630705395	8489.854045643153	7315.46867219917	1896.7910788381741	10832.276763485475	1837.1196058091286
192_261.144_1.51_C11H20N2O5_Amino acids, peptides, and analogues_5-L-Glutamyl-L-alanine_Amino acids, peptides, and analogues_gamma-Glu-Ile	5705.330190571715	31801.650752256774	1459.1130391173524	7600.5	3053.922066198596	10387.604112337012	1799.1153460381147	7016.549849548646	7519.692276830492
1920_331.284_5.98_C19H38O4_Monoradylglycerols_Monopalmitin	3407.544025157233	16229.606918238997	4283.0	9252.896226415096	4094.4402515723273	3367.1383647798743	18263.35849056604	4498.496855345912	11003.80817610063
191_408.368_7.39_C20H47N4O4	6119.499999999999	8957.274647341497	3110.7379282281813	13796.384765927762	9544.940164315607	10087.783735079829	2436.9858161525344	10927.543055340257	1667.186676484266
1910_424.132_2.18_C18H21N3O9_Flavans_NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol	9909.37055281883	5805.52162014231	6606.771756978654	6022.756431308156	5366.329501915709	4546.1893814997275	5141.223864258347	5752.0	4428.126984126984
1905_774.592_7.58_C35H79N7O11	6119.5	9766.566016474975	3507.7270749145173	13196.301328877837	8981.417236555797	9538.297443270128	2664.084473111595	11707.800007771215	1540.3373096052226
188_524.362_8.17	610.2096045970721	1844.8586673963607	8548.79381584348	8696.951703379395	1713.4417841017926	6118.0	8629.150636201943	1194.4706526200575	5008.908469010808
1887_658.38_5.81_C33H55NO12_[(3R,4S,6R)-4-(dimethylamino)-2-[[(1R,2R,5R,6S,7R,8R,10R,12S,19R)-5-ethyl-6,7-dihydroxy-2,6,8,10,12-pentamethyl-3,9,15-trioxo-4,13,17-trioxabicyclo[10.5.2]nonadecan-19-yl]oxy]-6-methyloxan-3-yl] acetate	1476.2252415458938	10753.5	7361.6452294686	7058.607789855073	6095.381642512078	5779.356884057971	7435.240036231883	5755.546799516908	5595.36986714976
1867_265.189_4.04_C15H24N2O2_Amino acids, peptides, and analogues	7573.189543657923	4480.735537190083	0.9103485447358964	7600.5	7985.577434423284	12793.128099173557	0.9103485447358964	8447.124146604385	106.5107797340999
1854_279.137_2.88_C19H18O2_Linear diarylheptanoids_4-[(1E,4E,6E)-7-(4-hydroxyphenyl)hepta-1,4,6-trienyl]phenol	7010.01133436373	4290.637557959813	5944.640906749098	5325.2761463163315	3312.7346728490465	6118.0	5268.540443070582	4872.966512107161	6230.683410613086
1849_559.349_6.51_C29H50O10	238.89877773822238	7964.202681855942	7553.9793520825915	6532.85771923579	5470.099442268897	6430.472528776551	6743.77121158182	5752.0	4425.087931648272
1848_576.376_6.6_C29H53NO10_Carbohydrates and carbohydrate conjugates	709.2915011914218	8101.456711675933	6478.424146147736	6308.239872915012	5657.199364575059	6205.4440031771255	5822.8149324861	5752.0	4465.909451945989
183_468.389_6.7_C22H51N4O6	7801.3469509514525	10753.5	4206.716793317842	14277.89439804057	10476.83413929536	10622.708409219367	3651.5841549959173	350.2783395088865	2047.6425296740565
181_515.391_7.67_C25H50N6O5	6119.5	7412.5324267782435	2705.468494966651	12159.397572393224	8279.15949293674	9299.79444053192	2127.210095695762	10009.49824972037	1431.449386884295
1817_676.392_5.42_C33H57NO13	3114.5172413793102	15156.206896551723	7655.827586206896	6440.0	7092.327586206896	6118.0	6242.913793103448	2398.344827586207	5623.896551724139
1811_215.138_2.71_C10H18N2O3_ Triphenylphosphine oxide _Ureas	15059.427603725657	15244.829353655095	3074.2272650296363	5632.836353372848	12053.061924922384	10059.424894157492	818.8847869037538	5752.0	305.2147897262207
1809_487.254_4.7_C24H38O10_Diterpenoids_Kalmitoxin VI	10631.185308056873	10753.5	6517.334502369668	4841.623222748814	5671.324549763033	7671.169763033174	3088.4459715639805	5029.172417061612	3178.143412322275
1794_279.138_3.52_C19H18O2_Benzenesulfonamides_5-Hexenoic acid, 6-[(2R,3S)-3-[[[(4-chloro-2-methylphenyl)sulfonyl]amino]methyl]bicyclo[2.2.2]oct-2-yl]-, (5Z)-_Linear diarylheptanoids_4-[(1E,4E,6E)-7-(4-hydroxyphenyl)hepta-1,4,6-trienyl]phenol	6119.5	8794.257259128904	5937.772657281125	4992.790475142982	4150.114056313242	6138.34579850418	4610.489991201056	4642.797074351078	3888.9651341838976
178_196.206_2.98_C13H25N_Cyclohexylamines	1473.5350877192984	3979.822368421053	428.0065789473685	3370.8179824561407	9203.206140350878	13496.048245614033	3884.0	14760.903508771931	3049.280701754386
1786_385.346_8.0_C27H44O_Cholestane steroids_Cholestan-3-one, (5.alpha.)-_Cholestane steroids_Cholesterone	6920.452104208417	5447.272144288578	3127.8386105544428	11116.782899131596	7264.0	11973.71169004676	2500.912224448897	8249.031396125583	1824.4916499666
1782_641.442_6.92_C25H52N16O4	6624.00585316198	1493.88497264283	7551.942740806719	5324.7385163506815	2269.2416337956483	6118.0	5801.162488866268	1906.474360605675	4343.865631759766
1775_525.233_3.12_C26H36O11	7339.829232995658	8094.934876989871	5599.4182344428355	6246.380607814762	5404.001447178003	6118.0	6126.221418234443	5454.59479015919	4612.848046309698
176_496.42_7.35_C24H55N4O6	6119.5	8217.117487515068	2958.320367659721	11688.645449457552	8590.431225245393	9108.249257361804	2549.17694162218	10829.128110470125	1566.8902294644395
1745_449.324_8.01_C23H40N6O3_Imidazoles	2452.725262154433	9405.114204003814	10431.353288846522	3866.7469971401338	7264.0	7884.452240228789	6347.171020019066	5358.325262154433	6667.0917063870365
1726_173.08_1.14_C8H12O4_2-Hydroxyethyl acrylate_Fatty acids and conjugates_2-cyclobutylbutanedioic acid	1921.1366782006921	3107266.5743944636	3614.7006920415215	94971.89446366784	103312.69723183392	6118.0	6006.859861591695	3614.7006920415215	2286.3114186851208
1714_448.337_6.93	6119.5	3743.119857262805	6237.676742233417	6209.417086481948	4516.406801007557	5675.0526868178	8603.780646515534	8888.946263643997	8488.172963895886
1713_641.353_5.7_C33H52O12	1595.3351846709247	9918.60149958345	8216.231046931409	7380.336573174119	5846.164398778116	6118.0	6469.68730908081	5890.337683976673	3905.9377950569287
170_188.07_1.63_C11H9NO2_L-Tryptophan_Indolyl carboxylic acids and derivatives_L-Tryptophan_Indoles_Indol-acrylate	4116.12578153733	9036.121000367782	2506.244207429202	14901.760941522618	7749.072820890033	5600.659433615299	3884.0	10202.106656859141	3322.2556086796612
16_646.265_5.5_C24H39N9O10S	8384.286637723108	9224.07288953208	7493.443270622288	6822.617703810904	5729.464206464063	6118.0	7169.688036661843	5390.067197298601	4863.264013506995
1697_297.148_2.92_C19H20O3_19,20-Dihydroxy-4Z,7Z,10Z,13Z,16Z-docosapentaenoic acid_Diphenylmethanes_4-[bis(4-hydroxyphenyl)methylene]cyclohexanol	8113.971529888552	10753.5	6942.381155015198	6972.887537993922	4385.655724417426	5944.386626139818	6034.453090172239	4898.45349544073	4560.7042553191495
1691_436.399_8.03_C22H51N4O4	6119.5	9120.376305662452	1574.4507971412866	16360.158603628366	10947.142935678945	8797.412039582188	743.4906542056075	11757.917811984607	635.8358988455195
1682_612.301_3.74_C27H37N11O6_NCGC00347403-02_C30H42O12_1,7-Bis(4-hydroxyphenyl)-3-heptanyl 6-O-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside_Linear diarylheptanoids_Linear diarylheptanoids_NCGC00381053-01_C31H44O12_beta-D-Glucopyranoside, 5-(4-hydroxyphenyl)-1-[2-(4-hydroxyphenyl)ethyl]pentyl 6-O-(6-deoxy-alpha-L-mannopyranosyl)-	6868.745421844344	6271.0500327011105	4463.959287115762	4368.928221059516	4594.50196206671	6118.0	5186.19538914323	4132.8510464355795	4289.402223675605
1681_537.435_7.64_C29H60O8_Ethers	6119.500000000001	7769.407988587734	2501.5359803455385	12781.209621176098	8755.860912981456	7082.673799334285	1965.1461404343006	10121.569583135204	1085.3892058963386
1676_469.352_7.79_C20H48N6O4S	2366.077628242637	12191.675443729275	2089.7991027891558	1958.0354983421105	7264.0	8302.523893114882	7383.012287887654	4033.666471620831	4120.092061634485
1668_604.341_5.31_C28H49N3O11	7206.848955223881	7327.426865671642	5398.180298507463	3946.6077611940295	28115.5223880597	3828.3486567164177	3884.0	4067.1856716417906	2942.564776119403
1664_509.201_3.43_C25H32O11_NCGC00380505-01_C23H30O12_3,4-Dihydroxy-5-[(6-O-{[4-(2-hydroxy-2-propanyl)-1-cyclohexen-1-yl]carbonyl}-beta-D-glucopyranosyl)oxy]benzoic acid_Linear diarylheptanoids_(5S)-1,7-bis(3,4-dihydroxyphenyl)-5-[(2S,3S,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyheptan-3-one	6626.341138211383	4650.674796747968	5235.615284552846	5407.71512195122	5579.814959349594	6118.0	5480.335284552846	4796.909918699187	4437.788292682927
165_331.284_7.22_C19H38O4_ 1-Hexadecanoyl-sn-glycerol _ Glycerol 1-myristate _Monoradylglycerols_Monopalmitin	2735.7497468212	8509.677506470125	4726.054686620907	7793.249465511421	7264.0	4916.911443681783	4615.300551367165	5530.350399459885	2580.448745358389
1649_463.232_3.78_C25H34O8_Linear diarylheptanoids_(2R,3R,4S,5S,6R)-2-[(3R)-1,7-bis(4-hydroxyphenyl)heptan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	2948.020994832041	3446.044250645995	4283.0	4890.31169250646	3416.9928940568475	17057.296511627912	13149.19735142119	11870.937661498709	12546.03585271318
1646_541.337_5.66_C29H48O9_Bile acids, alcohols and derivatives	1655.7659873506675	10205.660839775124	10522.125790583277	7600.500000000001	6167.728302881236	5629.60435699227	6153.040056219255	6932.852424455376	5608.239634574843
163_540.447_7.33_C31H65N2Se	6119.5	8643.241222354605	3172.533993595949	12064.697464442625	8320.382800282969	9104.74421029116	2496.855341052945	11323.62688025914	1629.1021297192642
162_424.363_6.72_C20H47N4O5	6119.5	8013.565468164794	3098.4839138576776	11336.43104868914	7931.742940074906	8350.71095505618	2668.514550561798	10377.021797752808	1250.4865917602995
1629_575.307_5.01_C24H42N6O10	1193.2570226828902	9597.03530118672	7817.0863752441055	7500.843022382455	6636.79014571128	7021.293675829954	6285.984677782784	5752.0	5554.995944118973
1627_604.446_7.62_C31H61N3O8	6119.5	9851.418484042553	3712.388164893617	16097.865558510639	10020.68125	11654.71795212766	2956.402061170213	10281.899268617022	1437.9197473404254
1615_595.275_3.74_C30H42O12_NCGC00347403-02_C30H42O12_1,7-Bis(4-hydroxyphenyl)-3-heptanyl 6-O-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside_Linear diarylheptanoids_Linear diarylheptanoids_NCGC00347403-02_C30H42O12_1,7-Bis(4-hydroxyphenyl)-3-heptanyl 6-O-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside	7062.712952078003	7291.59325081253	4684.219348592766	4386.3788119770425	4129.999031878846	6118.0	4700.719037410967	4038.616139962658	4391.032570361662
1612_544.202_3.41_C24H33NO13	7122.689361702128	3743.559338061466	7107.051536643026	5154.363120567376	5727.523404255318	5253.629314420804	6234.7328605200955	5752.0	5331.818439716312
160_556.442_6.67_C26H59N4O8	6119.499999999999	8806.304377522507	3520.6598727103387	11114.273517541134	8030.205107109594	8626.006162682395	2988.124681775845	10307.016283762803	1707.9883576529028
1609_545.334_6.36_C28H48O10	1755.5621757925073	6393.619452449568	6802.1189481268	7600.5	5335.68242074928	10435.902665706053	6622.510590778098	4450.782708933718	3515.5050432276653
159_510.436_7.69_C25H57N4O6	6119.5	8529.314718028132	3083.967920591904	14389.393405600722	9474.208478513356	10783.42400094636	2333.0807631092184	11884.8129113434	1525.7289972899732
1599_300.201_2.28_C10H27N4O6_Dicyclohexano-24-crown-8	6299.630241423126	34261.97554002541	2744.2804955527317	8872.902160101652	16535.71505717916	5157.944409148666	3211.7039390088953	5192.146124523507	2563.5
1590_347.149_2.64_C19H22O6_Linear diarylheptanoids_Hirsutanonol	7172.971274475319	6814.862234728573	6862.744987689061	6734.60804314691	5948.251846640872	6037.273302849103	6472.26450932114	5752.0	5388.495720483057
1575_564.375_5.2_C24H49N7O8	1566.5160152008684	10753.5	8461.132464712271	6186.278773072747	8361.887350705754	6087.033659066232	8449.456568946796	4816.307003257329	6149.305103148751
1572_591.222_5.39_C22H38N8O5S3	6119.5	7558.619703389832	15776.295727401133	3965.142125706215	4392.9885240113	10114.893891242938	6331.2623587570615	5706.779484463277	5155.765183615819
1571_678.478_6.51_C35H69BN4O3Se	1270.3183098591549	6965.340845070423	6746.484507042253	7600.5	45557.8014084507	1629.5281690140844	15622.06056338028	4055.978873239436	5887.711267605633
1564_483.184_2.7_C18H24N10O5_Morpholines_2-(5-aminotetrazol-1-yl)-N-[(2,4-dimorpholin-4-yl-5-nitrophenyl)methylideneamino]acetamide	7650.170645937443	6064.990560799556	7671.462520821767	6606.86877660559	5912.753655376643	5394.296501943365	6425.887840088841	5752.0	4818.351286322412
1556_567.22_6.56_C27H34N3O9	7886.737618060354	7786.673577516701	8460.34416033172	7155.283575213083	5769.889887122782	6118.0	7439.972817323197	5682.51002073255	5001.792674498963
1529_675.264_3.66_C29H42N2O16	7327.014216972879	8005.453849518811	5044.13845144357	5859.068897637795	5222.1117672790915	6118.0	4787.883639545057	4428.591644794401	3520.660104986877
1512_611.304_5.19_C27H42N6O10	3273.2297138836766	8068.104244840526	6644.495895872421	7600.5	6785.906074108819	6582.703212945591	6512.5922842401515	5514.402790806756	5115.126993433396
150_523.361_7.82_C30H56O2Se	94.16296296296295	9580.28077601411	7438.447031158142	7432.895473251027	7264.0	6176.748736037624	7825.774955908289	5294.478071722516	5492.412463256906
1502_663.336_5.7_C29H51N4O11P	1485.8034966756954	9271.7537552327	8225.034228022654	8032.403841418371	6087.686776655996	6012.617581876386	6416.291553804483	5752.0	4668.454075350899
14_333.153_5.63_C11H20N6O6	8241.405883198391	8686.120849901787	7375.277870933742	6708.901547453647	5830.316533320557	6118.0	6544.908781679681	5536.551118670052	5108.0302543956295
1496_389.181_4.15_C13H25N8O4P	14.849514563106794	153053.94660194175	4187.563106796117	12622.087378640776	12963.626213592232	6118.0	6830.7766990291275	2494.7184466019417	1291.9077669902913
148_502.535_3.19	15738.666666666664	8474.666666666666	8474.666666666666	3632.0	7264.0	11501.333333333332	3632.0	4237.333333333333	9685.333333333334
1480_666.433_6.54_C33H64NO10P_1-Palmitoyl-2-azelaoylphosphatidylcholine_Glycerophosphocholines_Glycerophosphocholines_ 1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine _Glycerophosphocholines_azelaoyl PC	942.5378206175459	7881.635190328377	6901.61574906061	6013.551217121386	5599.254370200947	6117.999999999999	5061.01829766378	5768.6712955399435	4760.665577520012
1457_400.342_6.11_C23H45NO4_Fatty acid esters_Tocris-0609	4394.975192943771	675.4977949283351	5584.868798235942	6472.3428886438805	5839.240352811466	8097.494487320838	5680.964718853363	10502.718853362734	2563.5
1452_689.298_4.29_C24H40N12O12	2684.428571428572	154604.35714285713	3045.6224489795923	23192.214285714286	28935.642857142862	6118.0	6184.887755102041	2969.816326530612	1855.0204081632653
1451_427.341_8.31_C25H46O5_Diradylglycerols	744.4590964590965	10005.717541717542	12002.647130647129	7465.660561660561	6290.445258445257	8727.49531949532	8050.927146927147	5752.0	4164.757020757021
144_122.081_0.9_C4H11NO3_Amines_NCIStruc1_001633	1201.8912825092086	13085.976559883917	493.7256390222122	3102.317669382744	6655.9866056479505	8700.229043420024	4507.0923094095315	5752.0	3007.938385980578
1449_974.371_2.39	8821.344537815126	6537.462184873949	5578.795518207283	6597.882352941177	7101.3837535014	5905.064425770308	7371.260504201679	5752.0	5784.224089635854
1440_257.1_2.39_C6H17N4O5P	2183.9560749363404	125306.9628955984	4283.0	27344.43879592579	37407.697071662435	4021.2524554383413	5939.176427791925	1988.8139323390326	1380.0171880683884
143_545.402_7.33_C30H62O3Se	6119.5	8369.844936812737	2850.1423108485146	11268.19601181684	7938.979107172166	8628.364434597079	2388.14165435746	9870.342721155424	1684.2936976858691
1429_513.356_7.02_C23H44N8O5	6119.5	1378.430519237953	955.5289503175197	20605.59320134479	11466.347403810238	26992.549869256633	3726.1057153530073	26217.61131864027	614.921740754576
1423_497.36_7.73_C23H44N8O4	18604.909624413147	3828.0569248826287	4283.0	11682.73708920188	5411.56044600939	28389.955985915494	2287.282863849765	16340.248239436618	1339.6942488262912
141_487.36_6.95_C23H46N6O5	2429.2934451080305	7239.456322028018	6884.30266834694	6082.852081164503	7264.0	8220.938103848192	5172.745968257447	4830.9918360637785	4082.2106551239203
1417_262.201_3.04_C13H27NO4_Hydroxyvalerenic acid	7493.007245347351	8967.967609035375	6643.550599043425	6315.878202396174	5123.104323530805	6118.0	5571.879338921249	5547.832646682768	4549.1706208268215
1413_195.088_2.32_C8H10N4O2_Purines and purine derivatives_Caffeina_map00232	16852.443886559256	10123.376186272346	3617.4085742661664	7600.5	13297.100750386227	15209.387221363935	1194.3403222246745	9449.882310748177	0.8387221363937319
1411_617.257_3.74_C26H34N9O9	6817.803964357156	6603.07874158938	5147.84251682124	4468.0647390434615	4689.465357337697	6118.0	4988.745590107292	4654.975813784325	5126.703764320786
1406_776.572_6.62_C39H83N5O5Se	6082.675964085958	10753.5	3843.022961436561	11595.546217250516	8418.879378863703	7796.841477774506	3254.223726817781	10536.657271121578	2268.1432881954665
1397_500.176_3.02_C22H29NO12_Carvedilol_Indolyl carboxylic acids and derivatives_5-O-(indol-3-ylacetyl)-myo-inositol D-galactoside	7395.870828848224	6463.002511661284	6844.818083961249	6350.521707929674	6433.076426264801	5699.371367061356	6120.400430570507	5752.0	4952.2511661284525
138_601.311_7.68_C21H50N8O7Se	6056.2982611258485	8992.479811376365	9967.251399941057	6887.820807544947	7103.118184497495	6125.803713527852	9030.623047450634	5752.000000000001	5764.7144120247585
1388_245.175_5.84_C13H24O4_ Diethyl azelate _Fatty acid esters_Fatty acid esters_ Diethyl azelate _Fatty acid esters_Diethyl azelaate	511976.74576271186	6483.186440677966	2754.1355932203387	1462.372881355932	26785.79661016949	1852.3389830508474	4606.4745762711855	5752.0	6141.966101694916
1380_876.66_7.81	9766.778355541112	5226.733181670458	1783.412739681508	7600.5	7679.5432239194015	7620.2608059798495	699.0385115372114	12622.21481962951	330.99350016249593
1377_419.228_4.24_C16H30N6O7	13256.990476190476	9374.03007518797	5749.837593984962	6694.809022556392	7023.1343358396	5954.545363408521	5223.291729323308	5752.0	4342.111278195489
1365_399.308_7.56_C19H38N6O3_Amino acids, peptides, and analogues	6110.909166805811	7783.453205877441	4283.0	14633.106570379026	8779.113040574386	8877.266613791951	3839.252880280514	10619.000876607111	1909.0780597762564
1359_605.22_2.85_C26H32N6O11	8044.1699916177695	4253.3689857502095	7464.677954735959	4202.086504610226	4174.393964794635	6118.0	5196.966638725901	3134.385247275776	5076.965632858341
1350_763.38_6.24_C36H54N6O12_ Tris(2-butoxyethyl) phosphate 	33693.36765857478	37972.740798747065	26997.547376664057	7600.5	13808.26938136257	1208.2235708692251	2642.617071260768	5499.50039154268	1731.9855129209086
1321_331.154_3.03_C19H22O5	6670.544642857143	8680.002232142857	9378.097098214286	7600.5	5544.544642857143	5565.908482142857	6300.447544642858	5574.705357142857	5171.934151785715
131_344.316_5.49_C20H41NO3_4.alpha.-Hydroxystanozolol_Ceramides_C2 Sphinganine	7287.421888598782	5542.939947780678	682.8838120104439	14084.312228024368	8128.713446475196	6118.0	477.8855526544822	12156.130548302872	465.90513489991304
1318_577.346_5.33_C21H44N12O7	6119.5	8713.160617319234	7810.713632466419	5201.312660760217	5596.570448699627	2873.4891397542156	6114.253215204344	9181.873392397829	4171.193912546441
130_377.217_3.21_C19H28N4O4_2-[2-[3-[(2-methoxyacetyl)amino]propyl]benzimidazol-1-yl]-N-(3-methoxypropyl)acetamide	11328.68523172816	15913.323011963406	4781.080526791999	6198.535437820448	7264.0	3958.796018900171	3641.8586508495027	4775.968633758922	2863.390368955464
1309_804.603_7.23_C43H89N2O6Se	6119.499999999999	10349.406649018996	3263.6698069137337	12800.255917159764	9178.297103706009	9168.768140766117	3212.213407038305	11921.685534101523	1928.6620990345684
1307_600.265_2.85_C28H41NO13_NCGC00180141-02!2-[[7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol_NCGC00180141-02!2-[[7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	8405.982515928286	2727.704252481849	4110.945621573566	3794.325677878204	4031.2579641428365	6410.808119721441	6426.575196325382	5752.0	5286.232034375464
1301_531.353_6.4_C28H50O9	803.9238883479389	10753.5	7284.178675754625	3110.9876663420973	8061.343881856541	1421.7004219409287	1262.3117494320027	7818.188899707889	4298.840473872119
12_450.235_4.13_C19H41N3O4Se	2159.4630479351754	122.09782290344627	483.3670799570439	3820.3915844967296	7511.291223274432	7395.070780044908	3884.0	9531.02430928439	3548.42057990823
129_455.19_2.88_C22H36O5Se	1011.5400673400675	3181.741414141414	230.16296296296292	3546.6020202020204	8795.232996632996	12946.012794612792	3884.0	16347.455218855219	4042.2370370370368
1297_473.199_3.59_C12H34N10O5Se	2471.384805435454	7572.86720197653	6173.423512456247	49829.51657401688	68870.01235330451	6118.0	11718.294008647314	3728.4908379658227	2302.5950175005146
1289_609.325_5.67_C27H42N10O5_Amino acids, peptides, and analogues_2-[[6-amino-2-[[2-[(2-amino-3-phenylpropanoyl)amino]-3-(1H-imidazol-5-yl)propanoyl]amino]hexanoyl]amino]-5-(diaminomethylideneamino)pentanoic acid	883.6645060115003	10753.5	11164.977365394669	1801.0566649242028	8182.3285938316785	1289.5205959226344	7752.863146889702	1638.0396759017249	7151.386670151594
1288_228.268_5.18_C15H33N	5302.677427967279	10753.5	2551.5417138341268	14224.919701403278	9099.327399132831	8425.668937824388	1822.759477989705	11174.50782801854	865.9026250026699
1283_387.201_2.57_C19H30O8_roseoside_roseoside	8510.171327567703	7687.7308250741735	6394.7018496307055	6562.821034025628	5972.406792500472	5787.221513793322	6195.718452117922	5752.0	4542.48595416956
1279_730.566_7.56_C33H75N7O10	6119.5	8734.849054997445	3544.2668568023155	13102.534075429932	8660.869061808275	9211.030137919292	2369.704218457347	11103.771794653498	1683.0448450536348
1271_809.558_7.24_C29H74N20O2Se	6119.5	8795.803069053709	3017.777144850035	10753.58777028598	7448.403278307371	8058.7881887933045	1967.7443617763308	9996.653568937456	1434.1911183445711
