#SampleID	V17-leg-psoriasis-GA6	V17-leg-psoriasis-GA4	V17-leg-healthy-GA5	V17-leg-psoriasis-GA3	V17-leg-healthy-GA8	V17-leg-healthy-GA2	V17-leg-healthy-GB4	V17-leg-psoriasis-GB3	V17-leg-healthy-GA1	V17-leg-healthy-GA12	V17-leg-psoriasis-GA7	V17-leg-psoriasis-GA10	V17-leg-psoriasis-GB2	V17-leg-psoriasis-GA11	V17-leg-healthy-GB1	V17-leg-healthy-GA9
998_513.357_7.68_C26H46N6O3	18.39527027027027	2.043918918918919	7.246621621621622	9.10472972972973	3.3445945945945947	2.043918918918919	10.033783783783782	12.820945945945946	7.246621621621622	5.016891891891891	10.962837837837839	3.902027027027027	3.3445945945945947	5.760135135135134	3.158783783783784	6.6891891891891895
997_298.274_4.96_C18H35NO2_C17_Sphingosine 	1.6548463356973997	5.815602836879433	6.288416075650119	9.787234042553193	5.153664302600474	2.6477541371158395	6.24113475177305	5.862884160756503	5.7683215130023635	5.153664302600474	4.3971631205673765	2.600472813238771	11.678486997635936	5.011820330969267	9.361702127659576	6.761229314420804
996_561.327_5.1_C24H44N6O9	5.0	4.090909090909091	6.136363636363637	3.75	4.7727272727272725	4.545454545454545	8.977272727272727	5.113636363636363	5.0	5.6818181818181825	7.7272727272727275	4.545454545454545	7.386363636363637	5.227272727272727	5.5681818181818175	6.704545454545454
995_606.348_5.19_C29H51NO12	10.24390243902439	4.2682926829268295	7.967479674796747	8.252032520325201	3.699186991869919	2.845528455284553	11.951219512195122	6.829268292682928	5.121951219512195	4.2682926829268295	13.658536585365852	5.40650406504065	4.5528455284552845	4.2682926829268295	6.5447154471544735	8.252032520325201
98_283.169_3.72_C19H22O2_ Enterodiol _1,2-Diethyl-1,3-bis(p-hydroxyphenyl)-1-propene	6.610027855153204	5.381615598885793	10.997214484679668	7.545961002785514	4.855153203342619	3.0417827298050137	6.200557103064067	6.0835654596100275	5.206128133704736	4.679665738161559	9.125348189415043	5.674094707520893	5.6155988857938715	6.9025069637883005	4.679665738161559	6.844011142061283
989_489.227_6.88_C30H32O6	6.056782334384859	4.416403785488959	4.2271293375394325	4.952681388012619	4.037854889589904	5.047318611987381	6.1514195583596205	5.804416403785488	5.268138801261831	4.952681388012619	6.750788643533123	5.7097791798107265	7.287066246056782	5.7097791798107265	7.160883280757099	5.268138801261831
985_583.441_6.66_C32H66BO3Se_ Decaethylene glycol tridecyl ether 	6.642857142857144	5.571428571428572	4.500000000000001	7.2857142857142865	8.035714285714286	2.1428571428571432	5.785714285714287	8.571428571428571	2.571428571428572	5.678571428571429	11.785714285714285	5.785714285714287	4.500000000000001	5.892857142857142	3.8571428571428577	5.464285714285714
984_503.247_3.02_C20H34N6O9_Fatty acyl glycosides_NCGC00384970-01!7-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5-hydroxy-3-(4-hydroxyphenyl)chromen-4-one_Amino acids, peptides, and analogues_5-amino-2-[[2-[[4-amino-2-[(2-amino-4-methylpentanoyl)amino]-4-oxobutanoyl]amino]-4-carboxybutanoyl]amino]-5-oxopentanoic acid	2.6972477064220177	5.394495412844035	7.321100917431193	8.477064220183486	3.0825688073394493	4.623853211009174	6.935779816513762	5.779816513761468	4.238532110091743	6.5504587155963305	8.477064220183486	2.6972477064220177	8.091743119266054	8.477064220183486	7.706422018348624	10.403669724770642
983_522.597_9.66_C36H75N_Amines_Adogen 360	4.4444444444444455	4.4444444444444455	4.4444444444444455	8.888888888888891	4.4444444444444455	4.4444444444444455	4.4444444444444455	4.4444444444444455	4.4444444444444455	4.4444444444444455	44.444444444444436	53.33333333333333	4.4444444444444455	4.4444444444444455	8.888888888888891	8.888888888888891
982_601.323_5.25_C26H44N6O10	8.4	6.0	4.0	8.0	4.4	2.4	3.2	4.4	3.2	1.6	13.2	4.0	8.0	4.4	7.2	10.4
981_620.442_6.86_C38H57N3O4_Anthraquinones_N-[2-[[5-(1-hexadecoxybutan-2-ylamino)-9,10-dioxoanthracen-1-yl]amino]ethyl]acetamide	5.463414634146342	8.390243902439027	0.975609756097561	9.951219512195124	4.097560975609756	2.9268292682926833	5.463414634146342	8.0	0.7804878048780488	6.829268292682928	13.658536585365852	1.5609756097560976	5.2682926829268295	7.219512195121951	6.243902439024391	4.2926829268292686
977_555.35_5.34_C30H50O9_Terpene lactones_[(4Z)-7,10-dihydroxy-3,7-dimethyl-12-oxo-2-[(2E,4E)-8,9,11-trihydroxy-6,10-dimethyltrideca-2,4-dien-2-yl]-1-oxacyclododec-4-en-6-yl] acetate	11.052631578947368	3.1578947368421053	4.736842105263158	4.736842105263158	1.5789473684210529	3.1578947368421053	25.26315789473684	3.1578947368421053	4.736842105263158	6.315789473684211	4.736842105263158	1.5789473684210529	14.210526315789476	7.894736842105264	6.315789473684211	11.052631578947368
976_433.222_3.75_C24H32O7	7.628205128205128	4.82371794871795	13.125	7.235576923076922	5.552884615384616	4.487179487179487	7.852564102564102	6.5625	5.665064102564102	4.99198717948718	9.591346153846152	6.057692307692308	5.608974358974358	7.01121794871795	4.375	5.94551282051282
975_271.274_4.74_C16H34N2O_N-[3-(3-Aminopropylamino)propyl]dodecanamide_Fatty amides	4.0	3.0	4.0	3.0	3.0	3.0	4.0	7.0	8.0	4.0	4.0	5.0	8.0	8.0	7.0	11.0
