id	SiriusMF	SiriusScore	connectedCompounds	ZodiacMF	ZodiacScore	2	3	4	5	6	7	8	9	10
1020	C13H24N6O3	0.995766648	6	C13H24N6O3	0.994094094	C12H28N2O7	0.005005005	C15H26N3O4	9.01E-04					
2350	C15H34N2O6	0.669552878	5	C15H34N2O6	0.688788789	C20H34O4	0.15955956	C16H30N6O2	0.06976977	C14H35N4O3P	0.061061061	C18H32N3O3	0.02022022	C16H37NO4P
1019	C20H38O3	0.991636942	5	C20H38O3	0.986386386	C16H34N6O	0.013513514	C18H36N3O2	1.00E-04					
1018	C26H42N6O6	0.592699141	6	C25H46N2O10	0.639339339	C26H42N6O6	0.347747748	C22H38N12O4	0.011611612	C21H42N8O8	0.001301301			
2349	C20H42N2O3	0.999308331	0	C20H42N2O3	0.999099099	C18H40N5O2	7.01E-04	C16H38N8O	2.00E-04					
2348	C32H40O4	0.787184488	0	C32H40O4	0.783483483	C26H41N4O3P	0.072972973	C33H36N4	0.045945946	C24H46N2O4P2	0.020820821	C28H36N6O2	0.017917918	C17H36N12O5
2347	C18H37NO2	0.999969543	5	C18H37NO2	0.9997998	C16H35N4O	2.00E-04							
1016	C20H37NO8	0.918289379	6	C20H37NO8	0.987087087	C16H33N7O6	0.00960961	C14H31N10O5	0.002102102	C12H35N8O8	7.01E-04	C19H38N3O5P	5.01E-04	
1015	C18H36N6O6S	0.278719973	1	C18H36N6O6S	0.276076076	C26H40O3S2	0.23953954	C13H38N9O5S2	0.141741742	C11H36N12O4S2	0.13003003	C22H40O8S	0.106506507	C18H38N6O4P2
2346	C25H54N2O8	0.721643799	6	C25H54N2O8	0.901001001	C26H50N6O4	0.098998999							
2345	C29H57N7O5	0.999699003	5	C29H57N7O5	0.9997998	C34H57N5O3	1.00E-04	C15H49N23O2	1.00E-04					
1014	C28H42N6O10	0.854097887	9	C28H42N6O10	0.910710711	C27H46N2O14	0.056256256	C26H47N4O11P	0.007907908	C24H45N7O10P	0.006706707	C29H38N10O6	0.006406406	C21H42N12O8S
1013	C19H33N4O8P	0.998491714	6	C19H33N4O8P	0.998598599	C21H28N6O7	0.001401401							
1012	C33H70N2O3Se	0.478168319	5	C33H70N2O3Se	0.354654655	C34H70O4Se	0.333733734	C32H70N4SSe	0.13993994	C35H66N4Se	0.08998999	C34H72NOSSe	0.04974975	C32H68N3O3Se
2343	C14H29NO2	1	7	C14H29NO2	1									
3674	C11H28N6O6	0.99153818	5	C11H28N6O6	0.993393393	C14H32N2O5S	0.004904905	C16H28N4O4	0.001401401	C14H26N7O3	2.00E-04	C13H30N3O7	1.00E-04	
3676	C13H30N8O5	0.954852207	6	C13H30N8O5	0.982682683	C17H34N2O7	0.015915916	C15H32N5O6	0.001401401					
3677	C16H35NO10	0.942040154	18	C16H35NO10	1									
3678	C6H15NO4	0.996591836	2	C6H15NO4	1									
3679	C13H30N3O5	0.741334454	8	C13H30N3O5	0.936036036	C12H24N10	0.038838839	C15H32O6	0.012812813	C14H26N7O	0.006906907	C11H28N6O4	0.004104104	C16H28N4O2
3695	C35H74N6O11	0.487069503	74	C39H78O13	1									
2364	C36H68N6O5	0.839448776	9	C36H68N6O5	0.797697698	C30H69N10O4P	0.094594595	C32H64N12O3	0.042542543	C34H73N4O6P	0.034734735	C26H64N16O4	0.017517518	C41H68N4O3
1033	C12H31N4O7	0.903515975	7	C12H31N4O7	0.979479479	C15H29N5O4	0.019019019	C10H29N7O6	7.01E-04	C13H31N5O4	6.01E-04	C15H33N2O5	2.00E-04	
1032	C5H11NO2	1	0	C5H11NO2	1									
2363	C13H22N6O3	0.852389497	5	C13H22N6O3	0.860960961	C12H26N2O7	0.102302302	C11H27N4O4P	0.027327327	C10H26N6O3S	0.006706707	C15H28O5	0.002502503	C15H24N3O4
2362	C18H22O3	0.99965518	6	C18H22O3	0.998298298	C15H20N2O5	0.001701702							
1031	C13H28N2O5	0.836414118	19	C18H28O3	1									
1030	C5H11NO2	0.999998782	0	C5H11NO2	1									
2361	C15H22N4O4	0.988739612	5	C15H22N4O4	0.988388388	C13H27N2O5P	0.007007007	C17H24NO5	0.004404404	C11H25N5O4P	2.00E-04			
2360	C13H25N7O7	0.499831829	5	C13H25N7O7	0.442642643	C18H25N5O5	0.287887888	C15H29N5O5S	0.081781782	C15H30N5O3PS	0.071671672	C16H23N8O4	0.027327327	C16H27N5O5
1029	C32H67O4Se	0.484482518	9	C28H63BN3O4Se	0.761461461	C31H65NO4Se	0.115815816	C32H67O4Se	0.060860861	C23H59B2N8O3Se	0.034934935	C26H61BN6O3Se	0.014314314	C30H65N3O3Se
1028	C22H43NS	0.99556366	0	C22H43NS	0.995595596	C12H37N10O2	0.001501502	C17H41N5O	0.001001001	C15H39N8	5.01E-04	C19H43N2O2	4.00E-04	C17H37N8
2359	C31H64N10O9Se	0.536456469	5	C31H64N10O9Se	0.525025025	C32H60N14O5Se	0.410910911	C35H68N4O11Se	0.033633634	C36H64N8O7Se	0.014514515	C34H62N11O6Se	0.007407407	C33H66N7O10Se
1027	C31H48O2	0.528422076	5	C31H48O2	0.834334334	C20H48N6O5	0.152452452	C22H50N3O6	0.012112112	C26H48N2O4	0.001101101			
2357	C40H62N8O11	0.759418595	5	C40H62N8O11	0.76016016	C37H66N8O11S	0.165165165	C35H62N10O13	0.025225225	C32H60N15O11	0.011011011	C32H67N10O13P	0.00950951	C32H66N10O13S
1026	C26H40N6O10	0.922797922	6	C26H40N6O10	0.952652653	C31H40N4O8	0.017717718	C29H44N2O9S	0.011411411	C24H45N4O11P	0.004904905	C29H45N2O9P	0.002802803	C25H44N2O14
1025	C18H34N3O2	0.940072463	9	C16H32N6O	0.940940941	C18H34N3O2	0.058658659	C20H36O3	4.00E-04					
2356	C38H75N	0.999999892	4	C38H75N	1									
2355	C18H24N6O5	0.937828888	6	C18H24N6O5	0.919319319	C12H25N10O4P	0.031531532	C16H22N9O4	0.017517518	C20H26N3O6	0.014714715	C16H29N4O6P	0.006606607	C22H28O7
1024	C21H40N6O4	0.392607319	2	C21H40N6O4	0.396996997	C11H36N16O3	0.346846847	C19H45N4O5P	0.137037037	C14H40N12O2S	0.076276276	C17H43N7O4P	0.025725726	C15H41N10O3P
2354	C31H46N10O10	0.448813887	5	C31H46N10O10	0.44984985	C26H46N12O12	0.166766767	C28H38N20O4	0.166666667	C25H47N14O9P	0.064164164	C27H42N16O8	0.055455455	C29H48N10O10
1023	C15H22NO3	0.99690035	5	C15H22NO3	0.998098098	C13H20N4O2	0.001901902							
3687	C17H34N6O5S	0.999794926	2	C17H34N6O5S	0.9998999	C19H36N3O6S	1.00E-04							
3689	C11H20O3	0.999550855	1	C11H20O3	0.999199199	C9H18N3O2	8.01E-04							
1044	C29H71N19O4	0.355444627	0	C29H71N19O4	0.349049049	C44H75N7O3	0.138738739	C39H71N15	0.085085085	C30H67N23	0.068668669	C48H79NO5	0.06006006	C43H79N3O7
2375	C17H24N10O4	0.304681885	4	C17H24N10O4	0.307507508	C11H24N14O5	0.137737738	C14H32N4O11	0.114814815	C26H28N2O4	0.093493493	C16H36N2O7S2	0.081981982	C15H29N8O5P
1043	C8H4O3	0.999804401	0	C8H4O3	1									
2374	C9H12N6O2	0.598914413	7	C9H12N6O2	0.996796797	C11H18O4	0.002402402	C8H16N2O6	6.01E-04	C11H14N3O3	2.00E-04			
1042	C33H50O5	0.614372466	6	C33H50O5	0.966766767	C31H52O5	0.032932933	C26H55O8P	1.00E-04	C34H50NO2	1.00E-04	C18H46N12O6	1.00E-04	
2373	C46H80N8OSe	0.372823639	1	C46H80N8OSe	0.373373373	C45H84N4O5Se	0.16016016	C41H80N10O3Se	0.096396396	C50H84N2O3Se	0.054354354	C43H89N2O6PSe	0.042842843	C46H88N4S2Se
2372	C23H44N12O	0.271443013	0	C26H52N2O7	0.25955956	C23H44N12O	0.257457457	C22H48N8O5	0.13953954	C38H48	0.133633634	C27H48N6O3	0.085685686	C28H57O3PS
1041	C22H45NO3	0.86751133	5	C22H45NO3	0.800900901	C20H43N4O2	0.198398398	C18H41N7O	7.01E-04					
2371	C18H30N2O	1	9	C18H30N2O	1									
1040	C25H44N6O10	0.85233771	15	C25H44N6O10	1									
2370	C14H26O2Se	1	1	C14H26O2Se	1									
1039	C21H22O3	0.999692765	9	C21H22O3	1									
1038	C10H21N3O	0.99999997	7	C10H21N3O	1									
2369	C22H42O2	0.999997615	111	C22H42O2	1									
2368	C22H34N2O9	0.336802146	5	C22H34N2O9	0.340840841	C23H30N6O5	0.297397397	C23H38N2O4S2	0.173673674	C27H34O7	0.037737738	C28H30N4O3	0.037137137	C20H34N6O5S
1037	C18H32O3	0.998184999	54	C18H32O3	1									
2367	C17H36OSe	0.999999997	0	C17H36OSe	1									
1036	C14H31N7O5	0.963310399	11	C14H31N7O5	0.811311311	C18H35NO7	0.155255255	C16H33N4O6	0.01971972	C19H31N5O3	0.01041041	C17H29N8O2	0.002502503	C17H36N3O4P
1035	C6H15N4O3	0.755135012	5	C8H17NO4	0.41041041	C6H15N4O3	0.353853854	C9H17N2O	0.193793794	C4H13N7O2	0.041841842	C7H15N5	1.00E-04	
2366	C21H42N2O11S	0.221285569	5	C25H34N6O7	0.362362362	C21H42N2O11S	0.197397397	C16H39N10O6PS	0.100900901	C18H34N12O5S	0.066966967	C22H38N6O7S	0.055355355	C22H40N6O5P2
1034	C22H28O8	0.95464948	5	C22H28O8	0.953753754	C16H29N4O7P	0.021621622	C23H24N4O4	0.018218218	C18H24N6O6	0.004804805	C20H26N3O7	6.01E-04	C17H28N2O10
3696	C21H42N2O6	0.581011807	0	C21H42N2O6	0.581481481	C22H38N6O2	0.236236236	C18H34N12	0.083583584	C22H46N2OS2	0.049349349	C17H38N8O4	0.010910911	C23H47O2PS
3697	C27H41NO8	0.821991611	6	C27H41NO8	0.815715716	C23H37N7O6	0.071471471	C28H37N5O4	0.034834835	C21H42N5O7P	0.030630631	C25H39N4O7	0.026426426	C22H38N9O3P
3699	C31H60N6O5	0.984248749	2	C31H60N6O5	0.985385385	C32H56N10O	0.00990991	C30H64N2O9	0.002002002	C27H56N12O3	0.001301301	C29H65N4O6P	4.00E-04	C35H64O7
1055	C24H53N15O8	0.298769753	6	C24H53N15O8	0.350750751	C27H58N11O7P	0.172072072	C33H57N7O8	0.116216216	C23H54N17O5P	0.094494494	C25H49N19O4	0.07967968	C28H57N9O10
1054	C19H30N6O6	0.559658481	10	C19H30N6O6	0.875175175	C18H34N2O10	0.086086086	C13H31N10O5P	0.018318318	C12H30N12O4S	0.011711712	C20H26N10O2	0.004904905	C17H28N9O5
2385	C23H50N4O4Se	0.991332946	10	C23H50N4O4Se	1									
2384	C20H34O3	0.998258149	5	C20H34O3	0.999099099	C16H37NO3P	9.01E-04							
1053	C31H69N7O11	0.419600551	13	C31H69N7O11	0.740840841	C31H65N13O6	0.141341341	C34H67N8O8	0.078878879	C27H61N19O4	0.018718719	C32H65N11O7	0.008108108	C28H61N17O5
2383	C18H32O3	0.999993027	102	C18H32O3	1									
1052	C24H34NO6	0.624234134	5	C24H34NO6	0.833633634	C23H28N8O	0.156956957	C21H36O9	0.002902903	C25H30N5O2	0.002402402	C20H37N2O6P	0.001801802	C22H32N4O5
1051	C30H44N4O3	0.666531691	6	C30H44N4O3	0.60970971	C25H44N6O5	0.319019019	C29H48O7	0.031431431	C27H46N3O6	0.021821822	C22H48N6O5S	0.011611612	C23H49N4O6P
2382	C25H48N2O3	0.981420804	5	C25H48N2O3	0.995695696	C23H50N2O3	0.002902903	C16H44N10O3	8.01E-04	C23H46N5O2	5.01E-04	C18H46N7O4	1.00E-04	
2381	C12H38N12O9	0.472426624	3	C12H38N12O9	0.471671672	C22H36N10O2	0.153153153	C14H40N9O10	0.104104104	C20H41N8O3P	0.072172172	C24H34N10O2	0.05015015	C11H36N16O5
1048	C28H39NO13	0.612968994	6	C28H39NO13	0.888188188	C24H35N7O11	0.102802803	C29H35N5O9	0.005905906	C25H31N11O7	0.002502503	C23H36N9O8P	5.01E-04	C35H35NO8
2379	C27H49NO8	0.86967851	5	C27H49NO8	0.963563564	C25H47N4O7	0.02042042	C23H45N7O6	0.008908909	C28H45N5O4	0.006706707	C26H47N5O4	3.00E-04	C23H52N2O8P
2378	C17H30N6O2	0.997154566	7	C17H30N6O2	0.994694695	C15H28N9O	0.003403403	C21H34O4	0.001801802	C10H30N12S	1.00E-04			
1047	C25H52O6	0.841999878	19	C25H52O6	1									
2377	C24H48O8	0.979067625	13	C24H48O8	1									
1046	C12H20N3O4	0.992049499	5	C12H20N3O4	0.994194194	C10H18N6O3	0.005805806							
1045	C18H32O5	0.999999515	42	C18H32O5	1									
