id	SiriusMF	SiriusScore	connectedCompounds	ZodiacMF	ZodiacScore	2	3	4	5	6	7	8	9	10
79	C9H10N7O13P	0.475141714	1	C9H10N7O13P	0.514514515	C8H11N9O10P2	0.40970971	C14H10N5O11P	0.035035035	C10H13N6O11P2	0.02012012	C14H9N5O13	0.005805806	C9H16N5O12P
81	C18H36N6O2	0.798106215	37	C22H40O4	1									
86	C16H35NO	1	27	C16H35NO	1									
87	C27H58N5O3	0.356519182	7	C29H60N2O4	0.998998999	C27H58N5O3	8.01E-04	C25H56N8O2	2.00E-04					
88	C19H45B2N3O2Se	0.889870951	5	C19H45B2N3O2Se	0.762662663	C17H43B2N6OSe	0.237337337							
90	C15H22O4	0.702629779	13	C15H22O4	0.9995996	C13H20N3O3	4.00E-04							
92	C23H48O5	0.88562079	24	C23H48O5	0.953453453	C19H44N6O3	0.018618619	C21H46N3O4	0.012112112	C24H44N4O	0.011811812	C22H42N7	0.002602603	C22H49N2O2P
93	C10H18N2O	0.999999998	0	C10H18N2O	1									
94	C10H19NO5	1	22	C10H19NO5	1									
95	C22H49BN4O2Se	0.999948922	10	C22H49BN4O2Se	0.926826827	C24H51BNO3Se	0.073173173							
96	C6H11NO	1	1	C6H11NO	1									
97	C30H48N2O2	0.733764568	0	C30H48N2O2	0.733733734	C26H44N8	0.042242242	C15H44N14O3	0.04014014	C23H48N8S	0.03993994	C28H53O3P	0.035735736	C25H48N4O4
98	C19H22O2	0.476833654	1	C19H22O2	0.999299299	C17H20N3O	5.01E-04	C11H26N2O4S	2.00E-04					
99	C20H28N4O7S	0.863395042	5	C20H28N4O7S	0.917217217	C14H28N8O6S2	0.043543544	C21H32O9P2	0.024324324	C14H23N10O8P	0.007107107	C15H30N4O10S2	0.002402402	C17H32N4O7S2
3803	C20H49N11O4	0.792209139	5	C20H49N11O4	0.764664665	C21H49N9O5	0.175375375	C18H47N14O3	0.04964965	C16H45N17O2	0.007707708	C26H49N7O3	0.001201201	C20H50N11O2P
3805	C26H42O5	0.957574909	5	C26H42O5	0.998598599	C20H43N4O4P	0.001101101	C24H40N3O4	2.00E-04	C22H45NO5P	1.00E-04			
3806	C45H76N5O4P	0.045082611	0	not_explainable	0.758158158	C38H81N5O7P2	0.012812813	C44H81NO6P2	0.012712713	C36H72N13O4P	0.011911912	C39H80N3O10P	0.011611612	C36H76N7O9P
3808	C37H82N8O10	0.75717173	6	C37H82N8O10	0.702202202	C34H74N18O4	0.243543544	C41H80N10O4	0.014814815	C42H82N6O8	0.014514515	C33H78N14O8	0.012012012	C49H78N6O3
3809	C19H44N6O6	0.999592759	18	C19H44N6O6	0.955055055	C23H48O8	0.044844845	C18H44N8O5	1.00E-04					
3801	C36H68N6O4	0.893400453	1	C36H68N6O4	0.887187187	C22H60N22O	0.033533534	C32H64N12O2	0.023523524	C31H68N8O6	0.021221221	C30H62N15O	0.010510511	C34H66N9O3
3814	C21H44O11	0.762559961	18	C21H44O11	0.9995996	C22H40N4O7	3.00E-04	C18H36N10O5	1.00E-04					
3815	C8H19O3P	0.611951644	1	C8H19O3P	0.614614615	C10H20O	0.366766767	C10H14N2O2	0.017217217	C15H14	6.01E-04	C13H16	5.01E-04	C8H18N3
3817	C30H64N10O3S	0.490184964	1	C30H64N10O3S	0.48988989	C26H64N10O8	0.38028028	C28H66N7O9	0.07957958	C33H60N10O3	0.008208208	C25H65N12O5P	0.005605606	C27H60N14O4
3818	C18H40N4O6	0.56042727	6	C18H40N4O6	0.508308308	C23H40N2O4	0.468368368	C16H38N7O5	0.009209209	C20H44N2O4S	0.008908909	C21H38N5O3	0.002702703	C17H41N6O3P
3810	C19H37N5O5	0.922644711	5	C19H37N5O5	0.923723724	C15H40N6O5P	0.043043043	C16H39N4O8	0.012012012	C17H35N8O4	0.011311311	C14H37N7O7	0.006306306	C13H38N9O4P
3812	C25H48N2O3	0.98610076	9	C25H48N2O3	0.9998999	C30H48O	1.00E-04							
3813	C23H54N5O3Se	0.907269822	10	C23H54N5O3Se	0.927827828	C24H54N3O4Se	0.05955956	C21H52N8O2Se	0.012512513	C22H52N6O3Se	1.00E-04			
3825	C24H44N6O10S8	0.589187817	30	C24H44N6O10S8	0.613513514	C23H44N6O11P4S4	0.25005005	C24H46N6O8P2S7	0.102002002	C23H45N8O7PS8	0.028628629	C22H45N8O8P5S4	0.004604605	C22H44N8O8P4S5
3826	C26H61N7O4	0.959618289	6	C26H61N7O4	0.99049049	C31H61N5O2	0.00950951							
3827	C22H43N5O10	0.990151989	13	C24H45N2O11	0.998598599	C22H43N5O10	0.001401401							
3828	C34H66N12O8	0.356201702	7	C39H66N10O6	0.674174174	C34H66N12O8	0.22972973	C38H70N6O10	0.05985986	C30H62N18O6	0.008908909	C36H68N9O9	0.007707708	C33H70N8O12
3829	C35H77N11O4	0.94464096	5	C35H77N11O4	0.942942943	C39H81N5O6	0.022922923	C40H77N9O2	0.017717718	C25H73N21O3	0.008308308	C27H75N18O4	0.006606607	C30H73N19O
3820	C21H41NO	0.999597441	0	C21H41NO	0.999499499	C19H39N4	4.00E-04	C17H41N4	1.00E-04					
3836	C29H61N11O6	0.966727498	5	C29H61N11O6	0.965965966	C30H57N15O2	0.02952953	C31H63N8O7	0.001901902	C33H65N5O8	8.01E-04	C28H65N7O10	6.01E-04	C27H59N14O5
2504	C11H22N2O3	0.999999961	5	C11H22N2O3	1									
2503	C11H16O6	0.982193481	6	C11H16O6	0.998998999	C9H14N3O5	0.001001001							
2502	C11H22O6	0.999941673	7	C11H22O6	1									
2501	C34H64N2O12	0.45364303	1	C34H64N2O12	0.455255255	C31H56N12O6	0.169069069	C35H60N6O8	0.126326326	C32H52N16O2	0.094794795	C27H52N18O4	0.043943944	C36H56N10O4
2500	C14H24O5S9	0.544960409	64	C14H24O5S9	0.594594595	C13H24O6P4S5	0.4001001	C13H25O4P5S5	0.005105105	C13H24NO5P2S7	2.00E-04			
3830	C24H44N5O3P	0.224999602	1	C25H43N3O6	0.794694695	C24H44N5O3P	0.072872873	C23H48NO7P	0.043243243	C19H44N7O5P	0.040640641	C26H39N7O2	0.033933934	C21H46N4O6P
3831	C24H46O15	0.721671235	15	C24H46O15	1									
3832	C22H25N5O11	0.75888934	5	C22H25N5O11	0.753953954	C25H27N3O9	0.142442442	C15H25N11O9S	0.030530531	C23H29N5O6S2	0.020520521	C24H27N2O12	0.014314314	C21H26N7O8P
2507	C35H56N4O5	0.727870585	6	C35H56N4O5	0.738238238	C34H60O9	0.139239239	C37H58NO6	0.032432432	C33H61N2O6P	0.02962963	C24H56N10O8	0.015315315	C32H58N3O8
3833	H5N2O2S	0.434178534	0	CH6O3P	0.438638639	H5N2O2S	0.432532533	CH5N3	0.043143143	C8H	0.023823824	H7N2P2	0.020620621	C3HN2O2
2506	C18H43N6O5P	0.492218248	10	C22H46O7S	0.619319319	C18H43N6O5P	0.18008008	C22H48NO4S2	0.121121121	C22H48O5P2	0.066866867	C18H42N6O5S	0.01041041	C20H46N3O4P2
3834	C20H43N11O7	0.834208721	5	C20H43N11O7	0.802302302	C24H47N5O9	0.136636637	C25H43N9O5	0.035635636	C21H39N15O3	0.021321321	C22H45N8O8	0.001001001	C18H48N9O8P
3835	C24H49N11O6	0.982672201	5	C24H49N11O6	0.974174174	C26H51N8O7	0.014014014	C23H53N7O10	0.01001001	C20H45N17O4	0.001101101	C22H47N14O5	5.01E-04	C22H54N9O7P
2515	C16H32N6O8	0.5344153	6	C16H32N6O8	0.623523524	C20H36O10	0.191791792	C19H36N2O7S	0.084984985	C12H28N12O6	0.058758759	C14H30N9O7	0.023223223	C17H28N10O4
3848	C22H49N5O4	0.860426334	30	C22H49N5O4	0.846746747	C24H51N2O5	0.153053053	C20H47N8O3	2.00E-04					
3849	C17H30O	1	55	C17H30O	1									
2513	C14H18NO4P2	0.889113454	5	C14H18NO4P2	0.958158158	C18H15O4P	0.041641642	C11H20O7P2	1.00E-04	C13H15N2O6P	1.00E-04			
2512	C12H20O9	0.939885637	6	C12H20O9	0.996896897	C13H16N4O5	0.003003003	C11H21N2O6P	1.00E-04					
3840	C20H52N10O5	0.832480368	10	C20H52N10O5	0.826226226	C22H54N7O6	0.151451451	C18H50N13O4	0.01981982	C16H48N16O3	0.002502503			
3841	C39H83N9O10	0.574539821	6	C39H83N9O10	0.528728729	C35H79N15O8	0.251051051	C46H79N9O5	0.076576577	C40H79N13O6	0.046546547	C45H83N5O9	0.045945946	C32H81N14O11
3842	C14H26N6O8	0.942453735	3	C14H26N6O8	0.93973974	C15H22N10O4	0.058158158	C15H30N6O3S2	0.001201201	C18H26N6O3S	7.01E-04	C13H20N13O3	1.00E-04	C13H24N10O4
3843	C20H36O11	0.967275845	5	C20H36O11	1									
2519	C27H42N6O3	0.911156767	0	C27H42N6O3	0.912312312	C26H46N2O7	0.067467467	C25H47N4O4P	0.008108108	C21H43N10O2P	0.002502503	C20H46N6O8	0.001501502	C16H42N12O6
2518	C13H24N6O4	0.851827221	5	C13H24N6O4	0.90960961	C12H28N2O8	0.084184184	C11H22N9O3	0.003703704	C9H20N12O2	0.002002002	C15H30O6	4.00E-04	C11H26N6O4
3844	C10H20N6O3	0.981994156	6	C10H20N6O3	0.953053053	C12H26O5	0.044944945	C6H23N7O3P	0.001301301	C12H22N3O4	5.01E-04	C18H24S	2.00E-04	
2517	C36H70N16O6	0.093469563	0	C36H70N16O6	0.092792793	C51H74N4O5	0.076976977	C52H70N8O	0.071071071	C39H78N6O12	0.058758759	C37H66N20O2	0.057157157	C50H78O9
3845	C28H43N9O12	0.022876861	0	C24H43N9O15	0.026026026	C31H35N15O5	0.025025025	C33H47NO15	0.024924925	C26H35N17O7	0.024824825	C36H39N7O8	0.024324324	C28H43N9O12
3846	C21H44O12	0.660416498	0	C21H44O12	0.663263263	C19H32N14O2	0.104504505	C22H40N4O8	0.072972973	C18H36N10O6	0.069169169	C25H46O5P2	0.056156156	C16H41N8O7P
2516	C13H27NO4	0.999998668	10	C13H27NO4	1									
3860	C35H73N	0.998514001	18	C35H73N	1									
3858	C7H14N6O4	0.845271042	0	C7H14N6O4	0.84964965	C15H18OS	0.12032032	C9H20O6	0.00960961	C8H10N10	0.007907908	C3H17N7O4P	0.002702703	C6H12N10
3859	C13H20N4O3	0.766798124	19	C12H24O7	0.524924925	C13H20N4O3	0.474974975	C15H22NO4	1.00E-04					
2523	C24H48N2O5	0.643514556	5	C24H48N2O5	0.644144144	C22H48N6OS	0.316516517	C20H44N8O3	0.034034034	C22H46N5O4	0.003103103	C24H50N3O2S	0.002102102	C29H48O3
2522	C12H22O4	0.99486283	9	C12H22O4	0.998198198	C10H20N3O3	0.001101101	C14H20O4	7.01E-04					
3850	C27H48N10O2	0.738333764	3	C27H48N10O2	0.73963964	C25H53N8O3P	0.110810811	C21H48N14O3	0.069069069	C20H52N10O7	0.068868869	C22H54N7O8	0.003103103	C16H48N16O5
3851	C23H46O10	0.756357672	5	C23H46O10	0.462062062	C24H42N4O6	0.296396396	C22H40N7O5	0.155455455	C20H38N10O4	0.066766767	C21H44N3O9	0.00970971	C19H42N6O8
3852	C22H42N6O2	0.986055249	5	C22H42N6O2	0.985885886	C17H42N8O4	0.014014014	C19H44N5O5	1.00E-04					
3854	C37H74N6O6	0.987049443	11	C37H74N6O6	0.946946947	C32H74N8O8	0.047047047	C39H76N3O7	0.003003003	C41H78O8	9.01E-04	C33H77N7O6P	6.01E-04	C35H72N9O5
3855	C23H60N18O5	0.909455438	0	C23H60N18O5	0.907907908	C33H64N8O6	0.040840841	C26H64N14O4S	0.018218218	C29H67N9O6P	0.014114114	C27H64N12O7	0.006906907	C32H64N10O5
2529	C40H82O12	0.914232601	88	C40H84NO9S	0.951051051	C40H82O12	0.048448448	C36H78N6O10	5.01E-04					
3856	C17H27NO4	0.756842513	0	C17H27NO4	0.752652653	C11H28N5O3P	0.174974975	C18H23N5	0.040940941	C10H27N7O2S	0.02042042	C15H25N4O3	0.008908909	C13H23N7O2
3871	C27H56O10	0.421114949	67	C27H56O10	1									
2540	C32H66N4O10	0.777717034	23	C37H66N2O8	0.603003003	C31H67N6O7P	0.35995996	C32H66N4O10	0.022822823	C33H62N8O6	0.010610611	C34H68NO11	0.001301301	C30H64N7O9
2537	C21H43N11O7	0.490401666	6	C21H43N11O7	0.74004004	C25H47N5O9	0.212412412	C22H49N4O12	0.044444444	C30H47N3O7	0.001101101	C28H51NO8S	6.01E-04	C26H43N9O5
3869	C14H36N6O4	0.405093513	5	C25H36O	0.9997998	C14H36N6O4	1.00E-04	C17H38N4O2	1.00E-04					
1206	C43H87N2O2Se	0.999952036	14	C43H87N2O2Se	1									
1205	C5H11NO2	0.999999999	0	C5H11NO2	1									
2536	C33H66N8O8	0.396366862	6	C33H66N8O8	0.446346346	C34H62N12O4	0.31021021	C29H62N14O6	0.0997998	C35H71N6O4PS	0.08968969	C31H68N8O8	0.02972973	C26H66N14O6S
2535	C11H14N6O3	0.653815623	0	C11H14N6O3	0.661661662	C19H18S	0.104704705	C10H18N2O7	0.101001001	C11H22N2O2S2	0.094694695	C13H20O5	0.012312312	C9H19N4O4P
1204	C26H57N13O7	0.906773061	5	C26H57N13O7	0.908908909	C23H61N13O7S	0.030930931	C30H61N7O9	0.013113113	C25H63N10O8S	0.012412412	C31H57N11O5	0.011211211	C25H57N15O6
2534	C33H60N16O2	0.438288945	0	C33H60N16O2	0.44024024	C32H64N12O6	0.412012012	C36H68N6O8	0.054954955	C47H68O5	0.036936937	C31H68N8O10	0.011511512	C28H60N18O4
1203	C31H63N4O3	0.601365862	5	C33H65NO4	0.871271271	C31H63N4O3	0.121921922	C22H59N12O3	0.004304304	C29H61N7O2	0.002502503			
2532	C32H65NO9	0.6550983	8	C32H65NO9	0.744044044	C33H61N5O5	0.165865866	C28H61N7O7	0.046746747	C29H57N11O3	0.028128128	C36H65NO4S	0.003303303	C27H62N9O4P
1201	C28H55N7O14	0.52412785	19	C32H59NO16	1									
2531	C21H45NO7	0.97136786	15	C21H45NO7	1									
2530	C39H64N14O4	0.386372279	7	C39H64N14O4	0.37957958	C38H68N10O8	0.247547548	C43H68N8O6	0.197197197	C40H70N7O9	0.14034034	C37H69N12O5P	0.013313313	C41H66N11O5
3861	C3H9S2	0.685077747	0	C3H9S2	0.675575576	H3N3O4	0.211711712	C3HN4O	0.036736737	C2H5O5	0.036036036	C3H5NO2	0.026826827	C2H8NPS
3863	C18H31N11O5	0.574899022	5	C18H31N11O5	0.534634635	C22H35N5O7	0.17967968	C20H33N8O6	0.118218218	C17H35N7O9	0.103603604	C20H37N5O7	0.027227227	C16H36N9O6P
3865	C23H49NO11	0.690647988	9	C23H49NO11	0.997997998	C22H50N3O8P	0.001001001	C24H52O9P	4.00E-04	C24H45N5O7	3.00E-04	C24H51O11	2.00E-04	C18H45N9O8
3866	C25H26N10O15	0.416957195	5	C25H26N10O15	0.342942943	C31H22N12O9	0.254954955	C30H26N8O13	0.241641642	C22H30N10O15S	0.030730731	C33H28N6O11	0.028528529	C26H22N14O11
1209	C14H22N2O	0.992157765	0	C14H22N2O	0.992892893	C12H27O2P	0.006306306	C14H28	4.00E-04	C12H20N5	2.00E-04	C10H25N3OP	1.00E-04	C8H23N6P
1208	C8H14O2	0.999299472	44	C10H12O2	0.999499499	C8H14O2	5.01E-04							
3867	C32H61N5O10	0.475938547	14	C32H61N5O10	0.484984985	C28H57N11O8	0.462462462	C27H61N7O12	0.022222222	C29H63N4O13	0.013513514	C29H53N15O4	0.011611612	C26H55N14O7
2538	C24H47N5O8	0.555023737	8	C19H47N7O10	0.403903904	C24H47N5O8	0.377977978	C21H49N4O11	0.216116116	C26H49N2O9	8.01E-04	C20H50N6O8P	7.01E-04	C20H43N11O6
3880	C35H59N11O6	0.240399176	7	C35H59N11O6	0.235435435	C30H59N13O8	0.201101101	C34H63N7O10	0.144444444	C28H63N11O11	0.144244244	C27H63N13O8S	0.062662663	C20H55N23O7
3881	C34H72N6O11	0.39654707	19	C34H72N6O11	0.998798799	C28H66N15O8	3.00E-04	C35H68N10O7	2.00E-04	C26H64N18O7	2.00E-04	C29H68N14O8	2.00E-04	C31H64N16O5
3882	C32H54O16	0.459311584	8	C32H54O16	0.753153153	C26H55N4O15P	0.241441441	C29H46N10O10	0.002302302	C33H50N4O12	0.001101101	C28H50N6O14	8.01E-04	C25H56N6O12P2
1220	C10H14N6O5	0.638014061	8	C10H14N6O5	0.608808809	C12H16N3O6	0.368368368	C7H18N6O5S	0.016516517	C10H20N4O4	0.005405405	C5H16N9O4S	5.01E-04	C8H19N4O6P
2551	C33H72N12O10S	0.3471967	42	C39H76N2O16	1									
1217	C21H49N8O7P	0.87915776	7	C21H49N8O7P	0.803403403	C22H48N6O10	0.115915916	C23H44N10O6	0.065365365	C26H52O12	0.006706707	C20H48N10O6S	0.002502503	C13H40N20O5
2547	C16H30O2	0.975416757	160	C16H30O2	1									
1216	C32H61N7O3	0.799057553	5	C32H61N7O3	0.794394394	C27H61N9O5	0.124824825	C31H65N3O7	0.06046046	C31H66N3O5P	0.008108108	C29H63N6O6	0.006006006	C36H65NO5
1215	C18H30N6O6	0.999947414	9	C18H30N6O6	0.9998999	C22H34O8	1.00E-04							
1214	C32H65B2N3O3Se	0.521240561	12	C32H65B2N3O3Se	0.807307307	C25H63B2N8O4Se	0.147147147	C32H69N3O4Se	0.022622623	C35H67BNO3Se	0.01001001	C30H67BN3O5Se	0.004804805	C30H67N6O3Se
2545	C30H62O7	0.999953643	83	C30H62O7	1									
2544	C6H12O3	0.991568064	0	C6H12O3	0.990790791	C4H10N3O2	0.007007007	C9H10N	0.001001001	C7H12N	9.01E-04	C5H13N2P	3.00E-04	
1213	C20H36O3	0.999904656	54	C20H36O3	1									
1212	C29H54N12O7	0.53721353	8	C29H54N12O7	0.874674675	C28H58N8O11	0.076376376	C27H59N10O8P	0.042742743	C33H58N6O9	0.004504505	C32H62N2O13	0.001001001	C30H50N16O3
2543	C18H38O3	0.790171065	0	C18H38O3	0.794294294	C14H34N6O	0.203803804	C16H36N3O2	0.001901902					
2542	C34H55N17O9	0.128409271	5	not_explainable	0.563363363	C40H55N13O8	0.060660661	C31H51N21O8	0.06026026	C34H55N17O9	0.056856857	C38H59N11O11	0.026226226	C35H55N15O10
2541	C36H74O10	0.997173249	8	C36H74O10	0.996996997	C33H66N10O4	0.002002002	C34H72N3O9	7.01E-04	C37H70N4O6	2.00E-04	C32H70N6O8	1.00E-04	
1210	C27H57NO2Se	0.999999883	9	C27H57NO2Se	1									
3872	C14H29N9O6	0.989549831	5	C14H29N9O6	0.989289289	C17H33N5O5S	0.005505506	C12H27N12O5	0.002602603	C16H31N6O7	0.001401401	C13H33N5O10	6.01E-04	C10H25N15O4
3874	C27H63N7O6	0.994103061	6	C27H63N7O6	0.995995996	C28H59N11O2	0.003803804	C30H61N8O3	2.00E-04					
3875	C24H40N16O3	0.288739922	2	C27H48N6O9	0.607007007	C24H40N16O3	0.109009009	C23H44N12O7	0.092292292	C38H48O6	0.06966967	C32H49N4O5P	0.040740741	C25H46N9O8
3876	C19H44N7O3PS	0.752529639	5	C19H44N7O3PS	0.73983984	C15H39N13O3S	0.223923924	C22H39N7O5	0.03003003	C17H39N9O7	0.003103103	C20H45N6O3S2	0.001201201	C25H43N3O4S
1219	C17H12N4O2	0.990364972	5	C17H12N4O2	0.99029029	C14H14N3O5	0.005405405	C10H17N4O5P	0.003503504	C13H15N5O2P	5.01E-04	C12H19NO6P	1.00E-04	C19H14NO3
1218	C30H46N6O14	0.280713366	7	C30H46N6O14	0.258358358	C29H50N2O18	0.229429429	C26H42N12O12	0.124624625	C37H42N6O9	0.093393393	C25H46N8O16	0.075575576	C38H50O11S
3879	C28H66N12O8	0.585667191	0	C28H66N12O8	0.586886887	C24H62N18O6	0.270970971	C29H62N16O4	0.121021021	C25H58N22O2	0.013113113	C33H66N10O6	0.003203203	C28H62N18O3
2549	C18H29N7O6	0.970484778	5	C18H29N7O6	0.967467467	C22H33NO8	0.018018018	C18H35N5O5	0.002102102	C14H31N11O3	0.001901902	C23H29N5O4	0.001901902	C17H27N11O2
3891	C16H35N	1	0	C16H35N	1									
3892	C38H77NO	0.995598085	11	C38H77NO	1									
1230	C16H30N3O3	0.603578419	42	C18H32O4	0.999299299	C16H30N3O3	7.01E-04							
2561	C16H21N5O2	0.64506964	5	C16H21N5O2	0.716116116	C13H23N4O5	0.250750751	C11H21N7O4	0.030930931	C11H28N2O6P	0.002002002	C9H26N5O5P	2.00E-04	
2560	C27H48N4O7	0.982952325	5	C27H48N4O7	0.999199199	C21H49N8O6P	8.01E-04							
1228	C17H38N4O3Se	0.999799511	7	C17H38N4O3Se	0.9997998	C15H36N7O2Se	2.00E-04							
2559	C17H18N3O5	0.826207823	5	C19H20O6	0.998798799	C17H18N3O5	0.001201201							
1227	C17H24N10O7	0.95247712	2	C17H24N10O7	0.950550551	C16H29N6O9P	0.011611612	C14H29N10O5PS	0.01031031	C17H32N6O6S2	0.00950951	C15H28N8O8S	0.003903904	C16H28N6O11
2557	C27H61N13O7	0.199020278	8	C32H65N5O10	0.973073073	C44H61N3O3	0.023123123	C27H61N13O7	0.002702703	C29H57N15O4	8.01E-04	C38H61N7O4	3.00E-04	
1225	C14H30N3O	0.999257002	12	C14H30N3O	0.998698699	C16H32O2	0.001301301							
2556	C34H58N6O5	0.931767955	3	C34H58N6O5	0.933433433	C32H56N9O4	0.027327327	C30H54N12O3	0.01991992	C31H62N6O5S	0.005405405	C32H63N4O6P	0.003903904	C19H54N18O6
1224	C11H14O3	0.999060531	97	C11H14O3	1									
2554	C27H48N2O4	0.451469013	6	C17H44N12O3	0.570670671	C27H48N2O4	0.299199199	C20H48N8O2S	0.09029029	C13H40N18O	0.036936937	C25H53O5P	0.001601602	C21H49N6O3P
1223	C20H34N2O6	0.708837744	1	C20H34N2O6	0.705005005	C16H30N8O4	0.129329329	C14H35N6O5P	0.084984985	C21H30N6O2	0.027527528	C18H32N5O5	0.014514515	C19H32N6O2
1222	C12H40N18O10	0.477096157	5	C12H40N18O10	0.477977978	C13H36N22O6	0.23043043	C28H40N10O5	0.178978979	C27H44N6O9	0.102602603	C23H40N12O7	0.002702703	C26H48N2O13
2553	C17H33N7O4S	0.990847478	5	C17H33N7O4S	0.995995996	C12H33N9O6S	0.004004004							
2552	C21H36N3O4	0.674278201	7	C21H36N3O4	0.678978979	C13H34N10O4	0.301201201	C16H38N6O3S	0.007507508	C18H40N3O4S	0.006606607	C17H39N4O4P	0.004504505	C19H34N6O3
3886	C25H51NO12	0.992094779	10	C25H51NO12	1									
3887	C39H80O14	0.728606581	45	C39H80O14	1									
3888	C14H26O2	0.999999217	76	C14H26O2	1									
3889	C30H56N10O8	0.420942253	6	C29H60N6O12	0.945445445	C27H48N20O2	0.026926927	C30H56N10O8	0.013013013	C35H62N8OSe	0.005605606	C33H66BN3O6Se	0.002302302	C42H52N8O
2573	C34H66N12O10	0.67413902	5	C34H66N12O10	0.669269269	C33H70N8O14	0.076176176	C28H67N16O9P	0.061761762	C31H70N12O10S	0.046746747	C33H67N14O7P	0.017517518	C32H71N10O11P
1242	C13H22O2	1	252	C13H22O2	1									
1241	C20H47N4O8S	0.551138049	7	C20H47N4O8S	0.527627628	C20H49N4O6P2	0.425925926	C23H45N5O5S	0.018918919	C16H45N11O3S2	0.012712713	C25H47N2O6S	0.011511512	C19H48N6O5PS
2571	C30H58N6O4	0.338348971	0	C30H58N6O4	0.333233233	C29H62N2O8	0.216016016	C31H54N10	0.13003003	C38H62OS	0.060960961	C26H54N12O2	0.056156156	C34H62O6
1240	C20H50N12O4Se	0.826451841	7	C23H55BN5O5PSe	0.520820821	C20H50N12O4Se	0.387987988	C35H54O3Se	0.055755756	C29H54BNO6Se	0.009309309	C27H58N2O5SSe	0.003703704	C28H59O6PSe
2570	C19H44N16O10	0.465400557	12	C33H52O13	0.9995996	C27H53N4O12P	2.00E-04	C26H52N6O11S	1.00E-04	C19H44N16O10	1.00E-04			
1239	C24H49NO4	0.996837564	6	C24H49NO4	0.9998999	C22H47N4O3	1.00E-04							
2569	C19H41NO2	0.999999818	61	C19H41NO2	1									
1238	C5H7N3O	0.999204819	0	C5H7N3O	0.999199199	CH10N4OP	8.01E-04							
1237	C29H54N6O5	0.796571394	6	C29H54N6O5	0.789089089	C33H58O7	0.207707708	C28H58N2O9	0.002802803	C31H56N3O6	3.00E-04	C32H52N7O2	1.00E-04	
2567	C20H48N16O3	0.815295353	4	C20H48N16O3	0.802902903	C19H52N12O7	0.172872873	C21H54N9O8	0.021121121	C22H50N13O4	0.001901902	C24H52N10O5	0.001101101	C17H50N15O6
2566	C26H50N12O3	0.94831881	5	C26H50N12O3	0.976076076	C29H58N2O9	0.019019019	C25H54N8O7	0.002002002	C28H52N9O4	8.01E-04	C32H50N8O2	6.01E-04	C30H54N6O5
2565	C21H40N6O4	0.769492452	5	C21H40N6O4	0.77027027	C25H44O6	0.198198198	C23H42N3O5	0.030530531	C19H38N9O3	3.00E-04	C18H44N6O4S	3.00E-04	C19H45N4O5P
1234	C19H30O7	0.807478766	8	C19H30O7	0.911411411	C20H26N4O3	0.045845846	C13H31N4O6P	0.036236236	C20H34O2S2	0.004304304	C15H26N6O5	7.01E-04	C14H27N8O2P
2564	C32H60N4O13	0.2177855	7	not_explainable	0.510610611	C31H67N6O5PSe	0.186486486	C32H60N4O13	0.06996997	C36H60N4O8S	0.00960961	C32H56N10O6S	0.009009009	C33H64N4O8S2
1233	C25H52N2O10P2	0.904650113	5	C25H52N2O10P2	0.915815816	C30H52O8P2	0.028228228	C26H48N6O6P2	0.013813814	C25H50N2O12S	0.013213213	C22H42N12O6S	0.005405405	C32H47N2O7P
2563	C27H56O9	0.785497839	0	C27H56O9	0.786086086	C28H52N4O5	0.18048048	C22H53N8O4P	0.00970971	C24H48N10O3	0.00950951	C29H48N8O	0.006806807	C26H50N7O4
1232	C22H44N2O2Se	0.999793487	15	C22H44N2O2Se	1									
3894	C8H16O6	0.883772703	43	C11H14NO3	1									
3895	C13H16N4O3	0.589581693	5	C12H20O7	1									
3896	C22H45NO5	0.962095118	5	C22H45NO5	0.962462462	C20H43N4O4	0.037537538							
3897	C27H60N18O4	0.50447557	19	C27H60N18O4	0.402602603	C31H64N12O6	0.153253253	C37H64N8O5	0.085885886	C35H68N6O8	0.07047047	C29H62N15O5	0.062962963	C25H64N16O7
3898	C14H27N3O6	0.999466621	5	C14H27N3O6	0.9997998	C12H25N6O5	2.00E-04							
1253	C13H16O4	0.997841817	24	C13H16O4	1									
2584	C31H66N11O7P	0.190771752	9	C36H69N3O12	0.216716717	C31H66N11O7P	0.190790791	C33H61N13O6	0.183583584	C37H65N7O8	0.157657658	C32H72N4O12P	0.055455455	C32H65N9O10
1252	C16H30N6O5	0.999982691	24	C16H30N6O5	1									
1251	C18H35NO9	0.997762034	7	C18H35NO9	1									
2582	C32H64N3O7	0.568659185	2	C32H64N3O7	0.567867868	C35H62N4O4	0.188988989	C30H62N6O6	0.119119119	C34H66O8	0.034434434	C31H58N10O2	0.03013013	C29H63N8O3P
1250	C22H46O3	0.954929312	24	C22H46O3	1									
2580	C25H44N4O4	0.485613675	6	C25H44N4O4	0.486186186	C24H48O8	0.461161161	C23H49N2O5P	0.019019019	C26H40N8	0.012712713	C27H46NO5	0.008608609	C19H45N8O3P
1249	C18H32O4	0.989427522	25	C18H32O4	1									
2579	C23H56N20O5	0.421967232	5	C23H56N20O5	0.409109109	C26H64N10O11	0.276476476	C25H58N17O6	0.099199199	C22H60N16O9	0.074474474	C30H64N10O6S	0.056256256	C38H60N8O4
